[[0, 0, 0, 0, 1.0], [1, 416.13, 192.812, 0.859121, 1.0], [2, 372.059, 192.895, 0.779948, 1.0], [3, 332.394, 223.704, 0.757307, 1.0], [4, 322.109, 204.64, 0.912211, 1.0], [5, 454.346, 191.391, 0.725894, 1.0], [6, 508.598, 214.872, 0.643476, 1.0], [7, 501.303, 197.326, 0.814165, 1.0], [8, 410.268, 316.24, 0.668208, 1.0], [9, 383.824, 313.35, 0.667304, 1.0], [10, 383.791, 394.092, 0.764132, 1.0], [11, 385.309, 461.63, 0.795174, 1.0], [12, 438.169, 317.731, 0.696443, 1.0], [13, 433.754, 394.067, 0.743753, 1.0], [14, 438.087, 463.108, 0.798308, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 433.751, 157.607, 0.0857816, 1.0], [19, 438.12, 489.569, 0.774626, 1.0], [20, 448.395, 488.038, 0.800125, 1.0], [21, 430.777, 467.546, 0.649141, 1.0], [22, 379.404, 488.053, 0.833975, 1.0], [23, 369.17, 483.696, 0.826923, 1.0], [24, 394.076, 463.132, 0.790956, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.13, 192.877, 0.870124, 1.0], [2, 372.092, 194.294, 0.77033, 1.0], [3, 332.375, 222.26, 0.759317, 1.0], [4, 322.09, 204.648, 0.920685, 1.0], [5, 454.328, 192.838, 0.738208, 1.0], [6, 505.703, 209.073, 0.561677, 1.0], [7, 501.281, 198.764, 0.80854, 1.0], [8, 410.268, 316.238, 0.671088, 1.0], [9, 383.834, 313.352, 0.671285, 1.0], [10, 382.42, 394.089, 0.763522, 1.0], [11, 386.718, 461.624, 0.792663, 1.0], [12, 438.167, 317.727, 0.699802, 1.0], [13, 433.749, 394.064, 0.744132, 1.0], [14, 438.084, 463.088, 0.798658, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 435.21, 157.655, 0.0792571, 1.0], [19, 438.119, 489.557, 0.772637, 1.0], [20, 446.975, 486.661, 0.787572, 1.0], [21, 429.389, 467.503, 0.647987, 1.0], [22, 379.392, 488.1, 0.833529, 1.0], [23, 369.17, 485.123, 0.834035, 1.0], [24, 394.092, 463.114, 0.800207, 1.0]]
[[0, 404.395, 157.64, 0.111383, 1.0], [1, 416.137, 191.403, 0.854855, 1.0], [2, 373.51, 192.841, 0.756022, 1.0], [3, 332.364, 222.247, 0.756297, 1.0], [4, 322.081, 204.609, 0.913533, 1.0], [5, 454.338, 189.977, 0.729231, 1.0], [6, 504.242, 214.931, 0.617402, 1.0], [7, 501.273, 198.737, 0.815416, 1.0], [8, 410.237, 314.804, 0.672861, 1.0], [9, 383.803, 313.329, 0.677727, 1.0], [10, 383.777, 394.088, 0.762852, 1.0], [11, 386.725, 461.63, 0.793772, 1.0], [12, 438.138, 317.706, 0.690449, 1.0], [13, 433.745, 394.061, 0.741206, 1.0], [14, 438.084, 463.084, 0.800122, 1.0], [15, 401.445, 151.782, 0.104454, 1.0], [16, 416.128, 151.751, 0.109274, 1.0], [17, 395.563, 156.153, 0.0855734, 1.0], [18, 435.194, 154.708, 0.138161, 1.0], [19, 438.124, 489.586, 0.768688, 1.0], [20, 446.981, 488.039, 0.785311, 1.0], [21, 429.384, 466.091, 0.642532, 1.0], [22, 379.417, 488.092, 0.828197, 1.0], [23, 370.529, 485.112, 0.821736, 1.0], [24, 394.091, 463.126, 0.799804, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.115, 191.417, 0.833849, 1.0], [2, 372.051, 192.855, 0.767142, 1.0], [3, 332.359, 222.264, 0.755982, 1.0], [4, 322.061, 204.612, 0.909029, 1.0], [5, 455.746, 189.94, 0.699657, 1.0], [6, 502.785, 214.929, 0.613477, 1.0], [7, 501.273, 198.753, 0.820672, 1.0], [8, 410.262, 314.802, 0.680255, 1.0], [9, 383.835, 313.334, 0.680998, 1.0], [10, 383.787, 394.088, 0.762799, 1.0], [11, 385.306, 461.631, 0.796159, 1.0], [12, 438.152, 317.713, 0.703547, 1.0], [13, 433.748, 394.056, 0.750087, 1.0], [14, 436.7, 463.102, 0.80009, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 438.129, 489.58, 0.775658, 1.0], [20, 448.396, 488.038, 0.795741, 1.0], [21, 429.386, 467.508, 0.6479, 1.0], [22, 379.404, 488.103, 0.834068, 1.0], [23, 369.175, 485.128, 0.836, 1.0], [24, 394.079, 463.119, 0.804175, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.112, 191.43, 0.846793, 1.0], [2, 372.066, 192.871, 0.774531, 1.0], [3, 332.359, 222.238, 0.741319, 1.0], [4, 322.061, 204.575, 0.892274, 1.0], [5, 454.322, 187.011, 0.709275, 1.0], [6, 502.774, 209.021, 0.587792, 1.0], [7, 499.867, 195.849, 0.847472, 1.0], [8, 410.26, 316.244, 0.679465, 1.0], [9, 383.863, 313.345, 0.676259, 1.0], [10, 383.784, 394.06, 0.759503, 1.0], [11, 386.733, 461.641, 0.797686, 1.0], [12, 438.139, 319.166, 0.702672, 1.0], [13, 433.76, 394.054, 0.74561, 1.0], [14, 438.091, 463.098, 0.800751, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 438.12, 489.561, 0.762661, 1.0], [20, 446.978, 488.025, 0.778655, 1.0], [21, 429.396, 467.515, 0.640753, 1.0], [22, 379.404, 488.096, 0.831451, 1.0], [23, 369.176, 485.12, 0.829412, 1.0], [24, 394.095, 463.134, 0.801465, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.078, 191.442, 0.799215, 1.0], [2, 370.607, 192.88, 0.749692, 1.0], [3, 330.924, 219.336, 0.760952, 1.0], [4, 322.043, 201.702, 0.855398, 1.0], [5, 454.317, 187.012, 0.686557, 1.0], [6, 504.222, 214.927, 0.652824, 1.0], [7, 501.298, 197.324, 0.819379, 1.0], [8, 408.804, 314.774, 0.677839, 1.0], [9, 383.795, 313.309, 0.685052, 1.0], [10, 383.789, 394.082, 0.758517, 1.0], [11, 386.746, 461.632, 0.792819, 1.0], [12, 438.093, 316.246, 0.675288, 1.0], [13, 433.726, 394.092, 0.749642, 1.0], [14, 438.084, 463.119, 0.801514, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 438.104, 489.576, 0.763576, 1.0], [20, 446.973, 488.039, 0.789096, 1.0], [21, 430.794, 467.53, 0.633784, 1.0], [22, 379.406, 488.093, 0.820002, 1.0], [23, 369.171, 485.115, 0.813445, 1.0], [24, 394.094, 463.118, 0.798942, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.059, 191.419, 0.838822, 1.0], [2, 370.632, 192.915, 0.792254, 1.0], [3, 332.411, 217.908, 0.810701, 1.0], [4, 322.073, 200.256, 0.855011, 1.0], [5, 454.325, 187.019, 0.714344, 1.0], [6, 504.229, 214.877, 0.711803, 1.0], [7, 501.276, 195.816, 0.853491, 1.0], [8, 408.804, 314.809, 0.680221, 1.0], [9, 383.798, 313.34, 0.684265, 1.0], [10, 382.421, 394.097, 0.769958, 1.0], [11, 386.724, 461.637, 0.796787, 1.0], [12, 438.091, 317.709, 0.680697, 1.0], [13, 433.718, 394.083, 0.745, 1.0], [14, 438.099, 463.122, 0.805851, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 438.104, 159.151, 0.0952058, 1.0], [19, 438.115, 489.574, 0.763314, 1.0], [20, 446.979, 488.04, 0.786624, 1.0], [21, 430.801, 467.533, 0.62788, 1.0], [22, 379.407, 488.092, 0.824052, 1.0], [23, 369.17, 485.12, 0.819589, 1.0], [24, 394.09, 463.123, 0.792345, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 414.666, 192.812, 0.829723, 1.0], [2, 370.608, 192.945, 0.803525, 1.0], [3, 332.419, 217.851, 0.834902, 1.0], [4, 322.074, 197.302, 0.859092, 1.0], [5, 454.291, 187.025, 0.715297, 1.0], [6, 501.309, 211.986, 0.682566, 1.0], [7, 499.893, 194.359, 0.86791, 1.0], [8, 408.806, 314.795, 0.678653, 1.0], [9, 383.797, 313.325, 0.681771, 1.0], [10, 382.419, 394.108, 0.765872, 1.0], [11, 386.743, 461.627, 0.795867, 1.0], [12, 438.089, 317.695, 0.679493, 1.0], [13, 433.717, 394.067, 0.74368, 1.0], [14, 438.104, 463.108, 0.802327, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 435.193, 159.125, 0.0761116, 1.0], [19, 438.103, 489.556, 0.769905, 1.0], [20, 446.979, 488.028, 0.788492, 1.0], [21, 430.801, 467.517, 0.618052, 1.0], [22, 379.408, 488.087, 0.828982, 1.0], [23, 369.175, 485.113, 0.822759, 1.0], [24, 394.104, 463.12, 0.791693, 1.0]]
[[0, 414.655, 169.383, 0.0664309, 1.0], [1, 416.057, 191.42, 0.848259, 1.0], [2, 372.059, 192.926, 0.801344, 1.0], [3, 333.903, 216.438, 0.871724, 1.0], [4, 322.099, 195.83, 0.885897, 1.0], [5, 452.899, 187.026, 0.723614, 1.0], [6, 499.856, 210.489, 0.707465, 1.0], [7, 499.888, 192.905, 0.872585, 1.0], [8, 408.79, 314.812, 0.684846, 1.0], [9, 383.8, 313.339, 0.683583, 1.0], [10, 383.787, 394.121, 0.76293, 1.0], [11, 386.729, 461.65, 0.804231, 1.0], [12, 436.673, 317.712, 0.676236, 1.0], [13, 432.294, 394.083, 0.745318, 1.0], [14, 438.128, 463.121, 0.81641, 1.0], [15, 0, 0, 0, 1.0], [16, 423.463, 162.067, 0.0901652, 1.0], [17, 0, 0, 0, 1.0], [18, 438.113, 160.57, 0.159636, 1.0], [19, 436.698, 489.557, 0.776294, 1.0], [20, 446.966, 488.031, 0.796918, 1.0], [21, 432.264, 467.549, 0.612725, 1.0], [22, 379.401, 488.1, 0.820506, 1.0], [23, 369.168, 485.121, 0.820079, 1.0], [24, 394.089, 463.144, 0.796422, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 414.666, 189.947, 0.807886, 1.0], [2, 370.615, 192.819, 0.807251, 1.0], [3, 333.885, 216.406, 0.867886, 1.0], [4, 322.09, 194.408, 0.908704, 1.0], [5, 452.863, 184.124, 0.757012, 1.0], [6, 499.857, 209.045, 0.729464, 1.0], [7, 499.876, 192.847, 0.887675, 1.0], [8, 408.793, 316.244, 0.686309, 1.0], [9, 383.794, 313.354, 0.684079, 1.0], [10, 383.779, 394.133, 0.765882, 1.0], [11, 386.748, 461.643, 0.799843, 1.0], [12, 436.689, 317.73, 0.682101, 1.0], [13, 432.299, 394.099, 0.747391, 1.0], [14, 438.096, 463.124, 0.805556, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 436.657, 160.601, 0.0669651, 1.0], [19, 438.109, 489.586, 0.767684, 1.0], [20, 446.975, 488.049, 0.792971, 1.0], [21, 430.8, 467.534, 0.628431, 1.0], [22, 379.408, 488.093, 0.820991, 1.0], [23, 369.174, 485.121, 0.821615, 1.0], [24, 394.102, 463.137, 0.804998, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 416.032, 189.953, 0.8105, 1.0], [2, 370.667, 191.446, 0.78451, 1.0], [3, 333.871, 216.356, 0.864793, 1.0], [4, 322.061, 194.311, 0.913364, 1.0], [5, 452.832, 187.024, 0.732937, 1.0], [6, 499.786, 209.026, 0.731253, 1.0], [7, 501.277, 191.414, 0.866476, 1.0], [8, 408.774, 314.764, 0.689036, 1.0], [9, 383.779, 313.305, 0.68347, 1.0], [10, 382.42, 394.071, 0.771005, 1.0], [11, 386.742, 461.626, 0.797037, 1.0], [12, 436.646, 314.809, 0.67307, 1.0], [13, 432.304, 394.052, 0.751593, 1.0], [14, 438.104, 463.128, 0.804867, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 435.202, 160.569, 0.0802038, 1.0], [19, 438.1, 489.551, 0.779889, 1.0], [20, 446.977, 488.03, 0.799422, 1.0], [21, 430.814, 468.968, 0.620445, 1.0], [22, 379.403, 488.087, 0.824658, 1.0], [23, 369.172, 485.11, 0.821252, 1.0], [24, 394.098, 463.12, 0.796049, 1.0]]
