[[0, -0.161757, -0.282117, 2.38774, 1.0], [1, -0.161882, 0.0734864, 2.32489, 1.0], [2, -0.160772, 0.417656, 2.24628, 1.0], [3, -0.163208, 0.59452, 2.22085, 1.0], [4, -0.363797, 0.296353, 2.28658, 1.0], [5, -0.408172, 0.0413327, 2.32929, 1.0], [6, -0.402329, -0.237964, 2.30777, 1.0], [7, -0.386117, -0.314629, 2.2953, 1.0], [8, 0.0238631, 0.282217, 2.26978, 1.0], [9, 0.0793269, 0.0421482, 2.33769, 1.0], [10, 0.0823787, -0.253682, 2.31204, 1.0], [11, 0.0610787, -0.321473, 2.31037, 1.0], [12, -0.24762, -0.273895, 2.34889, 1.0], [13, -0.283826, -0.685372, 2.46814, 1.0], [14, -0.293304, -1.07314, 2.59614, 1.0], [15, -0.297363, -1.11816, 2.5, 1.0], [16, -0.0702365, -0.280522, 2.34349, 1.0], [17, -0.0251929, -0.707896, 2.46442, 1.0], [18, 0.00481997, -1.0684, 2.57288, 1.0], [19, 0.0348816, -1.11426, 2.4668, 1.0], [20, -0.161256, 0.333286, 2.26861, 1.0], [21, -0.381739, -0.416382, 2.29357, 1.0], [22, -0.431543, -0.31577, 2.28595, 1.0], [23, 0.049339, -0.418259, 2.30535, 1.0], [24, 0.00980543, -0.31573, 2.28395, 1.0]]
[[0, -0.161702, -0.28207, 2.38777, 1.0], [1, -0.161857, 0.0734924, 2.32493, 1.0], [2, -0.160767, 0.417623, 2.24636, 1.0], [3, -0.163219, 0.594512, 2.22087, 1.0], [4, -0.363776, 0.296347, 2.28658, 1.0], [5, -0.408171, 0.0415175, 2.32942, 1.0], [6, -0.402215, -0.238151, 2.30777, 1.0], [7, -0.385271, -0.315204, 2.29479, 1.0], [8, 0.0238525, 0.282217, 2.26985, 1.0], [9, 0.0793268, 0.0421163, 2.33769, 1.0], [10, 0.0824157, -0.253815, 2.31215, 1.0], [11, 0.0623482, -0.322936, 2.3124, 1.0], [12, -0.247568, -0.273852, 2.34892, 1.0], [13, -0.282799, -0.685301, 2.46814, 1.0], [14, -0.293524, -1.07174, 2.59545, 1.0], [15, -0.30558, -1.11905, 2.49378, 1.0], [16, -0.0701812, -0.280473, 2.34353, 1.0], [17, -0.0252977, -0.709989, 2.46523, 1.0], [18, 0.00494324, -1.06725, 2.57678, 1.0], [19, 0.0350719, -1.11407, 2.46717, 1.0], [20, -0.161245, 0.333265, 2.26868, 1.0], [21, -0.380531, -0.416837, 2.29379, 1.0], [22, -0.427263, -0.310734, 2.28215, 1.0], [23, 0.0473373, -0.426027, 2.30668, 1.0], [24, 0.00980789, -0.315807, 2.28451, 1.0]]
[[0, -0.161564, -0.282092, 2.38777, 1.0], [1, -0.161839, 0.0734876, 2.32495, 1.0], [2, -0.160816, 0.417624, 2.24644, 1.0], [3, -0.163221, 0.594522, 2.22088, 1.0], [4, -0.363736, 0.296286, 2.28689, 1.0], [5, -0.408171, 0.0418135, 2.32956, 1.0], [6, -0.402149, -0.238159, 2.30786, 1.0], [7, -0.385447, -0.315403, 2.29485, 1.0], [8, 0.0238864, 0.282373, 2.26997, 1.0], [9, 0.0792813, 0.0420333, 2.33769, 1.0], [10, 0.0823801, -0.253631, 2.31248, 1.0], [11, 0.0624452, -0.321965, 2.31259, 1.0], [12, -0.247421, -0.273916, 2.34892, 1.0], [13, -0.2828, -0.685284, 2.46814, 1.0], [14, -0.293198, -1.06992, 2.59522, 1.0], [15, -0.30674, -1.11939, 2.4945, 1.0], [16, -0.0700471, -0.280457, 2.34353, 1.0], [17, -0.0252692, -0.710041, 2.46527, 1.0], [18, 0.00495427, -1.06666, 2.57727, 1.0], [19, 0.0348859, -1.11409, 2.4678, 1.0], [20, -0.161268, 0.333264, 2.26873, 1.0], [21, -0.377697, -0.415985, 2.28696, 1.0], [22, -0.430809, -0.317938, 2.28587, 1.0], [23, 0.0497383, -0.420064, 2.30844, 1.0], [24, 0.0100502, -0.325729, 2.28676, 1.0]]
[[0, -0.161416, -0.282072, 2.38771, 1.0], [1, -0.161759, 0.0734641, 2.32492, 1.0], [2, -0.160772, 0.417569, 2.24643, 1.0], [3, -0.163182, 0.594473, 2.22092, 1.0], [4, -0.363739, 0.296189, 2.28697, 1.0], [5, -0.408021, 0.0418404, 2.32966, 1.0], [6, -0.401966, -0.238133, 2.30786, 1.0], [7, -0.382923, -0.315318, 2.29405, 1.0], [8, 0.0240218, 0.282318, 2.27007, 1.0], [9, 0.0792912, 0.0418978, 2.3378, 1.0], [10, 0.0823553, -0.253493, 2.31257, 1.0], [11, 0.0631181, -0.320844, 2.31052, 1.0], [12, -0.247278, -0.273911, 2.34886, 1.0], [13, -0.282991, -0.684916, 2.46795, 1.0], [14, -0.291461, -1.06686, 2.59496, 1.0], [15, -0.307154, -1.11665, 2.49084, 1.0], [16, -0.0698984, -0.280422, 2.34347, 1.0], [17, -0.0257969, -0.704856, 2.4623, 1.0], [18, 0.00413837, -1.06404, 2.57917, 1.0], [19, 0.0353803, -1.11377, 2.46814, 1.0], [20, -0.161219, 0.333218, 2.26872, 1.0], [21, -0.377218, -0.416698, 2.29087, 1.0], [22, -0.434501, -0.319208, 2.29675, 1.0], [23, 0.0493193, -0.418135, 2.30464, 1.0], [24, 0.0107393, -0.308139, 2.28427, 1.0]]
[[0, -0.161339, -0.282098, 2.3878, 1.0], [1, -0.161664, 0.0733782, 2.32511, 1.0], [2, -0.160673, 0.4174, 2.24676, 1.0], [3, -0.163078, 0.594455, 2.22109, 1.0], [4, -0.363457, 0.296321, 2.2873, 1.0], [5, -0.407833, 0.0423669, 2.33007, 1.0], [6, -0.401844, -0.238094, 2.30796, 1.0], [7, -0.383729, -0.313655, 2.29496, 1.0], [8, 0.0242491, 0.28233, 2.27039, 1.0], [9, 0.079528, 0.0418493, 2.33815, 1.0], [10, 0.0823804, -0.253186, 2.31288, 1.0], [11, 0.0625807, -0.321689, 2.31254, 1.0], [12, -0.247203, -0.273922, 2.34895, 1.0], [13, -0.28298, -0.684671, 2.46796, 1.0], [14, -0.288944, -1.06385, 2.59364, 1.0], [15, -0.310569, -1.1186, 2.4857, 1.0], [16, -0.0698218, -0.280464, 2.34356, 1.0], [17, -0.0257057, -0.704634, 2.46246, 1.0], [18, -0.000228807, -1.06007, 2.5855, 1.0], [19, 0.0353623, -1.11316, 2.47124, 1.0], [20, -0.161121, 0.333071, 2.26901, 1.0], [21, -0.376344, -0.41657, 2.29107, 1.0], [22, -0.393187, -0.320358, 2.24407, 1.0], [23, 0.048099, -0.418777, 2.30569, 1.0], [24, 0.0100291, -0.316034, 2.28448, 1.0]]
[[0, -0.161069, -0.282325, 2.38807, 1.0], [1, -0.161478, 0.0732995, 2.32537, 1.0], [2, -0.160546, 0.417437, 2.24702, 1.0], [3, -0.162979, 0.594435, 2.22108, 1.0], [4, -0.363204, 0.296398, 2.28739, 1.0], [5, -0.407629, 0.0425111, 2.33034, 1.0], [6, -0.401314, -0.237732, 2.30794, 1.0], [7, -0.383742, -0.313221, 2.29559, 1.0], [8, 0.0244205, 0.282369, 2.27047, 1.0], [9, 0.079734, 0.0415427, 2.33828, 1.0], [10, 0.082364, -0.25313, 2.31292, 1.0], [11, 0.0635578, -0.320846, 2.31108, 1.0], [12, -0.246942, -0.274133, 2.34921, 1.0], [13, -0.282473, -0.685459, 2.46826, 1.0], [14, -0.290233, -1.06806, 2.59321, 1.0], [15, -0.311449, -1.12072, 2.48075, 1.0], [16, -0.0695548, -0.280699, 2.34383, 1.0], [17, -0.0252934, -0.705278, 2.46299, 1.0], [18, -0.000111972, -1.06037, 2.58525, 1.0], [19, 0.035454, -1.11294, 2.47104, 1.0], [20, -0.160981, 0.33308, 2.26927, 1.0], [21, -0.374638, -0.416362, 2.28897, 1.0], [22, -0.428009, -0.30883, 2.29036, 1.0], [23, 0.0494015, -0.418778, 2.30821, 1.0], [24, 0.0100582, -0.315855, 2.28454, 1.0]]
[[0, -0.160721, -0.282351, 2.3883, 1.0], [1, -0.161175, 0.0732416, 2.32575, 1.0], [2, -0.160303, 0.417345, 2.24759, 1.0], [3, -0.162883, 0.594378, 2.22112, 1.0], [4, -0.36281, 0.296492, 2.2877, 1.0], [5, -0.407261, 0.0425719, 2.33089, 1.0], [6, -0.400751, -0.237447, 2.30815, 1.0], [7, -0.381953, -0.311581, 2.2968, 1.0], [8, 0.0248802, 0.282316, 2.27112, 1.0], [9, 0.0802251, 0.0413249, 2.33866, 1.0], [10, 0.0823994, -0.253164, 2.31311, 1.0], [11, 0.0634053, -0.321922, 2.31114, 1.0], [12, -0.246602, -0.27413, 2.34945, 1.0], [13, -0.282159, -0.685349, 2.46864, 1.0], [14, -0.289522, -1.06561, 2.5939, 1.0], [15, -0.308817, -1.11842, 2.48882, 1.0], [16, -0.069211, -0.280753, 2.34406, 1.0], [17, -0.024729, -0.708685, 2.46571, 1.0], [18, 0.000339689, -1.06009, 2.5843, 1.0], [19, 0.0356723, -1.11321, 2.47101, 1.0], [20, -0.160722, 0.332996, 2.26979, 1.0], [21, -0.379246, -0.411769, 2.29334, 1.0], [22, -0.43324, -0.307982, 2.3064, 1.0], [23, 0.0464445, -0.420556, 2.30584, 1.0], [24, 0.0136327, -0.323845, 2.28834, 1.0]]
[[0, -0.160296, -0.282573, 2.38866, 1.0], [1, -0.160903, 0.0730247, 2.32604, 1.0], [2, -0.160161, 0.41715, 2.2478, 1.0], [3, -0.162698, 0.594204, 2.22103, 1.0], [4, -0.36241, 0.296767, 2.288, 1.0], [5, -0.407067, 0.0427912, 2.33109, 1.0], [6, -0.400237, -0.237425, 2.30811, 1.0], [7, -0.38167, -0.309945, 2.29625, 1.0], [8, 0.0252653, 0.282305, 2.27136, 1.0], [9, 0.0808996, 0.0408358, 2.33938, 1.0], [10, 0.082631, -0.253127, 2.31362, 1.0], [11, 0.0648742, -0.320076, 2.31033, 1.0], [12, -0.24624, -0.274261, 2.34967, 1.0], [13, -0.282174, -0.685767, 2.46877, 1.0], [14, -0.290356, -1.0665, 2.59243, 1.0], [15, -0.311822, -1.1218, 2.48242, 1.0], [16, -0.0687317, -0.281085, 2.34459, 1.0], [17, -0.0252891, -0.703623, 2.46335, 1.0], [18, 0.000364739, -1.05967, 2.58433, 1.0], [19, 0.0359312, -1.11172, 2.47208, 1.0], [20, -0.160551, 0.332795, 2.27002, 1.0], [21, -0.377933, -0.411647, 2.29371, 1.0], [22, -0.420637, -0.322977, 2.27744, 1.0], [23, 0.047079, -0.412995, 2.30263, 1.0], [24, 0.0152839, -0.294143, 2.28675, 1.0]]
[[0, -0.159778, -0.282883, 2.38931, 1.0], [1, -0.160491, 0.0728667, 2.3266, 1.0], [2, -0.159858, 0.417122, 2.24825, 1.0], [3, -0.162509, 0.594129, 2.22103, 1.0], [4, -0.362025, 0.296917, 2.28851, 1.0], [5, -0.406798, 0.0429687, 2.3315, 1.0], [6, -0.39984, -0.237097, 2.30828, 1.0], [7, -0.383455, -0.307458, 2.29847, 1.0], [8, 0.0256364, 0.28246, 2.27184, 1.0], [9, 0.081598, 0.0408738, 2.33993, 1.0], [10, 0.0828417, -0.253229, 2.31404, 1.0], [11, 0.0649951, -0.319799, 2.31003, 1.0], [12, -0.245713, -0.274577, 2.35035, 1.0], [13, -0.279187, -0.692047, 2.47234, 1.0], [14, -0.290485, -1.06739, 2.59241, 1.0], [15, -0.31166, -1.12246, 2.48041, 1.0], [16, -0.0682486, -0.281374, 2.3452, 1.0], [17, -0.0245989, -0.709253, 2.46735, 1.0], [18, 0.000499372, -1.05997, 2.58436, 1.0], [19, 0.0362563, -1.11258, 2.47125, 1.0], [20, -0.160223, 0.332736, 2.2705, 1.0], [21, -0.377264, -0.410889, 2.28955, 1.0], [22, -0.433333, -0.296066, 2.31143, 1.0], [23, 0.0462186, -0.412327, 2.29496, 1.0], [24, 0.0160235, -0.288643, 2.28446, 1.0]]
[[0, -0.159838, -0.282658, 2.38987, 1.0], [1, -0.160363, 0.0729614, 2.32723, 1.0], [2, -0.159523, 0.417088, 2.249, 1.0], [3, -0.16211, 0.594073, 2.22101, 1.0], [4, -0.361702, 0.297149, 2.28893, 1.0], [5, -0.406273, 0.043407, 2.33232, 1.0], [6, -0.399459, -0.236957, 2.30863, 1.0], [7, -0.385049, -0.307943, 2.29898, 1.0], [8, 0.0262413, 0.282746, 2.27232, 1.0], [9, 0.0823882, 0.0410006, 2.34042, 1.0], [10, 0.0832787, -0.253042, 2.31447, 1.0], [11, 0.0658283, -0.32006, 2.30971, 1.0], [12, -0.245753, -0.274805, 2.35088, 1.0], [13, -0.278916, -0.691908, 2.47247, 1.0], [14, -0.290987, -1.0652, 2.5881, 1.0], [15, -0.311502, -1.12242, 2.48008, 1.0], [16, -0.0683643, -0.280402, 2.34604, 1.0], [17, -0.024566, -0.700036, 2.46349, 1.0], [18, 3.16955e-05, -1.05849, 2.58559, 1.0], [19, 0.0343849, -1.10992, 2.47556, 1.0], [20, -0.159944, 0.332736, 2.27121, 1.0], [21, -0.377017, -0.410227, 2.28952, 1.0], [22, -0.424851, -0.320289, 2.28445, 1.0], [23, 0.0462656, -0.412685, 2.29696, 1.0], [24, 0.0153732, -0.312805, 2.289, 1.0]]
[[0, -0.15991, -0.28234, 2.39045, 1.0], [1, -0.160244, 0.073163, 2.32762, 1.0], [2, -0.159261, 0.417226, 2.24928, 1.0], [3, -0.16175, 0.594023, 2.22091, 1.0], [4, -0.361158, 0.297628, 2.28938, 1.0], [5, -0.40593, 0.0441508, 2.33302, 1.0], [6, -0.399156, -0.236899, 2.30872, 1.0], [7, -0.384868, -0.308969, 2.29911, 1.0], [8, 0.0268855, 0.28277, 2.27272, 1.0], [9, 0.0832546, 0.0406519, 2.34121, 1.0], [10, 0.0841599, -0.252354, 2.31538, 1.0], [11, 0.0661373, -0.318856, 2.31039, 1.0], [12, -0.245845, -0.274892, 2.35141, 1.0], [13, -0.278849, -0.691274, 2.47264, 1.0], [14, -0.290639, -1.06583, 2.59022, 1.0], [15, -0.312932, -1.12216, 2.4813, 1.0], [16, -0.0684142, -0.27951, 2.34674, 1.0], [17, -0.0240687, -0.701002, 2.46392, 1.0], [18, 0.000260365, -1.05811, 2.58569, 1.0], [19, 0.0340074, -1.10957, 2.47547, 1.0], [20, -0.159718, 0.332885, 2.27152, 1.0], [21, -0.375782, -0.410467, 2.29005, 1.0], [22, -0.427923, -0.310956, 2.29449, 1.0], [23, 0.0462883, -0.412908, 2.29818, 1.0], [24, 0.016055, -0.289233, 2.28908, 1.0]]
