[[0, 0.0268856, -0.418603, 3.35317, 1.0], [1, 0.0357816, -0.127267, 3.31839, 1.0], [2, 0.0443754, 0.159242, 3.2713, 1.0], [3, 0.0506024, 0.287381, 3.25723, 1.0], [4, -0.0912767, 0.0853859, 3.24627, 1.0], [5, -0.180836, -0.043697, 3.06323, 1.0], [6, -0.201062, -0.168472, 2.83376, 1.0], [7, -0.213236, -0.228224, 2.75243, 1.0], [8, 0.185877, 0.0907065, 3.26965, 1.0], [9, 0.279172, -0.0218605, 3.10027, 1.0], [10, 0.346972, -0.138109, 2.87585, 1.0], [11, 0.366399, -0.201964, 2.7822, 1.0], [12, -0.0363643, -0.415521, 3.31077, 1.0], [13, -0.077798, -0.833534, 3.26566, 1.0], [14, 0.0434794, -0.944498, 3.49113, 1.0], [15, 0.0119778, -1.02745, 3.37661, 1.0], [16, 0.0895728, -0.413047, 3.32638, 1.0], [17, 0.123629, -0.831639, 3.27723, 1.0], [18, 0.180695, -0.861814, 3.41964, 1.0], [19, 0.169211, -0.963301, 3.32406, 1.0], [20, 0.0422754, 0.088276, 3.28534, 1.0], [21, -0.212419, -0.283562, 2.69664, 1.0], [22, -0.244355, -0.233483, 2.72271, 1.0], [23, 0.37535, -0.243041, 2.73212, 1.0], [24, 0.333411, -0.221943, 2.73525, 1.0]]
[[0, 0.038182, -0.373223, 3.2963, 1.0], [1, 0.0395866, -0.111783, 3.29476, 1.0], [2, 0.0443095, 0.159012, 3.26879, 1.0], [3, 0.0503943, 0.287564, 3.2529, 1.0], [4, -0.0899964, 0.0864833, 3.24549, 1.0], [5, -0.181865, 0.00890663, 3.06974, 1.0], [6, -0.194391, -0.0878943, 2.83713, 1.0], [7, -0.21027, -0.154851, 2.70736, 1.0], [8, 0.183998, 0.0933809, 3.26818, 1.0], [9, 0.273836, -0.0120259, 3.09989, 1.0], [10, 0.335908, -0.0750055, 2.86371, 1.0], [11, 0.36605, -0.122527, 2.7491, 1.0], [12, -0.0251592, -0.371938, 3.25714, 1.0], [13, -0.0699042, -0.787381, 3.2387, 1.0], [14, 0.0510419, -0.836981, 3.45017, 1.0], [15, 0.0246518, -0.931076, 3.35631, 1.0], [16, 0.100746, -0.366966, 3.26884, 1.0], [17, 0.111222, -0.687984, 3.33951, 1.0], [18, 0.163563, -1.02002, 3.42178, 1.0], [19, 0.154207, -1.1113, 3.32187, 1.0], [20, 0.0424619, 0.0891275, 3.28056, 1.0], [21, -0.204766, -0.20567, 2.59818, 1.0], [22, -0.239396, -0.161814, 2.68582, 1.0], [23, 0.376679, -0.164443, 2.68352, 1.0], [24, 0.336812, -0.129461, 2.722, 1.0]]
[[0, 0.0406618, -0.395026, 3.29114, 1.0], [1, 0.0409511, -0.113153, 3.29295, 1.0], [2, 0.0451442, 0.160292, 3.26961, 1.0], [3, 0.0512649, 0.287898, 3.25596, 1.0], [4, -0.085212, 0.0916864, 3.24891, 1.0], [5, -0.171571, 0.0306378, 3.05843, 1.0], [6, -0.192645, -0.0273639, 2.81854, 1.0], [7, -0.208118, -0.0774631, 2.67407, 1.0], [8, 0.18258, 0.0935839, 3.2678, 1.0], [9, 0.267202, 0.000381701, 3.10586, 1.0], [10, 0.333227, -0.0180135, 2.86808, 1.0], [11, 0.36183, -0.0415303, 2.72012, 1.0], [12, -0.0228283, -0.389191, 3.25191, 1.0], [13, -0.0639427, -0.799888, 3.3595, 1.0], [14, -0.0817879, -1.23889, 3.28144, 1.0], [15, -0.0720895, -1.28279, 3.14752, 1.0], [16, 0.103304, -0.393426, 3.26386, 1.0], [17, 0.110508, -0.694339, 3.34155, 1.0], [18, 0.137232, -1.10052, 3.33715, 1.0], [19, 0.139792, -1.18139, 3.22479, 1.0], [20, 0.0434311, 0.090266, 3.28027, 1.0], [21, -0.208294, -0.111261, 2.59647, 1.0], [22, -0.239268, -0.0757129, 2.6645, 1.0], [23, 0.380068, -0.0674427, 2.6617, 1.0], [24, 0.344236, -0.0604205, 2.67982, 1.0]]
[[0, 0.0408837, -0.398728, 3.2905, 1.0], [1, 0.0414536, -0.113762, 3.29255, 1.0], [2, 0.0456165, 0.162277, 3.27147, 1.0], [3, 0.0512074, 0.288976, 3.25644, 1.0], [4, -0.0828973, 0.0904937, 3.24746, 1.0], [5, -0.165521, 0.0410615, 3.05835, 1.0], [6, -0.192639, 0.0436083, 2.82833, 1.0], [7, -0.205145, 0.00548843, 2.65956, 1.0], [8, 0.181152, 0.0941305, 3.26723, 1.0], [9, 0.248732, 0.0696629, 3.0966, 1.0], [10, 0.310719, 0.044896, 2.86871, 1.0], [11, 0.361731, 0.0314267, 2.67015, 1.0], [12, -0.0221649, -0.395317, 3.25193, 1.0], [13, -0.0665044, -0.815485, 3.36243, 1.0], [14, -0.0648374, -1.23788, 3.28565, 1.0], [15, -0.0702997, -1.28201, 3.14902, 1.0], [16, 0.103245, -0.39529, 3.26266, 1.0], [17, 0.111743, -0.702582, 3.3446, 1.0], [18, 0.139812, -1.13617, 3.34097, 1.0], [19, 0.121477, -1.22116, 3.22119, 1.0], [20, 0.043955, 0.0915693, 3.28076, 1.0], [21, -0.2114, -0.0181667, 2.60527, 1.0], [22, -0.232922, 0.00901941, 2.64733, 1.0], [23, 0.372749, 0.0152712, 2.62418, 1.0], [24, 0.347708, 0.0240097, 2.64536, 1.0]]
[[0, 0.0410351, -0.399965, 3.28958, 1.0], [1, 0.0420078, -0.114619, 3.29093, 1.0], [2, 0.0456571, 0.162397, 3.27159, 1.0], [3, 0.0511006, 0.28969, 3.25737, 1.0], [4, -0.0823394, 0.0870464, 3.24534, 1.0], [5, -0.156695, 0.0569421, 3.08035, 1.0], [6, -0.188239, 0.0501964, 2.85372, 1.0], [7, -0.200867, 0.0805843, 2.63702, 1.0], [8, 0.179725, 0.0962285, 3.26661, 1.0], [9, 0.262429, 0.0784832, 3.11292, 1.0], [10, 0.305479, 0.089467, 2.93378, 1.0], [11, 0.341023, 0.116171, 2.70061, 1.0], [12, -0.0215793, -0.398382, 3.25077, 1.0], [13, -0.0680104, -0.823816, 3.36474, 1.0], [14, -0.0731991, -1.23256, 3.30194, 1.0], [15, -0.0444393, -1.2825, 3.15912, 1.0], [16, 0.103115, -0.395304, 3.2615, 1.0], [17, 0.112295, -0.706386, 3.34653, 1.0], [18, 0.141497, -1.15504, 3.34037, 1.0], [19, 0.127056, -1.22613, 3.20811, 1.0], [20, 0.0441694, 0.0919098, 3.28046, 1.0], [21, -0.199295, 0.0573105, 2.5718, 1.0], [22, -0.227632, 0.0849483, 2.63513, 1.0], [23, 0.346611, 0.121731, 2.66136, 1.0], [24, 0.332962, 0.10561, 2.66567, 1.0]]
[[0, 0.0410422, -0.401182, 3.28843, 1.0], [1, 0.0419408, -0.115121, 3.28973, 1.0], [2, 0.0452697, 0.162822, 3.27169, 1.0], [3, 0.0514072, 0.29105, 3.25764, 1.0], [4, -0.0822473, 0.0867813, 3.24522, 1.0], [5, -0.118322, 0.10817, 3.03664, 1.0], [6, -0.17036, 0.12493, 2.84014, 1.0], [7, -0.190771, 0.160934, 2.62843, 1.0], [8, 0.179834, 0.0964632, 3.26651, 1.0], [9, 0.262423, 0.131384, 3.04237, 1.0], [10, 0.320186, 0.148961, 2.84785, 1.0], [11, 0.33722, 0.181136, 2.69674, 1.0], [12, -0.0213107, -0.400057, 3.24893, 1.0], [13, -0.06803, -0.830255, 3.36714, 1.0], [14, -0.0971243, -1.25636, 3.26794, 1.0], [15, -0.0476444, -1.28213, 3.13638, 1.0], [16, 0.102922, -0.395764, 3.26086, 1.0], [17, 0.119265, -0.717049, 3.34996, 1.0], [18, 0.146778, -1.17574, 3.35227, 1.0], [19, 0.128792, -1.23641, 3.21245, 1.0], [20, 0.0438974, 0.092418, 3.28011, 1.0], [21, -0.2095, 0.148764, 2.5683, 1.0], [22, -0.195929, 0.140826, 2.64033, 1.0], [23, 0.345437, 0.192598, 2.64123, 1.0], [24, 0.346681, 0.168761, 2.6645, 1.0]]
[[0, 0.0437421, -0.412018, 3.28889, 1.0], [1, 0.0424952, -0.116535, 3.28965, 1.0], [2, 0.0448237, 0.165023, 3.27233, 1.0], [3, 0.0507012, 0.292813, 3.25836, 1.0], [4, -0.0801637, 0.0884712, 3.24488, 1.0], [5, -0.155009, 0.137238, 3.03305, 1.0], [6, -0.170132, 0.193506, 2.84021, 1.0], [7, -0.18817, 0.203173, 2.78245, 1.0], [8, 0.175681, 0.0934945, 3.25769, 1.0], [9, 0.276303, 0.153762, 3.0476, 1.0], [10, 0.319007, 0.223345, 2.82146, 1.0], [11, 0.332249, 0.246767, 2.74033, 1.0], [12, -0.018704, -0.407612, 3.24891, 1.0], [13, -0.0730999, -0.835204, 3.36866, 1.0], [14, -0.0809605, -1.22636, 3.30644, 1.0], [15, -0.0594265, -1.26768, 3.1577, 1.0], [16, 0.105206, -0.408551, 3.26159, 1.0], [17, 0.118251, -0.721132, 3.35182, 1.0], [18, 0.145595, -1.18755, 3.3531, 1.0], [19, 0.132438, -1.24304, 3.21006, 1.0], [20, 0.043865, 0.0935067, 3.28026, 1.0], [21, -0.1851, 0.220829, 2.67385, 1.0], [22, -0.196986, 0.205955, 2.73733, 1.0], [23, 0.343098, 0.269576, 2.65226, 1.0], [24, 0.340282, 0.226938, 2.7355, 1.0]]
[[0, 0.0449439, -0.417095, 3.28895, 1.0], [1, 0.0446636, -0.119211, 3.28874, 1.0], [2, 0.0465261, 0.165997, 3.2721, 1.0], [3, 0.0508753, 0.29278, 3.25908, 1.0], [4, -0.0801193, 0.0885533, 3.24494, 1.0], [5, -0.162102, 0.168926, 3.01923, 1.0], [6, -0.170079, 0.236304, 2.84563, 1.0], [7, -0.187004, 0.295826, 2.70948, 1.0], [8, 0.175716, 0.0933428, 3.2578, 1.0], [9, 0.274682, 0.180973, 3.04263, 1.0], [10, 0.316143, 0.270136, 2.84799, 1.0], [11, 0.327854, 0.303164, 2.76107, 1.0], [12, -0.0169284, -0.413256, 3.25095, 1.0], [13, -0.0740011, -0.839822, 3.36905, 1.0], [14, -0.0900641, -1.20916, 3.32004, 1.0], [15, -0.173386, -1.2647, 3.21499, 1.0], [16, 0.106015, -0.413405, 3.25936, 1.0], [17, 0.1147, -0.723312, 3.35389, 1.0], [18, 0.147083, -1.19385, 3.35204, 1.0], [19, 0.134448, -1.24601, 3.20726, 1.0], [20, 0.0456679, 0.0941161, 3.27966, 1.0], [21, -0.198914, 0.313708, 2.64011, 1.0], [22, -0.206182, 0.294821, 2.684, 1.0], [23, 0.335464, 0.332084, 2.68229, 1.0], [24, 0.348103, 0.309141, 2.76933, 1.0]]
[[0, 0.0448831, -0.416921, 3.28908, 1.0], [1, 0.044685, -0.119604, 3.28859, 1.0], [2, 0.0464696, 0.165923, 3.27225, 1.0], [3, 0.0508935, 0.292876, 3.25975, 1.0], [4, -0.0802557, 0.0893253, 3.24528, 1.0], [5, -0.162189, 0.192137, 3.02684, 1.0], [6, -0.168905, 0.296475, 2.8501, 1.0], [7, -0.182552, 0.356417, 2.74899, 1.0], [8, 0.176153, 0.0939073, 3.25811, 1.0], [9, 0.278569, 0.199738, 3.05867, 1.0], [10, 0.314196, 0.322208, 2.84164, 1.0], [11, 0.324021, 0.371921, 2.76272, 1.0], [12, -0.0169122, -0.413179, 3.25119, 1.0], [13, -0.036854, -0.752414, 3.35594, 1.0], [14, -0.0489956, -1.23337, 3.29422, 1.0], [15, -0.0778809, -1.27441, 3.1543, 1.0], [16, 0.105736, -0.412865, 3.25882, 1.0], [17, 0.114676, -0.717563, 3.35325, 1.0], [18, 0.140828, -1.20048, 3.33318, 1.0], [19, 0.116073, -1.24985, 3.18815, 1.0], [20, 0.0456407, 0.0940617, 3.27971, 1.0], [21, -0.181415, 0.385764, 2.67704, 1.0], [22, -0.200896, 0.371669, 2.69623, 1.0], [23, 0.335513, 0.400586, 2.68096, 1.0], [24, 0.347404, 0.381493, 2.7283, 1.0]]
[[0, 0.045101, -0.413076, 3.28559, 1.0], [1, 0.0451745, -0.117841, 3.28614, 1.0], [2, 0.0466808, 0.167774, 3.27117, 1.0], [3, 0.0506003, 0.293295, 3.25976, 1.0], [4, -0.0799564, 0.089295, 3.24446, 1.0], [5, -0.158006, 0.220658, 3.03488, 1.0], [6, -0.164687, 0.339517, 2.87113, 1.0], [7, -0.176313, 0.422532, 2.75617, 1.0], [8, 0.176034, 0.0951415, 3.25791, 1.0], [9, 0.26935, 0.23738, 3.06096, 1.0], [10, 0.304567, 0.371484, 2.8715, 1.0], [11, 0.317042, 0.429166, 2.78326, 1.0], [12, -0.016741, -0.408735, 3.2496, 1.0], [13, -0.0712321, -0.831826, 3.36429, 1.0], [14, -0.0591867, -1.24008, 3.29026, 1.0], [15, -0.166679, -1.27062, 3.19235, 1.0], [16, 0.106036, -0.40903, 3.25227, 1.0], [17, 0.113572, -0.712853, 3.35182, 1.0], [18, 0.142926, -1.199, 3.33775, 1.0], [19, 0.145763, -1.2627, 3.19554, 1.0], [20, 0.0460535, 0.0964382, 3.27784, 1.0], [21, -0.172035, 0.455239, 2.68503, 1.0], [22, -0.20011, 0.431052, 2.72171, 1.0], [23, 0.31967, 0.462838, 2.70305, 1.0], [24, 0.340424, 0.438087, 2.75655, 1.0]]
[[0, 0.0463786, -0.408679, 3.28101, 1.0], [1, 0.0459242, -0.117081, 3.28343, 1.0], [2, 0.0468099, 0.167593, 3.27035, 1.0], [3, 0.0513784, 0.2943, 3.25922, 1.0], [4, -0.069112, 0.0899367, 3.23155, 1.0], [5, -0.155447, 0.238628, 3.04525, 1.0], [6, -0.162127, 0.411484, 2.85214, 1.0], [7, -0.172976, 0.469686, 2.78831, 1.0], [8, 0.173208, 0.102628, 3.24904, 1.0], [9, 0.27164, 0.255934, 3.05899, 1.0], [10, 0.296197, 0.422154, 2.87734, 1.0], [11, 0.306718, 0.481309, 2.80527, 1.0], [12, -0.0151615, -0.40263, 3.2459, 1.0], [13, -0.0708493, -0.826716, 3.36179, 1.0], [14, -0.0696347, -1.24727, 3.27805, 1.0], [15, -0.0843152, -1.28902, 3.16536, 1.0], [16, 0.107022, -0.40612, 3.24711, 1.0], [17, 0.11281, -0.710787, 3.34746, 1.0], [18, 0.144152, -1.20043, 3.33892, 1.0], [19, 0.17796, -1.26562, 3.20382, 1.0], [20, 0.0463591, 0.0965013, 3.27645, 1.0], [21, -0.170934, 0.511828, 2.72034, 1.0], [22, -0.197463, 0.483929, 2.7534, 1.0], [23, 0.298938, 0.517835, 2.71728, 1.0], [24, 0.332557, 0.49394, 2.784, 1.0]]
