[[0, -14.04141, 86.53284, -265.06909, 1], [1, -11.129091501714953, 117.1028604452512, -264.0225220236267, 1], [2, -8.940940353995847, 140.26542570220707, -262.61986598528637, 1], [3, -8.309454134061522, 146.86122797133163, -261.99982994694307, 1], [4, 7.007979363896815, 134.26938724788133, -259.32876102960824, 1], [5, 18.141341577736096, 109.59036457389256, -260.435420249379, 1], [6, 21.78484654496407, 84.14679608681536, -256.99771759247324, 1], [7, 0, 0, 0, 1], [8, -24.357145505233074, 133.83936811695457, -260.83889034964824, 1], [9, -29.13991715422647, 102.47510946888217, -260.6937818509314, 1], [10, -29.93512946248176, 79.38142654040523, -263.11295592062385, 1], [11, 0, 0, 0, 1], [12, -8.288874980776471, 86.51550942587822, -257.2558057943726, 1], [13, 0.43455645033417234, 48.15558618854969, -255.02620957631575, 1], [14, 6.055264748617509, 13.3497297602092, -256.45718062967694, 1], [15, -0.07370462091128438, 10.097383320185902, -246.9525545368711, 1], [16, -19.436608968650788, 86.40170297211093, -266.37370544199274, 1], [17, -10.781673387838275, 46.36749628277504, -268.54247362926395, 1], [18, -1.3060754516605861, 11.26880224143607, -269.72155832901257, 1], [19, -7.272597275260518, 8.149708642732167, -260.12713233304856, 1], [20, -8.940940353995847, 140.26542570220707, -262.61986598528637, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.033226666666666, 86.57837666666666, -265.04408666666666, 1], [1, -11.105292398869631, 117.1140906408804, -264.0258770201955, 1], [2, -8.890523607335107, 140.25828774636076, -262.6475540963867, 1], [3, -8.248752966780632, 146.84441834020384, -262.0368730483665, 1], [4, 7.077530870978571, 134.24998784100964, -259.4883293041108, 1], [5, 18.316753228533894, 109.13399378313214, -260.6952180241636, 1], [6, 21.90014493860101, 84.06655212432398, -257.2871171533976, 1], [7, 0, 0, 0, 1], [8, -25.079726261358132, 133.75209997497612, -261.1235715386357, 1], [9, -29.846963899616966, 102.38546454450321, -260.9810628084829, 1], [10, -30.076373229779758, 79.1705833284972, -262.7732898572036, 1], [11, 0, 0, 0, 1], [12, -8.274688598587549, 86.61638076134926, -257.13959297226137, 1], [13, 0.3789045400340605, 48.14113576180383, -255.0710517187125, 1], [14, 5.954087524678751, 13.270412543172348, -256.5532367484466, 1], [15, -0.2560727344385638, 10.018674036905747, -247.12649442089847, 1], [16, -19.425139029380787, 86.43199436671726, -266.3785021853676, 1], [17, -10.894070780239476, 46.37772002411153, -268.66579636337997, 1], [18, -1.4825343902398949, 11.14148632076084, -269.9631938284915, 1], [19, -4.0384639019182185, 4.795870178848458, -262.870023776241, 1], [20, -8.890523607335107, 140.25828774636076, -262.6475540963867, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.016175999999998, 86.57703999999998, -265.02166, 1], [1, -11.061798093618675, 117.10485603205572, -264.0219112354364, 1], [2, -8.821816463631011, 140.23817363952492, -262.652348355137, 1], [3, -8.172966725446498, 146.8201203710685, -262.0447710921649, 1], [4, 7.1356077133312406, 134.24819731791044, -259.48847499260205, 1], [5, 18.34311150269892, 109.27374139606104, -260.6619818291423, 1], [6, 21.92265937579226, 84.08982108574513, -257.2108352434936, 1], [7, 0, 0, 0, 1], [8, -25.191062300448223, 133.6932726765794, -261.30626065790415, 1], [9, -29.94808682069744, 102.32495383729841, -261.1968413864879, 1], [10, -30.017096899688863, 79.06835026877069, -262.67683872700616, 1], [11, 0, 0, 0, 1], [12, -8.230662843014986, 86.61240212284675, -257.1516909079447, 1], [13, 0.30722313600796625, 48.092546699509434, -255.16278961116032, 1], [14, 5.905460283600808, 13.191409478601535, -256.6022078914018, 1], [15, -0.3271836509823469, 9.941927637834622, -247.19606881025751, 1], [16, -19.42384892409818, 86.39927498727529, -266.2830159253987, 1], [17, -10.873090093591077, 46.36422175463557, -268.6474243017173, 1], [18, -1.413141830159418, 11.101257855722409, -269.9198429740278, 1], [19, -3.4649093978766548, 4.320226600369468, -263.78404150248474, 1], [20, -8.821816463631011, 140.23817363952492, -262.652348355137, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.01521, 86.59118799999999, -265.016662, 1], [1, -11.044635186338791, 117.10559966556139, -264.0289319427006, 1], [2, -8.79040055790696, 140.2279940435034, -262.6660821520607, 1], [3, -8.137583370177925, 146.8058016570404, -262.0602461376276, 1], [4, 7.176431691310367, 134.26051762655666, -259.5559912708729, 1], [5, 18.396139965277545, 109.29371276316743, -260.7266481711694, 1], [6, 21.984485025076417, 84.06807800317432, -257.2678652820594, 1], [7, 0, 0, 0, 1], [8, -25.46913103701406, 133.6889543173796, -261.4078897187033, 1], [9, -30.21993180035497, 102.31958883688071, -261.3338415997227, 1], [10, -30.31052654221163, 79.00452713286674, -262.45881007479795, 1], [11, 0, 0, 0, 1], [12, -8.213555315452826, 86.63693476996795, -257.14408031024834, 1], [13, 0.2665341111458499, 48.06848374171013, -255.19444234540268, 1], [14, 5.877340679160748, 13.131692933404892, -256.6183715011108, 1], [15, -0.3655860892371976, 9.887154496184065, -247.2382238003717, 1], [16, -19.44109713358853, 86.40081286709697, -266.2822276674889, 1], [17, -10.886102775888824, 46.36758914545965, -268.66144777274616, 1], [18, -1.451770134142146, 11.053416941701464, -269.9609409213042, 1], [19, -3.088396263414754, 5.1580157946887235, -263.6156321104031, 1], [20, -8.79040055790696, 140.2279940435034, -262.6660821520607, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.005405999999999, 86.59101799999999, -265.008936, 1], [1, -11.013999923697373, 117.09939353380472, -264.0335837699106, 1], [2, -8.739512760837972, 140.21327766796406, -262.6822306637053, 1], [3, -8.081149973295137, 146.78928330861655, -262.07995607770533, 1], [4, 7.232922169256647, 134.27497260828503, -259.6344282083413, 1], [5, 18.350725637980407, 109.47901406300167, -260.79334924021845, 1], [6, 21.969768389424893, 84.0694155517605, -257.3204691290537, 1], [7, 0, 0, 0, 1], [8, -25.276657580025375, 133.87695615819985, -261.61424792298266, 1], [9, -30.03711199308489, 102.50896860065131, -261.6036631856989, 1], [10, -30.009219899316445, 79.18281078251182, -262.31414125187626, 1], [11, 0, 0, 0, 1], [12, -8.18666576035453, 86.62965536137001, -257.1375383144008, 1], [13, 0.2353974140870143, 48.05843290193685, -255.21282409268426, 1], [14, 5.8409611892513595, 13.083763302511827, -256.63524763903604, 1], [15, -0.4413992816515204, 9.836851061372968, -247.2754444500751, 1], [16, -19.455556760495092, 86.39438935358146, -266.28450343202326, 1], [17, -10.90679519668589, 46.36138523721602, -268.68220112560556, 1], [18, -1.484379146702988, 11.021952809977016, -269.98956644646927, 1], [19, -3.096558365630756, 4.593061374439968, -263.5060897651067, 1], [20, -8.739512760837972, 140.21327766796406, -262.6822306637053, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -13.993348000000001, 86.57772, -265.00604400000003, 1], [1, -10.983150458653617, 117.09103522725786, -264.0365551131294, 1], [2, -8.694882552691377, 140.20257326600958, -262.69284551589465, 1], [3, -8.033515067913648, 146.77767403509648, -262.0932447086839, 1], [4, 7.295475655841775, 134.28493610552957, -259.7483737225985, 1], [5, 18.303501262908703, 109.5460852482972, -260.9482786130831, 1], [6, 21.967377753415494, 84.06270501633463, -257.43351692721717, 1], [7, 0, 0, 0, 1], [8, -25.25064524335297, 134.2126670135247, -261.92127266388695, 1], [9, -29.972041249786734, 102.83880343302059, -261.9635272298996, 1], [10, -29.434935882159735, 79.51770905035592, -262.1686046089853, 1], [11, 0, 0, 0, 1], [12, -8.16217171731541, 86.60512987856778, -257.12406050656176, 1], [13, 0.24739984256029146, 48.06109640495611, -255.19240845981838, 1], [14, 5.86009228255419, 13.052389426513741, -256.59991865935376, 1], [15, -0.49244176910132076, 9.798983572198091, -247.2788159863414, 1], [16, -19.47202702473272, 86.37587172764916, -266.3012518021008, 1], [17, -10.94374966255351, 46.33932089108084, -268.70049913122756, 1], [18, -1.531473055059653, 10.975857551287014, -270.0074189922298, 1], [19, -3.100573989349194, 4.218067872049958, -263.61903031696835, 1], [20, -8.694882552691377, 140.20257326600958, -262.69284551589465, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.004538, 86.606882, -265.02929800000004, 1], [1, -10.986776913934214, 117.10357459640673, -264.0805719013824, 1], [2, -8.684065809861089, 140.20695627968107, -262.7443691053892, 1], [3, -8.018080886583082, 146.77996389796473, -262.14536437281083, 1], [4, 7.322186313494072, 134.30929162947146, -259.81692864580043, 1], [5, 18.293129931327265, 109.61176813809553, -260.9579015946732, 1], [6, 21.963418931622304, 84.04697454467465, -257.39228088228043, 1], [7, 0, 0, 0, 1], [8, -25.49796315598661, 133.92241739200327, -261.847606249296, 1], [9, -30.239196201357856, 102.5494107376491, -261.9158448277158, 1], [10, -29.78264361207641, 79.13490265812084, -262.2697045039296, 1], [11, 0, 0, 0, 1], [12, -8.16533848421817, 86.65063494726422, -257.16019543036055, 1], [13, 0.18238611247915593, 48.05670577651253, -255.28340379107843, 1], [14, 5.8016460766753415, 12.98201418154187, -256.67673709226676, 1], [15, -0.4964409091093245, 9.74275322120993, -247.3417097513663, 1], [16, -19.49830503987865, 86.41091398531977, -266.3656444233773, 1], [17, -10.992687900002709, 46.36262121023376, -268.77360920863543, 1], [18, -1.578672318385573, 10.933085826596454, -270.06355686752187, 1], [19, -3.1450063923392104, 4.022343132130919, -263.8199898726649, 1], [20, -8.684065809861089, 140.20695627968107, -262.7443691053892, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -14.005928, 86.63963199999998, -265.045168, 1], [1, -10.985857894387491, 117.11385535939849, -264.1096543261075, 1], [2, -8.677109148910805, 140.20587497697403, -262.77951570622434, 1], [3, -8.009356806262959, 146.77513648295061, -262.181263936443, 1], [4, 7.342825266828211, 134.32638175735605, -259.89020779417376, 1], [5, 18.31465309071314, 109.56631986518397, -261.0050278439254, 1], [6, 21.96396169897679, 84.07084163157626, -257.41488199605186, 1], [7, 0, 0, 0, 1], [8, -25.891083492385995, 133.7717916624072, -261.85682034991936, 1], [9, -30.644690349402634, 102.39774600122107, -261.9247670405518, 1], [10, -30.098311864986407, 78.83173419391856, -262.26857639448207, 1], [11, 0, 0, 0, 1], [12, -8.192520668964868, 86.7022620530065, -257.20095510335835, 1], [13, 0.12032813968344946, 47.99970931807456, -255.3636284775835, 1], [14, 5.729862676501567, 12.91674675456786, -256.74458317191926, 1], [15, -0.5326282789205408, 9.690351483254645, -247.42019435916032, 1], [16, -19.4743680603503, 86.44634168471656, -266.3661424950928, 1], [17, -10.978337800947639, 46.39519115706504, -268.77629406571623, 1], [18, -1.5494369149803315, 10.888721546454853, -270.04998467941334, 1], [19, -3.173964592916054, 3.8634391800556696, -263.89714345211536, 1], [20, -8.677109148910805, 140.20587497697403, -262.77951570622434, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -13.999649999999999, 86.66759199999998, -265.05931599999997, 1], [1, -10.981457863042024, 117.12057415393285, -264.1308681153842, 1], [2, -8.670752113709668, 140.2011931475055, -262.80526208646427, 1], [3, -8.00265771515434, 146.76677328855743, -262.20792974715243, 1], [4, 7.363441453166466, 134.33838033265556, -259.9254639859848, 1], [5, 18.354219495253588, 109.49270117001234, -261.0201343264966, 1], [6, 21.97994726497561, 84.14911258944339, -257.44366813029876, 1], [7, 0, 0, 0, 1], [8, -26.08865127702529, 133.64507194602442, -261.8414058544189, 1], [9, -30.846745732019304, 102.27143971163696, -261.90460120127585, 1], [10, -30.27851745605498, 78.67229755703151, -262.23441031427217, 1], [11, 0, 0, 0, 1], [12, -8.216664375516604, 86.74492468098819, -257.2329755952536, 1], [13, 0.08226816897963474, 47.94089409219896, -255.40916191715831, 1], [14, 5.6830247314172135, 12.863345043193867, -256.78453501107793, 1], [15, -0.5688558804108892, 9.638892244738633, -247.44812756265614, 1], [16, -19.437609414746383, 86.47448378824245, -266.3572661247424, 1], [17, -10.934882752107905, 46.42431039753096, -268.7361850271864, 1], [18, -1.5087303490640096, 10.850594943963323, -270.0130325052234, 1], [19, -3.1676996676739484, 3.7689962770054377, -263.9844351962986, 1], [20, -8.670752113709668, 140.2011931475055, -262.80526208646427, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -13.987333999999999, 86.695502, -265.05886999999996, 1], [1, -10.970331201677402, 117.12733700212083, -264.14144111059903, 1], [2, -8.655153239173348, 140.19721024170988, -262.82187841415487, 1], [3, -7.985898557178052, 146.7596023393442, -262.2264829958404, 1], [4, 7.398832979551134, 134.34242742536009, -259.95271078241166, 1], [5, 18.39286498116374, 109.46446734692441, -261.03097756245387, 1], [6, 21.998884075840753, 84.19478940141718, -257.4768732969284, 1], [7, 0, 0, 0, 1], [8, -26.300165734937284, 133.58513005012588, -261.862400935462, 1], [9, -31.06436446824507, 102.21294809475383, -261.92852277052566, 1], [10, -30.376014129050603, 78.60445744459963, -262.19810006195866, 1], [11, 0, 0, 0, 1], [12, -8.186141397538977, 86.78491251755014, -257.2146199740103, 1], [13, 0.09450065388097428, 47.87446869418126, -255.40755585547598, 1], [14, 5.680056974872546, 12.802464605324424, -256.7833818113789, 1], [15, -0.5722079166459775, 9.579411029247911, -247.44561924873975, 1], [16, -19.406380302122592, 86.50521145116899, -266.33624738820635, 1], [17, -10.89560313099937, 46.45706425137714, -268.6991275178043, 1], [18, -1.4691897198684423, 10.811095876347935, -269.97325516936553, 1], [19, -3.0530597870614335, 4.072394833163937, -264.3741436001838, 1], [20, -8.655153239173348, 140.19721024170988, -262.82187841415487, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -13.944486000000001, 86.692006, -265.034718, 1], [1, -10.925215288744926, 117.10755634771792, -264.1279491298692, 1], [2, -8.60350472189441, 140.1677777323557, -262.81453649507233, 1], [3, -7.9324352469860555, 146.7276304606977, -262.2208523029214, 1], [4, 7.454437112743513, 134.3311266930214, -259.96203000450413, 1], [5, 18.46512339094565, 109.36460845011926, -261.02919446279094, 1], [6, 22.057673896586355, 84.13145232030504, -257.50493781964417, 1], [7, 0, 0, 0, 1], [8, -26.260872048269576, 133.59807979310423, -261.88861809391, 1], [9, -31.02305813357949, 102.22600040347122, -261.95825451716877, 1], [10, -30.254740300065798, 78.61385526392058, -262.1989376470807, 1], [11, 0, 0, 0, 1], [12, -8.125553405416982, 86.78142514091618, -257.16483048562947, 1], [13, 0.13724070801807997, 47.81303964594579, -255.37416821862357, 1], [14, 5.699585120848215, 12.773891490801816, -256.7501544594356, 1], [15, -0.5476839752760556, 9.589077165087389, -247.3930178859995, 1], [16, -19.359716199171082, 86.51143634664102, -266.29687517618027, 1], [17, -10.843239469344125, 46.46865291518497, -268.64859671971476, 1], [18, -1.4355082386398923, 10.817810729101303, -269.9135209686978, 1], [19, -3.031843488853884, 4.150070608090769, -264.4739930475739, 1], [20, -8.60350472189441, 140.1677777323557, -262.81453649507233, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
