[[0, 0, 0, 0, 1.0], [1, 533.603, 347.048, 0.915939, 1.0], [2, 508.613, 347.128, 0.842263, 1.0], [3, 483.682, 358.777, 0.776756, 1.0], [4, 468.998, 360.282, 0.804951, 1.0], [5, 558.552, 345.626, 0.857553, 1.0], [6, 582.03, 357.375, 0.826048, 1.0], [7, 601.13, 364.689, 0.791661, 1.0], [8, 533.647, 442.55, 0.801307, 1.0], [9, 513.024, 442.549, 0.750576, 1.0], [10, 511.512, 510.11, 0.815032, 1.0], [11, 0, 0, 0, 1.0], [12, 555.593, 442.552, 0.726395, 1.0], [13, 557.141, 511.564, 0.829425, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 535.111, 313.329, 0.147186, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 521.888, 320.626, 0.0676501, 1.0], [1, 532.143, 347.046, 0.888047, 1.0], [2, 508.603, 347.106, 0.830726, 1.0], [3, 486.601, 351.516, 0.769145, 1.0], [4, 468.966, 350.028, 0.806114, 1.0], [5, 557.051, 345.661, 0.827695, 1.0], [6, 580.613, 350.056, 0.800998, 1.0], [7, 596.778, 355.905, 0.845221, 1.0], [8, 533.617, 441.091, 0.823063, 1.0], [9, 511.646, 441.098, 0.768807, 1.0], [10, 510.16, 510.116, 0.798577, 1.0], [11, 0, 0, 0, 1.0], [12, 554.165, 441.098, 0.741453, 1.0], [13, 557.127, 511.553, 0.81605, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 527.702, 313.289, 0.0638231, 1.0], [17, 515.98, 322.048, 0.0696847, 1.0], [18, 533.623, 316.241, 0.147154, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 521.896, 319.206, 0.198732, 1.0], [1, 532.14, 347.063, 0.89205, 1.0], [2, 508.619, 347.15, 0.830444, 1.0], [3, 488.105, 351.523, 0.778371, 1.0], [4, 471.934, 347.157, 0.873259, 1.0], [5, 555.641, 345.639, 0.835862, 1.0], [6, 580.588, 348.612, 0.825977, 1.0], [7, 596.788, 352.94, 0.809972, 1.0], [8, 533.603, 441.091, 0.825707, 1.0], [9, 511.63, 441.098, 0.778611, 1.0], [10, 510.154, 510.09, 0.799415, 1.0], [11, 0, 0, 0, 1.0], [12, 554.144, 441.094, 0.741446, 1.0], [13, 557.13, 511.541, 0.823536, 1.0], [14, 0, 0, 0, 1.0], [15, 520.386, 313.353, 0.158688, 1.0], [16, 526.265, 311.9, 0.178866, 1.0], [17, 514.506, 320.679, 0.156878, 1.0], [18, 536.562, 314.781, 0.260363, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 524.773, 319.17, 0.430226, 1.0], [1, 532.124, 345.684, 0.879177, 1.0], [2, 508.607, 347.05, 0.837122, 1.0], [3, 488.04, 354.457, 0.800306, 1.0], [4, 470.462, 347.166, 0.844533, 1.0], [5, 555.59, 345.623, 0.827943, 1.0], [6, 580.54, 347.136, 0.850624, 1.0], [7, 595.328, 347.171, 0.889221, 1.0], [8, 533.581, 441.049, 0.834522, 1.0], [9, 511.615, 441.063, 0.793483, 1.0], [10, 510.147, 508.653, 0.801771, 1.0], [11, 0, 0, 0, 1.0], [12, 552.697, 441.061, 0.741497, 1.0], [13, 557.124, 511.531, 0.815568, 1.0], [14, 0, 0, 0, 1.0], [15, 521.83, 313.293, 0.412551, 1.0], [16, 530.672, 311.883, 0.430497, 1.0], [17, 514.512, 319.199, 0.310633, 1.0], [18, 539.459, 314.78, 0.425318, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.105, 345.669, 0.892663, 1.0], [2, 508.628, 347.033, 0.840574, 1.0], [3, 488.126, 354.42, 0.81859, 1.0], [4, 473.37, 347.119, 0.874645, 1.0], [5, 554.169, 345.634, 0.816478, 1.0], [6, 577.682, 347.18, 0.829401, 1.0], [7, 595.29, 347.125, 0.892966, 1.0], [8, 533.565, 439.661, 0.82158, 1.0], [9, 511.591, 441.035, 0.792467, 1.0], [10, 510.136, 508.654, 0.795441, 1.0], [11, 0, 0, 0, 1.0], [12, 552.681, 441.046, 0.731599, 1.0], [13, 557.12, 511.522, 0.809903, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 520.37, 320.606, 0.0996311, 1.0], [18, 535.052, 314.798, 0.0896322, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.095, 347.047, 0.886776, 1.0], [2, 508.615, 347.098, 0.831592, 1.0], [3, 488.107, 352.969, 0.79821, 1.0], [4, 471.901, 347.106, 0.848549, 1.0], [5, 554.155, 345.66, 0.808272, 1.0], [6, 576.194, 348.532, 0.81632, 1.0], [7, 595.306, 347.117, 0.896112, 1.0], [8, 533.571, 441.053, 0.818029, 1.0], [9, 511.591, 441.057, 0.787435, 1.0], [10, 510.132, 508.662, 0.79191, 1.0], [11, 0, 0, 0, 1.0], [12, 552.703, 441.073, 0.731206, 1.0], [13, 557.122, 511.522, 0.806348, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 520.379, 320.61, 0.0720531, 1.0], [18, 533.576, 316.243, 0.0880161, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.11, 347.066, 0.891509, 1.0], [2, 508.609, 347.127, 0.822599, 1.0], [3, 488.128, 352.958, 0.801046, 1.0], [4, 471.884, 347.116, 0.849201, 1.0], [5, 555.594, 345.668, 0.818749, 1.0], [6, 577.634, 347.149, 0.808922, 1.0], [7, 595.286, 347.089, 0.895784, 1.0], [8, 533.561, 439.662, 0.822665, 1.0], [9, 511.58, 441.038, 0.795357, 1.0], [10, 510.124, 510.054, 0.78475, 1.0], [11, 0, 0, 0, 1.0], [12, 552.688, 441.05, 0.735361, 1.0], [13, 557.122, 511.544, 0.806876, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.087, 347.067, 0.888888, 1.0], [2, 508.6, 347.143, 0.818323, 1.0], [3, 488.109, 351.52, 0.799763, 1.0], [4, 470.439, 347.117, 0.854874, 1.0], [5, 554.181, 345.664, 0.814722, 1.0], [6, 577.659, 347.138, 0.819521, 1.0], [7, 595.313, 347.113, 0.8834, 1.0], [8, 533.549, 439.657, 0.819962, 1.0], [9, 511.572, 439.664, 0.799505, 1.0], [10, 510.129, 508.638, 0.79347, 1.0], [11, 0, 0, 0, 1.0], [12, 551.249, 441.042, 0.732334, 1.0], [13, 557.114, 511.53, 0.811379, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.085, 347.044, 0.883865, 1.0], [2, 508.596, 347.098, 0.825655, 1.0], [3, 488.096, 351.525, 0.809896, 1.0], [4, 471.886, 347.123, 0.865047, 1.0], [5, 554.168, 345.656, 0.807987, 1.0], [6, 577.667, 347.148, 0.820535, 1.0], [7, 595.319, 347.126, 0.87409, 1.0], [8, 533.551, 439.661, 0.820378, 1.0], [9, 511.566, 441.034, 0.799138, 1.0], [10, 510.123, 510.041, 0.792057, 1.0], [11, 0, 0, 0, 1.0], [12, 552.677, 441.049, 0.732606, 1.0], [13, 557.115, 511.529, 0.80875, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 521.816, 320.6, 0.068202, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 532.106, 345.682, 0.884676, 1.0], [2, 508.593, 347.063, 0.829367, 1.0], [3, 488.077, 352.963, 0.816656, 1.0], [4, 470.446, 347.121, 0.859074, 1.0], [5, 554.176, 345.635, 0.814464, 1.0], [6, 577.662, 348.537, 0.813299, 1.0], [7, 595.325, 347.119, 0.876961, 1.0], [8, 533.551, 439.651, 0.820512, 1.0], [9, 511.57, 439.658, 0.796833, 1.0], [10, 510.132, 508.635, 0.797184, 1.0], [11, 0, 0, 0, 1.0], [12, 552.67, 441.035, 0.730929, 1.0], [13, 557.112, 510.146, 0.811552, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 520.402, 319.182, 0.0730173, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 521.853, 314.772, 0.0570764, 1.0], [1, 532.11, 345.647, 0.880023, 1.0], [2, 508.605, 347.028, 0.824869, 1.0], [3, 488.078, 352.971, 0.816451, 1.0], [4, 470.477, 347.108, 0.86221, 1.0], [5, 554.167, 345.598, 0.809965, 1.0], [6, 577.659, 348.605, 0.798254, 1.0], [7, 595.312, 347.109, 0.87694, 1.0], [8, 533.54, 439.649, 0.817149, 1.0], [9, 511.561, 439.652, 0.798507, 1.0], [10, 510.122, 508.634, 0.796179, 1.0], [11, 0, 0, 0, 1.0], [12, 551.239, 441.037, 0.730268, 1.0], [13, 557.105, 510.147, 0.810092, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 524.809, 311.851, 0.0589402, 1.0], [17, 517.429, 319.166, 0.0817735, 1.0], [18, 533.572, 313.355, 0.111089, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
