[['2, k, 0', [-25.27412, 82.01495, 1.0]], ['2, k, 1', [-24.648517128995763, 110.87534280282381, 1.0]], ['2, k, 2', [-24.137038008946202, 132.5803617639158, 1.0]], ['2, k, 3', [-23.96602418314031, 138.70830602518515, 1.0]], ['2, k, 4', [-9.359844167702864, 126.93156678696609, 1.0]], ['2, k, 5', [18.890222801212257, 134.297362541618, 1.0]], ['2, k, 6', [26.955560048277945, 152.77300503829164, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-41.62991990029844, 127.5516319371968, 1.0]], ['2, k, 9', [-63.59172330703301, 127.56506604295348, 1.0]], ['2, k, 10', [-76.6386045258605, 149.99984292473636, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.206461160888935, 82.49250534666572, 1.0]], ['2, k, 13', [-1.573210232348984, 52.342013964508716, 1.0]], ['2, k, 14', [21.316508048646313, 16.225564285949645, 1.0]], ['2, k, 15', [14.989202144093747, 12.551607863166566, 1.0]], ['2, k, 16', [-29.732865378825053, 81.66043155828339, 1.0]], ['2, k, 17', [-41.741534856199415, 48.50252138757255, 1.0]], ['2, k, 18', [-47.93019582304913, 11.455306282419464, 1.0]], ['2, k, 19', [-54.57903422117099, 6.958184650852691, 1.0]], ['2, k, 20', [-24.137038008946202, 132.5803617639158, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.287696666666665, 82.03811333333333, 1.0]], ['2, k, 1', [-24.63786554111798, 110.90741129018704, 1.0]], ['2, k, 2', [-24.07713472897097, 132.6410606042827, 1.0]], ['2, k, 3', [-23.884275553676233, 138.78422669285055, 1.0]], ['2, k, 4', [-9.291771509745578, 126.93096609048563, 1.0]], ['2, k, 5', [18.98432488633994, 134.2697225495875, 1.0]], ['2, k, 6', [27.190751038656536, 152.7402643818172, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-42.80422668792678, 127.96531140432486, 1.0]], ['2, k, 9', [-63.940419842299235, 125.471322222446, 1.0]], ['2, k, 10', [-77.43784483445594, 147.44110494919667, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.227629289995992, 82.52302667591758, 1.0]], ['2, k, 13', [-2.1672424310685656, 52.087812157562055, 1.0]], ['2, k, 14', [19.65742279520068, 17.16671184709385, 1.0]], ['2, k, 15', [13.036026521403354, 13.375870562408945, 1.0]], ['2, k, 16', [-29.739805737772087, 81.70075180423373, 1.0]], ['2, k, 17', [-41.500032329591555, 48.51710858088573, 1.0]], ['2, k, 18', [-47.44060053414413, 11.46539924148044, 1.0]], ['2, k, 19', [-54.33288661974241, 7.104844317124908, 1.0]], ['2, k, 20', [-24.07713472897097, 132.6410606042827, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.322464, 82.027948, 1.0]], ['2, k, 1', [-24.70142171136157, 110.84775140450635, 1.0]], ['2, k, 2', [-24.158902640346646, 132.5396417314464, 1.0]], ['2, k, 3', [-23.970659489095326, 138.67178673884536, 1.0]], ['2, k, 4', [-9.356451094567364, 126.80273751579786, 1.0]], ['2, k, 5', [18.972218573916486, 134.29025183581138, 1.0]], ['2, k, 6', [27.16973135023554, 152.7619095754469, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-43.235218609751946, 127.74295382868831, 1.0]], ['2, k, 9', [-63.94124658029643, 125.29743326472736, 1.0]], ['2, k, 10', [-77.53325779639766, 147.20508729519847, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.257347969123767, 82.52429705500371, 1.0]], ['2, k, 13', [-2.6962861721682856, 51.937775336347485, 1.0]], ['2, k, 14', [18.082190280729495, 18.593862973304937, 1.0]], ['2, k, 15', [11.384437618513477, 14.918347468090822, 1.0]], ['2, k, 16', [-29.785155253988208, 81.66517499401448, 1.0]], ['2, k, 17', [-41.48907144476945, 48.4480083771781, 1.0]], ['2, k, 18', [-47.30901975905837, 11.566299419385807, 1.0]], ['2, k, 19', [-54.21028839555048, 7.210170133732898, 1.0]], ['2, k, 20', [-24.158902640346646, 132.5396417314464, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.355334, 81.78327599999999, 1.0]], ['2, k, 1', [-24.78836690009119, 110.6551423004904, 1.0]], ['2, k, 2', [-24.281101762063063, 132.37932051469895, 1.0]], ['2, k, 3', [-24.103644488148024, 138.52048179964413, 1.0]], ['2, k, 4', [-9.451420371033958, 126.69500458674182, 1.0]], ['2, k, 5', [18.864064100200075, 134.2306185042843, 1.0]], ['2, k, 6', [27.029367294554078, 152.7152117825409, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-44.01565347570428, 127.49257890403587, 1.0]], ['2, k, 9', [-64.08625082236756, 125.20196327954794, 1.0]], ['2, k, 10', [-77.6138471405458, 147.1543621984836, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.208496619282535, 82.24420837901879, 1.0]], ['2, k, 13', [-3.0386324835194074, 51.7032768375512, 1.0]], ['2, k, 14', [17.323960416857965, 19.525299780203497, 1.0]], ['2, k, 15', [11.587562600718824, 13.98957059134667, 1.0]], ['2, k, 16', [-29.831304267598096, 81.40573552424006, 1.0]], ['2, k, 17', [-41.84737168783706, 48.426203570312815, 1.0]], ['2, k, 18', [-47.83030007475527, 11.678598070180328, 1.0]], ['2, k, 19', [-54.809393209675676, 7.3153003370652385, 1.0]], ['2, k, 20', [-24.281101762063063, 132.37932051469895, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.399994, 81.486482, 1.0]], ['2, k, 1', [-24.937933712513544, 110.37346954789263, 1.0]], ['2, k, 2', [-24.50642654359311, 132.07125328758406, 1.0]], ['2, k, 3', [-24.351067073396116, 138.2011387544094, 1.0]], ['2, k, 4', [-9.678267919713093, 126.45428410638668, 1.0]], ['2, k, 5', [18.58100395531414, 134.07020320133213, 1.0]], ['2, k, 6', [26.75783707725713, 152.60811430375833, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-44.41173547090831, 127.12590821279433, 1.0]], ['2, k, 9', [-64.30340430089561, 124.94447444355441, 1.0]], ['2, k, 10', [-77.86990427895834, 146.7948496321839, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.28047668668838, 81.91548474671339, 1.0]], ['2, k, 13', [-3.9772886943731756, 51.214143563842086, 1.0]], ['2, k, 14', [15.931338848262119, 20.4618207428991, 1.0]], ['2, k, 15', [9.980945913400326, 15.271163913173524, 1.0]], ['2, k, 16', [-29.895962762680437, 81.08930507088934, 1.0]], ['2, k, 17', [-41.9492075043542, 48.406632167840215, 1.0]], ['2, k, 18', [-47.794236353823514, 11.71127210984799, 1.0]], ['2, k, 19', [-54.826632686165674, 7.335202830056103, 1.0]], ['2, k, 20', [-24.50642654359311, 132.07125328758406, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.466975999999995, 81.17295399999999, 1.0]], ['2, k, 1', [-25.10418459178418, 109.99602388445481, 1.0]], ['2, k, 2', [-24.751665710444506, 131.6136022981867, 1.0]], ['2, k, 3', [-24.620433720323476, 137.72076962762034, 1.0]], ['2, k, 4', [-9.886414272098273, 126.08555985526826, 1.0]], ['2, k, 5', [18.252947746318036, 133.75898878529838, 1.0]], ['2, k, 6', [26.33933031577801, 152.3790612963212, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-44.546925811682, 126.49081184253505, 1.0]], ['2, k, 9', [-64.46310952267288, 124.7983689055808, 1.0]], ['2, k, 10', [-78.09116045443119, 146.6926348062303, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.188135463416724, 81.56065457977533, 1.0]], ['2, k, 13', [-4.923099410438731, 51.00473484897724, 1.0]], ['2, k, 14', [15.214720528993794, 20.97882388221826, 1.0]], ['2, k, 15', [9.130450786243614, 15.992564483721571, 1.0]], ['2, k, 16', [-29.991992772790223, 80.73486398178153, 1.0]], ['2, k, 17', [-42.45424845257396, 48.38417125972182, 1.0]], ['2, k, 18', [-48.356630025606094, 11.782074032097782, 1.0]], ['2, k, 19', [-55.26747697944467, 6.950867385257933, 1.0]], ['2, k, 20', [-24.751665710444506, 131.6136022981867, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.590162, 80.55552800000001, 1.0]], ['2, k, 1', [-25.376171053483013, 109.4219499624778, 1.0]], ['2, k, 2', [-25.14540047939893, 131.0546657883459, 1.0]], ['2, k, 3', [-25.05142348070742, 137.16303687258, 1.0]], ['2, k, 4', [-10.158378807166203, 125.6323746205889, 1.0]], ['2, k, 5', [17.812613891905663, 133.37727835887355, 1.0]], ['2, k, 6', [25.8164574587153, 152.128841787952, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-45.19633746631763, 125.90092449368395, 1.0]], ['2, k, 9', [-64.77344451469853, 124.35803683487191, 1.0]], ['2, k, 10', [-77.74904338352329, 145.47845519919977, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.230195883026543, 80.93588636913023, 1.0]], ['2, k, 13', [-5.9523767523676785, 50.62723088458733, 1.0]], ['2, k, 14', [14.69021569329581, 21.201517986779443, 1.0]], ['2, k, 15', [8.488405161239031, 16.35042193827246, 1.0]], ['2, k, 16', [-30.12698389047746, 80.10352778187267, 1.0]], ['2, k, 17', [-43.001248988409, 48.3384756889006, 1.0]], ['2, k, 18', [-48.90437038717108, 11.820100769251205, 1.0]], ['2, k, 19', [-55.66533404652425, 6.2218178534256285, 1.0]], ['2, k, 20', [-25.14540047939893, 131.0546657883459, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.714446, 79.738702, 1.0]], ['2, k, 1', [-25.67270541074561, 108.66031173914546, 1.0]], ['2, k, 2', [-25.573106182770513, 130.33612737158813, 1.0]], ['2, k, 3', [-25.5170824098341, 136.45701161344064, 1.0]], ['2, k, 4', [-10.508068224307044, 125.00089767570338, 1.0]], ['2, k, 5', [17.238971758329114, 132.86025175661135, 1.0]], ['2, k, 6', [25.174550222489028, 151.77974759443123, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-45.18122858982838, 125.31712682387827, 1.0]], ['2, k, 9', [-65.23826800955453, 123.68695908623631, 1.0]], ['2, k, 10', [-78.04107951214276, 144.2737694910414, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.45686581866721, 80.13388059114041, 1.0]], ['2, k, 13', [-7.059582845876513, 50.23166110748491, 1.0]], ['2, k, 14', [14.422334425517626, 21.558718390387746, 1.0]], ['2, k, 15', [8.084892973118523, 16.789277480348908, 1.0]], ['2, k, 16', [-30.300644042221624, 79.26569314815937, 1.0]], ['2, k, 17', [-43.30263486380846, 48.29611409416262, 1.0]], ['2, k, 18', [-48.85611100384961, 11.82176882900103, 1.0]], ['2, k, 19', [-55.55201614156426, 5.676243564839112, 1.0]], ['2, k, 20', [-25.573106182770513, 130.33612737158813, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-25.887257999999996, 78.93871, 1.0]], ['2, k, 1', [-26.02812854272697, 107.78497283888207, 1.0]], ['2, k, 2', [-26.065193877964372, 129.42061935925756, 1.0]], ['2, k, 3', [-26.048077593000855, 135.53397259801147, 1.0]], ['2, k, 4', [-10.949466180293681, 124.14721124327949, 1.0]], ['2, k, 5', [16.661968206691697, 132.26986988439, 1.0]], ['2, k, 6', [24.518102417610546, 151.36670051555458, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-45.72495666521644, 124.35198038945076, 1.0]], ['2, k, 9', [-65.88319824238785, 122.60625353313866, 1.0]], ['2, k, 10', [-78.47289543982194, 143.2363318580297, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.693992702501166, 79.39682767890795, 1.0]], ['2, k, 13', [-7.9734075616140565, 49.97390130681149, 1.0]], ['2, k, 14', [14.25739616241594, 22.182017696881456, 1.0]], ['2, k, 15', [7.770220141022155, 17.396330206877185, 1.0]], ['2, k, 16', [-30.489502943132774, 78.44832867976542, 1.0]], ['2, k, 17', [-43.596149374888846, 48.25068571952428, 1.0]], ['2, k, 18', [-48.76676458408771, 11.858485378831404, 1.0]], ['2, k, 19', [-55.17899661766322, 5.559441343591066, 1.0]], ['2, k, 20', [-26.065193877964372, 129.42061935925756, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-26.081618000000002, 77.931966, 1.0]], ['2, k, 1', [-26.387635772039452, 106.66536452346921, 1.0]], ['2, k, 2', [-26.54743786800642, 128.25512128534487, 1.0]], ['2, k, 3', [-26.565165721131148, 134.36060141472618, 1.0]], ['2, k, 4', [-11.341073221643091, 123.05506415069416, 1.0]], ['2, k, 5', [16.229823221797957, 131.38640273144588, 1.0]], ['2, k, 6', [23.98382308912313, 150.6491140592649, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-46.425614387818904, 123.15113878117589, 1.0]], ['2, k, 9', [-66.31584795388022, 121.4782781454212, 1.0]], ['2, k, 10', [-78.47545544473047, 141.62140343081185, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-20.912487445946816, 78.46787557945939, 1.0]], ['2, k, 13', [-8.754589989165629, 49.70541402828755, 1.0]], ['2, k, 14', [13.962622827181038, 22.685381494071265, 1.0]], ['2, k, 15', [7.459671714117022, 17.934998788809587, 1.0]], ['2, k, 16', [-30.687818491436477, 77.43651229746871, 1.0]], ['2, k, 17', [-44.13425604417245, 47.91828994546697, 1.0]], ['2, k, 18', [-49.21220552304408, 11.667148683545406, 1.0]], ['2, k, 19', [-55.41731198998383, 5.328280741256336, 1.0]], ['2, k, 20', [-26.54743786800642, 128.25512128534487, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-26.32471, 76.546198, 1.0]], ['2, k, 1', [-26.796814695887758, 105.34144372013868, 1.0]], ['2, k, 2', [-27.07867275300634, 126.99691555894925, 1.0]], ['2, k, 3', [-27.13060849590907, 133.12243987314713, 1.0]], ['2, k, 4', [-11.858172065920783, 121.83027089560495, 1.0]], ['2, k, 5', [15.66422158109863, 130.39892065817673, 1.0]], ['2, k, 6', [23.490389851591694, 149.9621444497243, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-46.78011245440496, 121.95027587973786, 1.0]], ['2, k, 9', [-66.65804382700307, 120.3880142328673, 1.0]], ['2, k, 10', [-78.59621712788609, 140.2427056383321, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-21.369340509009504, 77.11213913799554, 1.0]], ['2, k, 13', [-9.681801484751858, 49.01278252704529, 1.0]], ['2, k, 14', [14.105047034463958, 22.818521735518914, 1.0]], ['2, k, 15', [7.480731590573942, 18.09700413952245, 1.0]], ['2, k, 16', [-30.94146224585572, 76.11918023810554, 1.0]], ['2, k, 17', [-44.39031647220544, 47.502477495486524, 1.0]], ['2, k, 18', [-48.72347075780031, 11.165856957340416, 1.0]], ['2, k, 19', [-54.59361258738961, 4.903127816735323, 1.0]], ['2, k, 20', [-27.07867275300634, 126.99691555894925, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
