[['2, k, 0', [0.0217732, -0.29217, 1.0]], ['2, k, 1', [0.0125073, 0.00496991, 1.0]], ['2, k, 2', [0.00337964, 0.296103, 1.0]], ['2, k, 3', [0.0211549, 0.44212, 1.0]], ['2, k, 4', [-0.154641, 0.194232, 1.0]], ['2, k, 5', [-0.210019, -0.00195619, 1.0]], ['2, k, 6', [-0.176963, -0.213466, 1.0]], ['2, k, 7', [-0.149821, -0.298728, 1.0]], ['2, k, 8', [0.17843, 0.183765, 1.0]], ['2, k, 9', [0.241208, -0.0178375, 1.0]], ['2, k, 10', [0.218421, -0.214439, 1.0]], ['2, k, 11', [0.194506, -0.293827, 1.0]], ['2, k, 12', [-0.0542367, -0.286582, 1.0]], ['2, k, 13', [-0.112236, -0.788996, 1.0]], ['2, k, 14', [-0.117968, -1.15872, 1.0]], ['2, k, 15', [-0.115835, -1.21374, 1.0]], ['2, k, 16', [0.0972909, -0.291286, 1.0]], ['2, k, 17', [0.112792, -0.787005, 1.0]], ['2, k, 18', [0.1126, -1.16261, 1.0]], ['2, k, 19', [0.129305, -1.21721, 1.0]], ['2, k, 20', [0.00564503, 0.22414, 1.0]], ['2, k, 21', [-0.124091, -0.354171, 1.0]], ['2, k, 22', [-0.176915, -0.301125, 1.0]], ['2, k, 23', [0.183908, -0.348194, 1.0]], ['2, k, 24', [0.226582, -0.304644, 1.0]]]
[['2, k, 0', [0.0218407, -0.296471, 1.0]], ['2, k, 1', [0.0127862, 0.00409125, 1.0]], ['2, k, 2', [0.00405327, 0.296993, 1.0]], ['2, k, 3', [0.0208617, 0.442262, 1.0]], ['2, k, 4', [-0.154644, 0.194306, 1.0]], ['2, k, 5', [-0.217716, 0.0140088, 1.0]], ['2, k, 6', [-0.185689, -0.162062, 1.0]], ['2, k, 7', [-0.155795, -0.243582, 1.0]], ['2, k, 8', [0.178471, 0.184304, 1.0]], ['2, k, 9', [0.240776, -0.0103242, 1.0]], ['2, k, 10', [0.22344, -0.163027, 1.0]], ['2, k, 11', [0.193477, -0.268983, 1.0]], ['2, k, 12', [-0.0541448, -0.291184, 1.0]], ['2, k, 13', [-0.107857, -0.7898, 1.0]], ['2, k, 14', [-0.118173, -1.15923, 1.0]], ['2, k, 15', [-0.182739, -1.2207, 1.0]], ['2, k, 16', [0.0973332, -0.295181, 1.0]], ['2, k, 17', [0.112834, -0.782989, 1.0]], ['2, k, 18', [0.105728, -1.16025, 1.0]], ['2, k, 19', [0.129336, -1.22032, 1.0]], ['2, k, 20', [0.00616127, 0.224477, 1.0]], ['2, k, 21', [-0.133591, -0.297481, 1.0]], ['2, k, 22', [-0.173394, -0.264629, 1.0]], ['2, k, 23', [0.210764, -0.316133, 1.0]], ['2, k, 24', [0.230646, -0.260788, 1.0]]]
[['2, k, 0', [0.0148955, -0.36791, 1.0]], ['2, k, 1', [0.0108841, -0.023002, 1.0]], ['2, k, 2', [0.00443245, 0.297233, 1.0]], ['2, k, 3', [0.0206484, 0.442647, 1.0]], ['2, k, 4', [-0.154636, 0.194449, 1.0]], ['2, k, 5', [-0.217522, 0.0382142, 1.0]], ['2, k, 6', [-0.183561, -0.128847, 1.0]], ['2, k, 7', [-0.143804, -0.225262, 1.0]], ['2, k, 8', [0.17788, 0.184163, 1.0]], ['2, k, 9', [0.248279, 0.0128005, 1.0]], ['2, k, 10', [0.226076, -0.132176, 1.0]], ['2, k, 11', [0.196178, -0.225573, 1.0]], ['2, k, 12', [-0.0611985, -0.36088, 1.0]], ['2, k, 13', [-0.0987004, -0.787219, 1.0]], ['2, k, 14', [-0.118407, -1.15965, 1.0]], ['2, k, 15', [-0.116699, -1.21484, 1.0]], ['2, k, 16', [0.0906379, -0.366503, 1.0]], ['2, k, 17', [0.112258, -0.784121, 1.0]], ['2, k, 18', [0.106325, -1.16437, 1.0]], ['2, k, 19', [0.116339, -1.21901, 1.0]], ['2, k, 20', [0.00636055, 0.222055, 1.0]], ['2, k, 21', [-0.117073, -0.266365, 1.0]], ['2, k, 22', [-0.171076, -0.223239, 1.0]], ['2, k, 23', [0.194063, -0.268242, 1.0]], ['2, k, 24', [0.229035, -0.221074, 1.0]]]
[['2, k, 0', [0.0149191, -0.367021, 1.0]], ['2, k, 1', [0.0106529, -0.0235761, 1.0]], ['2, k, 2', [0.0043334, 0.298495, 1.0]], ['2, k, 3', [0.0200723, 0.443116, 1.0]], ['2, k, 4', [-0.153124, 0.197381, 1.0]], ['2, k, 5', [-0.221177, 0.0617227, 1.0]], ['2, k, 6', [-0.180312, -0.0764899, 1.0]], ['2, k, 7', [-0.139553, -0.168855, 1.0]], ['2, k, 8', [0.176513, 0.185794, 1.0]], ['2, k, 9', [0.24868, 0.0427069, 1.0]], ['2, k, 10', [0.22962, -0.0861228, 1.0]], ['2, k, 11', [0.200717, -0.175944, 1.0]], ['2, k, 12', [-0.0611799, -0.359724, 1.0]], ['2, k, 13', [-0.0993957, -0.786618, 1.0]], ['2, k, 14', [-0.116598, -1.1619, 1.0]], ['2, k, 15', [-0.142444, -1.22346, 1.0]], ['2, k, 16', [0.0906666, -0.36572, 1.0]], ['2, k, 17', [0.112167, -0.78181, 1.0]], ['2, k, 18', [0.106186, -1.1642, 1.0]], ['2, k, 19', [0.122543, -1.21474, 1.0]], ['2, k, 20', [0.00610085, 0.221605, 1.0]], ['2, k, 21', [-0.127522, -0.201261, 1.0]], ['2, k, 22', [-0.167549, -0.160382, 1.0]], ['2, k, 23', [0.213351, -0.21693, 1.0]], ['2, k, 24', [0.234204, -0.17016, 1.0]]]
[['2, k, 0', [0.0141792, -0.363104, 1.0]], ['2, k, 1', [0.0103966, -0.0239458, 1.0]], ['2, k, 2', [0.00498601, 0.298021, 1.0]], ['2, k, 3', [0.0201262, 0.442847, 1.0]], ['2, k, 4', [-0.148945, 0.201846, 1.0]], ['2, k, 5', [-0.220259, 0.112138, 1.0]], ['2, k, 6', [-0.186858, -0.0119558, 1.0]], ['2, k, 7', [-0.138171, -0.104228, 1.0]], ['2, k, 8', [0.175695, 0.186112, 1.0]], ['2, k, 9', [0.235926, 0.0709442, 1.0]], ['2, k, 10', [0.216106, -0.0382666, 1.0]], ['2, k, 11', [0.194169, -0.126249, 1.0]], ['2, k, 12', [-0.0619874, -0.354595, 1.0]], ['2, k, 13', [-0.102015, -0.789715, 1.0]], ['2, k, 14', [-0.120907, -1.16519, 1.0]], ['2, k, 15', [-0.126026, -1.21976, 1.0]], ['2, k, 16', [0.0900176, -0.36288, 1.0]], ['2, k, 17', [0.112035, -0.782009, 1.0]], ['2, k, 18', [0.115601, -1.16014, 1.0]], ['2, k, 19', [0.12269, -1.2146, 1.0]], ['2, k, 20', [0.00646803, 0.220321, 1.0]], ['2, k, 21', [-0.139836, -0.138643, 1.0]], ['2, k, 22', [-0.170604, -0.0954388, 1.0]], ['2, k, 23', [0.193348, -0.165353, 1.0]], ['2, k, 24', [0.230046, -0.124005, 1.0]]]
[['2, k, 0', [0.013515, -0.361231, 1.0]], ['2, k, 1', [0.00985333, -0.0244601, 1.0]], ['2, k, 2', [0.0049509, 0.297106, 1.0]], ['2, k, 3', [0.0199423, 0.442524, 1.0]], ['2, k, 4', [-0.14841, 0.203209, 1.0]], ['2, k, 5', [-0.223574, 0.129201, 1.0]], ['2, k, 6', [-0.197845, 0.0439192, 1.0]], ['2, k, 7', [-0.141382, -0.0325913, 1.0]], ['2, k, 8', [0.171563, 0.190701, 1.0]], ['2, k, 9', [0.254063, 0.0828936, 1.0]], ['2, k, 10', [0.224106, 0.0034515, 1.0]], ['2, k, 11', [0.194482, -0.0627266, 1.0]], ['2, k, 12', [-0.062479, -0.353195, 1.0]], ['2, k, 13', [-0.101744, -0.790259, 1.0]], ['2, k, 14', [-0.119219, -1.16271, 1.0]], ['2, k, 15', [-0.166664, -1.21613, 1.0]], ['2, k, 16', [0.0891604, -0.360492, 1.0]], ['2, k, 17', [0.112408, -0.78164, 1.0]], ['2, k, 18', [0.119121, -1.15609, 1.0]], ['2, k, 19', [0.127097, -1.21329, 1.0]], ['2, k, 20', [0.00623099, 0.218954, 1.0]], ['2, k, 21', [-0.127403, -0.0672867, 1.0]], ['2, k, 22', [-0.159386, -0.0501629, 1.0]], ['2, k, 23', [0.200023, -0.101787, 1.0]], ['2, k, 24', [0.232239, -0.0529958, 1.0]]]
[['2, k, 0', [0.0130122, -0.36199, 1.0]], ['2, k, 1', [0.0096419, -0.0267664, 1.0]], ['2, k, 2', [0.00571227, 0.295925, 1.0]], ['2, k, 3', [0.020227, 0.439879, 1.0]], ['2, k, 4', [-0.147577, 0.20526, 1.0]], ['2, k, 5', [-0.2572, 0.155553, 1.0]], ['2, k, 6', [-0.200492, 0.0803344, 1.0]], ['2, k, 7', [-0.138499, 0.0374806, 1.0]], ['2, k, 8', [0.171768, 0.1924, 1.0]], ['2, k, 9', [0.255679, 0.0967324, 1.0]], ['2, k, 10', [0.218165, 0.0505546, 1.0]], ['2, k, 11', [0.193284, -0.000208151, 1.0]], ['2, k, 12', [-0.0628239, -0.354037, 1.0]], ['2, k, 13', [-0.101795, -0.789275, 1.0]], ['2, k, 14', [-0.118247, -1.16125, 1.0]], ['2, k, 15', [-0.165302, -1.21574, 1.0]], ['2, k, 16', [0.08848, -0.361153, 1.0]], ['2, k, 17', [0.112487, -0.782163, 1.0]], ['2, k, 18', [0.115019, -1.15952, 1.0]], ['2, k, 19', [0.126836, -1.21271, 1.0]], ['2, k, 20', [0.00673829, 0.217074, 1.0]], ['2, k, 21', [-0.120336, 0.0128894, 1.0]], ['2, k, 22', [-0.153281, 0.016234, 1.0]], ['2, k, 23', [0.191584, -0.0326793, 1.0]], ['2, k, 24', [0.237799, 0.00809227, 1.0]]]
[['2, k, 0', [0.012496, -0.362902, 1.0]], ['2, k, 1', [0.00954, -0.027912, 1.0]], ['2, k, 2', [0.00617494, 0.29581, 1.0]], ['2, k, 3', [0.0202474, 0.43746, 1.0]], ['2, k, 4', [-0.14488, 0.208722, 1.0]], ['2, k, 5', [-0.248345, 0.178025, 1.0]], ['2, k, 6', [-0.189248, 0.102307, 1.0]], ['2, k, 7', [-0.138325, 0.107114, 1.0]], ['2, k, 8', [0.171056, 0.19291, 1.0]], ['2, k, 9', [0.252917, 0.115176, 1.0]], ['2, k, 10', [0.215632, 0.0599815, 1.0]], ['2, k, 11', [0.187176, 0.0653292, 1.0]], ['2, k, 12', [-0.0631935, -0.35475, 1.0]], ['2, k, 13', [-0.101763, -0.78904, 1.0]], ['2, k, 14', [-0.118093, -1.16075, 1.0]], ['2, k, 15', [-0.121313, -1.22579, 1.0]], ['2, k, 16', [0.0878387, -0.362265, 1.0]], ['2, k, 17', [0.112304, -0.782305, 1.0]], ['2, k, 18', [0.117483, -1.15901, 1.0]], ['2, k, 19', [0.12683, -1.21281, 1.0]], ['2, k, 20', [0.00705422, 0.216547, 1.0]], ['2, k, 21', [-0.122921, 0.088407, 1.0]], ['2, k, 22', [-0.153409, 0.0923484, 1.0]], ['2, k, 23', [0.176168, 0.036038, 1.0]], ['2, k, 24', [0.216097, 0.053552, 1.0]]]
[['2, k, 0', [0.0116651, -0.34493, 1.0]], ['2, k, 1', [0.00882349, -0.0262682, 1.0]], ['2, k, 2', [0.00504056, 0.294158, 1.0]], ['2, k, 3', [0.0202924, 0.435675, 1.0]], ['2, k, 4', [-0.114398, 0.2203, 1.0]], ['2, k, 5', [-0.221174, 0.189499, 1.0]], ['2, k, 6', [-0.201678, 0.164535, 1.0]], ['2, k, 7', [-0.134199, 0.176377, 1.0]], ['2, k, 8', [0.149165, 0.21488, 1.0]], ['2, k, 9', [0.231228, 0.146788, 1.0]], ['2, k, 10', [0.224428, 0.132321, 1.0]], ['2, k, 11', [0.190777, 0.137927, 1.0]], ['2, k, 12', [-0.0635382, -0.340954, 1.0]], ['2, k, 13', [-0.10049, -0.78886, 1.0]], ['2, k, 14', [-0.118371, -1.15964, 1.0]], ['2, k, 15', [-0.164307, -1.20801, 1.0]], ['2, k, 16', [0.0864709, -0.340135, 1.0]], ['2, k, 17', [0.112625, -0.781854, 1.0]], ['2, k, 18', [0.0986135, -1.16188, 1.0]], ['2, k, 19', [0.127674, -1.21215, 1.0]], ['2, k, 20', [0.00632222, 0.215879, 1.0]], ['2, k, 21', [-0.120894, 0.158678, 1.0]], ['2, k, 22', [-0.146892, 0.199755, 1.0]], ['2, k, 23', [0.165887, 0.105633, 1.0]], ['2, k, 24', [0.197051, 0.157788, 1.0]]]
[['2, k, 0', [0.0121984, -0.348346, 1.0]], ['2, k, 1', [0.00969655, -0.0269087, 1.0]], ['2, k, 2', [0.00735749, 0.293103, 1.0]], ['2, k, 3', [0.0203852, 0.43257, 1.0]], ['2, k, 4', [-0.127857, 0.199551, 1.0]], ['2, k, 5', [-0.25235, 0.25816, 1.0]], ['2, k, 6', [-0.196111, 0.200894, 1.0]], ['2, k, 7', [-0.136774, 0.243787, 1.0]], ['2, k, 8', [0.148667, 0.215134, 1.0]], ['2, k, 9', [0.23114, 0.146838, 1.0]], ['2, k, 10', [0.248071, 0.154459, 1.0]], ['2, k, 11', [0.196722, 0.201609, 1.0]], ['2, k, 12', [-0.0620188, -0.344226, 1.0]], ['2, k, 13', [-0.0997725, -0.790679, 1.0]], ['2, k, 14', [-0.118115, -1.15972, 1.0]], ['2, k, 15', [-0.16035, -1.21412, 1.0]], ['2, k, 16', [0.0859934, -0.344112, 1.0]], ['2, k, 17', [0.1126, -0.782485, 1.0]], ['2, k, 18', [0.102269, -1.16451, 1.0]], ['2, k, 19', [0.121051, -1.20886, 1.0]], ['2, k, 20', [0.00815955, 0.214741, 1.0]], ['2, k, 21', [-0.105322, 0.233295, 1.0]], ['2, k, 22', [-0.148782, 0.267, 1.0]], ['2, k, 23', [0.169238, 0.181392, 1.0]], ['2, k, 24', [0.217175, 0.21458, 1.0]]]
[['2, k, 0', [0.0109102, -0.351087, 1.0]], ['2, k, 1', [0.00894833, -0.0281649, 1.0]], ['2, k, 2', [0.0066471, 0.291369, 1.0]], ['2, k, 3', [0.0206327, 0.431294, 1.0]], ['2, k, 4', [-0.128157, 0.202829, 1.0]], ['2, k, 5', [-0.229143, 0.223698, 1.0]], ['2, k, 6', [-0.161034, 0.290526, 1.0]], ['2, k, 7', [-0.14224, 0.303788, 1.0]], ['2, k, 8', [0.147839, 0.21504, 1.0]], ['2, k, 9', [0.247297, 0.185432, 1.0]], ['2, k, 10', [0.250174, 0.199698, 1.0]], ['2, k, 11', [0.190584, 0.259855, 1.0]], ['2, k, 12', [-0.0627315, -0.347055, 1.0]], ['2, k, 13', [-0.0938369, -0.747647, 1.0]], ['2, k, 14', [-0.119538, -1.15757, 1.0]], ['2, k, 15', [-0.150235, -1.20992, 1.0]], ['2, k, 16', [0.0840782, -0.346855, 1.0]], ['2, k, 17', [0.108357, -0.736012, 1.0]], ['2, k, 18', [0.110728, -1.13232, 1.0]], ['2, k, 19', [0.122658, -1.20179, 1.0]], ['2, k, 20', [0.00734109, 0.212877, 1.0]], ['2, k, 21', [-0.103766, 0.306777, 1.0]], ['2, k, 22', [-0.155757, 0.328645, 1.0]], ['2, k, 23', [0.177771, 0.260868, 1.0]], ['2, k, 24', [0.215899, 0.272005, 1.0]]]
