[['2, k, 0', [-8.67888, 80.36499, 1.0]], ['2, k, 1', [-7.668109601291183, 112.31971019934065, 1.0]], ['2, k, 2', [-6.883226769812203, 136.28373324747002, 1.0]], ['2, k, 3', [-6.645922292473284, 143.04139682456946, 1.0]], ['2, k, 4', [8.650063148289622, 130.23093929972407, 1.0]], ['2, k, 5', [15.350146164311766, 102.3450878479291, 1.0]], ['2, k, 6', [19.442209845546625, 80.07603845504943, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.01408786925184, 130.25761756087846, 1.0]], ['2, k, 9', [-27.826400963979367, 102.68858876817342, 1.0]], ['2, k, 10', [-30.988261503672117, 79.70540776124831, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.1958029855220085, 80.14403288122315, 1.0]], ['2, k, 13', [1.1567024738429144, 46.93188176738101, 1.0]], ['2, k, 14', [-0.2904667896966564, 11.881004000920292, 1.0]], ['2, k, 15', [-0.48430971983722515, 8.3309377759736, 1.0]], ['2, k, 16', [-15.865956970675306, 80.546952748076, 1.0]], ['2, k, 17', [-17.521328877920148, 48.29107898262157, 1.0]], ['2, k, 18', [-18.411731403683852, 13.170664339271198, 1.0]], ['2, k, 19', [-18.261493868914105, 9.5743564757564, 1.0]], ['2, k, 20', [-6.883226769812203, 136.28373324747002, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.685703333333334, 80.36499, 1.0]], ['2, k, 1', [-7.668048010469867, 112.31959166552902, 1.0]], ['2, k, 2', [-6.8764223556482955, 136.28367012712192, 1.0]], ['2, k, 3', [-6.637453175779261, 143.04141219905046, 1.0]], ['2, k, 4', [8.660664116144542, 130.22646444077654, 1.0]], ['2, k, 5', [15.34554727624538, 102.33698891757017, 1.0]], ['2, k, 6', [19.468421158670097, 80.09527125257212, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.01903541621568, 130.2592436345436, 1.0]], ['2, k, 9', [-27.79051300218671, 102.67060684250677, 1.0]], ['2, k, 10', [-30.947957194638224, 79.65994232602475, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.2055733630368852, 80.14308211728589, 1.0]], ['2, k, 13', [1.1466870304336676, 46.929921617735864, 1.0]], ['2, k, 14', [-0.29330231941957785, 11.864060642675746, 1.0]], ['2, k, 15', [-0.49412716932141665, 8.314747251466715, 1.0]], ['2, k, 16', [-15.87457141526778, 80.54921130859522, 1.0]], ['2, k, 17', [-17.53438300064802, 48.261559137116954, 1.0]], ['2, k, 18', [-18.511378163709864, 12.948314260084892, 1.0]], ['2, k, 19', [-19.30573289145861, 6.502402109166899, 1.0]], ['2, k, 20', [-6.8764223556482955, 136.28367012712192, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.686636, 80.35843200000001, 1.0]], ['2, k, 1', [-7.6651517195354355, 112.3167731207637, 1.0]], ['2, k, 2', [-6.866900067368013, 136.28143494951047, 1.0]], ['2, k, 3', [-6.626018049986617, 143.03934996688236, 1.0]], ['2, k, 4', [8.657805285287548, 130.21598434446548, 1.0]], ['2, k, 5', [15.345697381201969, 102.32704737736626, 1.0]], ['2, k, 6', [19.432764548709244, 80.15539321756853, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.996187294751483, 130.25537457126552, 1.0]], ['2, k, 9', [-27.76400250140437, 102.63819632164243, 1.0]], ['2, k, 10', [-30.93624877053151, 79.61055239469667, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.2092822799846594, 80.13559324933351, 1.0]], ['2, k, 13', [1.1299482021863496, 46.93974316995371, 1.0]], ['2, k, 14', [-0.26967789578187484, 11.777391870552208, 1.0]], ['2, k, 15', [-0.466390425682499, 8.230409167898049, 1.0]], ['2, k, 16', [-15.872491068487214, 80.54680553115261, 1.0]], ['2, k, 17', [-17.54706644111567, 48.25214988301376, 1.0]], ['2, k, 18', [-18.5643819543928, 12.982592810721862, 1.0]], ['2, k, 19', [-19.029638331246716, 7.638090267363231, 1.0]], ['2, k, 20', [-6.866900067368013, 136.28143494951047, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.689114, 80.35259400000001, 1.0]], ['2, k, 1', [-7.662513411416006, 112.3143857577243, 1.0]], ['2, k, 2', [-6.859300809077202, 136.27974743691348, 1.0]], ['2, k, 3', [-6.617002494526472, 143.03764240645228, 1.0]], ['2, k, 4', [8.65433435014684, 130.20446685145063, 1.0]], ['2, k, 5', [15.34556615194177, 102.3161488318481, 1.0]], ['2, k, 6', [19.402686020803635, 80.17735634440166, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.98559774603355, 130.25528167914902, 1.0]], ['2, k, 9', [-27.74415612509441, 102.60928219385873, 1.0]], ['2, k, 10', [-30.929871909683456, 79.57859438416932, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.2142914138651317, 80.1270176282457, 1.0]], ['2, k, 13', [1.1101197553659947, 46.927389350142796, 1.0]], ['2, k, 14', [-0.2519905229420172, 11.7221509721249, 1.0]], ['2, k, 15', [-0.4522361888870396, 8.175901221142558, 1.0]], ['2, k, 16', [-15.872887327516436, 80.5446353089122, 1.0]], ['2, k, 17', [-17.563917277141748, 48.22425649204307, 1.0]], ['2, k, 18', [-18.589022795449008, 12.894918751412753, 1.0]], ['2, k, 19', [-18.895040200294382, 8.078149264217021, 1.0]], ['2, k, 20', [-6.859300809077202, 136.27974743691348, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.69045, 80.34752, 1.0]], ['2, k, 1', [-7.657247787725697, 112.31236146983312, 1.0]], ['2, k, 2', [-6.847714129535223, 136.27877043661422, 1.0]], ['2, k, 3', [-6.6034111233870165, 143.0365759602364, 1.0]], ['2, k, 4', [8.656853811005575, 130.20902322247684, 1.0]], ['2, k, 5', [15.302559559645822, 102.30888075589695, 1.0]], ['2, k, 6', [19.32148108675014, 80.21688470150626, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.969374101317, 130.2568551577455, 1.0]], ['2, k, 9', [-27.723499996016187, 102.5680677139338, 1.0]], ['2, k, 10', [-30.96331182555307, 79.55163508515349, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.221140721100615, 80.11855740451671, 1.0]], ['2, k, 13', [1.0839045220131531, 46.939290980482745, 1.0]], ['2, k, 14', [-0.24396679147244504, 11.681855153353496, 1.0]], ['2, k, 15', [-0.4412467932639994, 8.14123071539902, 1.0]], ['2, k, 16', [-15.87469847172084, 80.54403117441983, 1.0]], ['2, k, 17', [-17.574703365726425, 48.25828740630335, 1.0]], ['2, k, 18', [-18.604709413185365, 12.881692249016488, 1.0]], ['2, k, 19', [-18.815700277311926, 8.240906677903226, 1.0]], ['2, k, 20', [-6.847714129535223, 136.27877043661422, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.687736, 80.345116, 1.0]], ['2, k, 1', [-7.651216420121447, 112.31294524774052, 1.0]], ['2, k, 2', [-6.837157306226786, 136.2807401938637, 1.0]], ['2, k, 3', [-6.591447582693929, 143.03842921341882, 1.0]], ['2, k, 4', [8.653840841082337, 130.2260919980307, 1.0]], ['2, k, 5', [15.197215799367193, 102.30056271336252, 1.0]], ['2, k, 6', [19.18320719718312, 80.22609707336123, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.954914617862375, 130.26514455272905, 1.0]], ['2, k, 9', [-27.771477050480577, 102.54455845664847, 1.0]], ['2, k, 10', [-31.247284464026357, 79.5932527487825, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.2200238487132307, 80.11263522911351, 1.0]], ['2, k, 13', [1.048373747290984, 46.94819626613482, 1.0]], ['2, k, 14', [-0.25329767135939396, 11.64265968875084, 1.0]], ['2, k, 15', [-0.00167934287191146, 7.487614805798849, 1.0]], ['2, k, 16', [-15.869336526259875, 80.54665210664892, 1.0]], ['2, k, 17', [-17.586091633458267, 48.31421810585904, 1.0]], ['2, k, 18', [-18.610622393221274, 12.817843943477136, 1.0]], ['2, k, 19', [-18.740785089208504, 8.333628186354431, 1.0]], ['2, k, 20', [-6.837157306226786, 136.2807401938637, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.683194, 80.345814, 1.0]], ['2, k, 1', [-7.647331085928292, 112.31565813030728, 1.0]], ['2, k, 2', [-6.83296766497786, 136.28441241983637, 1.0]], ['2, k, 3', [-6.587498510345847, 143.0419498780711, 1.0]], ['2, k, 4', [8.713041955428231, 130.2026233605116, 1.0]], ['2, k, 5', [15.208876115492686, 102.26078570592313, 1.0]], ['2, k, 6', [19.166719601027644, 80.19308020010475, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.962489428244602, 130.27688428076812, 1.0]], ['2, k, 9', [-28.045327335770516, 102.56108148124983, 1.0]], ['2, k, 10', [-32.12912657882886, 79.718097995806, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.2103080488285194, 80.10954008341314, 1.0]], ['2, k, 13', [1.0089114234207597, 46.947481391687575, 1.0]], ['2, k, 14', [-0.27241728626849215, 11.635138501978027, 1.0]], ['2, k, 15', [-0.01705194949346389, 7.467332646515519, 1.0]], ['2, k, 16', [-15.858227618231156, 80.55181085655389, 1.0]], ['2, k, 17', [-17.60587445334124, 48.36022458726296, 1.0]], ['2, k, 18', [-18.62958493948489, 12.715146113174576, 1.0]], ['2, k, 19', [-18.709930992275158, 8.36910773949242, 1.0]], ['2, k, 20', [-6.83296766497786, 136.28441241983637, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.666848, 80.3509, 1.0]], ['2, k, 1', [-7.63788157480348, 112.31725260340394, 1.0]], ['2, k, 2', [-6.827835244371551, 136.28484606604704, 1.0]], ['2, k, 3', [-6.58394865494244, 143.04223948301896, 1.0]], ['2, k, 4', [8.788114430903306, 130.16009524664574, 1.0]], ['2, k, 5', [15.269647653412136, 102.20829632238201, 1.0]], ['2, k, 6', [19.20241027407035, 80.16726031313517, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.964718647098863, 130.29408646279992, 1.0]], ['2, k, 9', [-28.61024510270326, 102.64141841483794, 1.0]], ['2, k, 10', [-33.535401851181646, 80.05032220508721, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.184698233073461, 80.11207640894608, 1.0]], ['2, k, 13', [0.980022797607627, 46.97651564083547, 1.0]], ['2, k, 14', [-0.3028672381110482, 11.630352850636498, 1.0]], ['2, k, 15', [-0.10312986610979238, 7.5450478483751375, 1.0]], ['2, k, 16', [-15.838235311661672, 80.55945222335653, 1.0]], ['2, k, 17', [-17.62622934149295, 48.4626484574687, 1.0]], ['2, k, 18', [-18.659442084135566, 12.666251684427053, 1.0]], ['2, k, 19', [-18.702249090251243, 8.435199165221439, 1.0]], ['2, k, 20', [-6.827835244371551, 136.28484606604704, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.638490000000001, 80.356374, 1.0]], ['2, k, 1', [-7.62679592123787, 112.31879915193564, 1.0]], ['2, k, 2', [-6.828267992296202, 136.2849232758443, 1.0]], ['2, k, 3', [-6.587917665675768, 143.04222667686912, 1.0]], ['2, k, 4', [8.84739109741572, 130.11648915354633, 1.0]], ['2, k, 5', [15.326503065173805, 102.15819855949212, 1.0]], ['2, k, 6', [19.257672390219906, 80.15096613969618, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.97164550922117, 130.321551142076, 1.0]], ['2, k, 9', [-29.498575538440342, 102.83438305919925, 1.0]], ['2, k, 10', [-35.43206389564955, 80.64136536191172, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.1434985900595382, 80.11466641793243, 1.0]], ['2, k, 13', [0.9510004671858807, 46.98319345925293, 1.0]], ['2, k, 14', [-0.3405671065429987, 11.619422025240596, 1.0]], ['2, k, 15', [-0.19465731201700465, 7.728466266316058, 1.0]], ['2, k, 16', [-15.809140600561019, 80.5668314511267, 1.0]], ['2, k, 17', [-17.652814902107632, 48.577095681348695, 1.0]], ['2, k, 18', [-18.690704286607147, 12.614299724972142, 1.0]], ['2, k, 19', [-19.022605698062943, 7.6781015011587135, 1.0]], ['2, k, 20', [-6.828267992296202, 136.2849232758443, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.592448000000001, 80.36110399999998, 1.0]], ['2, k, 1', [-7.5982197440766885, 112.31980682003473, 1.0]], ['2, k, 2', [-6.810936961050607, 136.28388498585977, 1.0]], ['2, k, 3', [-6.574188087418704, 143.040925139303, 1.0]], ['2, k, 4', [8.923096598991723, 130.07565301601323, 1.0]], ['2, k, 5', [15.412696490318634, 102.11541139773811, 1.0]], ['2, k, 6', [19.369599318174483, 80.13220926231372, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.971463293637747, 130.35353227680974, 1.0]], ['2, k, 9', [-30.581937865207326, 103.25016156633295, 1.0]], ['2, k, 10', [-37.66103147566665, 81.78737132256737, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.0850916397634416, 80.11412608948557, 1.0]], ['2, k, 13', [0.9473202492991959, 46.958109453508506, 1.0]], ['2, k, 14', [-0.35974263495695635, 11.610547908889195, 1.0]], ['2, k, 15', [-0.25676655354669636, 7.798231063403367, 1.0]], ['2, k, 16', [-15.76948470046028, 80.5750028737146, 1.0]], ['2, k, 17', [-17.67210396254996, 48.65864359438858, 1.0]], ['2, k, 18', [-18.70761138483114, 12.648140242073431, 1.0]], ['2, k, 19', [-19.106648129937113, 7.442726986446341, 1.0]], ['2, k, 20', [-6.810936961050607, 136.28388498585977, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-8.525854, 80.36290199999999, 1.0]], ['2, k, 1', [-7.547136869206538, 112.31749270384435, 1.0]], ['2, k, 2', [-6.770104308192276, 136.27893224967755, 1.0]], ['2, k, 3', [-6.536659971899432, 143.03562483870218, 1.0]], ['2, k, 4', [9.004836145659496, 130.04047192311333, 1.0]], ['2, k, 5', [15.49736579721425, 102.07887625399141, 1.0]], ['2, k, 6', [19.488383158252237, 80.12723287734764, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.954101844678434, 130.4011616010405, 1.0]], ['2, k, 9', [-31.747112787375535, 103.97319188799588, 1.0]], ['2, k, 10', [-40.04226864232311, 83.25854522974693, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-1.011546092673428, 80.10813678285481, 1.0]], ['2, k, 13', [0.9744686015670072, 46.931859968839134, 1.0]], ['2, k, 14', [-0.3542929564639643, 11.579981662224895, 1.0]], ['2, k, 15', [-0.2925164225699744, 7.797405623150624, 1.0]], ['2, k, 16', [-15.719464036886928, 80.58305916084396, 1.0]], ['2, k, 17', [-17.67746947091422, 48.76853125047934, 1.0]], ['2, k, 18', [-18.71138106502088, 12.739411896619231, 1.0]], ['2, k, 19', [-19.233322356856263, 7.156823707999842, 1.0]], ['2, k, 20', [-6.770104308192276, 136.27893224967755, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
