[['2, k, 0', [-0.127485, -0.288633, 1.0]], ['2, k, 1', [-0.12746, 0.00773807, 1.0]], ['2, k, 2', [-0.126723, 0.296936, 1.0]], ['2, k, 3', [-0.123716, 0.442122, 1.0]], ['2, k, 4', [-0.295391, 0.193811, 1.0]], ['2, k, 5', [-0.335654, -0.078901, 1.0]], ['2, k, 6', [-0.403294, -0.297985, 1.0]], ['2, k, 7', [-0.410477, -0.354052, 1.0]], ['2, k, 8', [0.0312218, 0.18306, 1.0]], ['2, k, 9', [0.111854, -0.0717425, 1.0]], ['2, k, 10', [0.188883, -0.2962, 1.0]], ['2, k, 11', [0.191385, -0.353715, 1.0]], ['2, k, 12', [-0.200184, -0.282179, 1.0]], ['2, k, 13', [-0.238219, -0.612068, 1.0]], ['2, k, 14', [-0.263877, -1.0051, 1.0]], ['2, k, 15', [-0.276123, -1.08691, 1.0]], ['2, k, 16', [-0.0512799, -0.28718, 1.0]], ['2, k, 17', [0.0108149, -0.611163, 1.0]], ['2, k, 18', [0.0647978, -1.01799, 1.0]], ['2, k, 19', [0.0632324, -1.08496, 1.0]], ['2, k, 20', [-0.127032, 0.225669, 1.0]], ['2, k, 21', [-0.420309, -0.416389, 1.0]], ['2, k, 22', [-0.347276, -0.38629, 1.0]], ['2, k, 23', [0.198953, -0.417077, 1.0]], ['2, k, 24', [0.128786, -0.378904, 1.0]]]
[['2, k, 0', [-0.127492, -0.288727, 1.0]], ['2, k, 1', [-0.12749, 0.00772326, 1.0]], ['2, k, 2', [-0.126797, 0.296967, 1.0]], ['2, k, 3', [-0.123896, 0.442185, 1.0]], ['2, k, 4', [-0.295435, 0.193855, 1.0]], ['2, k, 5', [-0.335728, -0.0789226, 1.0]], ['2, k, 6', [-0.403336, -0.29803, 1.0]], ['2, k, 7', [-0.411575, -0.353552, 1.0]], ['2, k, 8', [0.0311309, 0.183115, 1.0]], ['2, k, 9', [0.111407, -0.0718346, 1.0]], ['2, k, 10', [0.188626, -0.296029, 1.0]], ['2, k, 11', [0.189694, -0.352707, 1.0]], ['2, k, 12', [-0.200196, -0.282295, 1.0]], ['2, k, 13', [-0.237695, -0.610981, 1.0]], ['2, k, 14', [-0.264001, -1.00218, 1.0]], ['2, k, 15', [-0.276239, -1.08676, 1.0]], ['2, k, 16', [-0.0512827, -0.287255, 1.0]], ['2, k, 17', [0.0107466, -0.611145, 1.0]], ['2, k, 18', [0.0646125, -1.01743, 1.0]], ['2, k, 19', [0.0632179, -1.08496, 1.0]], ['2, k, 20', [-0.127089, 0.225685, 1.0]], ['2, k, 21', [-0.420114, -0.416203, 1.0]], ['2, k, 22', [-0.34636, -0.386423, 1.0]], ['2, k, 23', [0.194371, -0.415171, 1.0]], ['2, k, 24', [0.126688, -0.377379, 1.0]]]
[['2, k, 0', [-0.127672, -0.288709, 1.0]], ['2, k, 1', [-0.127648, 0.00783023, 1.0]], ['2, k, 2', [-0.127071, 0.29727, 1.0]], ['2, k, 3', [-0.12427, 0.442362, 1.0]], ['2, k, 4', [-0.295682, 0.193711, 1.0]], ['2, k, 5', [-0.336195, -0.0788212, 1.0]], ['2, k, 6', [-0.403655, -0.298028, 1.0]], ['2, k, 7', [-0.414575, -0.353866, 1.0]], ['2, k, 8', [0.0306622, 0.183359, 1.0]], ['2, k, 9', [0.110221, -0.0725162, 1.0]], ['2, k, 10', [0.187348, -0.29615, 1.0]], ['2, k, 11', [0.184812, -0.354268, 1.0]], ['2, k, 12', [-0.200357, -0.282334, 1.0]], ['2, k, 13', [-0.237653, -0.610869, 1.0]], ['2, k, 14', [-0.263828, -1.00189, 1.0]], ['2, k, 15', [-0.276287, -1.08677, 1.0]], ['2, k, 16', [-0.0514759, -0.287152, 1.0]], ['2, k, 17', [0.00999142, -0.611901, 1.0]], ['2, k, 18', [0.0644616, -1.01711, 1.0]], ['2, k, 19', [0.063223, -1.08496, 1.0]], ['2, k, 20', [-0.127322, 0.225921, 1.0]], ['2, k, 21', [-0.423744, -0.416524, 1.0]], ['2, k, 22', [-0.347086, -0.386792, 1.0]], ['2, k, 23', [0.194729, -0.416627, 1.0]], ['2, k, 24', [0.14969, -0.341593, 1.0]]]
[['2, k, 0', [-0.128192, -0.28844, 1.0]], ['2, k, 1', [-0.12823, 0.00798691, 1.0]], ['2, k, 2', [-0.127877, 0.297356, 1.0]], ['2, k, 3', [-0.125119, 0.442938, 1.0]], ['2, k, 4', [-0.296541, 0.193515, 1.0]], ['2, k, 5', [-0.337432, -0.0769289, 1.0]], ['2, k, 6', [-0.406216, -0.295233, 1.0]], ['2, k, 7', [-0.419426, -0.352969, 1.0]], ['2, k, 8', [0.0298074, 0.183551, 1.0]], ['2, k, 9', [0.106865, -0.0709892, 1.0]], ['2, k, 10', [0.185531, -0.295918, 1.0]], ['2, k, 11', [0.184043, -0.352918, 1.0]], ['2, k, 12', [-0.200902, -0.282142, 1.0]], ['2, k, 13', [-0.237669, -0.610806, 1.0]], ['2, k, 14', [-0.26372, -1.00186, 1.0]], ['2, k, 15', [-0.276305, -1.08683, 1.0]], ['2, k, 16', [-0.0519567, -0.286818, 1.0]], ['2, k, 17', [0.00945006, -0.612881, 1.0]], ['2, k, 18', [0.0644577, -1.01643, 1.0]], ['2, k, 19', [0.063187, -1.08492, 1.0]], ['2, k, 20', [-0.128056, 0.226028, 1.0]], ['2, k, 21', [-0.428557, -0.418787, 1.0]], ['2, k, 22', [-0.350199, -0.385675, 1.0]], ['2, k, 23', [0.186496, -0.416627, 1.0]], ['2, k, 24', [0.127334, -0.383326, 1.0]]]
[['2, k, 0', [-0.128979, -0.28758, 1.0]], ['2, k, 1', [-0.129214, 0.00857142, 1.0]], ['2, k, 2', [-0.129256, 0.297839, 1.0]], ['2, k, 3', [-0.126095, 0.443682, 1.0]], ['2, k, 4', [-0.297373, 0.193616, 1.0]], ['2, k, 5', [-0.342066, -0.0723491, 1.0]], ['2, k, 6', [-0.411182, -0.289528, 1.0]], ['2, k, 7', [-0.425977, -0.350569, 1.0]], ['2, k, 8', [0.0282895, 0.18351, 1.0]], ['2, k, 9', [0.102972, -0.0684962, 1.0]], ['2, k, 10', [0.182642, -0.294046, 1.0]], ['2, k, 11', [0.183814, -0.350697, 1.0]], ['2, k, 12', [-0.201663, -0.28131, 1.0]], ['2, k, 13', [-0.237926, -0.610666, 1.0]], ['2, k, 14', [-0.263861, -1.00179, 1.0]], ['2, k, 15', [-0.278597, -1.08934, 1.0]], ['2, k, 16', [-0.0527482, -0.285964, 1.0]], ['2, k, 17', [0.0076197, -0.612338, 1.0]], ['2, k, 18', [0.0643298, -1.01661, 1.0]], ['2, k, 19', [0.0629251, -1.08523, 1.0]], ['2, k, 20', [-0.129308, 0.22653, 1.0]], ['2, k, 21', [-0.428805, -0.414435, 1.0]], ['2, k, 22', [-0.359127, -0.381961, 1.0]], ['2, k, 23', [0.182267, -0.414266, 1.0]], ['2, k, 24', [0.127173, -0.380806, 1.0]]]
[['2, k, 0', [-0.129294, -0.28643, 1.0]], ['2, k, 1', [-0.129849, 0.00951495, 1.0]], ['2, k, 2', [-0.130124, 0.298707, 1.0]], ['2, k, 3', [-0.128226, 0.4455, 1.0]], ['2, k, 4', [-0.299007, 0.194143, 1.0]], ['2, k, 5', [-0.350677, -0.0671198, 1.0]], ['2, k, 6', [-0.41916, -0.2821, 1.0]], ['2, k, 7', [-0.431058, -0.34819, 1.0]], ['2, k, 8', [0.0267478, 0.18354, 1.0]], ['2, k, 9', [0.0983453, -0.0635312, 1.0]], ['2, k, 10', [0.179665, -0.294865, 1.0]], ['2, k, 11', [0.17923, -0.348936, 1.0]], ['2, k, 12', [-0.202005, -0.279981, 1.0]], ['2, k, 13', [-0.238104, -0.611334, 1.0]], ['2, k, 14', [-0.263999, -1.00142, 1.0]], ['2, k, 15', [-0.278378, -1.08903, 1.0]], ['2, k, 16', [-0.0530295, -0.285024, 1.0]], ['2, k, 17', [0.00595683, -0.611493, 1.0]], ['2, k, 18', [0.0644609, -1.01679, 1.0]], ['2, k, 19', [0.0628884, -1.0853, 1.0]], ['2, k, 20', [-0.130113, 0.227401, 1.0]], ['2, k, 21', [-0.42909, -0.409438, 1.0]], ['2, k, 22', [-0.360843, -0.376858, 1.0]], ['2, k, 23', [0.184458, -0.409764, 1.0]], ['2, k, 24', [0.115751, -0.37245, 1.0]]]
[['2, k, 0', [-0.129348, -0.285709, 1.0]], ['2, k, 1', [-0.130518, 0.0102593, 1.0]], ['2, k, 2', [-0.13159, 0.299623, 1.0]], ['2, k, 3', [-0.13023, 0.446786, 1.0]], ['2, k, 4', [-0.300865, 0.195157, 1.0]], ['2, k, 5', [-0.362053, -0.0653754, 1.0]], ['2, k, 6', [-0.422538, -0.279763, 1.0]], ['2, k, 7', [-0.432416, -0.338303, 1.0]], ['2, k, 8', [0.0249571, 0.184623, 1.0]], ['2, k, 9', [0.0947676, -0.0561994, 1.0]], ['2, k, 10', [0.177595, -0.290624, 1.0]], ['2, k, 11', [0.175691, -0.344475, 1.0]], ['2, k, 12', [-0.202063, -0.279386, 1.0]], ['2, k, 13', [-0.238574, -0.611419, 1.0]], ['2, k, 14', [-0.264818, -1.00029, 1.0]], ['2, k, 15', [-0.278297, -1.08882, 1.0]], ['2, k, 16', [-0.053078, -0.284196, 1.0]], ['2, k, 17', [0.00502537, -0.610927, 1.0]], ['2, k, 18', [0.0639777, -1.01619, 1.0]], ['2, k, 19', [0.0628252, -1.08548, 1.0]], ['2, k, 20', [-0.131353, 0.228266, 1.0]], ['2, k, 21', [-0.427699, -0.395303, 1.0]], ['2, k, 22', [-0.355748, -0.36932, 1.0]], ['2, k, 23', [0.173655, -0.404137, 1.0]], ['2, k, 24', [0.104656, -0.366521, 1.0]]]
[['2, k, 0', [-0.129626, -0.284124, 1.0]], ['2, k, 1', [-0.131598, 0.0116164, 1.0]], ['2, k, 2', [-0.133289, 0.30087, 1.0]], ['2, k, 3', [-0.132216, 0.448742, 1.0]], ['2, k, 4', [-0.302286, 0.19575, 1.0]], ['2, k, 5', [-0.365993, -0.0549164, 1.0]], ['2, k, 6', [-0.427749, -0.258066, 1.0]], ['2, k, 7', [-0.427812, -0.33216, 1.0]], ['2, k, 8', [0.0248437, 0.184818, 1.0]], ['2, k, 9', [0.0900333, -0.0462529, 1.0]], ['2, k, 10', [0.172917, -0.274066, 1.0]], ['2, k, 11', [0.170756, -0.33354, 1.0]], ['2, k, 12', [-0.202347, -0.277886, 1.0]], ['2, k, 13', [-0.238934, -0.61076, 1.0]], ['2, k, 14', [-0.264984, -0.999517, 1.0]], ['2, k, 15', [-0.279706, -1.08976, 1.0]], ['2, k, 16', [-0.0533437, -0.282591, 1.0]], ['2, k, 17', [0.0040421, -0.612253, 1.0]], ['2, k, 18', [0.0639923, -1.01622, 1.0]], ['2, k, 19', [0.0614259, -1.08532, 1.0]], ['2, k, 20', [-0.132894, 0.229524, 1.0]], ['2, k, 21', [-0.433941, -0.37767, 1.0]], ['2, k, 22', [-0.321352, -0.352677, 1.0]], ['2, k, 23', [0.18771, -0.386691, 1.0]], ['2, k, 24', [0.0825099, -0.351584, 1.0]]]
[['2, k, 0', [-0.129639, -0.275654, 1.0]], ['2, k, 1', [-0.133593, 0.0171528, 1.0]], ['2, k, 2', [-0.136652, 0.304106, 1.0]], ['2, k, 3', [-0.134288, 0.451869, 1.0]], ['2, k, 4', [-0.302276, 0.195795, 1.0]], ['2, k, 5', [-0.369858, -0.0261645, 1.0]], ['2, k, 6', [-0.427164, -0.228718, 1.0]], ['2, k, 7', [-0.432972, -0.30136, 1.0]], ['2, k, 8', [0.0245533, 0.185202, 1.0]], ['2, k, 9', [0.0885482, -0.0355412, 1.0]], ['2, k, 10', [0.168785, -0.246828, 1.0]], ['2, k, 11', [0.169224, -0.313913, 1.0]], ['2, k, 12', [-0.202349, -0.269865, 1.0]], ['2, k, 13', [-0.239305, -0.611174, 1.0]], ['2, k, 14', [-0.265483, -0.998577, 1.0]], ['2, k, 15', [-0.281513, -1.09074, 1.0]], ['2, k, 16', [-0.0533783, -0.273924, 1.0]], ['2, k, 17', [0.00356273, -0.61495, 1.0]], ['2, k, 18', [0.0639028, -1.01507, 1.0]], ['2, k, 19', [0.0614317, -1.08531, 1.0]], ['2, k, 20', [-0.135962, 0.233281, 1.0]], ['2, k, 21', [-0.431324, -0.350029, 1.0]], ['2, k, 22', [-0.317515, -0.324364, 1.0]], ['2, k, 23', [0.192506, -0.358258, 1.0]], ['2, k, 24', [0.085271, -0.330765, 1.0]]]
[['2, k, 0', [-0.130387, -0.275241, 1.0]], ['2, k, 1', [-0.13512, 0.0182778, 1.0]], ['2, k, 2', [-0.139048, 0.30577, 1.0]], ['2, k, 3', [-0.136273, 0.453747, 1.0]], ['2, k, 4', [-0.30339, 0.197492, 1.0]], ['2, k, 5', [-0.370923, -0.0157751, 1.0]], ['2, k, 6', [-0.428563, -0.205281, 1.0]], ['2, k, 7', [-0.442893, -0.268481, 1.0]], ['2, k, 8', [0.0203653, 0.188076, 1.0]], ['2, k, 9', [0.084792, -0.0153759, 1.0]], ['2, k, 10', [0.163149, -0.222834, 1.0]], ['2, k, 11', [0.168763, -0.289869, 1.0]], ['2, k, 12', [-0.204353, -0.270099, 1.0]], ['2, k, 13', [-0.240139, -0.608903, 1.0]], ['2, k, 14', [-0.26559, -0.998462, 1.0]], ['2, k, 15', [-0.281012, -1.09009, 1.0]], ['2, k, 16', [-0.0534519, -0.272924, 1.0]], ['2, k, 17', [0.00349318, -0.614695, 1.0]], ['2, k, 18', [0.0636633, -1.01488, 1.0]], ['2, k, 19', [0.0619541, -1.08525, 1.0]], ['2, k, 20', [-0.138162, 0.234845, 1.0]], ['2, k, 21', [-0.45288, -0.308813, 1.0]], ['2, k, 22', [-0.358964, -0.291751, 1.0]], ['2, k, 23', [0.197821, -0.332295, 1.0]], ['2, k, 24', [0.0826968, -0.302266, 1.0]]]
[['2, k, 0', [-0.131534, -0.273136, 1.0]], ['2, k, 1', [-0.136487, 0.0211463, 1.0]], ['2, k, 2', [-0.140511, 0.308947, 1.0]], ['2, k, 3', [-0.137905, 0.456538, 1.0]], ['2, k, 4', [-0.304314, 0.199929, 1.0]], ['2, k, 5', [-0.370683, -0.0038471, 1.0]], ['2, k, 6', [-0.430186, -0.163746, 1.0]], ['2, k, 7', [-0.443256, -0.230603, 1.0]], ['2, k, 8', [0.0171265, 0.191076, 1.0]], ['2, k, 9', [0.0895048, -0.00690863, 1.0]], ['2, k, 10', [0.162322, -0.193652, 1.0]], ['2, k, 11', [0.166614, -0.253983, 1.0]], ['2, k, 12', [-0.205728, -0.269124, 1.0]], ['2, k, 13', [-0.241799, -0.602011, 1.0]], ['2, k, 14', [-0.266052, -0.99921, 1.0]], ['2, k, 15', [-0.281617, -1.09086, 1.0]], ['2, k, 16', [-0.0540838, -0.269162, 1.0]], ['2, k, 17', [0.00307755, -0.611738, 1.0]], ['2, k, 18', [0.0635712, -1.01548, 1.0]], ['2, k, 19', [0.0624336, -1.08521, 1.0]], ['2, k, 20', [-0.139625, 0.237984, 1.0]], ['2, k, 21', [-0.45065, -0.267466, 1.0]], ['2, k, 22', [-0.353153, -0.25379, 1.0]], ['2, k, 23', [0.190924, -0.295782, 1.0]], ['2, k, 24', [0.0772319, -0.266481, 1.0]]]
