[[0, -0.127485, -0.288633, 2.558, 1.0], [1, -0.12746, 0.00773807, 2.50612, 1.0], [2, -0.126723, 0.296936, 2.44148, 1.0], [3, -0.123716, 0.442122, 2.41622, 1.0], [4, -0.295391, 0.193811, 2.48078, 1.0], [5, -0.335654, -0.078901, 2.48721, 1.0], [6, -0.403294, -0.297985, 2.47325, 1.0], [7, -0.410477, -0.354052, 2.46827, 1.0], [8, 0.0312218, 0.18306, 2.44014, 1.0], [9, 0.111854, -0.0717425, 2.45819, 1.0], [10, 0.188883, -0.2962, 2.43662, 1.0], [11, 0.191385, -0.353715, 2.41719, 1.0], [12, -0.200184, -0.282179, 2.52676, 1.0], [13, -0.238219, -0.612068, 2.58936, 1.0], [14, -0.263877, -1.0051, 2.70399, 1.0], [15, -0.276123, -1.08691, 2.62891, 1.0], [16, -0.0512799, -0.28718, 2.51917, 1.0], [17, 0.0108149, -0.611163, 2.57782, 1.0], [18, 0.0647978, -1.01799, 2.70211, 1.0], [19, 0.0632324, -1.08496, 2.62305, 1.0], [20, -0.127032, 0.225669, 2.45992, 1.0], [21, -0.420309, -0.416389, 2.46648, 1.0], [22, -0.347276, -0.38629, 2.43764, 1.0], [23, 0.198953, -0.417077, 2.40434, 1.0], [24, 0.128786, -0.378904, 2.38613, 1.0]]
[[0, -0.127492, -0.288727, 2.55811, 1.0], [1, -0.12749, 0.00772326, 2.50616, 1.0], [2, -0.126797, 0.296967, 2.44148, 1.0], [3, -0.123896, 0.442185, 2.4161, 1.0], [4, -0.295435, 0.193855, 2.48079, 1.0], [5, -0.335728, -0.0789226, 2.48711, 1.0], [6, -0.403336, -0.29803, 2.47346, 1.0], [7, -0.411575, -0.353552, 2.46872, 1.0], [8, 0.0311309, 0.183115, 2.44025, 1.0], [9, 0.111407, -0.0718346, 2.458, 1.0], [10, 0.188626, -0.296029, 2.43624, 1.0], [11, 0.189694, -0.352707, 2.41709, 1.0], [12, -0.200196, -0.282295, 2.52696, 1.0], [13, -0.237695, -0.610981, 2.58907, 1.0], [14, -0.264001, -1.00218, 2.70304, 1.0], [15, -0.276239, -1.08676, 2.62767, 1.0], [16, -0.0512827, -0.287255, 2.51921, 1.0], [17, 0.0107466, -0.611145, 2.57782, 1.0], [18, 0.0646125, -1.01743, 2.70128, 1.0], [19, 0.0632179, -1.08496, 2.62297, 1.0], [20, -0.127089, 0.225685, 2.45993, 1.0], [21, -0.420114, -0.416203, 2.46819, 1.0], [22, -0.34636, -0.386423, 2.44053, 1.0], [23, 0.194371, -0.415171, 2.40015, 1.0], [24, 0.126688, -0.377379, 2.39183, 1.0]]
[[0, -0.127672, -0.288709, 2.55847, 1.0], [1, -0.127648, 0.00783023, 2.50624, 1.0], [2, -0.127071, 0.29727, 2.44131, 1.0], [3, -0.12427, 0.442362, 2.41595, 1.0], [4, -0.295682, 0.193711, 2.48007, 1.0], [5, -0.336195, -0.0788212, 2.48693, 1.0], [6, -0.403655, -0.298028, 2.47322, 1.0], [7, -0.414575, -0.353866, 2.46806, 1.0], [8, 0.0306622, 0.183359, 2.44045, 1.0], [9, 0.110221, -0.0725162, 2.45696, 1.0], [10, 0.187348, -0.29615, 2.43526, 1.0], [11, 0.184812, -0.354268, 2.41579, 1.0], [12, -0.200357, -0.282334, 2.52717, 1.0], [13, -0.237653, -0.610869, 2.58921, 1.0], [14, -0.263828, -1.00189, 2.70313, 1.0], [15, -0.276287, -1.08677, 2.62752, 1.0], [16, -0.0514759, -0.287152, 2.51974, 1.0], [17, 0.00999142, -0.611901, 2.57996, 1.0], [18, 0.0644616, -1.01711, 2.70099, 1.0], [19, 0.063223, -1.08496, 2.6229, 1.0], [20, -0.127322, 0.225921, 2.45985, 1.0], [21, -0.423744, -0.416524, 2.46455, 1.0], [22, -0.347086, -0.386792, 2.44065, 1.0], [23, 0.194729, -0.416627, 2.39824, 1.0], [24, 0.14969, -0.341593, 2.44347, 1.0]]
[[0, -0.128192, -0.28844, 2.55904, 1.0], [1, -0.12823, 0.00798691, 2.5064, 1.0], [2, -0.127877, 0.297356, 2.44109, 1.0], [3, -0.125119, 0.442938, 2.416, 1.0], [4, -0.296541, 0.193515, 2.47884, 1.0], [5, -0.337432, -0.0769289, 2.48374, 1.0], [6, -0.406216, -0.295233, 2.47067, 1.0], [7, -0.419426, -0.352969, 2.4601, 1.0], [8, 0.0298074, 0.183551, 2.44068, 1.0], [9, 0.106865, -0.0709892, 2.45284, 1.0], [10, 0.185531, -0.295918, 2.43266, 1.0], [11, 0.184043, -0.352918, 2.40866, 1.0], [12, -0.200902, -0.282142, 2.52775, 1.0], [13, -0.237669, -0.610806, 2.58932, 1.0], [14, -0.26372, -1.00186, 2.70308, 1.0], [15, -0.276305, -1.08683, 2.62738, 1.0], [16, -0.0519567, -0.286818, 2.52029, 1.0], [17, 0.00945006, -0.612881, 2.58055, 1.0], [18, 0.0644577, -1.01643, 2.70066, 1.0], [19, 0.063187, -1.08492, 2.62282, 1.0], [20, -0.128056, 0.226028, 2.45973, 1.0], [21, -0.428557, -0.418787, 2.46154, 1.0], [22, -0.350199, -0.385675, 2.43615, 1.0], [23, 0.186496, -0.416627, 2.39194, 1.0], [24, 0.127334, -0.383326, 2.37854, 1.0]]
[[0, -0.128979, -0.28758, 2.56028, 1.0], [1, -0.129214, 0.00857142, 2.50681, 1.0], [2, -0.129256, 0.297839, 2.44082, 1.0], [3, -0.126095, 0.443682, 2.4165, 1.0], [4, -0.297373, 0.193616, 2.47743, 1.0], [5, -0.342066, -0.0723491, 2.47551, 1.0], [6, -0.411182, -0.289528, 2.45935, 1.0], [7, -0.425977, -0.350569, 2.44109, 1.0], [8, 0.0282895, 0.18351, 2.44059, 1.0], [9, 0.102972, -0.0684962, 2.44754, 1.0], [10, 0.182642, -0.294046, 2.42294, 1.0], [11, 0.183814, -0.350697, 2.39376, 1.0], [12, -0.201663, -0.28131, 2.52876, 1.0], [13, -0.237926, -0.610666, 2.58949, 1.0], [14, -0.263861, -1.00179, 2.70357, 1.0], [15, -0.278597, -1.08934, 2.62947, 1.0], [16, -0.0527482, -0.285964, 2.52178, 1.0], [17, 0.0076197, -0.612338, 2.58117, 1.0], [18, 0.0643298, -1.01661, 2.70076, 1.0], [19, 0.0629251, -1.08523, 2.62243, 1.0], [20, -0.129308, 0.22653, 2.45964, 1.0], [21, -0.428805, -0.414435, 2.4384, 1.0], [22, -0.359127, -0.381961, 2.41444, 1.0], [23, 0.182267, -0.414266, 2.37555, 1.0], [24, 0.127173, -0.380806, 2.36592, 1.0]]
[[0, -0.129294, -0.28643, 2.56202, 1.0], [1, -0.129849, 0.00951495, 2.50757, 1.0], [2, -0.130124, 0.298707, 2.44092, 1.0], [3, -0.128226, 0.4455, 2.41843, 1.0], [4, -0.299007, 0.194143, 2.47696, 1.0], [5, -0.350677, -0.0671198, 2.46349, 1.0], [6, -0.41916, -0.2821, 2.43031, 1.0], [7, -0.431058, -0.34819, 2.41124, 1.0], [8, 0.0267478, 0.18354, 2.44085, 1.0], [9, 0.0983453, -0.0635312, 2.4388, 1.0], [10, 0.179665, -0.294865, 2.40071, 1.0], [11, 0.17923, -0.348936, 2.37312, 1.0], [12, -0.202005, -0.279981, 2.53064, 1.0], [13, -0.238104, -0.611334, 2.59082, 1.0], [14, -0.263999, -1.00142, 2.70444, 1.0], [15, -0.278378, -1.08903, 2.62959, 1.0], [16, -0.0530295, -0.285024, 2.52334, 1.0], [17, 0.00595683, -0.611493, 2.58208, 1.0], [18, 0.0644609, -1.01679, 2.70056, 1.0], [19, 0.0628884, -1.0853, 2.62245, 1.0], [20, -0.130113, 0.227401, 2.45989, 1.0], [21, -0.42909, -0.409438, 2.40603, 1.0], [22, -0.360843, -0.376858, 2.38233, 1.0], [23, 0.184458, -0.409764, 2.35535, 1.0], [24, 0.115751, -0.37245, 2.36279, 1.0]]
[[0, -0.129348, -0.285709, 2.56311, 1.0], [1, -0.130518, 0.0102593, 2.50817, 1.0], [2, -0.13159, 0.299623, 2.44102, 1.0], [3, -0.13023, 0.446786, 2.41971, 1.0], [4, -0.300865, 0.195157, 2.47509, 1.0], [5, -0.362053, -0.0653754, 2.4418, 1.0], [6, -0.422538, -0.279763, 2.39551, 1.0], [7, -0.432416, -0.338303, 2.36639, 1.0], [8, 0.0249571, 0.184623, 2.44031, 1.0], [9, 0.0947676, -0.0561994, 2.41998, 1.0], [10, 0.177595, -0.290624, 2.36478, 1.0], [11, 0.175691, -0.344475, 2.32937, 1.0], [12, -0.202063, -0.279386, 2.5315, 1.0], [13, -0.238574, -0.611419, 2.59135, 1.0], [14, -0.264818, -1.00029, 2.70404, 1.0], [15, -0.278297, -1.08882, 2.62912, 1.0], [16, -0.053078, -0.284196, 2.52469, 1.0], [17, 0.00502537, -0.610927, 2.58232, 1.0], [18, 0.0639777, -1.01619, 2.70026, 1.0], [19, 0.0628252, -1.08548, 2.62187, 1.0], [20, -0.131353, 0.228266, 2.46013, 1.0], [21, -0.427699, -0.395303, 2.34659, 1.0], [22, -0.355748, -0.36932, 2.33467, 1.0], [23, 0.173655, -0.404137, 2.31768, 1.0], [24, 0.104656, -0.366521, 2.30193, 1.0]]
[[0, -0.129626, -0.284124, 2.56612, 1.0], [1, -0.131598, 0.0116164, 2.50972, 1.0], [2, -0.133289, 0.30087, 2.44152, 1.0], [3, -0.132216, 0.448742, 2.42098, 1.0], [4, -0.302286, 0.19575, 2.47391, 1.0], [5, -0.365993, -0.0549164, 2.42818, 1.0], [6, -0.427749, -0.258066, 2.3468, 1.0], [7, -0.427812, -0.33216, 2.31554, 1.0], [8, 0.0248437, 0.184818, 2.4403, 1.0], [9, 0.0900333, -0.0462529, 2.407, 1.0], [10, 0.172917, -0.274066, 2.32711, 1.0], [11, 0.170756, -0.33354, 2.28433, 1.0], [12, -0.202347, -0.277886, 2.53422, 1.0], [13, -0.238934, -0.61076, 2.59224, 1.0], [14, -0.264984, -0.999517, 2.70379, 1.0], [15, -0.279706, -1.08976, 2.62983, 1.0], [16, -0.0533437, -0.282591, 2.52795, 1.0], [17, 0.0040421, -0.612253, 2.58607, 1.0], [18, 0.0639923, -1.01622, 2.70017, 1.0], [19, 0.0614259, -1.08532, 2.62648, 1.0], [20, -0.132894, 0.229524, 2.46085, 1.0], [21, -0.433941, -0.37767, 2.29508, 1.0], [22, -0.321352, -0.352677, 2.28676, 1.0], [23, 0.18771, -0.386691, 2.26116, 1.0], [24, 0.0825099, -0.351584, 2.25544, 1.0]]
[[0, -0.129639, -0.275654, 2.56965, 1.0], [1, -0.133593, 0.0171528, 2.51274, 1.0], [2, -0.136652, 0.304106, 2.44397, 1.0], [3, -0.134288, 0.451869, 2.4239, 1.0], [4, -0.302276, 0.195795, 2.47387, 1.0], [5, -0.369858, -0.0261645, 2.3983, 1.0], [6, -0.427164, -0.228718, 2.30652, 1.0], [7, -0.432972, -0.30136, 2.26132, 1.0], [8, 0.0245533, 0.185202, 2.44024, 1.0], [9, 0.0885482, -0.0355412, 2.38573, 1.0], [10, 0.168785, -0.246828, 2.28236, 1.0], [11, 0.169224, -0.313913, 2.234, 1.0], [12, -0.202349, -0.269865, 2.53755, 1.0], [13, -0.239305, -0.611174, 2.59386, 1.0], [14, -0.265483, -0.998577, 2.70533, 1.0], [15, -0.281513, -1.09074, 2.63199, 1.0], [16, -0.0533783, -0.273924, 2.5317, 1.0], [17, 0.00356273, -0.61495, 2.59243, 1.0], [18, 0.0639028, -1.01507, 2.69952, 1.0], [19, 0.0614317, -1.08531, 2.62644, 1.0], [20, -0.135962, 0.233281, 2.46341, 1.0], [21, -0.431324, -0.350029, 2.23128, 1.0], [22, -0.317515, -0.324364, 2.2223, 1.0], [23, 0.192506, -0.358258, 2.20522, 1.0], [24, 0.085271, -0.330765, 2.19932, 1.0]]
[[0, -0.130387, -0.275241, 2.57041, 1.0], [1, -0.13512, 0.0182778, 2.51442, 1.0], [2, -0.139048, 0.30577, 2.44647, 1.0], [3, -0.136273, 0.453747, 2.42729, 1.0], [4, -0.30339, 0.197492, 2.47019, 1.0], [5, -0.370923, -0.0157751, 2.37297, 1.0], [6, -0.428563, -0.205281, 2.24884, 1.0], [7, -0.442893, -0.268481, 2.20042, 1.0], [8, 0.0203653, 0.188076, 2.43955, 1.0], [9, 0.084792, -0.0153759, 2.35354, 1.0], [10, 0.163149, -0.222834, 2.23549, 1.0], [11, 0.168763, -0.289869, 2.17792, 1.0], [12, -0.204353, -0.270099, 2.53879, 1.0], [13, -0.240139, -0.608903, 2.59696, 1.0], [14, -0.26559, -0.998462, 2.70523, 1.0], [15, -0.281012, -1.09009, 2.6308, 1.0], [16, -0.0534519, -0.272924, 2.53241, 1.0], [17, 0.00349318, -0.614695, 2.59398, 1.0], [18, 0.0636633, -1.01488, 2.6992, 1.0], [19, 0.0619541, -1.08525, 2.62527, 1.0], [20, -0.138162, 0.234845, 2.46571, 1.0], [21, -0.45288, -0.308813, 2.16081, 1.0], [22, -0.358964, -0.291751, 2.1615, 1.0], [23, 0.197821, -0.332295, 2.14936, 1.0], [24, 0.0826968, -0.302266, 2.14263, 1.0]]
[[0, -0.131534, -0.273136, 2.57144, 1.0], [1, -0.136487, 0.0211463, 2.51658, 1.0], [2, -0.140511, 0.308947, 2.44968, 1.0], [3, -0.137905, 0.456538, 2.43064, 1.0], [4, -0.304314, 0.199929, 2.4662, 1.0], [5, -0.370683, -0.0038471, 2.34448, 1.0], [6, -0.430186, -0.163746, 2.20021, 1.0], [7, -0.443256, -0.230603, 2.13853, 1.0], [8, 0.0171265, 0.191076, 2.43852, 1.0], [9, 0.0895048, -0.00690863, 2.31406, 1.0], [10, 0.162322, -0.193652, 2.18863, 1.0], [11, 0.166614, -0.253983, 2.11954, 1.0], [12, -0.205728, -0.269124, 2.53952, 1.0], [13, -0.241799, -0.602011, 2.59852, 1.0], [14, -0.266052, -0.99921, 2.70505, 1.0], [15, -0.281617, -1.09086, 2.62984, 1.0], [16, -0.0540838, -0.269162, 2.5338, 1.0], [17, 0.00307755, -0.611738, 2.59654, 1.0], [18, 0.0635712, -1.01548, 2.69884, 1.0], [19, 0.0624336, -1.08521, 2.62441, 1.0], [20, -0.139625, 0.237984, 2.46866, 1.0], [21, -0.45065, -0.267466, 2.09453, 1.0], [22, -0.353153, -0.25379, 2.0917, 1.0], [23, 0.190924, -0.295782, 2.08678, 1.0], [24, 0.0772319, -0.266481, 2.07229, 1.0]]
