[[0, -0.205918, -0.250901, 2.5018, 1.0], [1, -0.196746, 0.0730447, 2.43227, 1.0], [2, -0.186531, 0.387854, 2.34869, 1.0], [3, -0.216003, 0.534031, 2.30471, 1.0], [4, -0.389339, 0.339891, 2.46739, 1.0], [5, -0.488583, 0.190926, 2.617, 1.0], [6, -0.452789, -0.0172167, 2.6444, 1.0], [7, -0.441629, -0.0862848, 2.65765, 1.0], [8, -0.00179399, 0.298669, 2.33533, 1.0], [9, 0.198832, 0.138922, 2.36168, 1.0], [10, 0.100686, -0.034527, 2.4291, 1.0], [11, 0.0581951, -0.0615952, 2.43938, 1.0], [12, -0.2912, -0.237421, 2.48571, 1.0], [13, -0.316424, -0.641306, 2.60503, 1.0], [14, -0.358605, -1.02586, 2.72639, 1.0], [15, -0.387939, -1.09766, 2.61914, 1.0], [16, -0.114249, -0.256703, 2.44122, 1.0], [17, -0.111965, -0.63646, 2.59361, 1.0], [18, -0.078233, -1.01721, 2.69146, 1.0], [19, -0.0842285, -1.08887, 2.58984, 1.0], [20, -0.18927, 0.310495, 2.37205, 1.0], [21, -0.439855, -0.0859383, 2.64698, 1.0], [22, -0.437541, -0.0854863, 2.63306, 1.0], [23, 0.0454218, -0.140444, 2.4521, 1.0], [24, 0.0209289, -0.0490069, 2.42439, 1.0]]
[[0, -0.205922, -0.250878, 2.50183, 1.0], [1, -0.196734, 0.0730717, 2.43227, 1.0], [2, -0.186474, 0.387919, 2.34859, 1.0], [3, -0.216076, 0.534054, 2.30468, 1.0], [4, -0.38934, 0.339891, 2.4674, 1.0], [5, -0.489734, 0.190593, 2.61917, 1.0], [6, -0.329662, 0.0456028, 2.59262, 1.0], [7, -0.277066, -0.00243541, 2.58788, 1.0], [8, -0.00188948, 0.298599, 2.33522, 1.0], [9, 0.198823, 0.138943, 2.3616, 1.0], [10, 0.100537, -0.0348615, 2.42934, 1.0], [11, 0.0570933, -0.0630157, 2.44037, 1.0], [12, -0.291198, -0.237368, 2.4858, 1.0], [13, -0.31018, -0.644944, 2.60729, 1.0], [14, -0.35856, -1.02568, 2.72639, 1.0], [15, -0.385328, -1.09452, 2.62402, 1.0], [16, -0.114254, -0.256695, 2.44122, 1.0], [17, -0.11191, -0.635498, 2.59303, 1.0], [18, -0.0783211, -1.01734, 2.69158, 1.0], [19, -0.0841425, -1.08908, 2.58999, 1.0], [20, -0.189228, 0.310549, 2.37198, 1.0], [21, -0.275914, -0.00242527, 2.57712, 1.0], [22, -0.27441, -0.00241206, 2.56308, 1.0], [23, 0.0354697, -0.161271, 2.46209, 1.0], [24, 0.0205623, -0.0490494, 2.42597, 1.0]]
[[0, -0.205977, -0.250988, 2.50194, 1.0], [1, -0.196805, 0.0730217, 2.43237, 1.0], [2, -0.186572, 0.387916, 2.34871, 1.0], [3, -0.216167, 0.534078, 2.30464, 1.0], [4, -0.389372, 0.339892, 2.46732, 1.0], [5, -0.489627, 0.190068, 2.61961, 1.0], [6, -0.328547, 0.0460029, 2.59193, 1.0], [7, -0.275615, -0.00172803, 2.58682, 1.0], [8, -0.00204143, 0.298488, 2.3351, 1.0], [9, 0.198649, 0.13914, 2.36124, 1.0], [10, 0.100806, -0.0351372, 2.42905, 1.0], [11, 0.0494018, -0.0677491, 2.44089, 1.0], [12, -0.291255, -0.237468, 2.48599, 1.0], [13, -0.311752, -0.644177, 2.60724, 1.0], [14, -0.358617, -1.0256, 2.72639, 1.0], [15, -0.383917, -1.09288, 2.6262, 1.0], [16, -0.114309, -0.25682, 2.44128, 1.0], [17, -0.111603, -0.632651, 2.59116, 1.0], [18, -0.0787867, -1.01764, 2.69178, 1.0], [19, -0.084323, -1.08913, 2.58998, 1.0], [20, -0.189318, 0.310534, 2.3721, 1.0], [21, -0.274468, -0.00172083, 2.57605, 1.0], [22, -0.274134, -0.00227729, 2.56287, 1.0], [23, 0.0196846, -0.165748, 2.46176, 1.0], [24, -0.00494854, -0.0389033, 2.40786, 1.0]]
[[0, -0.206116, -0.25, 2.50189, 1.0], [1, -0.197156, 0.0734187, 2.43243, 1.0], [2, -0.187279, 0.387995, 2.34892, 1.0], [3, -0.216352, 0.534081, 2.30467, 1.0], [4, -0.389471, 0.339855, 2.4673, 1.0], [5, -0.490373, 0.189768, 2.62082, 1.0], [6, -0.326364, 0.0496217, 2.58634, 1.0], [7, -0.272454, 0.00319514, 2.57896, 1.0], [8, -0.00217184, 0.298497, 2.33498, 1.0], [9, 0.198384, 0.139086, 2.36092, 1.0], [10, 0.10064, -0.0353361, 2.42913, 1.0], [11, 0.0478144, -0.0665522, 2.44087, 1.0], [12, -0.291368, -0.236557, 2.48593, 1.0], [13, -0.312797, -0.640399, 2.60605, 1.0], [14, -0.36037, -1.02273, 2.72929, 1.0], [15, -0.383192, -1.09146, 2.62755, 1.0], [16, -0.114473, -0.255786, 2.44125, 1.0], [17, -0.116082, -0.640033, 2.59296, 1.0], [18, -0.0789302, -1.01747, 2.69189, 1.0], [19, -0.0842987, -1.08894, 2.59031, 1.0], [20, -0.189902, 0.310695, 2.37226, 1.0], [21, -0.271317, 0.00318181, 2.5682, 1.0], [22, -0.269834, 0.00316441, 2.55416, 1.0], [23, 0.0218405, -0.158778, 2.44959, 1.0], [24, 0.00421611, -0.0441686, 2.42687, 1.0]]
[[0, -0.206581, -0.249639, 2.50194, 1.0], [1, -0.1976, 0.0736503, 2.43243, 1.0], [2, -0.187687, 0.388093, 2.34888, 1.0], [3, -0.216831, 0.534094, 2.30454, 1.0], [4, -0.389634, 0.339812, 2.46729, 1.0], [5, -0.491526, 0.190017, 2.62236, 1.0], [6, -0.326431, 0.0524183, 2.5795, 1.0], [7, -0.272158, 0.00683917, 2.56933, 1.0], [8, -0.00257779, 0.298268, 2.33458, 1.0], [9, 0.197847, 0.138823, 2.36078, 1.0], [10, 0.100031, -0.0356422, 2.42946, 1.0], [11, 0.0444931, -0.067492, 2.44094, 1.0], [12, -0.291803, -0.236153, 2.48609, 1.0], [13, -0.313482, -0.639938, 2.60616, 1.0], [14, -0.360339, -1.02325, 2.72918, 1.0], [15, -0.382996, -1.09109, 2.63006, 1.0], [16, -0.114969, -0.25547, 2.44122, 1.0], [17, -0.118977, -0.64463, 2.59443, 1.0], [18, -0.0790188, -1.01612, 2.69213, 1.0], [19, -0.0845269, -1.08908, 2.59042, 1.0], [20, -0.190322, 0.310824, 2.37222, 1.0], [21, -0.271018, 0.00681053, 2.55857, 1.0], [22, -0.269532, 0.00677317, 2.54453, 1.0], [23, 0.0196632, -0.161994, 2.45592, 1.0], [24, -0.00882913, -0.0509448, 2.40771, 1.0]]
[[0, -0.207122, -0.249723, 2.50221, 1.0], [1, -0.198184, 0.073496, 2.43254, 1.0], [2, -0.188347, 0.387826, 2.34884, 1.0], [3, -0.217606, 0.533864, 2.30383, 1.0], [4, -0.389996, 0.339521, 2.46651, 1.0], [5, -0.491746, 0.190093, 2.62279, 1.0], [6, -0.325831, 0.0534644, 2.57862, 1.0], [7, -0.271284, 0.00820828, 2.56802, 1.0], [8, -0.00320454, 0.298104, 2.33418, 1.0], [9, 0.19712, 0.138492, 2.36004, 1.0], [10, 0.0988155, -0.0356356, 2.42938, 1.0], [11, 0.0461643, -0.0629444, 2.43911, 1.0], [12, -0.292396, -0.236252, 2.48649, 1.0], [13, -0.313939, -0.639539, 2.60624, 1.0], [14, -0.360225, -1.02387, 2.72908, 1.0], [15, -0.382885, -1.09103, 2.6301, 1.0], [16, -0.115448, -0.255542, 2.44139, 1.0], [17, -0.117077, -0.637616, 2.59098, 1.0], [18, -0.0792004, -1.01621, 2.69239, 1.0], [19, -0.0845697, -1.08913, 2.59065, 1.0], [20, -0.190965, 0.310586, 2.37223, 1.0], [21, -0.270148, 0.0081739, 2.55726, 1.0], [22, -0.268665, 0.00812904, 2.54323, 1.0], [23, 0.0319062, -0.145685, 2.44625, 1.0], [24, -0.00666885, -0.0602331, 2.41417, 1.0]]
[[0, -0.207452, -0.249852, 2.50232, 1.0], [1, -0.198889, 0.0734502, 2.43249, 1.0], [2, -0.189629, 0.38791, 2.34848, 1.0], [3, -0.218661, 0.533813, 2.303, 1.0], [4, -0.390669, 0.339234, 2.46636, 1.0], [5, -0.492692, 0.189859, 2.62376, 1.0], [6, -0.32416, 0.0558036, 2.58113, 1.0], [7, -0.268742, 0.0114052, 2.57104, 1.0], [8, -0.00396225, 0.298112, 2.33381, 1.0], [9, 0.19575, 0.138269, 2.35886, 1.0], [10, 0.0974938, -0.0362315, 2.42791, 1.0], [11, 0.0433238, -0.0611036, 2.43789, 1.0], [12, -0.292728, -0.236436, 2.48667, 1.0], [13, -0.314593, -0.639508, 2.60656, 1.0], [14, -0.360689, -1.02339, 2.72875, 1.0], [15, -0.379493, -1.09098, 2.6303, 1.0], [16, -0.115771, -0.255624, 2.44144, 1.0], [17, -0.116132, -0.637752, 2.59208, 1.0], [18, -0.0800657, -1.01548, 2.69365, 1.0], [19, -0.084358, -1.08838, 2.5914, 1.0], [20, -0.192093, 0.31063, 2.37196, 1.0], [21, -0.267618, 0.0113575, 2.56028, 1.0], [22, -0.266151, 0.0112952, 2.54625, 1.0], [23, 0.0285753, -0.1487, 2.44958, 1.0], [24, -0.00487822, -0.0563457, 2.41568, 1.0]]
[[0, -0.208462, -0.249608, 2.50264, 1.0], [1, -0.199999, 0.0736237, 2.4325, 1.0], [2, -0.190812, 0.387977, 2.3482, 1.0], [3, -0.220226, 0.533669, 2.3022, 1.0], [4, -0.391482, 0.339284, 2.46648, 1.0], [5, -0.493718, 0.190235, 2.62457, 1.0], [6, -0.324877, 0.0571404, 2.57874, 1.0], [7, -0.269356, 0.0130621, 2.56758, 1.0], [8, -0.0056195, 0.297982, 2.33297, 1.0], [9, 0.193915, 0.138143, 2.35734, 1.0], [10, 0.096363, -0.0362862, 2.42769, 1.0], [11, 0.044381, -0.0611265, 2.43823, 1.0], [12, -0.293601, -0.236166, 2.48706, 1.0], [13, -0.315312, -0.639419, 2.60684, 1.0], [14, -0.360809, -1.02305, 2.72789, 1.0], [15, -0.380255, -1.09067, 2.62677, 1.0], [16, -0.1169, -0.255419, 2.44168, 1.0], [17, -0.115355, -0.638419, 2.59342, 1.0], [18, -0.0809825, -1.01717, 2.69397, 1.0], [19, -0.0845657, -1.08889, 2.59098, 1.0], [20, -0.193264, 0.310725, 2.37175, 1.0], [21, -0.268228, 0.0130074, 2.55683, 1.0], [22, -0.266756, 0.012936, 2.54279, 1.0], [23, 0.0218129, -0.148414, 2.44483, 1.0], [24, -0.0049433, -0.0498308, 2.42373, 1.0]]
[[0, -0.211104, -0.249767, 2.50404, 1.0], [1, -0.202489, 0.073642, 2.43296, 1.0], [2, -0.193254, 0.388114, 2.34786, 1.0], [3, -0.22188, 0.533692, 2.30175, 1.0], [4, -0.392382, 0.339511, 2.46605, 1.0], [5, -0.494865, 0.190668, 2.62617, 1.0], [6, -0.327194, 0.0563023, 2.57859, 1.0], [7, -0.272065, 0.0118004, 2.56684, 1.0], [8, -0.00732326, 0.297671, 2.33186, 1.0], [9, 0.19184, 0.137268, 2.35558, 1.0], [10, 0.0933447, -0.0368117, 2.42597, 1.0], [11, 0.0367766, -0.0653251, 2.43885, 1.0], [12, -0.295968, -0.236136, 2.48828, 1.0], [13, -0.316348, -0.639254, 2.60715, 1.0], [14, -0.360798, -1.02314, 2.72782, 1.0], [15, -0.380507, -1.09029, 2.6276, 1.0], [16, -0.119741, -0.255786, 2.44327, 1.0], [17, -0.116516, -0.640224, 2.59428, 1.0], [18, -0.081157, -1.01734, 2.69426, 1.0], [19, -0.0844539, -1.08896, 2.59076, 1.0], [20, -0.195712, 0.310833, 2.37161, 1.0], [21, -0.270925, 0.011751, 2.55608, 1.0], [22, -0.269405, 0.0108403, 2.54326, 1.0], [23, 0.0117408, -0.151061, 2.44242, 1.0], [24, -0.0210755, -0.0428873, 2.39773, 1.0]]
[[0, -0.216153, -0.249346, 2.50629, 1.0], [1, -0.2059, 0.0738534, 2.4337, 1.0], [2, -0.195344, 0.388162, 2.34762, 1.0], [3, -0.224259, 0.53355, 2.30062, 1.0], [4, -0.394668, 0.340358, 2.46632, 1.0], [5, -0.496042, 0.190792, 2.62787, 1.0], [6, -0.328558, 0.056831, 2.57701, 1.0], [7, -0.273492, 0.0124634, 2.56417, 1.0], [8, -0.0101904, 0.296865, 2.33077, 1.0], [9, 0.189319, 0.136393, 2.35365, 1.0], [10, 0.0914643, -0.0380694, 2.42443, 1.0], [11, 0.0300215, -0.0697455, 2.43741, 1.0], [12, -0.300957, -0.237209, 2.4913, 1.0], [13, -0.309997, -0.646428, 2.6125, 1.0], [14, -0.360859, -1.0238, 2.72765, 1.0], [15, -0.380556, -1.09009, 2.62787, 1.0], [16, -0.125087, -0.253863, 2.44492, 1.0], [17, -0.116848, -0.640195, 2.59458, 1.0], [18, -0.081089, -1.01734, 2.69423, 1.0], [19, -0.0844862, -1.08896, 2.59073, 1.0], [20, -0.198094, 0.310915, 2.37157, 1.0], [21, -0.272345, 0.0124111, 2.55341, 1.0], [22, -0.270848, 0.0123429, 2.53938, 1.0], [23, 0.00361185, -0.15744, 2.44737, 1.0], [24, -0.0211092, -0.0331276, 2.39615, 1.0]]
[[0, -0.219381, -0.249331, 2.50693, 1.0], [1, -0.209012, 0.0735286, 2.43396, 1.0], [2, -0.198058, 0.387503, 2.34739, 1.0], [3, -0.22647, 0.533335, 2.29979, 1.0], [4, -0.395701, 0.340605, 2.46553, 1.0], [5, -0.497236, 0.190155, 2.62971, 1.0], [6, -0.606246, 0.351018, 2.52767, 1.0], [7, -0.643368, 0.404947, 2.49777, 1.0], [8, -0.0128251, 0.296154, 2.32949, 1.0], [9, 0.186107, 0.135474, 2.35213, 1.0], [10, 0.0736279, -0.0414281, 2.43102, 1.0], [11, 0.0116684, -0.0823051, 2.4343, 1.0], [12, -0.30424, -0.238371, 2.4925, 1.0], [13, -0.309284, -0.646525, 2.61278, 1.0], [14, -0.360467, -1.02303, 2.72774, 1.0], [15, -0.38057, -1.08886, 2.63045, 1.0], [16, -0.128377, -0.252713, 2.44503, 1.0], [17, -0.117265, -0.64016, 2.59515, 1.0], [18, -0.0823085, -1.01716, 2.6944, 1.0], [19, -0.0848292, -1.08912, 2.59066, 1.0], [20, -0.200933, 0.310335, 2.37146, 1.0], [21, -0.640702, 0.403269, 2.48742, 1.0], [22, -0.637226, 0.40108, 2.47392, 1.0], [23, -0.0168531, -0.158804, 2.42923, 1.0], [24, -0.0353485, -0.0378976, 2.37179, 1.0]]
