[[0, 530.655, 354.451, 0.794671, 1.0], [1, 527.742, 373.541, 0.84531, 1.0], [2, 508.602, 375.025, 0.810661, 1.0], [3, 488.153, 341.188, 0.790321, 1.0], [4, 476.387, 308.885, 0.895964, 1.0], [5, 548.284, 373.503, 0.861914, 1.0], [6, 571.802, 345.625, 0.864742, 1.0], [7, 593.86, 313.311, 0.881282, 1.0], [8, 529.175, 463.046, 0.767363, 1.0], [9, 510.164, 463.068, 0.808047, 1.0], [10, 510.132, 521.844, 0.698132, 1.0], [11, 511.489, 536.589, 0.058367, 1.0], [12, 546.769, 461.667, 0.804956, 1.0], [13, 546.78, 521.865, 0.717198, 1.0], [14, 0, 0, 0, 1.0], [15, 523.326, 347.145, 0.858116, 1.0], [16, 533.659, 347.132, 0.879207, 1.0], [17, 513.037, 354.428, 0.780893, 1.0], [18, 542.432, 354.403, 0.662465, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 529.213, 354.421, 0.771671, 1.0], [1, 527.743, 373.547, 0.843747, 1.0], [2, 508.604, 375.025, 0.811969, 1.0], [3, 488.144, 339.759, 0.79013, 1.0], [4, 476.388, 308.883, 0.894025, 1.0], [5, 548.298, 373.514, 0.860452, 1.0], [6, 571.801, 345.644, 0.860351, 1.0], [7, 593.835, 313.321, 0.887156, 1.0], [8, 530.627, 463.104, 0.78476, 1.0], [9, 511.529, 463.125, 0.818298, 1.0], [10, 510.16, 523.296, 0.693718, 1.0], [11, 0, 0, 0, 1.0], [12, 546.795, 463.103, 0.81857, 1.0], [13, 546.789, 523.296, 0.692358, 1.0], [14, 0, 0, 0, 1.0], [15, 523.297, 347.13, 0.850947, 1.0], [16, 533.629, 347.116, 0.872355, 1.0], [17, 513.029, 354.426, 0.774812, 1.0], [18, 542.398, 352.989, 0.666627, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 530.675, 354.44, 0.789145, 1.0], [1, 527.748, 373.552, 0.843384, 1.0], [2, 508.599, 376.445, 0.814391, 1.0], [3, 488.152, 339.731, 0.778657, 1.0], [4, 476.388, 308.88, 0.895724, 1.0], [5, 548.302, 373.508, 0.858076, 1.0], [6, 571.799, 345.647, 0.865723, 1.0], [7, 593.823, 313.321, 0.896481, 1.0], [8, 530.633, 463.087, 0.787766, 1.0], [9, 511.532, 463.11, 0.822797, 1.0], [10, 511.516, 521.867, 0.712129, 1.0], [11, 0, 0, 0, 1.0], [12, 546.798, 463.084, 0.818114, 1.0], [13, 546.779, 523.276, 0.705544, 1.0], [14, 0, 0, 0, 1.0], [15, 523.336, 347.138, 0.856511, 1.0], [16, 533.666, 347.132, 0.870444, 1.0], [17, 513.035, 354.424, 0.78373, 1.0], [18, 542.415, 354.401, 0.605513, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 530.674, 354.451, 0.778818, 1.0], [1, 527.76, 374.99, 0.83435, 1.0], [2, 508.636, 377.912, 0.828274, 1.0], [3, 488.151, 339.736, 0.78368, 1.0], [4, 476.394, 307.445, 0.878909, 1.0], [5, 548.297, 373.526, 0.854258, 1.0], [6, 571.789, 345.676, 0.86338, 1.0], [7, 593.816, 313.347, 0.885178, 1.0], [8, 530.66, 463.096, 0.796311, 1.0], [9, 511.55, 463.115, 0.822921, 1.0], [10, 511.534, 521.86, 0.713184, 1.0], [11, 0, 0, 0, 1.0], [12, 546.813, 463.098, 0.819095, 1.0], [13, 546.76, 521.889, 0.723057, 1.0], [14, 0, 0, 0, 1.0], [15, 523.333, 347.151, 0.846686, 1.0], [16, 533.666, 347.138, 0.859438, 1.0], [17, 513.036, 354.447, 0.789408, 1.0], [18, 542.419, 354.407, 0.609354, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 529.215, 354.419, 0.746155, 1.0], [1, 527.745, 375.004, 0.829466, 1.0], [2, 508.62, 377.917, 0.827725, 1.0], [3, 488.158, 341.194, 0.779045, 1.0], [4, 476.393, 307.443, 0.869918, 1.0], [5, 548.295, 373.535, 0.854533, 1.0], [6, 571.809, 345.649, 0.850549, 1.0], [7, 593.83, 313.298, 0.898542, 1.0], [8, 530.67, 463.106, 0.79931, 1.0], [9, 511.56, 463.124, 0.822862, 1.0], [10, 511.586, 521.848, 0.699268, 1.0], [11, 0, 0, 0, 1.0], [12, 546.813, 463.108, 0.819829, 1.0], [13, 546.753, 521.879, 0.726881, 1.0], [14, 0, 0, 0, 1.0], [15, 523.297, 347.134, 0.827825, 1.0], [16, 533.624, 347.115, 0.848869, 1.0], [17, 513.043, 355.843, 0.772471, 1.0], [18, 542.416, 354.41, 0.667733, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 530.679, 354.422, 0.767075, 1.0], [1, 527.74, 374.993, 0.836568, 1.0], [2, 508.616, 377.905, 0.82434, 1.0], [3, 488.148, 339.759, 0.786252, 1.0], [4, 476.393, 307.427, 0.867152, 1.0], [5, 548.278, 373.537, 0.858465, 1.0], [6, 571.813, 345.656, 0.850478, 1.0], [7, 593.833, 313.294, 0.900991, 1.0], [8, 530.642, 463.111, 0.792066, 1.0], [9, 511.533, 463.133, 0.817171, 1.0], [10, 511.605, 520.394, 0.678841, 1.0], [11, 0, 0, 0, 1.0], [12, 546.814, 463.105, 0.817838, 1.0], [13, 546.836, 521.869, 0.714061, 1.0], [14, 0, 0, 0, 1.0], [15, 523.343, 347.132, 0.841244, 1.0], [16, 535.008, 347.123, 0.85735, 1.0], [17, 513.054, 354.443, 0.777757, 1.0], [18, 542.432, 354.411, 0.619657, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 530.693, 354.425, 0.776547, 1.0], [1, 527.751, 374.983, 0.838001, 1.0], [2, 508.618, 377.903, 0.821877, 1.0], [3, 488.13, 338.299, 0.792113, 1.0], [4, 476.394, 305.982, 0.858624, 1.0], [5, 548.285, 373.532, 0.857361, 1.0], [6, 571.809, 345.651, 0.851403, 1.0], [7, 593.842, 313.29, 0.900949, 1.0], [8, 530.638, 463.101, 0.790121, 1.0], [9, 511.535, 463.129, 0.817665, 1.0], [10, 511.622, 520.384, 0.679359, 1.0], [11, 0, 0, 0, 1.0], [12, 546.805, 463.091, 0.819424, 1.0], [13, 546.837, 521.812, 0.72384, 1.0], [14, 0, 0, 0, 1.0], [15, 523.352, 347.132, 0.845224, 1.0], [16, 535.017, 347.128, 0.861387, 1.0], [17, 513.069, 354.442, 0.778356, 1.0], [18, 542.436, 354.415, 0.611164, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 527.752, 354.446, 0.743419, 1.0], [1, 527.73, 374.997, 0.83551, 1.0], [2, 508.606, 376.49, 0.819097, 1.0], [3, 488.131, 338.302, 0.798613, 1.0], [4, 476.397, 305.977, 0.855845, 1.0], [5, 548.275, 373.557, 0.854104, 1.0], [6, 571.831, 345.634, 0.842442, 1.0], [7, 593.835, 311.897, 0.915616, 1.0], [8, 529.195, 463.122, 0.782127, 1.0], [9, 510.173, 463.156, 0.80758, 1.0], [10, 511.635, 521.852, 0.658918, 1.0], [11, 0, 0, 0, 1.0], [12, 546.787, 463.108, 0.820524, 1.0], [13, 546.849, 521.841, 0.706871, 1.0], [14, 0, 0, 0, 1.0], [15, 523.264, 347.162, 0.82207, 1.0], [16, 533.587, 347.129, 0.836684, 1.0], [17, 513.032, 355.875, 0.779156, 1.0], [18, 542.387, 352.987, 0.661746, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 527.752, 355.848, 0.751441, 1.0], [1, 527.721, 375.007, 0.833602, 1.0], [2, 508.603, 377.911, 0.820069, 1.0], [3, 488.135, 339.739, 0.796812, 1.0], [4, 476.392, 305.994, 0.857507, 1.0], [5, 548.273, 373.568, 0.852326, 1.0], [6, 571.821, 345.638, 0.845766, 1.0], [7, 593.844, 311.892, 0.917436, 1.0], [8, 527.753, 463.151, 0.778545, 1.0], [9, 510.136, 464.551, 0.800526, 1.0], [10, 511.617, 523.313, 0.656488, 1.0], [11, 0, 0, 0, 1.0], [12, 546.783, 463.133, 0.820209, 1.0], [13, 546.83, 521.881, 0.689659, 1.0], [14, 0, 0, 0, 1.0], [15, 521.913, 348.53, 0.82505, 1.0], [16, 533.587, 347.137, 0.84128, 1.0], [17, 511.652, 355.886, 0.795538, 1.0], [18, 542.388, 354.396, 0.651179, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 527.761, 355.861, 0.744585, 1.0], [1, 527.711, 376.434, 0.833226, 1.0], [2, 508.6, 377.916, 0.823254, 1.0], [3, 488.119, 338.309, 0.799014, 1.0], [4, 476.398, 305.984, 0.854051, 1.0], [5, 548.267, 374.986, 0.848328, 1.0], [6, 571.8, 345.652, 0.850988, 1.0], [7, 593.829, 311.917, 0.907249, 1.0], [8, 527.749, 464.529, 0.77571, 1.0], [9, 510.14, 464.572, 0.798312, 1.0], [10, 511.597, 523.371, 0.649512, 1.0], [11, 0, 0, 0, 1.0], [12, 546.774, 463.147, 0.817619, 1.0], [13, 546.835, 523.287, 0.685491, 1.0], [14, 0, 0, 0, 1.0], [15, 523.266, 348.538, 0.817175, 1.0], [16, 533.594, 347.149, 0.826122, 1.0], [17, 511.661, 355.876, 0.788885, 1.0], [18, 542.389, 354.398, 0.645151, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 529.17, 355.878, 0.735416, 1.0], [1, 527.707, 376.458, 0.832373, 1.0], [2, 508.598, 377.924, 0.818142, 1.0], [3, 488.107, 338.3, 0.806303, 1.0], [4, 476.395, 305.953, 0.851896, 1.0], [5, 546.891, 375.02, 0.850909, 1.0], [6, 571.793, 345.651, 0.842072, 1.0], [7, 593.812, 313.286, 0.898981, 1.0], [8, 527.734, 463.154, 0.776589, 1.0], [9, 510.137, 464.56, 0.797368, 1.0], [10, 511.604, 523.288, 0.646848, 1.0], [11, 0, 0, 0, 1.0], [12, 546.756, 463.131, 0.816994, 1.0], [13, 546.817, 521.857, 0.708603, 1.0], [14, 0, 0, 0, 1.0], [15, 523.265, 348.552, 0.803256, 1.0], [16, 533.594, 347.161, 0.809954, 1.0], [17, 511.661, 355.882, 0.772506, 1.0], [18, 542.381, 352.978, 0.615559, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
