[[0, -0.30587, -0.349565, 2.54362, 1.0], [1, -0.315429, -0.0464208, 2.48497, 1.0], [2, -0.322908, 0.249622, 2.41318, 1.0], [3, -0.321967, 0.377717, 2.39979, 1.0], [4, -0.461727, 0.135773, 2.37402, 1.0], [5, -0.565972, 0.0947094, 2.19467, 1.0], [6, -0.34231, 0.0622958, 2.03448, 1.0], [7, -0.268653, 0.0516438, 1.98489, 1.0], [8, -0.180007, 0.139437, 2.37679, 1.0], [9, -0.157382, -0.126431, 2.40988, 1.0], [10, -0.153166, -0.0564944, 2.14046, 1.0], [11, -0.0876714, 0.0173922, 1.87345, 1.0], [12, -0.365772, -0.345472, 2.50784, 1.0], [13, -0.446574, -0.64096, 2.55072, 1.0], [14, -0.494515, -1.02412, 2.67498, 1.0], [15, -0.508301, -1.08789, 2.60156, 1.0], [16, -0.23741, -0.343894, 2.50836, 1.0], [17, -0.173413, -0.588039, 2.52997, 1.0], [18, -0.142658, -1.00627, 2.6168, 1.0], [19, -0.125366, -1.0791, 2.56445, 1.0], [20, -0.321395, 0.176637, 2.43346, 1.0], [21, -0.267296, 0.0513829, 1.97486, 1.0], [22, -0.265526, 0.0510426, 1.96178, 1.0], [23, -0.0679064, 0.0235472, 1.85, 1.0], [24, -0.162205, 0.020488, 1.845, 1.0]]
[[0, -0.303064, -0.345932, 2.50307, 1.0], [1, -0.313399, -0.0456928, 2.47431, 1.0], [2, -0.322262, 0.249478, 2.41284, 1.0], [3, -0.321962, 0.377511, 2.39895, 1.0], [4, -0.461637, 0.135757, 2.37372, 1.0], [5, -0.562037, 0.0968989, 2.19447, 1.0], [6, -0.554897, 0.0280341, 1.92842, 1.0], [7, -0.567657, 0.0497338, 1.87473, 1.0], [8, -0.179993, 0.13944, 2.37648, 1.0], [9, -0.164315, -0.122809, 2.30492, 1.0], [10, -0.135882, -0.0303959, 2.04757, 1.0], [11, -0.0828748, 0.0253237, 1.87045, 1.0], [12, -0.362983, -0.342038, 2.46751, 1.0], [13, -0.445336, -0.637838, 2.54889, 1.0], [14, -0.495019, -1.02367, 2.67429, 1.0], [15, -0.508301, -1.08778, 2.60145, 1.0], [16, -0.23458, -0.340065, 2.468, 1.0], [17, -0.173388, -0.587801, 2.5297, 1.0], [18, -0.142912, -1.00667, 2.61707, 1.0], [19, -0.125322, -1.07928, 2.56445, 1.0], [20, -0.320553, 0.176555, 2.43222, 1.0], [21, -0.605108, 0.0308185, 1.84747, 1.0], [22, -0.620551, 0.0566521, 1.86823, 1.0], [23, -0.0649571, 0.0321215, 1.84753, 1.0], [24, -0.139647, 0.0245878, 1.83875, 1.0]]
[[0, -0.306644, -0.346459, 2.50366, 1.0], [1, -0.316041, -0.0460231, 2.47199, 1.0], [2, -0.323164, 0.2491, 2.41273, 1.0], [3, -0.321888, 0.377602, 2.39844, 1.0], [4, -0.461623, 0.135694, 2.37358, 1.0], [5, -0.557973, 0.0971672, 2.19696, 1.0], [6, -0.528173, 0.0496006, 1.93362, 1.0], [7, -0.561695, 0.0562626, 1.87273, 1.0], [8, -0.179979, 0.139382, 2.37629, 1.0], [9, -0.132843, 0.0855438, 2.14593, 1.0], [10, -0.119037, 0.0301249, 1.90449, 1.0], [11, -0.0894588, 0.0325072, 1.8698, 1.0], [12, -0.366428, -0.342531, 2.46764, 1.0], [13, -0.432933, -0.690336, 2.54022, 1.0], [14, -0.495634, -1.03335, 2.67355, 1.0], [15, -0.510355, -1.09605, 2.59903, 1.0], [16, -0.238288, -0.340647, 2.46926, 1.0], [17, -0.177564, -0.688388, 2.54679, 1.0], [18, -0.13433, -1.03209, 2.62233, 1.0], [19, -0.125769, -1.08584, 2.56287, 1.0], [20, -0.321765, 0.176186, 2.43146, 1.0], [21, -0.566381, 0.0507088, 1.85059, 1.0], [22, -0.613352, 0.060048, 1.85563, 1.0], [23, -0.063962, 0.0289316, 1.84577, 1.0], [24, -0.146362, 0.0334712, 1.84183, 1.0]]
[[0, -0.308505, -0.346617, 2.504, 1.0], [1, -0.317446, -0.0456299, 2.47049, 1.0], [2, -0.323693, 0.249421, 2.41246, 1.0], [3, -0.321984, 0.377784, 2.39807, 1.0], [4, -0.46162, 0.135726, 2.37355, 1.0], [5, -0.551517, 0.0962184, 2.19564, 1.0], [6, -0.515288, 0.0564068, 1.93438, 1.0], [7, -0.55983, 0.0627996, 1.87245, 1.0], [8, -0.179988, 0.139409, 2.37623, 1.0], [9, -0.136074, 0.0881975, 2.14692, 1.0], [10, -0.123611, 0.0345058, 1.90492, 1.0], [11, -0.0890167, 0.0404486, 1.86944, 1.0], [12, -0.368242, -0.34265, 2.46754, 1.0], [13, -0.435493, -0.703026, 2.54435, 1.0], [14, -0.494885, -1.04083, 2.67242, 1.0], [15, -0.510873, -1.09813, 2.59787, 1.0], [16, -0.240229, -0.340859, 2.47015, 1.0], [17, -0.177904, -0.688087, 2.54656, 1.0], [18, -0.133801, -1.03277, 2.62204, 1.0], [19, -0.125617, -1.08538, 2.56554, 1.0], [20, -0.322548, 0.176603, 2.43067, 1.0], [21, -0.559719, 0.0579177, 1.84777, 1.0], [22, -0.600743, 0.0686168, 1.85785, 1.0], [23, -0.0674227, 0.0364516, 1.84333, 1.0], [24, -0.150889, 0.0406519, 1.84036, 1.0]]
[[0, -0.309628, -0.346658, 2.50437, 1.0], [1, -0.318575, -0.0457128, 2.46976, 1.0], [2, -0.324796, 0.249122, 2.41246, 1.0], [3, -0.321967, 0.377813, 2.39768, 1.0], [4, -0.461646, 0.135593, 2.37341, 1.0], [5, -0.548157, 0.0977388, 2.1945, 1.0], [6, -0.50665, 0.0588448, 1.93533, 1.0], [7, -0.560561, 0.0684324, 1.87038, 1.0], [8, -0.180317, 0.139562, 2.37603, 1.0], [9, -0.285656, 0.0996449, 2.1307, 1.0], [10, -0.167262, 0.0444491, 1.90012, 1.0], [11, -0.0869769, 0.0452823, 1.86901, 1.0], [12, -0.369319, -0.342812, 2.46762, 1.0], [13, -0.435432, -0.703779, 2.54455, 1.0], [14, -0.4946, -1.04142, 2.67049, 1.0], [15, -0.510934, -1.09956, 2.59749, 1.0], [16, -0.241399, -0.340767, 2.47088, 1.0], [17, -0.178634, -0.687563, 2.54375, 1.0], [18, -0.133997, -1.03418, 2.62206, 1.0], [19, -0.12518, -1.08672, 2.56925, 1.0], [20, -0.323639, 0.176368, 2.43029, 1.0], [21, -0.567032, 0.063042, 1.84977, 1.0], [22, -0.606778, 0.0753089, 1.86515, 1.0], [23, -0.0335426, 0.0417697, 1.84533, 1.0], [24, -0.0927405, 0.0541876, 1.82803, 1.0]]
[[0, -0.310334, -0.346436, 2.50448, 1.0], [1, -0.318988, -0.045765, 2.46911, 1.0], [2, -0.324949, 0.248797, 2.41228, 1.0], [3, -0.321872, 0.378009, 2.39694, 1.0], [4, -0.461634, 0.135622, 2.37336, 1.0], [5, -0.546756, 0.101771, 2.19349, 1.0], [6, -0.515974, 0.0629873, 1.93357, 1.0], [7, -0.5619, 0.0734323, 1.8706, 1.0], [8, -0.180367, 0.139663, 2.37592, 1.0], [9, -0.210604, 0.0951519, 2.1112, 1.0], [10, -0.150784, 0.0413035, 1.86573, 1.0], [11, -0.0976844, 0.0510753, 1.86815, 1.0], [12, -0.370025, -0.342602, 2.46755, 1.0], [13, -0.435375, -0.703762, 2.54417, 1.0], [14, -0.494618, -1.04395, 2.67095, 1.0], [15, -0.511481, -1.10132, 2.59675, 1.0], [16, -0.242092, -0.340536, 2.47121, 1.0], [17, -0.178213, -0.687965, 2.53942, 1.0], [18, -0.133965, -1.03489, 2.62206, 1.0], [19, -0.125121, -1.0871, 2.57064, 1.0], [20, -0.323856, 0.176079, 2.42987, 1.0], [21, -0.563972, 0.0669354, 1.84559, 1.0], [22, -0.606378, 0.0784784, 1.86227, 1.0], [23, -0.0603109, 0.04842, 1.84225, 1.0], [24, -0.100742, 0.0555952, 1.82542, 1.0]]
[[0, -0.311219, -0.34601, 2.50473, 1.0], [1, -0.319564, -0.0455636, 2.46842, 1.0], [2, -0.325247, 0.248701, 2.41191, 1.0], [3, -0.321899, 0.377685, 2.39611, 1.0], [4, -0.46165, 0.135594, 2.37331, 1.0], [5, -0.535276, 0.11095, 2.18657, 1.0], [6, -0.508065, 0.0663635, 1.92739, 1.0], [7, -0.560588, 0.07615, 1.8686, 1.0], [8, -0.180447, 0.139643, 2.37587, 1.0], [9, -0.279, 0.0992376, 2.12868, 1.0], [10, -0.166006, 0.0523698, 1.89455, 1.0], [11, -0.0919976, 0.0526988, 1.86734, 1.0], [12, -0.37091, -0.342183, 2.46776, 1.0], [13, -0.435361, -0.704327, 2.54282, 1.0], [14, -0.495198, -1.04716, 2.67085, 1.0], [15, -0.511519, -1.10263, 2.59658, 1.0], [16, -0.242912, -0.340132, 2.47152, 1.0], [17, -0.178153, -0.688697, 2.52787, 1.0], [18, -0.133967, -1.03637, 2.62137, 1.0], [19, -0.12589, -1.08841, 2.57141, 1.0], [20, -0.324258, 0.176046, 2.42924, 1.0], [21, -0.577624, 0.0728655, 1.84661, 1.0], [22, -0.606328, 0.0853707, 1.8565, 1.0], [23, -0.038372, 0.0503895, 1.84406, 1.0], [24, -0.0934087, 0.0620768, 1.82567, 1.0]]
[[0, -0.312515, -0.345315, 2.50516, 1.0], [1, -0.320241, -0.0453826, 2.46771, 1.0], [2, -0.325639, 0.248411, 2.41122, 1.0], [3, -0.321792, 0.377032, 2.39512, 1.0], [4, -0.461831, 0.135285, 2.3733, 1.0], [5, -0.545996, 0.112079, 2.19136, 1.0], [6, -0.534874, 0.0712191, 1.93044, 1.0], [7, -0.565527, 0.0774433, 1.86979, 1.0], [8, -0.180586, 0.13966, 2.37575, 1.0], [9, -0.246048, 0.101627, 2.11696, 1.0], [10, -0.103442, 0.0594129, 1.89902, 1.0], [11, -0.0671872, 0.0565654, 1.86334, 1.0], [12, -0.372111, -0.341673, 2.46795, 1.0], [13, -0.434995, -0.713829, 2.53897, 1.0], [14, -0.495434, -1.05022, 2.67126, 1.0], [15, -0.512284, -1.10447, 2.59557, 1.0], [16, -0.244258, -0.339252, 2.47225, 1.0], [17, -0.177283, -0.686934, 2.51193, 1.0], [18, -0.133844, -1.03811, 2.61856, 1.0], [19, -0.125211, -1.09023, 2.57144, 1.0], [20, -0.324738, 0.175868, 2.42838, 1.0], [21, -0.569794, 0.0733739, 1.84729, 1.0], [22, -0.616346, 0.0719181, 1.85689, 1.0], [23, 0.00542093, 0.0530856, 1.84433, 1.0], [24, -0.0857458, 0.0696122, 1.82877, 1.0]]
[[0, -0.313528, -0.34455, 2.50578, 1.0], [1, -0.32074, -0.0456772, 2.46738, 1.0], [2, -0.326403, 0.246036, 2.41059, 1.0], [3, -0.321448, 0.375423, 2.39401, 1.0], [4, -0.461915, 0.134564, 2.37327, 1.0], [5, -0.544834, 0.113484, 2.19045, 1.0], [6, -0.55204, 0.0721724, 1.9296, 1.0], [7, -0.570655, 0.0768891, 1.87044, 1.0], [8, -0.180821, 0.138916, 2.37576, 1.0], [9, -0.246299, 0.101249, 2.11695, 1.0], [10, -0.103546, 0.0593723, 1.89907, 1.0], [11, -0.0688274, 0.0567434, 1.8623, 1.0], [12, -0.373158, -0.340872, 2.46859, 1.0], [13, -0.433472, -0.716073, 2.53175, 1.0], [14, -0.489123, -1.04638, 2.66381, 1.0], [15, -0.512962, -1.10626, 2.5948, 1.0], [16, -0.245185, -0.33857, 2.47287, 1.0], [17, -0.176165, -0.685736, 2.4984, 1.0], [18, -0.134439, -1.03936, 2.61683, 1.0], [19, -0.124385, -1.09132, 2.57091, 1.0], [20, -0.325425, 0.174232, 2.4277, 1.0], [21, -0.573568, 0.0720414, 1.84749, 1.0], [22, -0.620335, 0.0741187, 1.85428, 1.0], [23, -0.000158527, 0.0537823, 1.84462, 1.0], [24, -0.0871948, 0.0683151, 1.82847, 1.0]]
[[0, -0.31458, -0.345977, 2.50671, 1.0], [1, -0.321425, -0.0480714, 2.46725, 1.0], [2, -0.326585, 0.24193, 2.41052, 1.0], [3, -0.321435, 0.372577, 2.39335, 1.0], [4, -0.461614, 0.13282, 2.37324, 1.0], [5, -0.541262, 0.104606, 2.1189, 1.0], [6, -0.555435, 0.0640505, 1.87706, 1.0], [7, -0.570561, 0.0747952, 1.87474, 1.0], [8, -0.180909, 0.137597, 2.37592, 1.0], [9, -0.246593, 0.100552, 2.11805, 1.0], [10, -0.1582, 0.0597468, 1.87335, 1.0], [11, -0.0943896, 0.0530499, 1.86843, 1.0], [12, -0.374558, -0.343041, 2.47004, 1.0], [13, -0.43299, -0.714984, 2.51511, 1.0], [14, -0.489618, -1.04726, 2.66037, 1.0], [15, -0.513146, -1.10681, 2.59469, 1.0], [16, -0.245904, -0.339385, 2.47344, 1.0], [17, -0.175792, -0.68642, 2.48669, 1.0], [18, -0.13482, -1.04092, 2.61548, 1.0], [19, -0.123011, -1.09336, 2.57087, 1.0], [20, -0.325738, 0.170541, 2.42745, 1.0], [21, -0.589394, 0.0715539, 1.85372, 1.0], [22, -0.62462, 0.0727631, 1.85875, 1.0], [23, -0.0480408, 0.0543661, 1.84302, 1.0], [24, -0.102367, 0.0634059, 1.82642, 1.0]]
[[0, -0.315598, -0.348786, 2.50833, 1.0], [1, -0.321968, -0.0527161, 2.46779, 1.0], [2, -0.32638, 0.234916, 2.41116, 1.0], [3, -0.320861, 0.367564, 2.39235, 1.0], [4, -0.462005, 0.130766, 2.37379, 1.0], [5, -0.574076, 0.0980494, 2.21177, 1.0], [6, -0.562836, 0.0648269, 1.95046, 1.0], [7, -0.575351, 0.0691105, 1.87898, 1.0], [8, -0.180974, 0.136194, 2.37637, 1.0], [9, -0.242168, 0.0974965, 2.11731, 1.0], [10, -0.133314, 0.0577701, 1.88065, 1.0], [11, -0.0880595, 0.0468752, 1.87362, 1.0], [12, -0.375577, -0.34561, 2.47149, 1.0], [13, -0.4339, -0.716042, 2.50351, 1.0], [14, -0.488451, -1.04926, 2.65852, 1.0], [15, -0.513474, -1.10865, 2.5932, 1.0], [16, -0.246864, -0.342302, 2.47531, 1.0], [17, -0.175062, -0.692031, 2.47845, 1.0], [18, -0.13544, -1.0431, 2.61473, 1.0], [19, -0.120219, -1.09657, 2.56822, 1.0], [20, -0.325713, 0.164102, 2.42791, 1.0], [21, -0.553722, 0.064936, 1.85346, 1.0], [22, -0.627469, 0.0662687, 1.85468, 1.0], [23, -0.0335328, 0.0506209, 1.84463, 1.0], [24, -0.0943632, 0.0625542, 1.82826, 1.0]]
