[[0, -0.1966161, 0.1014153, 2.314768, 1], [1, -0.2002012, 0.4331697, 2.294438, 1], [2, -0.202899, 0.7520142, 2.261458, 1], [3, -0.1897493, 0.8882263, 2.249229, 1], [4, -0.3739834, 0.6210053, 2.217495, 1], [5, -0.4325395, 0.3626057, 2.240175, 1], [6, -0.4227685, 0.1243066, 2.20026, 1], [7, -0.4008481, 0.07287778, 2.204475, 1], [8, -0.02396034, 0.6263571, 2.27993, 1], [9, 0.0317758, 0.3689326, 2.323803, 1], [10, 0.05047914, 0.1186951, 2.282187, 1], [11, 0.03849746, 0.04588382, 2.292359, 1], [12, -0.2725532, 0.09831043, 2.265588, 1], [13, -0.3075058, -0.3414982, 2.373738, 1], [14, -0.3040114, -0.6786343, 2.42113, 1], [15, -0.3015989, -0.7476604, 2.313133, 1], [16, -0.1143142, 0.101339, 2.287585, 1], [17, -0.1280051, -0.337038, 2.391812, 1], [18, -0.1297701, -0.6779518, 2.448488, 1], [19, -0.08741276, -0.7401294, 2.344438, 1], [20, -0.2025002, 0.6741111, 2.271932, 1], [21, -0.3939408, -0.02280296, 2.223078, 1], [22, -0.3484461, 0.05482031, 2.174315, 1], [23, 0.0337849, -0.03641993, 2.305705, 1], [24, -0.01206548, 0.03715753, 2.257336, 1]]
[[0, -0.1965396, 0.1014674, 2.314984, 1], [1, -0.200249, 0.4331959, 2.294459, 1], [2, -0.2031703, 0.7520882, 2.261339, 1], [3, -0.1897736, 0.8882729, 2.249125, 1], [4, -0.3738958, 0.6208636, 2.217137, 1], [5, -0.4325113, 0.3632428, 2.240084, 1], [6, -0.4225269, 0.1253731, 2.200523, 1], [7, -0.4011279, 0.07208159, 2.204702, 1], [8, -0.02434177, 0.6262793, 2.279307, 1], [9, 0.03164582, 0.3687622, 2.325114, 1], [10, 0.05479588, 0.1173935, 2.288455, 1], [11, 0.04229577, 0.04668752, 2.298226, 1], [12, -0.2724549, 0.09831195, 2.265984, 1], [13, -0.3075329, -0.3414905, 2.373781, 1], [14, -0.3045818, -0.6793439, 2.421043, 1], [15, -0.3021065, -0.7481489, 2.312818, 1], [16, -0.1142516, 0.1014068, 2.287682, 1], [17, -0.1281329, -0.3370244, 2.391774, 1], [18, -0.1288766, -0.6774205, 2.449024, 1], [19, -0.08809395, -0.7399909, 2.344472, 1], [20, -0.2026853, 0.6741672, 2.271866, 1], [21, -0.3988872, -0.022452, 2.224716, 1], [22, -0.3536399, 0.05940603, 2.175829, 1], [23, 0.04146774, -0.04325131, 2.318616, 1], [24, -0.01119302, 0.03331222, 2.262583, 1]]
[[0, -0.1964976, 0.1015071, 2.315178, 1], [1, -0.2002851, 0.4332356, 2.294449, 1], [2, -0.203382, 0.7522579, 2.261038, 1], [3, -0.1897953, 0.8885104, 2.248983, 1], [4, -0.3738605, 0.6208649, 2.21707, 1], [5, -0.4324305, 0.3631309, 2.239906, 1], [6, -0.4227, 0.1266136, 2.20076, 1], [7, -0.4010856, 0.07293495, 2.204138, 1], [8, -0.02425534, 0.6263835, 2.27938, 1], [9, 0.03215184, 0.3655537, 2.327589, 1], [10, 0.06136579, 0.1137104, 2.294402, 1], [11, 0.05415032, 0.04666909, 2.302252, 1], [12, -0.2723758, 0.09835501, 2.266313, 1], [13, -0.3075281, -0.3414842, 2.373815, 1], [14, -0.3046073, -0.6794057, 2.420905, 1], [15, -0.3019932, -0.7476487, 2.312072, 1], [16, -0.1142328, 0.1014315, 2.287768, 1], [17, -0.1281593, -0.3370166, 2.391812, 1], [18, -0.1299556, -0.6764029, 2.449204, 1], [19, -0.08826926, -0.7392805, 2.345473, 1], [20, -0.2028356, 0.6742943, 2.271668, 1], [21, -0.3950201, -0.02176945, 2.223692, 1], [22, -0.3523399, 0.06763083, 2.174581, 1], [23, 0.06793053, -0.03732413, 2.316212, 1], [24, 0.001657962, 0.03265462, 2.281514, 1]]
[[0, -0.1963128, 0.1016153, 2.31553, 1], [1, -0.2002905, 0.4332791, 2.294456, 1], [2, -0.2035207, 0.7523926, 2.260798, 1], [3, -0.1898439, 0.8887023, 2.24886, 1], [4, -0.3735685, 0.6206864, 2.216382, 1], [5, -0.4324342, 0.363188, 2.239888, 1], [6, -0.422531, 0.1267481, 2.201026, 1], [7, -0.4010659, 0.07313983, 2.205928, 1], [8, -0.02418044, 0.6268392, 2.27972, 1], [9, 0.03332206, 0.3630347, 2.33124, 1], [10, 0.0747304, 0.1125946, 2.303126, 1], [11, 0.07748941, 0.04384099, 2.30966, 1], [12, -0.272209, 0.09842151, 2.266417, 1], [13, -0.3076209, -0.3413531, 2.37389, 1], [14, -0.3067779, -0.6811715, 2.419314, 1], [15, -0.3007728, -0.7493133, 2.310408, 1], [16, -0.1140465, 0.1015827, 2.288529, 1], [17, -0.1282734, -0.3369779, 2.391874, 1], [18, -0.1281706, -0.6772352, 2.450197, 1], [19, -0.08893353, -0.7394298, 2.344397, 1], [20, -0.2029218, 0.6743985, 2.271522, 1], [21, -0.3957461, -0.01758545, 2.221669, 1], [22, -0.3513939, 0.0736801, 2.173484, 1], [23, 0.08746022, -0.05366286, 2.331807, 1], [24, 0.01950156, 0.06009854, 2.29715, 1]]
[[0, -0.1959665, 0.1017518, 2.316223, 1], [1, -0.2002994, 0.433333, 2.294501, 1], [2, -0.2037386, 0.7525239, 2.260564, 1], [3, -0.1899098, 0.8888839, 2.248749, 1], [4, -0.3737761, 0.6209934, 2.2161, 1], [5, -0.4324553, 0.3632827, 2.239743, 1], [6, -0.4222963, 0.1281756, 2.201194, 1], [7, -0.4000714, 0.07346255, 2.205573, 1], [8, -0.02442142, 0.6267557, 2.279786, 1], [9, 0.03510939, 0.3604045, 2.335148, 1], [10, 0.08223371, 0.115141, 2.307661, 1], [11, 0.09778996, 0.04368662, 2.312589, 1], [12, -0.2719665, 0.09848101, 2.266763, 1], [13, -0.3075945, -0.3414019, 2.373864, 1], [14, -0.3067156, -0.6818928, 2.418968, 1], [15, -0.3006918, -0.7494464, 2.309454, 1], [16, -0.1136004, 0.1017962, 2.289614, 1], [17, -0.1282931, -0.3370118, 2.391911, 1], [18, -0.1269907, -0.6783484, 2.451326, 1], [19, -0.0894701, -0.7392335, 2.343346, 1], [20, -0.2030522, 0.6744972, 2.271398, 1], [21, -0.3966435, -0.02027394, 2.223802, 1], [22, -0.3513049, 0.05994571, 2.176342, 1], [23, 0.1101802, -0.05613499, 2.328801, 1], [24, 0.02278089, 0.07678314, 2.287909, 1]]
[[0, -0.1958536, 0.1016602, 2.316587, 1], [1, -0.2003327, 0.4333526, 2.294525, 1], [2, -0.204006, 0.7526957, 2.260336, 1], [3, -0.1899511, 0.8891606, 2.248761, 1], [4, -0.3735152, 0.6208987, 2.214628, 1], [5, -0.432423, 0.3635406, 2.239558, 1], [6, -0.4217912, 0.1288637, 2.201047, 1], [7, -0.3987988, 0.0755493, 2.204029, 1], [8, -0.02445597, 0.6266939, 2.27982, 1], [9, 0.03675564, 0.3591847, 2.337848, 1], [10, 0.1004841, 0.1245836, 2.31843, 1], [11, 0.127775, 0.03595607, 2.323292, 1], [12, -0.2718949, 0.0984097, 2.266915, 1], [13, -0.3076438, -0.3414247, 2.374072, 1], [14, -0.306412, -0.6812146, 2.41867, 1], [15, -0.3009287, -0.7491964, 2.309587, 1], [16, -0.1134435, 0.101686, 2.29022, 1], [17, -0.1282593, -0.3368982, 2.391967, 1], [18, -0.1286316, -0.674587, 2.449813, 1], [19, -0.0925733, -0.7391931, 2.344873, 1], [20, -0.2032389, 0.6746153, 2.271261, 1], [21, -0.3929559, -0.02041631, 2.222389, 1], [22, -0.3495018, 0.06237402, 2.175602, 1], [23, 0.1525472, -0.05490434, 2.343098, 1], [24, 0.1001222, 0.01174336, 2.282733, 1]]
[[0, -0.195191, 0.1017957, 2.31719, 1], [1, -0.2003039, 0.4333846, 2.29453, 1], [2, -0.2042462, 0.7527761, 2.259905, 1], [3, -0.1899823, 0.8894983, 2.248842, 1], [4, -0.3729027, 0.6207681, 2.213939, 1], [5, -0.4324171, 0.3634948, 2.239458, 1], [6, -0.4214081, 0.1291707, 2.201145, 1], [7, -0.3993453, 0.07883783, 2.205853, 1], [8, -0.02461227, 0.627515, 2.280927, 1], [9, 0.04012869, 0.3598023, 2.343462, 1], [10, 0.1136152, 0.1297584, 2.331175, 1], [11, 0.145332, 0.05085783, 2.333459, 1], [12, -0.2711047, 0.09836219, 2.267682, 1], [13, -0.3076654, -0.3413968, 2.374102, 1], [14, -0.3057476, -0.679144, 2.419487, 1], [15, -0.2994181, -0.7479799, 2.311296, 1], [16, -0.1129023, 0.1019506, 2.290637, 1], [17, -0.1278661, -0.3369405, 2.392555, 1], [18, -0.1260796, -0.6754724, 2.449869, 1], [19, -0.09256591, -0.7401016, 2.343782, 1], [20, -0.203365, 0.6746856, 2.271001, 1], [21, -0.393885, -0.01189844, 2.223882, 1], [22, -0.3508151, 0.06276868, 2.17514, 1], [23, 0.165003, -0.03802224, 2.357609, 1], [24, 0.1188526, 0.02469501, 2.292615, 1]]
[[0, -0.195078, 0.1018442, 2.317403, 1], [1, -0.2003008, 0.4333957, 2.294526, 1], [2, -0.2043306, 0.7527945, 2.259592, 1], [3, -0.1899524, 0.8896702, 2.248833, 1], [4, -0.3725094, 0.6205561, 2.213432, 1], [5, -0.4323289, 0.3633539, 2.239327, 1], [6, -0.4211589, 0.1293284, 2.201213, 1], [7, -0.3983264, 0.07907738, 2.206647, 1], [8, -0.02437676, 0.6278497, 2.282121, 1], [9, 0.04480262, 0.3605185, 2.349667, 1], [10, 0.1294906, 0.1463328, 2.339422, 1], [11, 0.1688849, 0.05444593, 2.348585, 1], [12, -0.2710048, 0.09838493, 2.267755, 1], [13, -0.3077403, -0.3414192, 2.374289, 1], [14, -0.3057134, -0.6791022, 2.419523, 1], [15, -0.2997988, -0.7478703, 2.311249, 1], [16, -0.1127933, 0.1020261, 2.291025, 1], [17, -0.1276924, -0.3370429, 2.392976, 1], [18, -0.1255646, -0.6758309, 2.450761, 1], [19, -0.09224037, -0.7400941, 2.344207, 1], [20, -0.2034226, 0.6747114, 2.270783, 1], [21, -0.3943833, -0.01191469, 2.226729, 1], [22, -0.350348, 0.06465444, 2.1757, 1], [23, 0.2001778, -0.03312344, 2.371719, 1], [24, 0.1423731, 0.03010311, 2.3075, 1]]
[[0, -0.1944754, 0.1022045, 2.31774, 1], [1, -0.200181, 0.4335841, 2.294506, 1], [2, -0.2044241, 0.7529842, 2.259283, 1], [3, -0.1898678, 0.889885, 2.248609, 1], [4, -0.3720102, 0.6207073, 2.212128, 1], [5, -0.4322472, 0.3633905, 2.239017, 1], [6, -0.4207323, 0.1302714, 2.201329, 1], [7, -0.3972631, 0.07732203, 2.206475, 1], [8, -0.02396157, 0.6289913, 2.283268, 1], [9, 0.04947774, 0.3643454, 2.353214, 1], [10, 0.1557456, 0.1548204, 2.356408, 1], [11, 0.1890902, 0.06785771, 2.36119, 1], [12, -0.2703177, 0.09856977, 2.26807, 1], [13, -0.3077748, -0.3413954, 2.374445, 1], [14, -0.3048322, -0.6786923, 2.420291, 1], [15, -0.3007127, -0.7472103, 2.311721, 1], [16, -0.1122715, 0.1025554, 2.291346, 1], [17, -0.1275071, -0.3369147, 2.393704, 1], [18, -0.1253616, -0.6760638, 2.451816, 1], [19, -0.09257103, -0.7394246, 2.344093, 1], [20, -0.2034604, 0.6748954, 2.270549, 1], [21, -0.3909125, -0.01656233, 2.225424, 1], [22, -0.3478672, 0.06962414, 2.177166, 1], [23, 0.2243249, -0.01790926, 2.396559, 1], [24, 0.1697758, 0.04449947, 2.3156, 1]]
[[0, -0.1938276, 0.1022556, 2.318107, 1], [1, -0.2000675, 0.433614, 2.29446, 1], [2, -0.2045168, 0.752988, 2.25873, 1], [3, -0.1896995, 0.8900257, 2.248373, 1], [4, -0.3710059, 0.6204025, 2.210995, 1], [5, -0.4318129, 0.3626995, 2.238533, 1], [6, -0.4200122, 0.1305896, 2.201417, 1], [7, -0.397206, 0.07858669, 2.206259, 1], [8, -0.02401811, 0.6289378, 2.28324, 1], [9, 0.05785428, 0.3680989, 2.358649, 1], [10, 0.1710122, 0.1716523, 2.371854, 1], [11, 0.2097525, 0.08228818, 2.376443, 1], [12, -0.2695532, 0.09861753, 2.268543, 1], [13, -0.3075875, -0.3410722, 2.374955, 1], [14, -0.3048682, -0.67863, 2.420403, 1], [15, -0.2992614, -0.7470309, 2.311713, 1], [16, -0.1117593, 0.102597, 2.291575, 1], [17, -0.1270734, -0.3370826, 2.394356, 1], [18, -0.1254548, -0.676781, 2.452079, 1], [19, -0.09227134, -0.7401143, 2.344511, 1], [20, -0.2034797, 0.6749138, 2.270156, 1], [21, -0.3886265, -0.01135422, 2.223394, 1], [22, -0.3485439, 0.07265985, 2.173767, 1], [23, 0.2520213, -0.001746773, 2.406611, 1], [24, 0.1933526, 0.05450562, 2.332062, 1]]
[[0, -0.1932062, 0.1023402, 2.318433, 1], [1, -0.1999223, 0.4337109, 2.294344, 1], [2, -0.2046766, 0.7532007, 2.257816, 1], [3, -0.1894775, 0.8904923, 2.248017, 1], [4, -0.3701118, 0.6200567, 2.209685, 1], [5, -0.4311292, 0.3618094, 2.237253, 1], [6, -0.4190123, 0.1303609, 2.201506, 1], [7, -0.3954497, 0.07741878, 2.205244, 1], [8, -0.02404812, 0.6288875, 2.283291, 1], [9, 0.06499856, 0.3717656, 2.363026, 1], [10, 0.1893491, 0.1823748, 2.376719, 1], [11, 0.2328103, 0.09934571, 2.386958, 1], [12, -0.2689349, 0.09857087, 2.268603, 1], [13, -0.307466, -0.3409099, 2.375102, 1], [14, -0.3067899, -0.6791947, 2.420026, 1], [15, -0.2973611, -0.7474397, 2.31134, 1], [16, -0.1110853, 0.1028431, 2.292228, 1], [17, -0.1260983, -0.3366634, 2.39474, 1], [18, -0.1276301, -0.6741102, 2.45207, 1], [19, -0.091969, -0.738758, 2.346968, 1], [20, -0.2035347, 0.6750996, 2.269474, 1], [21, -0.3853154, -0.01705394, 2.221703, 1], [22, -0.3480285, 0.08044177, 2.173884, 1], [23, 0.2783785, 0.01587784, 2.427262, 1], [24, 0.2194879, 0.06976568, 2.349632, 1]]
