[[0, -0.1862144, -0.1215557, 3.153939, 1], [1, -0.1868481, 0.1166028, 3.126904, 1], [2, -0.1870628, 0.3494385, 3.089685, 1], [3, -0.1779919, 0.4742602, 3.061236, 1], [4, -0.332106, 0.2602696, 3.060984, 1], [5, -0.3771877, 0.04128899, 3.063178, 1], [6, -0.2567302, -0.09470172, 2.966856, 1], [7, -0.2319277, -0.1416386, 2.942885, 1], [8, -0.02561942, 0.2683056, 3.110135, 1], [9, 0.01903371, 0.04758115, 3.126266, 1], [10, -0.04385947, -0.1024938, 2.999364, 1], [11, -0.07792694, -0.1443199, 2.96263, 1], [12, -0.2498128, -0.1199774, 3.111995, 1], [13, -0.2628291, -0.2605557, 2.814316, 1], [14, -0.2523894, -0.6040893, 2.816802, 1], [15, -0.248206, -0.6648548, 2.7371, 1], [16, -0.1185786, -0.1204831, 3.126796, 1], [17, 0.02247395, -0.25734, 2.857013, 1], [18, 0.01923466, -0.6025357, 2.852433, 1], [19, 0.03114762, -0.661306, 2.765378, 1], [20, -0.1871388, 0.2919934, 3.101087, 1], [21, -0.2059632, -0.1954621, 2.92887, 1], [22, -0.2634311, -0.1464624, 2.908, 1], [23, -0.1077528, -0.1861798, 2.943743, 1], [24, -0.1169143, -0.1259252, 2.951143, 1]]
[[0, -0.1865115, -0.1216397, 3.153847, 1], [1, -0.1885564, 0.1166466, 3.128296, 1], [2, -0.1914008, 0.3500085, 3.09431, 1], [3, -0.1792226, 0.4749693, 3.063548, 1], [4, -0.3338067, 0.259472, 3.063077, 1], [5, -0.377056, 0.04089612, 3.063562, 1], [6, -0.2562452, -0.09800076, 2.966557, 1], [7, -0.2314763, -0.143377, 2.942807, 1], [8, -0.02593724, 0.2682428, 3.112478, 1], [9, 0.01860181, 0.04768103, 3.126926, 1], [10, -0.05066928, -0.09976775, 2.993903, 1], [11, -0.08118183, -0.1414682, 2.963039, 1], [12, -0.2501335, -0.1200706, 3.111974, 1], [13, -0.2628478, -0.2612278, 2.813803, 1], [14, -0.252884, -0.6048556, 2.81612, 1], [15, -0.2489903, -0.6653708, 2.735414, 1], [16, -0.118862, -0.1205601, 3.126609, 1], [17, 0.02239692, -0.2573569, 2.85703, 1], [18, 0.01929445, -0.6025836, 2.852475, 1], [19, 0.03106126, -0.6619589, 2.765407, 1], [20, -0.1907296, 0.292386, 3.104775, 1], [21, -0.2045835, -0.1970124, 2.930301, 1], [22, -0.2619744, -0.1501283, 2.90284, 1], [23, -0.1116619, -0.1725783, 2.939915, 1], [24, -0.1198995, -0.1276111, 2.954859, 1]]
[[0, -0.1868509, -0.1216621, 3.153933, 1], [1, -0.1893213, 0.1166672, 3.129089, 1], [2, -0.1921323, 0.3500546, 3.095325, 1], [3, -0.1802969, 0.476877, 3.066749, 1], [4, -0.3350229, 0.2596868, 3.064343, 1], [5, -0.3770965, 0.04031856, 3.063703, 1], [6, -0.2543531, -0.1014748, 2.965182, 1], [7, -0.2297388, -0.1446735, 2.939524, 1], [8, -0.0267691, 0.268436, 3.114083, 1], [9, 0.01758665, 0.04772738, 3.126744, 1], [10, -0.05416534, -0.1022461, 2.991168, 1], [11, -0.08305625, -0.1448988, 2.95901, 1], [12, -0.2505619, -0.1201337, 3.112323, 1], [13, -0.2629043, -0.2612918, 2.813821, 1], [14, -0.2527347, -0.6047931, 2.816123, 1], [15, -0.248821, -0.6656121, 2.735332, 1], [16, -0.1191927, -0.1205529, 3.126493, 1], [17, 0.02233643, -0.2570858, 2.857223, 1], [18, 0.0194025, -0.6040298, 2.852635, 1], [19, 0.0312203, -0.6621541, 2.765276, 1], [20, -0.1915104, 0.2924292, 3.1058, 1], [21, -0.2064287, -0.2099356, 2.922299, 1], [22, -0.2638509, -0.1489628, 2.903252, 1], [23, -0.1010927, -0.1718658, 2.939903, 1], [24, -0.1240304, -0.137501, 2.948693, 1]]
[[0, -0.1871132, -0.1217026, 3.153894, 1], [1, -0.1901166, 0.1167659, 3.129615, 1], [2, -0.193315, 0.3503585, 3.096272, 1], [3, -0.1814608, 0.4765416, 3.069515, 1], [4, -0.3369776, 0.2600697, 3.067403, 1], [5, -0.3768095, 0.03965827, 3.063841, 1], [6, -0.2555205, -0.1006678, 2.967621, 1], [7, -0.2299081, -0.1430203, 2.93997, 1], [8, -0.0273341, 0.2688482, 3.115182, 1], [9, 0.01733948, 0.04800378, 3.127012, 1], [10, -0.0540611, -0.1023101, 2.99128, 1], [11, -0.08333397, -0.1445978, 2.960367, 1], [12, -0.2508821, -0.1202323, 3.112277, 1], [13, -0.2629397, -0.2612915, 2.813833, 1], [14, -0.2529003, -0.6050274, 2.81575, 1], [15, -0.2491814, -0.6653061, 2.734309, 1], [16, -0.1193876, -0.1205445, 3.126447, 1], [17, 0.02236459, -0.2572958, 2.857379, 1], [18, 0.01943934, -0.6034052, 2.852962, 1], [19, 0.0307742, -0.6602131, 2.76664, 1], [20, -0.1926205, 0.2926815, 3.106673, 1], [21, -0.2061488, -0.2109925, 2.918466, 1], [22, -0.2704138, -0.1444693, 2.9083, 1], [23, -0.1009821, -0.1706693, 2.940089, 1], [24, -0.1208511, -0.1317014, 2.951487, 1]]
[[0, -0.1871144, -0.1217074, 3.153901, 1], [1, -0.1903184, 0.116667, 3.130315, 1], [2, -0.1937049, 0.3500846, 3.097746, 1], [3, -0.18301, 0.4776463, 3.072572, 1], [4, -0.3373759, 0.2602872, 3.068301, 1], [5, -0.3767954, 0.039357, 3.064391, 1], [6, -0.2552022, -0.1010293, 2.967426, 1], [7, -0.2285375, -0.1418719, 2.938879, 1], [8, -0.02756562, 0.2686776, 3.116394, 1], [9, 0.01721322, 0.04804219, 3.127042, 1], [10, -0.0540536, -0.1022736, 2.991355, 1], [11, -0.08479362, -0.1448834, 2.960121, 1], [12, -0.2508762, -0.1202483, 3.112288, 1], [13, -0.2629686, -0.2612635, 2.813776, 1], [14, -0.2524674, -0.6039639, 2.814821, 1], [15, -0.2493676, -0.6650853, 2.734473, 1], [16, -0.1193905, -0.1205435, 3.12645, 1], [17, 0.02270076, -0.2574183, 2.857383, 1], [18, 0.01970548, -0.6033895, 2.85285, 1], [19, 0.03220691, -0.6614579, 2.762986, 1], [20, -0.1929709, 0.292457, 3.107971, 1], [21, -0.2063974, -0.2099102, 2.921966, 1], [22, -0.2624262, -0.1457979, 2.898515, 1], [23, -0.1042566, -0.1700627, 2.94289, 1], [24, -0.1236044, -0.133364, 2.951927, 1]]
[[0, -0.1811703, -0.120266, 3.153158, 1], [1, -0.1890256, 0.1175743, 3.131923, 1], [2, -0.1949034, 0.351397, 3.102377, 1], [3, -0.1848689, 0.4766453, 3.077038, 1], [4, -0.3384152, 0.260619, 3.070286, 1], [5, -0.3765295, 0.0389226, 3.065304, 1], [6, -0.2552344, -0.1010886, 2.967433, 1], [7, -0.2305157, -0.1411648, 2.93721, 1], [8, -0.02855857, 0.269281, 3.119618, 1], [9, 0.01672666, 0.04851947, 3.128038, 1], [10, -0.05407146, -0.1021375, 2.992012, 1], [11, -0.08367946, -0.145883, 2.96244, 1], [12, -0.2448359, -0.1201281, 3.111567, 1], [13, -0.2630931, -0.260933, 2.813817, 1], [14, -0.25246, -0.6040733, 2.814663, 1], [15, -0.2494124, -0.6652075, 2.734469, 1], [16, -0.1133022, -0.1176394, 3.125558, 1], [17, 0.02316753, -0.2569571, 2.858253, 1], [18, 0.02022149, -0.6026298, 2.852931, 1], [19, 0.03250067, -0.66074, 2.765291, 1], [20, -0.1933509, 0.2936175, 3.111569, 1], [21, -0.2086558, -0.2103026, 2.920032, 1], [22, -0.2633778, -0.1471627, 2.901941, 1], [23, -0.09935751, -0.1739698, 2.943726, 1], [24, -0.1233083, -0.1359182, 2.955176, 1]]
[[0, -0.1833492, -0.1204141, 3.152823, 1], [1, -0.190371, 0.1178592, 3.132429, 1], [2, -0.1959564, 0.3518639, 3.103063, 1], [3, -0.1855607, 0.4774537, 3.078029, 1], [4, -0.3387303, 0.260528, 3.070938, 1], [5, -0.3764996, 0.03854889, 3.065438, 1], [6, -0.2555211, -0.1004263, 2.967701, 1], [7, -0.2316568, -0.1406371, 2.938146, 1], [8, -0.02888876, 0.2691894, 3.120234, 1], [9, 0.01592064, 0.04806541, 3.127979, 1], [10, -0.05575531, -0.1026172, 2.992597, 1], [11, -0.0848088, -0.1452227, 2.960921, 1], [12, -0.2472672, -0.1200187, 3.111239, 1], [13, -0.2631294, -0.2608543, 2.813836, 1], [14, -0.2532845, -0.6050412, 2.814591, 1], [15, -0.2494816, -0.6648685, 2.734461, 1], [16, -0.1153206, -0.1180515, 3.125189, 1], [17, 0.02351837, -0.2569389, 2.858547, 1], [18, 0.02556129, -0.6006477, 2.851782, 1], [19, 0.03883755, -0.6628508, 2.764698, 1], [20, -0.194564, 0.2940692, 3.112306, 1], [21, -0.2090651, -0.2106725, 2.926129, 1], [22, -0.2723935, -0.1393234, 2.910538, 1], [23, -0.1038124, -0.172756, 2.943167, 1], [24, -0.1231593, -0.1343703, 2.953643, 1]]
[[0, -0.1833722, -0.1204164, 3.152822, 1], [1, -0.190422, 0.118047, 3.132972, 1], [2, -0.1960258, 0.3522814, 3.104239, 1], [3, -0.1863049, 0.4784338, 3.079568, 1], [4, -0.3395703, 0.2604166, 3.072059, 1], [5, -0.3764857, 0.03862895, 3.065499, 1], [6, -0.2551202, -0.1005683, 2.967697, 1], [7, -0.230295, -0.140579, 2.937956, 1], [8, -0.02881888, 0.2690964, 3.120001, 1], [9, 0.01564967, 0.04859623, 3.128739, 1], [10, -0.05615119, -0.1018636, 2.993242, 1], [11, -0.08597518, -0.1454085, 2.961727, 1], [12, -0.2473144, -0.120037, 3.11124, 1], [13, -0.2631584, -0.260852, 2.813782, 1], [14, -0.2531392, -0.6049153, 2.814426, 1], [15, -0.2485926, -0.6647209, 2.735877, 1], [16, -0.1153322, -0.1180475, 3.125185, 1], [17, 0.02375642, -0.2565368, 2.858439, 1], [18, 0.03434227, -0.602045, 2.846311, 1], [19, 0.05637931, -0.6649243, 2.75251, 1], [20, -0.1946545, 0.2944404, 3.113388, 1], [21, -0.2084153, -0.2100598, 2.916632, 1], [22, -0.2680008, -0.1369575, 2.909625, 1], [23, -0.1023823, -0.1748504, 2.94633, 1], [24, -0.1208809, -0.1319544, 2.951716, 1]]
[[0, -0.1835314, -0.1204326, 3.152781, 1], [1, -0.1909622, 0.1183185, 3.133872, 1], [2, -0.1972177, 0.3529752, 3.10662, 1], [3, -0.1884823, 0.4796946, 3.084073, 1], [4, -0.3400488, 0.2602451, 3.073287, 1], [5, -0.3767931, 0.03827595, 3.066162, 1], [6, -0.2550029, -0.1006972, 2.967694, 1], [7, -0.2309534, -0.1392108, 2.940321, 1], [8, -0.02965397, 0.2691219, 3.121133, 1], [9, 0.01531813, 0.04909112, 3.129356, 1], [10, -0.05634402, -0.10162, 2.993958, 1], [11, -0.06025611, -0.1509433, 2.962608, 1], [12, -0.2475372, -0.1200607, 3.111258, 1], [13, -0.2632238, -0.260523, 2.813822, 1], [14, -0.2528191, -0.6053888, 2.814187, 1], [15, -0.2487268, -0.6655168, 2.735683, 1], [16, -0.1154626, -0.1180653, 3.125085, 1], [17, 0.02489127, -0.2573119, 2.858594, 1], [18, 0.05815225, -0.6056159, 2.841738, 1], [19, 0.0703645, -0.6674004, 2.757566, 1], [20, -0.1957133, 0.2950292, 3.115431, 1], [21, -0.2115935, -0.2058223, 2.920299, 1], [22, -0.2690796, -0.1425758, 2.909028, 1], [23, -0.05784015, -0.212323, 2.917494, 1], [24, -0.0985584, -0.1313786, 2.937125, 1]]
[[0, -0.187134, -0.1207909, 3.152377, 1], [1, -0.1926668, 0.1184453, 3.134604, 1], [2, -0.1979204, 0.3532061, 3.107502, 1], [3, -0.1899206, 0.4790314, 3.085971, 1], [4, -0.3403084, 0.2601941, 3.074121, 1], [5, -0.3779378, 0.0380713, 3.067342, 1], [6, -0.2546426, -0.1025173, 2.967685, 1], [7, -0.230949, -0.141085, 2.939445, 1], [8, -0.029995, 0.2688818, 3.121862, 1], [9, 0.01528721, 0.04914793, 3.129464, 1], [10, -0.05640636, -0.1002574, 2.994481, 1], [11, -0.06058954, -0.1499275, 2.963219, 1], [12, -0.2515016, -0.1198989, 3.111296, 1], [13, -0.2632861, -0.2601681, 2.813859, 1], [14, -0.2528149, -0.6054024, 2.814267, 1], [15, -0.2482691, -0.6656723, 2.735957, 1], [16, -0.1187973, -0.1189468, 3.124236, 1], [17, 0.02673401, -0.2590118, 2.858768, 1], [18, 0.07714733, -0.605669, 2.838084, 1], [19, 0.1173866, -0.6595125, 2.741009, 1], [20, -0.1966494, 0.295244, 3.116323, 1], [21, -0.2088995, -0.2105497, 2.923432, 1], [22, -0.2735353, -0.1367432, 2.916091, 1], [23, -0.06105021, -0.2122027, 2.925176, 1], [24, -0.1006386, -0.1358847, 2.937467, 1]]
[[0, -0.1847852, -0.1205682, 3.150177, 1], [1, -0.1922579, 0.1185941, 3.134538, 1], [2, -0.1979038, 0.3533663, 3.108016, 1], [3, -0.1904304, 0.4793881, 3.085953, 1], [4, -0.3407319, 0.2595338, 3.075409, 1], [5, -0.3785492, 0.03920512, 3.068289, 1], [6, -0.2546048, -0.1024934, 2.967684, 1], [7, -0.2300126, -0.1413348, 2.937028, 1], [8, -0.02983295, 0.2687974, 3.120917, 1], [9, 0.01526376, 0.04918819, 3.129467, 1], [10, -0.05703541, -0.1007763, 2.994029, 1], [11, -0.06053239, -0.1508587, 2.959982, 1], [12, -0.2495094, -0.1200575, 3.110013, 1], [13, -0.2637795, -0.2592522, 2.813635, 1], [14, -0.2529219, -0.6053842, 2.813562, 1], [15, -0.2484743, -0.6652005, 2.735793, 1], [16, -0.1159859, -0.1182254, 3.120763, 1], [17, 0.03509454, -0.2664678, 2.858126, 1], [18, 0.1162819, -0.6065701, 2.83436, 1], [19, 0.1540298, -0.6549064, 2.731316, 1], [20, -0.1965577, 0.2953743, 3.11663, 1], [21, -0.2087283, -0.2103773, 2.921032, 1], [22, -0.2597682, -0.1477891, 2.8955, 1], [23, -0.06090828, -0.2104827, 2.91655, 1], [24, -0.09934936, -0.1336472, 2.931077, 1]]
