[[0, -0.358457, -0.592464, 2.88684, 1.0], [1, -0.362331, -0.35503, 2.90215, 1.0], [2, -0.364896, -0.120495, 2.90726, 1.0], [3, -0.411188, -0.0211553, 2.94939, 1.0], [4, -0.531485, -0.283079, 2.87685, 1.0], [5, -0.601255, -0.225655, 2.69899, 1.0], [6, -0.642554, -0.200276, 2.52271, 1.0], [7, -0.6564, -0.144417, 2.37911, 1.0], [8, -0.253624, -0.280374, 2.90083, 1.0], [9, -0.104456, -0.224451, 2.72893, 1.0], [10, -0.0215332, -0.182225, 2.54771, 1.0], [11, 0.0100665, -0.14719, 2.47527, 1.0], [12, -0.41813, -0.587393, 2.84812, 1.0], [13, -0.138502, -0.548129, 2.91851, 1.0], [14, -0.514161, -0.553105, 2.83552, 1.0], [15, -0.55125, -0.650772, 2.80065, 1.0], [16, -0.291886, -0.586127, 2.86998, 1.0], [17, -0.566863, -0.48098, 2.83615, 1.0], [18, -0.25491, -0.555674, 2.81239, 1.0], [19, -0.356457, -0.589473, 2.79311, 1.0], [20, -0.364494, -0.178786, 2.90786, 1.0], [21, -0.658128, -0.114496, 2.34839, 1.0], [22, -0.602908, -0.149154, 2.40357, 1.0], [23, 0.0421476, -0.136394, 2.45708, 1.0], [24, 0.0625918, -0.137855, 2.466, 1.0]]
[[0, -0.362455, -0.583976, 2.90598, 1.0], [1, -0.392347, -0.381952, 2.92586, 1.0], [2, -0.418931, -0.184567, 2.92731, 1.0], [3, -0.415654, -0.0616844, 2.95203, 1.0], [4, -0.532654, -0.245564, 2.88077, 1.0], [5, -0.605729, -0.191448, 2.70195, 1.0], [6, -0.643878, -0.129882, 2.52833, 1.0], [7, -0.670043, -0.0709116, 2.39466, 1.0], [8, -0.250753, -0.232074, 2.9175, 1.0], [9, -0.107799, -0.170986, 2.73677, 1.0], [10, -0.0386252, -0.122853, 2.57348, 1.0], [11, -0.022134, -0.0824735, 2.49204, 1.0], [12, -0.421988, -0.58026, 2.869, 1.0], [13, -0.183576, -0.55411, 2.89494, 1.0], [14, -0.511118, -0.592469, 2.81924, 1.0], [15, -0.52064, -0.691207, 2.82563, 1.0], [16, -0.296484, -0.577282, 2.89128, 1.0], [17, -0.519181, -0.492345, 2.82967, 1.0], [18, -0.255545, -0.557162, 2.808, 1.0], [19, -0.358495, -0.577751, 2.7666, 1.0], [20, -0.412587, -0.233708, 2.92869, 1.0], [21, -0.680668, -0.037892, 2.36473, 1.0], [22, -0.612625, -0.0703556, 2.397, 1.0], [23, 0.0079137, -0.0748112, 2.46896, 1.0], [24, 0.0137766, -0.103103, 2.48789, 1.0]]
[[0, -0.38033, -0.571914, 2.9373, 1.0], [1, -0.393114, -0.379336, 2.928, 1.0], [2, -0.415884, -0.183537, 2.92568, 1.0], [3, -0.413726, -0.0599116, 2.94512, 1.0], [4, -0.533357, -0.239559, 2.88177, 1.0], [5, -0.62969, -0.140255, 2.66196, 1.0], [6, -0.655568, -0.0432956, 2.48917, 1.0], [7, -0.669179, -0.00617031, 2.4259, 1.0], [8, -0.250091, -0.231653, 2.91516, 1.0], [9, -0.108777, -0.142394, 2.74482, 1.0], [10, -0.012616, -0.0647057, 2.59289, 1.0], [11, 0.0108761, -0.0185327, 2.51679, 1.0], [12, -0.441786, -0.566285, 2.90546, 1.0], [13, -0.346982, -0.360624, 2.75885, 1.0], [14, -0.482467, -0.56153, 2.75097, 1.0], [15, -0.400942, -0.568784, 2.7476, 1.0], [16, -0.312534, -0.567676, 2.91963, 1.0], [17, -0.36982, -0.467917, 2.66972, 1.0], [18, -0.234882, -0.670202, 2.67066, 1.0], [19, -0.298684, -0.604263, 2.71031, 1.0], [20, -0.410774, -0.232658, 2.92743, 1.0], [21, -0.680992, 0.0172518, 2.39471, 1.0], [22, -0.601433, -0.00202151, 2.41943, 1.0], [23, 0.0326004, 0.00385978, 2.49834, 1.0], [24, -0.0474855, -0.0114451, 2.4898, 1.0]]
[[0, -0.379068, -0.568551, 2.93379, 1.0], [1, -0.393052, -0.37441, 2.92748, 1.0], [2, -0.413528, -0.178668, 2.92362, 1.0], [3, -0.41198, -0.0560876, 2.93309, 1.0], [4, -0.533727, -0.239097, 2.88137, 1.0], [5, -0.625097, -0.119336, 2.69455, 1.0], [6, -0.676606, 0.011198, 2.51406, 1.0], [7, -0.689974, 0.054918, 2.45874, 1.0], [8, -0.24966, -0.229731, 2.91292, 1.0], [9, -0.112345, -0.132055, 2.74834, 1.0], [10, -0.0174126, -0.00994655, 2.60923, 1.0], [11, 0.00618249, 0.0367058, 2.54683, 1.0], [12, -0.440441, -0.564183, 2.90206, 1.0], [13, -0.486566, -0.325573, 2.78408, 1.0], [14, -0.518371, -0.567851, 2.78332, 1.0], [15, -0.405299, -0.561387, 2.73342, 1.0], [16, -0.311431, -0.562889, 2.91686, 1.0], [17, -0.331283, -0.482753, 2.64871, 1.0], [18, -0.174374, -0.619702, 2.76951, 1.0], [19, -0.265869, -0.583496, 2.74805, 1.0], [20, -0.408927, -0.227699, 2.92591, 1.0], [21, -0.699537, 0.0812856, 2.43324, 1.0], [22, -0.628255, 0.0605789, 2.43238, 1.0], [23, 0.0267551, 0.0600959, 2.52876, 1.0], [24, -0.0465979, 0.0492083, 2.51622, 1.0]]
[[0, -0.377295, -0.534837, 2.89847, 1.0], [1, -0.394545, -0.348258, 2.91706, 1.0], [2, -0.411961, -0.159642, 2.92096, 1.0], [3, -0.41171, -0.0290658, 2.93053, 1.0], [4, -0.536211, -0.230064, 2.8847, 1.0], [5, -0.628861, -0.104115, 2.71671, 1.0], [6, -0.676285, 0.0391038, 2.55769, 1.0], [7, -0.691221, 0.102352, 2.49691, 1.0], [8, -0.247008, -0.215602, 2.9124, 1.0], [9, -0.113985, -0.0695002, 2.77015, 1.0], [10, -0.0122308, 0.0220238, 2.63116, 1.0], [11, 0.00316824, 0.0828384, 2.57971, 1.0], [12, -0.438062, -0.533755, 2.86902, 1.0], [13, -0.40851, -0.284899, 2.73012, 1.0], [14, -0.509202, -0.519711, 2.74443, 1.0], [15, -0.406848, -0.562751, 2.73186, 1.0], [16, -0.309798, -0.526896, 2.87652, 1.0], [17, -0.344875, -0.516039, 2.58388, 1.0], [18, -0.193657, -0.723599, 2.59206, 1.0], [19, -0.279847, -0.670317, 2.62508, 1.0], [20, -0.407852, -0.206816, 2.92192, 1.0], [21, -0.702826, 0.136307, 2.46686, 1.0], [22, -0.622982, 0.114331, 2.46933, 1.0], [23, 0.0212967, 0.113231, 2.55905, 1.0], [24, -0.0479741, 0.0977086, 2.54312, 1.0]]
[[0, -0.379429, -0.504051, 2.87752, 1.0], [1, -0.398057, -0.337594, 2.90879, 1.0], [2, -0.413711, -0.159812, 2.92154, 1.0], [3, -0.411824, -0.0236874, 2.93199, 1.0], [4, -0.540468, -0.224495, 2.88695, 1.0], [5, -0.633155, -0.061943, 2.71611, 1.0], [6, -0.673514, 0.0956962, 2.5741, 1.0], [7, -0.691048, 0.152567, 2.52901, 1.0], [8, -0.245581, -0.211461, 2.91152, 1.0], [9, -0.100166, -0.053966, 2.82059, 1.0], [10, -0.0142645, 0.0529654, 2.66945, 1.0], [11, 0.000119233, 0.126261, 2.61493, 1.0], [12, -0.440472, -0.501006, 2.8454, 1.0], [13, -0.171728, -0.459192, 2.89902, 1.0], [14, -0.505793, -0.623349, 2.81215, 1.0], [15, -0.413588, -0.562037, 2.73207, 1.0], [16, -0.31123, -0.496926, 2.85456, 1.0], [17, -0.324346, -0.718549, 2.66232, 1.0], [18, -0.189055, -0.946525, 2.67482, 1.0], [19, -0.267493, -0.860066, 2.68393, 1.0], [20, -0.410027, -0.205684, 2.92149, 1.0], [21, -0.694573, 0.194622, 2.51183, 1.0], [22, -0.62719, 0.159924, 2.49445, 1.0], [23, 0.0174181, 0.157729, 2.59845, 1.0], [24, -0.0538642, 0.143072, 2.57487, 1.0]]
[[0, -0.381532, -0.502702, 2.87263, 1.0], [1, -0.3996, -0.33286, 2.90327, 1.0], [2, -0.414323, -0.158559, 2.92076, 1.0], [3, -0.411885, -0.0247703, 2.93144, 1.0], [4, -0.545246, -0.219466, 2.88894, 1.0], [5, -0.630807, -0.0499823, 2.75061, 1.0], [6, -0.671814, 0.125054, 2.59739, 1.0], [7, -0.695314, 0.187268, 2.57264, 1.0], [8, -0.244497, -0.207374, 2.91126, 1.0], [9, -0.10453, -0.0213803, 2.78863, 1.0], [10, -0.00430557, 0.146382, 2.66658, 1.0], [11, -0.00377838, 0.165028, 2.65203, 1.0], [12, -0.442582, -0.500063, 2.84081, 1.0], [13, -0.169476, -0.458193, 2.88044, 1.0], [14, -0.506168, -0.617213, 2.80828, 1.0], [15, -0.457727, -0.659449, 2.72938, 1.0], [16, -0.313145, -0.495358, 2.84936, 1.0], [17, -0.574603, -0.521037, 2.73385, 1.0], [18, -0.4385, -0.749828, 2.74654, 1.0], [19, -0.489575, -0.657646, 2.77018, 1.0], [20, -0.410987, -0.202997, 2.91923, 1.0], [21, -0.705703, 0.23005, 2.55369, 1.0], [22, -0.629786, 0.198963, 2.53608, 1.0], [23, 0.0129555, 0.201254, 2.64005, 1.0], [24, -0.0577086, 0.18045, 2.61814, 1.0]]
[[0, -0.360359, -0.543134, 2.8911, 1.0], [1, -0.396485, -0.339201, 2.90642, 1.0], [2, -0.415591, -0.158266, 2.92049, 1.0], [3, -0.41209, -0.0207164, 2.93014, 1.0], [4, -0.55056, -0.213795, 2.89216, 1.0], [5, -0.640681, -0.0354791, 2.76669, 1.0], [6, -0.692241, 0.150813, 2.64507, 1.0], [7, -0.697935, 0.218949, 2.61288, 1.0], [8, -0.2441, -0.201339, 2.91215, 1.0], [9, -0.105676, -0.0134471, 2.79831, 1.0], [10, 0.00488137, 0.141987, 2.72288, 1.0], [11, -0.00647237, 0.193661, 2.69527, 1.0], [12, -0.422011, -0.541605, 2.85989, 1.0], [13, -0.154306, -0.434356, 2.86921, 1.0], [14, -0.50543, -0.614063, 2.80305, 1.0], [15, -0.455652, -0.665196, 2.73169, 1.0], [16, -0.291495, -0.534339, 2.86581, 1.0], [17, -0.537874, -0.57513, 2.70567, 1.0], [18, -0.39999, -0.806766, 2.7183, 1.0], [19, -0.449126, -0.70564, 2.73291, 1.0], [20, -0.411461, -0.203352, 2.91997, 1.0], [21, -0.696304, 0.265556, 2.5994, 1.0], [22, -0.626409, 0.232586, 2.5799, 1.0], [23, 0.00146911, 0.236279, 2.68646, 1.0], [24, -0.0574201, 0.211485, 2.65887, 1.0]]
[[0, -0.367183, -0.548805, 2.91785, 1.0], [1, -0.394623, -0.341448, 2.91338, 1.0], [2, -0.413796, -0.151797, 2.91683, 1.0], [3, -0.411226, -0.0114199, 2.92375, 1.0], [4, -0.550128, -0.203536, 2.89493, 1.0], [5, -0.653963, -0.00322392, 2.77273, 1.0], [6, -0.699117, 0.17533, 2.67499, 1.0], [7, -0.70865, 0.240567, 2.65747, 1.0], [8, -0.242596, -0.186635, 2.91655, 1.0], [9, -0.107331, 0.00227053, 2.81943, 1.0], [10, -0.00108307, 0.158145, 2.75508, 1.0], [11, -0.00854242, 0.213728, 2.73765, 1.0], [12, -0.428617, -0.546505, 2.88094, 1.0], [13, -0.158255, -0.43641, 2.86147, 1.0], [14, -0.47764, -0.60089, 2.77432, 1.0], [15, -0.510791, -0.661359, 2.78418, 1.0], [16, -0.298373, -0.540404, 2.89802, 1.0], [17, -0.373061, -0.343036, 2.67184, 1.0], [18, -0.215836, -0.548093, 2.71011, 1.0], [19, -0.170071, -0.579334, 2.59971, 1.0], [20, -0.410204, -0.20058, 2.91938, 1.0], [21, -0.711118, 0.286535, 2.64349, 1.0], [22, -0.634641, 0.253093, 2.615, 1.0], [23, -0.00168805, 0.258418, 2.72322, 1.0], [24, -0.0427317, 0.240116, 2.71018, 1.0]]
[[0, -0.371753, -0.545041, 2.91177, 1.0], [1, -0.395414, -0.342914, 2.91296, 1.0], [2, -0.414357, -0.153688, 2.91661, 1.0], [3, -0.411674, -0.0157752, 2.92214, 1.0], [4, -0.548763, -0.204103, 2.89441, 1.0], [5, -0.640079, 0.0214294, 2.78684, 1.0], [6, -0.700279, 0.196908, 2.70699, 1.0], [7, -0.719771, 0.261366, 2.69838, 1.0], [8, -0.241984, -0.182965, 2.91777, 1.0], [9, -0.117529, 0.0057251, 2.84328, 1.0], [10, -0.0231179, 0.17413, 2.79984, 1.0], [11, -0.0136803, 0.234593, 2.77886, 1.0], [12, -0.429849, -0.544701, 2.87849, 1.0], [13, -0.157124, -0.477763, 2.85024, 1.0], [14, -0.47694, -0.598143, 2.77218, 1.0], [15, -0.50371, -0.593126, 2.65078, 1.0], [16, -0.308659, -0.534115, 2.8869, 1.0], [17, -0.313979, -0.264802, 2.7792, 1.0], [18, -0.226267, -0.582605, 2.80701, 1.0], [19, -0.187553, -0.641435, 2.8201, 1.0], [20, -0.410504, -0.201701, 2.91866, 1.0], [21, -0.733251, 0.307292, 2.68924, 1.0], [22, -0.662137, 0.281651, 2.66089, 1.0], [23, -0.00388066, 0.280256, 2.77439, 1.0], [24, -0.0733408, 0.256735, 2.74367, 1.0]]
[[0, -0.372193, -0.481396, 2.8473, 1.0], [1, -0.394142, -0.30992, 2.87675, 1.0], [2, -0.414207, -0.138728, 2.89759, 1.0], [3, -0.407308, -0.00493334, 2.89462, 1.0], [4, -0.549511, -0.174345, 2.89188, 1.0], [5, -0.636982, 0.0242865, 2.80174, 1.0], [6, -0.703181, 0.216579, 2.72809, 1.0], [7, -0.721568, 0.277222, 2.73043, 1.0], [8, -0.24111, -0.177046, 2.91029, 1.0], [9, -0.115381, 0.00679995, 2.84504, 1.0], [10, -0.0184056, 0.192739, 2.81019, 1.0], [11, -0.0162348, 0.249918, 2.81127, 1.0], [12, -0.435876, -0.477517, 2.82608, 1.0], [13, -0.157706, -0.468265, 2.77516, 1.0], [14, -0.492595, -0.612527, 2.77424, 1.0], [15, -0.531069, -0.606286, 2.67347, 1.0], [16, -0.302994, -0.478151, 2.82638, 1.0], [17, -0.333179, -0.206725, 2.74367, 1.0], [18, -0.19828, -0.611287, 2.82901, 1.0], [19, -0.167208, -0.65672, 2.73854, 1.0], [20, -0.409728, -0.181518, 2.89414, 1.0], [21, -0.731954, 0.31931, 2.72719, 1.0], [22, -0.670457, 0.290343, 2.70422, 1.0], [23, -0.00465253, 0.294794, 2.80969, 1.0], [24, -0.0531769, 0.276316, 2.7898, 1.0]]
