[[0, -0.08100811, -0.2266255, 2.664909, 1], [1, -0.06840571, 0.04058038, 2.629283, 1], [2, -0.05575544, 0.3016097, 2.581487, 1], [3, -0.04525862, 0.4278877, 2.58659, 1], [4, -0.221093, 0.1998024, 2.547344, 1], [5, -0.2877252, 0.00111262, 2.532769, 1], [6, -0.2376364, -0.1636498, 2.413715, 1], [7, -0.2233327, -0.2346285, 2.357136, 1], [8, 0.1109223, 0.1858101, 2.56031, 1], [9, 0.168894, -0.005634207, 2.539782, 1], [10, 0.122904, -0.1654597, 2.426058, 1], [11, 0.1022848, -0.2310147, 2.373201, 1], [12, -0.1681504, -0.2186627, 2.629468, 1], [13, -0.2426698, -0.3142612, 2.294404, 1], [14, -0.2265369, -0.6558031, 2.457837, 1], [15, -0.2470265, -0.7073555, 2.394101, 1], [16, 0.008121159, -0.2287709, 2.633545, 1], [17, 0.1490467, -0.322695, 2.321611, 1], [18, 0.1203855, -0.6516116, 2.503514, 1], [19, 0.1552213, -0.6999932, 2.446275, 1], [20, -0.05897118, 0.2372526, 2.5956, 1], [21, -0.2208649, -0.2861077, 2.31173, 1], [22, -0.1930799, -0.1734052, 2.3373, 1], [23, 0.09142195, -0.2798958, 2.332356, 1], [24, 0.1407768, -0.2347587, 2.374357, 1]]
[[0, -0.08102743, -0.226669, 2.664931, 1], [1, -0.06838337, 0.04054859, 2.629313, 1], [2, -0.05564876, 0.3015747, 2.581573, 1], [3, -0.04499492, 0.4277965, 2.586605, 1], [4, -0.2210951, 0.1996717, 2.547409, 1], [5, -0.2879078, 0.001047396, 2.533072, 1], [6, -0.2403673, -0.1622193, 2.41101, 1], [7, -0.2217916, -0.1988035, 2.379009, 1], [8, 0.1110318, 0.1858016, 2.560427, 1], [9, 0.1695797, -0.00537284, 2.540096, 1], [10, 0.1229645, -0.1652007, 2.426734, 1], [11, 0.1006092, -0.2349528, 2.388459, 1], [12, -0.1681559, -0.2187324, 2.629471, 1], [13, -0.2424426, -0.3165582, 2.295063, 1], [14, -0.2266004, -0.6558436, 2.457809, 1], [15, -0.2473461, -0.7073596, 2.394194, 1], [16, 0.0080809, -0.228809, 2.633602, 1], [17, 0.149067, -0.3226843, 2.321682, 1], [18, 0.1202864, -0.6516433, 2.503449, 1], [19, 0.1552533, -0.6999493, 2.44623, 1], [20, -0.05888974, 0.2372158, 2.595667, 1], [21, -0.2222323, -0.2318197, 2.304105, 1], [22, -0.219447, -0.1492293, 2.320857, 1], [23, 0.09378618, -0.2813456, 2.337241, 1], [24, 0.1654091, -0.2652334, 2.388937, 1]]
[[0, -0.08102182, -0.226731, 2.664958, 1], [1, -0.06837459, 0.0404648, 2.629312, 1], [2, -0.05563771, 0.3014624, 2.581553, 1], [3, -0.04483303, 0.4277345, 2.586675, 1], [4, -0.2211798, 0.1994601, 2.547961, 1], [5, -0.2879143, 0.000812031, 2.533716, 1], [6, -0.2533039, -0.1381332, 2.372977, 1], [7, -0.2359034, -0.1853774, 2.374016, 1], [8, 0.1109588, 0.1856587, 2.560551, 1], [9, 0.1691716, -0.00485861, 2.540634, 1], [10, 0.1230936, -0.1650774, 2.426797, 1], [11, 0.1014239, -0.2344967, 2.388767, 1], [12, -0.1681573, -0.2188364, 2.629536, 1], [13, -0.2424442, -0.3196321, 2.296107, 1], [14, -0.2267082, -0.6560516, 2.4579, 1], [15, -0.2475325, -0.7074887, 2.394202, 1], [16, 0.00809186, -0.2288489, 2.633612, 1], [17, 0.1490976, -0.3225987, 2.32166, 1], [18, 0.1202985, -0.6516564, 2.503465, 1], [19, 0.1552221, -0.6999556, 2.44617, 1], [20, -0.05887738, 0.2371085, 2.595652, 1], [21, -0.2214426, -0.2556322, 2.345847, 1], [22, -0.2527044, -0.162856, 2.297818, 1], [23, 0.09277473, -0.2824152, 2.337582, 1], [24, 0.1660363, -0.256368, 2.402522, 1]]
[[0, -0.08101699, -0.2267427, 2.664966, 1], [1, -0.06836876, 0.04045473, 2.629328, 1], [2, -0.05562962, 0.3014539, 2.581602, 1], [3, -0.04463807, 0.4276302, 2.586683, 1], [4, -0.221249, 0.1993484, 2.548125, 1], [5, -0.2877636, 0.0006377514, 2.534809, 1], [6, -0.2542308, -0.1336176, 2.369701, 1], [7, -0.2435562, -0.174392, 2.362414, 1], [8, 0.1110921, 0.1857185, 2.560662, 1], [9, 0.1692399, -0.00492173, 2.540508, 1], [10, 0.1231533, -0.1649566, 2.426849, 1], [11, 0.1007991, -0.2274928, 2.374992, 1], [12, -0.1681473, -0.2188905, 2.629615, 1], [13, -0.2426224, -0.3219016, 2.296984, 1], [14, -0.2266696, -0.6562754, 2.457982, 1], [15, -0.2477307, -0.7075272, 2.394121, 1], [16, 0.008099079, -0.2288534, 2.633597, 1], [17, 0.1491165, -0.3225982, 2.321649, 1], [18, 0.1202933, -0.6516461, 2.503432, 1], [19, 0.1552285, -0.6999267, 2.446112, 1], [20, -0.05886881, 0.2370985, 2.59569, 1], [21, -0.229335, -0.2247999, 2.347186, 1], [22, -0.2490336, -0.147357, 2.28465, 1], [23, 0.09091094, -0.2744145, 2.337553, 1], [24, 0.1407708, -0.2312973, 2.379667, 1]]
[[0, -0.0809744, -0.2267289, 2.665035, 1], [1, -0.06829032, 0.04043794, 2.629393, 1], [2, -0.05549107, 0.3013951, 2.58169, 1], [3, -0.04452334, 0.4275928, 2.586738, 1], [4, -0.2212371, 0.1991452, 2.548543, 1], [5, -0.2886164, 0.0007439188, 2.535706, 1], [6, -0.2613102, -0.1121547, 2.360935, 1], [7, -0.2661449, -0.1157073, 2.329159, 1], [8, 0.1111147, 0.1857693, 2.560735, 1], [9, 0.1694687, -0.005212834, 2.540314, 1], [10, 0.123316, -0.1646416, 2.4274, 1], [11, 0.100804, -0.2349333, 2.387521, 1], [12, -0.1680975, -0.2189204, 2.629725, 1], [13, -0.2429821, -0.3249876, 2.298263, 1], [14, -0.2267508, -0.6565368, 2.457919, 1], [15, -0.2481957, -0.7078336, 2.394436, 1], [16, 0.008145399, -0.228804, 2.633651, 1], [17, 0.1490581, -0.3225249, 2.321643, 1], [18, 0.1202989, -0.6516036, 2.503454, 1], [19, 0.1551959, -0.6999556, 2.446236, 1], [20, -0.05874395, 0.2370499, 2.595773, 1], [21, -0.2298396, -0.1278328, 2.285141, 1], [22, -0.3006678, -0.09890056, 2.2885, 1], [23, 0.09564746, -0.2811274, 2.33667, 1], [24, 0.1641702, -0.2593907, 2.398118, 1]]
[[0, -0.08090325, -0.2266926, 2.665015, 1], [1, -0.06818039, 0.04053383, 2.629465, 1], [2, -0.05530165, 0.3016306, 2.582002, 1], [3, -0.04432136, 0.4275523, 2.586878, 1], [4, -0.2211342, 0.1992287, 2.549245, 1], [5, -0.2889348, 0.0009863055, 2.536983, 1], [6, -0.2788962, -0.08345944, 2.363227, 1], [7, -0.2704923, -0.09479269, 2.32927, 1], [8, 0.1111561, 0.1856995, 2.560813, 1], [9, 0.1694927, -0.005251152, 2.540314, 1], [10, 0.1231899, -0.1646616, 2.427419, 1], [11, 0.1002614, -0.2345735, 2.386801, 1], [12, -0.1680871, -0.218901, 2.62975, 1], [13, -0.2433327, -0.3277568, 2.299382, 1], [14, -0.2267611, -0.6566048, 2.457889, 1], [15, -0.2482647, -0.7078702, 2.394394, 1], [16, 0.008382477, -0.2287304, 2.633503, 1], [17, 0.1491398, -0.3224925, 2.321433, 1], [18, 0.1201774, -0.6517627, 2.503654, 1], [19, 0.1551949, -0.6999881, 2.446329, 1], [20, -0.05857375, 0.2372411, 2.596007, 1], [21, -0.2364658, -0.09688875, 2.288896, 1], [22, -0.3057581, -0.08114703, 2.285572, 1], [23, 0.09289567, -0.2811729, 2.333696, 1], [24, 0.1640618, -0.2529937, 2.406852, 1]]
[[0, -0.08099988, -0.2266727, 2.665037, 1], [1, -0.06817964, 0.0405321, 2.629475, 1], [2, -0.05519718, 0.3015971, 2.582056, 1], [3, -0.04400374, 0.4276209, 2.58687, 1], [4, -0.2211333, 0.1996942, 2.549588, 1], [5, -0.291122, 0.00230927, 2.540067, 1], [6, -0.2647958, -0.07715377, 2.349519, 1], [7, -0.2683031, -0.07526542, 2.325811, 1], [8, 0.1111924, 0.1857167, 2.560873, 1], [9, 0.1696561, -0.00568148, 2.540122, 1], [10, 0.1229524, -0.1642647, 2.428289, 1], [11, 0.1000029, -0.2342519, 2.387563, 1], [12, -0.1682253, -0.2188131, 2.629909, 1], [13, -0.2434396, -0.3300532, 2.300414, 1], [14, -0.2267502, -0.6566209, 2.457872, 1], [15, -0.248337, -0.7078417, 2.394358, 1], [16, 0.008259523, -0.2287569, 2.63344, 1], [17, 0.1492416, -0.3223934, 2.321438, 1], [18, 0.1201753, -0.6517627, 2.503612, 1], [19, 0.1552641, -0.6999303, 2.446262, 1], [20, -0.0585084, 0.2372191, 2.596047, 1], [21, -0.2567111, -0.05912329, 2.275141, 1], [22, -0.3071286, -0.06005245, 2.290333, 1], [23, 0.09406634, -0.2820377, 2.338304, 1], [24, 0.1634941, -0.2549732, 2.403131, 1]]
[[0, -0.08103292, -0.2266606, 2.665179, 1], [1, -0.06812803, 0.04051701, 2.629553, 1], [2, -0.05502156, 0.3015414, 2.582121, 1], [3, -0.04394546, 0.4276047, 2.586955, 1], [4, -0.2201359, 0.1982892, 2.547039, 1], [5, -0.3171582, 0.03978396, 2.547642, 1], [6, -0.2789235, -0.02761618, 2.345156, 1], [7, -0.260326, -0.02042023, 2.325501, 1], [8, 0.1112477, 0.1858186, 2.560952, 1], [9, 0.1696588, -0.005707144, 2.540127, 1], [10, 0.1229411, -0.164235, 2.428163, 1], [11, 0.1003862, -0.2313332, 2.37437, 1], [12, -0.1682879, -0.2188149, 2.630039, 1], [13, -0.2435977, -0.3310835, 2.300955, 1], [14, -0.2267165, -0.6566606, 2.45772, 1], [15, -0.2484119, -0.7079524, 2.394423, 1], [16, 0.008256769, -0.2287356, 2.633613, 1], [17, 0.1490927, -0.3222419, 2.321495, 1], [18, 0.1201102, -0.6517808, 2.503632, 1], [19, 0.1552957, -0.699848, 2.4462, 1], [20, -0.05836837, 0.2371749, 2.596117, 1], [21, -0.2405145, -0.004583256, 2.290592, 1], [22, -0.3057543, -0.008144065, 2.307125, 1], [23, 0.09126856, -0.2822746, 2.335724, 1], [24, 0.1396559, -0.2316376, 2.379267, 1]]
[[0, -0.08182359, -0.2270771, 2.664705, 1], [1, -0.06831437, 0.04037593, 2.629468, 1], [2, -0.0550194, 0.3015096, 2.582149, 1], [3, -0.0439591, 0.4276068, 2.587235, 1], [4, -0.2199161, 0.1985228, 2.546072, 1], [5, -0.2941003, 0.006827019, 2.489924, 1], [6, -0.2186899, 0.06924152, 2.332035, 1], [7, -0.2290635, 0.07857797, 2.316141, 1], [8, 0.1112696, 0.1856417, 2.560779, 1], [9, 0.1698249, -0.00576705, 2.540272, 1], [10, 0.1230445, -0.164164, 2.428248, 1], [11, 0.09875518, -0.2336043, 2.388211, 1], [12, -0.1686545, -0.218933, 2.6299, 1], [13, -0.2436101, -0.332083, 2.301062, 1], [14, -0.2271626, -0.6567412, 2.458391, 1], [15, -0.2483061, -0.7078487, 2.394341, 1], [16, 0.006888758, -0.2296376, 2.632618, 1], [17, 0.1498128, -0.3222059, 2.321223, 1], [18, 0.120158, -0.6517959, 2.503649, 1], [19, 0.1553933, -0.6998351, 2.446229, 1], [20, -0.05838486, 0.237135, 2.59613, 1], [21, -0.2271587, 0.10927, 2.289291, 1], [22, -0.2814203, 0.06584784, 2.313, 1], [23, 0.09518967, -0.2819422, 2.332443, 1], [24, 0.1619909, -0.2463174, 2.41, 1]]
[[0, -0.08183678, -0.2270642, 2.664759, 1], [1, -0.06835733, 0.04036086, 2.629506, 1], [2, -0.05510506, 0.3014607, 2.582193, 1], [3, -0.04392779, 0.4275945, 2.587249, 1], [4, -0.2190366, 0.199135, 2.544592, 1], [5, -0.2929831, 0.007620443, 2.487147, 1], [6, -0.2475405, 0.0612152, 2.38435, 1], [7, -0.2301455, 0.09323302, 2.332384, 1], [8, 0.1112781, 0.1855731, 2.560766, 1], [9, 0.1691685, -0.006312116, 2.53887, 1], [10, 0.1231257, -0.1639608, 2.428216, 1], [11, 0.100844, -0.2315433, 2.374112, 1], [12, -0.1687172, -0.2188693, 2.629974, 1], [13, -0.2438391, -0.3325831, 2.301394, 1], [14, -0.2251305, -0.6587338, 2.462222, 1], [15, -0.2482525, -0.706621, 2.394221, 1], [16, 0.006918663, -0.2296585, 2.6327, 1], [17, 0.1497534, -0.3221494, 2.321234, 1], [18, 0.1201956, -0.6517947, 2.503598, 1], [19, 0.1554361, -0.6998352, 2.446188, 1], [20, -0.05845677, 0.2370946, 2.596173, 1], [21, -0.2156627, 0.1302985, 2.299799, 1], [22, -0.281348, 0.07799065, 2.321539, 1], [23, 0.08863624, -0.282079, 2.330831, 1], [24, 0.1422688, -0.2420676, 2.3686, 1]]
[[0, -0.08183946, -0.2270528, 2.664769, 1], [1, -0.06835846, 0.04036209, 2.629514, 1], [2, -0.05510079, 0.3014556, 2.582211, 1], [3, -0.04388861, 0.4275733, 2.587265, 1], [4, -0.2179505, 0.2003052, 2.543331, 1], [5, -0.2895461, 0.01843219, 2.487271, 1], [6, -0.2405786, 0.08849741, 2.383348, 1], [7, -0.2239353, 0.117514, 2.33604, 1], [8, 0.1112452, 0.1855034, 2.560753, 1], [9, 0.1693003, -0.005870327, 2.539012, 1], [10, 0.1235645, -0.163798, 2.427704, 1], [11, 0.1010424, -0.2302553, 2.37429, 1], [12, -0.1687633, -0.2187616, 2.630065, 1], [13, -0.2437756, -0.3327889, 2.301577, 1], [14, -0.2251717, -0.6584559, 2.461197, 1], [15, -0.2488334, -0.7070163, 2.394653, 1], [16, 0.006932782, -0.2296706, 2.632694, 1], [17, 0.1497665, -0.3221759, 2.321233, 1], [18, 0.1201525, -0.6518088, 2.503615, 1], [19, 0.1553797, -0.6999102, 2.446319, 1], [20, -0.05845393, 0.2370909, 2.596187, 1], [21, -0.2169953, 0.1586987, 2.301958, 1], [22, -0.276858, 0.09720261, 2.3251, 1], [23, 0.09209264, -0.2818712, 2.332374, 1], [24, 0.1350444, -0.2507905, 2.349273, 1]]
