[[0, -0.179335, -0.330881, 2.65746, 1.0], [1, -0.175102, -0.0411708, 2.56476, 1.0], [2, -0.16995, 0.242304, 2.45927, 1.0], [3, -0.170194, 0.360436, 2.41397, 1.0], [4, -0.344879, 0.15461, 2.43784, 1.0], [5, -0.404741, 0.0220453, 2.36603, 1.0], [6, -0.452045, -0.0658461, 2.23137, 1.0], [7, -0.471599, -0.0954748, 2.03941, 1.0], [8, -0.00797819, 0.149415, 2.43055, 1.0], [9, 0.0801222, 0.0324702, 2.29423, 1.0], [10, 0.11202, -0.0817669, 2.19828, 1.0], [11, 0.129015, -0.0829921, 1.98727, 1.0], [12, -0.253633, -0.325298, 2.62421, 1.0], [13, -0.324586, -0.621633, 2.56883, 1.0], [14, -0.312924, -0.749436, 2.68927, 1.0], [15, -0.31539, -0.864959, 2.65281, 1.0], [16, -0.100295, -0.327738, 2.62062, 1.0], [17, -0.0527482, -0.625834, 2.62984, 1.0], [18, -0.0401986, -0.748973, 2.69729, 1.0], [19, -0.0296109, -0.863846, 2.67432, 1.0], [20, -0.171402, 0.172364, 2.48795, 1.0], [21, -0.47525, -0.104891, 2.01596, 1.0], [22, -0.513625, -0.0860506, 2.03711, 1.0], [23, 0.14042, -0.0858784, 1.96221, 1.0], [24, 0.188714, -0.0675205, 1.96843, 1.0]]
[[0, -0.174763, -0.328971, 2.62592, 1.0], [1, -0.174709, -0.040901, 2.55647, 1.0], [2, -0.170226, 0.242173, 2.45885, 1.0], [3, -0.170448, 0.359318, 2.41219, 1.0], [4, -0.344937, 0.154159, 2.43703, 1.0], [5, -0.404729, 0.0218969, 2.36565, 1.0], [6, -0.418407, -0.0611113, 2.17641, 1.0], [7, -0.466926, -0.1055, 2.03727, 1.0], [8, -0.00824168, 0.149566, 2.42942, 1.0], [9, 0.0796889, 0.0272245, 2.2927, 1.0], [10, 0.0987156, -0.0510768, 2.10164, 1.0], [11, 0.124865, -0.0889809, 1.98789, 1.0], [12, -0.249019, -0.324315, 2.59144, 1.0], [13, -0.290489, -0.639076, 2.6437, 1.0], [14, -0.343941, -0.898149, 2.7618, 1.0], [15, -0.319343, -0.951032, 2.65553, 1.0], [16, -0.0958624, -0.324953, 2.59078, 1.0], [17, -0.0107442, -0.677699, 2.67703, 1.0], [18, -0.112858, -0.932768, 2.77294, 1.0], [19, -0.0316398, -1.00672, 2.69554, 1.0], [20, -0.171667, 0.172254, 2.4869, 1.0], [21, -0.480343, -0.114545, 2.01605, 1.0], [22, -0.515395, -0.095961, 2.03383, 1.0], [23, 0.147949, -0.0964066, 1.96068, 1.0], [24, 0.183041, -0.0630102, 1.97775, 1.0]]
[[0, -0.174095, -0.327509, 2.61866, 1.0], [1, -0.174095, -0.0417718, 2.54892, 1.0], [2, -0.170638, 0.240137, 2.45775, 1.0], [3, -0.170884, 0.354514, 2.40838, 1.0], [4, -0.344436, 0.152519, 2.4357, 1.0], [5, -0.404584, 0.0207664, 2.3655, 1.0], [6, -0.418386, -0.0617684, 2.17624, 1.0], [7, -0.467104, -0.115231, 2.04085, 1.0], [8, -0.00825747, 0.149507, 2.42863, 1.0], [9, 0.0789889, 0.0281351, 2.29304, 1.0], [10, 0.11565, -0.0502106, 2.10491, 1.0], [11, 0.130698, -0.0945106, 1.99081, 1.0], [12, -0.248445, -0.323338, 2.58545, 1.0], [13, -0.281077, -0.588558, 2.62743, 1.0], [14, -0.33584, -0.858497, 2.73579, 1.0], [15, -0.332638, -0.967497, 2.66645, 1.0], [16, -0.0951238, -0.322988, 2.58254, 1.0], [17, -0.0609401, -0.585785, 2.63327, 1.0], [18, -0.0293888, -0.857992, 2.7454, 1.0], [19, -0.0195314, -0.970636, 2.69303, 1.0], [20, -0.171884, 0.170405, 2.48444, 1.0], [21, -0.481989, -0.125534, 2.01823, 1.0], [22, -0.400758, -0.120181, 2.0092, 1.0], [23, 0.145096, -0.103209, 1.96495, 1.0], [24, 0.173739, -0.0659715, 1.98155, 1.0]]
[[0, -0.174112, -0.327424, 2.61757, 1.0], [1, -0.174714, -0.0429901, 2.54557, 1.0], [2, -0.172922, 0.236147, 2.4546, 1.0], [3, -0.172528, 0.350217, 2.40539, 1.0], [4, -0.344937, 0.15135, 2.43475, 1.0], [5, -0.404575, 0.019312, 2.36538, 1.0], [6, -0.469266, -0.0806357, 2.20947, 1.0], [7, -0.474603, -0.123842, 2.04549, 1.0], [8, -0.00833606, 0.148989, 2.42619, 1.0], [9, 0.0782603, 0.0287546, 2.29404, 1.0], [10, 0.113092, -0.0633631, 2.17566, 1.0], [11, 0.134678, -0.102352, 1.99287, 1.0], [12, -0.248457, -0.323283, 2.58437, 1.0], [13, -0.2806, -0.579575, 2.62587, 1.0], [14, -0.337889, -0.850928, 2.73542, 1.0], [15, -0.332579, -0.960252, 2.66795, 1.0], [16, -0.0951611, -0.322914, 2.58173, 1.0], [17, -0.0609208, -0.586916, 2.63521, 1.0], [18, -0.029213, -0.861579, 2.7472, 1.0], [19, -0.0157037, -0.974729, 2.70427, 1.0], [20, -0.173685, 0.167149, 2.48058, 1.0], [21, -0.471133, -0.133302, 2.01963, 1.0], [22, -0.415393, -0.130651, 2.01371, 1.0], [23, 0.146696, -0.110505, 1.96307, 1.0], [24, 0.186475, -0.0755222, 1.9857, 1.0]]
[[0, -0.174144, -0.327624, 2.61695, 1.0], [1, -0.17484, -0.0442858, 2.54345, 1.0], [2, -0.173452, 0.233512, 2.45237, 1.0], [3, -0.174024, 0.345859, 2.40165, 1.0], [4, -0.346111, 0.148766, 2.43263, 1.0], [5, -0.404716, 0.017387, 2.36568, 1.0], [6, -0.469968, -0.0819539, 2.20869, 1.0], [7, -0.473608, -0.133457, 2.04697, 1.0], [8, -0.00912776, 0.147419, 2.42272, 1.0], [9, 0.0764724, 0.0275824, 2.29567, 1.0], [10, 0.113269, -0.0620725, 2.17689, 1.0], [11, 0.139565, -0.108583, 1.9951, 1.0], [12, -0.248478, -0.323495, 2.58392, 1.0], [13, -0.281204, -0.579102, 2.6255, 1.0], [14, -0.336708, -0.852433, 2.73475, 1.0], [15, -0.330698, -0.960922, 2.66528, 1.0], [16, -0.0952161, -0.323122, 2.58118, 1.0], [17, -0.0615859, -0.585787, 2.63519, 1.0], [18, -0.0287212, -0.861607, 2.74755, 1.0], [19, -0.0148283, -0.974802, 2.70809, 1.0], [20, -0.174083, 0.164821, 2.47804, 1.0], [21, -0.47032, -0.146992, 2.02278, 1.0], [22, -0.417831, -0.137225, 2.018, 1.0], [23, 0.149192, -0.120195, 1.96814, 1.0], [24, 0.187412, -0.0881642, 1.98684, 1.0]]
[[0, -0.174291, -0.327789, 2.61658, 1.0], [1, -0.175193, -0.0454322, 2.54216, 1.0], [2, -0.174165, 0.230873, 2.45076, 1.0], [3, -0.176056, 0.34158, 2.39866, 1.0], [4, -0.347082, 0.146718, 2.4307, 1.0], [5, -0.40568, 0.01325, 2.36606, 1.0], [6, -0.470867, -0.083964, 2.21073, 1.0], [7, -0.475465, -0.140851, 2.04972, 1.0], [8, -0.0100103, 0.146651, 2.42075, 1.0], [9, 0.0760728, 0.026939, 2.29556, 1.0], [10, 0.113554, -0.0630315, 2.17794, 1.0], [11, 0.140031, -0.116446, 1.99771, 1.0], [12, -0.248638, -0.323738, 2.58367, 1.0], [13, -0.281146, -0.578547, 2.62496, 1.0], [14, -0.336464, -0.852587, 2.7346, 1.0], [15, -0.329935, -0.960322, 2.66342, 1.0], [16, -0.0953638, -0.323244, 2.58087, 1.0], [17, -0.06164, -0.585452, 2.63496, 1.0], [18, -0.0355655, -0.861668, 2.74981, 1.0], [19, -0.0167482, -0.973654, 2.70503, 1.0], [20, -0.174679, 0.162603, 2.47633, 1.0], [21, -0.469137, -0.152745, 2.0228, 1.0], [22, -0.412272, -0.146666, 2.01771, 1.0], [23, 0.152496, -0.124627, 1.97048, 1.0], [24, 0.187586, -0.0943635, 1.98833, 1.0]]
[[0, -0.174498, -0.328299, 2.61642, 1.0], [1, -0.17568, -0.0472468, 2.53989, 1.0], [2, -0.175257, 0.227177, 2.44558, 1.0], [3, -0.177459, 0.337432, 2.39339, 1.0], [4, -0.348364, 0.144756, 2.42926, 1.0], [5, -0.407567, 0.00652599, 2.36568, 1.0], [6, -0.472852, -0.0887161, 2.20664, 1.0], [7, -0.475026, -0.148599, 2.0504, 1.0], [8, -0.011031, 0.145622, 2.41866, 1.0], [9, 0.0756167, 0.0263371, 2.29546, 1.0], [10, 0.119825, -0.0652016, 2.17335, 1.0], [11, 0.141631, -0.122524, 1.9987, 1.0], [12, -0.248854, -0.324359, 2.58355, 1.0], [13, -0.281289, -0.578351, 2.62428, 1.0], [14, -0.335696, -0.854527, 2.73018, 1.0], [15, -0.329966, -0.962922, 2.66189, 1.0], [16, -0.0955731, -0.323672, 2.58086, 1.0], [17, -0.0621139, -0.587825, 2.63456, 1.0], [18, -0.032416, -0.864037, 2.74926, 1.0], [19, -0.0214274, -0.976753, 2.70501, 1.0], [20, -0.17559, 0.159397, 2.47176, 1.0], [21, -0.474255, -0.159484, 2.02752, 1.0], [22, -0.414939, -0.153501, 2.02109, 1.0], [23, 0.156409, -0.131897, 1.97342, 1.0], [24, 0.192154, -0.102553, 1.98865, 1.0]]
[[0, -0.174807, -0.32866, 2.61682, 1.0], [1, -0.176201, -0.0481929, 2.53893, 1.0], [2, -0.176437, 0.225125, 2.44311, 1.0], [3, -0.179111, 0.33383, 2.38974, 1.0], [4, -0.349317, 0.14255, 2.42707, 1.0], [5, -0.408037, 0.00364462, 2.36502, 1.0], [6, -0.473731, -0.0916741, 2.20578, 1.0], [7, -0.475073, -0.155539, 2.05117, 1.0], [8, -0.0126947, 0.143654, 2.41622, 1.0], [9, 0.0738794, 0.024518, 2.29675, 1.0], [10, 0.120682, -0.066631, 2.1724, 1.0], [11, 0.142096, -0.130699, 2.00184, 1.0], [12, -0.24918, -0.324767, 2.58412, 1.0], [13, -0.283602, -0.58574, 2.6239, 1.0], [14, -0.337019, -0.86134, 2.73182, 1.0], [15, -0.325878, -0.9695, 2.66437, 1.0], [16, -0.0958712, -0.324001, 2.58124, 1.0], [17, -0.0618752, -0.590493, 2.63378, 1.0], [18, -0.0313419, -0.866348, 2.74934, 1.0], [19, -0.0186137, -0.978844, 2.70678, 1.0], [20, -0.176587, 0.157639, 2.46963, 1.0], [21, -0.476758, -0.16826, 2.02752, 1.0], [22, -0.413847, -0.159449, 2.0202, 1.0], [23, 0.152299, -0.140383, 1.97643, 1.0], [24, 0.191819, -0.115864, 1.98881, 1.0]]
[[0, -0.175316, -0.329152, 2.61759, 1.0], [1, -0.17699, -0.0493844, 2.53806, 1.0], [2, -0.178011, 0.222696, 2.44062, 1.0], [3, -0.180095, 0.329672, 2.38587, 1.0], [4, -0.350804, 0.13877, 2.42447, 1.0], [5, -0.408504, 0.00140034, 2.36498, 1.0], [6, -0.475436, -0.0953449, 2.20733, 1.0], [7, -0.475799, -0.162858, 2.05466, 1.0], [8, -0.0139096, 0.141604, 2.41457, 1.0], [9, 0.0729031, 0.0221947, 2.29724, 1.0], [10, 0.121541, -0.0692808, 2.17147, 1.0], [11, 0.141731, -0.138672, 2.0041, 1.0], [12, -0.249666, -0.325351, 2.58485, 1.0], [13, -0.284114, -0.588766, 2.62155, 1.0], [14, -0.336797, -0.863335, 2.73245, 1.0], [15, -0.329025, -0.970076, 2.66062, 1.0], [16, -0.0964077, -0.324406, 2.58223, 1.0], [17, -0.0610737, -0.596029, 2.63001, 1.0], [18, -0.027836, -0.872629, 2.74364, 1.0], [19, -0.0121346, -0.974235, 2.6614, 1.0], [20, -0.17795, 0.155539, 2.46753, 1.0], [21, -0.475197, -0.174528, 2.03016, 1.0], [22, -0.41457, -0.165255, 2.0238, 1.0], [23, 0.146491, -0.151765, 1.97832, 1.0], [24, 0.193746, -0.12407, 1.99186, 1.0]]
[[0, -0.176312, -0.332183, 2.62068, 1.0], [1, -0.178314, -0.0533188, 2.53749, 1.0], [2, -0.180049, 0.217005, 2.4375, 1.0], [3, -0.181822, 0.323996, 2.38287, 1.0], [4, -0.352089, 0.133597, 2.4225, 1.0], [5, -0.409537, -0.00462766, 2.36494, 1.0], [6, -0.47779, -0.100531, 2.20928, 1.0], [7, -0.477809, -0.171294, 2.05441, 1.0], [8, -0.0155454, 0.138738, 2.41317, 1.0], [9, 0.0699607, 0.0121957, 2.29985, 1.0], [10, 0.1057, -0.0879468, 2.12691, 1.0], [11, 0.137294, -0.148309, 2.00676, 1.0], [12, -0.250559, -0.328881, 2.58796, 1.0], [13, -0.286754, -0.595759, 2.61433, 1.0], [14, -0.338276, -0.867304, 2.73279, 1.0], [15, -0.317782, -0.937796, 2.66152, 1.0], [16, -0.0974939, -0.326934, 2.58545, 1.0], [17, -0.0589742, -0.604067, 2.61962, 1.0], [18, -0.0247646, -0.890434, 2.70988, 1.0], [19, -0.00463823, -0.993105, 2.63709, 1.0], [20, -0.179787, 0.150329, 2.46505, 1.0], [21, -0.476608, -0.18235, 2.02927, 1.0], [22, -0.41257, -0.17555, 2.02287, 1.0], [23, 0.160523, -0.157652, 1.98104, 1.0], [24, 0.187983, -0.126071, 1.99814, 1.0]]
[[0, -0.176743, -0.336739, 2.62309, 1.0], [1, -0.179789, -0.0606398, 2.53665, 1.0], [2, -0.182568, 0.207345, 2.43411, 1.0], [3, -0.183563, 0.315056, 2.38046, 1.0], [4, -0.352995, 0.124221, 2.41991, 1.0], [5, -0.41072, -0.0105554, 2.36422, 1.0], [6, -0.480078, -0.105213, 2.21113, 1.0], [7, -0.475734, -0.181898, 2.05369, 1.0], [8, -0.0174722, 0.129033, 2.41055, 1.0], [9, 0.0689668, 0.00371649, 2.29783, 1.0], [10, 0.105433, -0.0928156, 2.12344, 1.0], [11, 0.135003, -0.160223, 2.00495, 1.0], [12, -0.251237, -0.333994, 2.59052, 1.0], [13, -0.289347, -0.597978, 2.60681, 1.0], [14, -0.335835, -0.865272, 2.71483, 1.0], [15, -0.330798, -0.974884, 2.65327, 1.0], [16, -0.0976998, -0.330859, 2.58785, 1.0], [17, -0.0554671, -0.610327, 2.6069, 1.0], [18, -0.0210588, -0.883398, 2.70622, 1.0], [19, -0.00206807, -0.990211, 2.64069, 1.0], [20, -0.182036, 0.141233, 2.46223, 1.0], [21, -0.467231, -0.194021, 2.02845, 1.0], [22, -0.401706, -0.184296, 2.02017, 1.0], [23, 0.156991, -0.169995, 1.97944, 1.0], [24, 0.184325, -0.135996, 1.99477, 1.0]]
