[['2, k, 0', [-0.1040707, 0.1002323, 1.0]], ['2, k, 1', [-0.1117942, 0.3562186, 1.0]], ['2, k, 2', [-0.1205021, 0.6042882, 1.0]], ['2, k, 3', [-0.1126733, 0.73009, 1.0]], ['2, k, 4', [-0.2741908, 0.4876396, 1.0]], ['2, k, 5', [-0.3156387, 0.2567392, 1.0]], ['2, k, 6', [-0.346613, 0.02477632, 1.0]], ['2, k, 7', [-0.350313, -0.04376762, 1.0]], ['2, k, 8', [0.04238055, 0.497534, 1.0]], ['2, k, 9', [0.07294523, 0.2596827, 1.0]], ['2, k, 10', [0.1307625, 0.03822619, 1.0]], ['2, k, 11', [0.1504807, -0.03132317, 1.0]], ['2, k, 12', [-0.1620573, 0.09664543, 1.0]], ['2, k, 13', [-0.1652097, -0.2382379, 1.0]], ['2, k, 14', [-0.1560335, -0.635476, 1.0]], ['2, k, 15', [-0.1300542, -0.706201, 1.0]], ['2, k, 16', [-0.04337252, 0.1010749, 1.0]], ['2, k, 17', [-0.04395008, -0.2350876, 1.0]], ['2, k, 18', [-0.03752901, -0.6208975, 1.0]], ['2, k, 19', [-0.04015993, -0.6966292, 1.0]], ['2, k, 20', [-0.118469, 0.543286, 1.0]], ['2, k, 21', [-0.3428155, -0.115773, 1.0]], ['2, k, 22', [-0.3788409, -0.05815884, 1.0]], ['2, k, 23', [0.1699442, -0.09143988, 1.0]], ['2, k, 24', [0.183599, -0.008480081, 1.0]]]
[['2, k, 0', [-0.1033567, 0.0999379, 1.0]], ['2, k, 1', [-0.1115331, 0.3562099, 1.0]], ['2, k, 2', [-0.1201081, 0.6044925, 1.0]], ['2, k, 3', [-0.112093, 0.7307824, 1.0]], ['2, k, 4', [-0.2736812, 0.4877338, 1.0]], ['2, k, 5', [-0.3133573, 0.255327, 1.0]], ['2, k, 6', [-0.3350603, 0.04092145, 1.0]], ['2, k, 7', [-0.3350829, -0.03408719, 1.0]], ['2, k, 8', [0.04281295, 0.497758, 1.0]], ['2, k, 9', [0.07416044, 0.2600753, 1.0]], ['2, k, 10', [0.1375282, 0.04028294, 1.0]], ['2, k, 11', [0.1651385, -0.02345442, 1.0]], ['2, k, 12', [-0.1613015, 0.09640092, 1.0]], ['2, k, 13', [-0.1633506, -0.2380514, 1.0]], ['2, k, 14', [-0.1568567, -0.6346751, 1.0]], ['2, k, 15', [-0.1307225, -0.7056996, 1.0]], ['2, k, 16', [-0.04271842, 0.1007553, 1.0]], ['2, k, 17', [-0.04329771, -0.2340724, 1.0]], ['2, k, 18', [-0.03744122, -0.6125399, 1.0]], ['2, k, 19', [-0.03987025, -0.6965387, 1.0]], ['2, k, 20', [-0.118095, 0.5434412, 1.0]], ['2, k, 21', [-0.3255616, -0.1012219, 1.0]], ['2, k, 22', [-0.3588902, -0.04079338, 1.0]], ['2, k, 23', [0.1875217, -0.08220578, 1.0]], ['2, k, 24', [0.1951858, 0.001834271, 1.0]]]
[['2, k, 0', [-0.1028426, 0.09959146, 1.0]], ['2, k, 1', [-0.1112456, 0.3562542, 1.0]], ['2, k, 2', [-0.1196191, 0.6048446, 1.0]], ['2, k, 3', [-0.1117859, 0.7312174, 1.0]], ['2, k, 4', [-0.2716824, 0.4874808, 1.0]], ['2, k, 5', [-0.3121867, 0.254824, 1.0]], ['2, k, 6', [-0.3302713, 0.05030744, 1.0]], ['2, k, 7', [-0.323849, -0.02633738, 1.0]], ['2, k, 8', [0.04321473, 0.4978203, 1.0]], ['2, k, 9', [0.07525869, 0.2603178, 1.0]], ['2, k, 10', [0.1422149, 0.04642845, 1.0]], ['2, k, 11', [0.1756654, -0.01270037, 1.0]], ['2, k, 12', [-0.1606979, 0.09604042, 1.0]], ['2, k, 13', [-0.1630748, -0.2379181, 1.0]], ['2, k, 14', [-0.1565985, -0.6344846, 1.0]], ['2, k, 15', [-0.1333797, -0.7056537, 1.0]], ['2, k, 16', [-0.04230194, 0.1004553, 1.0]], ['2, k, 17', [-0.04321581, -0.2340783, 1.0]], ['2, k, 18', [-0.03794034, -0.6054844, 1.0]], ['2, k, 19', [-0.03991512, -0.6964327, 1.0]], ['2, k, 20', [-0.1176797, 0.543706, 1.0]], ['2, k, 21', [-0.3154023, -0.09425835, 1.0]], ['2, k, 22', [-0.3451669, -0.06027345, 1.0]], ['2, k, 23', [0.2015321, -0.07170697, 1.0]], ['2, k, 24', [0.200532, 0.02253868, 1.0]]]
[['2, k, 0', [-0.1017243, 0.09910543, 1.0]], ['2, k, 1', [-0.1103843, 0.3563636, 1.0]], ['2, k, 2', [-0.1183187, 0.6055955, 1.0]], ['2, k, 3', [-0.1100432, 0.7319062, 1.0]], ['2, k, 4', [-0.2700207, 0.4875032, 1.0]], ['2, k, 5', [-0.308789, 0.2538785, 1.0]], ['2, k, 6', [-0.3146103, 0.04986929, 1.0]], ['2, k, 7', [-0.2983101, -0.0169265, 1.0]], ['2, k, 8', [0.04387708, 0.4981459, 1.0]], ['2, k, 9', [0.07643263, 0.2607948, 1.0]], ['2, k, 10', [0.1567139, 0.07988918, 1.0]], ['2, k, 11', [0.1945581, 0.02234831, 1.0]], ['2, k, 12', [-0.1595085, 0.09539783, 1.0]], ['2, k, 13', [-0.162638, -0.2382033, 1.0]], ['2, k, 14', [-0.1564108, -0.6346036, 1.0]], ['2, k, 15', [-0.1344686, -0.7069917, 1.0]], ['2, k, 16', [-0.04128828, 0.100137, 1.0]], ['2, k, 17', [-0.04330976, -0.2337065, 1.0]], ['2, k, 18', [-0.03841998, -0.6053832, 1.0]], ['2, k, 19', [-0.03971833, -0.6963873, 1.0]], ['2, k, 20', [-0.1165092, 0.5442846, 1.0]], ['2, k, 21', [-0.2888651, -0.08787505, 1.0]], ['2, k, 22', [-0.3219384, -0.03502359, 1.0]], ['2, k, 23', [0.2283803, -0.03245591, 1.0]], ['2, k, 24', [0.2283769, 0.04391935, 1.0]]]
[['2, k, 0', [-0.1008874, 0.09874939, 1.0]], ['2, k, 1', [-0.1097893, 0.3564304, 1.0]], ['2, k, 2', [-0.117413, 0.6061792, 1.0]], ['2, k, 3', [-0.1082626, 0.7323654, 1.0]], ['2, k, 4', [-0.2683378, 0.4881096, 1.0]], ['2, k, 5', [-0.3078906, 0.254394, 1.0]], ['2, k, 6', [-0.3013271, 0.0399566, 1.0]], ['2, k, 7', [-0.2887523, -0.02332987, 1.0]], ['2, k, 8', [0.0452561, 0.4975106, 1.0]], ['2, k, 9', [0.07841621, 0.260366, 1.0]], ['2, k, 10', [0.1582845, 0.08929007, 1.0]], ['2, k, 11', [0.2003362, 0.04163799, 1.0]], ['2, k, 12', [-0.1587143, 0.0949522, 1.0]], ['2, k, 13', [-0.1623954, -0.2382525, 1.0]], ['2, k, 14', [-0.1578372, -0.63323, 1.0]], ['2, k, 15', [-0.1349322, -0.7053146, 1.0]], ['2, k, 16', [-0.04043038, 0.09988763, 1.0]], ['2, k, 17', [-0.04286981, -0.2335912, 1.0]], ['2, k, 18', [-0.03834418, -0.6056681, 1.0]], ['2, k, 19', [-0.04088303, -0.6955879, 1.0]], ['2, k, 20', [-0.115675, 0.5447305, 1.0]], ['2, k, 21', [-0.2734173, -0.09375478, 1.0]], ['2, k, 22', [-0.3242435, 0.005080031, 1.0]], ['2, k, 23', [0.2353216, -0.008953018, 1.0]], ['2, k, 24', [0.2280711, 0.06352072, 1.0]]]
[['2, k, 0', [-0.1000924, 0.09778226, 1.0]], ['2, k, 1', [-0.1092162, 0.3562863, 1.0]], ['2, k, 2', [-0.1168915, 0.606392, 1.0]], ['2, k, 3', [-0.1069855, 0.7321308, 1.0]], ['2, k, 4', [-0.2668286, 0.4882116, 1.0]], ['2, k, 5', [-0.3060838, 0.2542675, 1.0]], ['2, k, 6', [-0.2967397, 0.04084322, 1.0]], ['2, k, 7', [-0.2786994, -0.02288361, 1.0]], ['2, k, 8', [0.04717136, 0.4967119, 1.0]], ['2, k, 9', [0.0786624, 0.2617701, 1.0]], ['2, k, 10', [0.1644415, 0.1051392, 1.0]], ['2, k, 11', [0.2090807, 0.06591579, 1.0]], ['2, k, 12', [-0.157948, 0.09395207, 1.0]], ['2, k, 13', [-0.1616714, -0.23866, 1.0]], ['2, k, 14', [-0.1578147, -0.6329049, 1.0]], ['2, k, 15', [-0.1349978, -0.7050911, 1.0]], ['2, k, 16', [-0.0396333, 0.09899373, 1.0]], ['2, k, 17', [-0.04288888, -0.234084, 1.0]], ['2, k, 18', [-0.03934446, -0.6051845, 1.0]], ['2, k, 19', [-0.04114944, -0.6950165, 1.0]], ['2, k, 20', [-0.1151794, 0.5448709, 1.0]], ['2, k, 21', [-0.260584, -0.09365437, 1.0]], ['2, k, 22', [-0.3093891, -0.04441103, 1.0]], ['2, k, 23', [0.2475439, 0.01933304, 1.0]], ['2, k, 24', [0.2337204, 0.09363394, 1.0]]]
[['2, k, 0', [-0.09926626, 0.09710916, 1.0]], ['2, k, 1', [-0.1086968, 0.3561042, 1.0]], ['2, k, 2', [-0.1166264, 0.6064516, 1.0]], ['2, k, 3', [-0.1058434, 0.7328865, 1.0]], ['2, k, 4', [-0.2656713, 0.487975, 1.0]], ['2, k, 5', [-0.3041785, 0.2534285, 1.0]], ['2, k, 6', [-0.2873228, 0.02838386, 1.0]], ['2, k, 7', [-0.2730514, -0.02697711, 1.0]], ['2, k, 8', [0.04795265, 0.4957904, 1.0]], ['2, k, 9', [0.07920069, 0.2627971, 1.0]], ['2, k, 10', [0.1656128, 0.1271989, 1.0]], ['2, k, 11', [0.2125695, 0.09390546, 1.0]], ['2, k, 12', [-0.1571901, 0.09306798, 1.0]], ['2, k, 13', [-0.1610456, -0.239073, 1.0]], ['2, k, 14', [-0.1576594, -0.6326007, 1.0]], ['2, k, 15', [-0.135305, -0.7050757, 1.0]], ['2, k, 16', [-0.0387764, 0.09851834, 1.0]], ['2, k, 17', [-0.04214427, -0.2341469, 1.0]], ['2, k, 18', [-0.04001283, -0.6061878, 1.0]], ['2, k, 19', [-0.03987247, -0.6940728, 1.0]], ['2, k, 20', [-0.1148787, 0.5449004, 1.0]], ['2, k, 21', [-0.257738, -0.09482246, 1.0]], ['2, k, 22', [-0.3028176, -0.05422471, 1.0]], ['2, k, 23', [0.2499233, 0.05117771, 1.0]], ['2, k, 24', [0.2396384, 0.1140962, 1.0]]]
[['2, k, 0', [-0.09853712, 0.09689137, 1.0]], ['2, k, 1', [-0.1080064, 0.3561461, 1.0]], ['2, k, 2', [-0.1156505, 0.6068786, 1.0]], ['2, k, 3', [-0.1048342, 0.7331854, 1.0]], ['2, k, 4', [-0.2642665, 0.4881979, 1.0]], ['2, k, 5', [-0.3020077, 0.2533911, 1.0]], ['2, k, 6', [-0.2828396, 0.02350484, 1.0]], ['2, k, 7', [-0.2709079, -0.02688862, 1.0]], ['2, k, 8', [0.04830213, 0.4959681, 1.0]], ['2, k, 9', [0.07951015, 0.2637867, 1.0]], ['2, k, 10', [0.1653903, 0.15638, 1.0]], ['2, k, 11', [0.2226302, 0.124909, 1.0]], ['2, k, 12', [-0.1564653, 0.09291987, 1.0]], ['2, k, 13', [-0.1608043, -0.2389959, 1.0]], ['2, k, 14', [-0.1576958, -0.6323686, 1.0]], ['2, k, 15', [-0.1357921, -0.70561, 1.0]], ['2, k, 16', [-0.03806012, 0.09824861, 1.0]], ['2, k, 17', [-0.04090876, -0.2341001, 1.0]], ['2, k, 18', [-0.03908537, -0.6007055, 1.0]], ['2, k, 19', [-0.04181694, -0.6935338, 1.0]], ['2, k, 20', [-0.1139859, 0.5452215, 1.0]], ['2, k, 21', [-0.2498818, -0.09435069, 1.0]], ['2, k, 22', [-0.3024696, -0.05095757, 1.0]], ['2, k, 23', [0.2609212, 0.09023795, 1.0]], ['2, k, 24', [0.2610739, 0.1319733, 1.0]]]
[['2, k, 0', [-0.09747827, 0.09678406, 1.0]], ['2, k, 1', [-0.1072128, 0.3560923, 1.0]], ['2, k, 2', [-0.1151598, 0.6069108, 1.0]], ['2, k, 3', [-0.1038167, 0.7333679, 1.0]], ['2, k, 4', [-0.2633862, 0.4885854, 1.0]], ['2, k, 5', [-0.3003217, 0.2539087, 1.0]], ['2, k, 6', [-0.2816433, 0.02310089, 1.0]], ['2, k, 7', [-0.2704666, -0.02305303, 1.0]], ['2, k, 8', [0.04884185, 0.495542, 1.0]], ['2, k, 9', [0.08036523, 0.2650054, 1.0]], ['2, k, 10', [0.1711138, 0.1710855, 1.0]], ['2, k, 11', [0.230615, 0.1543186, 1.0]], ['2, k, 12', [-0.1554136, 0.09301453, 1.0]], ['2, k, 13', [-0.1605316, -0.2385747, 1.0]], ['2, k, 14', [-0.1576177, -0.632318, 1.0]], ['2, k, 15', [-0.1357617, -0.7055694, 1.0]], ['2, k, 16', [-0.03699064, 0.09796751, 1.0]], ['2, k, 17', [-0.04075589, -0.2339004, 1.0]], ['2, k, 18', [-0.03801385, -0.5958924, 1.0]], ['2, k, 19', [-0.04187335, -0.6938831, 1.0]], ['2, k, 20', [-0.1134282, 0.5452488, 1.0]], ['2, k, 21', [-0.2584297, -0.08999194, 1.0]], ['2, k, 22', [-0.3031613, -0.0423602, 1.0]], ['2, k, 23', [0.2675754, 0.1312234, 1.0]], ['2, k, 24', [0.259778, 0.1753127, 1.0]]]
[['2, k, 0', [-0.09721259, 0.09602392, 1.0]], ['2, k, 1', [-0.1067351, 0.3556967, 1.0]], ['2, k, 2', [-0.1147155, 0.6068411, 1.0]], ['2, k, 3', [-0.1028216, 0.7333423, 1.0]], ['2, k, 4', [-0.2627622, 0.4886899, 1.0]], ['2, k, 5', [-0.2983632, 0.2536621, 1.0]], ['2, k, 6', [-0.2810913, 0.02196878, 1.0]], ['2, k, 7', [-0.2717878, -0.02048306, 1.0]], ['2, k, 8', [0.04921217, 0.4950899, 1.0]], ['2, k, 9', [0.07980919, 0.271668, 1.0]], ['2, k, 10', [0.176473, 0.192984, 1.0]], ['2, k, 11', [0.2398646, 0.1891524, 1.0]], ['2, k, 12', [-0.1551395, 0.09230883, 1.0]], ['2, k, 13', [-0.1593622, -0.2389199, 1.0]], ['2, k, 14', [-0.1575084, -0.6322634, 1.0]], ['2, k, 15', [-0.1357749, -0.7055614, 1.0]], ['2, k, 16', [-0.03673759, 0.09718525, 1.0]], ['2, k, 17', [-0.04073561, -0.2344228, 1.0]], ['2, k, 18', [-0.03800808, -0.5959883, 1.0]], ['2, k, 19', [-0.04280898, -0.6941802, 1.0]], ['2, k, 20', [-0.1129695, 0.5451274, 1.0]], ['2, k, 21', [-0.2603869, -0.08800636, 1.0]], ['2, k, 22', [-0.3048016, -0.04361694, 1.0]], ['2, k, 23', [0.2883772, 0.1829164, 1.0]], ['2, k, 24', [0.2787362, 0.2009146, 1.0]]]
[['2, k, 0', [-0.09673463, 0.09567071, 1.0]], ['2, k, 1', [-0.1056974, 0.3554601, 1.0]], ['2, k, 2', [-0.1130159, 0.6068175, 1.0]], ['2, k, 3', [-0.1009004, 0.733054, 1.0]], ['2, k, 4', [-0.2619602, 0.4884796, 1.0]], ['2, k, 5', [-0.2970371, 0.2531848, 1.0]], ['2, k, 6', [-0.2809466, 0.02142882, 1.0]], ['2, k, 7', [-0.2718978, -0.02102834, 1.0]], ['2, k, 8', [0.04997811, 0.4957476, 1.0]], ['2, k, 9', [0.08136293, 0.2743869, 1.0]], ['2, k, 10', [0.1784493, 0.2251707, 1.0]], ['2, k, 11', [0.2388231, 0.2247285, 1.0]], ['2, k, 12', [-0.1545329, 0.09194086, 1.0]], ['2, k, 13', [-0.1589559, -0.2389563, 1.0]], ['2, k, 14', [-0.1574388, -0.632293, 1.0]], ['2, k, 15', [-0.1367327, -0.7060125, 1.0]], ['2, k, 16', [-0.03638602, 0.09686178, 1.0]], ['2, k, 17', [-0.03999366, -0.2343727, 1.0]], ['2, k, 18', [-0.03786118, -0.5997087, 1.0]], ['2, k, 19', [-0.04226741, -0.6948223, 1.0]], ['2, k, 20', [-0.1114369, 0.5450575, 1.0]], ['2, k, 21', [-0.2548336, -0.08985356, 1.0]], ['2, k, 22', [-0.3067001, -0.04149899, 1.0]], ['2, k, 23', [0.2868038, 0.2271386, 1.0]], ['2, k, 24', [0.2592381, 0.2369537, 1.0]]]
