[[0, -0.180941, -0.254086, 2.51588, 1.0], [1, -0.182494, 0.0392396, 2.46312, 1.0], [2, -0.182985, 0.325223, 2.3978, 1.0], [3, -0.181053, 0.453909, 2.34178, 1.0], [4, -0.365198, 0.23931, 2.44097, 1.0], [5, -0.536715, 0.0869997, 2.58414, 1.0], [6, -0.437198, -0.115707, 2.50014, 1.0], [7, -0.377045, -0.158524, 2.47193, 1.0], [8, -0.0139576, 0.234668, 2.422, 1.0], [9, 0.165771, 0.0990297, 2.56525, 1.0], [10, 0.0814237, -0.119474, 2.51827, 1.0], [11, 0.0238738, -0.160616, 2.468, 1.0], [12, -0.258527, -0.24948, 2.48097, 1.0], [13, -0.332712, -0.645064, 2.618, 1.0], [14, -0.388519, -1.01168, 2.74656, 1.0], [15, -0.412109, -1.07617, 2.6582, 1.0], [16, -0.0983488, -0.251679, 2.48135, 1.0], [17, -0.0295565, -0.615471, 2.59303, 1.0], [18, 0.021861, -1.0019, 2.75078, 1.0], [19, 0.0541077, -1.06738, 2.67188, 1.0], [20, -0.183048, 0.254788, 2.41638, 1.0], [21, -0.344661, -0.238937, 2.433, 1.0], [22, -0.337612, -0.11399, 2.41952, 1.0], [23, 0.0104636, -0.255934, 2.45152, 1.0], [24, 0.00106478, -0.142256, 2.4187, 1.0]]
[[0, -0.180962, -0.254091, 2.51596, 1.0], [1, -0.182485, 0.0392355, 2.46314, 1.0], [2, -0.182948, 0.325217, 2.3978, 1.0], [3, -0.181041, 0.453275, 2.34247, 1.0], [4, -0.365202, 0.239322, 2.44097, 1.0], [5, -0.536715, 0.0869562, 2.58414, 1.0], [6, -0.427947, -0.117323, 2.51978, 1.0], [7, -0.373789, -0.16626, 2.4698, 1.0], [8, -0.013984, 0.234713, 2.42208, 1.0], [9, 0.165732, 0.0990663, 2.56534, 1.0], [10, 0.0815444, -0.119553, 2.51865, 1.0], [11, 0.0257837, -0.161643, 2.47128, 1.0], [12, -0.258548, -0.249488, 2.48105, 1.0], [13, -0.333272, -0.636796, 2.61287, 1.0], [14, -0.38876, -1.012, 2.74784, 1.0], [15, -0.412022, -1.07629, 2.6589, 1.0], [16, -0.098368, -0.251681, 2.48143, 1.0], [17, -0.0296557, -0.615114, 2.59321, 1.0], [18, 0.0220788, -1.00133, 2.75163, 1.0], [19, 0.0524761, -1.06518, 2.67628, 1.0], [20, -0.183021, 0.254782, 2.41638, 1.0], [21, -0.349507, -0.244654, 2.44287, 1.0], [22, -0.341075, -0.127135, 2.41471, 1.0], [23, 0.0104843, -0.256371, 2.45569, 1.0], [24, 0.00116961, -0.142303, 2.41861, 1.0]]
[[0, -0.180953, -0.254082, 2.51596, 1.0], [1, -0.182445, 0.0392594, 2.46314, 1.0], [2, -0.182853, 0.325262, 2.3978, 1.0], [3, -0.181037, 0.453015, 2.34272, 1.0], [4, -0.365123, 0.239374, 2.44087, 1.0], [5, -0.536763, 0.0872701, 2.58454, 1.0], [6, -0.428117, -0.116978, 2.51972, 1.0], [7, -0.373415, -0.167959, 2.46804, 1.0], [8, -0.0139684, 0.234668, 2.42217, 1.0], [9, 0.165731, 0.0990662, 2.56534, 1.0], [10, 0.0751946, -0.115349, 2.50965, 1.0], [11, 0.0194707, -0.161136, 2.46488, 1.0], [12, -0.258537, -0.249464, 2.48105, 1.0], [13, -0.33342, -0.636954, 2.61296, 1.0], [14, -0.387013, -1.00955, 2.74901, 1.0], [15, -0.411784, -1.07548, 2.66237, 1.0], [16, -0.0983611, -0.25168, 2.48143, 1.0], [17, -0.0298737, -0.613813, 2.59251, 1.0], [18, 0.0221876, -1.0001, 2.75181, 1.0], [19, 0.0522074, -1.06461, 2.6767, 1.0], [20, -0.182942, 0.254822, 2.41638, 1.0], [21, -0.349309, -0.244869, 2.44377, 1.0], [22, -0.341918, -0.125854, 2.41565, 1.0], [23, -0.00132509, -0.248411, 2.43872, 1.0], [24, -0.0080107, -0.130015, 2.41377, 1.0]]
[[0, -0.18096, -0.254152, 2.51606, 1.0], [1, -0.182445, 0.039252, 2.46317, 1.0], [2, -0.182852, 0.325273, 2.39781, 1.0], [3, -0.181028, 0.453034, 2.34294, 1.0], [4, -0.365041, 0.23942, 2.44087, 1.0], [5, -0.535851, 0.0875286, 2.58421, 1.0], [6, -0.428176, -0.117219, 2.51973, 1.0], [7, -0.374543, -0.167806, 2.4715, 1.0], [8, -0.0140126, 0.23461, 2.42225, 1.0], [9, 0.165721, 0.099079, 2.56534, 1.0], [10, 0.0793376, -0.118027, 2.51522, 1.0], [11, 0.0218209, -0.164739, 2.46756, 1.0], [12, -0.258545, -0.249519, 2.48123, 1.0], [13, -0.333427, -0.638188, 2.61383, 1.0], [14, -0.387085, -1.00946, 2.74899, 1.0], [15, -0.413036, -1.0767, 2.66403, 1.0], [16, -0.0983673, -0.251766, 2.48147, 1.0], [17, -0.0299098, -0.613524, 2.59255, 1.0], [18, 0.0221582, -0.997036, 2.75363, 1.0], [19, 0.0512472, -1.06262, 2.67891, 1.0], [20, -0.182941, 0.254827, 2.41639, 1.0], [21, -0.348602, -0.249223, 2.44088, 1.0], [22, -0.341713, -0.123719, 2.41782, 1.0], [23, 0.00671291, -0.254164, 2.45338, 1.0], [24, -0.00179697, -0.138239, 2.41711, 1.0]]
[[0, -0.180961, -0.254204, 2.51614, 1.0], [1, -0.182427, 0.0392518, 2.46319, 1.0], [2, -0.182796, 0.325318, 2.39781, 1.0], [3, -0.180993, 0.453105, 2.343, 1.0], [4, -0.364947, 0.239517, 2.44088, 1.0], [5, -0.535261, 0.0877919, 2.58398, 1.0], [6, -0.437108, -0.116597, 2.50339, 1.0], [7, -0.377614, -0.158668, 2.47384, 1.0], [8, -0.0140151, 0.234658, 2.42232, 1.0], [9, 0.165667, 0.0991365, 2.56524, 1.0], [10, 0.0799836, -0.118378, 2.51651, 1.0], [11, 0.0241054, -0.16043, 2.46943, 1.0], [12, -0.258546, -0.249559, 2.4813, 1.0], [13, -0.333675, -0.63992, 2.61465, 1.0], [14, -0.387098, -1.00967, 2.74896, 1.0], [15, -0.413517, -1.07699, 2.66451, 1.0], [16, -0.098368, -0.251829, 2.48156, 1.0], [17, -0.0299399, -0.613576, 2.59268, 1.0], [18, 0.0224602, -0.996913, 2.75421, 1.0], [19, 0.0509967, -1.06232, 2.67986, 1.0], [20, -0.1829, 0.254856, 2.4164, 1.0], [21, -0.349595, -0.241055, 2.44584, 1.0], [22, -0.340483, -0.118418, 2.4209, 1.0], [23, 0.00974619, -0.255876, 2.45467, 1.0], [24, -0.00159561, -0.138374, 2.41699, 1.0]]
[[0, -0.181056, -0.254211, 2.51618, 1.0], [1, -0.182433, 0.0392626, 2.46324, 1.0], [2, -0.182705, 0.325367, 2.39792, 1.0], [3, -0.180945, 0.45304, 2.34314, 1.0], [4, -0.364935, 0.239512, 2.44089, 1.0], [5, -0.534883, 0.0880451, 2.584, 1.0], [6, -0.428267, -0.117186, 2.52018, 1.0], [7, -0.373532, -0.168799, 2.47088, 1.0], [8, -0.0140013, 0.234667, 2.42238, 1.0], [9, 0.165661, 0.0991323, 2.56532, 1.0], [10, 0.0811961, -0.119282, 2.51978, 1.0], [11, 0.024763, -0.159219, 2.47121, 1.0], [12, -0.258658, -0.249573, 2.48139, 1.0], [13, -0.333575, -0.637686, 2.61318, 1.0], [14, -0.387158, -1.0098, 2.74881, 1.0], [15, -0.413467, -1.07695, 2.66438, 1.0], [16, -0.0984567, -0.251831, 2.48155, 1.0], [17, -0.0298999, -0.613341, 2.59287, 1.0], [18, 0.0221679, -0.996197, 2.75376, 1.0], [19, 0.050878, -1.06211, 2.6797, 1.0], [20, -0.182843, 0.254892, 2.41649, 1.0], [21, -0.346299, -0.247716, 2.43949, 1.0], [22, -0.340317, -0.126294, 2.41787, 1.0], [23, 0.00857954, -0.253847, 2.45864, 1.0], [24, -0.000460082, -0.140926, 2.41762, 1.0]]
[[0, -0.181064, -0.254232, 2.51625, 1.0], [1, -0.182395, 0.0392668, 2.46327, 1.0], [2, -0.182554, 0.325415, 2.39792, 1.0], [3, -0.180867, 0.453103, 2.34319, 1.0], [4, -0.364772, 0.239573, 2.44102, 1.0], [5, -0.535423, 0.0880193, 2.58485, 1.0], [6, -0.428364, -0.116706, 2.52005, 1.0], [7, -0.373023, -0.168904, 2.47185, 1.0], [8, -0.0139585, 0.234698, 2.42245, 1.0], [9, 0.165651, 0.0991683, 2.56532, 1.0], [10, 0.0816063, -0.119537, 2.52074, 1.0], [11, 0.0267794, -0.16003, 2.4725, 1.0], [12, -0.258667, -0.249599, 2.48153, 1.0], [13, -0.333448, -0.636634, 2.61274, 1.0], [14, -0.386981, -1.01022, 2.74921, 1.0], [15, -0.413002, -1.07677, 2.66455, 1.0], [16, -0.0984627, -0.251844, 2.48158, 1.0], [17, -0.0293737, -0.615545, 2.59481, 1.0], [18, 0.0223645, -0.997112, 2.75362, 1.0], [19, 0.0514482, -1.06359, 2.67738, 1.0], [20, -0.182728, 0.254926, 2.4165, 1.0], [21, -0.346721, -0.248018, 2.44249, 1.0], [22, -0.340215, -0.122989, 2.41942, 1.0], [23, 0.010648, -0.254185, 2.45925, 1.0], [24, 0.00119931, -0.140571, 2.41921, 1.0]]
[[0, -0.181066, -0.254236, 2.51626, 1.0], [1, -0.18238, 0.0392855, 2.46326, 1.0], [2, -0.182484, 0.325523, 2.3978, 1.0], [3, -0.180821, 0.453242, 2.3431, 1.0], [4, -0.364752, 0.239598, 2.44103, 1.0], [5, -0.534604, 0.0881686, 2.58419, 1.0], [6, -0.428326, -0.11707, 2.52011, 1.0], [7, -0.372893, -0.167489, 2.4699, 1.0], [8, -0.0139596, 0.234758, 2.42244, 1.0], [9, 0.165584, 0.0991828, 2.56522, 1.0], [10, 0.0818697, -0.119639, 2.52106, 1.0], [11, 0.0277835, -0.158505, 2.47266, 1.0], [12, -0.258667, -0.249611, 2.48157, 1.0], [13, -0.333486, -0.637351, 2.61351, 1.0], [14, -0.386992, -1.01019, 2.74925, 1.0], [15, -0.41348, -1.07709, 2.66528, 1.0], [16, -0.0984634, -0.251845, 2.48158, 1.0], [17, -0.02938, -0.615537, 2.59481, 1.0], [18, 0.0224369, -0.997095, 2.75413, 1.0], [19, 0.0511284, -1.06277, 2.6784, 1.0], [20, -0.182674, 0.255006, 2.41642, 1.0], [21, -0.347215, -0.247894, 2.43947, 1.0], [22, -0.341252, -0.125857, 2.4172, 1.0], [23, 0.0135207, -0.25611, 2.46019, 1.0], [24, 0.00441252, -0.141795, 2.41978, 1.0]]
[[0, -0.181078, -0.254269, 2.51641, 1.0], [1, -0.182315, 0.039316, 2.46333, 1.0], [2, -0.18226, 0.325664, 2.39781, 1.0], [3, -0.180695, 0.453406, 2.343, 1.0], [4, -0.364502, 0.239634, 2.44088, 1.0], [5, -0.534327, 0.0882669, 2.5838, 1.0], [6, -0.428194, -0.116992, 2.5198, 1.0], [7, -0.373254, -0.167309, 2.47121, 1.0], [8, -0.0139473, 0.234759, 2.42244, 1.0], [9, 0.165568, 0.0991695, 2.56515, 1.0], [10, 0.0819763, -0.119636, 2.52103, 1.0], [11, 0.0268003, -0.159385, 2.47306, 1.0], [12, -0.258679, -0.249643, 2.48181, 1.0], [13, -0.334382, -0.642908, 2.61731, 1.0], [14, -0.387214, -1.01033, 2.75029, 1.0], [15, -0.413201, -1.07699, 2.66578, 1.0], [16, -0.0984738, -0.251874, 2.48165, 1.0], [17, -0.0296312, -0.613018, 2.59397, 1.0], [18, 0.0217904, -0.995374, 2.75425, 1.0], [19, 0.050525, -1.06127, 2.679, 1.0], [20, -0.182499, 0.255112, 2.41645, 1.0], [21, -0.350629, -0.246817, 2.44946, 1.0], [22, -0.340679, -0.127688, 2.41767, 1.0], [23, 0.0127896, -0.25626, 2.46351, 1.0], [24, 0.00372579, -0.144263, 2.41869, 1.0]]
[[0, -0.181172, -0.254222, 2.51649, 1.0], [1, -0.182317, 0.0393781, 2.46337, 1.0], [2, -0.182178, 0.32579, 2.39781, 1.0], [3, -0.180548, 0.453539, 2.34292, 1.0], [4, -0.364433, 0.239765, 2.44089, 1.0], [5, -0.533894, 0.0886552, 2.58384, 1.0], [6, -0.428356, -0.116866, 2.52, 1.0], [7, -0.373413, -0.169412, 2.47112, 1.0], [8, -0.0139238, 0.234783, 2.42243, 1.0], [9, 0.165531, 0.0991716, 2.56507, 1.0], [10, 0.0818557, -0.119569, 2.52122, 1.0], [11, 0.0265695, -0.159012, 2.4738, 1.0], [12, -0.258791, -0.249772, 2.482, 1.0], [13, -0.334373, -0.642945, 2.61746, 1.0], [14, -0.387306, -1.01094, 2.75054, 1.0], [15, -0.413409, -1.07701, 2.66461, 1.0], [16, -0.098655, -0.251562, 2.48166, 1.0], [17, -0.0297268, -0.612969, 2.59402, 1.0], [18, 0.0217661, -0.995027, 2.75448, 1.0], [19, 0.0499789, -1.06091, 2.67962, 1.0], [20, -0.182442, 0.255219, 2.41646, 1.0], [21, -0.345454, -0.246163, 2.4388, 1.0], [22, -0.340617, -0.123458, 2.41882, 1.0], [23, 0.0104929, -0.256689, 2.45892, 1.0], [24, 0.00423337, -0.145138, 2.42015, 1.0]]
[[0, -0.181334, -0.254156, 2.51665, 1.0], [1, -0.18229, 0.0394076, 2.46338, 1.0], [2, -0.181812, 0.325876, 2.39764, 1.0], [3, -0.180378, 0.453832, 2.34286, 1.0], [4, -0.364293, 0.239981, 2.4409, 1.0], [5, -0.533008, 0.0894584, 2.58288, 1.0], [6, -0.42857, -0.116793, 2.52019, 1.0], [7, -0.373741, -0.166493, 2.47235, 1.0], [8, -0.0138587, 0.234802, 2.42242, 1.0], [9, 0.165542, 0.0991714, 2.56508, 1.0], [10, 0.0817385, -0.119382, 2.52109, 1.0], [11, 0.0259158, -0.160013, 2.47282, 1.0], [12, -0.259005, -0.249987, 2.4825, 1.0], [13, -0.334775, -0.643176, 2.61838, 1.0], [14, -0.387305, -1.01051, 2.74975, 1.0], [15, -0.413602, -1.07687, 2.66319, 1.0], [16, -0.0988924, -0.251213, 2.48165, 1.0], [17, -0.0297305, -0.61297, 2.59405, 1.0], [18, 0.0219966, -0.995269, 2.75412, 1.0], [19, 0.0506461, -1.06137, 2.67988, 1.0], [20, -0.182196, 0.255293, 2.41636, 1.0], [21, -0.353412, -0.248892, 2.45383, 1.0], [22, -0.33965, -0.13013, 2.41631, 1.0], [23, 0.0104975, -0.256709, 2.45892, 1.0], [24, 0.00212527, -0.141702, 2.41848, 1.0]]
