[['2, k, 0', [-0.1046569, -0.2427325, 1.0]], ['2, k, 1', [-0.1049668, -0.04273013, 1.0]], ['2, k, 2', [-0.1054023, 0.1530177, 1.0]], ['2, k, 3', [-0.1422399, 0.2504511, 1.0]], ['2, k, 4', [-0.2565125, 0.05944875, 1.0]], ['2, k, 5', [-0.2611808, -0.1402979, 1.0]], ['2, k, 6', [-0.2091953, -0.2764133, 1.0]], ['2, k, 7', [-0.1871297, -0.2861899, 1.0]], ['2, k, 8', [0.04977076, 0.10733, 1.0]], ['2, k, 9', [0.1518403, -0.07406667, 1.0]], ['2, k, 10', [0.1271513, -0.2183567, 1.0]], ['2, k, 11', [0.1185847, -0.2543676, 1.0]], ['2, k, 12', [-0.1733884, -0.2435403, 1.0]], ['2, k, 13', [-0.1364801, -0.3145072, 1.0]], ['2, k, 14', [-0.1220542, -0.6763597, 1.0]], ['2, k, 15', [-0.1234834, -0.7191376, 1.0]], ['2, k, 16', [-0.03349157, -0.2361982, 1.0]], ['2, k, 17', [0.09138901, -0.2916284, 1.0]], ['2, k, 18', [0.05316206, -0.6521828, 1.0]], ['2, k, 19', [0.04946465, -0.695411, 1.0]], ['2, k, 20', [-0.1052988, 0.1047166, 1.0]], ['2, k, 21', [-0.1648585, -0.3211462, 1.0]], ['2, k, 22', [-0.1548359, -0.2626046, 1.0]], ['2, k, 23', [0.1138299, -0.280504, 1.0]], ['2, k, 24', [0.07096606, -0.2546426, 1.0]]]
[['2, k, 0', [-0.1038718, -0.2423739, 1.0]], ['2, k, 1', [-0.1049637, -0.04272534, 1.0]], ['2, k, 2', [-0.1059527, 0.1528042, 1.0]], ['2, k, 3', [-0.1426598, 0.2499545, 1.0]], ['2, k, 4', [-0.2568301, 0.05922673, 1.0]], ['2, k, 5', [-0.2615588, -0.1411968, 1.0]], ['2, k, 6', [-0.2087763, -0.2358581, 1.0]], ['2, k, 7', [-0.1786857, -0.2607925, 1.0]], ['2, k, 8', [0.04937609, 0.1070635, 1.0]], ['2, k, 9', [0.1512955, -0.07439072, 1.0]], ['2, k, 10', [0.1207062, -0.2422536, 1.0]], ['2, k, 11', [0.1114203, -0.2683418, 1.0]], ['2, k, 12', [-0.1729264, -0.2434496, 1.0]], ['2, k, 13', [-0.1367392, -0.3142574, 1.0]], ['2, k, 14', [-0.1235636, -0.6761261, 1.0]], ['2, k, 15', [-0.1249209, -0.7189156, 1.0]], ['2, k, 16', [-0.0322286, -0.2354187, 1.0]], ['2, k, 17', [0.0916549, -0.2925444, 1.0]], ['2, k, 18', [0.05491269, -0.6532948, 1.0]], ['2, k, 19', [0.05124478, -0.6965232, 1.0]], ['2, k, 20', [-0.1056244, 0.1045898, 1.0]], ['2, k, 21', [-0.1490406, -0.2828985, 1.0]], ['2, k, 22', [-0.1391684, -0.2544919, 1.0]], ['2, k, 23', [0.09606977, -0.2818605, 1.0]], ['2, k, 24', [0.06846931, -0.2614523, 1.0]]]
[['2, k, 0', [-0.1046135, -0.2423733, 1.0]], ['2, k, 1', [-0.1054684, -0.04286217, 1.0]], ['2, k, 2', [-0.1062321, 0.1525944, 1.0]], ['2, k, 3', [-0.1429027, 0.2498651, 1.0]], ['2, k, 4', [-0.2570884, 0.05904343, 1.0]], ['2, k, 5', [-0.2616921, -0.1413174, 1.0]], ['2, k, 6', [-0.2086943, -0.2355611, 1.0]], ['2, k, 7', [-0.1926189, -0.280411, 1.0]], ['2, k, 8', [0.04916877, 0.1071148, 1.0]], ['2, k, 9', [0.1106207, -0.06840066, 1.0]], ['2, k, 10', [0.1050212, -0.230241, 1.0]], ['2, k, 11', [0.09872673, -0.2946068, 1.0]], ['2, k, 12', [-0.1736021, -0.24338, 1.0]], ['2, k, 13', [-0.1381022, -0.3153004, 1.0]], ['2, k, 14', [-0.1240306, -0.6772382, 1.0]], ['2, k, 15', [-0.1253307, -0.7200207, 1.0]], ['2, k, 16', [-0.03311764, -0.2355183, 1.0]], ['2, k, 17', [0.09246051, -0.293137, 1.0]], ['2, k, 18', [0.05783364, -0.6541374, 1.0]], ['2, k, 19', [0.05418085, -0.6973592, 1.0]], ['2, k, 20', [-0.1059828, 0.1043761, 1.0]], ['2, k, 21', [-0.1733039, -0.3228951, 1.0]], ['2, k, 22', [-0.1581149, -0.2585933, 1.0]], ['2, k, 23', [0.09465465, -0.3334922, 1.0]], ['2, k, 24', [0.06094299, -0.290719, 1.0]]]
[['2, k, 0', [-0.1055394, -0.2426734, 1.0]], ['2, k, 1', [-0.1060669, -0.04316884, 1.0]], ['2, k, 2', [-0.1066058, 0.1522831, 1.0]], ['2, k, 3', [-0.1430417, 0.2497025, 1.0]], ['2, k, 4', [-0.25745, 0.05861746, 1.0]], ['2, k, 5', [-0.2618891, -0.1411906, 1.0]], ['2, k, 6', [-0.2564904, -0.2808595, 1.0]], ['2, k, 7', [-0.2466542, -0.3196855, 1.0]], ['2, k, 8', [0.04899267, 0.1070511, 1.0]], ['2, k, 9', [0.1107246, -0.06859048, 1.0]], ['2, k, 10', [0.1112198, -0.2177814, 1.0]], ['2, k, 11', [0.1059325, -0.2707035, 1.0]], ['2, k, 12', [-0.1742005, -0.2435472, 1.0]], ['2, k, 13', [-0.1378427, -0.3147261, 1.0]], ['2, k, 14', [-0.1236573, -0.6768089, 1.0]], ['2, k, 15', [-0.1247479, -0.7196447, 1.0]], ['2, k, 16', [-0.03444323, -0.2360199, 1.0]], ['2, k, 17', [0.09341258, -0.2937905, 1.0]], ['2, k, 18', [0.06143773, -0.655066, 1.0]], ['2, k, 19', [0.05795296, -0.6983312, 1.0]], ['2, k, 20', [-0.1064282, 0.1040508, 1.0]], ['2, k, 21', [-0.2195324, -0.3426698, 1.0]], ['2, k, 22', [-0.224657, -0.2980656, 1.0]], ['2, k, 23', [0.1009156, -0.2959211, 1.0]], ['2, k, 24', [0.06416859, -0.2836013, 1.0]]]
[['2, k, 0', [-0.106096, -0.2430744, 1.0]], ['2, k, 1', [-0.1066005, -0.04352694, 1.0]], ['2, k, 2', [-0.107112, 0.1519425, 1.0]], ['2, k, 3', [-0.1431759, 0.2495448, 1.0]], ['2, k, 4', [-0.2575469, 0.05837968, 1.0]], ['2, k, 5', [-0.2602503, -0.1476278, 1.0]], ['2, k, 6', [-0.2073011, -0.2346294, 1.0]], ['2, k, 7', [-0.1930481, -0.2804758, 1.0]], ['2, k, 8', [0.04893426, 0.1070966, 1.0]], ['2, k, 9', [0.1105557, -0.06869721, 1.0]], ['2, k, 10', [0.1116891, -0.2161311, 1.0]], ['2, k, 11', [0.1073528, -0.2693556, 1.0]], ['2, k, 12', [-0.1745603, -0.2438407, 1.0]], ['2, k, 13', [-0.1388615, -0.3151336, 1.0]], ['2, k, 14', [-0.1237949, -0.6771917, 1.0]], ['2, k, 15', [-0.124724, -0.7200689, 1.0]], ['2, k, 16', [-0.03520412, -0.2365358, 1.0]], ['2, k, 17', [0.09600846, -0.2916321, 1.0]], ['2, k, 18', [0.06546402, -0.6532788, 1.0]], ['2, k, 19', [0.06208935, -0.696625, 1.0]], ['2, k, 20', [-0.1069624, 0.1036927, 1.0]], ['2, k, 21', [-0.1740229, -0.3202168, 1.0]], ['2, k, 22', [-0.1609333, -0.2621869, 1.0]], ['2, k, 23', [0.09145751, -0.2998064, 1.0]], ['2, k, 24', [0.0656551, -0.2808229, 1.0]]]
[['2, k, 0', [-0.1062769, -0.2430723, 1.0]], ['2, k, 1', [-0.1067684, -0.04359778, 1.0]], ['2, k, 2', [-0.10725, 0.1517786, 1.0]], ['2, k, 3', [-0.1432464, 0.2495062, 1.0]], ['2, k, 4', [-0.2577401, 0.05838243, 1.0]], ['2, k, 5', [-0.2605979, -0.1506199, 1.0]], ['2, k, 6', [-0.2542939, -0.3165751, 1.0]], ['2, k, 7', [-0.2108374, -0.3090555, 1.0]], ['2, k, 8', [0.04861135, 0.1073317, 1.0]], ['2, k, 9', [0.11047, -0.06863013, 1.0]], ['2, k, 10', [0.1116945, -0.2156854, 1.0]], ['2, k, 11', [0.1054464, -0.2674273, 1.0]], ['2, k, 12', [-0.1747117, -0.2438366, 1.0]], ['2, k, 13', [-0.1397781, -0.3157737, 1.0]], ['2, k, 14', [-0.1249823, -0.678191, 1.0]], ['2, k, 15', [-0.1256873, -0.7210888, 1.0]], ['2, k, 16', [-0.03540383, -0.2365396, 1.0]], ['2, k, 17', [0.09754764, -0.2920709, 1.0]], ['2, k, 18', [0.0673669, -0.6538368, 1.0]], ['2, k, 19', [0.06418, -0.697194, 1.0]], ['2, k, 20', [-0.1071216, 0.1035468, 1.0]], ['2, k, 21', [-0.1734034, -0.3280414, 1.0]], ['2, k, 22', [-0.2025536, -0.2638625, 1.0]], ['2, k, 23', [0.09047708, -0.2972143, 1.0]], ['2, k, 24', [0.06484935, -0.2808228, 1.0]]]
[['2, k, 0', [-0.1064175, -0.2431889, 1.0]], ['2, k, 1', [-0.107037, -0.04378065, 1.0]], ['2, k, 2', [-0.1076483, 0.1515334, 1.0]], ['2, k, 3', [-0.1431338, 0.2487903, 1.0]], ['2, k, 4', [-0.2575762, 0.05857357, 1.0]], ['2, k, 5', [-0.2594275, -0.1590154, 1.0]], ['2, k, 6', [-0.2752625, -0.2717839, 1.0]], ['2, k, 7', [-0.2244907, -0.2631766, 1.0]], ['2, k, 8', [0.04852416, 0.1073536, 1.0]], ['2, k, 9', [0.1109885, -0.06981403, 1.0]], ['2, k, 10', [0.1135076, -0.2168792, 1.0]], ['2, k, 11', [0.1101568, -0.2629955, 1.0]], ['2, k, 12', [-0.1747748, -0.2438976, 1.0]], ['2, k, 13', [-0.1395086, -0.3147864, 1.0]], ['2, k, 14', [-0.1245532, -0.6772228, 1.0]], ['2, k, 15', [-0.1251507, -0.720193, 1.0]], ['2, k, 16', [-0.0356612, -0.2367462, 1.0]], ['2, k, 17', [0.1031174, -0.288193, 1.0]], ['2, k, 18', [0.07227784, -0.6501404, 1.0]], ['2, k, 19', [0.06914202, -0.6936258, 1.0]], ['2, k, 20', [-0.1075058, 0.1033042, 1.0]], ['2, k, 21', [-0.2119284, -0.2759116, 1.0]], ['2, k, 22', [-0.2041157, -0.2390758, 1.0]], ['2, k, 23', [0.0989127, -0.279522, 1.0]], ['2, k, 24', [0.06769715, -0.2742253, 1.0]]]
[['2, k, 0', [-0.1065192, -0.2433339, 1.0]], ['2, k, 1', [-0.1072394, -0.0440934, 1.0]], ['2, k, 2', [-0.1079874, 0.1509102, 1.0]], ['2, k, 3', [-0.1427501, 0.2478709, 1.0]], ['2, k, 4', [-0.2571314, 0.05777693, 1.0]], ['2, k, 5', [-0.2585365, -0.1516081, 1.0]], ['2, k, 6', [-0.2722835, -0.2636228, 1.0]], ['2, k, 7', [-0.2225538, -0.2571307, 1.0]], ['2, k, 8', [0.04901277, 0.1065608, 1.0]], ['2, k, 9', [0.1108852, -0.07045062, 1.0]], ['2, k, 10', [0.11273, -0.2166624, 1.0]], ['2, k, 11', [0.1099147, -0.2628033, 1.0]], ['2, k, 12', [-0.1748597, -0.243958, 1.0]], ['2, k, 13', [-0.1403183, -0.3148102, 1.0]], ['2, k, 14', [-0.1239516, -0.6771277, 1.0]], ['2, k, 15', [-0.1241237, -0.7201418, 1.0]], ['2, k, 16', [-0.03576944, -0.2370548, 1.0]], ['2, k, 17', [0.1037546, -0.287049, 1.0]], ['2, k, 18', [0.07788073, -0.64956, 1.0]], ['2, k, 19', [0.07510751, -0.693106, 1.0]], ['2, k, 20', [-0.1078216, 0.1027562, 1.0]], ['2, k, 21', [-0.2061125, -0.263522, 1.0]], ['2, k, 22', [-0.1955178, -0.2378114, 1.0]], ['2, k, 23', [0.1036734, -0.2793172, 1.0]], ['2, k, 24', [0.06869977, -0.2810649, 1.0]]]
[['2, k, 0', [-0.1065874, -0.2433711, 1.0]], ['2, k, 1', [-0.1073426, -0.04428008, 1.0]], ['2, k, 2', [-0.1080395, 0.1504692, 1.0]], ['2, k, 3', [-0.1423539, 0.2466592, 1.0]], ['2, k, 4', [-0.2567262, 0.05783922, 1.0]], ['2, k, 5', [-0.259844, -0.1508981, 1.0]], ['2, k, 6', [-0.2712896, -0.2652065, 1.0]], ['2, k, 7', [-0.226441, -0.2590768, 1.0]], ['2, k, 8', [0.0490171, 0.1065944, 1.0]], ['2, k, 9', [0.1106391, -0.07004511, 1.0]], ['2, k, 10', [0.1122185, -0.216322, 1.0]], ['2, k, 11', [0.1084811, -0.26206, 1.0]], ['2, k, 12', [-0.1749053, -0.243982, 1.0]], ['2, k, 13', [-0.1408041, -0.3150179, 1.0]], ['2, k, 14', [-0.1240973, -0.6773396, 1.0]], ['2, k, 15', [-0.1235922, -0.7203972, 1.0]], ['2, k, 16', [-0.0359539, -0.237156, 1.0]], ['2, k, 17', [0.1057246, -0.2880887, 1.0]], ['2, k, 18', [0.07931515, -0.6508114, 1.0]], ['2, k, 19', [0.07719941, -0.6943905, 1.0]], ['2, k, 20', [-0.1079035, 0.1023778, 1.0]], ['2, k, 21', [-0.2034754, -0.2878578, 1.0]], ['2, k, 22', [-0.2021428, -0.2322796, 1.0]], ['2, k, 23', [0.1029085, -0.277095, 1.0]], ['2, k, 24', [0.07213651, -0.2779455, 1.0]]]
[['2, k, 0', [-0.106698, -0.2434547, 1.0]], ['2, k, 1', [-0.1074861, -0.04459765, 1.0]], ['2, k, 2', [-0.1080771, 0.1498443, 1.0]], ['2, k, 3', [-0.1417661, 0.2456162, 1.0]], ['2, k, 4', [-0.256518, 0.05846032, 1.0]], ['2, k, 5', [-0.2599364, -0.1502751, 1.0]], ['2, k, 6', [-0.2760113, -0.2675863, 1.0]], ['2, k, 7', [-0.2307958, -0.2613206, 1.0]], ['2, k, 8', [0.04898498, 0.1065581, 1.0]], ['2, k, 9', [0.110553, -0.07014693, 1.0]], ['2, k, 10', [0.1121853, -0.2168855, 1.0]], ['2, k, 11', [0.108757, -0.2622008, 1.0]], ['2, k, 12', [-0.1749826, -0.2440134, 1.0]], ['2, k, 13', [-0.141712, -0.3152137, 1.0]], ['2, k, 14', [-0.1239437, -0.6774385, 1.0]], ['2, k, 15', [-0.1230565, -0.7205617, 1.0]], ['2, k, 16', [-0.0360877, -0.2373009, 1.0]], ['2, k, 17', [0.1069803, -0.2897685, 1.0]], ['2, k, 18', [0.0794649, -0.6524401, 1.0]], ['2, k, 19', [0.07773101, -0.6960684, 1.0]], ['2, k, 20', [-0.1079862, 0.1018258, 1.0]], ['2, k, 21', [-0.2046036, -0.2848677, 1.0]], ['2, k, 22', [-0.2142453, -0.2218639, 1.0]], ['2, k, 23', [0.1055628, -0.2779739, 1.0]], ['2, k, 24', [0.06709451, -0.2804396, 1.0]]]
[['2, k, 0', [-0.1058581, -0.2438597, 1.0]], ['2, k, 1', [-0.1068743, -0.04487358, 1.0]], ['2, k, 2', [-0.1075808, 0.1497151, 1.0]], ['2, k, 3', [-0.1413637, 0.2448635, 1.0]], ['2, k, 4', [-0.2562272, 0.05852371, 1.0]], ['2, k, 5', [-0.2597473, -0.1503385, 1.0]], ['2, k, 6', [-0.2732133, -0.2652694, 1.0]], ['2, k, 7', [-0.2283166, -0.260749, 1.0]], ['2, k, 8', [0.04899002, 0.1065598, 1.0]], ['2, k, 9', [0.1105132, -0.07019507, 1.0]], ['2, k, 10', [0.1122041, -0.2168501, 1.0]], ['2, k, 11', [0.1078178, -0.2630186, 1.0]], ['2, k, 12', [-0.1737294, -0.2446793, 1.0]], ['2, k, 13', [-0.1422652, -0.3155169, 1.0]], ['2, k, 14', [-0.1243382, -0.6777321, 1.0]], ['2, k, 15', [-0.1230523, -0.7208787, 1.0]], ['2, k, 16', [-0.03554418, -0.2374997, 1.0]], ['2, k, 17', [0.1079722, -0.2896901, 1.0]], ['2, k, 18', [0.0819776, -0.6523336, 1.0]], ['2, k, 19', [0.08060452, -0.6959865, 1.0]], ['2, k, 20', [-0.1074673, 0.1016567, 1.0]], ['2, k, 21', [-0.2033358, -0.2836876, 1.0]], ['2, k, 22', [-0.2102648, -0.2256298, 1.0]], ['2, k, 23', [0.1041109, -0.278464, 1.0]], ['2, k, 24', [0.0670751, -0.2809533, 1.0]]]
