[['2, k, 0', [-0.175113, -0.411702, 1.0]], ['2, k, 1', [-0.184356, -0.100429, 1.0]], ['2, k, 2', [-0.19259, 0.204791, 1.0]], ['2, k, 3', [-0.184683, 0.353015, 1.0]], ['2, k, 4', [-0.363511, 0.109264, 1.0]], ['2, k, 5', [-0.449078, -0.163031, 1.0]], ['2, k, 6', [-0.487017, -0.396683, 1.0]], ['2, k, 7', [-0.477428, -0.445973, 1.0]], ['2, k, 8', [-0.0182202, 0.0989763, 1.0]], ['2, k, 9', [0.0869019, -0.168245, 1.0]], ['2, k, 10', [0.132898, -0.401212, 1.0]], ['2, k, 11', [0.125085, -0.462094, 1.0]], ['2, k, 12', [-0.251635, -0.404519, 1.0]], ['2, k, 13', [-0.286097, -0.846648, 1.0]], ['2, k, 14', [-0.280746, -1.24041, 1.0]], ['2, k, 15', [-0.412989, -1.25049, 1.0]], ['2, k, 16', [-0.0944862, -0.40925, 1.0]], ['2, k, 17', [-0.0405811, -0.794026, 1.0]], ['2, k, 18', [-0.00701635, -1.19713, 1.0]], ['2, k, 19', [-0.0233196, -1.27275, 1.0]], ['2, k, 20', [-0.190706, 0.129317, 1.0]], ['2, k, 21', [-0.473867, -0.505108, 1.0]], ['2, k, 22', [-0.520975, -0.437931, 1.0]], ['2, k, 23', [0.119632, -0.519827, 1.0]], ['2, k, 24', [0.17641, -0.473708, 1.0]]]
[['2, k, 0', [-0.175031, -0.41142, 1.0]], ['2, k, 1', [-0.184254, -0.100159, 1.0]], ['2, k, 2', [-0.192468, 0.205053, 1.0]], ['2, k, 3', [-0.184902, 0.353629, 1.0]], ['2, k, 4', [-0.363533, 0.109306, 1.0]], ['2, k, 5', [-0.449158, -0.16296, 1.0]], ['2, k, 6', [-0.487488, -0.396418, 1.0]], ['2, k, 7', [-0.478628, -0.445558, 1.0]], ['2, k, 8', [-0.0177407, 0.0984461, 1.0]], ['2, k, 9', [0.0871083, -0.168451, 1.0]], ['2, k, 10', [0.132908, -0.401365, 1.0]], ['2, k, 11', [0.12593, -0.463942, 1.0]], ['2, k, 12', [-0.251525, -0.404036, 1.0]], ['2, k, 13', [-0.284494, -0.850719, 1.0]], ['2, k, 14', [-0.28009, -1.22677, 1.0]], ['2, k, 15', [-0.337545, -1.2776, 1.0]], ['2, k, 16', [-0.0944212, -0.409099, 1.0]], ['2, k, 17', [-0.0404548, -0.793582, 1.0]], ['2, k, 18', [-0.0075138, -1.19842, 1.0]], ['2, k, 19', [0.00426102, -1.27637, 1.0]], ['2, k, 20', [-0.190589, 0.129581, 1.0]], ['2, k, 21', [-0.480862, -0.504375, 1.0]], ['2, k, 22', [-0.522991, -0.429789, 1.0]], ['2, k, 23', [0.119775, -0.520877, 1.0]], ['2, k, 24', [0.175179, -0.470032, 1.0]]]
[['2, k, 0', [-0.174468, -0.40868, 1.0]], ['2, k, 1', [-0.183586, -0.0994083, 1.0]], ['2, k, 2', [-0.191537, 0.204944, 1.0]], ['2, k, 3', [-0.185042, 0.35364, 1.0]], ['2, k, 4', [-0.363522, 0.109138, 1.0]], ['2, k, 5', [-0.449334, -0.163407, 1.0]], ['2, k, 6', [-0.487825, -0.396702, 1.0]], ['2, k, 7', [-0.478707, -0.445661, 1.0]], ['2, k, 8', [-0.0173011, 0.0969696, 1.0]], ['2, k, 9', [0.0876329, -0.169336, 1.0]], ['2, k, 10', [0.133385, -0.402233, 1.0]], ['2, k, 11', [0.125924, -0.463891, 1.0]], ['2, k, 12', [-0.250965, -0.400986, 1.0]], ['2, k, 13', [-0.28445, -0.850717, 1.0]], ['2, k, 14', [-0.2742, -1.22316, 1.0]], ['2, k, 15', [-0.191406, -1.27539, 1.0]], ['2, k, 16', [-0.0938428, -0.406605, 1.0]], ['2, k, 17', [-0.040351, -0.793645, 1.0]], ['2, k, 18', [0.0017897, -1.1998, 1.0]], ['2, k, 19', [0.0429993, -1.27734, 1.0]], ['2, k, 20', [-0.189798, 0.129666, 1.0]], ['2, k, 21', [-0.478369, -0.503692, 1.0]], ['2, k, 22', [-0.524272, -0.426903, 1.0]], ['2, k, 23', [0.122674, -0.520076, 1.0]], ['2, k, 24', [0.175428, -0.468398, 1.0]]]
[['2, k, 0', [-0.17426, -0.408422, 1.0]], ['2, k, 1', [-0.183478, -0.0992367, 1.0]], ['2, k, 2', [-0.191518, 0.204972, 1.0]], ['2, k, 3', [-0.184985, 0.353704, 1.0]], ['2, k, 4', [-0.363554, 0.110302, 1.0]], ['2, k, 5', [-0.448635, -0.16298, 1.0]], ['2, k, 6', [-0.487818, -0.396259, 1.0]], ['2, k, 7', [-0.478586, -0.446492, 1.0]], ['2, k, 8', [-0.0170545, 0.0968033, 1.0]], ['2, k, 9', [0.0881132, -0.169846, 1.0]], ['2, k, 10', [0.133589, -0.402894, 1.0]], ['2, k, 11', [0.126509, -0.463026, 1.0]], ['2, k, 12', [-0.25068, -0.40045, 1.0]], ['2, k, 13', [-0.284413, -0.850869, 1.0]], ['2, k, 14', [-0.274439, -1.22496, 1.0]], ['2, k, 15', [-0.318359, -1.27637, 1.0]], ['2, k, 16', [-0.0936841, -0.40653, 1.0]], ['2, k, 17', [-0.0403379, -0.793641, 1.0]], ['2, k, 18', [0.00199745, -1.19968, 1.0]], ['2, k, 19', [0.00585076, -1.28565, 1.0]], ['2, k, 20', [-0.189761, 0.129721, 1.0]], ['2, k, 21', [-0.475703, -0.504421, 1.0]], ['2, k, 22', [-0.526835, -0.432413, 1.0]], ['2, k, 23', [0.12188, -0.519428, 1.0]], ['2, k, 24', [0.176223, -0.472894, 1.0]]]
[['2, k, 0', [-0.175314, -0.404935, 1.0]], ['2, k, 1', [-0.184087, -0.0978528, 1.0]], ['2, k, 2', [-0.191825, 0.205112, 1.0]], ['2, k, 3', [-0.184985, 0.354037, 1.0]], ['2, k, 4', [-0.363941, 0.115401, 1.0]], ['2, k, 5', [-0.448414, -0.162609, 1.0]], ['2, k, 6', [-0.487679, -0.396233, 1.0]], ['2, k, 7', [-0.478132, -0.445405, 1.0]], ['2, k, 8', [-0.0169684, 0.0969132, 1.0]], ['2, k, 9', [0.0881719, -0.169615, 1.0]], ['2, k, 10', [0.13376, -0.403066, 1.0]], ['2, k, 11', [0.127097, -0.46223, 1.0]], ['2, k, 12', [-0.251911, -0.395453, 1.0]], ['2, k, 13', [-0.284681, -0.849888, 1.0]], ['2, k, 14', [-0.279334, -1.20418, 1.0]], ['2, k, 15', [-0.209106, -1.26563, 1.0]], ['2, k, 16', [-0.0945366, -0.404464, 1.0]], ['2, k, 17', [-0.0407342, -0.79224, 1.0]], ['2, k, 18', [0.00429041, -1.1991, 1.0]], ['2, k, 19', [0.027092, -1.27598, 1.0]], ['2, k, 20', [-0.190107, 0.130061, 1.0]], ['2, k, 21', [-0.474319, -0.501989, 1.0]], ['2, k, 22', [-0.524387, -0.432559, 1.0]], ['2, k, 23', [0.120872, -0.517877, 1.0]], ['2, k, 24', [0.176313, -0.472677, 1.0]]]
[['2, k, 0', [-0.175514, -0.40417, 1.0]], ['2, k, 1', [-0.183987, -0.0974411, 1.0]], ['2, k, 2', [-0.191513, 0.205242, 1.0]], ['2, k, 3', [-0.184994, 0.353981, 1.0]], ['2, k, 4', [-0.363864, 0.114411, 1.0]], ['2, k, 5', [-0.447898, -0.162261, 1.0]], ['2, k, 6', [-0.487636, -0.395904, 1.0]], ['2, k, 7', [-0.479491, -0.445685, 1.0]], ['2, k, 8', [-0.0169275, 0.096857, 1.0]], ['2, k, 9', [0.0881794, -0.169609, 1.0]], ['2, k, 10', [0.134046, -0.403194, 1.0]], ['2, k, 11', [0.127728, -0.463036, 1.0]], ['2, k, 12', [-0.252073, -0.395047, 1.0]], ['2, k, 13', [-0.283872, -0.849624, 1.0]], ['2, k, 14', [-0.282094, -1.19576, 1.0]], ['2, k, 15', [-0.205046, -1.26563, 1.0]], ['2, k, 16', [-0.0947671, -0.403396, 1.0]], ['2, k, 17', [-0.0407413, -0.792195, 1.0]], ['2, k, 18', [0.00907395, -1.21684, 1.0]], ['2, k, 19', [7.54651e-06, -1.28262, 1.0]], ['2, k, 20', [-0.189868, 0.130248, 1.0]], ['2, k, 21', [-0.481162, -0.502703, 1.0]], ['2, k, 22', [-0.528352, -0.434303, 1.0]], ['2, k, 23', [0.124984, -0.520093, 1.0]], ['2, k, 24', [0.176326, -0.471248, 1.0]]]
[['2, k, 0', [-0.175544, -0.40463, 1.0]], ['2, k, 1', [-0.183866, -0.0974668, 1.0]], ['2, k, 2', [-0.190957, 0.205429, 1.0]], ['2, k, 3', [-0.185113, 0.354124, 1.0]], ['2, k, 4', [-0.363712, 0.113314, 1.0]], ['2, k, 5', [-0.447695, -0.161204, 1.0]], ['2, k, 6', [-0.48769, -0.394779, 1.0]], ['2, k, 7', [-0.480104, -0.446185, 1.0]], ['2, k, 8', [-0.0169696, 0.0970832, 1.0]], ['2, k, 9', [0.0883248, -0.169432, 1.0]], ['2, k, 10', [0.134017, -0.403057, 1.0]], ['2, k, 11', [0.126572, -0.46313, 1.0]], ['2, k, 12', [-0.252164, -0.396132, 1.0]], ['2, k, 13', [-0.284083, -0.849687, 1.0]], ['2, k, 14', [-0.278998, -1.24525, 1.0]], ['2, k, 15', [-0.20631, -1.2925, 1.0]], ['2, k, 16', [-0.0947734, -0.403538, 1.0]], ['2, k, 17', [-0.040647, -0.79213, 1.0]], ['2, k, 18', [-0.0260425, -1.20588, 1.0]], ['2, k, 19', [-0.0159919, -1.2743, 1.0]], ['2, k, 20', [-0.189443, 0.13037, 1.0]], ['2, k, 21', [-0.476001, -0.502722, 1.0]], ['2, k, 22', [-0.525563, -0.433619, 1.0]], ['2, k, 23', [0.123973, -0.519159, 1.0]], ['2, k, 24', [0.176204, -0.472552, 1.0]]]
[['2, k, 0', [-0.17553, -0.40409, 1.0]], ['2, k, 1', [-0.183818, -0.0973796, 1.0]], ['2, k, 2', [-0.190874, 0.205231, 1.0]], ['2, k, 3', [-0.185035, 0.354075, 1.0]], ['2, k, 4', [-0.363694, 0.113257, 1.0]], ['2, k, 5', [-0.447584, -0.161071, 1.0]], ['2, k, 6', [-0.488402, -0.394268, 1.0]], ['2, k, 7', [-0.480031, -0.44608, 1.0]], ['2, k, 8', [-0.0161965, 0.0963235, 1.0]], ['2, k, 9', [0.0884423, -0.169525, 1.0]], ['2, k, 10', [0.134315, -0.403276, 1.0]], ['2, k, 11', [0.126357, -0.462224, 1.0]], ['2, k, 12', [-0.252162, -0.395519, 1.0]], ['2, k, 13', [-0.284081, -0.84933, 1.0]], ['2, k, 14', [-0.273053, -1.23763, 1.0]], ['2, k, 15', [-0.21825, -1.27069, 1.0]], ['2, k, 16', [-0.0947554, -0.403097, 1.0]], ['2, k, 17', [-0.040683, -0.791129, 1.0]], ['2, k, 18', [-0.0132118, -1.1993, 1.0]], ['2, k, 19', [-0.00601407, -1.27392, 1.0]], ['2, k, 20', [-0.189387, 0.130293, 1.0]], ['2, k, 21', [-0.478101, -0.505112, 1.0]], ['2, k, 22', [-0.525166, -0.433409, 1.0]], ['2, k, 23', [0.116647, -0.520856, 1.0]], ['2, k, 24', [0.176673, -0.475491, 1.0]]]
[['2, k, 0', [-0.175523, -0.404076, 1.0]], ['2, k, 1', [-0.183756, -0.0972409, 1.0]], ['2, k, 2', [-0.190766, 0.205405, 1.0]], ['2, k, 3', [-0.185047, 0.354053, 1.0]], ['2, k, 4', [-0.363685, 0.113258, 1.0]], ['2, k, 5', [-0.447275, -0.161355, 1.0]], ['2, k, 6', [-0.488302, -0.394414, 1.0]], ['2, k, 7', [-0.479426, -0.445251, 1.0]], ['2, k, 8', [-0.0162092, 0.0963658, 1.0]], ['2, k, 9', [0.0883644, -0.168933, 1.0]], ['2, k, 10', [0.134317, -0.402592, 1.0]], ['2, k, 11', [0.126356, -0.462408, 1.0]], ['2, k, 12', [-0.252157, -0.39551, 1.0]], ['2, k, 13', [-0.283759, -0.849931, 1.0]], ['2, k, 14', [-0.273692, -1.23758, 1.0]], ['2, k, 15', [-0.209953, -1.27696, 1.0]], ['2, k, 16', [-0.0947506, -0.403086, 1.0]], ['2, k, 17', [-0.0401551, -0.791214, 1.0]], ['2, k, 18', [-0.0308926, -1.21644, 1.0]], ['2, k, 19', [0.0419042, -1.25912, 1.0]], ['2, k, 20', [-0.189281, 0.130471, 1.0]], ['2, k, 21', [-0.481117, -0.500582, 1.0]], ['2, k, 22', [-0.525292, -0.432622, 1.0]], ['2, k, 23', [0.121287, -0.519307, 1.0]], ['2, k, 24', [0.176183, -0.473107, 1.0]]]
[['2, k, 0', [-0.175764, -0.404148, 1.0]], ['2, k, 1', [-0.183737, -0.0972639, 1.0]], ['2, k, 2', [-0.190337, 0.205172, 1.0]], ['2, k, 3', [-0.185079, 0.353921, 1.0]], ['2, k, 4', [-0.363653, 0.11318, 1.0]], ['2, k, 5', [-0.447335, -0.161216, 1.0]], ['2, k, 6', [-0.488528, -0.394135, 1.0]], ['2, k, 7', [-0.481364, -0.443131, 1.0]], ['2, k, 8', [-0.0162534, 0.0964173, 1.0]], ['2, k, 9', [0.0888403, -0.169284, 1.0]], ['2, k, 10', [0.13409, -0.40315, 1.0]], ['2, k, 11', [0.125974, -0.462974, 1.0]], ['2, k, 12', [-0.252314, -0.395668, 1.0]], ['2, k, 13', [-0.283481, -0.849238, 1.0]], ['2, k, 14', [-0.278469, -1.22148, 1.0]], ['2, k, 15', [-0.179409, -1.26008, 1.0]], ['2, k, 16', [-0.0951447, -0.403082, 1.0]], ['2, k, 17', [-0.0400239, -0.791391, 1.0]], ['2, k, 18', [0.0134307, -1.19707, 1.0]], ['2, k, 19', [0.0181838, -1.27702, 1.0]], ['2, k, 20', [-0.188997, 0.130318, 1.0]], ['2, k, 21', [-0.478148, -0.503684, 1.0]], ['2, k, 22', [-0.526171, -0.431664, 1.0]], ['2, k, 23', [0.126946, -0.519854, 1.0]], ['2, k, 24', [0.175917, -0.470909, 1.0]]]
[['2, k, 0', [-0.174642, -0.408265, 1.0]], ['2, k, 1', [-0.182949, -0.0990204, 1.0]], ['2, k, 2', [-0.189818, 0.204448, 1.0]], ['2, k, 3', [-0.185091, 0.353944, 1.0]], ['2, k, 4', [-0.36413, 0.106722, 1.0]], ['2, k, 5', [-0.447231, -0.161829, 1.0]], ['2, k, 6', [-0.488451, -0.390998, 1.0]], ['2, k, 7', [-0.482273, -0.441759, 1.0]], ['2, k, 8', [-0.0141612, 0.0931142, 1.0]], ['2, k, 9', [0.0890922, -0.170514, 1.0]], ['2, k, 10', [0.133754, -0.400652, 1.0]], ['2, k, 11', [0.131891, -0.462517, 1.0]], ['2, k, 12', [-0.251222, -0.40063, 1.0]], ['2, k, 13', [-0.282351, -0.848283, 1.0]], ['2, k, 14', [-0.285376, -1.18847, 1.0]], ['2, k, 15', [-0.228638, -1.25977, 1.0]], ['2, k, 16', [-0.0939964, -0.406473, 1.0]], ['2, k, 17', [-0.0411253, -0.804467, 1.0]], ['2, k, 18', [0.0066873, -1.18668, 1.0]], ['2, k, 19', [-0.00288086, -1.27192, 1.0]], ['2, k, 20', [-0.188397, 0.129395, 1.0]], ['2, k, 21', [-0.477343, -0.505448, 1.0]], ['2, k, 22', [-0.526427, -0.435303, 1.0]], ['2, k, 23', [0.138548, -0.517087, 1.0]], ['2, k, 24', [0.191066, -0.481974, 1.0]]]
