[['2, k, 0', [-0.2393436, -0.127627, 1.0]], ['2, k, 1', [-0.2377087, 0.1298175, 1.0]], ['2, k, 2', [-0.2363665, 0.3815878, 1.0]], ['2, k, 3', [-0.2365009, 0.5182309, 1.0]], ['2, k, 4', [-0.4030392, 0.2697255, 1.0]], ['2, k, 5', [-0.4653109, 0.05537176, 1.0]], ['2, k, 6', [-0.4336613, -0.09156677, 1.0]], ['2, k, 7', [-0.4013612, -0.1491656, 1.0]], ['2, k, 8', [-0.07284905, 0.2638867, 1.0]], ['2, k, 9', [-0.001052369, 0.03345483, 1.0]], ['2, k, 10', [0.05668614, -0.1814513, 1.0]], ['2, k, 11', [0.06459847, -0.2504492, 1.0]], ['2, k, 12', [-0.3165407, -0.1266661, 1.0]], ['2, k, 13', [-0.3965047, -0.2249399, 1.0]], ['2, k, 14', [-0.3959076, -0.6088828, 1.0]], ['2, k, 15', [-0.4146365, -0.6714461, 1.0]], ['2, k, 16', [-0.1566951, -0.1255358, 1.0]], ['2, k, 17', [-0.02590844, -0.2276078, 1.0]], ['2, k, 18', [-0.0369264, -0.6012002, 1.0]], ['2, k, 19', [-0.01075708, -0.6669878, 1.0]], ['2, k, 20', [-0.2368146, 0.3195167, 1.0]], ['2, k, 21', [-0.3932057, -0.1931609, 1.0]], ['2, k, 22', [-0.3427685, -0.1545815, 1.0]], ['2, k, 23', [0.06895962, -0.3120902, 1.0]], ['2, k, 24', [0.05186382, -0.2846659, 1.0]]]
[['2, k, 0', [-0.2374619, -0.1269397, 1.0]], ['2, k, 1', [-0.2373897, 0.1300154, 1.0]], ['2, k, 2', [-0.2365596, 0.3816799, 1.0]], ['2, k, 3', [-0.2368884, 0.5188354, 1.0]], ['2, k, 4', [-0.4033264, 0.2700041, 1.0]], ['2, k, 5', [-0.4653234, 0.05534534, 1.0]], ['2, k, 6', [-0.4335006, -0.09103131, 1.0]], ['2, k, 7', [-0.4015471, -0.1490505, 1.0]], ['2, k, 8', [-0.07304055, 0.2640736, 1.0]], ['2, k, 9', [-0.0003910605, 0.02697912, 1.0]], ['2, k, 10', [0.06006736, -0.226306, 1.0]], ['2, k, 11', [0.06675681, -0.280464, 1.0]], ['2, k, 12', [-0.3145785, -0.1264384, 1.0]], ['2, k, 13', [-0.3966719, -0.2249223, 1.0]], ['2, k, 14', [-0.3959974, -0.6088833, 1.0]], ['2, k, 15', [-0.4144993, -0.6718987, 1.0]], ['2, k, 16', [-0.1548722, -0.1243857, 1.0]], ['2, k, 17', [-0.02652601, -0.2288565, 1.0]], ['2, k, 18', [-0.03668606, -0.6015466, 1.0]], ['2, k, 19', [-0.01087702, -0.6667852, 1.0]], ['2, k, 20', [-0.2368411, 0.3196391, 1.0]], ['2, k, 21', [-0.3873544, -0.1926203, 1.0]], ['2, k, 22', [-0.3463501, -0.1449299, 1.0]], ['2, k, 23', [0.06077921, -0.356023, 1.0]], ['2, k, 24', [0.04858442, -0.2963414, 1.0]]]
[['2, k, 0', [-0.2364485, -0.1264809, 1.0]], ['2, k, 1', [-0.2375605, 0.1303246, 1.0]], ['2, k, 2', [-0.2390121, 0.3824499, 1.0]], ['2, k, 3', [-0.237537, 0.5183343, 1.0]], ['2, k, 4', [-0.4038574, 0.2699074, 1.0]], ['2, k, 5', [-0.4655054, 0.05492913, 1.0]], ['2, k, 6', [-0.439653, -0.08804232, 1.0]], ['2, k, 7', [-0.4041645, -0.1435567, 1.0]], ['2, k, 8', [-0.07285765, 0.2639471, 1.0]], ['2, k, 9', [-4.247074e-05, 0.02365737, 1.0]], ['2, k, 10', [0.05428083, -0.1914334, 1.0]], ['2, k, 11', [0.06162624, -0.2503899, 1.0]], ['2, k, 12', [-0.3135792, -0.1262669, 1.0]], ['2, k, 13', [-0.3967829, -0.2250005, 1.0]], ['2, k, 14', [-0.3960015, -0.608851, 1.0]], ['2, k, 15', [-0.4147567, -0.6720636, 1.0]], ['2, k, 16', [-0.1538606, -0.1236343, 1.0]], ['2, k, 17', [-0.02683373, -0.2294916, 1.0]], ['2, k, 18', [-0.03667733, -0.6014602, 1.0]], ['2, k, 19', [-0.01129361, -0.6664881, 1.0]], ['2, k, 20', [-0.238526, 0.3202944, 1.0]], ['2, k, 21', [-0.3947782, -0.1870171, 1.0]], ['2, k, 22', [-0.3458879, -0.1479958, 1.0]], ['2, k, 23', [0.07326586, -0.3196393, 1.0]], ['2, k, 24', [0.05475233, -0.295157, 1.0]]]
[['2, k, 0', [-0.2362168, -0.12605, 1.0]], ['2, k, 1', [-0.2379152, 0.1308612, 1.0]], ['2, k, 2', [-0.2403418, 0.3828498, 1.0]], ['2, k, 3', [-0.2394404, 0.5204129, 1.0]], ['2, k, 4', [-0.404704, 0.2702607, 1.0]], ['2, k, 5', [-0.4654774, 0.05473676, 1.0]], ['2, k, 6', [-0.4363695, -0.09264869, 1.0]], ['2, k, 7', [-0.4025934, -0.1472536, 1.0]], ['2, k, 8', [-0.07393046, 0.2648515, 1.0]], ['2, k, 9', [-0.0001028947, 0.01877381, 1.0]], ['2, k, 10', [0.0531425, -0.1980121, 1.0]], ['2, k, 11', [0.06346274, -0.2835456, 1.0]], ['2, k, 12', [-0.3133094, -0.125963, 1.0]], ['2, k, 13', [-0.396931, -0.2251416, 1.0]], ['2, k, 14', [-0.3997954, -0.6135918, 1.0]], ['2, k, 15', [-0.4156085, -0.6745375, 1.0]], ['2, k, 16', [-0.1536886, -0.1230881, 1.0]], ['2, k, 17', [-0.02889878, -0.2307191, 1.0]], ['2, k, 18', [-0.03637335, -0.601647, 1.0]], ['2, k, 19', [-0.01083823, -0.6669065, 1.0]], ['2, k, 20', [-0.2396605, 0.3207622, 1.0]], ['2, k, 21', [-0.3910715, -0.1917181, 1.0]], ['2, k, 22', [-0.3454773, -0.1495138, 1.0]], ['2, k, 23', [0.06174873, -0.3557176, 1.0]], ['2, k, 24', [0.0500144, -0.2973982, 1.0]]]
[['2, k, 0', [-0.2366942, -0.1255599, 1.0]], ['2, k, 1', [-0.2380205, 0.1314282, 1.0]], ['2, k, 2', [-0.239608, 0.3832189, 1.0]], ['2, k, 3', [-0.2397373, 0.5207908, 1.0]], ['2, k, 4', [-0.4051291, 0.2713788, 1.0]], ['2, k, 5', [-0.4653887, 0.05543437, 1.0]], ['2, k, 6', [-0.4361742, -0.09249995, 1.0]], ['2, k, 7', [-0.4021474, -0.1472785, 1.0]], ['2, k, 8', [-0.07463092, 0.2648334, 1.0]], ['2, k, 9', [-0.0008600601, 0.01729991, 1.0]], ['2, k, 10', [0.05346187, -0.1989765, 1.0]], ['2, k, 11', [0.06199202, -0.2640303, 1.0]], ['2, k, 12', [-0.3137035, -0.1254452, 1.0]], ['2, k, 13', [-0.3968002, -0.2249208, 1.0]], ['2, k, 14', [-0.3997165, -0.6133834, 1.0]], ['2, k, 15', [-0.4155228, -0.6742538, 1.0]], ['2, k, 16', [-0.1542584, -0.1226594, 1.0]], ['2, k, 17', [-0.03002691, -0.230784, 1.0]], ['2, k, 18', [-0.03636355, -0.6025231, 1.0]], ['2, k, 19', [-0.01117264, -0.667089, 1.0]], ['2, k, 20', [-0.2391952, 0.321164, 1.0]], ['2, k, 21', [-0.3943386, -0.1926818, 1.0]], ['2, k, 22', [-0.3476373, -0.1476529, 1.0]], ['2, k, 23', [0.06938845, -0.3323634, 1.0]], ['2, k, 24', [0.05028346, -0.2907404, 1.0]]]
[['2, k, 0', [-0.2367328, -0.1252643, 1.0]], ['2, k, 1', [-0.237926, 0.1322784, 1.0]], ['2, k, 2', [-0.2389923, 0.3844314, 1.0]], ['2, k, 3', [-0.2403725, 0.5211936, 1.0]], ['2, k, 4', [-0.4049327, 0.2711291, 1.0]], ['2, k, 5', [-0.4653402, 0.05520815, 1.0]], ['2, k, 6', [-0.4360859, -0.09260336, 1.0]], ['2, k, 7', [-0.4037995, -0.1466099, 1.0]], ['2, k, 8', [-0.0749524, 0.2650246, 1.0]], ['2, k, 9', [-0.001649136, 0.01617667, 1.0]], ['2, k, 10', [0.0533429, -0.1998048, 1.0]], ['2, k, 11', [0.06507327, -0.2863866, 1.0]], ['2, k, 12', [-0.3137815, -0.1252238, 1.0]], ['2, k, 13', [-0.3967859, -0.2247165, 1.0]], ['2, k, 14', [-0.3959685, -0.6086069, 1.0]], ['2, k, 15', [-0.4151684, -0.6729226, 1.0]], ['2, k, 16', [-0.154251, -0.1223018, 1.0]], ['2, k, 17', [-0.03114118, -0.2308189, 1.0]], ['2, k, 18', [-0.03632386, -0.6025757, 1.0]], ['2, k, 19', [-0.01116549, -0.6671338, 1.0]], ['2, k, 20', [-0.2387663, 0.322279, 1.0]], ['2, k, 21', [-0.4017957, -0.1917382, 1.0]], ['2, k, 22', [-0.34771, -0.1584405, 1.0]], ['2, k, 23', [0.06452155, -0.3563628, 1.0]], ['2, k, 24', [0.05022971, -0.2965153, 1.0]]]
[['2, k, 0', [-0.2368026, -0.1252655, 1.0]], ['2, k, 1', [-0.2379904, 0.1322201, 1.0]], ['2, k, 2', [-0.2387472, 0.3841843, 1.0]], ['2, k, 3', [-0.2403515, 0.5208497, 1.0]], ['2, k, 4', [-0.4050441, 0.2708817, 1.0]], ['2, k, 5', [-0.4655566, 0.05477836, 1.0]], ['2, k, 6', [-0.4360507, -0.09243132, 1.0]], ['2, k, 7', [-0.4019205, -0.147163, 1.0]], ['2, k, 8', [-0.07510706, 0.2650858, 1.0]], ['2, k, 9', [-0.001722615, 0.01556503, 1.0]], ['2, k, 10', [0.05415237, -0.200447, 1.0]], ['2, k, 11', [0.06363285, -0.2624638, 1.0]], ['2, k, 12', [-0.3138629, -0.1251987, 1.0]], ['2, k, 13', [-0.3968546, -0.2245386, 1.0]], ['2, k, 14', [-0.3959061, -0.6086375, 1.0]], ['2, k, 15', [-0.4149483, -0.6729044, 1.0]], ['2, k, 16', [-0.15432, -0.1223334, 1.0]], ['2, k, 17', [-0.03183997, -0.23136, 1.0]], ['2, k, 18', [-0.03636435, -0.6023204, 1.0]], ['2, k, 19', [-0.01109126, -0.6670629, 1.0]], ['2, k, 20', [-0.2386407, 0.322078, 1.0]], ['2, k, 21', [-0.3993256, -0.1911032, 1.0]], ['2, k, 22', [-0.3503527, -0.158306, 1.0]], ['2, k, 23', [0.06897266, -0.3348541, 1.0]], ['2, k, 24', [0.05293669, -0.3052886, 1.0]]]
[['2, k, 0', [-0.2369644, -0.1246872, 1.0]], ['2, k, 1', [-0.2380527, 0.1331182, 1.0]], ['2, k, 2', [-0.2385297, 0.3855075, 1.0]], ['2, k, 3', [-0.2401343, 0.5211253, 1.0]], ['2, k, 4', [-0.4055505, 0.2714399, 1.0]], ['2, k, 5', [-0.4656839, 0.05502394, 1.0]], ['2, k, 6', [-0.4364759, -0.09219453, 1.0]], ['2, k, 7', [-0.4025394, -0.1461945, 1.0]], ['2, k, 8', [-0.07488735, 0.2654497, 1.0]], ['2, k, 9', [-0.001782251, 0.01509579, 1.0]], ['2, k, 10', [0.05440889, -0.2007711, 1.0]], ['2, k, 11', [0.06878518, -0.2860803, 1.0]], ['2, k, 12', [-0.3141065, -0.1245072, 1.0]], ['2, k, 13', [-0.3969108, -0.2245662, 1.0]], ['2, k, 14', [-0.3958946, -0.6087071, 1.0]], ['2, k, 15', [-0.4160156, -0.6735257, 1.0]], ['2, k, 16', [-0.1544104, -0.1218919, 1.0]], ['2, k, 17', [-0.03257952, -0.2313443, 1.0]], ['2, k, 18', [-0.03587506, -0.6015517, 1.0]], ['2, k, 19', [-0.01111926, -0.6666961, 1.0]], ['2, k, 20', [-0.2385245, 0.3232815, 1.0]], ['2, k, 21', [-0.3940842, -0.1873483, 1.0]], ['2, k, 22', [-0.3495127, -0.1433834, 1.0]], ['2, k, 23', [0.06614245, -0.357336, 1.0]], ['2, k, 24', [0.04991891, -0.2928269, 1.0]]]
[['2, k, 0', [-0.2373788, -0.1240457, 1.0]], ['2, k, 1', [-0.2382009, 0.1339226, 1.0]], ['2, k, 2', [-0.2381939, 0.386232, 1.0]], ['2, k, 3', [-0.2402946, 0.5216311, 1.0]], ['2, k, 4', [-0.4055164, 0.27184, 1.0]], ['2, k, 5', [-0.4654717, 0.05519819, 1.0]], ['2, k, 6', [-0.4404891, -0.08653099, 1.0]], ['2, k, 7', [-0.404538, -0.1293248, 1.0]], ['2, k, 8', [-0.07410291, 0.2654611, 1.0]], ['2, k, 9', [-0.001651319, 0.01470476, 1.0]], ['2, k, 10', [0.05502637, -0.2011293, 1.0]], ['2, k, 11', [0.06946046, -0.2770337, 1.0]], ['2, k, 12', [-0.3144726, -0.1238724, 1.0]], ['2, k, 13', [-0.3967629, -0.2244237, 1.0]], ['2, k, 14', [-0.3959005, -0.608686, 1.0]], ['2, k, 15', [-0.4159176, -0.673507, 1.0]], ['2, k, 16', [-0.154891, -0.1212639, 1.0]], ['2, k, 17', [-0.03334525, -0.2310317, 1.0]], ['2, k, 18', [-0.03599452, -0.6017541, 1.0]], ['2, k, 19', [-0.01112362, -0.6667118, 1.0]], ['2, k, 20', [-0.2383265, 0.3240244, 1.0]], ['2, k, 21', [-0.4037403, -0.1736493, 1.0]], ['2, k, 22', [-0.3487195, -0.1494353, 1.0]], ['2, k, 23', [0.06799167, -0.349021, 1.0]], ['2, k, 24', [0.0505129, -0.2990583, 1.0]]]
[['2, k, 0', [-0.2399943, -0.1230019, 1.0]], ['2, k, 1', [-0.2388229, 0.1350432, 1.0]], ['2, k, 2', [-0.2368599, 0.3877448, 1.0]], ['2, k, 3', [-0.2405857, 0.5228192, 1.0]], ['2, k, 4', [-0.4054074, 0.2714778, 1.0]], ['2, k, 5', [-0.465629, 0.05474143, 1.0]], ['2, k, 6', [-0.4335751, -0.08630633, 1.0]], ['2, k, 7', [-0.3981824, -0.1438122, 1.0]], ['2, k, 8', [-0.0736283, 0.2657546, 1.0]], ['2, k, 9', [-0.001819518, 0.01497824, 1.0]], ['2, k, 10', [0.05637326, -0.1998448, 1.0]], ['2, k, 11', [0.07208329, -0.2741248, 1.0]], ['2, k, 12', [-0.317483, -0.1223435, 1.0]], ['2, k, 13', [-0.3965203, -0.2237149, 1.0]], ['2, k, 14', [-0.3990228, -0.6122549, 1.0]], ['2, k, 15', [-0.4153527, -0.6733868, 1.0]], ['2, k, 16', [-0.1570825, -0.1206845, 1.0]], ['2, k, 17', [-0.03424027, -0.2307298, 1.0]], ['2, k, 18', [-0.03672321, -0.6037549, 1.0]], ['2, k, 19', [-0.0111924, -0.6667653, 1.0]], ['2, k, 20', [-0.2375758, 0.3253894, 1.0]], ['2, k, 21', [-0.3853677, -0.1870971, 1.0]], ['2, k, 22', [-0.3404894, -0.1411522, 1.0]], ['2, k, 23', [0.07553501, -0.3468626, 1.0]], ['2, k, 24', [0.05054079, -0.3038565, 1.0]]]
[['2, k, 0', [-0.2412247, -0.1221091, 1.0]], ['2, k, 1', [-0.239213, 0.1361605, 1.0]], ['2, k, 2', [-0.2364293, 0.3888784, 1.0]], ['2, k, 3', [-0.2403979, 0.5237258, 1.0]], ['2, k, 4', [-0.4053787, 0.272846, 1.0]], ['2, k, 5', [-0.465491, 0.05565957, 1.0]], ['2, k, 6', [-0.4337049, -0.08709576, 1.0]], ['2, k, 7', [-0.3973491, -0.1451565, 1.0]], ['2, k, 8', [-0.07330901, 0.2655856, 1.0]], ['2, k, 9', [-0.001850309, 0.01498041, 1.0]], ['2, k, 10', [0.06511933, -0.218997, 1.0]], ['2, k, 11', [0.07726741, -0.2748659, 1.0]], ['2, k, 12', [-0.3187923, -0.1211765, 1.0]], ['2, k, 13', [-0.3960133, -0.223077, 1.0]], ['2, k, 14', [-0.3984123, -0.6116297, 1.0]], ['2, k, 15', [-0.4140276, -0.6724749, 1.0]], ['2, k, 16', [-0.1581972, -0.120108, 1.0]], ['2, k, 17', [-0.03515324, -0.2304228, 1.0]], ['2, k, 18', [-0.03727276, -0.6046412, 1.0]], ['2, k, 19', [-0.01231352, -0.666801, 1.0]], ['2, k, 20', [-0.2373258, 0.3265253, 1.0]], ['2, k, 21', [-0.3886923, -0.1876168, 1.0]], ['2, k, 22', [-0.3393948, -0.1525231, 1.0]], ['2, k, 23', [0.08573014, -0.3493611, 1.0]], ['2, k, 24', [0.05133032, -0.2965795, 1.0]]]
