[[0, -0.262217, -0.359249, 2.53213, 1.0], [1, -0.264888, -0.0536292, 2.50477, 1.0], [2, -0.266019, 0.244642, 2.46417, 1.0], [3, -0.304305, 0.380286, 2.47326, 1.0], [4, -0.421821, 0.113687, 2.44262, 1.0], [5, -0.507718, -0.00343894, 2.30677, 1.0], [6, -0.606153, -0.0130498, 2.13757, 1.0], [7, -0.59847, -0.0307125, 2.02272, 1.0], [8, -0.133189, 0.142052, 2.38468, 1.0], [9, -0.0401212, 0.0325534, 2.24439, 1.0], [10, -0.0449412, -0.0552508, 2.06754, 1.0], [11, -0.0616135, -0.101691, 1.90598, 1.0], [12, -0.324285, -0.36054, 2.50998, 1.0], [13, -0.393385, -0.642438, 2.5626, 1.0], [14, -0.412524, -1.00548, 2.66151, 1.0], [15, -0.426514, -1.08496, 2.60938, 1.0], [16, -0.192743, -0.347862, 2.48312, 1.0], [17, -0.0913613, -0.622301, 2.53773, 1.0], [18, -0.0686117, -0.984548, 2.62085, 1.0], [19, -0.0856249, -1.03445, 2.50716, 1.0], [20, -0.266004, 0.171103, 2.47667, 1.0], [21, -0.570212, -0.0408833, 1.99017, 1.0], [22, -0.646708, -0.0221491, 2.01411, 1.0], [23, -0.078046, -0.115284, 1.87817, 1.0], [24, -0.119023, -0.0987558, 1.90767, 1.0]]
[[0, -0.250742, -0.355503, 2.51342, 1.0], [1, -0.262201, -0.0526718, 2.49944, 1.0], [2, -0.266075, 0.24462, 2.46392, 1.0], [3, -0.304681, 0.380242, 2.47254, 1.0], [4, -0.421802, 0.113689, 2.4425, 1.0], [5, -0.500891, 0.0205467, 2.3189, 1.0], [6, -0.582469, -0.0120177, 2.17242, 1.0], [7, -0.592535, -0.0329946, 2.01984, 1.0], [8, -0.13316, 0.141894, 2.38487, 1.0], [9, -0.0560783, 0.0446861, 2.25332, 1.0], [10, -0.0440055, -0.0471032, 2.08293, 1.0], [11, -0.0567141, -0.100081, 1.90962, 1.0], [12, -0.313366, -0.356601, 2.49246, 1.0], [13, -0.393639, -0.643075, 2.56271, 1.0], [14, -0.412665, -1.00558, 2.66177, 1.0], [15, -0.426103, -1.08777, 2.60891, 1.0], [16, -0.180985, -0.344378, 2.46336, 1.0], [17, -0.0911079, -0.62212, 2.53761, 1.0], [18, -0.0685313, -0.984489, 2.62066, 1.0], [19, -0.0859545, -1.03506, 2.50616, 1.0], [20, -0.265898, 0.171155, 2.47593, 1.0], [21, -0.580121, -0.0412594, 1.98716, 1.0], [22, -0.631479, -0.0148803, 2.02036, 1.0], [23, -0.0767029, -0.115391, 1.87988, 1.0], [24, -0.11837, -0.0990127, 1.90899, 1.0]]
[[0, -0.258358, -0.360946, 2.498, 1.0], [1, -0.263546, -0.05338, 2.49221, 1.0], [2, -0.266109, 0.244959, 2.46368, 1.0], [3, -0.305702, 0.380508, 2.47085, 1.0], [4, -0.422672, 0.114625, 2.44367, 1.0], [5, -0.496318, 0.0321332, 2.32189, 1.0], [6, -0.572727, -0.0112411, 2.17392, 1.0], [7, -0.589436, -0.0347433, 2.01977, 1.0], [8, -0.133121, 0.139809, 2.38453, 1.0], [9, -0.0559623, 0.0447583, 2.25333, 1.0], [10, -0.0309887, -0.0486712, 2.0597, 1.0], [11, -0.0470304, -0.0992944, 1.91239, 1.0], [12, -0.320154, -0.359713, 2.47836, 1.0], [13, -0.393578, -0.695718, 2.57018, 1.0], [14, -0.415005, -1.01825, 2.66565, 1.0], [15, -0.426182, -1.0893, 2.60787, 1.0], [16, -0.189258, -0.352198, 2.44633, 1.0], [17, -0.0977269, -0.636006, 2.5255, 1.0], [18, -0.0574779, -1.03436, 2.63237, 1.0], [19, -0.0633679, -1.09864, 2.57537, 1.0], [20, -0.265995, 0.171549, 2.47463, 1.0], [21, -0.571588, -0.044629, 1.9874, 1.0], [22, -0.637213, -0.0197923, 2.01701, 1.0], [23, -0.0701412, -0.113574, 1.88462, 1.0], [24, -0.111012, -0.09819, 1.90953, 1.0]]
[[0, -0.258754, -0.36151, 2.49452, 1.0], [1, -0.263838, -0.0539237, 2.48933, 1.0], [2, -0.266214, 0.244926, 2.46369, 1.0], [3, -0.305926, 0.380549, 2.46959, 1.0], [4, -0.422726, 0.114648, 2.44378, 1.0], [5, -0.49415, 0.0310922, 2.3068, 1.0], [6, -0.570143, -0.0120914, 2.17222, 1.0], [7, -0.587034, -0.0351467, 2.01713, 1.0], [8, -0.132588, 0.138505, 2.38496, 1.0], [9, -0.0556046, 0.0446349, 2.25389, 1.0], [10, -0.0302877, -0.046352, 2.06409, 1.0], [11, -0.046703, -0.0971687, 1.91686, 1.0], [12, -0.320767, -0.360237, 2.47398, 1.0], [13, -0.394179, -0.697677, 2.57152, 1.0], [14, -0.415397, -1.02337, 2.66684, 1.0], [15, -0.425266, -1.09236, 2.60484, 1.0], [16, -0.189418, -0.352664, 2.44367, 1.0], [17, -0.0981577, -0.637743, 2.52488, 1.0], [18, -0.0584018, -1.03176, 2.63337, 1.0], [19, -0.0627373, -1.09288, 2.57822, 1.0], [20, -0.266179, 0.171404, 2.47406, 1.0], [21, -0.571896, -0.0454553, 1.98522, 1.0], [22, -0.638352, -0.0196082, 2.01533, 1.0], [23, -0.0463726, -0.109806, 1.89166, 1.0], [24, -0.109069, -0.0965865, 1.91625, 1.0]]
[[0, -0.258698, -0.361681, 2.49269, 1.0], [1, -0.263905, -0.0546602, 2.4876, 1.0], [2, -0.266464, 0.244275, 2.46357, 1.0], [3, -0.306862, 0.379528, 2.46454, 1.0], [4, -0.422742, 0.114643, 2.44373, 1.0], [5, -0.487161, 0.0382415, 2.32067, 1.0], [6, -0.568127, -0.0129947, 2.17059, 1.0], [7, -0.583425, -0.0365692, 2.01397, 1.0], [8, -0.132272, 0.137459, 2.38526, 1.0], [9, -0.0551195, 0.0421531, 2.25132, 1.0], [10, -0.0280486, -0.0465045, 2.06565, 1.0], [11, -0.0422606, -0.0955754, 1.91819, 1.0], [12, -0.320822, -0.360371, 2.47187, 1.0], [13, -0.394437, -0.698281, 2.57186, 1.0], [14, -0.416026, -1.02579, 2.66741, 1.0], [15, -0.425323, -1.09431, 2.60373, 1.0], [16, -0.189241, -0.352808, 2.44212, 1.0], [17, -0.0985126, -0.640018, 2.52472, 1.0], [18, -0.0585619, -1.03206, 2.63395, 1.0], [19, -0.0627299, -1.09105, 2.57929, 1.0], [20, -0.266378, 0.170653, 2.4734, 1.0], [21, -0.565395, -0.0479351, 1.98525, 1.0], [22, -0.626207, -0.017784, 2.01583, 1.0], [23, -0.0633116, -0.110642, 1.88997, 1.0], [24, -0.109088, -0.0939716, 1.91656, 1.0]]
[[0, -0.259131, -0.361874, 2.49215, 1.0], [1, -0.26407, -0.0550309, 2.48687, 1.0], [2, -0.266472, 0.244007, 2.4635, 1.0], [3, -0.306983, 0.379027, 2.46301, 1.0], [4, -0.42273, 0.114637, 2.44367, 1.0], [5, -0.486308, 0.039775, 2.32219, 1.0], [6, -0.566072, -0.0133648, 2.1703, 1.0], [7, -0.58087, -0.0376347, 2.01152, 1.0], [8, -0.132055, 0.136888, 2.38603, 1.0], [9, -0.0548542, 0.0422748, 2.25225, 1.0], [10, -0.0279539, -0.0446593, 2.0692, 1.0], [11, -0.0412203, -0.0936175, 1.9213, 1.0], [12, -0.32138, -0.360621, 2.47118, 1.0], [13, -0.394437, -0.698268, 2.57183, 1.0], [14, -0.416495, -1.0276, 2.66778, 1.0], [15, -0.425452, -1.09503, 2.60317, 1.0], [16, -0.189527, -0.352921, 2.44171, 1.0], [17, -0.0983707, -0.641597, 2.52497, 1.0], [18, -0.0591265, -1.02729, 2.63352, 1.0], [19, -0.062426, -1.08571, 2.5814, 1.0], [20, -0.266389, 0.170296, 2.47303, 1.0], [21, -0.564436, -0.0454607, 1.97684, 1.0], [22, -0.626176, -0.0202937, 2.00716, 1.0], [23, -0.0604742, -0.110481, 1.8952, 1.0], [24, -0.108814, -0.0927107, 1.91767, 1.0]]
[[0, -0.25892, -0.362015, 2.49155, 1.0], [1, -0.264055, -0.0556751, 2.48608, 1.0], [2, -0.266879, 0.242805, 2.46333, 1.0], [3, -0.306547, 0.378268, 2.46047, 1.0], [4, -0.422905, 0.114641, 2.44346, 1.0], [5, -0.487036, 0.0389019, 2.32153, 1.0], [6, -0.562176, -0.0139704, 2.16998, 1.0], [7, -0.580457, -0.0376943, 2.00786, 1.0], [8, -0.131543, 0.136398, 2.38667, 1.0], [9, -0.0535961, 0.0417976, 2.25223, 1.0], [10, -0.0436644, -0.037963, 2.06634, 1.0], [11, -0.0420284, -0.0913728, 1.92505, 1.0], [12, -0.321167, -0.360852, 2.46971, 1.0], [13, -0.393807, -0.703613, 2.57393, 1.0], [14, -0.41668, -1.02875, 2.66802, 1.0], [15, -0.42542, -1.09531, 2.60304, 1.0], [16, -0.189361, -0.352982, 2.44158, 1.0], [17, -0.0986055, -0.647031, 2.52661, 1.0], [18, -0.0591775, -1.02724, 2.6337, 1.0], [19, -0.0627113, -1.08468, 2.582, 1.0], [20, -0.266646, 0.169237, 2.47248, 1.0], [21, -0.567543, -0.0459332, 1.97566, 1.0], [22, -0.622125, -0.0168596, 2.01263, 1.0], [23, -0.0558598, -0.105895, 1.89421, 1.0], [24, -0.112521, -0.0903358, 1.923, 1.0]]
[[0, -0.259204, -0.362267, 2.49145, 1.0], [1, -0.26432, -0.0565402, 2.4858, 1.0], [2, -0.267144, 0.241003, 2.4635, 1.0], [3, -0.305364, 0.376796, 2.45818, 1.0], [4, -0.423109, 0.114678, 2.4434, 1.0], [5, -0.486596, 0.0401639, 2.32222, 1.0], [6, -0.559863, -0.014348, 2.17065, 1.0], [7, -0.57858, -0.0396489, 2.00585, 1.0], [8, -0.130993, 0.136318, 2.38801, 1.0], [9, -0.0530427, 0.0415527, 2.25171, 1.0], [10, -0.0310836, -0.0303097, 2.12081, 1.0], [11, -0.0379647, -0.0903277, 1.92753, 1.0], [12, -0.321637, -0.361256, 2.46932, 1.0], [13, -0.393976, -0.701365, 2.57314, 1.0], [14, -0.416631, -1.0288, 2.66798, 1.0], [15, -0.425256, -1.09528, 2.60307, 1.0], [16, -0.189548, -0.353152, 2.44172, 1.0], [17, -0.0986429, -0.649802, 2.52788, 1.0], [18, -0.0592126, -1.02721, 2.63372, 1.0], [19, -0.0620754, -1.08382, 2.58171, 1.0], [20, -0.266878, 0.167714, 2.47232, 1.0], [21, -0.558198, -0.0487411, 1.97576, 1.0], [22, -0.621543, -0.0270734, 1.99889, 1.0], [23, -0.048894, -0.103025, 1.90109, 1.0], [24, -0.106937, -0.0891515, 1.91758, 1.0]]
[[0, -0.259372, -0.362387, 2.49136, 1.0], [1, -0.264492, -0.05698, 2.48561, 1.0], [2, -0.267353, 0.240182, 2.46359, 1.0], [3, -0.303821, 0.374362, 2.45452, 1.0], [4, -0.423389, 0.114727, 2.44326, 1.0], [5, -0.486488, 0.0409191, 2.32214, 1.0], [6, -0.557475, -0.0151017, 2.17031, 1.0], [7, -0.581244, -0.0407113, 2.0019, 1.0], [8, -0.130538, 0.136225, 2.3895, 1.0], [9, -0.0528778, 0.0417347, 2.25212, 1.0], [10, -0.031168, -0.029632, 2.12194, 1.0], [11, -0.0359794, -0.0888506, 1.92779, 1.0], [12, -0.321941, -0.361461, 2.46903, 1.0], [13, -0.394251, -0.699871, 2.57297, 1.0], [14, -0.416634, -1.02881, 2.66784, 1.0], [15, -0.424877, -1.09478, 2.60312, 1.0], [16, -0.189646, -0.353227, 2.4418, 1.0], [17, -0.0985659, -0.651811, 2.52826, 1.0], [18, -0.0589145, -1.02874, 2.63458, 1.0], [19, -0.0636069, -1.08434, 2.58283, 1.0], [20, -0.267056, 0.166998, 2.47222, 1.0], [21, -0.560008, -0.0476798, 1.96924, 1.0], [22, -0.625143, -0.0243439, 2.00662, 1.0], [23, -0.0533321, -0.108631, 1.8967, 1.0], [24, -0.107577, -0.0890503, 1.92373, 1.0]]
[[0, -0.259639, -0.362349, 2.4913, 1.0], [1, -0.264628, -0.0571351, 2.48549, 1.0], [2, -0.267458, 0.239784, 2.46363, 1.0], [3, -0.302154, 0.373374, 2.45223, 1.0], [4, -0.423877, 0.114778, 2.44298, 1.0], [5, -0.494339, 0.0326851, 2.3108, 1.0], [6, -0.551754, -0.0135778, 2.17428, 1.0], [7, -0.579677, -0.0409621, 1.99973, 1.0], [8, -0.129858, 0.136215, 2.39121, 1.0], [9, -0.0523567, 0.0410233, 2.25154, 1.0], [10, -0.0305839, -0.0305296, 2.12145, 1.0], [11, -0.034447, -0.0885666, 1.92888, 1.0], [12, -0.322365, -0.361418, 2.46871, 1.0], [13, -0.394491, -0.698778, 2.57254, 1.0], [14, -0.416651, -1.0288, 2.66781, 1.0], [15, -0.424594, -1.09501, 2.60244, 1.0], [16, -0.189867, -0.353163, 2.44199, 1.0], [17, -0.0986959, -0.653679, 2.52939, 1.0], [18, -0.0589968, -1.02797, 2.63455, 1.0], [19, -0.0636568, -1.08279, 2.58272, 1.0], [20, -0.267157, 0.166672, 2.47215, 1.0], [21, -0.557548, -0.0495226, 1.969, 1.0], [22, -0.618185, -0.0285516, 1.99371, 1.0], [23, -0.0474556, -0.103024, 1.90026, 1.0], [24, -0.107472, -0.0896171, 1.92265, 1.0]]
[[0, -0.259746, -0.362357, 2.49128, 1.0], [1, -0.264788, -0.057438, 2.48531, 1.0], [2, -0.267719, 0.23902, 2.46345, 1.0], [3, -0.300084, 0.372324, 2.44919, 1.0], [4, -0.424683, 0.115061, 2.44265, 1.0], [5, -0.502107, 0.0284667, 2.3, 1.0], [6, -0.553661, -0.0166643, 2.16657, 1.0], [7, -0.577211, -0.0414067, 1.99681, 1.0], [8, -0.129608, 0.1363, 2.39226, 1.0], [9, -0.0509919, 0.0364977, 2.24843, 1.0], [10, -0.0457806, -0.0391963, 2.06246, 1.0], [11, -0.0357616, -0.0882034, 1.93244, 1.0], [12, -0.322632, -0.361402, 2.46833, 1.0], [13, -0.394563, -0.698811, 2.57251, 1.0], [14, -0.416658, -1.02883, 2.66779, 1.0], [15, -0.424367, -1.09526, 2.60218, 1.0], [16, -0.190024, -0.353212, 2.44262, 1.0], [17, -0.0987199, -0.653658, 2.52949, 1.0], [18, -0.0588357, -1.02656, 2.63452, 1.0], [19, -0.0636308, -1.08081, 2.58283, 1.0], [20, -0.267384, 0.166008, 2.47187, 1.0], [21, -0.557824, -0.0489701, 1.96378, 1.0], [22, -0.619215, -0.0323094, 1.9872, 1.0], [23, -0.0446061, -0.104412, 1.9018, 1.0], [24, -0.111557, -0.0902291, 1.92147, 1.0]]
