[[0, -0.00478483, -0.379141, 3.25687, 1.0], [1, -0.0142535, -0.0875669, 3.23116, 1.0], [2, -0.0234862, 0.198825, 3.19313, 1.0], [3, -0.0134069, 0.344885, 3.16132, 1.0], [4, -0.139953, 0.126863, 3.15638, 1.0], [5, -0.238922, 0.295102, 2.96732, 1.0], [6, -0.24368, 0.494105, 2.75033, 1.0], [7, -0.252904, 0.563368, 2.69277, 1.0], [8, 0.111103, 0.127915, 3.16226, 1.0], [9, 0.182999, 0.258816, 2.95959, 1.0], [10, 0.19579, 0.451712, 2.73714, 1.0], [11, 0.200202, 0.521622, 2.66124, 1.0], [12, -0.0617928, -0.375361, 3.21833, 1.0], [13, -0.15621, -0.707497, 3.23088, 1.0], [14, -0.172783, -1.23529, 3.33194, 1.0], [15, -0.146177, -1.27837, 3.13478, 1.0], [16, 0.0523214, -0.374858, 3.22615, 1.0], [17, 0.137832, -0.710177, 3.23375, 1.0], [18, 0.146208, -1.08617, 3.35328, 1.0], [19, 0.127563, -0.925781, 3.29688, 1.0], [20, -0.0212135, 0.127938, 3.20491, 1.0], [21, -0.249154, 0.622592, 2.6201, 1.0], [22, -0.284055, 0.571368, 2.66309, 1.0], [23, 0.201101, 0.568063, 2.58298, 1.0], [24, 0.229267, 0.532386, 2.617, 1.0]]
[[0, -0.00768111, -0.374181, 3.20852, 1.0], [1, -0.0137339, -0.0865671, 3.21695, 1.0], [2, -0.0228773, 0.198644, 3.19248, 1.0], [3, -0.0138537, 0.344368, 3.1608, 1.0], [4, -0.140005, 0.126823, 3.15623, 1.0], [5, -0.237224, 0.312863, 2.96604, 1.0], [6, -0.238092, 0.51161, 2.78612, 1.0], [7, -0.250178, 0.600306, 2.72497, 1.0], [8, 0.111196, 0.128094, 3.16188, 1.0], [9, 0.183925, 0.273239, 2.96265, 1.0], [10, 0.191734, 0.492831, 2.7599, 1.0], [11, 0.195372, 0.577615, 2.68367, 1.0], [12, -0.0639299, -0.372184, 3.19172, 1.0], [13, -0.158197, -0.715858, 3.24413, 1.0], [14, -0.173591, -1.24447, 3.34449, 1.0], [15, -0.144653, -1.2666, 3.19727, 1.0], [16, 0.0494369, -0.369122, 3.16439, 1.0], [17, 0.133823, -0.690998, 3.28142, 1.0], [18, 0.142764, -1.06711, 3.40226, 1.0], [19, 0.131789, -0.936201, 3.29688, 1.0], [20, -0.0204159, 0.127818, 3.20276, 1.0], [21, -0.232787, 0.66212, 2.65504, 1.0], [22, -0.281924, 0.635007, 2.674, 1.0], [23, 0.198244, 0.628793, 2.60116, 1.0], [24, 0.228783, 0.597507, 2.64289, 1.0]]
[[0, -0.00664752, -0.372001, 3.20847, 1.0], [1, -0.0134037, -0.0858943, 3.21479, 1.0], [2, -0.0226481, 0.197933, 3.19229, 1.0], [3, -0.0141936, 0.344826, 3.16024, 1.0], [4, -0.140591, 0.127923, 3.15601, 1.0], [5, -0.236097, 0.331406, 2.97272, 1.0], [6, -0.236947, 0.57829, 2.79672, 1.0], [7, -0.247983, 0.644381, 2.75349, 1.0], [8, 0.111667, 0.129319, 3.16103, 1.0], [9, 0.186317, 0.332877, 2.95144, 1.0], [10, 0.191541, 0.565227, 2.76055, 1.0], [11, 0.189857, 0.628365, 2.70977, 1.0], [12, -0.0616306, -0.365547, 3.17614, 1.0], [13, -0.141766, -0.720503, 3.24113, 1.0], [14, -0.166271, -1.24278, 3.33347, 1.0], [15, -0.0883768, -1.2721, 3.18235, 1.0], [16, 0.0517956, -0.364622, 3.17508, 1.0], [17, 0.117873, -0.721077, 3.24471, 1.0], [18, 0.124978, -1.08094, 3.39103, 1.0], [19, 0.132484, -0.937025, 3.29677, 1.0], [20, -0.0202438, 0.127464, 3.20207, 1.0], [21, -0.235643, 0.704828, 2.67853, 1.0], [22, -0.280284, 0.649047, 2.731, 1.0], [23, 0.191404, 0.682913, 2.64193, 1.0], [24, 0.222778, 0.621067, 2.68, 1.0]]
[[0, -0.0062253, -0.370584, 3.20758, 1.0], [1, -0.0126564, -0.0846039, 3.21059, 1.0], [2, -0.0216488, 0.197555, 3.19077, 1.0], [3, -0.0142946, 0.343358, 3.15891, 1.0], [4, -0.140667, 0.127873, 3.15568, 1.0], [5, -0.234037, 0.353171, 2.98069, 1.0], [6, -0.23665, 0.596747, 2.81693, 1.0], [7, -0.246709, 0.673045, 2.7865, 1.0], [8, 0.11166, 0.128984, 3.15987, 1.0], [9, 0.185599, 0.339126, 2.95694, 1.0], [10, 0.187704, 0.595588, 2.7971, 1.0], [11, 0.185349, 0.662501, 2.74772, 1.0], [12, -0.0615503, -0.363986, 3.17221, 1.0], [13, -0.136106, -0.725677, 3.23491, 1.0], [14, -0.161554, -1.24248, 3.33017, 1.0], [15, -0.0874772, -1.27156, 3.18108, 1.0], [16, 0.0519331, -0.364079, 3.17526, 1.0], [17, 0.119253, -0.725505, 3.24372, 1.0], [18, 0.127628, -1.08278, 3.38726, 1.0], [19, 0.132229, -0.94072, 3.29736, 1.0], [20, -0.0191744, 0.127417, 3.19934, 1.0], [21, -0.234783, 0.732474, 2.7266, 1.0], [22, -0.279345, 0.676682, 2.75888, 1.0], [23, 0.177393, 0.720756, 2.68108, 1.0], [24, 0.220882, 0.652234, 2.73069, 1.0]]
[[0, -0.00524451, -0.366679, 3.20524, 1.0], [1, -0.0104202, -0.083582, 3.20649, 1.0], [2, -0.0165777, 0.194851, 3.18773, 1.0], [3, -0.0150143, 0.343609, 3.15663, 1.0], [4, -0.14076, 0.127948, 3.15519, 1.0], [5, -0.228344, 0.360429, 2.9995, 1.0], [6, -0.242595, 0.618852, 2.85474, 1.0], [7, -0.246727, 0.702907, 2.82513, 1.0], [8, 0.105819, 0.123172, 3.14089, 1.0], [9, 0.189156, 0.367676, 2.97304, 1.0], [10, 0.184102, 0.633125, 2.82627, 1.0], [11, 0.178263, 0.692642, 2.79483, 1.0], [12, -0.061092, -0.360685, 3.17074, 1.0], [13, -0.122391, -0.693125, 3.22396, 1.0], [14, -0.153781, -1.18836, 3.3145, 1.0], [15, -0.153912, -1.26848, 3.177, 1.0], [16, 0.0524842, -0.361913, 3.17254, 1.0], [17, 0.112661, -0.692321, 3.23336, 1.0], [18, 0.131279, -0.947179, 3.32129, 1.0], [19, 0.122272, -1.00623, 3.18859, 1.0], [20, -0.0150727, 0.125893, 3.19561, 1.0], [21, -0.240193, 0.76061, 2.774, 1.0], [22, -0.278038, 0.696628, 2.80723, 1.0], [23, 0.165574, 0.75341, 2.73764, 1.0], [24, 0.209749, 0.691413, 2.77387, 1.0]]
[[0, -0.00365305, -0.352637, 3.19884, 1.0], [1, -0.00924082, -0.0801742, 3.20121, 1.0], [2, -0.0153686, 0.193367, 3.18522, 1.0], [3, -0.0135555, 0.343054, 3.15342, 1.0], [4, -0.14048, 0.128323, 3.15472, 1.0], [5, -0.225815, 0.373079, 3.00846, 1.0], [6, -0.234014, 0.637002, 2.89091, 1.0], [7, -0.244628, 0.724688, 2.86108, 1.0], [8, 0.106571, 0.124365, 3.14223, 1.0], [9, 0.178299, 0.37075, 2.9908, 1.0], [10, 0.178216, 0.637758, 2.87001, 1.0], [11, 0.173811, 0.722271, 2.83618, 1.0], [12, -0.0602043, -0.348898, 3.16719, 1.0], [13, -0.117149, -0.663116, 3.21423, 1.0], [14, -0.148075, -1.16123, 3.30569, 1.0], [15, -0.193827, -1.25673, 3.20564, 1.0], [16, 0.053741, -0.348303, 3.16305, 1.0], [17, 0.105803, -0.659423, 3.22329, 1.0], [18, 0.111809, -1.00362, 3.3625, 1.0], [19, 0.14332, -0.914299, 3.27998, 1.0], [20, -0.0139288, 0.125362, 3.19244, 1.0], [21, -0.236214, 0.787333, 2.81699, 1.0], [22, -0.276844, 0.722544, 2.83841, 1.0], [23, 0.164968, 0.785301, 2.78161, 1.0], [24, 0.207705, 0.722659, 2.80932, 1.0]]
[[0, -0.00346777, -0.353084, 3.1981, 1.0], [1, -0.00859675, -0.0802457, 3.19921, 1.0], [2, -0.0141029, 0.192883, 3.18306, 1.0], [3, -0.0121829, 0.344423, 3.1501, 1.0], [4, -0.138828, 0.133346, 3.15342, 1.0], [5, -0.223094, 0.378428, 3.02296, 1.0], [6, -0.233285, 0.647, 2.92704, 1.0], [7, -0.242645, 0.72155, 2.90618, 1.0], [8, 0.108267, 0.126719, 3.13904, 1.0], [9, 0.17475, 0.376377, 3.00655, 1.0], [10, 0.177169, 0.645376, 2.91128, 1.0], [11, 0.171839, 0.713732, 2.89284, 1.0], [12, -0.0600972, -0.348985, 3.16673, 1.0], [13, -0.113158, -0.650055, 3.20846, 1.0], [14, -0.146061, -1.14998, 3.30207, 1.0], [15, -0.180786, -1.2373, 3.25586, 1.0], [16, 0.0539044, -0.349572, 3.16218, 1.0], [17, 0.105181, -0.646905, 3.21758, 1.0], [18, 0.109379, -0.991172, 3.36095, 1.0], [19, 0.14903, -0.911513, 3.27361, 1.0], [20, -0.01273, 0.125026, 3.18995, 1.0], [21, -0.251506, 0.780304, 2.88492, 1.0], [22, -0.281477, 0.734177, 2.88587, 1.0], [23, 0.168118, 0.777276, 2.86203, 1.0], [24, 0.205592, 0.755086, 2.85687, 1.0]]
[[0, -0.00305912, -0.353352, 3.19702, 1.0], [1, -0.00840385, -0.0794779, 3.19721, 1.0], [2, -0.0141926, 0.19367, 3.18173, 1.0], [3, -0.0110649, 0.346275, 3.14722, 1.0], [4, -0.138507, 0.149488, 3.1576, 1.0], [5, -0.222652, 0.392314, 3.0348, 1.0], [6, -0.231474, 0.659197, 2.9506, 1.0], [7, -0.243312, 0.732914, 2.94217, 1.0], [8, 0.108905, 0.12787, 3.14034, 1.0], [9, 0.174153, 0.37934, 3.02402, 1.0], [10, 0.173661, 0.64705, 2.94205, 1.0], [11, 0.169173, 0.717446, 2.93219, 1.0], [12, -0.0593028, -0.348038, 3.16896, 1.0], [13, -0.111286, -0.63921, 3.20363, 1.0], [14, -0.14168, -1.1426, 3.29467, 1.0], [15, -0.148297, -1.19594, 3.16903, 1.0], [16, 0.0548512, -0.353608, 3.15153, 1.0], [17, 0.104657, -0.637214, 3.21212, 1.0], [18, 0.109559, -0.982122, 3.35884, 1.0], [19, 0.153557, -0.910254, 3.26782, 1.0], [20, -0.0127626, 0.125915, 3.18825, 1.0], [21, -0.247825, 0.794619, 2.92699, 1.0], [22, -0.276, 0.768098, 2.9202, 1.0], [23, 0.168628, 0.782648, 2.90868, 1.0], [24, 0.200614, 0.766732, 2.89557, 1.0]]
[[0, -0.00274961, -0.354258, 3.19532, 1.0], [1, -0.00854927, -0.0794601, 3.19654, 1.0], [2, -0.0145497, 0.19375, 3.1818, 1.0], [3, -0.0117505, 0.34378, 3.14702, 1.0], [4, -0.137754, 0.142613, 3.15377, 1.0], [5, -0.218926, 0.389037, 3.04796, 1.0], [6, -0.230935, 0.657487, 2.98847, 1.0], [7, -0.245064, 0.730572, 2.98219, 1.0], [8, 0.107973, 0.126371, 3.13926, 1.0], [9, 0.173504, 0.377967, 3.03457, 1.0], [10, 0.173038, 0.646567, 2.97397, 1.0], [11, 0.166377, 0.717093, 2.96711, 1.0], [12, -0.0590994, -0.348598, 3.16778, 1.0], [13, -0.111178, -0.631053, 3.19983, 1.0], [14, -0.140381, -1.12311, 3.28952, 1.0], [15, -0.145944, -1.1761, 3.16468, 1.0], [16, 0.0548844, -0.353937, 3.15109, 1.0], [17, 0.104673, -0.629284, 3.20791, 1.0], [18, 0.1336, -0.943582, 3.32078, 1.0], [19, 0.12543, -0.998212, 3.19542, 1.0], [20, -0.0129908, 0.125971, 3.1881, 1.0], [21, -0.253209, 0.790974, 2.97017, 1.0], [22, -0.278078, 0.716482, 2.97978, 1.0], [23, 0.160826, 0.776491, 2.94423, 1.0], [24, 0.198064, 0.748868, 2.93593, 1.0]]
[[0, -0.00305629, -0.353471, 3.19295, 1.0], [1, -0.00892157, -0.0794175, 3.19346, 1.0], [2, -0.0148581, 0.192187, 3.17934, 1.0], [3, -0.0120808, 0.340532, 3.14685, 1.0], [4, -0.137494, 0.141875, 3.152, 1.0], [5, -0.218297, 0.389663, 3.06037, 1.0], [6, -0.230228, 0.657132, 3.01558, 1.0], [7, -0.244752, 0.72839, 3.01311, 1.0], [8, 0.112135, 0.133217, 3.12935, 1.0], [9, 0.177809, 0.387719, 3.04531, 1.0], [10, 0.173271, 0.655414, 3.00005, 1.0], [11, 0.164955, 0.727185, 3.00093, 1.0], [12, -0.059213, -0.348517, 3.16782, 1.0], [13, -0.119065, -0.624697, 3.18819, 1.0], [14, -0.14144, -1.11882, 3.28625, 1.0], [15, -0.10984, -1.22153, 3.20002, 1.0], [16, 0.0539016, -0.35081, 3.14347, 1.0], [17, 0.103905, -0.617963, 3.20176, 1.0], [18, 0.109837, -0.958849, 3.34322, 1.0], [19, 0.182151, -0.917064, 3.25941, 1.0], [20, -0.0133326, 0.124841, 3.18539, 1.0], [21, -0.251831, 0.784981, 3.00702, 1.0], [22, -0.277271, 0.771429, 2.99518, 1.0], [23, 0.165248, 0.788294, 2.98974, 1.0], [24, 0.206327, 0.693818, 3.03133, 1.0]]
[[0, -0.00224092, -0.355139, 3.18944, 1.0], [1, -0.00863334, -0.0802981, 3.19142, 1.0], [2, -0.0148473, 0.19157, 3.17881, 1.0], [3, -0.0125978, 0.337624, 3.1466, 1.0], [4, -0.136158, 0.138995, 3.14863, 1.0], [5, -0.21666, 0.38812, 3.07156, 1.0], [6, -0.232081, 0.65415, 3.03987, 1.0], [7, -0.245914, 0.722965, 3.04274, 1.0], [8, 0.112508, 0.13475, 3.12855, 1.0], [9, 0.163616, 0.394592, 3.06561, 1.0], [10, 0.170381, 0.661078, 3.03512, 1.0], [11, 0.16428, 0.724205, 3.03239, 1.0], [12, -0.058779, -0.351247, 3.16542, 1.0], [13, -0.115949, -0.621446, 3.18583, 1.0], [14, -0.141528, -1.11847, 3.28523, 1.0], [15, -0.0993811, -1.20761, 3.17744, 1.0], [16, 0.0545349, -0.351155, 3.14187, 1.0], [17, 0.103618, -0.612525, 3.19807, 1.0], [18, 0.109477, -0.954771, 3.34243, 1.0], [19, 0.186888, -0.924332, 3.25659, 1.0], [20, -0.0132826, 0.124167, 3.18452, 1.0], [21, -0.252047, 0.77721, 3.03953, 1.0], [22, -0.274619, 0.672934, 3.04922, 1.0], [23, 0.160569, 0.779233, 3.01801, 1.0], [24, 0.211357, 0.692972, 3.064, 1.0]]
