[[0, -0.258651, -0.474012, 2.31431, 1.0], [1, -0.263422, -0.179654, 2.27555, 1.0], [2, -0.266436, 0.108365, 2.22364, 1.0], [3, -0.284031, 0.255705, 2.20458, 1.0], [4, -0.460757, 0.0202642, 2.27034, 1.0], [5, -0.574345, -0.132322, 2.37066, 1.0], [6, -0.410367, -0.168164, 2.16475, 1.0], [7, -0.345854, -0.176998, 2.13353, 1.0], [8, -0.0790104, 0.0212204, 2.22054, 1.0], [9, 0.08207, -0.09229, 2.30911, 1.0], [10, -0.000829089, -0.263295, 2.29548, 1.0], [11, -0.0517396, -0.296759, 2.26249, 1.0], [12, -0.341943, -0.467209, 2.28511, 1.0], [13, -0.41367, -0.771653, 2.35076, 1.0], [14, -0.470296, -1.08442, 2.52472, 1.0], [15, -0.530802, -1.14534, 2.46904, 1.0], [16, -0.167776, -0.466987, 2.27599, 1.0], [17, -0.0981064, -0.784354, 2.33167, 1.0], [18, -0.0296182, -1.1055, 2.48984, 1.0], [19, 0.0214822, -1.15148, 2.39295, 1.0], [20, -0.265984, 0.0372562, 2.23893, 1.0], [21, -0.298817, -0.189029, 2.11879, 1.0], [22, -0.326767, -0.110045, 2.11524, 1.0], [23, -0.0592645, -0.383444, 2.25867, 1.0], [24, -0.0841319, -0.271636, 2.20303, 1.0]]
[[0, -0.258407, -0.473837, 2.31391, 1.0], [1, -0.26324, -0.179591, 2.27532, 1.0], [2, -0.266303, 0.108357, 2.22352, 1.0], [3, -0.284016, 0.255735, 2.20459, 1.0], [4, -0.460682, 0.0202779, 2.27023, 1.0], [5, -0.574491, -0.131896, 2.37046, 1.0], [6, -0.410443, -0.168098, 2.1648, 1.0], [7, -0.347308, -0.176274, 2.13232, 1.0], [8, -0.0790383, 0.0212144, 2.22053, 1.0], [9, 0.0819869, -0.0922611, 2.309, 1.0], [10, -0.00107896, -0.263109, 2.29531, 1.0], [11, -0.0507785, -0.296338, 2.26027, 1.0], [12, -0.341706, -0.467024, 2.28472, 1.0], [13, -0.413716, -0.771604, 2.35066, 1.0], [14, -0.470236, -1.08474, 2.52471, 1.0], [15, -0.530935, -1.14514, 2.46813, 1.0], [16, -0.167531, -0.466827, 2.2756, 1.0], [17, -0.0980515, -0.784178, 2.33132, 1.0], [18, -0.0301921, -1.10561, 2.49032, 1.0], [19, 0.0212957, -1.15078, 2.39301, 1.0], [20, -0.26584, 0.037263, 2.23878, 1.0], [21, -0.301892, -0.191997, 2.11685, 1.0], [22, -0.327513, -0.110546, 2.11433, 1.0], [23, -0.0534581, -0.384597, 2.26335, 1.0], [24, -0.0827683, -0.28136, 2.19746, 1.0]]
[[0, -0.258207, -0.473511, 2.31375, 1.0], [1, -0.263109, -0.179441, 2.27518, 1.0], [2, -0.26622, 0.108395, 2.22341, 1.0], [3, -0.284011, 0.255821, 2.20456, 1.0], [4, -0.460638, 0.020327, 2.27014, 1.0], [5, -0.574459, -0.131913, 2.37046, 1.0], [6, -0.410365, -0.168217, 2.16488, 1.0], [7, -0.346006, -0.176633, 2.13291, 1.0], [8, -0.079006, 0.0212144, 2.22052, 1.0], [9, 0.0818939, -0.0923133, 2.309, 1.0], [10, -0.00129545, -0.263094, 2.29713, 1.0], [11, -0.0492713, -0.29804, 2.25994, 1.0], [12, -0.341506, -0.466671, 2.28456, 1.0], [13, -0.413795, -0.771465, 2.35065, 1.0], [14, -0.470927, -1.08693, 2.52605, 1.0], [15, -0.529918, -1.1452, 2.46075, 1.0], [16, -0.167338, -0.466537, 2.27545, 1.0], [17, -0.0978992, -0.783908, 2.33118, 1.0], [18, -0.0303221, -1.10388, 2.48777, 1.0], [19, 0.0230773, -1.1523, 2.39509, 1.0], [20, -0.265747, 0.0373233, 2.23867, 1.0], [21, -0.298221, -0.18411, 2.11846, 1.0], [22, -0.327983, -0.110591, 2.11405, 1.0], [23, -0.0533006, -0.383428, 2.25648, 1.0], [24, -0.0820788, -0.273022, 2.2018, 1.0]]
[[0, -0.257286, -0.472954, 2.31366, 1.0], [1, -0.262678, -0.179136, 2.27524, 1.0], [2, -0.266073, 0.108539, 2.22355, 1.0], [3, -0.283957, 0.25592, 2.20458, 1.0], [4, -0.460447, 0.0204362, 2.26979, 1.0], [5, -0.572955, -0.13408, 2.37005, 1.0], [6, -0.4092, -0.168774, 2.16378, 1.0], [7, -0.34447, -0.177397, 2.13296, 1.0], [8, -0.0788388, 0.0214821, 2.22067, 1.0], [9, 0.08183, -0.0923811, 2.3091, 1.0], [10, -0.00045613, -0.263677, 2.29804, 1.0], [11, -0.0478746, -0.298219, 2.25693, 1.0], [12, -0.340648, -0.466208, 2.28435, 1.0], [13, -0.413816, -0.77132, 2.35077, 1.0], [14, -0.470758, -1.08695, 2.52608, 1.0], [15, -0.52995, -1.1445, 2.45971, 1.0], [16, -0.166361, -0.465888, 2.27551, 1.0], [17, -0.097368, -0.781961, 2.33048, 1.0], [18, -0.0326031, -1.1033, 2.48972, 1.0], [19, 0.02181, -1.15028, 2.39647, 1.0], [20, -0.265547, 0.0374971, 2.23879, 1.0], [21, -0.297445, -0.198927, 2.11922, 1.0], [22, -0.325581, -0.110967, 2.11379, 1.0], [23, -0.0472036, -0.384206, 2.26102, 1.0], [24, -0.0785559, -0.298347, 2.19511, 1.0]]
[[0, -0.255825, -0.472253, 2.31339, 1.0], [1, -0.262101, -0.178791, 2.27513, 1.0], [2, -0.26599, 0.10863, 2.22353, 1.0], [3, -0.283882, 0.256065, 2.20459, 1.0], [4, -0.460213, 0.0204738, 2.26948, 1.0], [5, -0.57083, -0.136797, 2.36916, 1.0], [6, -0.407618, -0.168013, 2.16184, 1.0], [7, -0.342063, -0.174702, 2.13178, 1.0], [8, -0.0783917, 0.0218955, 2.22111, 1.0], [9, 0.081782, -0.0916227, 2.30884, 1.0], [10, 1.02693e-05, -0.263191, 2.29611, 1.0], [11, -0.0439874, -0.300149, 2.2543, 1.0], [12, -0.339221, -0.465629, 2.28376, 1.0], [13, -0.413786, -0.771307, 2.35083, 1.0], [14, -0.470587, -1.08685, 2.5261, 1.0], [15, -0.52545, -1.13953, 2.46147, 1.0], [16, -0.164851, -0.465056, 2.27557, 1.0], [17, -0.0958993, -0.780235, 2.32989, 1.0], [18, -0.0328995, -1.09847, 2.48559, 1.0], [19, 0.0178148, -1.14628, 2.40132, 1.0], [20, -0.265382, 0.0376382, 2.23875, 1.0], [21, -0.293895, -0.194773, 2.11735, 1.0], [22, -0.309949, -0.104662, 2.11682, 1.0], [23, -0.0432858, -0.383941, 2.25637, 1.0], [24, -0.0750683, -0.283416, 2.19079, 1.0]]
[[0, -0.250775, -0.470591, 2.31237, 1.0], [1, -0.260476, -0.178065, 2.27496, 1.0], [2, -0.265898, 0.108784, 2.22363, 1.0], [3, -0.283492, 0.256395, 2.20461, 1.0], [4, -0.459231, 0.0204824, 2.26866, 1.0], [5, -0.568166, -0.140506, 2.369, 1.0], [6, -0.40584, -0.168676, 2.16029, 1.0], [7, -0.339957, -0.175396, 2.13117, 1.0], [8, -0.0778937, 0.0224529, 2.2215, 1.0], [9, 0.082121, -0.091008, 2.30885, 1.0], [10, 0.00151837, -0.263007, 2.28748, 1.0], [11, -0.0424915, -0.302651, 2.24855, 1.0], [12, -0.334228, -0.464277, 2.28193, 1.0], [13, -0.413076, -0.771909, 2.35173, 1.0], [14, -0.47047, -1.0868, 2.52583, 1.0], [15, -0.519835, -1.13608, 2.45755, 1.0], [16, -0.159813, -0.463116, 2.27534, 1.0], [17, -0.0924123, -0.776197, 2.32853, 1.0], [18, -0.0329102, -1.09849, 2.48558, 1.0], [19, 0.015208, -1.14343, 2.40333, 1.0], [20, -0.265098, 0.0378783, 2.23883, 1.0], [21, -0.290224, -0.191665, 2.11667, 1.0], [22, -0.321555, -0.107732, 2.11503, 1.0], [23, -0.0523002, -0.38078, 2.23328, 1.0], [24, -0.0753197, -0.270585, 2.18797, 1.0]]
[[0, -0.244399, -0.4685, 2.31228, 1.0], [1, -0.258209, -0.176991, 2.275, 1.0], [2, -0.265857, 0.109026, 2.22372, 1.0], [3, -0.282717, 0.256923, 2.20463, 1.0], [4, -0.457944, 0.0204966, 2.26747, 1.0], [5, -0.563409, -0.145809, 2.36812, 1.0], [6, -0.402008, -0.167648, 2.1576, 1.0], [7, -0.33485, -0.176049, 2.13006, 1.0], [8, -0.0766793, 0.0236804, 2.222, 1.0], [9, 0.0823049, -0.0904154, 2.30836, 1.0], [10, 0.00281427, -0.262959, 2.28437, 1.0], [11, -0.0403167, -0.302419, 2.24217, 1.0], [12, -0.328207, -0.462727, 2.28162, 1.0], [13, -0.411141, -0.772788, 2.35383, 1.0], [14, -0.470562, -1.08695, 2.52573, 1.0], [15, -0.519626, -1.13461, 2.46204, 1.0], [16, -0.153351, -0.460556, 2.27551, 1.0], [17, -0.082439, -0.762589, 2.3235, 1.0], [18, -0.031799, -1.09784, 2.48496, 1.0], [19, 0.0143026, -1.14198, 2.40548, 1.0], [20, -0.264776, 0.0382513, 2.23892, 1.0], [21, -0.281651, -0.191355, 2.1159, 1.0], [22, -0.32066, -0.107507, 2.11498, 1.0], [23, -0.0484597, -0.379465, 2.22897, 1.0], [24, -0.0756805, -0.278994, 2.17893, 1.0]]
[[0, -0.235034, -0.465418, 2.31091, 1.0], [1, -0.25392, -0.175365, 2.27517, 1.0], [2, -0.265395, 0.10945, 2.22446, 1.0], [3, -0.282521, 0.257275, 2.20476, 1.0], [4, -0.456458, 0.0202811, 2.26648, 1.0], [5, -0.558703, -0.151097, 2.36606, 1.0], [6, -0.398478, -0.168772, 2.15397, 1.0], [7, -0.330406, -0.17621, 2.1293, 1.0], [8, -0.0749256, 0.0249394, 2.22286, 1.0], [9, 0.0819835, -0.0906613, 2.30799, 1.0], [10, 0.00452326, -0.263538, 2.27619, 1.0], [11, -0.0389553, -0.310358, 2.2379, 1.0], [12, -0.319064, -0.460235, 2.2801, 1.0], [13, -0.408568, -0.772353, 2.35542, 1.0], [14, -0.471446, -1.08701, 2.52449, 1.0], [15, -0.515392, -1.13433, 2.45616, 1.0], [16, -0.144083, -0.456989, 2.27433, 1.0], [17, -0.077532, -0.758721, 2.32292, 1.0], [18, -0.0303943, -1.09761, 2.48508, 1.0], [19, 0.0124939, -1.14097, 2.40599, 1.0], [20, -0.263661, 0.0388943, 2.23959, 1.0], [21, -0.274981, -0.193501, 2.11536, 1.0], [22, -0.310018, -0.105491, 2.11275, 1.0], [23, -0.0567659, -0.381553, 2.21332, 1.0], [24, -0.0754461, -0.268432, 2.17712, 1.0]]
[[0, -0.229354, -0.463114, 2.31024, 1.0], [1, -0.249609, -0.173833, 2.27468, 1.0], [2, -0.264363, 0.109818, 2.22453, 1.0], [3, -0.282102, 0.257664, 2.20502, 1.0], [4, -0.454591, 0.0197693, 2.26513, 1.0], [5, -0.551802, -0.159162, 2.36542, 1.0], [6, -0.394262, -0.170975, 2.15051, 1.0], [7, -0.325607, -0.175597, 2.12879, 1.0], [8, -0.0728961, 0.0260699, 2.2231, 1.0], [9, 0.0826764, -0.0898506, 2.30673, 1.0], [10, 0.00995619, -0.264794, 2.27319, 1.0], [11, -0.0336713, -0.311029, 2.23603, 1.0], [12, -0.313516, -0.458384, 2.27971, 1.0], [13, -0.405906, -0.772386, 2.35711, 1.0], [14, -0.471894, -1.08715, 2.52402, 1.0], [15, -0.514551, -1.13481, 2.45436, 1.0], [16, -0.138439, -0.4543, 2.27342, 1.0], [17, -0.06963, -0.751554, 2.32154, 1.0], [18, -0.0287936, -1.09814, 2.48555, 1.0], [19, 0.0112676, -1.14061, 2.40646, 1.0], [20, -0.261725, 0.0395746, 2.23956, 1.0], [21, -0.268729, -0.182309, 2.11409, 1.0], [22, -0.318644, -0.106073, 2.11463, 1.0], [23, -0.0481012, -0.382214, 2.21163, 1.0], [24, -0.0732403, -0.276881, 2.17341, 1.0]]
[[0, -0.225011, -0.462125, 2.30991, 1.0], [1, -0.246644, -0.173015, 2.27441, 1.0], [2, -0.263588, 0.110157, 2.22458, 1.0], [3, -0.281837, 0.258075, 2.20536, 1.0], [4, -0.451743, 0.0187117, 2.26332, 1.0], [5, -0.549306, -0.161433, 2.3652, 1.0], [6, -0.392682, -0.17211, 2.14928, 1.0], [7, -0.324057, -0.17581, 2.12879, 1.0], [8, -0.0691889, 0.0278127, 2.22392, 1.0], [9, 0.0845843, -0.0879911, 2.30584, 1.0], [10, 0.0139284, -0.26342, 2.26835, 1.0], [11, -0.0293575, -0.311992, 2.2332, 1.0], [12, -0.309164, -0.459714, 2.28002, 1.0], [13, -0.40314, -0.771767, 2.35892, 1.0], [14, -0.471747, -1.0872, 2.52391, 1.0], [15, -0.514123, -1.13456, 2.4537, 1.0], [16, -0.133142, -0.450302, 2.27234, 1.0], [17, -0.0612762, -0.746787, 2.32252, 1.0], [18, -0.0295234, -1.09876, 2.48706, 1.0], [19, 0.0110711, -1.14121, 2.40529, 1.0], [20, -0.260312, 0.0400935, 2.23952, 1.0], [21, -0.268372, -0.184289, 2.11319, 1.0], [22, -0.31769, -0.106594, 2.11436, 1.0], [23, -0.0515362, -0.380106, 2.2051, 1.0], [24, -0.0694171, -0.268714, 2.17203, 1.0]]
[[0, -0.220132, -0.460914, 2.31018, 1.0], [1, -0.243379, -0.172154, 2.27415, 1.0], [2, -0.262494, 0.110534, 2.22434, 1.0], [3, -0.28142, 0.258466, 2.20582, 1.0], [4, -0.449396, 0.0173555, 2.26209, 1.0], [5, -0.54449, -0.164764, 2.36433, 1.0], [6, -0.389801, -0.175027, 2.14683, 1.0], [7, -0.321907, -0.179151, 2.1294, 1.0], [8, -0.0662867, 0.0289311, 2.22442, 1.0], [9, 0.085315, -0.088376, 2.30414, 1.0], [10, 0.0273532, -0.267236, 2.25935, 1.0], [11, -0.0217237, -0.319053, 2.23763, 1.0], [12, -0.304222, -0.460609, 2.28055, 1.0], [13, -0.398206, -0.770849, 2.36131, 1.0], [14, -0.471994, -1.0875, 2.52354, 1.0], [15, -0.513595, -1.13495, 2.45217, 1.0], [16, -0.128459, -0.447065, 2.27245, 1.0], [17, -0.0570107, -0.743633, 2.32356, 1.0], [18, -0.0262546, -1.09947, 2.48825, 1.0], [19, 0.0103256, -1.14085, 2.40513, 1.0], [20, -0.258558, 0.0406376, 2.23921, 1.0], [21, -0.267861, -0.188484, 2.1157, 1.0], [22, -0.315637, -0.110874, 2.11224, 1.0], [23, -0.0381963, -0.388488, 2.21224, 1.0], [24, -0.0616457, -0.272672, 2.17264, 1.0]]
