[[0, -0.06224107, 0.03058346, 2.461796, 1], [1, -0.07360443, 0.323933, 2.438157, 1], [2, -0.08354165, 0.6079013, 2.405037, 1], [3, -0.0550818, 0.7318259, 2.374122, 1], [4, -0.2379662, 0.4880771, 2.351954, 1], [5, -0.2514471, 0.2555884, 2.29051, 1], [6, -0.2309065, 0.03510206, 2.224045, 1], [7, -0.2431532, -0.02437934, 2.151757, 1], [8, 0.08056878, 0.4802485, 2.419374, 1], [9, 0.1085299, 0.2441802, 2.442897, 1], [10, 0.1092767, 0.009028348, 2.396191, 1], [11, 0.09273475, -0.05705172, 2.397535, 1], [12, -0.1281131, 0.02874167, 2.412034, 1], [13, -0.1515748, -0.2938246, 2.481955, 1], [14, -0.1504884, -0.6315817, 2.539509, 1], [15, -0.1356523, -0.7066007, 2.472895, 1], [16, 0.005427762, 0.03146925, 2.445711, 1], [17, -0.03132643, -0.2921453, 2.509168, 1], [18, -0.03783481, -0.5972515, 2.551478, 1], [19, -0.04309088, -0.6931578, 2.481539, 1], [20, -0.08112361, 0.5381966, 2.415119, 1], [21, -0.2450515, -0.08410754, 2.147735, 1], [22, -0.2090447, -0.05097267, 2.15825, 1], [23, 0.07718684, -0.1315394, 2.408279, 1], [24, 0.1312793, -0.08209053, 2.401625, 1]]
[[0, -0.06182619, 0.03059352, 2.462188, 1], [1, -0.07353907, 0.3238831, 2.439003, 1], [2, -0.08417149, 0.6078691, 2.406394, 1], [3, -0.05690976, 0.7319289, 2.375261, 1], [4, -0.2377544, 0.4877627, 2.351385, 1], [5, -0.2490017, 0.2630658, 2.276713, 1], [6, -0.2399269, 0.07508504, 2.124574, 1], [7, -0.2425791, 0.002168561, 2.105046, 1], [8, 0.08022963, 0.4806604, 2.420361, 1], [9, 0.1085577, 0.2445312, 2.443254, 1], [10, 0.1090393, 0.009432388, 2.396198, 1], [11, 0.09319913, -0.05614107, 2.3986, 1], [12, -0.1275198, 0.02873397, 2.412288, 1], [13, -0.1515417, -0.2936004, 2.48275, 1], [14, -0.1508689, -0.6300246, 2.539391, 1], [15, -0.1346459, -0.705245, 2.473745, 1], [16, 0.005693893, 0.03151553, 2.446335, 1], [17, -0.03002847, -0.2921434, 2.510011, 1], [18, -0.03798043, -0.5964478, 2.551115, 1], [19, -0.04299613, -0.6931671, 2.48149, 1], [20, -0.08155444, 0.5381507, 2.416367, 1], [21, -0.2405469, -0.06429704, 2.093566, 1], [22, -0.2055872, -0.005490618, 2.119, 1], [23, 0.08019178, -0.1300032, 2.406757, 1], [24, 0.1287891, -0.08615872, 2.401, 1]]
[[0, -0.06179694, 0.03066359, 2.462385, 1], [1, -0.07345191, 0.3237369, 2.439857, 1], [2, -0.08409866, 0.6073998, 2.407892, 1], [3, -0.05773701, 0.7316333, 2.375745, 1], [4, -0.2377219, 0.4877698, 2.35116, 1], [5, -0.2503485, 0.3045783, 2.240508, 1], [6, -0.2356329, 0.1116906, 2.092293, 1], [7, -0.2399055, 0.04179358, 2.057946, 1], [8, 0.0800133, 0.4809507, 2.421556, 1], [9, 0.1089004, 0.2447468, 2.443566, 1], [10, 0.1092292, 0.009701048, 2.39617, 1], [11, 0.09289367, -0.05461188, 2.397735, 1], [12, -0.1274672, 0.02879008, 2.412365, 1], [13, -0.1508319, -0.2934187, 2.483342, 1], [14, -0.1512863, -0.6287426, 2.538973, 1], [15, -0.1358319, -0.7049285, 2.475363, 1], [16, 0.005651308, 0.03161267, 2.446755, 1], [17, -0.03190287, -0.2917271, 2.510778, 1], [18, -0.0378973, -0.5964355, 2.551098, 1], [19, -0.04275554, -0.6933813, 2.481565, 1], [20, -0.08148433, 0.5377612, 2.417736, 1], [21, -0.2410379, -0.02213904, 2.034024, 1], [22, -0.2046004, 0.02959153, 2.059218, 1], [23, 0.07874417, -0.1263404, 2.406425, 1], [24, 0.1295223, -0.07814294, 2.398963, 1]]
[[0, -0.06158877, 0.03081441, 2.462532, 1], [1, -0.07342636, 0.323776, 2.440875, 1], [2, -0.08470672, 0.6072403, 2.410329, 1], [3, -0.05911296, 0.7314465, 2.376431, 1], [4, -0.2374804, 0.4878092, 2.350602, 1], [5, -0.2526293, 0.3169827, 2.236487, 1], [6, -0.2383224, 0.1582448, 2.050856, 1], [7, -0.2366263, 0.08782446, 2.006477, 1], [8, 0.07980562, 0.481056, 2.421996, 1], [9, 0.1097575, 0.2450144, 2.44416, 1], [10, 0.1099951, 0.01014329, 2.395686, 1], [11, 0.0930084, -0.05247435, 2.396547, 1], [12, -0.1271771, 0.02904745, 2.412398, 1], [13, -0.1497312, -0.2932724, 2.483251, 1], [14, -0.1504273, -0.6307715, 2.53978, 1], [15, -0.1357365, -0.7063046, 2.474303, 1], [16, 0.005809615, 0.03170118, 2.447044, 1], [17, -0.03159926, -0.2917441, 2.510797, 1], [18, -0.03782819, -0.5966465, 2.551071, 1], [19, -0.04183089, -0.6937222, 2.481686, 1], [20, -0.08190519, 0.5376565, 2.419801, 1], [21, -0.2499903, 0.03099918, 1.959619, 1], [22, -0.200078, 0.05377223, 1.995917, 1], [23, 0.08081225, -0.1258174, 2.408605, 1], [24, 0.1288894, -0.06571103, 2.390363, 1]]
[[0, -0.06208067, 0.03112654, 2.462799, 1], [1, -0.07412235, 0.3239381, 2.442123, 1], [2, -0.08552683, 0.6072261, 2.412617, 1], [3, -0.06032884, 0.7314316, 2.376481, 1], [4, -0.2367529, 0.4885809, 2.35006, 1], [5, -0.2580688, 0.3648132, 2.203244, 1], [6, -0.2384533, 0.2417831, 2.052659, 1], [7, -0.229682, 0.1207904, 1.944873, 1], [8, 0.07958867, 0.4813736, 2.423291, 1], [9, 0.1097714, 0.2452029, 2.44447, 1], [10, 0.1098709, 0.01039958, 2.395574, 1], [11, 0.09223188, -0.05306436, 2.39738, 1], [12, -0.1275272, 0.0294642, 2.412422, 1], [13, -0.1497586, -0.2928014, 2.483521, 1], [14, -0.1490568, -0.632153, 2.54037, 1], [15, -0.135537, -0.7073437, 2.473715, 1], [16, 0.005015895, 0.03192278, 2.447697, 1], [17, -0.03200403, -0.2918587, 2.510548, 1], [18, -0.03817627, -0.6016534, 2.550319, 1], [19, -0.04183486, -0.6938682, 2.481617, 1], [20, -0.08272535, 0.5376861, 2.421854, 1], [21, -0.2162878, 0.05243612, 1.871919, 1], [22, -0.1970655, 0.09146712, 1.9295, 1], [23, 0.08432707, -0.1215196, 2.410707, 1], [24, 0.1277533, -0.06008503, 2.391833, 1]]
[[0, -0.0625238, 0.03151954, 2.462929, 1], [1, -0.07450184, 0.3241998, 2.443362, 1], [2, -0.08566997, 0.6073292, 2.415507, 1], [3, -0.06149924, 0.7312934, 2.376988, 1], [4, -0.2353358, 0.4896628, 2.349485, 1], [5, -0.2655746, 0.3905166, 2.192079, 1], [6, -0.2319319, 0.2657348, 1.984745, 1], [7, -0.2241071, 0.1846833, 1.898552, 1], [8, 0.07931697, 0.4819435, 2.424861, 1], [9, 0.1097927, 0.2455719, 2.4445, 1], [10, 0.1102382, 0.01096468, 2.394444, 1], [11, 0.09244873, -0.05157623, 2.39682, 1], [12, -0.1279128, 0.02988274, 2.412248, 1], [13, -0.1497812, -0.2919538, 2.484667, 1], [14, -0.1481515, -0.6337788, 2.540444, 1], [15, -0.1353742, -0.7086031, 2.472768, 1], [16, 0.004405766, 0.03236971, 2.448215, 1], [17, -0.03191337, -0.2916831, 2.510481, 1], [18, -0.03809253, -0.6013324, 2.55077, 1], [19, -0.04135192, -0.6946119, 2.482, 1], [20, -0.08296464, 0.5378352, 2.424303, 1], [21, -0.2206193, 0.1278161, 1.84489, 1], [22, -0.1933855, 0.154686, 1.875556, 1], [23, 0.08698164, -0.1200979, 2.412647, 1], [24, 0.1251337, -0.07712236, 2.403546, 1]]
[[0, -0.06381264, 0.0325584, 2.463172, 1], [1, -0.07538123, 0.3246299, 2.444732, 1], [2, -0.08626864, 0.6072876, 2.418027, 1], [3, -0.06283175, 0.7311664, 2.377613, 1], [4, -0.2214332, 0.501624, 2.345929, 1], [5, -0.2690183, 0.4323575, 2.17696, 1], [6, -0.2313544, 0.3650012, 2.009671, 1], [7, -0.2213221, 0.2684803, 1.866842, 1], [8, 0.0790538, 0.4820899, 2.425429, 1], [9, 0.1098515, 0.2456788, 2.44452, 1], [10, 0.1103374, 0.01124006, 2.393495, 1], [11, 0.09076577, -0.0502057, 2.3966, 1], [12, -0.1292049, 0.03132941, 2.411863, 1], [13, -0.1497227, -0.2906447, 2.48424, 1], [14, -0.1503294, -0.6333438, 2.540927, 1], [15, -0.1347661, -0.7076762, 2.473062, 1], [16, 0.002994963, 0.0331224, 2.449046, 1], [17, -0.02980814, -0.2914653, 2.510833, 1], [18, -0.03845987, -0.6014863, 2.550762, 1], [19, -0.04170188, -0.6942776, 2.482248, 1], [20, -0.08365288, 0.5379188, 2.426533, 1], [21, -0.2115487, 0.2121903, 1.811397, 1], [22, -0.1865805, 0.2385303, 1.835375, 1], [23, 0.0776357, -0.125184, 2.41223, 1], [24, 0.1236283, -0.06355679, 2.391294, 1]]
[[0, -0.06432991, 0.0327723, 2.463564, 1], [1, -0.07546508, 0.3246666, 2.4461, 1], [2, -0.08553521, 0.6071447, 2.420345, 1], [3, -0.06441793, 0.7310367, 2.378793, 1], [4, -0.2213731, 0.5013273, 2.346207, 1], [5, -0.285968, 0.5366508, 2.173787, 1], [6, -0.2411614, 0.4375616, 2.025488, 1], [7, -0.2136677, 0.3396216, 1.823611, 1], [8, 0.07806629, 0.4833819, 2.426725, 1], [9, 0.110078, 0.2469738, 2.444749, 1], [10, 0.1101391, 0.01254549, 2.393631, 1], [11, 0.09074923, -0.05172377, 2.396026, 1], [12, -0.1297049, 0.03164239, 2.41224, 1], [13, -0.1495491, -0.2906419, 2.483879, 1], [14, -0.1504525, -0.6334426, 2.541596, 1], [15, -0.1348753, -0.7075398, 2.473214, 1], [16, 0.002523125, 0.03320817, 2.449413, 1], [17, -0.02963692, -0.2915393, 2.510898, 1], [18, -0.0390678, -0.6020893, 2.551009, 1], [19, -0.04169539, -0.6943267, 2.482349, 1], [20, -0.08315773, 0.537815, 2.428627, 1], [21, -0.2071183, 0.2866734, 1.7546, 1], [22, -0.1800926, 0.3206969, 1.804714, 1], [23, 0.07593227, -0.1237697, 2.410182, 1], [24, 0.1279345, -0.06144768, 2.393931, 1]]
[[0, -0.06462427, 0.0322257, 2.463943, 1], [1, -0.07541694, 0.3241568, 2.446939, 1], [2, -0.0851619, 0.606865, 2.421224, 1], [3, -0.06681094, 0.7297419, 2.379471, 1], [4, -0.2188427, 0.4920994, 2.34833, 1], [5, -0.3033129, 0.4255724, 2.194663, 1], [6, -0.2374147, 0.3563209, 2.037431, 1], [7, -0.2084591, 0.4222597, 1.797284, 1], [8, 0.07775725, 0.4835393, 2.427325, 1], [9, 0.1100504, 0.2470992, 2.444851, 1], [10, 0.1099168, 0.01276026, 2.393225, 1], [11, 0.09063983, -0.0521495, 2.395468, 1], [12, -0.129886, 0.0313854, 2.412362, 1], [13, -0.1495107, -0.2909835, 2.483789, 1], [14, -0.1506185, -0.6335839, 2.541847, 1], [15, -0.1348507, -0.7074997, 2.473142, 1], [16, 0.002133753, 0.0322431, 2.45016, 1], [17, -0.02940545, -0.2927736, 2.510922, 1], [18, -0.03904161, -0.6024293, 2.551362, 1], [19, -0.04153743, -0.6945985, 2.482355, 1], [20, -0.08285726, 0.5374671, 2.429521, 1], [21, -0.2031559, 0.4001938, 1.755419, 1], [22, -0.1823253, 0.4149787, 1.782313, 1], [23, 0.0831951, -0.1220795, 2.408536, 1], [24, 0.1282488, -0.04756522, 2.388, 1]]
[[0, -0.06512437, 0.03324907, 2.464587, 1], [1, -0.07548682, 0.3246973, 2.447968, 1], [2, -0.08489928, 0.6070583, 2.422339, 1], [3, -0.0692388, 0.7306197, 2.380419, 1], [4, -0.2145503, 0.4883952, 2.349, 1], [5, -0.2572752, 0.4978731, 2.165516, 1], [6, -0.2225677, 0.5012811, 1.984702, 1], [7, -0.2039101, 0.504917, 1.800235, 1], [8, 0.0720796, 0.4870608, 2.418411, 1], [9, 0.1095551, 0.2527535, 2.444508, 1], [10, 0.1097987, 0.0182004, 2.393979, 1], [11, 0.09072945, -0.04618775, 2.394375, 1], [12, -0.1305251, 0.03283082, 2.412566, 1], [13, -0.1489014, -0.2897967, 2.483555, 1], [14, -0.1505449, -0.6335209, 2.541797, 1], [15, -0.1348918, -0.707571, 2.473341, 1], [16, 0.001740977, 0.03297482, 2.451259, 1], [17, -0.02813128, -0.2924353, 2.511292, 1], [18, -0.03954442, -0.6027118, 2.551499, 1], [19, -0.04129197, -0.6939908, 2.482593, 1], [20, -0.08267186, 0.537738, 2.430627, 1], [21, -0.1848747, 0.5008497, 1.746555, 1], [22, -0.1847645, 0.5311598, 1.7924, 1], [23, 0.07866794, -0.1183928, 2.407554, 1], [24, 0.1268464, -0.0468381, 2.38595, 1]]
[[0, -0.06542058, 0.03379781, 2.464709, 1], [1, -0.07583259, 0.3248828, 2.448116, 1], [2, -0.08544719, 0.6070177, 2.422374, 1], [3, -0.07097016, 0.7306455, 2.381019, 1], [4, -0.2131074, 0.4877275, 2.348712, 1], [5, -0.2501929, 0.526428, 2.159633, 1], [6, -0.2126262, 0.5688398, 1.921118, 1], [7, -0.2042851, 0.5857368, 1.816551, 1], [8, 0.07037738, 0.4878056, 2.415535, 1], [9, 0.1102304, 0.2543493, 2.444099, 1], [10, 0.1097479, 0.01967245, 2.39423, 1], [11, 0.09060491, -0.04684515, 2.39463, 1], [12, -0.1311261, 0.03327884, 2.412685, 1], [13, -0.1494756, -0.2892454, 2.483994, 1], [14, -0.1494258, -0.6347131, 2.54161, 1], [15, -0.134794, -0.7089083, 2.473146, 1], [16, 0.001728314, 0.03366528, 2.451366, 1], [17, -0.02842274, -0.2919393, 2.510723, 1], [18, -0.0397356, -0.6037104, 2.551088, 1], [19, -0.04137747, -0.6940267, 2.482586, 1], [20, -0.08314491, 0.5377548, 2.430701, 1], [21, -0.1970251, 0.5893482, 1.732012, 1], [22, -0.1606193, 0.5874358, 1.788857, 1], [23, 0.0749893, -0.1188936, 2.402982, 1], [24, 0.127562, -0.05518539, 2.390099, 1]]
