[[0, -0.3254323, 0.04418361, 2.200585, 1], [1, -0.3255543, 0.327757, 2.131892, 1], [2, -0.3236003, 0.6013516, 2.051987, 1], [3, -0.3201495, 0.7286304, 2.007639, 1], [4, -0.4901835, 0.5174276, 2.025167, 1], [5, -0.5647153, 0.2850633, 2.071498, 1], [6, -0.5264194, 0.07872239, 2.030057, 1], [7, -0.5011011, 0.02467321, 2.030663, 1], [8, -0.1430604, 0.5304662, 2.105381, 1], [9, -0.04730997, 0.3305874, 2.199291, 1], [10, -0.004292837, 0.1249394, 2.16146, 1], [11, 0.0002467011, 0.1032643, 2.144918, 1], [12, -0.3997377, 0.04234896, 2.150093, 1], [13, -0.4428369, -0.3712595, 2.222959, 1], [14, -0.4849384, -0.6591704, 2.245505, 1], [15, -0.486232, -0.7248251, 2.169659, 1], [16, -0.2409577, 0.04468223, 2.182655, 1], [17, -0.2756298, -0.3508115, 2.294087, 1], [18, -0.2724796, -0.6397767, 2.348758, 1], [19, -0.2392862, -0.7063221, 2.29807, 1], [20, -0.3244415, 0.5344205, 2.073973, 1], [21, -0.4701709, -0.05181612, 2.034482, 1], [22, -0.4767525, 0.04551838, 2.053789, 1], [23, 0.04107276, 0.009575007, 2.123334, 1], [24, 0.03056995, 0.0742513, 2.083023, 1]]
[[0, -0.3210161, 0.04499582, 2.202503, 1], [1, -0.3202576, 0.3288975, 2.134166, 1], [2, -0.317436, 0.6028693, 2.054589, 1], [3, -0.3154824, 0.7288908, 2.009638, 1], [4, -0.4855799, 0.5183162, 2.028907, 1], [5, -0.5594893, 0.2876615, 2.076857, 1], [6, -0.5235001, 0.08135286, 2.032791, 1], [7, -0.4970751, 0.02574186, 2.033397, 1], [8, -0.1369991, 0.5311413, 2.107544, 1], [9, -0.04282739, 0.3319028, 2.199902, 1], [10, -0.003564291, 0.1252997, 2.16363, 1], [11, 0.0006712036, 0.1023241, 2.145035, 1], [12, -0.3953363, 0.04355954, 2.152594, 1], [13, -0.4421342, -0.3714829, 2.221639, 1], [14, -0.48493, -0.659707, 2.244465, 1], [15, -0.4863908, -0.7246772, 2.169338, 1], [16, -0.2366428, 0.04509481, 2.184011, 1], [17, -0.2736945, -0.3491007, 2.294542, 1], [18, -0.2715615, -0.6389572, 2.349807, 1], [19, -0.2497913, -0.7011932, 2.284494, 1], [20, -0.3184896, 0.5358399, 2.076495, 1], [21, -0.466085, -0.04951957, 2.034654, 1], [22, -0.4687875, 0.03548256, 2.055733, 1], [23, 0.04352094, 0.001397063, 2.112069, 1], [24, 0.03119993, 0.0753624, 2.082486, 1]]
[[0, -0.3166601, 0.04561371, 2.204907, 1], [1, -0.3165955, 0.3293458, 2.136539, 1], [2, -0.3144637, 0.6031685, 2.05688, 1], [3, -0.31177, 0.7293442, 2.012257, 1], [4, -0.4816881, 0.5190614, 2.033384, 1], [5, -0.5542876, 0.2868905, 2.082303, 1], [6, -0.5207067, 0.08071788, 2.035363, 1], [7, -0.4938077, 0.0272465, 2.036005, 1], [8, -0.1325067, 0.5312091, 2.108727, 1], [9, -0.03735335, 0.3310491, 2.202422, 1], [10, -0.002625081, 0.1240657, 2.16301, 1], [11, 0.001798556, 0.102441, 2.1444, 1], [12, -0.3912591, 0.04441602, 2.155697, 1], [13, -0.4414347, -0.3717076, 2.221344, 1], [14, -0.4851571, -0.659788, 2.243251, 1], [15, -0.486647, -0.7240244, 2.169174, 1], [16, -0.2321195, 0.04545496, 2.185728, 1], [17, -0.2658498, -0.3300025, 2.29309, 1], [18, -0.2715066, -0.6384357, 2.350121, 1], [19, -0.2362852, -0.7028463, 2.318489, 1], [20, -0.3153454, 0.5361739, 2.078811, 1], [21, -0.4599234, -0.04948201, 2.03693, 1], [22, -0.4691361, 0.04450812, 2.058765, 1], [23, 0.03938482, 0.007086338, 2.114914, 1], [24, 0.03114062, 0.07345493, 2.082483, 1]]
[[0, -0.3138695, 0.04585403, 2.206445, 1], [1, -0.3132352, 0.3295188, 2.138514, 1], [2, -0.3105733, 0.6032563, 2.059314, 1], [3, -0.3078439, 0.7294321, 2.014539, 1], [4, -0.4780251, 0.5191946, 2.03707, 1], [5, -0.5503526, 0.2883455, 2.087611, 1], [6, -0.5165417, 0.08249588, 2.039134, 1], [7, -0.4884476, 0.02859913, 2.039933, 1], [8, -0.1295815, 0.53113, 2.108916, 1], [9, -0.03260488, 0.3308555, 2.203911, 1], [10, -0.001927469, 0.1234942, 2.162739, 1], [11, 0.002214071, 0.1015696, 2.14701, 1], [12, -0.388755, 0.04479878, 2.157544, 1], [13, -0.4419873, -0.3726973, 2.219788, 1], [14, -0.4863642, -0.6605827, 2.242418, 1], [15, -0.4881039, -0.7238686, 2.168614, 1], [16, -0.2291417, 0.04553109, 2.186919, 1], [17, -0.265736, -0.329828, 2.293162, 1], [18, -0.2716637, -0.6383583, 2.350036, 1], [19, -0.2425376, -0.705039, 2.302193, 1], [20, -0.3115804, 0.536284, 2.08113, 1], [21, -0.4573489, -0.04655245, 2.038152, 1], [22, -0.4651813, 0.04092688, 2.013895, 1], [23, 0.04202456, 0.003912215, 2.124592, 1], [24, 0.0298381, 0.07568593, 2.083175, 1]]
[[0, -0.3106948, 0.04578832, 2.208528, 1], [1, -0.3094149, 0.3295083, 2.140779, 1], [2, -0.3061457, 0.603318, 2.061718, 1], [3, -0.3039714, 0.7295578, 2.01722, 1], [4, -0.4745516, 0.5192781, 2.040387, 1], [5, -0.5476795, 0.2882136, 2.090821, 1], [6, -0.5119589, 0.08267898, 2.042302, 1], [7, -0.4837707, 0.02948449, 2.042134, 1], [8, -0.1263116, 0.5309357, 2.109571, 1], [9, -0.02815188, 0.3309515, 2.204298, 1], [10, -0.001148664, 0.1231237, 2.162846, 1], [11, 0.00341356, 0.1027454, 2.146395, 1], [12, -0.3858391, 0.04466842, 2.160114, 1], [13, -0.4443808, -0.3740572, 2.216877, 1], [14, -0.4919271, -0.6597604, 2.239725, 1], [15, -0.49478, -0.7217604, 2.167637, 1], [16, -0.2258175, 0.04551828, 2.188507, 1], [17, -0.2655858, -0.3301284, 2.293437, 1], [18, -0.2707169, -0.6383237, 2.351149, 1], [19, -0.2494537, -0.7044294, 2.282225, 1], [20, -0.3072978, 0.5363259, 2.083504, 1], [21, -0.4505722, -0.04617447, 2.036942, 1], [22, -0.452875, 0.0351803, 2.063364, 1], [23, 0.04222273, 0.007786685, 2.125679, 1], [24, 0.0292367, 0.07629947, 2.085914, 1]]
[[0, -0.3083309, 0.0452458, 2.209933, 1], [1, -0.3065781, 0.3290352, 2.142474, 1], [2, -0.302871, 0.6029403, 2.063702, 1], [3, -0.3011253, 0.729121, 2.018792, 1], [4, -0.4711822, 0.5196413, 2.04393, 1], [5, -0.5440117, 0.2894966, 2.094744, 1], [6, -0.5067406, 0.08422311, 2.046216, 1], [7, -0.4788238, 0.02992815, 2.044873, 1], [8, -0.1226316, 0.5307834, 2.110087, 1], [9, -0.02470147, 0.3304267, 2.204027, 1], [10, -4.189071e-05, 0.1222823, 2.162765, 1], [11, 0.003920258, 0.103832, 2.144146, 1], [12, -0.3835665, 0.04370072, 2.162012, 1], [13, -0.4451587, -0.3732604, 2.215483, 1], [14, -0.5020619, -0.6577037, 2.237438, 1], [15, -0.537501, -0.7207624, 2.155045, 1], [16, -0.2234086, 0.04535933, 2.189463, 1], [17, -0.2648868, -0.3301238, 2.293526, 1], [18, -0.2702619, -0.6388745, 2.351934, 1], [19, -0.2305008, -0.7067846, 2.318469, 1], [20, -0.304127, 0.5359217, 2.085416, 1], [21, -0.4467558, -0.04736353, 2.040431, 1], [22, -0.4447407, 0.03319405, 2.062847, 1], [23, 0.04431719, 0.003599665, 2.119418, 1], [24, 0.03194973, 0.07484344, 2.082863, 1]]
[[0, -0.3069193, 0.04483629, 2.210777, 1], [1, -0.3045326, 0.3285676, 2.143781, 1], [2, -0.3001471, 0.602427, 2.065544, 1], [3, -0.2983161, 0.7292314, 2.021235, 1], [4, -0.4687227, 0.5193218, 2.04655, 1], [5, -0.5421079, 0.2891196, 2.097995, 1], [6, -0.5024385, 0.08419279, 2.049911, 1], [7, -0.4758076, 0.03147373, 2.0478, 1], [8, -0.1203251, 0.5306912, 2.110817, 1], [9, -0.02255346, 0.3301, 2.205148, 1], [10, 1.787384e-05, 0.1218889, 2.162795, 1], [11, 0.004721845, 0.1037677, 2.147315, 1], [12, -0.3822688, 0.04316556, 2.163047, 1], [13, -0.4550922, -0.372711, 2.211811, 1], [14, -0.515895, -0.6427478, 2.229233, 1], [15, -0.5687668, -0.702306, 2.151699, 1], [16, -0.2219557, 0.0450878, 2.190088, 1], [17, -0.2633047, -0.3296375, 2.294407, 1], [18, -0.2698747, -0.6378898, 2.352678, 1], [19, -0.2379127, -0.7017603, 2.313058, 1], [20, -0.3015741, 0.5354182, 2.087119, 1], [21, -0.4449718, -0.04307401, 2.03815, 1], [22, -0.4430096, 0.03597638, 2.06728, 1], [23, 0.04050194, 0.007728163, 2.116103, 1], [24, 0.06011769, 0.07374748, 2.088667, 1]]
[[0, -0.305669, 0.0434706, 2.211915, 1], [1, -0.3030958, 0.3279883, 2.144839, 1], [2, -0.2984028, 0.6025278, 2.06662, 1], [3, -0.297049, 0.7290504, 2.022475, 1], [4, -0.467176, 0.519141, 2.048035, 1], [5, -0.5408502, 0.2891182, 2.099791, 1], [6, -0.5002463, 0.08429604, 2.052087, 1], [7, -0.4743657, 0.03375346, 2.052193, 1], [8, -0.1180232, 0.5308372, 2.111834, 1], [9, -0.02129384, 0.3298647, 2.206737, 1], [10, 0.0005059343, 0.1219082, 2.162308, 1], [11, 0.003598378, 0.1011228, 2.14683, 1], [12, -0.3807772, 0.04005, 2.165154, 1], [13, -0.4585016, -0.3722542, 2.213277, 1], [14, -0.5306019, -0.6439995, 2.221087, 1], [15, -0.5815379, -0.7056415, 2.144627, 1], [16, -0.2209628, 0.04478399, 2.190607, 1], [17, -0.2613294, -0.3287491, 2.294773, 1], [18, -0.2686625, -0.6358987, 2.351324, 1], [19, -0.2527991, -0.7033627, 2.278795, 1], [20, -0.2999209, 0.5353453, 2.088182, 1], [21, -0.4418631, -0.04085673, 2.047557, 1], [22, -0.4455309, 0.04462061, 2.073167, 1], [23, 0.04116605, 0.0083952, 2.117427, 1], [24, 0.02919883, 0.07862677, 2.087715, 1]]
[[0, -0.3055453, 0.04284429, 2.212051, 1], [1, -0.3026565, 0.3276741, 2.145156, 1], [2, -0.2974219, 0.6025128, 2.067271, 1], [3, -0.2962288, 0.7291244, 2.023499, 1], [4, -0.4660894, 0.5192675, 2.048624, 1], [5, -0.5397325, 0.289004, 2.100241, 1], [6, -0.4982008, 0.08415278, 2.05366, 1], [7, -0.4731229, 0.03482925, 2.052722, 1], [8, -0.1168611, 0.5310709, 2.11208, 1], [9, -0.02094279, 0.3298032, 2.206954, 1], [10, 0.001002002, 0.1218842, 2.162397, 1], [11, 0.002405201, 0.1021586, 2.145721, 1], [12, -0.3808248, 0.03858114, 2.165914, 1], [13, -0.4677261, -0.3705141, 2.215837, 1], [14, -0.5765405, -0.6647056, 2.2071, 1], [15, -0.6074468, -0.7198691, 2.129823, 1], [16, -0.2207845, 0.04462172, 2.19043, 1], [17, -0.259102, -0.3266861, 2.294157, 1], [18, -0.2673446, -0.6367484, 2.353411, 1], [19, -0.2402104, -0.7044006, 2.312258, 1], [20, -0.2991006, 0.5352374, 2.088733, 1], [21, -0.4376593, -0.04175984, 2.049089, 1], [22, -0.4480991, 0.05925026, 2.0782, 1], [23, 0.04213422, 0.006954118, 2.115308, 1], [24, 0.02915546, 0.07604674, 2.083714, 1]]
[[0, -0.3056579, 0.04231725, 2.212365, 1], [1, -0.3023803, 0.3273693, 2.145512, 1], [2, -0.2966516, 0.602367, 2.067762, 1], [3, -0.2957029, 0.7293474, 2.024217, 1], [4, -0.4653953, 0.5190794, 2.049355, 1], [5, -0.5378497, 0.2873035, 2.101273, 1], [6, -0.4971123, 0.08259738, 2.053149, 1], [7, -0.4723668, 0.03323575, 2.05246, 1], [8, -0.1160492, 0.5311082, 2.112527, 1], [9, -0.02092433, 0.3298443, 2.20696, 1], [10, 0.00170488, 0.122024, 2.162259, 1], [11, 0.00346444, 0.1015935, 2.143983, 1], [12, -0.3811633, 0.03766623, 2.166548, 1], [13, -0.4904028, -0.3718407, 2.219296, 1], [14, -0.5812932, -0.6668273, 2.209024, 1], [15, -0.6126388, -0.7201383, 2.129527, 1], [16, -0.2207753, 0.04451953, 2.190463, 1], [17, -0.2575662, -0.3235037, 2.293663, 1], [18, -0.2676074, -0.6347625, 2.352438, 1], [19, -0.2508653, -0.7009267, 2.292779, 1], [20, -0.298471, 0.5350471, 2.089188, 1], [21, -0.4374213, -0.04492002, 2.055264, 1], [22, -0.4480034, 0.05705727, 2.07735, 1], [23, 0.04282897, 0.003583927, 2.109529, 1], [24, 0.03811197, 0.07537783, 2.084792, 1]]
[[0, -0.3059725, 0.04189572, 2.212429, 1], [1, -0.3023522, 0.3273009, 2.145621, 1], [2, -0.2963167, 0.6025181, 2.068066, 1], [3, -0.2951975, 0.7292702, 2.024873, 1], [4, -0.4649941, 0.5190194, 2.04959, 1], [5, -0.5370339, 0.2870544, 2.101462, 1], [6, -0.4965224, 0.08236904, 2.05302, 1], [7, -0.4706033, 0.03187056, 2.050884, 1], [8, -0.1153036, 0.5311385, 2.112637, 1], [9, -0.0205836, 0.3300374, 2.207162, 1], [10, 0.00257368, 0.1224143, 2.161646, 1], [11, 0.003162954, 0.103341, 2.145144, 1], [12, -0.3817261, 0.03699917, 2.166921, 1], [13, -0.495949, -0.3693959, 2.21988, 1], [14, -0.5940525, -0.6713999, 2.220643, 1], [15, -0.6230715, -0.7220374, 2.139804, 1], [16, -0.2209165, 0.04435716, 2.190294, 1], [17, -0.2569628, -0.322367, 2.293442, 1], [18, -0.2677613, -0.6350663, 2.352871, 1], [19, -0.2531629, -0.7008201, 2.283439, 1], [20, -0.2982401, 0.5351186, 2.089427, 1], [21, -0.4395422, -0.04484768, 2.052123, 1], [22, -0.4463169, 0.063136, 2.080579, 1], [23, 0.04116519, 0.00839728, 2.117927, 1], [24, 0.02803816, 0.07719234, 2.084875, 1]]
