[[0, -0.08982854, 0.004843218, 2.775782, 1], [1, -0.08017814, 0.3042098, 2.754076, 1], [2, -0.06792085, 0.5954736, 2.722872, 1], [3, -0.04860203, 0.7318147, 2.717081, 1], [4, -0.2109796, 0.477441, 2.681034, 1], [5, -0.2871135, 0.2442079, 2.697507, 1], [6, -0.2908534, 0.04451662, 2.662981, 1], [7, -0.2831603, 0.01259761, 2.665547, 1], [8, 0.0888902, 0.4710382, 2.748971, 1], [9, 0.1116273, 0.2258604, 2.808935, 1], [10, 0.1138805, 0.02830364, 2.761203, 1], [11, 0.1059923, -0.03337128, 2.754807, 1], [12, -0.1567731, 0.005303406, 2.730927, 1], [13, -0.1813155, -0.2644421, 2.79401, 1], [14, -0.2152329, -0.5823847, 2.874003, 1], [15, -0.2175364, -0.6535321, 2.806197, 1], [16, -0.02049774, 0.00421311, 2.750694, 1], [17, -0.04477007, -0.2803557, 2.803967, 1], [18, -0.06073805, -0.5805676, 2.868399, 1], [19, -0.05039443, -0.6507446, 2.806093, 1], [20, -0.07122569, 0.5238282, 2.732577, 1], [21, -0.2892598, -0.02627783, 2.668847, 1], [22, -0.2494452, 0.02941683, 2.654889, 1], [23, 0.09988788, -0.09977569, 2.754012, 1], [24, 0.07386038, -0.03706864, 2.723667, 1]]
[[0, -0.08386642, 0.004804309, 2.774881, 1], [1, -0.07411852, 0.3036327, 2.754407, 1], [2, -0.06321979, 0.5944325, 2.723615, 1], [3, -0.04667114, 0.7315965, 2.718092, 1], [4, -0.2105318, 0.4777672, 2.681502, 1], [5, -0.2847154, 0.2440007, 2.696703, 1], [6, -0.2866644, 0.04425116, 2.66236, 1], [7, -0.2792577, 0.01018247, 2.664047, 1], [8, 0.09107994, 0.4705026, 2.748259, 1], [9, 0.1134154, 0.2265921, 2.808628, 1], [10, 0.122459, 0.02870288, 2.763892, 1], [11, 0.1120541, -0.03451565, 2.755346, 1], [12, -0.1506199, 0.005865022, 2.729405, 1], [13, -0.1778361, -0.2642755, 2.785106, 1], [14, -0.2148303, -0.5840611, 2.870488, 1], [15, -0.2200437, -0.653997, 2.803709, 1], [16, -0.01485755, 0.00362425, 2.75039, 1], [17, -0.0421431, -0.2805344, 2.80419, 1], [18, -0.05952889, -0.5807348, 2.869671, 1], [19, -0.05022632, -0.6512718, 2.805702, 1], [20, -0.06606787, 0.5228816, 2.73331, 1], [21, -0.2866213, -0.04392533, 2.668704, 1], [22, -0.247482, 0.01502436, 2.654292, 1], [23, 0.115156, -0.0937672, 2.755205, 1], [24, 0.07579574, -0.04015399, 2.725429, 1]]
[[0, -0.07815084, 0.005050963, 2.774355, 1], [1, -0.06895866, 0.3034902, 2.754943, 1], [2, -0.05907854, 0.5938983, 2.724665, 1], [3, -0.04086101, 0.7311069, 2.720858, 1], [4, -0.2058518, 0.4798104, 2.682604, 1], [5, -0.2806886, 0.2443568, 2.69647, 1], [6, -0.2814563, 0.04466425, 2.661506, 1], [7, -0.2748967, 0.01057383, 2.661695, 1], [8, 0.09714902, 0.4684835, 2.748729, 1], [9, 0.1189206, 0.2268861, 2.809507, 1], [10, 0.1296333, 0.02902819, 2.765106, 1], [11, 0.117925, -0.0342959, 2.756739, 1], [12, -0.1449697, 0.006744411, 2.72852, 1], [13, -0.1798528, -0.281887, 2.779304, 1], [14, -0.2142921, -0.5834306, 2.865962, 1], [15, -0.2212386, -0.652207, 2.798993, 1], [16, -0.009233931, 0.00324177, 2.750237, 1], [17, -0.03863346, -0.279694, 2.80334, 1], [18, -0.05905024, -0.580759, 2.869832, 1], [19, -0.04995241, -0.6514249, 2.806673, 1], [20, -0.06162804, 0.5224432, 2.734289, 1], [21, -0.2866213, -0.04392533, 2.668704, 1], [22, -0.2433057, 0.01185657, 2.649345, 1], [23, 0.1170009, -0.09997864, 2.759509, 1], [24, 0.08380591, -0.03298648, 2.725278, 1]]
[[0, -0.07510576, 0.005023451, 2.773875, 1], [1, -0.06469104, 0.3036053, 2.755426, 1], [2, -0.0536185, 0.5941249, 2.72617, 1], [3, -0.03371198, 0.7304953, 2.722023, 1], [4, -0.201645, 0.4807273, 2.683882, 1], [5, -0.275919, 0.2447905, 2.695684, 1], [6, -0.278139, 0.04303253, 2.660319, 1], [7, -0.2723261, 0.009270443, 2.657824, 1], [8, 0.1031475, 0.4667623, 2.749027, 1], [9, 0.1229617, 0.2271937, 2.809454, 1], [10, 0.1315512, 0.02908842, 2.765874, 1], [11, 0.1217323, -0.03585325, 2.756928, 1], [12, -0.1418404, 0.00715925, 2.727863, 1], [13, -0.1805845, -0.2859478, 2.774508, 1], [14, -0.2195332, -0.5850165, 2.847302, 1], [15, -0.2404923, -0.6561363, 2.758507, 1], [16, -0.006349972, 0.00279044, 2.749938, 1], [17, -0.03561499, -0.2786827, 2.802761, 1], [18, -0.05639824, -0.5786409, 2.869708, 1], [19, -0.04918327, -0.6499859, 2.80631, 1], [20, -0.05644367, 0.5226496, 2.735545, 1], [21, -0.2857094, -0.04017508, 2.660205, 1], [22, -0.2441054, -0.01331655, 2.648334, 1], [23, 0.1169393, -0.0999219, 2.758009, 1], [24, 0.08587685, -0.03802669, 2.725571, 1]]
[[0, -0.071575, 0.004883982, 2.772852, 1], [1, -0.05953391, 0.3033052, 2.756052, 1], [2, -0.04643312, 0.5935205, 2.728863, 1], [3, -0.02703573, 0.7300183, 2.723809, 1], [4, -0.1951785, 0.4810622, 2.685696, 1], [5, -0.273706, 0.2452862, 2.69531, 1], [6, -0.2766428, 0.04251701, 2.659349, 1], [7, -0.2703263, 0.01046655, 2.656972, 1], [8, 0.1082823, 0.466295, 2.749828, 1], [9, 0.1266368, 0.2258287, 2.809417, 1], [10, 0.1343199, 0.02766225, 2.766004, 1], [11, 0.1268768, -0.03676378, 2.756947, 1], [12, -0.138617, 0.007461845, 2.726402, 1], [13, -0.1840322, -0.2937748, 2.76771, 1], [14, -0.2245373, -0.5922982, 2.824311, 1], [15, -0.2463002, -0.6596161, 2.751166, 1], [16, -0.002548321, 0.002182083, 2.749363, 1], [17, -0.03036831, -0.2729313, 2.79969, 1], [18, -0.05493985, -0.5775925, 2.86964, 1], [19, -0.04940462, -0.6495604, 2.807184, 1], [20, -0.04978354, 0.5221367, 2.737682, 1], [21, -0.2645954, -0.03146597, 2.659015, 1], [22, -0.2370936, 0.02382399, 2.644823, 1], [23, 0.1195409, -0.1081444, 2.760091, 1], [24, 0.09195219, -0.05139815, 2.736308, 1]]
[[0, -0.06882972, 0.004907391, 2.771345, 1], [1, -0.0559835, 0.3032006, 2.755716, 1], [2, -0.04214278, 0.5932454, 2.729529, 1], [3, -0.02128888, 0.730002, 2.724188, 1], [4, -0.1898638, 0.482428, 2.68742, 1], [5, -0.2709238, 0.2460783, 2.695447, 1], [6, -0.2752782, 0.04289379, 2.657681, 1], [7, -0.2686494, 0.009938251, 2.654879, 1], [8, 0.1145324, 0.4648671, 2.751139, 1], [9, 0.1314023, 0.2258808, 2.808784, 1], [10, 0.1360436, 0.02756441, 2.76566, 1], [11, 0.1299711, -0.03562924, 2.757065, 1], [12, -0.1359212, 0.007995009, 2.724844, 1], [13, -0.1884241, -0.3033848, 2.758414, 1], [14, -0.2357925, -0.5873156, 2.794478, 1], [15, -0.2682437, -0.6498891, 2.700985, 1], [16, 0.0001587345, 0.001699836, 2.747899, 1], [17, -0.0288983, -0.2710641, 2.798168, 1], [18, -0.05454852, -0.5772302, 2.86961, 1], [19, -0.04925386, -0.6493826, 2.807147, 1], [20, -0.04566197, 0.521908, 2.738112, 1], [21, -0.2641909, -0.03141012, 2.654515, 1], [22, -0.2330827, 0.02789781, 2.6445, 1], [23, 0.1267258, -0.1013398, 2.760186, 1], [24, 0.09914801, -0.03497513, 2.7228, 1]]
[[0, -0.06835317, 0.005033526, 2.770793, 1], [1, -0.05393664, 0.3033376, 2.755922, 1], [2, -0.03724936, 0.5933453, 2.731294, 1], [3, -0.01511929, 0.7291636, 2.726206, 1], [4, -0.1851278, 0.4832006, 2.689117, 1], [5, -0.267369, 0.2462247, 2.696632, 1], [6, -0.2750405, 0.04258931, 2.656808, 1], [7, -0.2686129, 0.009373022, 2.656553, 1], [8, 0.1185271, 0.463777, 2.751813, 1], [9, 0.1356776, 0.22431, 2.809536, 1], [10, 0.1383735, 0.02616485, 2.765181, 1], [11, 0.1329992, -0.03728045, 2.755615, 1], [12, -0.1354577, 0.008538366, 2.72434, 1], [13, -0.1928688, -0.3072367, 2.75159, 1], [14, -0.25637, -0.5909343, 2.763499, 1], [15, -0.2858906, -0.6558759, 2.671488, 1], [16, 0.0007222881, 0.001412753, 2.747178, 1], [17, -0.02773543, -0.2707743, 2.797694, 1], [18, -0.0544114, -0.5770848, 2.869923, 1], [19, -0.04816818, -0.6505281, 2.808188, 1], [20, -0.04156421, 0.5220252, 2.739418, 1], [21, -0.2657673, -0.03215598, 2.656215, 1], [22, -0.234287, 0.02108313, 2.645171, 1], [23, 0.124687, -0.107625, 2.763006, 1], [24, 0.09606604, -0.038355, 2.723557, 1]]
[[0, -0.0664276, 0.005020127, 2.769519, 1], [1, -0.05015654, 0.3030124, 2.756142, 1], [2, -0.0317024, 0.5925655, 2.733247, 1], [3, -0.01015161, 0.7287656, 2.727354, 1], [4, -0.1812378, 0.4827477, 2.690744, 1], [5, -0.2647529, 0.2453173, 2.697388, 1], [6, -0.2749923, 0.04211474, 2.654999, 1], [7, -0.2686639, 0.008183069, 2.654352, 1], [8, 0.121896, 0.4630702, 2.752249, 1], [9, 0.1382418, 0.224049, 2.809486, 1], [10, 0.1413265, 0.02585783, 2.765451, 1], [11, 0.1362881, -0.03889221, 2.75837, 1], [12, -0.1339244, 0.008972128, 2.723513, 1], [13, -0.2014516, -0.316933, 2.737378, 1], [14, -0.2757117, -0.5988585, 2.73433, 1], [15, -0.3075564, -0.6627138, 2.642741, 1], [16, 0.003021557, 0.0008202003, 2.745377, 1], [17, -0.0267053, -0.2697859, 2.796895, 1], [18, -0.0540508, -0.5773669, 2.870056, 1], [19, -0.04715084, -0.6505783, 2.808246, 1], [20, -0.03640758, 0.5213655, 2.740938, 1], [21, -0.266222, -0.03257551, 2.65433, 1], [22, -0.2335022, 0.02148845, 2.64252, 1], [23, 0.1268017, -0.1089308, 2.762184, 1], [24, 0.1005934, -0.04143595, 2.721846, 1]]
[[0, -0.06566187, 0.004597019, 2.766747, 1], [1, -0.04799632, 0.3018976, 2.755302, 1], [2, -0.02747028, 0.5900863, 2.73382, 1], [3, -0.003747052, 0.727092, 2.728266, 1], [4, -0.1768594, 0.4814419, 2.691367, 1], [5, -0.2612083, 0.2446911, 2.698586, 1], [6, -0.2763279, 0.04173802, 2.654365, 1], [7, -0.2706547, 0.007474233, 2.650643, 1], [8, 0.1284854, 0.4606457, 2.753445, 1], [9, 0.1427407, 0.2218127, 2.81005, 1], [10, 0.1445706, 0.02370817, 2.765448, 1], [11, 0.1402781, -0.04341757, 2.756465, 1], [12, -0.1331935, 0.009427625, 2.720364, 1], [13, -0.2141936, -0.31692, 2.709073, 1], [14, -0.308012, -0.5913824, 2.665998, 1], [15, -0.3354492, -0.6508789, 2.574219, 1], [16, 0.003771127, -0.0004076182, 2.742878, 1], [17, -0.02457202, -0.270489, 2.795089, 1], [18, -0.05385252, -0.5775181, 2.870005, 1], [19, -0.04718418, -0.6506341, 2.808175, 1], [20, -0.03275414, 0.519287, 2.741115, 1], [21, -0.2750381, -0.03311904, 2.653633, 1], [22, -0.2351987, 0.009748858, 2.63568, 1], [23, 0.1342614, -0.1088839, 2.760897, 1], [24, 0.1059097, -0.04116441, 2.722286, 1]]
[[0, -0.06407646, 0.004420394, 2.761049, 1], [1, -0.04488519, 0.3009654, 2.753455, 1], [2, -0.02267574, 0.5883479, 2.734222, 1], [3, -0.0004779219, 0.7257091, 2.7287, 1], [4, -0.1744763, 0.4808271, 2.691686, 1], [5, -0.2590589, 0.2430243, 2.697957, 1], [6, -0.2775881, 0.04216184, 2.652454, 1], [7, -0.2721503, 0.005406887, 2.64629, 1], [8, 0.1320992, 0.459542, 2.753457, 1], [9, 0.1467746, 0.2202919, 2.809836, 1], [10, 0.1547945, 0.02234873, 2.765332, 1], [11, 0.1444304, -0.04518988, 2.755621, 1], [12, -0.1318308, 0.01032338, 2.714917, 1], [13, -0.2185663, -0.3150763, 2.696995, 1], [14, -0.3390014, -0.6394294, 2.59728, 1], [15, -0.3567989, -0.6815095, 2.516472, 1], [16, 0.005471663, -0.001683215, 2.737003, 1], [17, -0.02284743, -0.2712985, 2.791947, 1], [18, -0.05336599, -0.5773008, 2.869035, 1], [19, -0.04659681, -0.652119, 2.803308, 1], [20, -0.02843903, 0.5177717, 2.740954, 1], [21, -0.2631599, -0.06892503, 2.651712, 1], [22, -0.2365506, -0.01909515, 2.626375, 1], [23, 0.136861, -0.1085133, 2.761754, 1], [24, 0.1101011, -0.04334086, 2.7187, 1]]
[[0, -0.06344401, 0.004802753, 2.758627, 1], [1, -0.04289047, 0.3003317, 2.752627, 1], [2, -0.0189878, 0.5864003, 2.735041, 1], [3, 0.001758602, 0.7246247, 2.729187, 1], [4, -0.1727231, 0.4806008, 2.692276, 1], [5, -0.2577833, 0.2422954, 2.698639, 1], [6, -0.2800705, 0.04442209, 2.651111, 1], [7, -0.275933, 0.006588206, 2.645282, 1], [8, 0.135463, 0.4596135, 2.753967, 1], [9, 0.1501851, 0.2200399, 2.809699, 1], [10, 0.1565789, 0.02208253, 2.764914, 1], [11, 0.146234, -0.04338014, 2.75759, 1], [12, -0.1312075, 0.01105118, 2.713293, 1], [13, -0.2250153, -0.3129955, 2.682574, 1], [14, -0.3408023, -0.6128978, 2.598771, 1], [15, -0.3203563, -0.6479037, 2.493379, 1], [16, 0.006035748, -0.001764213, 2.733642, 1], [17, -0.02190828, -0.2715807, 2.790287, 1], [18, -0.05292867, -0.5782419, 2.868111, 1], [19, -0.04673824, -0.6528178, 2.802992, 1], [20, -0.02517736, 0.5161883, 2.741317, 1], [21, -0.2662672, -0.06880029, 2.646711, 1], [22, -0.2366139, 0.006036938, 2.625353, 1], [23, 0.1422249, -0.1092199, 2.769467, 1], [24, 0.115474, -0.0545538, 2.723, 1]]
