[[0, -0.268543, -0.228036, 2.65117, 1.0], [1, -0.267747, 0.117565, 2.6037, 1.0], [2, -0.265329, 0.452988, 2.54154, 1.0], [3, -0.273611, 0.608537, 2.51625, 1.0], [4, -0.433371, 0.352645, 2.52525, 1.0], [5, -0.521733, 0.276752, 2.36294, 1.0], [6, -0.550421, 0.217402, 2.16809, 1.0], [7, -0.559632, 0.139313, 1.97557, 1.0], [8, -0.115569, 0.362769, 2.52013, 1.0], [9, -0.0394471, 0.309369, 2.36769, 1.0], [10, -0.00486161, 0.243244, 2.17065, 1.0], [11, 0.00851284, 0.223453, 2.10093, 1.0], [12, -0.336957, -0.226791, 2.61421, 1.0], [13, -0.356317, -0.619574, 2.73309, 1.0], [14, -0.380525, -1.00203, 2.81855, 1.0], [15, -0.408447, -1.05859, 2.72656, 1.0], [16, -0.191882, -0.222298, 2.60695, 1.0], [17, -0.15678, -0.641055, 2.72747, 1.0], [18, -0.135374, -1.00726, 2.7738, 1.0], [19, -0.128906, -1.06152, 2.66211, 1.0], [20, -0.266214, 0.370592, 2.55966, 1.0], [21, -0.517298, 0.0906238, 1.93945, 1.0], [22, -0.489835, 0.141056, 1.957, 1.0], [23, -0.00132411, 0.179132, 1.97191, 1.0], [24, -0.0216957, 0.232333, 2.1118, 1.0]]
[[0, -0.267725, -0.221118, 2.6471, 1.0], [1, -0.267456, 0.118928, 2.60255, 1.0], [2, -0.265255, 0.452851, 2.54131, 1.0], [3, -0.273597, 0.608443, 2.51593, 1.0], [4, -0.43316, 0.353162, 2.52528, 1.0], [5, -0.521538, 0.277033, 2.36234, 1.0], [6, -0.548881, 0.219316, 2.15842, 1.0], [7, -0.560894, 0.158272, 1.96985, 1.0], [8, -0.115525, 0.362587, 2.51983, 1.0], [9, -0.0240747, 0.321617, 2.31862, 1.0], [10, 0.00350901, 0.234929, 2.12805, 1.0], [11, -0.0242549, 0.155056, 1.94232, 1.0], [12, -0.336133, -0.219056, 2.61101, 1.0], [13, -0.356381, -0.619513, 2.73283, 1.0], [14, -0.379317, -1.00032, 2.81918, 1.0], [15, -0.408395, -1.05838, 2.7267, 1.0], [16, -0.191112, -0.216282, 2.60242, 1.0], [17, -0.156686, -0.641355, 2.72761, 1.0], [18, -0.135364, -1.00711, 2.77361, 1.0], [19, -0.128791, -1.06152, 2.66334, 1.0], [20, -0.266147, 0.370557, 2.55927, 1.0], [21, -0.520599, 0.111366, 1.93235, 1.0], [22, -0.482526, 0.152638, 1.94314, 1.0], [23, -0.0335398, 0.130206, 1.91952, 1.0], [24, -0.0971454, 0.14815, 1.92691, 1.0]]
[[0, -0.267746, -0.219126, 2.64559, 1.0], [1, -0.267517, 0.119708, 2.6018, 1.0], [2, -0.265294, 0.452764, 2.54116, 1.0], [3, -0.273643, 0.608664, 2.51581, 1.0], [4, -0.432864, 0.357923, 2.52621, 1.0], [5, -0.521076, 0.279631, 2.35704, 1.0], [6, -0.533096, 0.218929, 2.11451, 1.0], [7, -0.558125, 0.175936, 1.96098, 1.0], [8, -0.115525, 0.362507, 2.51957, 1.0], [9, -0.0404062, 0.314688, 2.34706, 1.0], [10, 0.00237459, 0.26102, 2.13943, 1.0], [11, -0.0222978, 0.17323, 1.93638, 1.0], [12, -0.336164, -0.215864, 2.60943, 1.0], [13, -0.35676, -0.6188, 2.73215, 1.0], [14, -0.379574, -1.00035, 2.81965, 1.0], [15, -0.408359, -1.0584, 2.72637, 1.0], [16, -0.19114, -0.215265, 2.60121, 1.0], [17, -0.156647, -0.642434, 2.72839, 1.0], [18, -0.135286, -1.00696, 2.77339, 1.0], [19, -0.128822, -1.06171, 2.66326, 1.0], [20, -0.266157, 0.370546, 2.55904, 1.0], [21, -0.544704, 0.158611, 1.93125, 1.0], [22, -0.469077, 0.168423, 1.93378, 1.0], [23, -0.0211021, 0.154454, 1.91491, 1.0], [24, -0.0896049, 0.164636, 1.9166, 1.0]]
[[0, -0.267758, -0.219084, 2.64538, 1.0], [1, -0.267486, 0.119734, 2.60162, 1.0], [2, -0.265157, 0.452559, 2.5412, 1.0], [3, -0.273733, 0.608799, 2.51591, 1.0], [4, -0.432799, 0.35816, 2.52616, 1.0], [5, -0.51776, 0.285323, 2.29558, 1.0], [6, -0.538711, 0.217993, 2.06792, 1.0], [7, -0.557963, 0.193805, 1.95702, 1.0], [8, -0.115532, 0.362577, 2.5193, 1.0], [9, -0.0408374, 0.31464, 2.34581, 1.0], [10, -0.0518586, 0.236811, 2.10695, 1.0], [11, -0.0313859, 0.190644, 1.93129, 1.0], [12, -0.336172, -0.215841, 2.60929, 1.0], [13, -0.357168, -0.619449, 2.73239, 1.0], [14, -0.379634, -1.00027, 2.81952, 1.0], [15, -0.408339, -1.05846, 2.72648, 1.0], [16, -0.191168, -0.215226, 2.60103, 1.0], [17, -0.156829, -0.642574, 2.72851, 1.0], [18, -0.135188, -1.00683, 2.77346, 1.0], [19, -0.128748, -1.06141, 2.66419, 1.0], [20, -0.266079, 0.370472, 2.55898, 1.0], [21, -0.544803, 0.177682, 1.93121, 1.0], [22, -0.470336, 0.185576, 1.92956, 1.0], [23, -0.0215, 0.170414, 1.9049, 1.0], [24, -0.104968, 0.183035, 1.91425, 1.0]]
[[0, -0.267781, -0.219078, 2.64525, 1.0], [1, -0.267488, 0.119815, 2.60151, 1.0], [2, -0.265142, 0.452559, 2.5412, 1.0], [3, -0.273836, 0.609201, 2.51642, 1.0], [4, -0.43271, 0.358117, 2.52609, 1.0], [5, -0.513275, 0.302796, 2.35007, 1.0], [6, -0.540011, 0.244931, 2.09577, 1.0], [7, -0.56302, 0.211029, 1.95406, 1.0], [8, -0.11575, 0.362953, 2.51909, 1.0], [9, -0.01482, 0.358753, 2.34389, 1.0], [10, 0.00312653, 0.284512, 2.10406, 1.0], [11, -0.0278388, 0.204248, 1.92692, 1.0], [12, -0.336221, -0.215938, 2.60921, 1.0], [13, -0.358925, -0.624081, 2.73501, 1.0], [14, -0.379728, -0.999631, 2.8198, 1.0], [15, -0.408418, -1.05809, 2.72726, 1.0], [16, -0.191219, -0.215162, 2.60091, 1.0], [17, -0.158267, -0.645246, 2.7301, 1.0], [18, -0.135155, -1.00672, 2.77343, 1.0], [19, -0.128735, -1.06143, 2.66537, 1.0], [20, -0.266066, 0.370494, 2.55894, 1.0], [21, -0.545927, 0.194778, 1.92632, 1.0], [22, -0.474644, 0.200321, 1.93009, 1.0], [23, -0.0547391, 0.166415, 1.90632, 1.0], [24, -0.10622, 0.200017, 1.91383, 1.0]]
[[0, -0.268265, -0.229861, 2.64848, 1.0], [1, -0.267453, 0.118061, 2.60231, 1.0], [2, -0.265109, 0.452606, 2.5414, 1.0], [3, -0.273977, 0.609351, 2.51676, 1.0], [4, -0.432405, 0.358666, 2.52616, 1.0], [5, -0.523425, 0.30429, 2.28663, 1.0], [6, -0.527209, 0.238336, 2.03834, 1.0], [7, -0.558391, 0.225661, 1.94754, 1.0], [8, -0.11616, 0.363551, 2.51903, 1.0], [9, -0.0186103, 0.361498, 2.34639, 1.0], [10, 0.00555833, 0.285419, 2.10269, 1.0], [11, -0.0283926, 0.21845, 1.9209, 1.0], [12, -0.336675, -0.227554, 2.61324, 1.0], [13, -0.359323, -0.625768, 2.73575, 1.0], [14, -0.379865, -0.999623, 2.8199, 1.0], [15, -0.408556, -1.05825, 2.72783, 1.0], [16, -0.191701, -0.225196, 2.60333, 1.0], [17, -0.159694, -0.648301, 2.732, 1.0], [18, -0.135066, -1.0067, 2.77351, 1.0], [19, -0.128774, -1.06146, 2.66539, 1.0], [20, -0.266031, 0.370436, 2.5592, 1.0], [21, -0.546943, 0.207332, 1.92136, 1.0], [22, -0.467948, 0.215471, 1.92427, 1.0], [23, -0.0423251, 0.195818, 1.89661, 1.0], [24, -0.0956718, 0.210891, 1.89987, 1.0]]
[[0, -0.268218, -0.231216, 2.64931, 1.0], [1, -0.267478, 0.117272, 2.60282, 1.0], [2, -0.265138, 0.452578, 2.54158, 1.0], [3, -0.274153, 0.609652, 2.51728, 1.0], [4, -0.43217, 0.359175, 2.52643, 1.0], [5, -0.530379, 0.300985, 2.27032, 1.0], [6, -0.545579, 0.240269, 2.00715, 1.0], [7, -0.56297, 0.240287, 1.94556, 1.0], [8, -0.117669, 0.367503, 2.52015, 1.0], [9, -0.0225855, 0.324271, 2.25874, 1.0], [10, -0.0568809, 0.24772, 1.9964, 1.0], [11, -0.0372255, 0.23175, 1.91921, 1.0], [12, -0.336588, -0.229449, 2.61362, 1.0], [13, -0.360041, -0.627003, 2.7363, 1.0], [14, -0.380012, -0.999752, 2.81998, 1.0], [15, -0.40896, -1.05853, 2.72839, 1.0], [16, -0.191667, -0.226159, 2.60443, 1.0], [17, -0.15997, -0.650338, 2.7331, 1.0], [18, -0.135097, -1.00665, 2.77367, 1.0], [19, -0.128936, -1.0617, 2.66529, 1.0], [20, -0.266061, 0.370308, 2.55945, 1.0], [21, -0.550461, 0.22406, 1.91611, 1.0], [22, -0.467389, 0.230953, 1.92218, 1.0], [23, -0.0334657, 0.212714, 1.89571, 1.0], [24, -0.115888, 0.224639, 1.901, 1.0]]
[[0, -0.268459, -0.233136, 2.64991, 1.0], [1, -0.267749, 0.116556, 2.60349, 1.0], [2, -0.265479, 0.452824, 2.54237, 1.0], [3, -0.274215, 0.609502, 2.51803, 1.0], [4, -0.430636, 0.355787, 2.52665, 1.0], [5, -0.540737, 0.325781, 2.25455, 1.0], [6, -0.552007, 0.266087, 1.97099, 1.0], [7, -0.566344, 0.253765, 1.94444, 1.0], [8, -0.118106, 0.367396, 2.52031, 1.0], [9, -0.0167412, 0.32237, 2.24563, 1.0], [10, -0.0384375, 0.241935, 1.9677, 1.0], [11, -0.0360747, 0.243943, 1.9157, 1.0], [12, -0.33681, -0.232517, 2.61401, 1.0], [13, -0.360549, -0.628191, 2.73711, 1.0], [14, -0.380594, -0.999511, 2.82031, 1.0], [15, -0.40898, -1.05858, 2.72831, 1.0], [16, -0.191879, -0.227129, 2.605, 1.0], [17, -0.160233, -0.650933, 2.73339, 1.0], [18, -0.134655, -1.00662, 2.77392, 1.0], [19, -0.128932, -1.06167, 2.66616, 1.0], [20, -0.266338, 0.370318, 2.56013, 1.0], [21, -0.543096, 0.216112, 1.91865, 1.0], [22, -0.470346, 0.246667, 1.92362, 1.0], [23, -0.0452953, 0.225743, 1.88822, 1.0], [24, -0.108236, 0.235793, 1.89573, 1.0]]
[[0, -0.268629, -0.233281, 2.65001, 1.0], [1, -0.267927, 0.116379, 2.60361, 1.0], [2, -0.2656, 0.452833, 2.5425, 1.0], [3, -0.274246, 0.609277, 2.51851, 1.0], [4, -0.430731, 0.354747, 2.52663, 1.0], [5, -0.528338, 0.311314, 2.3265, 1.0], [6, -0.531589, 0.280173, 2.03138, 1.0], [7, -0.563132, 0.265916, 1.94234, 1.0], [8, -0.118448, 0.367301, 2.52061, 1.0], [9, -0.0120226, 0.325707, 2.24005, 1.0], [10, -0.0609024, 0.247127, 1.95803, 1.0], [11, -0.0437366, 0.255257, 1.9129, 1.0], [12, -0.33699, -0.232787, 2.61396, 1.0], [13, -0.360886, -0.628228, 2.73731, 1.0], [14, -0.380273, -0.998619, 2.82064, 1.0], [15, -0.408862, -1.05813, 2.72879, 1.0], [16, -0.19203, -0.227159, 2.60511, 1.0], [17, -0.160256, -0.650987, 2.73352, 1.0], [18, -0.134568, -1.00657, 2.77406, 1.0], [19, -0.128949, -1.06177, 2.66625, 1.0], [20, -0.266465, 0.370289, 2.56027, 1.0], [21, -0.560017, 0.255043, 1.91556, 1.0], [22, -0.468341, 0.257232, 1.91946, 1.0], [23, -0.0738161, 0.210461, 1.89006, 1.0], [24, -0.12738, 0.250256, 1.8945, 1.0]]
[[0, -0.268484, -0.234419, 2.64966, 1.0], [1, -0.267725, 0.115911, 2.60339, 1.0], [2, -0.265361, 0.452992, 2.5423, 1.0], [3, -0.274417, 0.608981, 2.51898, 1.0], [4, -0.43069, 0.3527, 2.52659, 1.0], [5, -0.530845, 0.311798, 2.32107, 1.0], [6, -0.532111, 0.280954, 2.01863, 1.0], [7, -0.567388, 0.277799, 1.94006, 1.0], [8, -0.118557, 0.366968, 2.52089, 1.0], [9, -0.0280964, 0.207553, 2.27151, 1.0], [10, -0.0623125, 0.250065, 1.97246, 1.0], [11, -0.0459418, 0.265427, 1.90834, 1.0], [12, -0.336931, -0.233419, 2.61317, 1.0], [13, -0.361265, -0.628866, 2.73731, 1.0], [14, -0.380357, -0.9981, 2.82088, 1.0], [15, -0.408838, -1.05811, 2.72885, 1.0], [16, -0.191747, -0.228967, 2.60514, 1.0], [17, -0.160382, -0.652395, 2.73352, 1.0], [18, -0.134565, -1.00622, 2.77408, 1.0], [19, -0.128992, -1.06184, 2.66624, 1.0], [20, -0.26627, 0.370309, 2.56012, 1.0], [21, -0.561477, 0.267142, 1.9113, 1.0], [22, -0.471726, 0.267406, 1.91458, 1.0], [23, -0.0355433, 0.259275, 1.88054, 1.0], [24, -0.12811, 0.25947, 1.89007, 1.0]]
[[0, -0.268616, -0.235054, 2.64966, 1.0], [1, -0.267793, 0.115468, 2.60335, 1.0], [2, -0.265372, 0.452974, 2.5423, 1.0], [3, -0.274556, 0.608823, 2.51918, 1.0], [4, -0.430994, 0.351232, 2.52624, 1.0], [5, -0.531324, 0.311385, 2.32232, 1.0], [6, -0.570646, 0.259342, 2.10581, 1.0], [7, -0.582002, 0.289914, 1.94141, 1.0], [8, -0.119363, 0.365293, 2.52136, 1.0], [9, -0.00732126, 0.268068, 2.28765, 1.0], [10, -0.0554524, 0.26517, 1.98948, 1.0], [11, -0.0477042, 0.275383, 1.90573, 1.0], [12, -0.337054, -0.233715, 2.61307, 1.0], [13, -0.361354, -0.628863, 2.73735, 1.0], [14, -0.379595, -0.99669, 2.82085, 1.0], [15, -0.409161, -1.05703, 2.73164, 1.0], [16, -0.191867, -0.229901, 2.60519, 1.0], [17, -0.161567, -0.652988, 2.7332, 1.0], [18, -0.134527, -1.00621, 2.77401, 1.0], [19, -0.129087, -1.06202, 2.66636, 1.0], [20, -0.266287, 0.370227, 2.56012, 1.0], [21, -0.566029, 0.281707, 1.91101, 1.0], [22, -0.49609, 0.278913, 1.91378, 1.0], [23, -0.0485531, 0.262742, 1.88005, 1.0], [24, -0.127779, 0.26914, 1.88553, 1.0]]
