[[0, -0.202251, -0.380884, 2.49411, 1.0], [1, -0.194261, -0.0908986, 2.40301, 1.0], [2, -0.185236, 0.192871, 2.29893, 1.0], [3, -0.165187, 0.32103, 2.31121, 1.0], [4, -0.296148, 0.184531, 2.28728, 1.0], [5, -0.346677, 0.0684936, 2.02274, 1.0], [6, -0.300936, 0.0790668, 1.76754, 1.0], [7, -0.256016, 0.0732451, 1.72156, 1.0], [8, -0.00919318, 0.0799135, 2.30151, 1.0], [9, 0.168117, 0.123374, 2.18646, 1.0], [10, 0.263262, 0.0586536, 1.97373, 1.0], [11, 0.295231, 0.0754757, 1.95182, 1.0], [12, -0.264831, -0.351811, 2.44563, 1.0], [13, -0.256191, -0.659609, 2.45654, 1.0], [14, -0.247063, -1.03163, 2.57314, 1.0], [15, -0.224086, -1.09751, 2.50984, 1.0], [16, -0.134059, -0.399341, 2.47311, 1.0], [17, -0.109295, -0.706295, 2.47939, 1.0], [18, -0.116708, -1.086, 2.57073, 1.0], [19, -0.120732, -1.10812, 2.48574, 1.0], [20, -0.187678, 0.122859, 2.32727, 1.0], [21, -0.235535, 0.068531, 1.6962, 1.0], [22, -0.224412, 0.103264, 1.726, 1.0], [23, 0.311602, 0.0700489, 1.93236, 1.0], [24, 0.333598, 0.0905732, 1.94638, 1.0]]
[[0, -0.215932, -0.383777, 2.47586, 1.0], [1, -0.196673, -0.0913616, 2.39922, 1.0], [2, -0.184893, 0.192954, 2.29905, 1.0], [3, -0.165211, 0.320966, 2.31108, 1.0], [4, -0.296157, 0.184602, 2.28724, 1.0], [5, -0.337123, 0.0739265, 2.01112, 1.0], [6, -0.22987, 0.0637233, 1.73628, 1.0], [7, -0.20172, 0.0790314, 1.72255, 1.0], [8, -0.00837108, 0.0802458, 2.3022, 1.0], [9, 0.18371, 0.110892, 2.19953, 1.0], [10, 0.303976, 0.0472841, 2.02744, 1.0], [11, 0.322731, 0.0803647, 1.98458, 1.0], [12, -0.280442, -0.355452, 2.42021, 1.0], [13, -0.262068, -0.615674, 2.44569, 1.0], [14, -0.253664, -1.05607, 2.59003, 1.0], [15, -0.218862, -1.11167, 2.50559, 1.0], [16, -0.145569, -0.40147, 2.46083, 1.0], [17, -0.109202, -0.67799, 2.46985, 1.0], [18, -0.111674, -1.08259, 2.5681, 1.0], [19, -0.142004, -1.11575, 2.48037, 1.0], [20, -0.187638, 0.122871, 2.32715, 1.0], [21, -0.17486, 0.076363, 1.70129, 1.0], [22, -0.147159, 0.0700086, 1.72982, 1.0], [23, 0.345245, 0.0790578, 1.96789, 1.0], [24, 0.360001, 0.0790562, 1.97488, 1.0]]
[[0, -0.175444, -0.371347, 2.42588, 1.0], [1, -0.185636, -0.082578, 2.37721, 1.0], [2, -0.185039, 0.196627, 2.29843, 1.0], [3, -0.164778, 0.321199, 2.30969, 1.0], [4, -0.290423, 0.180967, 2.2743, 1.0], [5, -0.318877, 0.0682274, 1.9932, 1.0], [6, -0.208374, 0.0830775, 1.7738, 1.0], [7, -0.170508, 0.0854451, 1.72422, 1.0], [8, -0.00370912, 0.0804157, 2.30851, 1.0], [9, 0.194517, 0.12114, 2.20978, 1.0], [10, 0.345106, 0.0735359, 2.05466, 1.0], [11, 0.354261, 0.0906282, 2.02089, 1.0], [12, -0.238052, -0.344299, 2.3719, 1.0], [13, -0.296326, -0.578803, 2.40048, 1.0], [14, -0.250276, -1.03321, 2.58307, 1.0], [15, -0.222604, -1.11011, 2.52835, 1.0], [16, -0.107898, -0.38786, 2.41109, 1.0], [17, -0.12525, -0.697303, 2.47347, 1.0], [18, -0.119144, -1.05334, 2.57932, 1.0], [19, -0.138518, -1.10593, 2.49653, 1.0], [20, -0.186665, 0.12705, 2.32384, 1.0], [21, -0.136201, 0.0839805, 1.70366, 1.0], [22, -0.136432, 0.0583234, 1.73033, 1.0], [23, 0.375784, 0.0875257, 2.0076, 1.0], [24, 0.406491, 0.0894726, 2.02933, 1.0]]
[[0, -0.175242, -0.370698, 2.42577, 1.0], [1, -0.18444, -0.0792428, 2.37433, 1.0], [2, -0.186272, 0.204437, 2.29748, 1.0], [3, -0.164002, 0.323575, 2.30977, 1.0], [4, -0.290067, 0.181431, 2.27546, 1.0], [5, -0.317925, 0.0678529, 1.99221, 1.0], [6, -0.186732, 0.0826283, 1.76827, 1.0], [7, -0.12728, 0.0915755, 1.72895, 1.0], [8, -0.00315138, 0.0802378, 2.30982, 1.0], [9, 0.210143, 0.0941323, 2.243, 1.0], [10, 0.359939, 0.0944923, 2.06584, 1.0], [11, 0.368372, 0.100326, 2.05847, 1.0], [12, -0.237816, -0.343247, 2.37189, 1.0], [13, -0.301211, -0.595717, 2.40596, 1.0], [14, -0.246634, -1.06313, 2.59462, 1.0], [15, -0.221935, -1.11214, 2.52715, 1.0], [16, -0.107749, -0.387534, 2.41102, 1.0], [17, -0.139484, -0.68484, 2.47089, 1.0], [18, -0.124964, -1.05383, 2.58094, 1.0], [19, -0.143012, -1.10643, 2.49962, 1.0], [20, -0.186694, 0.134184, 2.32088, 1.0], [21, -0.0908455, 0.0902049, 1.71283, 1.0], [22, -0.0703481, 0.0816817, 1.7385, 1.0], [23, 0.386895, 0.0973856, 2.04108, 1.0], [24, 0.415112, 0.0970898, 2.06, 1.0]]
[[0, -0.174409, -0.369424, 2.42592, 1.0], [1, -0.184093, -0.0766615, 2.37147, 1.0], [2, -0.189105, 0.208629, 2.29437, 1.0], [3, -0.162646, 0.325582, 2.30913, 1.0], [4, -0.290569, 0.184508, 2.2802, 1.0], [5, -0.300207, 0.0756407, 1.99632, 1.0], [6, -0.132154, 0.0871634, 1.76882, 1.0], [7, -0.0884686, 0.0969858, 1.73588, 1.0], [8, -0.000434185, 0.078268, 2.31264, 1.0], [9, 0.210357, 0.118451, 2.27437, 1.0], [10, 0.369335, 0.0986251, 2.11782, 1.0], [11, 0.388394, 0.109955, 2.0998, 1.0], [12, -0.236645, -0.340876, 2.37165, 1.0], [13, -0.296854, -0.587551, 2.40721, 1.0], [14, -0.20654, -1.05243, 2.59535, 1.0], [15, -0.221278, -1.1102, 2.52571, 1.0], [16, -0.107168, -0.386994, 2.41139, 1.0], [17, -0.13259, -0.682944, 2.47329, 1.0], [18, -0.12194, -1.04933, 2.57413, 1.0], [19, -0.146853, -1.10726, 2.50028, 1.0], [20, -0.188478, 0.138198, 2.31704, 1.0], [21, -0.0538019, 0.0969831, 1.71993, 1.0], [22, -0.0610139, 0.128884, 1.7454, 1.0], [23, 0.418004, 0.107945, 2.09002, 1.0], [24, 0.329399, 0.105484, 2.04557, 1.0]]
[[0, -0.173877, -0.368784, 2.42598, 1.0], [1, -0.183186, -0.0766491, 2.37075, 1.0], [2, -0.188566, 0.208156, 2.29434, 1.0], [3, -0.160873, 0.327224, 2.30902, 1.0], [4, -0.290475, 0.185419, 2.28085, 1.0], [5, -0.273231, 0.0660428, 2.00474, 1.0], [6, -0.128767, 0.0897414, 1.80707, 1.0], [7, -0.0439705, 0.101288, 1.7481, 1.0], [8, 0.00175817, 0.0754699, 2.31554, 1.0], [9, 0.216545, 0.0915485, 2.30717, 1.0], [10, 0.389683, 0.11063, 2.17297, 1.0], [11, 0.406045, 0.120114, 2.14394, 1.0], [12, -0.235838, -0.33946, 2.3713, 1.0], [13, -0.268482, -0.626457, 2.42827, 1.0], [14, -0.206945, -1.05173, 2.59759, 1.0], [15, -0.221918, -1.10994, 2.52058, 1.0], [16, -0.106784, -0.386829, 2.41172, 1.0], [17, -0.134095, -0.681958, 2.47403, 1.0], [18, -0.125911, -1.0492, 2.5753, 1.0], [19, -0.146972, -1.10751, 2.50009, 1.0], [20, -0.187796, 0.137826, 2.31672, 1.0], [21, -0.00905248, 0.102935, 1.73441, 1.0], [22, 0.024722, 0.100399, 1.7832, 1.0], [23, 0.433668, 0.122547, 2.1303, 1.0], [24, 0.360716, 0.117287, 2.095, 1.0]]
[[0, -0.172213, -0.365026, 2.42641, 1.0], [1, -0.17918, -0.0732273, 2.36827, 1.0], [2, -0.183007, 0.210981, 2.29141, 1.0], [3, -0.158143, 0.327814, 2.30962, 1.0], [4, -0.289083, 0.183668, 2.27549, 1.0], [5, -0.23846, 0.0647896, 1.99957, 1.0], [6, -0.0614363, 0.097683, 1.80376, 1.0], [7, -0.0143115, 0.104331, 1.75855, 1.0], [8, 0.00897937, 0.059231, 2.33076, 1.0], [9, 0.219969, 0.104589, 2.32015, 1.0], [10, 0.404262, 0.116269, 2.20105, 1.0], [11, 0.41693, 0.130786, 2.18729, 1.0], [12, -0.233345, -0.333961, 2.37078, 1.0], [13, -0.271615, -0.628496, 2.42245, 1.0], [14, -0.238875, -1.05249, 2.60721, 1.0], [15, -0.221661, -1.11013, 2.52065, 1.0], [16, -0.105856, -0.384702, 2.41283, 1.0], [17, -0.135817, -0.679767, 2.47286, 1.0], [18, -0.127274, -1.04914, 2.57578, 1.0], [19, -0.147012, -1.1075, 2.49977, 1.0], [20, -0.182305, 0.140965, 2.31343, 1.0], [21, 0.0272438, 0.110155, 1.74202, 1.0], [22, 0.0207086, 0.0816951, 1.77311, 1.0], [23, 0.448512, 0.13563, 2.17297, 1.0], [24, 0.367405, 0.126578, 2.1294, 1.0]]
[[0, -0.172681, -0.359855, 2.42639, 1.0], [1, -0.176978, -0.0699706, 2.36724, 1.0], [2, -0.177983, 0.213593, 2.29099, 1.0], [3, -0.155513, 0.328495, 2.31046, 1.0], [4, -0.288421, 0.18287, 2.27378, 1.0], [5, -0.194927, 0.0816204, 1.99982, 1.0], [6, -0.0108383, 0.100843, 1.81363, 1.0], [7, 0.0361005, 0.109192, 1.77412, 1.0], [8, 0.0121151, 0.0562743, 2.33633, 1.0], [9, 0.221112, 0.10873, 2.35358, 1.0], [10, 0.415566, 0.13381, 2.25323, 1.0], [11, 0.427351, 0.141121, 2.23666, 1.0], [12, -0.233882, -0.327599, 2.36743, 1.0], [13, -0.292207, -0.572826, 2.38768, 1.0], [14, -0.217222, -1.03995, 2.57838, 1.0], [15, -0.220076, -1.10942, 2.52007, 1.0], [16, -0.106513, -0.379807, 2.4161, 1.0], [17, -0.14397, -0.676945, 2.47376, 1.0], [18, -0.126733, -1.04898, 2.57631, 1.0], [19, -0.148422, -1.10841, 2.49751, 1.0], [20, -0.178114, 0.1437, 2.31268, 1.0], [21, 0.0679696, 0.112402, 1.75989, 1.0], [22, 0.10166, 0.106982, 1.8122, 1.0], [23, 0.457458, 0.146313, 2.21841, 1.0], [24, 0.424531, 0.120603, 2.19927, 1.0]]
[[0, -0.172934, -0.357229, 2.42654, 1.0], [1, -0.175552, -0.0682301, 2.36695, 1.0], [2, -0.17473, 0.214826, 2.29126, 1.0], [3, -0.152075, 0.329366, 2.31172, 1.0], [4, -0.287544, 0.181905, 2.27269, 1.0], [5, -0.18228, 0.0790384, 2.00012, 1.0], [6, -0.000901154, 0.0957633, 1.81598, 1.0], [7, 0.0568193, 0.109401, 1.78878, 1.0], [8, 0.0175616, 0.0610941, 2.35424, 1.0], [9, 0.250374, 0.120924, 2.38283, 1.0], [10, 0.452471, 0.139924, 2.29317, 1.0], [11, 0.433207, 0.150595, 2.28664, 1.0], [12, -0.234167, -0.32618, 2.36673, 1.0], [13, -0.287424, -0.569116, 2.38346, 1.0], [14, -0.259388, -1.03504, 2.59967, 1.0], [15, -0.222128, -1.10602, 2.52196, 1.0], [16, -0.106721, -0.376231, 2.41784, 1.0], [17, -0.143408, -0.677499, 2.47307, 1.0], [18, -0.131638, -1.04798, 2.57751, 1.0], [19, -0.148998, -1.10878, 2.49708, 1.0], [20, -0.175359, 0.145066, 2.31269, 1.0], [21, 0.0986926, 0.117779, 1.77378, 1.0], [22, 0.0879985, 0.087342, 1.8065, 1.0], [23, 0.463784, 0.156624, 2.26104, 1.0], [24, 0.397632, 0.150054, 2.2275, 1.0]]
[[0, -0.173879, -0.358098, 2.42654, 1.0], [1, -0.174917, -0.0680149, 2.36626, 1.0], [2, -0.170714, 0.217315, 2.28907, 1.0], [3, -0.149866, 0.329966, 2.31357, 1.0], [4, -0.264535, 0.165037, 2.23779, 1.0], [5, -0.135196, 0.0707388, 1.98215, 1.0], [6, 0.0412739, 0.10102, 1.84629, 1.0], [7, 0.098494, 0.111756, 1.80879, 1.0], [8, 0.0339816, 0.0973306, 2.40228, 1.0], [9, 0.249448, 0.123772, 2.41, 1.0], [10, 0.460056, 0.144232, 2.3522, 1.0], [11, 0.46946, 0.165779, 2.32112, 1.0], [12, -0.237038, -0.33732, 2.36604, 1.0], [13, -0.326683, -0.582575, 2.34327, 1.0], [14, -0.331632, -1.03665, 2.56244, 1.0], [15, -0.247027, -1.08791, 2.52476, 1.0], [16, -0.108143, -0.373675, 2.41811, 1.0], [17, -0.145163, -0.678008, 2.47187, 1.0], [18, -0.13219, -1.04861, 2.5776, 1.0], [19, -0.14961, -1.10897, 2.49672, 1.0], [20, -0.172356, 0.14679, 2.31086, 1.0], [21, 0.147068, 0.118866, 1.80397, 1.0], [22, 0.119402, 0.0927781, 1.80433, 1.0], [23, 0.477292, 0.165707, 2.3204, 1.0], [24, 0.461179, 0.160594, 2.2925, 1.0]]
[[0, -0.175036, -0.357302, 2.42677, 1.0], [1, -0.174372, -0.0671298, 2.36601, 1.0], [2, -0.168408, 0.218569, 2.2889, 1.0], [3, -0.145465, 0.331245, 2.31504, 1.0], [4, -0.264211, 0.164981, 2.23779, 1.0], [5, -0.111431, 0.0775817, 1.98597, 1.0], [6, 0.0623285, 0.10265, 1.84664, 1.0], [7, 0.130583, 0.11344, 1.83134, 1.0], [8, 0.0339921, 0.134075, 2.40978, 1.0], [9, 0.250226, 0.127908, 2.41889, 1.0], [10, 0.463921, 0.158093, 2.40418, 1.0], [11, 0.453536, 0.175264, 2.37011, 1.0], [12, -0.237616, -0.337849, 2.36514, 1.0], [13, -0.300046, -0.594553, 2.36269, 1.0], [14, -0.273461, -1.0476, 2.58961, 1.0], [15, -0.220954, -1.10868, 2.52287, 1.0], [16, -0.111405, -0.366204, 2.42191, 1.0], [17, -0.147537, -0.677108, 2.46814, 1.0], [18, -0.135155, -1.04916, 2.57774, 1.0], [19, -0.151749, -1.10927, 2.49573, 1.0], [20, -0.170456, 0.148024, 2.3106, 1.0], [21, 0.178954, 0.123816, 1.82471, 1.0], [22, 0.139723, 0.0919869, 1.83194, 1.0], [23, 0.472949, 0.17514, 2.36174, 1.0], [24, 0.452301, 0.1553, 2.346, 1.0]]
