[['2, k, 0', [-0.0974723, -0.007705816, 1.0]], ['2, k, 1', [-0.09692454, 0.2945904, 1.0]], ['2, k, 2', [-0.09564221, 0.5882618, 1.0]], ['2, k, 3', [-0.1005837, 0.7298623, 1.0]], ['2, k, 4', [-0.2611812, 0.4580366, 1.0]], ['2, k, 5', [-0.3120889, 0.2189167, 1.0]], ['2, k, 6', [-0.3028094, 0.01823998, 1.0]], ['2, k, 7', [-0.2936308, -0.01716552, 1.0]], ['2, k, 8', [0.05705223, 0.4704947, 1.0]], ['2, k, 9', [0.09600086, 0.2152118, 1.0]], ['2, k, 10', [0.1166875, 0.01552287, 1.0]], ['2, k, 11', [0.1008008, -0.04135488, 1.0]], ['2, k, 12', [-0.1648521, -0.009217231, 1.0]], ['2, k, 13', [-0.1790088, -0.2690822, 1.0]], ['2, k, 14', [-0.2112926, -0.5775946, 1.0]], ['2, k, 15', [-0.2190672, -0.6514362, 1.0]], ['2, k, 16', [-0.02779071, -0.00613665, 1.0]], ['2, k, 17', [-0.02809941, -0.272609, 1.0]], ['2, k, 18', [-0.01353853, -0.5705754, 1.0]], ['2, k, 19', [-0.003464795, -0.649973, 1.0]], ['2, k, 20', [-0.09610602, 0.5160265, 1.0]], ['2, k, 21', [-0.2773731, -0.09170118, 1.0]], ['2, k, 22', [-0.2604104, -0.02598073, 1.0]], ['2, k, 23', [0.09978476, -0.1078946, 1.0]], ['2, k, 24', [0.1306567, -0.03427973, 1.0]]]
[['2, k, 0', [-0.09791014, -0.007785487, 1.0]], ['2, k, 1', [-0.09716304, 0.2946185, 1.0]], ['2, k, 2', [-0.09579606, 0.5883833, 1.0]], ['2, k, 3', [-0.1009005, 0.7298483, 1.0]], ['2, k, 4', [-0.2611978, 0.4580265, 1.0]], ['2, k, 5', [-0.3118323, 0.2187726, 1.0]], ['2, k, 6', [-0.3023127, 0.01810647, 1.0]], ['2, k, 7', [-0.2884525, -0.03523538, 1.0]], ['2, k, 8', [0.05705501, 0.4704854, 1.0]], ['2, k, 9', [0.09693413, 0.2157016, 1.0]], ['2, k, 10', [0.1183411, 0.01606543, 1.0]], ['2, k, 11', [0.1118672, -0.02753341, 1.0]], ['2, k, 12', [-0.1654065, -0.009316431, 1.0]], ['2, k, 13', [-0.1787976, -0.2690343, 1.0]], ['2, k, 14', [-0.2111706, -0.5795599, 1.0]], ['2, k, 15', [-0.2169008, -0.6524961, 1.0]], ['2, k, 16', [-0.02809519, -0.006184835, 1.0]], ['2, k, 17', [-0.02798921, -0.2725308, 1.0]], ['2, k, 18', [-0.01332069, -0.5710096, 1.0]], ['2, k, 19', [-0.008058261, -0.6521282, 1.0]], ['2, k, 20', [-0.09626839, 0.5161232, 1.0]], ['2, k, 21', [-0.2828026, -0.09229468, 1.0]], ['2, k, 22', [-0.259693, -0.03001484, 1.0]], ['2, k, 23', [0.1150054, -0.1006552, 1.0]], ['2, k, 24', [0.1463725, -0.02336731, 1.0]]]
[['2, k, 0', [-0.09894852, -0.007769767, 1.0]], ['2, k, 1', [-0.09762847, 0.2944918, 1.0]], ['2, k, 2', [-0.09595962, 0.5882062, 1.0]], ['2, k, 3', [-0.1014807, 0.7298871, 1.0]], ['2, k, 4', [-0.2615798, 0.4580268, 1.0]], ['2, k, 5', [-0.3121649, 0.2190241, 1.0]], ['2, k, 6', [-0.3033003, 0.01833573, 1.0]], ['2, k, 7', [-0.2921908, -0.02156181, 1.0]], ['2, k, 8', [0.05693697, 0.4705345, 1.0]], ['2, k, 9', [0.1019955, 0.2167224, 1.0]], ['2, k, 10', [0.1292236, 0.01779504, 1.0]], ['2, k, 11', [0.1284536, -0.02060366, 1.0]], ['2, k, 12', [-0.1667134, -0.009228907, 1.0]], ['2, k, 13', [-0.1786988, -0.2690449, 1.0]], ['2, k, 14', [-0.2109423, -0.5783936, 1.0]], ['2, k, 15', [-0.2183251, -0.6517541, 1.0]], ['2, k, 16', [-0.02883592, -0.00620834, 1.0]], ['2, k, 17', [-0.027788, -0.2727757, 1.0]], ['2, k, 18', [-0.01337181, -0.5715228, 1.0]], ['2, k, 19', [-0.007207258, -0.6522893, 1.0]], ['2, k, 20', [-0.09648481, 0.51596, 1.0]], ['2, k, 21', [-0.2819498, -0.09168663, 1.0]], ['2, k, 22', [-0.2566615, -0.04377775, 1.0]], ['2, k, 23', [0.1357067, -0.09425467, 1.0]], ['2, k, 24', [0.1565241, -0.02840232, 1.0]]]
[['2, k, 0', [-0.09961477, -0.007935347, 1.0]], ['2, k, 1', [-0.09824578, 0.2944249, 1.0]], ['2, k, 2', [-0.09652249, 0.5882589, 1.0]], ['2, k, 3', [-0.1018039, 0.7300547, 1.0]], ['2, k, 4', [-0.2618236, 0.4579738, 1.0]], ['2, k, 5', [-0.312231, 0.2189235, 1.0]], ['2, k, 6', [-0.3042687, 0.0181499, 1.0]], ['2, k, 7', [-0.2936822, -0.02094731, 1.0]], ['2, k, 8', [0.0567551, 0.4706917, 1.0]], ['2, k, 9', [0.1074382, 0.2206302, 1.0]], ['2, k, 10', [0.1558241, 0.02584079, 1.0]], ['2, k, 11', [0.158297, -0.03344721, 1.0]], ['2, k, 12', [-0.1672353, -0.009363709, 1.0]], ['2, k, 13', [-0.1792075, -0.2699801, 1.0]], ['2, k, 14', [-0.2115591, -0.5858693, 1.0]], ['2, k, 15', [-0.2171921, -0.6568721, 1.0]], ['2, k, 16', [-0.02960456, -0.006385841, 1.0]], ['2, k, 17', [-0.02779254, -0.2727632, 1.0]], ['2, k, 18', [-0.01324201, -0.5715768, 1.0]], ['2, k, 19', [-0.008678335, -0.6531171, 1.0]], ['2, k, 20', [-0.09705411, 0.5159838, 1.0]], ['2, k, 21', [-0.2888108, -0.08423217, 1.0]], ['2, k, 22', [-0.2607986, -0.02711934, 1.0]], ['2, k, 23', [0.1621206, -0.09996931, 1.0]], ['2, k, 24', [0.1753905, -0.03574343, 1.0]]]
[['2, k, 0', [-0.1001899, -0.008081152, 1.0]], ['2, k, 1', [-0.09857499, 0.2942236, 1.0]], ['2, k, 2', [-0.09670396, 0.5880116, 1.0]], ['2, k, 3', [-0.1021221, 0.7298441, 1.0]], ['2, k, 4', [-0.2621387, 0.4580392, 1.0]], ['2, k, 5', [-0.3123461, 0.2190377, 1.0]], ['2, k, 6', [-0.3040536, 0.01829134, 1.0]], ['2, k, 7', [-0.2970452, -0.01197655, 1.0]], ['2, k, 8', [0.05658473, 0.4709034, 1.0]], ['2, k, 9', [0.1146626, 0.2252862, 1.0]], ['2, k, 10', [0.173847, 0.03363314, 1.0]], ['2, k, 11', [0.186557, -0.02317189, 1.0]], ['2, k, 12', [-0.1677628, -0.009526743, 1.0]], ['2, k, 13', [-0.1799999, -0.271405, 1.0]], ['2, k, 14', [-0.2114957, -0.585577, 1.0]], ['2, k, 15', [-0.2163951, -0.6558667, 1.0]], ['2, k, 16', [-0.03020955, -0.006501616, 1.0]], ['2, k, 17', [-0.02774522, -0.2726848, 1.0]], ['2, k, 18', [-0.01323509, -0.5716221, 1.0]], ['2, k, 19', [-0.01074912, -0.6526216, 1.0]], ['2, k, 20', [-0.09726143, 0.5157553, 1.0]], ['2, k, 21', [-0.2899477, -0.0543308, 1.0]], ['2, k, 22', [-0.2686375, -0.004724157, 1.0]], ['2, k, 23', [0.1923797, -0.08500716, 1.0]], ['2, k, 24', [0.2025671, -0.03004388, 1.0]]]
[['2, k, 0', [-0.10133, -0.008216615, 1.0]], ['2, k, 1', [-0.099513, 0.2941602, 1.0]], ['2, k, 2', [-0.09742165, 0.5880326, 1.0]], ['2, k, 3', [-0.1027891, 0.7300683, 1.0]], ['2, k, 4', [-0.2623425, 0.4579812, 1.0]], ['2, k, 5', [-0.3124504, 0.2189883, 1.0]], ['2, k, 6', [-0.3041982, 0.01823228, 1.0]], ['2, k, 7', [-0.296369, -0.0122358, 1.0]], ['2, k, 8', [0.05642382, 0.4712414, 1.0]], ['2, k, 9', [0.126976, 0.2318057, 1.0]], ['2, k, 10', [0.2186198, 0.05382034, 1.0]], ['2, k, 11', [0.2192557, -0.008831045, 1.0]], ['2, k, 12', [-0.1688569, -0.009606626, 1.0]], ['2, k, 13', [-0.1798123, -0.2710533, 1.0]], ['2, k, 14', [-0.2113712, -0.5855343, 1.0]], ['2, k, 15', [-0.2158902, -0.655582, 1.0]], ['2, k, 16', [-0.03133178, -0.006677766, 1.0]], ['2, k, 17', [-0.02756186, -0.2721269, 1.0]], ['2, k, 18', [-0.01338162, -0.5710875, 1.0]], ['2, k, 19', [-0.01285455, -0.6503685, 1.0]], ['2, k, 20', [-0.0980276, 0.5157568, 1.0]], ['2, k, 21', [-0.2900352, -0.05434126, 1.0]], ['2, k, 22', [-0.2663483, -0.03129038, 1.0]], ['2, k, 23', [0.2308114, -0.07020427, 1.0]], ['2, k, 24', [0.2346506, -0.02703997, 1.0]]]
[['2, k, 0', [-0.1024435, -0.00840077, 1.0]], ['2, k, 1', [-0.100173, 0.2942024, 1.0]], ['2, k, 2', [-0.09778158, 0.5882252, 1.0]], ['2, k, 3', [-0.1032765, 0.7302589, 1.0]], ['2, k, 4', [-0.2600096, 0.456652, 1.0]], ['2, k, 5', [-0.3127919, 0.218653, 1.0]], ['2, k, 6', [-0.3063778, 0.01791823, 1.0]], ['2, k, 7', [-0.2959253, -0.01850822, 1.0]], ['2, k, 8', [0.05620818, 0.4714131, 1.0]], ['2, k, 9', [0.145278, 0.2441879, 1.0]], ['2, k, 10', [0.2375523, 0.06631209, 1.0]], ['2, k, 11', [0.2557957, 0.0123271, 1.0]], ['2, k, 12', [-0.1702933, -0.009780752, 1.0]], ['2, k, 13', [-0.1798041, -0.2710229, 1.0]], ['2, k, 14', [-0.2116459, -0.5850405, 1.0]], ['2, k, 15', [-0.2176192, -0.6557311, 1.0]], ['2, k, 16', [-0.03214516, -0.006853799, 1.0]], ['2, k, 17', [-0.02758268, -0.2717472, 1.0]], ['2, k, 18', [-0.01364123, -0.570581, 1.0]], ['2, k, 19', [-0.01114818, -0.648986, 1.0]], ['2, k, 20', [-0.09844433, 0.515916, 1.0]], ['2, k, 21', [-0.2899873, -0.07752988, 1.0]], ['2, k, 22', [-0.2599235, -0.04372016, 1.0]], ['2, k, 23', [0.2768281, -0.04955757, 1.0]], ['2, k, 24', [0.2738534, -0.02358727, 1.0]]]
[['2, k, 0', [-0.1028214, -0.008441848, 1.0]], ['2, k, 1', [-0.1007213, 0.2940823, 1.0]], ['2, k, 2', [-0.09845875, 0.5880457, 1.0]], ['2, k, 3', [-0.1037815, 0.7300964, 1.0]], ['2, k, 4', [-0.2602934, 0.4565567, 1.0]], ['2, k, 5', [-0.3134538, 0.2182725, 1.0]], ['2, k, 6', [-0.3064762, 0.01756804, 1.0]], ['2, k, 7', [-0.2935249, -0.0187929, 1.0]], ['2, k, 8', [0.05622515, 0.4720142, 1.0]], ['2, k, 9', [0.163771, 0.2562157, 1.0]], ['2, k, 10', [0.2814152, 0.09398775, 1.0]], ['2, k, 11', [0.2976166, 0.03503985, 1.0]], ['2, k, 12', [-0.1706568, -0.009816321, 1.0]], ['2, k, 13', [-0.1806773, -0.271245, 1.0]], ['2, k, 14', [-0.2111807, -0.5813491, 1.0]], ['2, k, 15', [-0.2188769, -0.6538613, 1.0]], ['2, k, 16', [-0.03252297, -0.006896293, 1.0]], ['2, k, 17', [-0.02761488, -0.2716165, 1.0]], ['2, k, 18', [-0.01370777, -0.5705985, 1.0]], ['2, k, 19', [-0.009923479, -0.6497692, 1.0]], ['2, k, 20', [-0.09909096, 0.5157507, 1.0]], ['2, k, 21', [-0.2895768, -0.07619365, 1.0]], ['2, k, 22', [-0.2631071, -0.01260296, 1.0]], ['2, k, 23', [0.3244731, -0.02050927, 1.0]], ['2, k, 24', [0.3164217, 0.01826274, 1.0]]]
[['2, k, 0', [-0.1038369, -0.00812068, 1.0]], ['2, k, 1', [-0.1015962, 0.2942215, 1.0]], ['2, k, 2', [-0.09916949, 0.5880638, 1.0]], ['2, k, 3', [-0.1038356, 0.7299698, 1.0]], ['2, k, 4', [-0.2609504, 0.4565914, 1.0]], ['2, k, 5', [-0.3154824, 0.2173398, 1.0]], ['2, k, 6', [-0.3091029, 0.01667271, 1.0]], ['2, k, 7', [-0.3001327, -0.008238162, 1.0]], ['2, k, 8', [0.0559322, 0.4748001, 1.0]], ['2, k, 9', [0.2117915, 0.2985345, 1.0]], ['2, k, 10', [0.3496571, 0.1536445, 1.0]], ['2, k, 11', [0.377625, 0.1046434, 1.0]], ['2, k, 12', [-0.1716024, -0.009565856, 1.0]], ['2, k, 13', [-0.1803568, -0.2704766, 1.0]], ['2, k, 14', [-0.2111001, -0.5813723, 1.0]], ['2, k, 15', [-0.2202502, -0.6536341, 1.0]], ['2, k, 16', [-0.03361262, -0.006489862, 1.0]], ['2, k, 17', [-0.02803133, -0.2708433, 1.0]], ['2, k, 18', [-0.01466896, -0.5753034, 1.0]], ['2, k, 19', [-0.007713956, -0.6516024, 1.0]], ['2, k, 20', [-0.09984183, 0.5157956, 1.0]], ['2, k, 21', [-0.2871233, -0.08269504, 1.0]], ['2, k, 22', [-0.2677116, -0.01355803, 1.0]], ['2, k, 23', [0.4151757, 0.04911697, 1.0]], ['2, k, 24', [0.3902478, 0.1029847, 1.0]]]
[['2, k, 0', [-0.1045714, -0.007953187, 1.0]], ['2, k, 1', [-0.102508, 0.2942739, 1.0]], ['2, k, 2', [-0.1002403, 0.5880103, 1.0]], ['2, k, 3', [-0.1038826, 0.7299589, 1.0]], ['2, k, 4', [-0.2615255, 0.4565182, 1.0]], ['2, k, 5', [-0.3165332, 0.2175888, 1.0]], ['2, k, 6', [-0.3093096, 0.01694146, 1.0]], ['2, k, 7', [-0.3003525, -0.008412001, 1.0]], ['2, k, 8', [0.05476123, 0.477949, 1.0]], ['2, k, 9', [0.2168765, 0.3152482, 1.0]], ['2, k, 10', [0.3807885, 0.2012901, 1.0]], ['2, k, 11', [0.4169539, 0.1457178, 1.0]], ['2, k, 12', [-0.1722493, -0.009423864, 1.0]], ['2, k, 13', [-0.1805728, -0.2696244, 1.0]], ['2, k, 14', [-0.2112311, -0.5815124, 1.0]], ['2, k, 15', [-0.2193848, -0.6535113, 1.0]], ['2, k, 16', [-0.03462685, -0.006245346, 1.0]], ['2, k, 17', [-0.02826529, -0.2707057, 1.0]], ['2, k, 18', [-0.01567389, -0.575776, 1.0]], ['2, k, 19', [-0.006816878, -0.6521756, 1.0]], ['2, k, 20', [-0.1008736, 0.5157692, 1.0]], ['2, k, 21', [-0.2864473, -0.08369518, 1.0]], ['2, k, 22', [-0.2669424, -0.002134531, 1.0]], ['2, k, 23', [0.4591918, 0.09551558, 1.0]], ['2, k, 24', [0.4226025, 0.1521419, 1.0]]]
[['2, k, 0', [-0.105254, -0.007779051, 1.0]], ['2, k, 1', [-0.1035612, 0.294526, 1.0]], ['2, k, 2', [-0.1017024, 0.588384, 1.0]], ['2, k, 3', [-0.1039281, 0.7298236, 1.0]], ['2, k, 4', [-0.2593173, 0.4557932, 1.0]], ['2, k, 5', [-0.3178324, 0.2176816, 1.0]], ['2, k, 6', [-0.3100244, 0.0170305, 1.0]], ['2, k, 7', [-0.2969737, -0.01952226, 1.0]], ['2, k, 8', [0.05384886, 0.4816855, 1.0]], ['2, k, 9', [0.2361502, 0.3439004, 1.0]], ['2, k, 10', [0.4070132, 0.2407343, 1.0]], ['2, k, 11', [0.4531543, 0.1944905, 1.0]], ['2, k, 12', [-0.1727892, -0.009211411, 1.0]], ['2, k, 13', [-0.1806303, -0.2696103, 1.0]], ['2, k, 14', [-0.2115597, -0.5807354, 1.0]], ['2, k, 15', [-0.2194755, -0.6533309, 1.0]], ['2, k, 16', [-0.03575796, -0.00603099, 1.0]], ['2, k, 17', [-0.02824298, -0.2702189, 1.0]], ['2, k, 18', [-0.01543391, -0.5750892, 1.0]], ['2, k, 19', [-0.006085892, -0.6496046, 1.0]], ['2, k, 20', [-0.1022305, 0.5161096, 1.0]], ['2, k, 21', [-0.2865556, -0.08495714, 1.0]], ['2, k, 22', [-0.2626329, -0.03216689, 1.0]], ['2, k, 23', [0.494181, 0.1495436, 1.0]], ['2, k, 24', [0.4593438, 0.2001584, 1.0]]]
