[['2, k, 0', [0.182673, -1.33903, 1.0]], ['2, k, 1', [0.193664, -1.07271, 1.0]], ['2, k, 2', [0.203827, -0.807372, 1.0]], ['2, k, 3', [0.20142, -0.663102, 1.0]], ['2, k, 4', [0.0211209, -0.866993, 1.0]], ['2, k, 5', [-0.109318, -0.98934, 1.0]], ['2, k, 6', [-0.0730098, -1.13867, 1.0]], ['2, k, 7', [-0.027754, -1.1354, 1.0]], ['2, k, 8', [0.385695, -0.876849, 1.0]], ['2, k, 9', [0.536011, -1.0129, 1.0]], ['2, k, 10', [0.461067, -1.13626, 1.0]], ['2, k, 11', [0.407991, -1.1391, 1.0]], ['2, k, 12', [0.0981491, -1.32416, 1.0]], ['2, k, 13', [0.0373763, -1.62617, 1.0]], ['2, k, 14', [0.215463, -1.974, 1.0]], ['2, k, 15', [0.264949, -1.91096, 1.0]], ['2, k, 16', [0.263745, -1.32862, 1.0]], ['2, k, 17', [0.311482, -1.63022, 1.0]], ['2, k, 18', [0.0711988, -1.95328, 1.0]], ['2, k, 19', [0.00642058, -1.87574, 1.0]], ['2, k, 20', [0.201431, -0.873742, 1.0]], ['2, k, 21', [-0.0121298, -1.16116, 1.0]], ['2, k, 22', [-0.00944593, -1.1146, 1.0]], ['2, k, 23', [0.368343, -1.19095, 1.0]], ['2, k, 24', [0.38062, -1.11459, 1.0]]]
[['2, k, 0', [0.182988, -1.33833, 1.0]], ['2, k, 1', [0.193655, -1.07247, 1.0]], ['2, k, 2', [0.203668, -0.807332, 1.0]], ['2, k, 3', [0.201592, -0.662895, 1.0]], ['2, k, 4', [0.0211574, -0.866964, 1.0]], ['2, k, 5', [-0.111994, -0.995374, 1.0]], ['2, k, 6', [-0.0258546, -1.13392, 1.0]], ['2, k, 7', [0.0247897, -1.17232, 1.0]], ['2, k, 8', [0.385719, -0.876729, 1.0]], ['2, k, 9', [0.532903, -1.01316, 1.0]], ['2, k, 10', [0.459906, -1.1428, 1.0]], ['2, k, 11', [0.406977, -1.13682, 1.0]], ['2, k, 12', [0.0984488, -1.32354, 1.0]], ['2, k, 13', [0.0463244, -1.57871, 1.0]], ['2, k, 14', [0.173397, -1.95735, 1.0]], ['2, k, 15', [0.198551, -1.92521, 1.0]], ['2, k, 16', [0.264073, -1.32786, 1.0]], ['2, k, 17', [0.152525, -1.57617, 1.0]], ['2, k, 18', [0.330339, -1.90337, 1.0]], ['2, k, 19', [0.365658, -1.91951, 1.0]], ['2, k, 20', [0.201313, -0.873666, 1.0]], ['2, k, 21', [0.0664473, -1.21792, 1.0]], ['2, k, 22', [0.0528441, -1.10951, 1.0]], ['2, k, 23', [0.37763, -1.18314, 1.0]], ['2, k, 24', [0.379323, -1.11393, 1.0]]]
[['2, k, 0', [0.182976, -1.33844, 1.0]], ['2, k, 1', [0.193593, -1.07262, 1.0]], ['2, k, 2', [0.203528, -0.807565, 1.0]], ['2, k, 3', [0.20166, -0.662909, 1.0]], ['2, k, 4', [0.0211667, -0.866966, 1.0]], ['2, k, 5', [-0.112995, -0.99751, 1.0]], ['2, k, 6', [-0.0239992, -1.13466, 1.0]], ['2, k, 7', [0.0269255, -1.17379, 1.0]], ['2, k, 8', [0.385654, -0.876862, 1.0]], ['2, k, 9', [0.534056, -1.0131, 1.0]], ['2, k, 10', [0.460274, -1.14745, 1.0]], ['2, k, 11', [0.411209, -1.1347, 1.0]], ['2, k, 12', [0.098443, -1.32364, 1.0]], ['2, k, 13', [0.050804, -1.56309, 1.0]], ['2, k, 14', [0.160656, -1.95219, 1.0]], ['2, k, 15', [0.177926, -1.92725, 1.0]], ['2, k, 16', [0.264056, -1.328, 1.0]], ['2, k, 17', [0.138723, -1.57443, 1.0]], ['2, k, 18', [0.316506, -1.89234, 1.0]], ['2, k, 19', [0.34429, -1.90138, 1.0]], ['2, k, 20', [0.201194, -0.873877, 1.0]], ['2, k, 21', [0.0688387, -1.2148, 1.0]], ['2, k, 22', [0.0563767, -1.10923, 1.0]], ['2, k, 23', [0.394252, -1.15517, 1.0]], ['2, k, 24', [0.376946, -1.10951, 1.0]]]
[['2, k, 0', [0.183108, -1.33826, 1.0]], ['2, k, 1', [0.194398, -1.07223, 1.0]], ['2, k, 2', [0.205633, -0.806902, 1.0]], ['2, k, 3', [0.202933, -0.662376, 1.0]], ['2, k, 4', [0.021253, -0.866921, 1.0]], ['2, k, 5', [-0.112234, -0.998046, 1.0]], ['2, k, 6', [-0.0207527, -1.13417, 1.0]], ['2, k, 7', [0.0327422, -1.17273, 1.0]], ['2, k, 8', [0.385948, -0.877149, 1.0]], ['2, k, 9', [0.532773, -1.01343, 1.0]], ['2, k, 10', [0.460487, -1.15096, 1.0]], ['2, k, 11', [0.410215, -1.14393, 1.0]], ['2, k, 12', [0.0985797, -1.32339, 1.0]], ['2, k, 13', [0.0515485, -1.55469, 1.0]], ['2, k, 14', [0.162712, -1.92531, 1.0]], ['2, k, 15', [0.173665, -1.91865, 1.0]], ['2, k, 16', [0.264252, -1.32782, 1.0]], ['2, k, 17', [0.142715, -1.5752, 1.0]], ['2, k, 18', [0.312003, -1.89202, 1.0]], ['2, k, 19', [0.337405, -1.90247, 1.0]], ['2, k, 20', [0.202911, -0.873286, 1.0]], ['2, k, 21', [0.0737004, -1.21578, 1.0]], ['2, k, 22', [0.0635217, -1.10925, 1.0]], ['2, k, 23', [0.383358, -1.19599, 1.0]], ['2, k, 24', [0.3887, -1.12222, 1.0]]]
[['2, k, 0', [0.183926, -1.33809, 1.0]], ['2, k, 1', [0.194673, -1.07221, 1.0]], ['2, k, 2', [0.205639, -0.806922, 1.0]], ['2, k, 3', [0.203381, -0.66214, 1.0]], ['2, k, 4', [0.0215686, -0.866753, 1.0]], ['2, k, 5', [-0.112327, -0.995893, 1.0]], ['2, k, 6', [-0.0174269, -1.13583, 1.0]], ['2, k, 7', [0.0373821, -1.17891, 1.0]], ['2, k, 8', [0.38742, -0.877076, 1.0]], ['2, k, 9', [0.531688, -1.0135, 1.0]], ['2, k, 10', [0.459908, -1.15704, 1.0]], ['2, k, 11', [0.414229, -1.1467, 1.0]], ['2, k, 12', [0.0994532, -1.32316, 1.0]], ['2, k, 13', [0.0762024, -1.5707, 1.0]], ['2, k, 14', [0.142693, -1.97638, 1.0]], ['2, k, 15', [0.156016, -1.97048, 1.0]], ['2, k, 16', [0.265034, -1.32771, 1.0]], ['2, k, 17', [0.148359, -1.5422, 1.0]], ['2, k, 18', [0.325068, -1.88246, 1.0]], ['2, k, 19', [0.35978, -1.89424, 1.0]], ['2, k, 20', [0.202945, -0.873303, 1.0]], ['2, k, 21', [0.0775325, -1.22348, 1.0]], ['2, k, 22', [0.0669923, -1.11306, 1.0]], ['2, k, 23', [0.371251, -1.25885, 1.0]], ['2, k, 24', [0.394701, -1.13234, 1.0]]]
[['2, k, 0', [0.184413, -1.33652, 1.0]], ['2, k, 1', [0.194876, -1.07171, 1.0]], ['2, k, 2', [0.205647, -0.806898, 1.0]], ['2, k, 3', [0.204946, -0.661328, 1.0]], ['2, k, 4', [0.0235105, -0.865956, 1.0]], ['2, k, 5', [-0.112421, -0.997285, 1.0]], ['2, k, 6', [-0.0179762, -1.13561, 1.0]], ['2, k, 7', [0.0380542, -1.17068, 1.0]], ['2, k, 8', [0.389405, -0.87724, 1.0]], ['2, k, 9', [0.529438, -1.00949, 1.0]], ['2, k, 10', [0.469873, -1.15655, 1.0]], ['2, k, 11', [0.421862, -1.14576, 1.0]], ['2, k, 12', [0.100024, -1.32108, 1.0]], ['2, k, 13', [0.0623002, -1.56085, 1.0]], ['2, k, 14', [0.154868, -1.95523, 1.0]], ['2, k, 15', [0.170397, -1.9368, 1.0]], ['2, k, 16', [0.26546, -1.32647, 1.0]], ['2, k, 17', [0.157556, -1.55878, 1.0]], ['2, k, 18', [0.312287, -1.89975, 1.0]], ['2, k, 19', [0.342711, -1.91565, 1.0]], ['2, k, 20', [0.202978, -0.873226, 1.0]], ['2, k, 21', [0.0736202, -1.22203, 1.0]], ['2, k, 22', [0.0696369, -1.11054, 1.0]], ['2, k, 23', [0.402152, -1.1671, 1.0]], ['2, k, 24', [0.404361, -1.12164, 1.0]]]
[['2, k, 0', [0.185972, -1.33597, 1.0]], ['2, k, 1', [0.196178, -1.07111, 1.0]], ['2, k, 2', [0.206825, -0.806303, 1.0]], ['2, k, 3', [0.207187, -0.660791, 1.0]], ['2, k, 4', [0.0258607, -0.864939, 1.0]], ['2, k, 5', [-0.113097, -0.997629, 1.0]], ['2, k, 6', [-0.016644, -1.13477, 1.0]], ['2, k, 7', [0.0402743, -1.16851, 1.0]], ['2, k, 8', [0.393776, -0.877613, 1.0]], ['2, k, 9', [0.52885, -1.01027, 1.0]], ['2, k, 10', [0.472565, -1.15773, 1.0]], ['2, k, 11', [0.424249, -1.14426, 1.0]], ['2, k, 12', [0.102554, -1.3199, 1.0]], ['2, k, 13', [0.0621202, -1.55464, 1.0]], ['2, k, 14', [0.154978, -1.93235, 1.0]], ['2, k, 15', [0.168577, -1.92848, 1.0]], ['2, k, 16', [0.266425, -1.32627, 1.0]], ['2, k, 17', [0.156789, -1.56557, 1.0]], ['2, k, 18', [0.365752, -1.85775, 1.0]], ['2, k, 19', [0.413245, -1.87307, 1.0]], ['2, k, 20', [0.204167, -0.872633, 1.0]], ['2, k, 21', [0.0738049, -1.22278, 1.0]], ['2, k, 22', [0.0687645, -1.11037, 1.0]], ['2, k, 23', [0.402762, -1.16752, 1.0]], ['2, k, 24', [0.416204, -1.12581, 1.0]]]
[['2, k, 0', [0.188469, -1.33308, 1.0]], ['2, k, 1', [0.198309, -1.06929, 1.0]], ['2, k, 2', [0.208356, -0.805525, 1.0]], ['2, k, 3', [0.209111, -0.661288, 1.0]], ['2, k, 4', [0.0288918, -0.865752, 1.0]], ['2, k, 5', [-0.113241, -0.996752, 1.0]], ['2, k, 6', [-0.0160853, -1.13401, 1.0]], ['2, k, 7', [0.0441186, -1.16831, 1.0]], ['2, k, 8', [0.396806, -0.877502, 1.0]], ['2, k, 9', [0.529241, -1.01174, 1.0]], ['2, k, 10', [0.474589, -1.1575, 1.0]], ['2, k, 11', [0.426503, -1.14581, 1.0]], ['2, k, 12', [0.104648, -1.31749, 1.0]], ['2, k, 13', [0.0503026, -1.55219, 1.0]], ['2, k, 14', [0.155826, -1.91136, 1.0]], ['2, k, 15', [0.171418, -1.90205, 1.0]], ['2, k, 16', [0.269376, -1.32281, 1.0]], ['2, k, 17', [0.138333, -1.56718, 1.0]], ['2, k, 18', [0.306408, -1.88225, 1.0]], ['2, k, 19', [0.33873, -1.89249, 1.0]], ['2, k, 20', [0.205857, -0.87161, 1.0]], ['2, k, 21', [0.0835574, -1.22246, 1.0]], ['2, k, 22', [0.072533, -1.1085, 1.0]], ['2, k, 23', [0.411361, -1.17223, 1.0]], ['2, k, 24', [0.417082, -1.12764, 1.0]]]
[['2, k, 0', [0.190872, -1.33366, 1.0]], ['2, k, 1', [0.200915, -1.06932, 1.0]], ['2, k, 2', [0.210898, -0.805265, 1.0]], ['2, k, 3', [0.211226, -0.661835, 1.0]], ['2, k, 4', [0.0323746, -0.865859, 1.0]], ['2, k, 5', [-0.111178, -0.992763, 1.0]], ['2, k, 6', [-0.0158654, -1.13269, 1.0]], ['2, k, 7', [0.0459278, -1.16544, 1.0]], ['2, k, 8', [0.39923, -0.877827, 1.0]], ['2, k, 9', [0.529573, -1.01351, 1.0]], ['2, k, 10', [0.476577, -1.15987, 1.0]], ['2, k, 11', [0.43245, -1.14541, 1.0]], ['2, k, 12', [0.107146, -1.31818, 1.0]], ['2, k, 13', [0.0874961, -1.56702, 1.0]], ['2, k, 14', [0.118759, -1.94771, 1.0]], ['2, k, 15', [0.128602, -1.95587, 1.0]], ['2, k, 16', [0.271458, -1.32341, 1.0]], ['2, k, 17', [0.14872, -1.56721, 1.0]], ['2, k, 18', [0.303031, -1.88882, 1.0]], ['2, k, 19', [0.336451, -1.90277, 1.0]], ['2, k, 20', [0.208455, -0.871395, 1.0]], ['2, k, 21', [0.0844953, -1.22123, 1.0]], ['2, k, 22', [0.0759962, -1.11355, 1.0]], ['2, k, 23', [0.418853, -1.16472, 1.0]], ['2, k, 24', [0.415582, -1.12134, 1.0]]]
[['2, k, 0', [0.197923, -1.33336, 1.0]], ['2, k, 1', [0.205658, -1.06871, 1.0]], ['2, k, 2', [0.213439, -0.804725, 1.0]], ['2, k, 3', [0.214221, -0.661333, 1.0]], ['2, k, 4', [0.0354397, -0.865448, 1.0]], ['2, k, 5', [-0.110711, -0.995027, 1.0]], ['2, k, 6', [-0.0148226, -1.13233, 1.0]], ['2, k, 7', [0.0450402, -1.15984, 1.0]], ['2, k, 8', [0.401475, -0.877529, 1.0]], ['2, k, 9', [0.530741, -1.0144, 1.0]], ['2, k, 10', [0.479012, -1.15542, 1.0]], ['2, k, 11', [0.43593, -1.14703, 1.0]], ['2, k, 12', [0.114679, -1.31745, 1.0]], ['2, k, 13', [0.0711152, -1.54618, 1.0]], ['2, k, 14', [0.13958, -1.9285, 1.0]], ['2, k, 15', [0.155915, -1.92643, 1.0]], ['2, k, 16', [0.277556, -1.32367, 1.0]], ['2, k, 17', [0.148041, -1.5671, 1.0]], ['2, k, 18', [0.299994, -1.88682, 1.0]], ['2, k, 19', [0.334249, -1.9002, 1.0]], ['2, k, 20', [0.211524, -0.870805, 1.0]], ['2, k, 21', [0.0784188, -1.21883, 1.0]], ['2, k, 22', [0.0740842, -1.11659, 1.0]], ['2, k, 23', [0.418588, -1.17113, 1.0]], ['2, k, 24', [0.427418, -1.12541, 1.0]]]
[['2, k, 0', [0.202793, -1.33328, 1.0]], ['2, k, 1', [0.210257, -1.06856, 1.0]], ['2, k, 2', [0.217391, -0.804625, 1.0]], ['2, k, 3', [0.217542, -0.660551, 1.0]], ['2, k, 4', [0.0386639, -0.86598, 1.0]], ['2, k, 5', [-0.111458, -0.994804, 1.0]], ['2, k, 6', [0.000739509, -1.13149, 1.0]], ['2, k, 7', [0.0626525, -1.16526, 1.0]], ['2, k, 8', [0.405419, -0.877244, 1.0]], ['2, k, 9', [0.531044, -1.01454, 1.0]], ['2, k, 10', [0.483309, -1.15205, 1.0]], ['2, k, 11', [0.440811, -1.1448, 1.0]], ['2, k, 12', [0.119817, -1.31656, 1.0]], ['2, k, 13', [0.0681531, -1.54808, 1.0]], ['2, k, 14', [0.138304, -1.92231, 1.0]], ['2, k, 15', [0.156644, -1.91872, 1.0]], ['2, k, 16', [0.282202, -1.32447, 1.0]], ['2, k, 17', [0.148034, -1.56689, 1.0]], ['2, k, 18', [0.298553, -1.88557, 1.0]], ['2, k, 19', [0.334002, -1.89798, 1.0]], ['2, k, 20', [0.215683, -0.870679, 1.0]], ['2, k, 21', [0.094634, -1.22167, 1.0]], ['2, k, 22', [0.0910933, -1.11467, 1.0]], ['2, k, 23', [0.424943, -1.15452, 1.0]], ['2, k, 24', [0.431404, -1.12589, 1.0]]]
