[[0, 0.2481728, 0.06363725, 2.873983, 1], [1, 0.2489688, 0.384014, 2.826377, 1], [2, 0.2497455, 0.6927491, 2.758999, 1], [3, 0.2587201, 0.8332692, 2.766415, 1], [4, 0.07341742, 0.5749944, 2.804618, 1], [5, 0.02055779, 0.3298232, 2.882482, 1], [6, 0.02546259, 0.1232385, 2.903331, 1], [7, 0.02685585, 0.05809869, 2.939075, 1], [8, 0.4171848, 0.5580739, 2.750386, 1], [9, 0.48226, 0.3240222, 2.851621, 1], [10, 0.4864646, 0.1241836, 2.900879, 1], [11, 0.4752295, 0.1272112, 2.921619, 1], [12, 0.1660197, 0.06398968, 2.848365, 1], [13, 0.1444732, -0.2584494, 2.92928, 1], [14, 0.1253652, -0.5746844, 2.961454, 1], [15, 0.1015347, -0.6361938, 2.890388, 1], [16, 0.3239582, 0.06144349, 2.825924, 1], [17, 0.3772011, -0.2558443, 2.901369, 1], [18, 0.4017597, -0.5798677, 2.948189, 1], [19, 0.4052358, -0.6411948, 2.878853, 1], [20, 0.2495147, 0.6169411, 2.778438, 1], [21, 0.03126477, -0.01894673, 2.983588, 1], [22, 0.05274466, 0.04648328, 2.894813, 1], [23, 0.4890479, 0.066569, 2.952736, 1], [24, 0.4605458, 0.1136899, 2.89125, 1]]
[[0, 0.2480641, 0.06377401, 2.87419, 1], [1, 0.2488296, 0.383966, 2.825837, 1], [2, 0.2494683, 0.692704, 2.758347, 1], [3, 0.2598594, 0.8332041, 2.763824, 1], [4, 0.07465383, 0.5741915, 2.799873, 1], [5, 0.02003434, 0.3322192, 2.882738, 1], [6, 0.02643324, 0.1260467, 2.905848, 1], [7, 0.03171911, 0.08034787, 2.930479, 1], [8, 0.4175344, 0.5584227, 2.750538, 1], [9, 0.4837254, 0.3302018, 2.859703, 1], [10, 0.4878188, 0.1289732, 2.904401, 1], [11, 0.4753269, 0.03873105, 2.933923, 1], [12, 0.1657817, 0.06422997, 2.848496, 1], [13, 0.1448124, -0.2573779, 2.928589, 1], [14, 0.1254311, -0.5747523, 2.961448, 1], [15, 0.1016256, -0.6361446, 2.890299, 1], [16, 0.3239483, 0.06152448, 2.82621, 1], [17, 0.3777218, -0.25963, 2.902998, 1], [18, 0.4008133, -0.5806951, 2.949065, 1], [19, 0.405018, -0.6414971, 2.878681, 1], [20, 0.2492944, 0.61689, 2.777744, 1], [21, 0.04882614, 0.0009959827, 2.957253, 1], [22, 0.06504303, 0.07203005, 2.872, 1], [23, 0.489149, -0.02159295, 2.965022, 1], [24, 0.4606549, 0.02592777, 2.903532, 1]]
[[0, 0.2483961, 0.06421763, 2.874234, 1], [1, 0.2488781, 0.3843011, 2.824903, 1], [2, 0.2488978, 0.6931329, 2.757253, 1], [3, 0.2612603, 0.8323795, 2.760936, 1], [4, 0.07513493, 0.5750195, 2.796727, 1], [5, 0.02000975, 0.3324397, 2.8828, 1], [6, 0.02766978, 0.1266568, 2.907845, 1], [7, 0.03256752, 0.08357795, 2.930824, 1], [8, 0.4176333, 0.5587837, 2.750657, 1], [9, 0.4844348, 0.33535, 2.863136, 1], [10, 0.4884281, 0.135197, 2.911525, 1], [11, 0.4754965, 0.04497496, 2.940917, 1], [12, 0.1659897, 0.06461919, 2.848362, 1], [13, 0.1449989, -0.2568985, 2.927845, 1], [14, 0.1253964, -0.5747757, 2.961354, 1], [15, 0.1013115, -0.6365636, 2.890128, 1], [16, 0.3244703, 0.06209135, 2.826445, 1], [17, 0.3758411, -0.2532237, 2.90164, 1], [18, 0.4005829, -0.5800669, 2.949094, 1], [19, 0.4055583, -0.6418461, 2.877394, 1], [20, 0.2489271, 0.6172929, 2.776642, 1], [21, 0.05036735, 0.005034128, 2.967587, 1], [22, 0.06698439, 0.08182176, 2.871, 1], [23, 0.4894825, -0.01586794, 2.972521, 1], [24, 0.4608206, 0.03171544, 2.910065, 1]]
[[0, 0.2483246, 0.06431699, 2.874433, 1], [1, 0.2489767, 0.3841125, 2.824466, 1], [2, 0.2492101, 0.6926854, 2.756469, 1], [3, 0.2618339, 0.8323217, 2.75998, 1], [4, 0.07550485, 0.5748919, 2.79424, 1], [5, 0.01919881, 0.3364526, 2.881326, 1], [6, 0.02863481, 0.1311023, 2.909861, 1], [7, 0.03109786, 0.07817747, 2.936914, 1], [8, 0.4182233, 0.5595263, 2.751464, 1], [9, 0.4847018, 0.3383576, 2.867872, 1], [10, 0.4886324, 0.1373967, 2.913604, 1], [11, 0.4735083, 0.08566093, 2.874677, 1], [12, 0.1658721, 0.06465781, 2.848384, 1], [13, 0.1439801, -0.2582015, 2.928035, 1], [14, 0.1254201, -0.5749294, 2.961474, 1], [15, 0.101411, -0.6366817, 2.890156, 1], [16, 0.3244971, 0.06232885, 2.826992, 1], [17, 0.3756427, -0.2524114, 2.901841, 1], [18, 0.4003714, -0.5794322, 2.949354, 1], [19, 0.4044679, -0.6409709, 2.876985, 1], [20, 0.2492115, 0.6169023, 2.775894, 1], [21, 0.04725258, -0.008364028, 2.985125, 1], [22, 0.06416763, 0.05168445, 2.864583, 1], [23, 0.4873049, 0.02515786, 2.905789, 1], [24, 0.4587753, 0.07246491, 2.844304, 1]]
[[0, 0.2482438, 0.06450167, 2.874561, 1], [1, 0.2487338, 0.384133, 2.824023, 1], [2, 0.248633, 0.6926454, 2.755826, 1], [3, 0.2621259, 0.832055, 2.759475, 1], [4, 0.07601163, 0.57469, 2.791952, 1], [5, 0.01895828, 0.338002, 2.879155, 1], [6, 0.02898017, 0.1319822, 2.909707, 1], [7, 0.03431341, 0.0783443, 2.925566, 1], [8, 0.4183324, 0.5599977, 2.751978, 1], [9, 0.4846021, 0.3407391, 2.868662, 1], [10, 0.4882145, 0.1398694, 2.91477, 1], [11, 0.475051, 0.04977232, 2.944439, 1], [12, 0.1656161, 0.06490608, 2.848328, 1], [13, 0.1433178, -0.2523861, 2.925584, 1], [14, 0.1253004, -0.5742996, 2.961458, 1], [15, 0.1017473, -0.6363268, 2.89041, 1], [16, 0.3245519, 0.06254557, 2.827345, 1], [17, 0.37545, -0.254455, 2.903481, 1], [18, 0.4004318, -0.5794969, 2.94925, 1], [19, 0.405104, -0.641287, 2.87722, 1], [20, 0.2487455, 0.616879, 2.775278, 1], [21, 0.04712795, -0.00820849, 2.978868, 1], [22, 0.06700661, 0.05159628, 2.848692, 1], [23, 0.4888801, -0.01058952, 2.975538, 1], [24, 0.4603948, 0.03688128, 2.914046, 1]]
[[0, 0.2483414, 0.06472609, 2.87494, 1], [1, 0.24869, 0.3841008, 2.823992, 1], [2, 0.2482573, 0.6924361, 2.755795, 1], [3, 0.2625184, 0.8319992, 2.759287, 1], [4, 0.07575472, 0.5746511, 2.790562, 1], [5, 0.01774742, 0.3397619, 2.875257, 1], [6, 0.02916362, 0.1328268, 2.907648, 1], [7, 0.03443851, 0.07244479, 2.917166, 1], [8, 0.4191777, 0.5608829, 2.7535, 1], [9, 0.4845566, 0.3409395, 2.868874, 1], [10, 0.4876198, 0.1396392, 2.913556, 1], [11, 0.4744278, 0.04955278, 2.943249, 1], [12, 0.1655819, 0.06499632, 2.848529, 1], [13, 0.1437087, -0.2500143, 2.924058, 1], [14, 0.1253416, -0.5743349, 2.961748, 1], [15, 0.1013744, -0.6359645, 2.890903, 1], [16, 0.3248467, 0.06292767, 2.827864, 1], [17, 0.3763728, -0.2561949, 2.905185, 1], [18, 0.4001986, -0.5781044, 2.949594, 1], [19, 0.4051358, -0.6402484, 2.878633, 1], [20, 0.2484999, 0.6167317, 2.775229, 1], [21, 0.04055566, -0.01026518, 2.974587, 1], [22, 0.07489339, 0.04634523, 2.8163, 1], [23, 0.4882585, -0.01080847, 2.974348, 1], [24, 0.4603105, 0.03685164, 2.913884, 1]]
[[0, 0.2484099, 0.06475375, 2.874884, 1], [1, 0.248583, 0.3841079, 2.823923, 1], [2, 0.2473642, 0.6926376, 2.756312, 1], [3, 0.2630493, 0.8319913, 2.759397, 1], [4, 0.07623313, 0.5742798, 2.788166, 1], [5, 0.01754297, 0.3371693, 2.866167, 1], [6, 0.0291151, 0.1316992, 2.892106, 1], [7, 0.02615797, 0.05494676, 2.915097, 1], [8, 0.4195585, 0.561181, 2.754378, 1], [9, 0.4843906, 0.3419311, 2.868021, 1], [10, 0.4868319, 0.1403237, 2.911696, 1], [11, 0.473609, 0.05024961, 2.941411, 1], [12, 0.1655862, 0.06492822, 2.848223, 1], [13, 0.1439404, -0.2486916, 2.923563, 1], [14, 0.125293, -0.574181, 2.961841, 1], [15, 0.1012845, -0.635775, 2.89122, 1], [16, 0.3250603, 0.06307086, 2.827911, 1], [17, 0.3771738, -0.2597321, 2.908135, 1], [18, 0.4002132, -0.5792679, 2.949245, 1], [19, 0.4051194, -0.6414353, 2.878675, 1], [20, 0.24793, 0.6168494, 2.775473, 1], [21, 0.03461461, -0.01944815, 2.963133, 1], [22, 0.05433112, 0.04387178, 2.864133, 1], [23, 0.4874415, -0.01011442, 2.97251, 1], [24, 0.4599092, 0.03704127, 2.913021, 1]]
[[0, 0.2484204, 0.06477016, 2.874775, 1], [1, 0.2486264, 0.3840477, 2.823835, 1], [2, 0.2474983, 0.6925405, 2.756542, 1], [3, 0.2640527, 0.8315972, 2.759839, 1], [4, 0.07595199, 0.5730983, 2.786453, 1], [5, 0.01784581, 0.3295593, 2.847528, 1], [6, 0.03079008, 0.09672365, 2.857999, 1], [7, 0.02462291, 0.0290847, 2.888763, 1], [8, 0.4206834, 0.5613511, 2.756342, 1], [9, 0.4844535, 0.3428262, 2.866963, 1], [10, 0.4867771, 0.1414267, 2.911398, 1], [11, 0.4735372, 0.05136017, 2.941128, 1], [12, 0.1655321, 0.06482738, 2.847246, 1], [13, 0.1439196, -0.2487987, 2.923413, 1], [14, 0.1253091, -0.5741729, 2.961831, 1], [15, 0.100512, -0.6360218, 2.892463, 1], [16, 0.3250879, 0.06312921, 2.828001, 1], [17, 0.3775609, -0.2607936, 2.908266, 1], [18, 0.4004196, -0.579153, 2.949106, 1], [19, 0.4053404, -0.641455, 2.878008, 1], [20, 0.2480109, 0.6167812, 2.77557, 1], [21, 0.01338007, -0.05456129, 2.934475, 1], [22, 0.06455444, 0.01893823, 2.837857, 1], [23, 0.4873698, -0.009007853, 2.972227, 1], [24, 0.4597946, 0.03750368, 2.912727, 1]]
[[0, 0.2491465, 0.06448731, 2.874311, 1], [1, 0.2487398, 0.3839498, 2.823922, 1], [2, 0.2472079, 0.692596, 2.758832, 1], [3, 0.2654055, 0.8317966, 2.761302, 1], [4, 0.07619832, 0.5721493, 2.785722, 1], [5, 0.0170257, 0.3252672, 2.830941, 1], [6, 0.0269396, 0.08902638, 2.83913, 1], [7, 0.02150428, 0.03681364, 2.845213, 1], [8, 0.4216949, 0.5619859, 2.759065, 1], [9, 0.4846558, 0.3428621, 2.866869, 1], [10, 0.4866171, 0.1410371, 2.909821, 1], [11, 0.4733475, 0.05097648, 2.939569, 1], [12, 0.1661513, 0.0644135, 2.846609, 1], [13, 0.1433027, -0.2595222, 2.925964, 1], [14, 0.1249384, -0.5767659, 2.960783, 1], [15, 0.1008917, -0.6378808, 2.890082, 1], [16, 0.3258905, 0.06295765, 2.827718, 1], [17, 0.3780735, -0.2627389, 2.909243, 1], [18, 0.4004569, -0.579112, 2.94903, 1], [19, 0.4046693, -0.6407014, 2.878772, 1], [20, 0.2479172, 0.6167408, 2.776983, 1], [21, 0.007537524, -0.0537091, 2.879186, 1], [22, 0.06895613, 0.02808676, 2.82415, 1], [23, 0.4871799, -0.009390416, 2.970669, 1], [24, 0.4594952, 0.03751532, 2.911473, 1]]
[[0, 0.249754, 0.06430672, 2.873705, 1], [1, 0.248961, 0.3838712, 2.824036, 1], [2, 0.2475326, 0.6927404, 2.760991, 1], [3, 0.2659857, 0.8320639, 2.762662, 1], [4, 0.07708277, 0.5712151, 2.784133, 1], [5, 0.01677904, 0.3248575, 2.800384, 1], [6, 0.009388961, 0.08724038, 2.777901, 1], [7, -0.009573316, 0.02124229, 2.786553, 1], [8, 0.422363, 0.561982, 2.760617, 1], [9, 0.4848777, 0.3427554, 2.866774, 1], [10, 0.4871506, 0.1402762, 2.907307, 1], [11, 0.4738533, 0.05022844, 2.937083, 1], [12, 0.1667779, 0.06410182, 2.845345, 1], [13, 0.1442574, -0.2581391, 2.925012, 1], [14, 0.1249851, -0.5768355, 2.960542, 1], [15, 0.1007781, -0.6379675, 2.8895, 1], [16, 0.3264657, 0.06285471, 2.827549, 1], [17, 0.3781738, -0.2637961, 2.909209, 1], [18, 0.3998767, -0.5820108, 2.948617, 1], [19, 0.4060728, -0.6433132, 2.878327, 1], [20, 0.2482332, 0.6167906, 2.778459, 1], [21, -0.017609, -0.05619378, 2.812157, 1], [22, 0.03392357, 0.01868119, 2.797111, 1], [23, 0.4876826, -0.01013615, 2.968183, 1], [24, 0.4595051, 0.03722411, 2.908656, 1]]
[[0, 0.2497742, 0.06429374, 2.873204, 1], [1, 0.2489664, 0.3838716, 2.82421, 1], [2, 0.2474047, 0.6931114, 2.763931, 1], [3, 0.2670059, 0.8326051, 2.764694, 1], [4, 0.07743143, 0.5710014, 2.783904, 1], [5, 0.01899355, 0.329158, 2.761914, 1], [6, -0.005492025, 0.1006191, 2.719303, 1], [7, -0.02816137, 0.03747988, 2.700527, 1], [8, 0.4232609, 0.5623781, 2.7624, 1], [9, 0.4860939, 0.3418562, 2.867637, 1], [10, 0.4867648, 0.1390692, 2.907098, 1], [11, 0.4734552, 0.04902472, 2.936878, 1], [12, 0.1666922, 0.06405497, 2.844591, 1], [13, 0.1441663, -0.2563443, 2.923268, 1], [14, 0.1260564, -0.5721152, 2.962035, 1], [15, 0.1015883, -0.637705, 2.89026, 1], [16, 0.3265304, 0.06286328, 2.827305, 1], [17, 0.3782644, -0.2649798, 2.909178, 1], [18, 0.4004003, -0.5826312, 2.94818, 1], [19, 0.4061611, -0.6432834, 2.878313, 1], [20, 0.2481273, 0.6170456, 2.780605, 1], [21, -0.04661721, -0.03906848, 2.707585, 1], [22, 0.01280695, -0.001569722, 2.719333, 1], [23, 0.4872857, -0.01133562, 2.967977, 1], [24, 0.4592293, 0.03638631, 2.908521, 1]]
