[[0, -0.127501, -0.786203, 3.45004, 1.0], [1, -0.130265, -0.468789, 3.47575, 1.0], [2, -0.132469, -0.155707, 3.48744, 1.0], [3, -0.135813, -0.01861, 3.53803, 1.0], [4, -0.302739, -0.267502, 3.42839, 1.0], [5, -0.404131, -0.43499, 3.30415, 1.0], [6, -0.474304, -0.576644, 3.15481, 1.0], [7, -0.49313, -0.61616, 3.10699, 1.0], [8, 0.0453189, -0.289346, 3.43444, 1.0], [9, 0.149104, -0.437685, 3.33954, 1.0], [10, 0.172344, -0.566362, 3.14919, 1.0], [11, 0.173865, -0.605633, 3.09743, 1.0], [12, -0.205259, -0.772795, 3.40798, 1.0], [13, -0.311135, -1.06706, 3.2849, 1.0], [14, -0.267671, -1.14568, 3.38079, 1.0], [15, -0.294454, -1.22421, 3.37353, 1.0], [16, -0.0470025, -0.782687, 3.41785, 1.0], [17, -0.0131791, -1.02941, 3.1681, 1.0], [18, -0.035217, -1.15359, 3.38478, 1.0], [19, -0.0179375, -1.23349, 3.38269, 1.0], [20, -0.132018, -0.233461, 3.48706, 1.0], [21, -0.50342, -0.64341, 3.07247, 1.0], [22, -0.448137, -0.633776, 3.07289, 1.0], [23, 0.186951, -0.629426, 3.06409, 1.0], [24, 0.21102, -0.605546, 3.0687, 1.0]]
[[0, -0.125292, -0.766046, 3.44581, 1.0], [1, -0.130031, -0.463822, 3.47363, 1.0], [2, -0.132534, -0.155683, 3.48652, 1.0], [3, -0.135832, -0.0184578, 3.53606, 1.0], [4, -0.302718, -0.267307, 3.42756, 1.0], [5, -0.404997, -0.44594, 3.30637, 1.0], [6, -0.475698, -0.600419, 3.169, 1.0], [7, -0.488392, -0.644726, 3.1386, 1.0], [8, 0.0453446, -0.289317, 3.4336, 1.0], [9, 0.14842, -0.443335, 3.34344, 1.0], [10, 0.174893, -0.590327, 3.16699, 1.0], [11, 0.176946, -0.632576, 3.12907, 1.0], [12, -0.202987, -0.752069, 3.40545, 1.0], [13, -0.305033, -1.06378, 3.29267, 1.0], [14, -0.267561, -1.14554, 3.38027, 1.0], [15, -0.29418, -1.22437, 3.37412, 1.0], [16, -0.0449267, -0.76364, 3.41296, 1.0], [17, -0.0243379, -1.05228, 3.19973, 1.0], [18, -0.0352246, -1.15258, 3.3837, 1.0], [19, -0.0178028, -1.23294, 3.38198, 1.0], [20, -0.132095, -0.233111, 3.48592, 1.0], [21, -0.499905, -0.675403, 3.10711, 1.0], [22, -0.432441, -0.66473, 3.10386, 1.0], [23, 0.191653, -0.660663, 3.09794, 1.0], [24, 0.208686, -0.621708, 3.10182, 1.0]]
[[0, -0.14507, -0.741695, 3.38641, 1.0], [1, -0.138305, -0.4506, 3.44998, 1.0], [2, -0.132958, -0.155529, 3.48569, 1.0], [3, -0.136626, -0.0182665, 3.52877, 1.0], [4, -0.30492, -0.267955, 3.42612, 1.0], [5, -0.401877, -0.45369, 3.31534, 1.0], [6, -0.472875, -0.617487, 3.20164, 1.0], [7, -0.488658, -0.670079, 3.16729, 1.0], [8, 0.0447066, -0.288302, 3.43366, 1.0], [9, 0.143824, -0.45193, 3.35174, 1.0], [10, 0.177375, -0.596953, 3.19425, 1.0], [11, 0.174234, -0.654467, 3.15303, 1.0], [12, -0.222698, -0.730878, 3.34617, 1.0], [13, -0.262017, -1.06302, 3.34987, 1.0], [14, -0.286751, -1.32124, 3.42043, 1.0], [15, -0.280495, -1.18542, 3.36226, 1.0], [16, -0.0643376, -0.736631, 3.35413, 1.0], [17, -0.0250819, -1.07082, 3.34366, 1.0], [18, -0.0181975, -1.33234, 3.40718, 1.0], [19, -0.0260835, -1.19035, 3.36564, 1.0], [20, -0.1336, -0.231483, 3.48282, 1.0], [21, -0.507849, -0.706695, 3.13945, 1.0], [22, -0.448965, -0.694178, 3.13842, 1.0], [23, 0.15916, -0.68775, 3.13505, 1.0], [24, 0.209653, -0.645823, 3.11714, 1.0]]
[[0, -0.144852, -0.741425, 3.38561, 1.0], [1, -0.138187, -0.448808, 3.44624, 1.0], [2, -0.132959, -0.155049, 3.48414, 1.0], [3, -0.136571, -0.0181321, 3.52814, 1.0], [4, -0.306761, -0.269299, 3.42358, 1.0], [5, -0.399707, -0.461333, 3.32465, 1.0], [6, -0.473049, -0.635039, 3.22081, 1.0], [7, -0.487045, -0.691262, 3.19603, 1.0], [8, 0.0446569, -0.288183, 3.43335, 1.0], [9, 0.147642, -0.460174, 3.35828, 1.0], [10, 0.172901, -0.616395, 3.22284, 1.0], [11, 0.171068, -0.668863, 3.17949, 1.0], [12, -0.222383, -0.730582, 3.34516, 1.0], [13, -0.260879, -1.0636, 3.35019, 1.0], [14, -0.289071, -1.33558, 3.42394, 1.0], [15, -0.279573, -1.19198, 3.36396, 1.0], [16, -0.0641506, -0.736413, 3.35374, 1.0], [17, -0.0263707, -1.07166, 3.34381, 1.0], [18, -0.0179208, -1.34693, 3.41125, 1.0], [19, -0.0241988, -1.20097, 3.36632, 1.0], [20, -0.133792, -0.229683, 3.47905, 1.0], [21, -0.511549, -0.730152, 3.17746, 1.0], [22, -0.426493, -0.710485, 3.16814, 1.0], [23, 0.162951, -0.701079, 3.15292, 1.0], [24, 0.200783, -0.649778, 3.14783, 1.0]]
[[0, -0.144556, -0.741264, 3.38527, 1.0], [1, -0.138285, -0.448048, 3.44372, 1.0], [2, -0.133654, -0.154906, 3.48086, 1.0], [3, -0.136408, -0.0179505, 3.52713, 1.0], [4, -0.307648, -0.269945, 3.42263, 1.0], [5, -0.399708, -0.465312, 3.3315, 1.0], [6, -0.472427, -0.642001, 3.24091, 1.0], [7, -0.487229, -0.701827, 3.22072, 1.0], [8, 0.0441457, -0.287512, 3.43282, 1.0], [9, 0.147785, -0.463861, 3.36373, 1.0], [10, 0.175559, -0.618216, 3.23398, 1.0], [11, 0.175794, -0.680548, 3.19931, 1.0], [12, -0.222162, -0.730507, 3.34483, 1.0], [13, -0.254758, -1.06499, 3.34873, 1.0], [14, -0.29137, -1.34514, 3.42232, 1.0], [15, -0.280504, -1.20116, 3.3659, 1.0], [16, -0.063748, -0.736192, 3.35373, 1.0], [17, -0.0270096, -1.07221, 3.34345, 1.0], [18, -0.0173756, -1.3558, 3.41319, 1.0], [19, -0.0237542, -1.21015, 3.36718, 1.0], [20, -0.134576, -0.228841, 3.47492, 1.0], [21, -0.502147, -0.74086, 3.2023, 1.0], [22, -0.446673, -0.724856, 3.191, 1.0], [23, 0.18833, -0.713316, 3.16947, 1.0], [24, 0.213233, -0.678184, 3.15989, 1.0]]
[[0, -0.14427, -0.741196, 3.38515, 1.0], [1, -0.138216, -0.447521, 3.44253, 1.0], [2, -0.133742, -0.154495, 3.47961, 1.0], [3, -0.13628, -0.0176495, 3.52533, 1.0], [4, -0.308028, -0.27042, 3.42201, 1.0], [5, -0.398667, -0.469565, 3.33908, 1.0], [6, -0.470243, -0.646362, 3.26211, 1.0], [7, -0.483719, -0.711502, 3.23911, 1.0], [8, 0.0438893, -0.286583, 3.43408, 1.0], [9, 0.1523, -0.468926, 3.37165, 1.0], [10, 0.178921, -0.623102, 3.24638, 1.0], [11, 0.178699, -0.688228, 3.21678, 1.0], [12, -0.221906, -0.730533, 3.34444, 1.0], [13, -0.258516, -1.06448, 3.35198, 1.0], [14, -0.29276, -1.35059, 3.42696, 1.0], [15, -0.280715, -1.20735, 3.36784, 1.0], [16, -0.0631955, -0.736006, 3.35449, 1.0], [17, -0.0273322, -1.07266, 3.34286, 1.0], [18, -0.0157197, -1.36151, 3.41493, 1.0], [19, -0.0235207, -1.21616, 3.36809, 1.0], [20, -0.134689, -0.22813, 3.47334, 1.0], [21, -0.497131, -0.750294, 3.21648, 1.0], [22, -0.438507, -0.735254, 3.22163, 1.0], [23, 0.185465, -0.72778, 3.19517, 1.0], [24, 0.208787, -0.675055, 3.18505, 1.0]]
[[0, -0.143655, -0.74096, 3.38526, 1.0], [1, -0.137048, -0.446947, 3.44125, 1.0], [2, -0.131393, -0.154246, 3.47751, 1.0], [3, -0.135742, -0.0177159, 3.52372, 1.0], [4, -0.30843, -0.271266, 3.41999, 1.0], [5, -0.398681, -0.475821, 3.34309, 1.0], [6, -0.469987, -0.649967, 3.26409, 1.0], [7, -0.484714, -0.714465, 3.24879, 1.0], [8, 0.0440844, -0.286196, 3.43446, 1.0], [9, 0.152002, -0.472379, 3.3752, 1.0], [10, 0.180137, -0.626254, 3.25176, 1.0], [11, 0.177195, -0.69326, 3.22576, 1.0], [12, -0.221442, -0.730435, 3.34417, 1.0], [13, -0.258663, -1.06463, 3.35123, 1.0], [14, -0.29319, -1.35431, 3.42842, 1.0], [15, -0.281231, -1.2112, 3.36931, 1.0], [16, -0.0623403, -0.73558, 3.35544, 1.0], [17, -0.0281722, -1.07279, 3.34224, 1.0], [18, -0.0153591, -1.36555, 3.41526, 1.0], [19, -0.023562, -1.22034, 3.3685, 1.0], [20, -0.132683, -0.227566, 3.4713, 1.0], [21, -0.506023, -0.755082, 3.23471, 1.0], [22, -0.440384, -0.740972, 3.2275, 1.0], [23, 0.181089, -0.729522, 3.20618, 1.0], [24, 0.213222, -0.68139, 3.18833, 1.0]]
[[0, -0.143478, -0.740947, 3.38535, 1.0], [1, -0.136852, -0.446988, 3.44066, 1.0], [2, -0.130915, -0.154793, 3.47649, 1.0], [3, -0.135156, -0.0177917, 3.52225, 1.0], [4, -0.308443, -0.272255, 3.41796, 1.0], [5, -0.398206, -0.477041, 3.34383, 1.0], [6, -0.470171, -0.650829, 3.26525, 1.0], [7, -0.48505, -0.714812, 3.24794, 1.0], [8, 0.0447406, -0.284138, 3.43618, 1.0], [9, 0.152622, -0.474565, 3.37847, 1.0], [10, 0.180997, -0.62706, 3.25467, 1.0], [11, 0.180055, -0.694587, 3.22644, 1.0], [12, -0.221306, -0.730594, 3.34396, 1.0], [13, -0.259093, -1.0648, 3.35128, 1.0], [14, -0.293847, -1.35677, 3.43111, 1.0], [15, -0.281515, -1.21415, 3.37042, 1.0], [16, -0.0620627, -0.735272, 3.35644, 1.0], [17, -0.0288176, -1.07283, 3.34157, 1.0], [18, -0.0139135, -1.36839, 3.41537, 1.0], [19, -0.0233332, -1.2233, 3.36941, 1.0], [20, -0.132315, -0.227871, 3.47034, 1.0], [21, -0.503303, -0.754396, 3.23338, 1.0], [22, -0.441797, -0.739158, 3.22397, 1.0], [23, 0.186032, -0.729552, 3.2093, 1.0], [24, 0.109511, -0.715014, 3.2055, 1.0]]
[[0, -0.143398, -0.740841, 3.38574, 1.0], [1, -0.13673, -0.446858, 3.44059, 1.0], [2, -0.130463, -0.154695, 3.47669, 1.0], [3, -0.134681, -0.0176914, 3.52236, 1.0], [4, -0.308447, -0.272244, 3.41785, 1.0], [5, -0.397651, -0.477271, 3.34399, 1.0], [6, -0.470037, -0.650241, 3.26473, 1.0], [7, -0.482226, -0.712835, 3.23505, 1.0], [8, 0.045029, -0.284162, 3.4365, 1.0], [9, 0.153898, -0.474377, 3.38018, 1.0], [10, 0.181168, -0.626895, 3.25892, 1.0], [11, 0.177858, -0.690286, 3.22263, 1.0], [12, -0.221292, -0.730555, 3.34386, 1.0], [13, -0.259507, -1.06457, 3.3527, 1.0], [14, -0.290063, -1.35909, 3.43371, 1.0], [15, -0.280843, -1.2166, 3.37206, 1.0], [16, -0.0619751, -0.735231, 3.35801, 1.0], [17, -0.0291411, -1.07304, 3.34151, 1.0], [18, -0.013992, -1.37092, 3.41557, 1.0], [19, -0.0225615, -1.22581, 3.37022, 1.0], [20, -0.131997, -0.227719, 3.47041, 1.0], [21, -0.506723, -0.751518, 3.22187, 1.0], [22, -0.42348, -0.733996, 3.21587, 1.0], [23, 0.182944, -0.722068, 3.20552, 1.0], [24, 0.108849, -0.714387, 3.20565, 1.0]]
[[0, -0.142704, -0.740901, 3.3865, 1.0], [1, -0.136603, -0.446671, 3.44059, 1.0], [2, -0.130475, -0.154407, 3.47683, 1.0], [3, -0.13421, -0.0173807, 3.52217, 1.0], [4, -0.308384, -0.272181, 3.41782, 1.0], [5, -0.397805, -0.475568, 3.34068, 1.0], [6, -0.47046, -0.646865, 3.25179, 1.0], [7, -0.48652, -0.701696, 3.20841, 1.0], [8, 0.0454803, -0.283752, 3.43767, 1.0], [9, 0.15605, -0.471445, 3.38089, 1.0], [10, 0.182561, -0.624104, 3.25552, 1.0], [11, 0.181052, -0.68125, 3.20482, 1.0], [12, -0.220865, -0.730659, 3.34393, 1.0], [13, -0.258818, -1.06483, 3.35245, 1.0], [14, -0.292304, -1.36074, 3.43427, 1.0], [15, -0.281431, -1.21817, 3.37378, 1.0], [16, -0.0611801, -0.735245, 3.35949, 1.0], [17, -0.0298141, -1.0734, 3.34116, 1.0], [18, -0.0143835, -1.37319, 3.4153, 1.0], [19, -0.0210937, -1.22798, 3.37061, 1.0], [20, -0.131977, -0.227415, 3.47049, 1.0], [21, -0.5124, -0.739878, 3.19206, 1.0], [22, -0.443197, -0.722902, 3.17922, 1.0], [23, 0.183912, -0.715092, 3.18051, 1.0], [24, 0.115227, -0.698929, 3.18183, 1.0]]
[[0, -0.142435, -0.741062, 3.38683, 1.0], [1, -0.13646, -0.446598, 3.44073, 1.0], [2, -0.130253, -0.154221, 3.47758, 1.0], [3, -0.134234, -0.0173494, 3.52244, 1.0], [4, -0.308294, -0.272289, 3.4178, 1.0], [5, -0.396751, -0.468862, 3.32901, 1.0], [6, -0.467481, -0.62724, 3.20696, 1.0], [7, -0.48097, -0.679502, 3.17073, 1.0], [8, 0.0456558, -0.28374, 3.43842, 1.0], [9, 0.156622, -0.466023, 3.38219, 1.0], [10, 0.185189, -0.606684, 3.23757, 1.0], [11, 0.181763, -0.65731, 3.17837, 1.0], [12, -0.220697, -0.73072, 3.34397, 1.0], [13, -0.257189, -1.06516, 3.35243, 1.0], [14, -0.292689, -1.36259, 3.43386, 1.0], [15, -0.28116, -1.21995, 3.37419, 1.0], [16, -0.0609182, -0.735544, 3.36002, 1.0], [17, -0.0303343, -1.07386, 3.34144, 1.0], [18, -0.0142239, -1.37522, 3.41562, 1.0], [19, -0.0209945, -1.23008, 3.37072, 1.0], [20, -0.131791, -0.227223, 3.471, 1.0], [21, -0.508447, -0.717209, 3.14822, 1.0], [22, -0.412553, -0.699528, 3.14629, 1.0], [23, 0.169654, -0.693958, 3.15302, 1.0], [24, 0.121664, -0.680214, 3.15514, 1.0]]
