[[0, 0.0482233, -0.433589, 3.36168, 1.0], [1, 0.0421072, -0.14309, 3.31192, 1.0], [2, 0.0359332, 0.142739, 3.24983, 1.0], [3, 0.057775, 0.275641, 3.21526, 1.0], [4, -0.107404, 0.0408967, 3.23651, 1.0], [5, -0.167655, -0.201951, 3.22529, 1.0], [6, -0.176979, -0.424166, 3.15076, 1.0], [7, -0.136111, -0.466475, 3.21852, 1.0], [8, 0.206112, 0.0118512, 3.24621, 1.0], [9, 0.285202, -0.274593, 3.23492, 1.0], [10, 0.317721, -0.501497, 3.1963, 1.0], [11, 0.294114, -0.499208, 3.20082, 1.0], [12, -0.0234918, -0.422525, 3.33106, 1.0], [13, -0.0876291, -0.926533, 3.25067, 1.0], [14, 0.00492533, -0.481937, 3.41619, 1.0], [15, -0.0201846, -0.628077, 3.37811, 1.0], [16, 0.118949, -0.435733, 3.32315, 1.0], [17, 0.40499, -0.613358, 3.11574, 1.0], [18, 0.36664, -0.937922, 3.24363, 1.0], [19, 0.246879, -0.874109, 3.29469, 1.0], [20, 0.0374915, 0.0719268, 3.26763, 1.0], [21, -0.184805, -0.532443, 3.17839, 1.0], [22, -0.206774, -0.508373, 3.137, 1.0], [23, 0.30002, -0.524457, 3.20153, 1.0], [24, 0.327963, -0.483749, 3.18538, 1.0]]
[[0, 0.0413839, -0.435669, 3.34785, 1.0], [1, 0.0404694, -0.143716, 3.31002, 1.0], [2, 0.0355722, 0.14243, 3.25115, 1.0], [3, 0.056698, 0.276319, 3.21686, 1.0], [4, -0.108867, 0.0435799, 3.23866, 1.0], [5, -0.16918, -0.19695, 3.20514, 1.0], [6, -0.189381, -0.409646, 3.13091, 1.0], [7, -0.200665, -0.444066, 3.12076, 1.0], [8, 0.203015, 0.0213068, 3.24798, 1.0], [9, 0.278066, -0.226253, 3.21935, 1.0], [10, 0.295832, -0.443339, 3.16214, 1.0], [11, 0.291675, -0.473137, 3.16213, 1.0], [12, -0.0309437, -0.426254, 3.31492, 1.0], [13, -0.114429, -0.760813, 3.3377, 1.0], [14, 0.01102, -1.0129, 3.50482, 1.0], [15, -0.0239741, -0.882209, 3.41406, 1.0], [16, 0.112791, -0.436313, 3.31134, 1.0], [17, 0.164227, -0.780575, 3.30993, 1.0], [18, 0.128487, -1.04733, 3.49438, 1.0], [19, 0.132279, -0.908615, 3.41045, 1.0], [20, 0.0371214, 0.0717022, 3.26806, 1.0], [21, -0.192738, -0.511414, 3.12634, 1.0], [22, -0.229151, -0.445604, 3.09975, 1.0], [23, 0.290136, -0.516423, 3.16554, 1.0], [24, 0.319052, -0.481674, 3.14518, 1.0]]
[[0, 0.0380998, -0.439261, 3.33214, 1.0], [1, 0.0384973, -0.144345, 3.30592, 1.0], [2, 0.0349553, 0.143013, 3.25288, 1.0], [3, 0.0563544, 0.275438, 3.22114, 1.0], [4, -0.110363, 0.0454676, 3.2396, 1.0], [5, -0.170977, -0.194539, 3.17246, 1.0], [6, -0.192857, -0.395676, 3.08171, 1.0], [7, -0.196152, -0.439272, 3.07165, 1.0], [8, 0.201047, 0.0276518, 3.24816, 1.0], [9, 0.274015, -0.196823, 3.21024, 1.0], [10, 0.293745, -0.399802, 3.12386, 1.0], [11, 0.288637, -0.442884, 3.11726, 1.0], [12, -0.0342993, -0.431643, 3.2935, 1.0], [13, -0.0865731, -0.75745, 3.35326, 1.0], [14, -0.0211907, -1.0305, 3.51263, 1.0], [15, -0.07335, -0.910802, 3.44245, 1.0], [16, 0.109814, -0.43821, 3.30057, 1.0], [17, 0.163331, -0.772818, 3.32329, 1.0], [18, 0.138726, -1.0412, 3.49953, 1.0], [19, 0.1537, -0.914069, 3.41981, 1.0], [20, 0.0366528, 0.0718818, 3.26852, 1.0], [21, -0.176811, -0.507014, 3.07173, 1.0], [22, -0.225925, -0.462661, 3.06445, 1.0], [23, 0.281023, -0.503419, 3.10584, 1.0], [24, 0.323442, -0.444094, 3.09462, 1.0]]
[[0, 0.038077, -0.439129, 3.32991, 1.0], [1, 0.0380078, -0.144579, 3.30485, 1.0], [2, 0.0344663, 0.142817, 3.25529, 1.0], [3, 0.0580452, 0.277677, 3.22366, 1.0], [4, -0.110441, 0.0471609, 3.24059, 1.0], [5, -0.165229, -0.184647, 3.15073, 1.0], [6, -0.192777, -0.366878, 3.03282, 1.0], [7, -0.191592, -0.413745, 3.02308, 1.0], [8, 0.201028, 0.0273255, 3.24698, 1.0], [9, 0.269446, -0.183056, 3.19464, 1.0], [10, 0.288418, -0.369168, 3.08171, 1.0], [11, 0.283936, -0.423919, 3.06683, 1.0], [12, -0.034072, -0.430716, 3.29114, 1.0], [13, -0.0790754, -0.752867, 3.35634, 1.0], [14, -0.0236019, -1.02782, 3.51166, 1.0], [15, -0.0728224, -0.913046, 3.44257, 1.0], [16, 0.109542, -0.438685, 3.29858, 1.0], [17, 0.162016, -0.768771, 3.32987, 1.0], [18, 0.13888, -1.03876, 3.49992, 1.0], [19, 0.153644, -0.917267, 3.42169, 1.0], [20, 0.0361996, 0.0717303, 3.26944, 1.0], [21, -0.179446, -0.479201, 3.01421, 1.0], [22, -0.222808, -0.416608, 3.001, 1.0], [23, 0.274868, -0.486549, 3.05337, 1.0], [24, 0.321766, -0.415132, 3.04971, 1.0]]
[[0, 0.0382279, -0.43961, 3.32854, 1.0], [1, 0.0376826, -0.144633, 3.30465, 1.0], [2, 0.0331046, 0.143976, 3.25972, 1.0], [3, 0.057968, 0.278081, 3.22527, 1.0], [4, -0.110053, 0.0469551, 3.24005, 1.0], [5, -0.16053, -0.157937, 3.12163, 1.0], [6, -0.183287, -0.326524, 2.98846, 1.0], [7, -0.185379, -0.39097, 2.96263, 1.0], [8, 0.201068, 0.0271612, 3.24699, 1.0], [9, 0.269046, -0.17442, 3.15248, 1.0], [10, 0.279648, -0.348689, 3.02586, 1.0], [11, 0.275134, -0.40855, 3.00309, 1.0], [12, -0.0337894, -0.431006, 3.28982, 1.0], [13, -0.0779603, -0.751022, 3.35691, 1.0], [14, -0.0254422, -1.02628, 3.51032, 1.0], [15, -0.0457454, -0.903966, 3.43269, 1.0], [16, 0.109527, -0.439251, 3.29732, 1.0], [17, 0.162455, -0.765906, 3.33626, 1.0], [18, 0.136664, -1.03785, 3.50086, 1.0], [19, 0.15405, -0.915272, 3.42283, 1.0], [20, 0.0350095, 0.0723463, 3.27197, 1.0], [21, -0.172641, -0.452305, 2.95001, 1.0], [22, -0.217112, -0.405849, 2.94663, 1.0], [23, 0.271739, -0.463699, 2.99143, 1.0], [24, 0.310527, -0.40313, 2.97986, 1.0]]
[[0, 0.0380837, -0.439543, 3.32787, 1.0], [1, 0.0375607, -0.144685, 3.30463, 1.0], [2, 0.0332527, 0.143741, 3.26257, 1.0], [3, 0.0572857, 0.27916, 3.23322, 1.0], [4, -0.109568, 0.0467159, 3.23938, 1.0], [5, -0.160966, -0.141462, 3.07119, 1.0], [6, -0.176937, -0.299096, 2.92734, 1.0], [7, -0.177555, -0.354275, 2.90304, 1.0], [8, 0.199723, 0.0263684, 3.2437, 1.0], [9, 0.268131, -0.151114, 3.13864, 1.0], [10, 0.271879, -0.299348, 2.98367, 1.0], [11, 0.264932, -0.365205, 2.94002, 1.0], [12, -0.0338462, -0.430833, 3.28916, 1.0], [13, -0.0772583, -0.749404, 3.35749, 1.0], [14, -0.0275607, -1.02363, 3.51179, 1.0], [15, -0.0771485, -0.912033, 3.44591, 1.0], [16, 0.109296, -0.439262, 3.2967, 1.0], [17, 0.162147, -0.764348, 3.33756, 1.0], [18, 0.13619, -1.03567, 3.50154, 1.0], [19, 0.122074, -0.918004, 3.42227, 1.0], [20, 0.0348453, 0.0721821, 3.27394, 1.0], [21, -0.163326, -0.411732, 2.89395, 1.0], [22, -0.208306, -0.365176, 2.88268, 1.0], [23, 0.247731, -0.424296, 2.92118, 1.0], [24, 0.301195, -0.370378, 2.91205, 1.0]]
[[0, 0.0390588, -0.437924, 3.32655, 1.0], [1, 0.0376866, -0.144474, 3.30478, 1.0], [2, 0.0340789, 0.143565, 3.26829, 1.0], [3, 0.0577746, 0.279427, 3.23607, 1.0], [4, -0.108529, 0.046976, 3.23822, 1.0], [5, -0.163293, -0.0954529, 3.05385, 1.0], [6, -0.163631, -0.232652, 2.88385, 1.0], [7, -0.168886, -0.291517, 2.83994, 1.0], [8, 0.199555, 0.0262696, 3.24038, 1.0], [9, 0.267586, -0.118189, 3.09805, 1.0], [10, 0.262338, -0.251457, 2.93453, 1.0], [11, 0.260064, -0.317498, 2.86875, 1.0], [12, -0.0326182, -0.428837, 3.28775, 1.0], [13, -0.0771797, -0.74596, 3.3571, 1.0], [14, -0.027891, -1.0199, 3.51055, 1.0], [15, -0.0769767, -0.907593, 3.44386, 1.0], [16, 0.110003, -0.437988, 3.29558, 1.0], [17, 0.157103, -0.760891, 3.34454, 1.0], [18, 0.136087, -1.03491, 3.50356, 1.0], [19, 0.168509, -0.91629, 3.43703, 1.0], [20, 0.0353564, 0.0723044, 3.27822, 1.0], [21, -0.144908, -0.340281, 2.80688, 1.0], [22, -0.199671, -0.316882, 2.8145, 1.0], [23, 0.250865, -0.366407, 2.84619, 1.0], [24, 0.289752, -0.321644, 2.84416, 1.0]]
[[0, 0.0389546, -0.436916, 3.32594, 1.0], [1, 0.0375526, -0.14409, 3.30543, 1.0], [2, 0.0343064, 0.143574, 3.27403, 1.0], [3, 0.0593051, 0.277802, 3.24035, 1.0], [4, -0.107044, 0.047363, 3.23641, 1.0], [5, -0.162103, -0.0480875, 3.03019, 1.0], [6, -0.151596, -0.1655, 2.83701, 1.0], [7, -0.159466, -0.221395, 2.77787, 1.0], [8, 0.199599, 0.0256634, 3.24005, 1.0], [9, 0.273367, -0.0680699, 3.06361, 1.0], [10, 0.261091, -0.188265, 2.89396, 1.0], [11, 0.252566, -0.249106, 2.80723, 1.0], [12, -0.0326085, -0.427206, 3.28683, 1.0], [13, -0.0748693, -0.742688, 3.35692, 1.0], [14, -0.0295869, -1.01727, 3.50761, 1.0], [15, -0.0757814, -0.905826, 3.4391, 1.0], [16, 0.109833, -0.437449, 3.29524, 1.0], [17, 0.158284, -0.758261, 3.34493, 1.0], [18, 0.135802, -1.03174, 3.50191, 1.0], [19, 0.160177, -0.914312, 3.42982, 1.0], [20, 0.0353189, 0.0725209, 3.28304, 1.0], [21, -0.156686, -0.276121, 2.74406, 1.0], [22, -0.195715, -0.227928, 2.748, 1.0], [23, 0.249714, -0.293416, 2.77269, 1.0], [24, 0.288275, -0.244547, 2.78193, 1.0]]
[[0, 0.0391561, -0.436723, 3.32572, 1.0], [1, 0.0378225, -0.143893, 3.30648, 1.0], [2, 0.0351873, 0.143731, 3.27867, 1.0], [3, 0.0594105, 0.277731, 3.24256, 1.0], [4, -0.100951, 0.0451131, 3.23093, 1.0], [5, -0.162355, 0.00537455, 3.02043, 1.0], [6, -0.143859, -0.0816513, 2.80383, 1.0], [7, -0.147985, -0.139282, 2.71467, 1.0], [8, 0.198913, 0.0244068, 3.23926, 1.0], [9, 0.267812, -0.0268886, 3.02606, 1.0], [10, 0.256437, -0.125147, 2.83562, 1.0], [11, 0.246869, -0.163639, 2.75757, 1.0], [12, -0.0322886, -0.426919, 3.28654, 1.0], [13, -0.0721291, -0.741678, 3.35634, 1.0], [14, -0.0310379, -1.01607, 3.50657, 1.0], [15, -0.07673, -0.904926, 3.43981, 1.0], [16, 0.109922, -0.437349, 3.29514, 1.0], [17, 0.161647, -0.756174, 3.34605, 1.0], [18, 0.135243, -1.0306, 3.49913, 1.0], [19, 0.159883, -0.913717, 3.42864, 1.0], [20, 0.0360187, 0.0726679, 3.28715, 1.0], [21, -0.143939, -0.181336, 2.65788, 1.0], [22, -0.186295, -0.141333, 2.69387, 1.0], [23, 0.236435, -0.199693, 2.71058, 1.0], [24, 0.280926, -0.172436, 2.71845, 1.0]]
[[0, 0.0392529, -0.435506, 3.32496, 1.0], [1, 0.037989, -0.143598, 3.30672, 1.0], [2, 0.0358316, 0.143632, 3.27966, 1.0], [3, 0.0579664, 0.276519, 3.25074, 1.0], [4, -0.0951717, 0.0434377, 3.23056, 1.0], [5, -0.160668, 0.00503223, 3.02186, 1.0], [6, -0.142178, -0.0819918, 2.80527, 1.0], [7, -0.135411, -0.0390701, 2.67618, 1.0], [8, 0.182987, 0.0422212, 3.2415, 1.0], [9, 0.275474, 0.0161608, 3.02799, 1.0], [10, 0.255472, -0.0424249, 2.79986, 1.0], [11, 0.237287, -0.0804348, 2.69822, 1.0], [12, -0.032316, -0.426553, 3.28586, 1.0], [13, -0.0731514, -0.739331, 3.35563, 1.0], [14, -0.0304625, -1.01227, 3.50471, 1.0], [15, -0.0752698, -0.904211, 3.43762, 1.0], [16, 0.110209, -0.434701, 3.2944, 1.0], [17, 0.165331, -0.750987, 3.3458, 1.0], [18, 0.13686, -1.02694, 3.49284, 1.0], [19, 0.129418, -0.911038, 3.42016, 1.0], [20, 0.0365152, 0.0726852, 3.28805, 1.0], [21, -0.119833, -0.0742291, 2.60753, 1.0], [22, -0.165888, -0.0487563, 2.64885, 1.0], [23, 0.225507, -0.113829, 2.61454, 1.0], [24, 0.265565, -0.0789987, 2.67791, 1.0]]
[[0, 0.0408861, -0.434307, 3.32437, 1.0], [1, 0.0392013, -0.143153, 3.30739, 1.0], [2, 0.0372307, 0.143445, 3.28115, 1.0], [3, 0.0576286, 0.274663, 3.25483, 1.0], [4, -0.0493982, 0.0186988, 3.22499, 1.0], [5, -0.073741, -0.0626802, 3.03437, 1.0], [6, -0.0518489, -0.13729, 2.84386, 1.0], [7, -0.0769897, -0.0708796, 2.78466, 1.0], [8, 0.17601, 0.071891, 3.26656, 1.0], [9, 0.300841, 0.106844, 3.04174, 1.0], [10, 0.280194, 0.0447608, 2.8135, 1.0], [11, 0.234804, 0.0225974, 2.67685, 1.0], [12, -0.0283258, -0.425904, 3.28505, 1.0], [13, -0.0655871, -0.73618, 3.35549, 1.0], [14, -0.0226368, -1.00176, 3.51188, 1.0], [15, -0.0714401, -0.900004, 3.44114, 1.0], [16, 0.110531, -0.433105, 3.29395, 1.0], [17, 0.16428, -0.747027, 3.34512, 1.0], [18, 0.136875, -1.0216, 3.48998, 1.0], [19, 0.124776, -0.908547, 3.41781, 1.0], [20, 0.0378738, 0.0726363, 3.28947, 1.0], [21, -0.0616327, -0.105928, 2.71601, 1.0], [22, -0.107984, -0.0803207, 2.75732, 1.0], [23, 0.24888, -0.000904542, 2.61173, 1.0], [24, 0.250072, 0.0269964, 2.65673, 1.0]]
