[['2, k, 0', [-0.145728, 0.06238467, 1.0]], ['2, k, 1', [-0.1269658, 0.326256, 1.0]], ['2, k, 2', [-0.1062729, 0.5828194, 1.0]], ['2, k, 3', [-0.08552691, 0.7154943, 1.0]], ['2, k, 4', [-0.283525, 0.4942131, 1.0]], ['2, k, 5', [-0.3379658, 0.2618, 1.0]], ['2, k, 6', [-0.3328215, 0.0226155, 1.0]], ['2, k, 7', [-0.3208181, -0.01193378, 1.0]], ['2, k, 8', [0.05772004, 0.4700667, 1.0]], ['2, k, 9', [0.07408179, 0.2453253, 1.0]], ['2, k, 10', [0.0506341, 0.04050292, 1.0]], ['2, k, 11', [0.0398453, -0.01750326, 1.0]], ['2, k, 12', [-0.2091547, 0.0652442, 1.0]], ['2, k, 13', [-0.2231666, -0.2571001, 1.0]], ['2, k, 14', [-0.2246816, -0.5648481, 1.0]], ['2, k, 15', [-0.206787, -0.6359199, 1.0]], ['2, k, 16', [-0.07831353, 0.058082, 1.0]], ['2, k, 17', [-0.1191504, -0.2620005, 1.0]], ['2, k, 18', [-0.1274492, -0.55066, 1.0]], ['2, k, 19', [-0.1422885, -0.6237735, 1.0]], ['2, k, 20', [-0.1116261, 0.5197087, 1.0]], ['2, k, 21', [-0.3005122, -0.05737121, 1.0]], ['2, k, 22', [-0.3385547, -0.02279233, 1.0]], ['2, k, 23', [0.03798248, -0.08609664, 1.0]], ['2, k, 24', [0.00936426, -0.0245144, 1.0]]]
[['2, k, 0', [-0.1431297, 0.06305359, 1.0]], ['2, k, 1', [-0.1234401, 0.3266704, 1.0]], ['2, k, 2', [-0.1024631, 0.5830482, 1.0]], ['2, k, 3', [-0.08074848, 0.7156612, 1.0]], ['2, k, 4', [-0.2766636, 0.4961641, 1.0]], ['2, k, 5', [-0.3340435, 0.2632573, 1.0]], ['2, k, 6', [-0.332823, 0.07652356, 1.0]], ['2, k, 7', [-0.3309876, 0.03783837, 1.0]], ['2, k, 8', [0.06245454, 0.4692967, 1.0]], ['2, k, 9', [0.07723861, 0.2447279, 1.0]], ['2, k, 10', [0.05692485, 0.03311932, 1.0]], ['2, k, 11', [0.05278803, -0.028295, 1.0]], ['2, k, 12', [-0.2065741, 0.06689949, 1.0]], ['2, k, 13', [-0.2297895, -0.2574397, 1.0]], ['2, k, 14', [-0.2351674, -0.5667153, 1.0]], ['2, k, 15', [-0.2071929, -0.6384331, 1.0]], ['2, k, 16', [-0.07570498, 0.05782304, 1.0]], ['2, k, 17', [-0.1175225, -0.2619889, 1.0]], ['2, k, 18', [-0.1281721, -0.5488329, 1.0]], ['2, k, 19', [-0.1396657, -0.6225591, 1.0]], ['2, k, 20', [-0.1078243, 0.5199764, 1.0]], ['2, k, 21', [-0.3180065, -0.02528231, 1.0]], ['2, k, 22', [-0.356293, 0.01615298, 1.0]], ['2, k, 23', [0.04783138, -0.08744069, 1.0]], ['2, k, 24', [0.02263851, -0.04911286, 1.0]]]
[['2, k, 0', [-0.1415521, 0.06327251, 1.0]], ['2, k, 1', [-0.1178591, 0.3263171, 1.0]], ['2, k, 2', [-0.09111286, 0.5816755, 1.0]], ['2, k, 3', [-0.07317622, 0.7139668, 1.0]], ['2, k, 4', [-0.2703623, 0.4960858, 1.0]], ['2, k, 5', [-0.3290109, 0.2655764, 1.0]], ['2, k, 6', [-0.335385, 0.07938218, 1.0]], ['2, k, 7', [-0.332163, 0.03834768, 1.0]], ['2, k, 8', [0.06911244, 0.4689538, 1.0]], ['2, k, 9', [0.08253424, 0.2432492, 1.0]], ['2, k, 10', [0.06229759, 0.03160742, 1.0]], ['2, k, 11', [0.05958318, -0.02981373, 1.0]], ['2, k, 12', [-0.2050675, 0.06774224, 1.0]], ['2, k, 13', [-0.2356976, -0.2566657, 1.0]], ['2, k, 14', [-0.25071, -0.5534656, 1.0]], ['2, k, 15', [-0.2472881, -0.6230674, 1.0]], ['2, k, 16', [-0.07408718, 0.05739634, 1.0]], ['2, k, 17', [-0.1158464, -0.2621894, 1.0]], ['2, k, 18', [-0.1284148, -0.5491521, 1.0]], ['2, k, 19', [-0.1359551, -0.6230221, 1.0]], ['2, k, 20', [-0.0980318, 0.5188906, 1.0]], ['2, k, 21', [-0.3353851, 0.001749522, 1.0]], ['2, k, 22', [-0.3588023, 0.02931656, 1.0]], ['2, k, 23', [0.04812096, -0.08802041, 1.0]], ['2, k, 24', [0.03221317, -0.02774491, 1.0]]]
[['2, k, 0', [-0.143717, 0.06345914, 1.0]], ['2, k, 1', [-0.1161414, 0.3262651, 1.0]], ['2, k, 2', [-0.07837749, 0.5814306, 1.0]], ['2, k, 3', [-0.04908103, 0.7108788, 1.0]], ['2, k, 4', [-0.2493161, 0.4986072, 1.0]], ['2, k, 5', [-0.3248757, 0.2662312, 1.0]], ['2, k, 6', [-0.2946037, 0.0534469, 1.0]], ['2, k, 7', [-0.2888502, 0.009495098, 1.0]], ['2, k, 8', [0.08125563, 0.4642406, 1.0]], ['2, k, 9', [0.09393782, 0.2396495, 1.0]], ['2, k, 10', [0.08390027, 0.03044112, 1.0]], ['2, k, 11', [0.08026753, -0.0404408, 1.0]], ['2, k, 12', [-0.2074223, 0.06955493, 1.0]], ['2, k, 13', [-0.2868766, -0.2471129, 1.0]], ['2, k, 14', [-0.3571271, -0.5122511, 1.0]], ['2, k, 15', [-0.364502, -0.609375, 1.0]], ['2, k, 16', [-0.07699426, 0.05587722, 1.0]], ['2, k, 17', [-0.1098698, -0.2639447, 1.0]], ['2, k, 18', [-0.1290513, -0.5484527, 1.0]], ['2, k, 19', [-0.1330319, -0.6222129, 1.0]], ['2, k, 20', [-0.0887971, 0.5186762, 1.0]], ['2, k, 21', [-0.2789455, -0.0323859, 1.0]], ['2, k, 22', [-0.3145053, 0.002790528, 1.0]], ['2, k, 23', [0.07007817, -0.1022921, 1.0]], ['2, k, 24', [0.05447507, -0.05184748, 1.0]]]
[['2, k, 0', [-0.1458594, 0.06421933, 1.0]], ['2, k, 1', [-0.1135654, 0.3260296, 1.0]], ['2, k, 2', [-0.06850042, 0.5792956, 1.0]], ['2, k, 3', [-0.04405881, 0.7088556, 1.0]], ['2, k, 4', [-0.2427811, 0.4993095, 1.0]], ['2, k, 5', [-0.3197117, 0.2679265, 1.0]], ['2, k, 6', [-0.2936243, 0.05438186, 1.0]], ['2, k, 7', [-0.2881737, 0.009746885, 1.0]], ['2, k, 8', [0.09047413, 0.4596089, 1.0]], ['2, k, 9', [0.1003676, 0.2368217, 1.0]], ['2, k, 10', [0.09138468, 0.0276605, 1.0]], ['2, k, 11', [0.08643372, -0.04143687, 1.0]], ['2, k, 12', [-0.2097009, 0.07159901, 1.0]], ['2, k, 13', [-0.2967556, -0.2431193, 1.0]], ['2, k, 14', [-0.3824659, -0.5051665, 1.0]], ['2, k, 15', [-0.371167, -0.5549965, 1.0]], ['2, k, 16', [-0.07921527, 0.05563895, 1.0]], ['2, k, 17', [-0.1075457, -0.2646956, 1.0]], ['2, k, 18', [-0.1314117, -0.5508749, 1.0]], ['2, k, 19', [-0.1330924, -0.6234248, 1.0]], ['2, k, 20', [-0.08037409, 0.5170708, 1.0]], ['2, k, 21', [-0.2791676, -0.03240785, 1.0]], ['2, k, 22', [-0.3166333, 0.003806818, 1.0]], ['2, k, 23', [0.07567017, -0.1023124, 1.0]], ['2, k, 24', [0.06226924, -0.03072006, 1.0]]]
[['2, k, 0', [-0.1473119, 0.06477989, 1.0]], ['2, k, 1', [-0.1118229, 0.3258984, 1.0]], ['2, k, 2', [-0.06539937, 0.5786272, 1.0]], ['2, k, 3', [-0.03568758, 0.7081162, 1.0]], ['2, k, 4', [-0.2384073, 0.4996695, 1.0]], ['2, k, 5', [-0.3165592, 0.2686197, 1.0]], ['2, k, 6', [-0.2936041, 0.05517653, 1.0]], ['2, k, 7', [-0.2883195, 0.009020832, 1.0]], ['2, k, 8', [0.09366415, 0.4587791, 1.0]], ['2, k, 9', [0.1086931, 0.2346702, 1.0]], ['2, k, 10', [0.09569117, 0.02820063, 1.0]], ['2, k, 11', [0.09062292, -0.03981929, 1.0]], ['2, k, 12', [-0.2115754, 0.07348637, 1.0]], ['2, k, 13', [-0.3191056, -0.2346175, 1.0]], ['2, k, 14', [-0.4140467, -0.4933836, 1.0]], ['2, k, 15', [-0.4418865, -0.5967628, 1.0]], ['2, k, 16', [-0.08043183, 0.05530241, 1.0]], ['2, k, 17', [-0.1050155, -0.2652408, 1.0]], ['2, k, 18', [-0.1341926, -0.5608361, 1.0]], ['2, k, 19', [-0.1305693, -0.6313875, 1.0]], ['2, k, 20', [-0.07734323, 0.5165035, 1.0]], ['2, k, 21', [-0.2795323, -0.03266428, 1.0]], ['2, k, 22', [-0.309044, -0.02683099, 1.0]], ['2, k, 23', [0.08222719, -0.1025462, 1.0]], ['2, k, 24', [0.07277229, -0.005424603, 1.0]]]
[['2, k, 0', [-0.1469928, 0.065422, 1.0]], ['2, k, 1', [-0.1021974, 0.3243549, 1.0]], ['2, k, 2', [-0.0473114, 0.5721818, 1.0]], ['2, k, 3', [-0.01457911, 0.701282, 1.0]], ['2, k, 4', [-0.2280112, 0.4979627, 1.0]], ['2, k, 5', [-0.3130257, 0.2696928, 1.0]], ['2, k, 6', [-0.2820583, 0.094378, 1.0]], ['2, k, 7', [-0.280286, 0.0450252, 1.0]], ['2, k, 8', [0.1066826, 0.4502015, 1.0]], ['2, k, 9', [0.1206048, 0.2283432, 1.0]], ['2, k, 10', [0.1120076, 0.01930788, 1.0]], ['2, k, 11', [0.1075906, -0.04832304, 1.0]], ['2, k, 12', [-0.2112648, 0.07519632, 1.0]], ['2, k, 13', [-0.3705409, -0.2114658, 1.0]], ['2, k, 14', [-0.5109003, -0.517811, 1.0]], ['2, k, 15', [-0.5227174, -0.5897551, 1.0]], ['2, k, 16', [-0.08000061, 0.05534855, 1.0]], ['2, k, 17', [-0.1026512, -0.2574473, 1.0]], ['2, k, 18', [-0.1343604, -0.5603306, 1.0]], ['2, k, 19', [-0.1319195, -0.6327252, 1.0]], ['2, k, 20', [-0.06120136, 0.5114051, 1.0]], ['2, k, 21', [-0.2761921, -0.01902662, 1.0]], ['2, k, 22', [-0.3187285, 0.03327699, 1.0]], ['2, k, 23', [0.09760222, -0.1101069, 1.0]], ['2, k, 24', [0.08249061, -0.04238618, 1.0]]]
[['2, k, 0', [-0.1468043, 0.06527133, 1.0]], ['2, k, 1', [-0.09755991, 0.3218503, 1.0]], ['2, k, 2', [-0.04200651, 0.5691049, 1.0]], ['2, k, 3', [-0.007831326, 0.6997732, 1.0]], ['2, k, 4', [-0.2211978, 0.4957855, 1.0]], ['2, k, 5', [-0.3103957, 0.2693545, 1.0]], ['2, k, 6', [-0.2822049, 0.09317478, 1.0]], ['2, k, 7', [-0.2812073, 0.04511275, 1.0]], ['2, k, 8', [0.1117137, 0.4429565, 1.0]], ['2, k, 9', [0.1269124, 0.221108, 1.0]], ['2, k, 10', [0.1193034, 0.01139891, 1.0]], ['2, k, 11', [0.1122038, -0.05945263, 1.0]], ['2, k, 12', [-0.211157, 0.07522903, 1.0]], ['2, k, 13', [-0.3754971, -0.2086824, 1.0]], ['2, k, 14', [-0.5207424, -0.4995762, 1.0]], ['2, k, 15', [-0.5072203, -0.5500323, 1.0]], ['2, k, 16', [-0.07946218, 0.05445184, 1.0]], ['2, k, 17', [-0.1023604, -0.2542337, 1.0]], ['2, k, 18', [-0.1342216, -0.5528584, 1.0]], ['2, k, 19', [-0.134116, -0.6284097, 1.0]], ['2, k, 20', [-0.05588395, 0.5083479, 1.0]], ['2, k, 21', [-0.2779179, -0.01878665, 1.0]], ['2, k, 22', [-0.3231469, 0.04946794, 1.0]], ['2, k, 23', [0.1029079, -0.1266598, 1.0]], ['2, k, 24', [0.08849606, -0.04903564, 1.0]]]
[['2, k, 0', [-0.1480538, 0.06358861, 1.0]], ['2, k, 1', [-0.09601038, 0.3192805, 1.0]], ['2, k, 2', [-0.03838616, 0.5660677, 1.0]], ['2, k, 3', [0.0006264166, 0.6925845, 1.0]], ['2, k, 4', [-0.2137372, 0.490917, 1.0]], ['2, k, 5', [-0.3091964, 0.267648, 1.0]], ['2, k, 6', [-0.28176, 0.09134828, 1.0]], ['2, k, 7', [-0.2823078, 0.04618461, 1.0]], ['2, k, 8', [0.1176079, 0.4382786, 1.0]], ['2, k, 9', [0.1290099, 0.21796, 1.0]], ['2, k, 10', [0.1253923, 0.009039447, 1.0]], ['2, k, 11', [0.1179838, -0.06551331, 1.0]], ['2, k, 12', [-0.2131026, 0.07376434, 1.0]], ['2, k, 13', [-0.3828023, -0.2074973, 1.0]], ['2, k, 14', [-0.5279822, -0.4952213, 1.0]], ['2, k, 15', [-0.5141332, -0.5458503, 1.0]], ['2, k, 16', [-0.08010305, 0.05220837, 1.0]], ['2, k, 17', [-0.100857, -0.251664, 1.0]], ['2, k, 18', [-0.1342775, -0.5534357, 1.0]], ['2, k, 19', [-0.1339675, -0.630786, 1.0]], ['2, k, 20', [-0.05282109, 0.5053934, 1.0]], ['2, k, 21', [-0.2792067, -0.01850789, 1.0]], ['2, k, 22', [-0.3216397, 0.04838574, 1.0]], ['2, k, 23', [0.1104633, -0.1270302, 1.0]], ['2, k, 24', [0.09181969, -0.06005888, 1.0]]]
[['2, k, 0', [-0.1494646, 0.06224778, 1.0]], ['2, k, 1', [-0.09385826, 0.3162669, 1.0]], ['2, k, 2', [-0.03153658, 0.5605945, 1.0]], ['2, k, 3', [0.0114289, 0.6868451, 1.0]], ['2, k, 4', [-0.2109823, 0.4901722, 1.0]], ['2, k, 5', [-0.3087292, 0.2680112, 1.0]], ['2, k, 6', [-0.2834317, 0.05116748, 1.0]], ['2, k, 7', [-0.2791038, 0.005462419, 1.0]], ['2, k, 8', [0.1209135, 0.4311976, 1.0]], ['2, k, 9', [0.1355362, 0.2000107, 1.0]], ['2, k, 10', [0.1317385, -0.001752514, 1.0]], ['2, k, 11', [0.1245718, -0.07717691, 1.0]], ['2, k, 12', [-0.2148545, 0.07290286, 1.0]], ['2, k, 13', [-0.3897315, -0.2061432, 1.0]], ['2, k, 14', [-0.584498, -0.5306886, 1.0]], ['2, k, 15', [-0.5872381, -0.6118673, 1.0]], ['2, k, 16', [-0.08112114, 0.05022823, 1.0]], ['2, k, 17', [-0.1013345, -0.2517441, 1.0]], ['2, k, 18', [-0.1345616, -0.5524016, 1.0]], ['2, k, 19', [-0.1335717, -0.6289437, 1.0]], ['2, k, 20', [-0.04732486, 0.5005659, 1.0]], ['2, k, 21', [-0.2588606, -0.03414675, 1.0]], ['2, k, 22', [-0.3178096, -0.006979092, 1.0]], ['2, k, 23', [0.115877, -0.141315, 1.0]], ['2, k, 24', [0.1016393, -0.06987467, 1.0]]]
[['2, k, 0', [-0.1493449, 0.06149336, 1.0]], ['2, k, 1', [-0.09142341, 0.3137267, 1.0]], ['2, k, 2', [-0.02868731, 0.5575263, 1.0]], ['2, k, 3', [0.01681037, 0.6831706, 1.0]], ['2, k, 4', [-0.2091703, 0.4896723, 1.0]], ['2, k, 5', [-0.3085362, 0.2681403, 1.0]], ['2, k, 6', [-0.2830011, 0.05013995, 1.0]], ['2, k, 7', [-0.2790187, 0.004604008, 1.0]], ['2, k, 8', [0.1241779, 0.4257301, 1.0]], ['2, k, 9', [0.1359847, 0.1971318, 1.0]], ['2, k, 10', [0.1338925, -0.004996216, 1.0]], ['2, k, 11', [0.1250137, -0.07981211, 1.0]], ['2, k, 12', [-0.2147795, 0.07261435, 1.0]], ['2, k, 13', [-0.3934192, -0.2045976, 1.0]], ['2, k, 14', [-0.5839174, -0.5299623, 1.0]], ['2, k, 15', [-0.5904526, -0.6084404, 1.0]], ['2, k, 16', [-0.08085294, 0.04876417, 1.0]], ['2, k, 17', [-0.1023075, -0.25214, 1.0]], ['2, k, 18', [-0.1345898, -0.5519742, 1.0]], ['2, k, 19', [-0.1339535, -0.6291707, 1.0]], ['2, k, 20', [-0.0444462, 0.4975573, 1.0]], ['2, k, 21', [-0.2619898, -0.03661907, 1.0]], ['2, k, 22', [-0.3195919, -0.00376178, 1.0]], ['2, k, 23', [0.1206761, -0.1428474, 1.0]], ['2, k, 24', [0.1035794, -0.09381685, 1.0]]]
