[[0, -0.328016, -0.739829, 3.02645, 1.0], [1, -0.338063, -0.430886, 2.98785, 1.0], [2, -0.346289, -0.126122, 2.93574, 1.0], [3, -0.350237, 0.0174682, 2.93488, 1.0], [4, -0.510151, -0.249233, 2.9177, 1.0], [5, -0.615714, -0.480811, 2.89573, 1.0], [6, -0.662502, -0.684704, 2.8355, 1.0], [7, -0.682332, -0.74403, 2.82604, 1.0], [8, -0.176897, -0.245394, 2.94771, 1.0], [9, -0.0551034, -0.469243, 2.93753, 1.0], [10, 0.0243622, -0.674268, 2.91363, 1.0], [11, 0.0282027, -0.734168, 2.89873, 1.0], [12, -0.399982, -0.73207, 2.98309, 1.0], [13, -0.671016, -0.791979, 2.77651, 1.0], [14, -0.681009, -1.09433, 2.77844, 1.0], [15, -0.558468, -1.0682, 2.81262, 1.0], [16, -0.248396, -0.730322, 2.99919, 1.0], [17, -0.0931644, -0.95328, 2.78124, 1.0], [18, -0.203043, -1.23091, 2.81529, 1.0], [19, -0.213558, -1.27891, 2.68589, 1.0], [20, -0.344552, -0.201772, 2.95121, 1.0], [21, -0.671945, -0.77592, 2.80355, 1.0], [22, -0.708959, -0.720378, 2.80494, 1.0], [23, 0.0507037, -0.788428, 2.87899, 1.0], [24, 0.0482843, -0.731074, 2.87255, 1.0]]
[[0, -0.323383, -0.721143, 2.97611, 1.0], [1, -0.337309, -0.42623, 2.97562, 1.0], [2, -0.346356, -0.126077, 2.93517, 1.0], [3, -0.350057, 0.0174539, 2.93324, 1.0], [4, -0.509984, -0.249028, 2.9169, 1.0], [5, -0.615629, -0.480833, 2.89531, 1.0], [6, -0.662823, -0.686129, 2.83494, 1.0], [7, -0.682251, -0.744944, 2.83097, 1.0], [8, -0.176722, -0.245367, 2.94722, 1.0], [9, -0.0508741, -0.474657, 2.9377, 1.0], [10, 0.0255854, -0.67721, 2.91308, 1.0], [11, 0.0306481, -0.73611, 2.90064, 1.0], [12, -0.395325, -0.712888, 2.9323, 1.0], [13, -0.506694, -1.01891, 2.89086, 1.0], [14, -0.545604, -1.32492, 2.92336, 1.0], [15, -0.512107, -1.1837, 2.87393, 1.0], [16, -0.243882, -0.71254, 2.95035, 1.0], [17, -0.113576, -1.01369, 2.93412, 1.0], [18, -0.199676, -1.17485, 3.00723, 1.0], [19, -0.19751, -1.25756, 2.99145, 1.0], [20, -0.344512, -0.201524, 2.94992, 1.0], [21, -0.667906, -0.77567, 2.80193, 1.0], [22, -0.729236, -0.718058, 2.84086, 1.0], [23, 0.0514145, -0.788255, 2.87549, 1.0], [24, 0.0553801, -0.742273, 2.88232, 1.0]]
[[0, -0.343557, -0.704668, 2.96958, 1.0], [1, -0.343733, -0.417914, 2.96732, 1.0], [2, -0.346407, -0.125941, 2.93497, 1.0], [3, -0.349809, 0.0174636, 2.93258, 1.0], [4, -0.510507, -0.249158, 2.91638, 1.0], [5, -0.612943, -0.476455, 2.89671, 1.0], [6, -0.663349, -0.680392, 2.83608, 1.0], [7, -0.679746, -0.743602, 2.82973, 1.0], [8, -0.176631, -0.244375, 2.94782, 1.0], [9, -0.0524285, -0.472992, 2.93887, 1.0], [10, 0.0250181, -0.674607, 2.91316, 1.0], [11, 0.0299215, -0.743888, 2.89936, 1.0], [12, -0.414326, -0.698879, 2.92779, 1.0], [13, -0.508442, -1.01846, 2.89521, 1.0], [14, -0.548808, -1.29943, 2.90543, 1.0], [15, -0.510367, -1.15752, 2.86436, 1.0], [16, -0.264938, -0.693966, 2.94263, 1.0], [17, -0.264291, -1.02312, 2.96141, 1.0], [18, -0.20337, -1.39367, 3.04195, 1.0], [19, -0.195761, -1.24815, 2.99288, 1.0], [20, -0.344983, -0.200655, 2.9487, 1.0], [21, -0.663325, -0.777568, 2.8009, 1.0], [22, -0.725496, -0.717564, 2.83591, 1.0], [23, 0.0398085, -0.799625, 2.88243, 1.0], [24, 0.0599891, -0.747783, 2.87783, 1.0]]
[[0, -0.344803, -0.703574, 2.96834, 1.0], [1, -0.345178, -0.416152, 2.96548, 1.0], [2, -0.346745, -0.125794, 2.93614, 1.0], [3, -0.350409, 0.0179013, 2.93557, 1.0], [4, -0.511027, -0.249132, 2.91619, 1.0], [5, -0.612503, -0.475783, 2.89698, 1.0], [6, -0.663312, -0.679495, 2.83631, 1.0], [7, -0.678602, -0.744119, 2.83237, 1.0], [8, -0.176849, -0.243771, 2.94952, 1.0], [9, -0.0516288, -0.474437, 2.94019, 1.0], [10, 0.0261531, -0.675738, 2.91346, 1.0], [11, 0.0315544, -0.744332, 2.89944, 1.0], [12, -0.415973, -0.697577, 2.92643, 1.0], [13, -0.507754, -1.02172, 2.89563, 1.0], [14, -0.551639, -1.31515, 2.90931, 1.0], [15, -0.513948, -1.17247, 2.86705, 1.0], [16, -0.265851, -0.693217, 2.94196, 1.0], [17, -0.196695, -1.01272, 2.99203, 1.0], [18, -0.191453, -1.30645, 3.03059, 1.0], [19, -0.191085, -1.16096, 2.98144, 1.0], [20, -0.345493, -0.200013, 2.94845, 1.0], [21, -0.666163, -0.776769, 2.80196, 1.0], [22, -0.723292, -0.719249, 2.83263, 1.0], [23, 0.0423091, -0.7986, 2.88059, 1.0], [24, -0.0294519, -0.765299, 2.87983, 1.0]]
[[0, -0.345691, -0.702355, 2.96733, 1.0], [1, -0.346321, -0.414848, 2.96415, 1.0], [2, -0.347369, -0.12587, 2.93704, 1.0], [3, -0.351372, 0.0183971, 2.938, 1.0], [4, -0.512619, -0.249541, 2.91702, 1.0], [5, -0.612304, -0.475483, 2.89693, 1.0], [6, -0.663201, -0.679124, 2.8362, 1.0], [7, -0.679717, -0.746698, 2.83159, 1.0], [8, -0.177706, -0.24328, 2.95142, 1.0], [9, -0.0516121, -0.4755, 2.94151, 1.0], [10, 0.026866, -0.676438, 2.91396, 1.0], [11, 0.0298861, -0.741782, 2.89867, 1.0], [12, -0.417045, -0.696336, 2.92533, 1.0], [13, -0.505312, -1.02383, 2.89758, 1.0], [14, -0.550419, -1.32487, 2.91434, 1.0], [15, -0.514407, -1.18153, 2.87035, 1.0], [16, -0.266555, -0.692174, 2.94137, 1.0], [17, -0.266001, -1.02607, 2.96823, 1.0], [18, -0.198701, -1.31343, 3.03809, 1.0], [19, -0.192287, -1.16829, 2.98452, 1.0], [20, -0.346209, -0.199549, 2.94833, 1.0], [21, -0.666538, -0.781035, 2.81095, 1.0], [22, -0.714737, -0.721076, 2.82082, 1.0], [23, 0.0398747, -0.797603, 2.87981, 1.0], [24, -0.0294789, -0.765941, 2.88225, 1.0]]
[[0, -0.346651, -0.701274, 2.96638, 1.0], [1, -0.347142, -0.414035, 2.96365, 1.0], [2, -0.348233, -0.126126, 2.93978, 1.0], [3, -0.352519, 0.0187131, 2.94105, 1.0], [4, -0.51353, -0.249755, 2.9179, 1.0], [5, -0.612207, -0.475247, 2.89709, 1.0], [6, -0.663163, -0.678645, 2.83638, 1.0], [7, -0.680003, -0.742164, 2.82719, 1.0], [8, -0.17863, -0.242688, 2.95413, 1.0], [9, -0.0537499, -0.473282, 2.94365, 1.0], [10, 0.0258502, -0.67344, 2.91462, 1.0], [11, 0.0291189, -0.741363, 2.90176, 1.0], [12, -0.418195, -0.695227, 2.92408, 1.0], [13, -0.503712, -1.02493, 2.89933, 1.0], [14, -0.547524, -1.33141, 2.91708, 1.0], [15, -0.51383, -1.18739, 2.87222, 1.0], [16, -0.267345, -0.691215, 2.94092, 1.0], [17, -0.263898, -1.0268, 2.96733, 1.0], [18, -0.19677, -1.31905, 3.03974, 1.0], [19, -0.192169, -1.1732, 2.98878, 1.0], [20, -0.347089, -0.199119, 2.94919, 1.0], [21, -0.665629, -0.776153, 2.79974, 1.0], [22, -0.722041, -0.717884, 2.82894, 1.0], [23, 0.0402301, -0.797599, 2.884, 1.0], [24, -0.0294533, -0.765331, 2.87995, 1.0]]
[[0, -0.347426, -0.700111, 2.96563, 1.0], [1, -0.348587, -0.412925, 2.96301, 1.0], [2, -0.350033, -0.126105, 2.94113, 1.0], [3, -0.353893, 0.0189131, 2.94356, 1.0], [4, -0.514378, -0.249976, 2.91857, 1.0], [5, -0.612051, -0.474973, 2.89707, 1.0], [6, -0.66298, -0.678181, 2.83637, 1.0], [7, -0.680985, -0.742494, 2.8261, 1.0], [8, -0.179408, -0.242184, 2.95516, 1.0], [9, -0.0563761, -0.47414, 2.94563, 1.0], [10, 0.0256065, -0.673131, 2.91642, 1.0], [11, 0.0257466, -0.74221, 2.9067, 1.0], [12, -0.419104, -0.694111, 2.92294, 1.0], [13, -0.500671, -1.02574, 2.90266, 1.0], [14, -0.545744, -1.33543, 2.92435, 1.0], [15, -0.514684, -1.19083, 2.87856, 1.0], [16, -0.268028, -0.690039, 2.94072, 1.0], [17, -0.263601, -1.02688, 2.96654, 1.0], [18, -0.196189, -1.32211, 3.04219, 1.0], [19, -0.192271, -1.17631, 2.98977, 1.0], [20, -0.349006, -0.198492, 2.94974, 1.0], [21, -0.665831, -0.776386, 2.80058, 1.0], [22, -0.724086, -0.714865, 2.82855, 1.0], [23, 0.0389707, -0.79847, 2.88934, 1.0], [24, -0.0294832, -0.76608, 2.88277, 1.0]]
[[0, -0.349298, -0.698703, 2.96469, 1.0], [1, -0.350043, -0.411734, 2.96259, 1.0], [2, -0.350899, -0.125694, 2.94235, 1.0], [3, -0.35522, 0.0193742, 2.94511, 1.0], [4, -0.515182, -0.249969, 2.91909, 1.0], [5, -0.611573, -0.474281, 2.89712, 1.0], [6, -0.662688, -0.676793, 2.83661, 1.0], [7, -0.683077, -0.740478, 2.8243, 1.0], [8, -0.181069, -0.241399, 2.95673, 1.0], [9, -0.0638177, -0.466622, 2.94735, 1.0], [10, 0.0223431, -0.667225, 2.91774, 1.0], [11, 0.0211901, -0.739721, 2.90688, 1.0], [12, -0.421092, -0.692811, 2.92159, 1.0], [13, -0.498848, -1.02598, 2.90456, 1.0], [14, -0.547242, -1.33768, 2.9287, 1.0], [15, -0.515857, -1.194, 2.88285, 1.0], [16, -0.269745, -0.688622, 2.94035, 1.0], [17, -0.265034, -1.02637, 2.96558, 1.0], [18, -0.196474, -1.32099, 3.05171, 1.0], [19, -0.224173, -1.3043, 2.92685, 1.0], [20, -0.350144, -0.197706, 2.95038, 1.0], [21, -0.664906, -0.774245, 2.79893, 1.0], [22, -0.717513, -0.713513, 2.81221, 1.0], [23, 0.0344842, -0.794712, 2.88197, 1.0], [24, -0.0321747, -0.762176, 2.89289, 1.0]]
[[0, -0.350499, -0.698059, 2.96409, 1.0], [1, -0.35119, -0.410957, 2.96277, 1.0], [2, -0.352182, -0.12508, 2.94537, 1.0], [3, -0.356758, 0.0195997, 2.94601, 1.0], [4, -0.516146, -0.250288, 2.91958, 1.0], [5, -0.6108, -0.472736, 2.89722, 1.0], [6, -0.662379, -0.674415, 2.83715, 1.0], [7, -0.683176, -0.740606, 2.82468, 1.0], [8, -0.182184, -0.241505, 2.9588, 1.0], [9, -0.0672234, -0.464252, 2.95049, 1.0], [10, 0.0210222, -0.667069, 2.92015, 1.0], [11, 0.0173818, -0.735704, 2.91225, 1.0], [12, -0.422408, -0.692176, 2.92054, 1.0], [13, -0.498002, -1.02633, 2.90669, 1.0], [14, -0.54705, -1.33966, 2.93525, 1.0], [15, -0.457764, -1.24805, 2.93945, 1.0], [16, -0.270863, -0.688004, 2.94026, 1.0], [17, -0.266557, -1.0265, 2.96534, 1.0], [18, -0.196619, -1.32283, 3.05263, 1.0], [19, -0.201026, -1.22504, 2.97095, 1.0], [20, -0.35156, -0.196814, 2.95226, 1.0], [21, -0.666811, -0.775443, 2.80541, 1.0], [22, -0.715214, -0.713938, 2.8075, 1.0], [23, 0.0298353, -0.796758, 2.88629, 1.0], [24, -0.0260133, -0.759405, 2.93225, 1.0]]
[[0, -0.351736, -0.698071, 2.96381, 1.0], [1, -0.353434, -0.410563, 2.96294, 1.0], [2, -0.355162, -0.124805, 2.94709, 1.0], [3, -0.360276, 0.0198552, 2.94832, 1.0], [4, -0.517101, -0.250413, 2.91969, 1.0], [5, -0.609808, -0.470901, 2.89732, 1.0], [6, -0.662745, -0.671612, 2.83801, 1.0], [7, -0.686773, -0.738463, 2.82498, 1.0], [8, -0.184575, -0.240307, 2.96212, 1.0], [9, -0.0703567, -0.463025, 2.95295, 1.0], [10, 0.0193447, -0.668325, 2.92265, 1.0], [11, 0.0128172, -0.733769, 2.9163, 1.0], [12, -0.423896, -0.691798, 2.9197, 1.0], [13, -0.497756, -1.02668, 2.90745, 1.0], [14, -0.54722, -1.34145, 2.93766, 1.0], [15, -0.516151, -1.19742, 2.89142, 1.0], [16, -0.272091, -0.68842, 2.9406, 1.0], [17, -0.272236, -1.02717, 2.96654, 1.0], [18, -0.19821, -1.32399, 3.05497, 1.0], [19, -0.200745, -1.22652, 2.97244, 1.0], [20, -0.354605, -0.196297, 2.95352, 1.0], [21, -0.666409, -0.774998, 2.80379, 1.0], [22, -0.718688, -0.70997, 2.81058, 1.0], [23, 0.0295993, -0.79729, 2.8913, 1.0], [24, -0.036331, -0.766727, 2.89157, 1.0]]
[[0, -0.35278, -0.698209, 2.9637, 1.0], [1, -0.354555, -0.410553, 2.96321, 1.0], [2, -0.356234, -0.125016, 2.94831, 1.0], [3, -0.362736, 0.0195448, 2.95019, 1.0], [4, -0.518021, -0.250882, 2.91979, 1.0], [5, -0.608935, -0.469613, 2.89773, 1.0], [6, -0.663747, -0.669257, 2.83944, 1.0], [7, -0.688718, -0.738047, 2.82723, 1.0], [8, -0.18605, -0.240589, 2.96381, 1.0], [9, -0.0735347, -0.462876, 2.95456, 1.0], [10, 0.016447, -0.671355, 2.9273, 1.0], [11, 0.00793185, -0.735683, 2.92044, 1.0], [12, -0.425034, -0.691876, 2.91911, 1.0], [13, -0.49791, -1.02613, 2.9081, 1.0], [14, -0.547412, -1.34124, 2.93832, 1.0], [15, -0.515935, -1.1975, 2.89306, 1.0], [16, -0.273149, -0.688687, 2.94112, 1.0], [17, -0.271388, -1.02689, 2.96618, 1.0], [18, -0.198079, -1.32345, 3.05694, 1.0], [19, -0.202981, -1.18037, 2.99599, 1.0], [20, -0.355758, -0.196349, 2.95444, 1.0], [21, -0.667873, -0.776662, 2.80897, 1.0], [22, -0.723279, -0.706869, 2.81554, 1.0], [23, 0.0232452, -0.79862, 2.89039, 1.0], [24, -0.0452886, -0.767201, 2.887, 1.0]]
