[[0, -0.12478, -0.316863, 2.57686, 1.0], [1, -0.123261, -0.024146, 2.5269, 1.0], [2, -0.121104, 0.261819, 2.4643, 1.0], [3, -0.118715, 0.386235, 2.43236, 1.0], [4, -0.316203, 0.178783, 2.49574, 1.0], [5, -0.470484, 0.0598617, 2.56466, 1.0], [6, -0.395795, -0.105597, 2.54195, 1.0], [7, -0.341521, -0.132185, 2.52478, 1.0], [8, 0.0740296, 0.176724, 2.47463, 1.0], [9, 0.214376, 0.0583567, 2.56509, 1.0], [10, 0.122715, -0.09733, 2.5359, 1.0], [11, 0.117101, -0.0984259, 2.53408, 1.0], [12, -0.212018, -0.312092, 2.54704, 1.0], [13, -0.24547, -0.59052, 2.60842, 1.0], [14, -0.316294, -0.847837, 2.7408, 1.0], [15, -0.303396, -0.956537, 2.68536, 1.0], [16, -0.0341727, -0.313131, 2.53754, 1.0], [17, -0.00331166, -0.597969, 2.61835, 1.0], [18, 0.0374569, -0.870841, 2.73339, 1.0], [19, 0.0336867, -0.924707, 2.61742, 1.0], [20, -0.121757, 0.191295, 2.48221, 1.0], [21, -0.309177, -0.185417, 2.49981, 1.0], [22, -0.316025, -0.104127, 2.4992, 1.0], [23, 0.107903, -0.146833, 2.52371, 1.0], [24, 0.089356, -0.0997138, 2.49732, 1.0]]
[[0, -0.124807, -0.316843, 2.57683, 1.0], [1, -0.123275, -0.0241378, 2.52688, 1.0], [2, -0.121109, 0.26182, 2.46428, 1.0], [3, -0.118852, 0.38647, 2.43231, 1.0], [4, -0.31642, 0.178855, 2.49587, 1.0], [5, -0.470158, 0.0592649, 2.56488, 1.0], [6, -0.361574, -0.111452, 2.53397, 1.0], [7, -0.315405, -0.156117, 2.51072, 1.0], [8, 0.0739562, 0.176657, 2.47452, 1.0], [9, 0.207467, 0.0468692, 2.56308, 1.0], [10, 0.115962, -0.109231, 2.5347, 1.0], [11, 0.108158, -0.109402, 2.52681, 1.0], [12, -0.202711, -0.311717, 2.54746, 1.0], [13, -0.245948, -0.588027, 2.60701, 1.0], [14, -0.31346, -0.846946, 2.73905, 1.0], [15, -0.302631, -0.955937, 2.68349, 1.0], [16, -0.0454868, -0.312952, 2.53706, 1.0], [17, -0.00313918, -0.597592, 2.61792, 1.0], [18, 0.035667, -0.871126, 2.73317, 1.0], [19, 0.03185, -0.925082, 2.61709, 1.0], [20, -0.121763, 0.191298, 2.4822, 1.0], [21, -0.281256, -0.209677, 2.49501, 1.0], [22, -0.290808, -0.130633, 2.4737, 1.0], [23, 0.102027, -0.154749, 2.5212, 1.0], [24, 0.0845911, -0.0951639, 2.49898, 1.0]]
[[0, -0.12516, -0.316593, 2.5767, 1.0], [1, -0.123417, -0.0240195, 2.52687, 1.0], [2, -0.121154, 0.26188, 2.46436, 1.0], [3, -0.119564, 0.387025, 2.43241, 1.0], [4, -0.317394, 0.17907, 2.49728, 1.0], [5, -0.467242, 0.0512481, 2.5681, 1.0], [6, -0.360884, -0.112434, 2.53461, 1.0], [7, -0.316571, -0.156349, 2.51399, 1.0], [8, 0.0736925, 0.17653, 2.47413, 1.0], [9, 0.20453, 0.0430091, 2.56121, 1.0], [10, 0.11189, -0.112354, 2.52838, 1.0], [11, 0.0704582, -0.154241, 2.50243, 1.0], [12, -0.200724, -0.311194, 2.54774, 1.0], [13, -0.247, -0.588442, 2.60789, 1.0], [14, -0.31283, -0.848742, 2.73979, 1.0], [15, -0.305023, -0.959247, 2.69073, 1.0], [16, -0.0503487, -0.312278, 2.53595, 1.0], [17, -0.0035127, -0.596574, 2.61699, 1.0], [18, 0.0351622, -0.868875, 2.73658, 1.0], [19, 0.0418471, -0.979737, 2.69453, 1.0], [20, -0.121825, 0.191365, 2.48225, 1.0], [21, -0.282949, -0.206393, 2.49377, 1.0], [22, -0.292296, -0.128016, 2.47852, 1.0], [23, 0.0438151, -0.208424, 2.48802, 1.0], [24, 0.04781, -0.127694, 2.46606, 1.0]]
[[0, -0.127359, -0.315986, 2.57582, 1.0], [1, -0.124361, -0.0237888, 2.52655, 1.0], [2, -0.121362, 0.261905, 2.46433, 1.0], [3, -0.121024, 0.387345, 2.43253, 1.0], [4, -0.318364, 0.178975, 2.49831, 1.0], [5, -0.468075, 0.0532302, 2.57008, 1.0], [6, -0.360409, -0.114268, 2.53568, 1.0], [7, -0.31679, -0.164403, 2.51468, 1.0], [8, 0.0728393, 0.176046, 2.47278, 1.0], [9, 0.202566, 0.0391423, 2.55717, 1.0], [10, 0.108097, -0.115267, 2.52437, 1.0], [11, 0.0654071, -0.153835, 2.49563, 1.0], [12, -0.20063, -0.311007, 2.54751, 1.0], [13, -0.247632, -0.588158, 2.60793, 1.0], [14, -0.299206, -0.832735, 2.72285, 1.0], [15, -0.29488, -0.943774, 2.67572, 1.0], [16, -0.0563062, -0.311636, 2.53442, 1.0], [17, -0.00474347, -0.595177, 2.61503, 1.0], [18, 0.0297859, -0.846369, 2.72308, 1.0], [19, 0.024804, -0.900508, 2.60655, 1.0], [20, -0.122165, 0.191425, 2.48217, 1.0], [21, -0.284059, -0.214055, 2.5036, 1.0], [22, -0.294478, -0.135452, 2.47726, 1.0], [23, 0.0368604, -0.207777, 2.48035, 1.0], [24, 0.0412355, -0.126485, 2.46092, 1.0]]
[[0, -0.130712, -0.314997, 2.57472, 1.0], [1, -0.125834, -0.0233404, 2.52613, 1.0], [2, -0.121628, 0.261988, 2.4643, 1.0], [3, -0.123642, 0.387921, 2.43298, 1.0], [4, -0.321076, 0.179933, 2.50152, 1.0], [5, -0.469838, 0.0567918, 2.5774, 1.0], [6, -0.361012, -0.110268, 2.53888, 1.0], [7, -0.321855, -0.158695, 2.51822, 1.0], [8, 0.0705179, 0.175194, 2.4701, 1.0], [9, 0.200743, 0.0356206, 2.55134, 1.0], [10, 0.105121, -0.118549, 2.52135, 1.0], [11, 0.0614593, -0.159823, 2.49472, 1.0], [12, -0.201007, -0.310484, 2.5473, 1.0], [13, -0.249251, -0.587169, 2.608, 1.0], [14, -0.288772, -0.82629, 2.71235, 1.0], [15, -0.294339, -0.938004, 2.67997, 1.0], [16, -0.0616434, -0.310993, 2.53246, 1.0], [17, -0.00627459, -0.59542, 2.61416, 1.0], [18, 0.0255819, -0.833205, 2.71944, 1.0], [19, 0.0191307, -0.887493, 2.60293, 1.0], [20, -0.12265, 0.191575, 2.48208, 1.0], [21, -0.286234, -0.209757, 2.5021, 1.0], [22, -0.29422, -0.12886, 2.47668, 1.0], [23, 0.0376825, -0.211971, 2.4801, 1.0], [24, 0.0410839, -0.135025, 2.45663, 1.0]]
[[0, -0.135545, -0.314386, 2.57377, 1.0], [1, -0.12804, -0.0230601, 2.52592, 1.0], [2, -0.122042, 0.262016, 2.46445, 1.0], [3, -0.127114, 0.388093, 2.43342, 1.0], [4, -0.32476, 0.181662, 2.50541, 1.0], [5, -0.471066, 0.0599861, 2.58487, 1.0], [6, -0.395618, -0.1062, 2.56445, 1.0], [7, -0.353484, -0.139714, 2.54303, 1.0], [8, 0.0675925, 0.173073, 2.46567, 1.0], [9, 0.197996, 0.0305808, 2.54088, 1.0], [10, 0.0993818, -0.121039, 2.5067, 1.0], [11, 0.0523663, -0.159286, 2.48587, 1.0], [12, -0.202767, -0.309616, 2.54739, 1.0], [13, -0.250408, -0.585946, 2.60841, 1.0], [14, -0.283157, -0.916492, 2.73699, 1.0], [15, -0.299313, -0.998345, 2.66463, 1.0], [16, -0.0677113, -0.311206, 2.53038, 1.0], [17, -0.00848732, -0.594842, 2.61232, 1.0], [18, 0.0249556, -0.83116, 2.71812, 1.0], [19, 0.0163667, -0.885421, 2.6018, 1.0], [20, -0.123388, 0.191648, 2.48219, 1.0], [21, -0.330141, -0.205688, 2.54224, 1.0], [22, -0.329243, -0.12689, 2.50311, 1.0], [23, 0.0220026, -0.211701, 2.46567, 1.0], [24, 0.0255063, -0.130061, 2.45154, 1.0]]
[[0, -0.140937, -0.315143, 2.57309, 1.0], [1, -0.131566, -0.0232944, 2.52547, 1.0], [2, -0.123368, 0.262022, 2.46441, 1.0], [3, -0.131224, 0.388482, 2.43385, 1.0], [4, -0.329587, 0.183873, 2.51291, 1.0], [5, -0.470618, 0.0564856, 2.5957, 1.0], [6, -0.394762, -0.108729, 2.56515, 1.0], [7, -0.351652, -0.137641, 2.54255, 1.0], [8, 0.0615784, 0.170117, 2.45835, 1.0], [9, 0.197353, 0.0284709, 2.53035, 1.0], [10, 0.0978513, -0.123219, 2.49973, 1.0], [11, 0.0470942, -0.161688, 2.47801, 1.0], [12, -0.205813, -0.309462, 2.54798, 1.0], [13, -0.252745, -0.584545, 2.60933, 1.0], [14, -0.287649, -0.916988, 2.7332, 1.0], [15, -0.29793, -1.00258, 2.67152, 1.0], [16, -0.0741111, -0.312958, 2.52826, 1.0], [17, -0.0115958, -0.598568, 2.61233, 1.0], [18, 0.0254845, -0.836035, 2.7149, 1.0], [19, 0.0130591, -0.89024, 2.59898, 1.0], [20, -0.12526, 0.191624, 2.48204, 1.0], [21, -0.331567, -0.205711, 2.53532, 1.0], [22, -0.324881, -0.126789, 2.50073, 1.0], [23, 0.0163436, -0.219777, 2.4625, 1.0], [24, 0.0227695, -0.129442, 2.44407, 1.0]]
[[0, -0.145833, -0.315441, 2.57206, 1.0], [1, -0.135781, -0.0230279, 2.52457, 1.0], [2, -0.126134, 0.262624, 2.46389, 1.0], [3, -0.136518, 0.394956, 2.43072, 1.0], [4, -0.335175, 0.186712, 2.52094, 1.0], [5, -0.454016, 0.0233087, 2.60611, 1.0], [6, -0.380897, -0.139918, 2.55523, 1.0], [7, -0.337715, -0.183862, 2.53946, 1.0], [8, 0.05706, 0.168052, 2.4535, 1.0], [9, 0.195916, 0.0256012, 2.51664, 1.0], [10, 0.0880067, -0.120532, 2.48246, 1.0], [11, 0.0367722, -0.156835, 2.47026, 1.0], [12, -0.209387, -0.30895, 2.54848, 1.0], [13, -0.255703, -0.585193, 2.61113, 1.0], [14, -0.300157, -0.923176, 2.71665, 1.0], [15, -0.31201, -0.976675, 2.60141, 1.0], [16, -0.0796405, -0.314085, 2.52565, 1.0], [17, -0.0145197, -0.600359, 2.61184, 1.0], [18, 0.0258352, -0.836592, 2.71525, 1.0], [19, 0.0101455, -0.890959, 2.59953, 1.0], [20, -0.128486, 0.192179, 2.4814, 1.0], [21, -0.31334, -0.236829, 2.52297, 1.0], [22, -0.315552, -0.156061, 2.48158, 1.0], [23, 0.00169265, -0.210426, 2.45081, 1.0], [24, 0.00691346, -0.125369, 2.44256, 1.0]]
[[0, -0.152136, -0.316256, 2.57127, 1.0], [1, -0.140709, -0.0233569, 2.52358, 1.0], [2, -0.129389, 0.262675, 2.46298, 1.0], [3, -0.141258, 0.399963, 2.42861, 1.0], [4, -0.344457, 0.189147, 2.53617, 1.0], [5, -0.454021, 0.0188456, 2.61308, 1.0], [6, -0.372914, -0.141886, 2.56525, 1.0], [7, -0.341896, -0.187287, 2.54313, 1.0], [8, 0.0510214, 0.166569, 2.44775, 1.0], [9, 0.194444, 0.0230762, 2.50824, 1.0], [10, 0.0728565, -0.130814, 2.47813, 1.0], [11, 0.0193559, -0.170687, 2.46118, 1.0], [12, -0.214619, -0.309, 2.54956, 1.0], [13, -0.258153, -0.587307, 2.61304, 1.0], [14, -0.287432, -0.923142, 2.72894, 1.0], [15, -0.29996, -1.029, 2.68606, 1.0], [16, -0.0864987, -0.315544, 2.52305, 1.0], [17, -0.0170132, -0.601702, 2.61104, 1.0], [18, 0.0189504, -0.838455, 2.71481, 1.0], [19, -0.00163938, -0.892852, 2.59987, 1.0], [20, -0.132213, 0.192148, 2.48043, 1.0], [21, -0.316042, -0.239191, 2.52257, 1.0], [22, -0.320712, -0.167856, 2.4832, 1.0], [23, -0.0139496, -0.222615, 2.44433, 1.0], [24, -0.0101018, -0.136008, 2.42854, 1.0]]
[[0, -0.159299, -0.31657, 2.57106, 1.0], [1, -0.146397, -0.0232782, 2.523, 1.0], [2, -0.133455, 0.263073, 2.46223, 1.0], [3, -0.148089, 0.40397, 2.42679, 1.0], [4, -0.348825, 0.191712, 2.5439, 1.0], [5, -0.451267, 0.0146353, 2.6208, 1.0], [6, -0.368831, -0.143503, 2.56405, 1.0], [7, -0.345301, -0.18918, 2.5454, 1.0], [8, 0.0445752, 0.164619, 2.44178, 1.0], [9, 0.190657, 0.0207451, 2.49291, 1.0], [10, 0.0797321, -0.125827, 2.4746, 1.0], [11, 0.0269614, -0.16173, 2.46191, 1.0], [12, -0.221087, -0.308842, 2.55137, 1.0], [13, -0.263017, -0.586588, 2.61403, 1.0], [14, -0.287034, -0.922617, 2.72927, 1.0], [15, -0.308252, -0.978373, 2.6127, 1.0], [16, -0.0940186, -0.316166, 2.52102, 1.0], [17, -0.0209824, -0.603414, 2.60971, 1.0], [18, 0.0189248, -0.838447, 2.71488, 1.0], [19, -0.00588255, -0.895002, 2.59788, 1.0], [20, -0.136719, 0.192476, 2.4797, 1.0], [21, -0.315718, -0.234236, 2.50632, 1.0], [22, -0.317455, -0.196161, 2.4795, 1.0], [23, -0.00502125, -0.217164, 2.4511, 1.0], [24, -0.00184586, -0.13194, 2.43217, 1.0]]
[[0, -0.166399, -0.315863, 2.57112, 1.0], [1, -0.151158, -0.0226292, 2.52274, 1.0], [2, -0.136168, 0.263659, 2.46179, 1.0], [3, -0.153465, 0.407091, 2.42515, 1.0], [4, -0.352703, 0.194677, 2.55455, 1.0], [5, -0.450878, 0.0131071, 2.63434, 1.0], [6, -0.369783, -0.143186, 2.56806, 1.0], [7, -0.354436, -0.184701, 2.55389, 1.0], [8, 0.0373293, 0.162146, 2.43447, 1.0], [9, 0.187078, 0.0172601, 2.4826, 1.0], [10, 0.0758426, -0.129859, 2.4723, 1.0], [11, 0.0222601, -0.162918, 2.45588, 1.0], [12, -0.226987, -0.307841, 2.55305, 1.0], [13, -0.26514, -0.584616, 2.61505, 1.0], [14, -0.283559, -0.92141, 2.73151, 1.0], [15, -0.305908, -1.01367, 2.67773, 1.0], [16, -0.102037, -0.315667, 2.51952, 1.0], [17, -0.0256138, -0.6025, 2.60812, 1.0], [18, 0.0189792, -0.837165, 2.71371, 1.0], [19, -0.0103482, -0.89352, 2.59801, 1.0], [20, -0.13992, 0.193081, 2.47929, 1.0], [21, -0.326823, -0.241224, 2.52607, 1.0], [22, -0.334437, -0.148921, 2.48537, 1.0], [23, -0.00265339, -0.223155, 2.4594, 1.0], [24, -0.00263308, -0.133441, 2.42973, 1.0]]
[[0, -0.17039, -0.316005, 2.57119, 1.0], [1, -0.154892, -0.0225951, 2.52207, 1.0], [2, -0.139443, 0.263905, 2.46038, 1.0], [3, -0.161644, 0.410024, 2.42436, 1.0], [4, -0.356126, 0.196221, 2.56265, 1.0], [5, -0.449076, 0.0119375, 2.64278, 1.0], [6, -0.367045, -0.14594, 2.58097, 1.0], [7, -0.360305, -0.183552, 2.55638, 1.0], [8, 0.0307351, 0.160289, 2.42713, 1.0], [9, 0.182685, 0.0133563, 2.46909, 1.0], [10, 0.0619465, -0.135253, 2.4586, 1.0], [11, 0.00420125, -0.176755, 2.44799, 1.0], [12, -0.230483, -0.308007, 2.55515, 1.0], [13, -0.270433, -0.584575, 2.61818, 1.0], [14, -0.285406, -0.931131, 2.72684, 1.0], [15, -0.303366, -1.00508, 2.66737, 1.0], [16, -0.10702, -0.315721, 2.51749, 1.0], [17, -0.0290387, -0.603712, 2.60718, 1.0], [18, 0.0351131, -0.921526, 2.72357, 1.0], [19, 0.00253496, -0.97537, 2.61128, 1.0], [20, -0.143338, 0.193269, 2.47806, 1.0], [21, -0.33306, -0.240732, 2.52107, 1.0], [22, -0.339231, -0.171601, 2.48971, 1.0], [23, -0.0242598, -0.236221, 2.44367, 1.0], [24, -0.0254135, -0.141241, 2.41792, 1.0]]
[[0, -0.177186, -0.316357, 2.57198, 1.0], [1, -0.160128, -0.022703, 2.52181, 1.0], [2, -0.143207, 0.264024, 2.4593, 1.0], [3, -0.167103, 0.410484, 2.42392, 1.0], [4, -0.35741, 0.197927, 2.56756, 1.0], [5, -0.449159, 0.0143161, 2.65409, 1.0], [6, -0.3462, -0.127796, 2.58245, 1.0], [7, -0.358938, -0.159749, 2.54216, 1.0], [8, 0.0238039, 0.158368, 2.42164, 1.0], [9, 0.176459, 0.00795036, 2.458, 1.0], [10, 0.0584514, -0.136705, 2.45608, 1.0], [11, 0.00263273, -0.176199, 2.4474, 1.0], [12, -0.236436, -0.308108, 2.55815, 1.0], [13, -0.274043, -0.585131, 2.62046, 1.0], [14, -0.305371, -0.898323, 2.70979, 1.0], [15, -0.337309, -0.953446, 2.59723, 1.0], [16, -0.114294, -0.316272, 2.51626, 1.0], [17, -0.0331041, -0.603792, 2.60588, 1.0], [18, 0.0113662, -0.868281, 2.70813, 1.0], [19, -0.0243206, -0.92366, 2.59528, 1.0], [20, -0.147463, 0.193334, 2.47717, 1.0], [21, -0.357443, -0.224512, 2.57257, 1.0], [22, -0.362968, -0.179751, 2.537, 1.0], [23, -0.0243311, -0.23691, 2.4508, 1.0], [24, -0.0248367, -0.142581, 2.41521, 1.0]]
[[0, -0.18174, -0.316882, 2.57262, 1.0], [1, -0.163824, -0.0227812, 2.52098, 1.0], [2, -0.146411, 0.2644, 2.45686, 1.0], [3, -0.171618, 0.409987, 2.42304, 1.0], [4, -0.35761, 0.199842, 2.57187, 1.0], [5, -0.449747, 0.0163118, 2.66398, 1.0], [6, -0.318937, -0.0378929, 2.53253, 1.0], [7, -0.326783, -0.0965012, 2.46116, 1.0], [8, 0.0180674, 0.156272, 2.41631, 1.0], [9, 0.170908, 0.00501178, 2.44861, 1.0], [10, 0.0509881, -0.139114, 2.45104, 1.0], [11, -0.00730552, -0.177047, 2.44344, 1.0], [12, -0.240517, -0.308322, 2.5606, 1.0], [13, -0.277074, -0.583319, 2.622, 1.0], [14, -0.291932, -0.927999, 2.74228, 1.0], [15, -0.308898, -0.991649, 2.65927, 1.0], [16, -0.11923, -0.317099, 2.51522, 1.0], [17, -0.0383888, -0.602011, 2.60416, 1.0], [18, 0.0133542, -0.882666, 2.71593, 1.0], [19, -0.0246377, -0.937214, 2.60494, 1.0], [20, -0.150769, 0.193585, 2.47518, 1.0], [21, -0.321764, -0.0892254, 2.43413, 1.0], [22, -0.322683, -0.0786089, 2.416, 1.0], [23, -0.0376301, -0.235988, 2.44131, 1.0], [24, -0.0371651, -0.14214, 2.4126, 1.0]]
