[[0, -0.285892, -0.365391, 2.52345, 1.0], [1, -0.293877, -0.0507386, 2.47513, 1.0], [2, -0.299885, 0.256204, 2.4131, 1.0], [3, -0.305961, 0.400517, 2.37184, 1.0], [4, -0.475524, 0.135169, 2.43229, 1.0], [5, -0.499186, -0.157064, 2.44762, 1.0], [6, -0.525648, -0.389121, 2.416, 1.0], [7, -0.519963, -0.36597, 2.41531, 1.0], [8, -0.133996, 0.139116, 2.41368, 1.0], [9, -0.071249, -0.112883, 2.44056, 1.0], [10, -0.0146307, -0.33963, 2.40332, 1.0], [11, -0.0248078, -0.339006, 2.3928, 1.0], [12, -0.359613, -0.360898, 2.49138, 1.0], [13, -0.389007, -0.692507, 2.59901, 1.0], [14, -0.427227, -1.01862, 2.68006, 1.0], [15, -0.443848, -1.0957, 2.60352, 1.0], [16, -0.203835, -0.359271, 2.48222, 1.0], [17, -0.152534, -0.675276, 2.58972, 1.0], [18, -0.151686, -1.02657, 2.69796, 1.0], [19, -0.117676, -1.08203, 2.61914, 1.0], [20, -0.298721, 0.180572, 2.43103, 1.0], [21, -0.52439, -0.42355, 2.41389, 1.0], [22, -0.567974, -0.364572, 2.39663, 1.0], [23, -0.0141288, -0.388347, 2.38544, 1.0], [24, 0.0384886, -0.356783, 2.35557, 1.0]]
[[0, -0.285791, -0.365404, 2.5235, 1.0], [1, -0.293834, -0.0507288, 2.47526, 1.0], [2, -0.299924, 0.256253, 2.41341, 1.0], [3, -0.305962, 0.400564, 2.37188, 1.0], [4, -0.47555, 0.135153, 2.43237, 1.0], [5, -0.499229, -0.157064, 2.44771, 1.0], [6, -0.525832, -0.389168, 2.41598, 1.0], [7, -0.520102, -0.365529, 2.41633, 1.0], [8, -0.134063, 0.139189, 2.41378, 1.0], [9, -0.0713594, -0.113188, 2.44073, 1.0], [10, -0.0143235, -0.339873, 2.40319, 1.0], [11, -0.024341, -0.33924, 2.3929, 1.0], [12, -0.35952, -0.360927, 2.49138, 1.0], [13, -0.388766, -0.693618, 2.59964, 1.0], [14, -0.427214, -1.01851, 2.68017, 1.0], [15, -0.444063, -1.09589, 2.6039, 1.0], [16, -0.203713, -0.359263, 2.48233, 1.0], [17, -0.152549, -0.675256, 2.5898, 1.0], [18, -0.152282, -1.02835, 2.69874, 1.0], [19, -0.117623, -1.08224, 2.61928, 1.0], [20, -0.298733, 0.180609, 2.43128, 1.0], [21, -0.523474, -0.423418, 2.41884, 1.0], [22, -0.567975, -0.364572, 2.39664, 1.0], [23, -0.0131833, -0.388205, 2.38244, 1.0], [24, 0.0392552, -0.357177, 2.35696, 1.0]]
[[0, -0.285789, -0.365435, 2.5235, 1.0], [1, -0.293823, -0.0507357, 2.47528, 1.0], [2, -0.299883, 0.256277, 2.41348, 1.0], [3, -0.306004, 0.400546, 2.37191, 1.0], [4, -0.475571, 0.135104, 2.43246, 1.0], [5, -0.499297, -0.15707, 2.4478, 1.0], [6, -0.525801, -0.389235, 2.41594, 1.0], [7, -0.520371, -0.365733, 2.41579, 1.0], [8, -0.134081, 0.139198, 2.41378, 1.0], [9, -0.0714913, -0.113495, 2.44071, 1.0], [10, -0.0138647, -0.340059, 2.40289, 1.0], [11, -0.0245972, -0.338684, 2.3917, 1.0], [12, -0.359516, -0.360977, 2.49139, 1.0], [13, -0.388561, -0.694408, 2.60008, 1.0], [14, -0.427541, -1.01862, 2.68056, 1.0], [15, -0.443931, -1.09597, 2.6035, 1.0], [16, -0.203713, -0.359279, 2.48233, 1.0], [17, -0.152531, -0.675233, 2.5898, 1.0], [18, -0.153694, -1.02956, 2.70087, 1.0], [19, -0.117653, -1.08234, 2.61916, 1.0], [20, -0.298701, 0.180621, 2.43133, 1.0], [21, -0.523186, -0.423021, 2.41501, 1.0], [22, -0.568073, -0.364221, 2.39672, 1.0], [23, -0.0131529, -0.387814, 2.38008, 1.0], [24, 0.0390977, -0.356805, 2.3547, 1.0]]
[[0, -0.285905, -0.365291, 2.52344, 1.0], [1, -0.293844, -0.0506893, 2.47529, 1.0], [2, -0.299865, 0.256295, 2.41354, 1.0], [3, -0.306026, 0.400518, 2.37188, 1.0], [4, -0.475616, 0.135112, 2.43253, 1.0], [5, -0.499255, -0.157276, 2.44792, 1.0], [6, -0.526065, -0.389503, 2.41606, 1.0], [7, -0.520497, -0.365688, 2.41612, 1.0], [8, -0.134091, 0.13914, 2.41378, 1.0], [9, -0.0718649, -0.114186, 2.44044, 1.0], [10, -0.0131721, -0.340587, 2.40268, 1.0], [11, -0.0244677, -0.338793, 2.38954, 1.0], [12, -0.359639, -0.360793, 2.49132, 1.0], [13, -0.388542, -0.694409, 2.6001, 1.0], [14, -0.427483, -1.01811, 2.68071, 1.0], [15, -0.443946, -1.09622, 2.60314, 1.0], [16, -0.203821, -0.359173, 2.48227, 1.0], [17, -0.152471, -0.674958, 2.58964, 1.0], [18, -0.153619, -1.02949, 2.70068, 1.0], [19, -0.117558, -1.0825, 2.61916, 1.0], [20, -0.298694, 0.180645, 2.43137, 1.0], [21, -0.526275, -0.423319, 2.41941, 1.0], [22, -0.569023, -0.36348, 2.39803, 1.0], [23, -0.0131815, -0.387985, 2.38108, 1.0], [24, 0.0388672, -0.356887, 2.35564, 1.0]]
[[0, -0.286117, -0.365239, 2.52348, 1.0], [1, -0.293935, -0.0507123, 2.4754, 1.0], [2, -0.299976, 0.256054, 2.41388, 1.0], [3, -0.306152, 0.400278, 2.37217, 1.0], [4, -0.475711, 0.135125, 2.43293, 1.0], [5, -0.49939, -0.157476, 2.44829, 1.0], [6, -0.52715, -0.389819, 2.41763, 1.0], [7, -0.521217, -0.365452, 2.41823, 1.0], [8, -0.13411, 0.139109, 2.41377, 1.0], [9, -0.0722793, -0.114468, 2.44017, 1.0], [10, -0.0124428, -0.340646, 2.4018, 1.0], [11, -0.0278073, -0.337398, 2.38957, 1.0], [12, -0.359837, -0.360719, 2.49137, 1.0], [13, -0.38885, -0.693615, 2.60009, 1.0], [14, -0.427323, -1.01793, 2.68079, 1.0], [15, -0.443847, -1.09611, 2.60296, 1.0], [16, -0.204044, -0.359141, 2.48232, 1.0], [17, -0.152587, -0.674948, 2.58976, 1.0], [18, -0.153666, -1.03012, 2.70102, 1.0], [19, -0.117496, -1.08285, 2.61961, 1.0], [20, -0.29879, 0.180478, 2.43164, 1.0], [21, -0.523629, -0.423368, 2.41701, 1.0], [22, -0.568316, -0.363952, 2.39735, 1.0], [23, -0.0131644, -0.387494, 2.37808, 1.0], [24, 0.0126792, -0.356368, 2.35279, 1.0]]
[[0, -0.286095, -0.365212, 2.5235, 1.0], [1, -0.293861, -0.0506753, 2.4756, 1.0], [2, -0.299804, 0.256081, 2.41441, 1.0], [3, -0.306167, 0.400208, 2.37218, 1.0], [4, -0.476055, 0.134978, 2.43401, 1.0], [5, -0.499515, -0.157866, 2.44892, 1.0], [6, -0.527201, -0.390214, 2.41752, 1.0], [7, -0.521634, -0.365057, 2.41849, 1.0], [8, -0.134121, 0.139098, 2.41376, 1.0], [9, -0.0723493, -0.114576, 2.44008, 1.0], [10, -0.0122206, -0.340654, 2.40101, 1.0], [11, -0.0276703, -0.337584, 2.38872, 1.0], [12, -0.359798, -0.360684, 2.49146, 1.0], [13, -0.388383, -0.694817, 2.60054, 1.0], [14, -0.427381, -1.01804, 2.68061, 1.0], [15, -0.443671, -1.09647, 2.60262, 1.0], [16, -0.20403, -0.359119, 2.48231, 1.0], [17, -0.15259, -0.67496, 2.58983, 1.0], [18, -0.153684, -1.03024, 2.70106, 1.0], [19, -0.117315, -1.08335, 2.61907, 1.0], [20, -0.298647, 0.180508, 2.43208, 1.0], [21, -0.52363, -0.423554, 2.41969, 1.0], [22, -0.56875, -0.364933, 2.39779, 1.0], [23, -0.0131543, -0.387284, 2.3768, 1.0], [24, 0.0119386, -0.343025, 2.3602, 1.0]]
[[0, -0.286096, -0.365211, 2.52349, 1.0], [1, -0.293814, -0.0506585, 2.47572, 1.0], [2, -0.299582, 0.256155, 2.41487, 1.0], [3, -0.30621, 0.400171, 2.37224, 1.0], [4, -0.476237, 0.135145, 2.43478, 1.0], [5, -0.499566, -0.15792, 2.44907, 1.0], [6, -0.527323, -0.390299, 2.41765, 1.0], [7, -0.520708, -0.36472, 2.41849, 1.0], [8, -0.134134, 0.139001, 2.41385, 1.0], [9, -0.0724181, -0.114553, 2.44002, 1.0], [10, -0.0119091, -0.340515, 2.40045, 1.0], [11, -0.0273385, -0.337821, 2.38927, 1.0], [12, -0.359802, -0.36067, 2.49147, 1.0], [13, -0.388825, -0.694052, 2.6006, 1.0], [14, -0.427384, -1.018, 2.68059, 1.0], [15, -0.443786, -1.09734, 2.60143, 1.0], [16, -0.20404, -0.359138, 2.48228, 1.0], [17, -0.152628, -0.674939, 2.58982, 1.0], [18, -0.1532, -1.03002, 2.7004, 1.0], [19, -0.117792, -1.08331, 2.61953, 1.0], [20, -0.298479, 0.180563, 2.43244, 1.0], [21, -0.52583, -0.422872, 2.42107, 1.0], [22, -0.568586, -0.364167, 2.39824, 1.0], [23, -0.0151791, -0.387976, 2.37652, 1.0], [24, 0.0180548, -0.355421, 2.35951, 1.0]]
[[0, -0.286212, -0.365289, 2.52343, 1.0], [1, -0.293913, -0.0507854, 2.47583, 1.0], [2, -0.299683, 0.2559, 2.41527, 1.0], [3, -0.306223, 0.400041, 2.37232, 1.0], [4, -0.476326, 0.135128, 2.43502, 1.0], [5, -0.499606, -0.158367, 2.44958, 1.0], [6, -0.527315, -0.390761, 2.41757, 1.0], [7, -0.521492, -0.365752, 2.41903, 1.0], [8, -0.13418, 0.138985, 2.41392, 1.0], [9, -0.0726381, -0.114834, 2.43968, 1.0], [10, -0.0114802, -0.340661, 2.39993, 1.0], [11, -0.0278295, -0.33738, 2.38765, 1.0], [12, -0.359907, -0.36074, 2.49146, 1.0], [13, -0.388667, -0.694905, 2.60121, 1.0], [14, -0.427389, -1.01801, 2.68058, 1.0], [15, -0.443801, -1.09741, 2.60153, 1.0], [16, -0.204179, -0.359231, 2.48214, 1.0], [17, -0.152709, -0.674954, 2.58991, 1.0], [18, -0.153446, -1.03088, 2.70059, 1.0], [19, -0.11796, -1.08329, 2.61951, 1.0], [20, -0.298583, 0.180343, 2.43276, 1.0], [21, -0.52666, -0.423365, 2.42146, 1.0], [22, -0.568699, -0.36392, 2.3983, 1.0], [23, -0.0173014, -0.388241, 2.37544, 1.0], [24, 0.0201296, -0.360603, 2.35125, 1.0]]
[[0, -0.2864, -0.365277, 2.52343, 1.0], [1, -0.293982, -0.0507439, 2.47595, 1.0], [2, -0.299638, 0.256012, 2.41556, 1.0], [3, -0.30623, 0.39999, 2.37233, 1.0], [4, -0.476307, 0.135127, 2.43505, 1.0], [5, -0.499636, -0.158681, 2.44997, 1.0], [6, -0.527643, -0.391103, 2.41796, 1.0], [7, -0.522334, -0.362714, 2.41949, 1.0], [8, -0.134203, 0.138944, 2.41399, 1.0], [9, -0.0725901, -0.114958, 2.43962, 1.0], [10, -0.0116629, -0.340902, 2.39974, 1.0], [11, -0.0285429, -0.336977, 2.38866, 1.0], [12, -0.360154, -0.360897, 2.49157, 1.0], [13, -0.388325, -0.69519, 2.60118, 1.0], [14, -0.426985, -1.01712, 2.68078, 1.0], [15, -0.444159, -1.09667, 2.60179, 1.0], [16, -0.204414, -0.359046, 2.48204, 1.0], [17, -0.152711, -0.674898, 2.5899, 1.0], [18, -0.153357, -1.03059, 2.70035, 1.0], [19, -0.118494, -1.08315, 2.61925, 1.0], [20, -0.298574, 0.180432, 2.433, 1.0], [21, -0.531001, -0.421623, 2.41971, 1.0], [22, -0.574512, -0.374084, 2.4025, 1.0], [23, -0.0158944, -0.38769, 2.37284, 1.0], [24, 0.0216567, -0.359887, 2.35329, 1.0]]
[[0, -0.286553, -0.365307, 2.52326, 1.0], [1, -0.294068, -0.0508107, 2.47589, 1.0], [2, -0.299699, 0.255901, 2.41553, 1.0], [3, -0.306306, 0.399778, 2.37214, 1.0], [4, -0.476306, 0.135126, 2.43504, 1.0], [5, -0.499822, -0.15869, 2.45025, 1.0], [6, -0.527963, -0.39116, 2.41835, 1.0], [7, -0.522379, -0.362191, 2.41877, 1.0], [8, -0.13419, 0.138927, 2.41398, 1.0], [9, -0.0727447, -0.115114, 2.43909, 1.0], [10, -0.0114383, -0.340964, 2.39881, 1.0], [11, -0.0288147, -0.336967, 2.38601, 1.0], [12, -0.360316, -0.361046, 2.49154, 1.0], [13, -0.388212, -0.695743, 2.60115, 1.0], [14, -0.426957, -1.01673, 2.68025, 1.0], [15, -0.444008, -1.0976, 2.60027, 1.0], [16, -0.204613, -0.358906, 2.48156, 1.0], [17, -0.152752, -0.674836, 2.58989, 1.0], [18, -0.152973, -1.03103, 2.70008, 1.0], [19, -0.118457, -1.08318, 2.61925, 1.0], [20, -0.298639, 0.180335, 2.43297, 1.0], [21, -0.52777, -0.421551, 2.41922, 1.0], [22, -0.572189, -0.374175, 2.39875, 1.0], [23, -0.0172615, -0.387643, 2.3718, 1.0], [24, 0.0201024, -0.359324, 2.3505, 1.0]]
[[0, -0.286836, -0.365286, 2.52299, 1.0], [1, -0.294085, -0.050807, 2.47589, 1.0], [2, -0.29958, 0.255913, 2.41578, 1.0], [3, -0.30632, 0.399666, 2.37206, 1.0], [4, -0.476377, 0.135274, 2.43557, 1.0], [5, -0.499986, -0.1586, 2.45051, 1.0], [6, -0.528252, -0.391078, 2.41848, 1.0], [7, -0.522088, -0.363247, 2.41913, 1.0], [8, -0.134187, 0.138902, 2.41403, 1.0], [9, -0.0731409, -0.114881, 2.43884, 1.0], [10, -0.0113354, -0.340639, 2.39859, 1.0], [11, -0.020542, -0.37187, 2.37595, 1.0], [12, -0.360625, -0.361181, 2.49137, 1.0], [13, -0.388394, -0.695895, 2.60148, 1.0], [14, -0.426976, -1.0168, 2.68024, 1.0], [15, -0.444068, -1.09903, 2.59944, 1.0], [16, -0.204885, -0.358699, 2.48115, 1.0], [17, -0.152822, -0.674833, 2.58988, 1.0], [18, -0.152969, -1.03074, 2.6999, 1.0], [19, -0.11897, -1.08294, 2.61902, 1.0], [20, -0.29858, 0.180344, 2.43312, 1.0], [21, -0.525875, -0.425002, 2.42583, 1.0], [22, -0.570583, -0.361993, 2.40177, 1.0], [23, -0.0281685, -0.393864, 2.38, 1.0], [24, 0.0264321, -0.361413, 2.34986, 1.0]]
