[[0, -0.1028086, 0.06965441, 2.464606, 1], [1, -0.1026228, 0.3837799, 2.438919, 1], [2, -0.1025293, 0.6877351, 2.40196, 1], [3, -0.1190992, 0.8358598, 2.373549, 1], [4, -0.2826451, 0.5525576, 2.38421, 1], [5, -0.3382697, 0.2775677, 2.420022, 1], [6, -0.375412, 0.05293661, 2.374334, 1], [7, -0.3878586, -0.006873231, 2.360761, 1], [8, 0.07524497, 0.553144, 2.399761, 1], [9, 0.1186013, 0.2708487, 2.436513, 1], [10, 0.1649765, 0.03793344, 2.414768, 1], [11, 0.1702752, -0.02250222, 2.407861, 1], [12, -0.1819979, 0.06820386, 2.423489, 1], [13, -0.2116664, -0.3064255, 2.47364, 1], [14, -0.2238512, -0.6361042, 2.534724, 1], [15, -0.2367492, -0.7024148, 2.444073, 1], [16, -0.0206426, 0.06906635, 2.433793, 1], [17, -0.01727936, -0.2969438, 2.485209, 1], [18, -0.0388057, -0.6281232, 2.546417, 1], [19, -0.008062474, -0.7014782, 2.465046, 1], [20, -0.1026148, 0.6132172, 2.413252, 1], [21, -0.3925916, -0.08621125, 2.340208, 1], [22, -0.4273673, 0.03290132, 2.333462, 1], [23, 0.170992, -0.1043772, 2.409031, 1], [24, 0.1245524, -0.02702154, 2.387, 1]]
[[0, -0.1034582, 0.0695429, 2.464585, 1], [1, -0.103525, 0.3838464, 2.438921, 1], [2, -0.1035714, 0.6879769, 2.401918, 1], [3, -0.1205961, 0.8357943, 2.373919, 1], [4, -0.2843457, 0.5522363, 2.384331, 1], [5, -0.3397165, 0.2783895, 2.419881, 1], [6, -0.3757423, 0.05304167, 2.374347, 1], [7, -0.3876812, -0.007390358, 2.363681, 1], [8, 0.07394989, 0.5530109, 2.399934, 1], [9, 0.1168726, 0.2715377, 2.435436, 1], [10, 0.163342, 0.03886581, 2.411146, 1], [11, 0.1696696, -0.02204765, 2.402097, 1], [12, -0.1826011, 0.06809321, 2.423475, 1], [13, -0.2117614, -0.3063872, 2.473768, 1], [14, -0.2232454, -0.6362137, 2.535402, 1], [15, -0.2357937, -0.7016236, 2.446017, 1], [16, -0.02131658, 0.0689586, 2.43377, 1], [17, -0.01746312, -0.2969191, 2.485126, 1], [18, -0.03875612, -0.6279826, 2.546239, 1], [19, -0.008128529, -0.7009802, 2.464561, 1], [20, -0.1036291, 0.6134158, 2.413232, 1], [21, -0.3965087, -0.0852957, 2.340455, 1], [22, -0.4289174, 0.02890402, 2.34336, 1], [23, 0.1724366, -0.101956, 2.388539, 1], [24, 0.1172405, -0.007332981, 2.386263, 1]]
[[0, -0.103923, 0.06990241, 2.464467, 1], [1, -0.1043082, 0.3842421, 2.438988, 1], [2, -0.1046408, 0.6883407, 2.402176, 1], [3, -0.1221116, 0.8364545, 2.374813, 1], [4, -0.2861854, 0.5523447, 2.38481, 1], [5, -0.3403301, 0.2784711, 2.419811, 1], [6, -0.3763284, 0.05316493, 2.374363, 1], [7, -0.3885993, -0.008294551, 2.364585, 1], [8, 0.07284863, 0.5538158, 2.400413, 1], [9, 0.1150365, 0.2730855, 2.434499, 1], [10, 0.1612791, 0.04013731, 2.405025, 1], [11, 0.1681872, -0.02225109, 2.392121, 1], [12, -0.1829881, 0.06834997, 2.423376, 1], [13, -0.2124018, -0.3060319, 2.47403, 1], [14, -0.2232286, -0.6361632, 2.535341, 1], [15, -0.2362375, -0.7019373, 2.446149, 1], [16, -0.02184984, 0.06942557, 2.433638, 1], [17, -0.01806664, -0.2968234, 2.484988, 1], [18, -0.03857198, -0.6278103, 2.546206, 1], [19, -0.01012984, -0.7010291, 2.467123, 1], [20, -0.1046301, 0.6137931, 2.413445, 1], [21, -0.3940965, -0.08600461, 2.341188, 1], [22, -0.4274174, 0.04014483, 2.337363, 1], [23, 0.1722479, -0.1004188, 2.375748, 1], [24, 0.1263673, -0.0307005, 2.370857, 1]]
[[0, -0.1047488, 0.06995288, 2.464228, 1], [1, -0.1052224, 0.3843908, 2.438858, 1], [2, -0.1055323, 0.6885502, 2.402108, 1], [3, -0.1234281, 0.8369639, 2.374949, 1], [4, -0.2868778, 0.5522825, 2.384816, 1], [5, -0.3412902, 0.2782865, 2.419733, 1], [6, -0.3766164, 0.05314561, 2.374373, 1], [7, -0.3893026, -0.007691001, 2.36431, 1], [8, 0.07131039, 0.5543487, 2.400486, 1], [9, 0.1117422, 0.2783519, 2.432646, 1], [10, 0.1610419, 0.04373431, 2.395968, 1], [11, 0.1703717, -0.01766405, 2.375337, 1], [12, -0.1838779, 0.06833955, 2.422991, 1], [13, -0.2128197, -0.3060762, 2.474205, 1], [14, -0.2237699, -0.6357632, 2.534912, 1], [15, -0.2352641, -0.7018933, 2.446946, 1], [16, -0.02260338, 0.06952801, 2.433532, 1], [17, -0.01896535, -0.2973976, 2.485111, 1], [18, -0.03875478, -0.6277596, 2.546303, 1], [19, -0.01260551, -0.699717, 2.469736, 1], [20, -0.1055336, 0.6139898, 2.413369, 1], [21, -0.3952561, -0.08738823, 2.343456, 1], [22, -0.4291567, 0.02757723, 2.336893, 1], [23, 0.1760664, -0.09572349, 2.356567, 1], [24, 0.1269275, -0.02911259, 2.36, 1]]
[[0, -0.10557, 0.07026239, 2.464137, 1], [1, -0.1059245, 0.3846259, 2.438813, 1], [2, -0.106043, 0.6886883, 2.402064, 1], [3, -0.1246575, 0.8368885, 2.375216, 1], [4, -0.2882077, 0.5524552, 2.385495, 1], [5, -0.3419697, 0.2781202, 2.419909, 1], [6, -0.3773914, 0.05305109, 2.374387, 1], [7, -0.3907286, -0.006753666, 2.362975, 1], [8, 0.06974135, 0.5550854, 2.400914, 1], [9, 0.1102832, 0.2799169, 2.430967, 1], [10, 0.1599492, 0.04944495, 2.380323, 1], [11, 0.1706046, -0.01284583, 2.355383, 1], [12, -0.1846551, 0.06849205, 2.422818, 1], [13, -0.2135806, -0.3060669, 2.474413, 1], [14, -0.2238736, -0.6353812, 2.534996, 1], [15, -0.2349717, -0.7018191, 2.447381, 1], [16, -0.02346636, 0.07000966, 2.433538, 1], [17, -0.0196612, -0.2975936, 2.485198, 1], [18, -0.03894589, -0.6276812, 2.546268, 1], [19, -0.01245445, -0.6996593, 2.469793, 1], [20, -0.1060933, 0.6141515, 2.413329, 1], [21, -0.3985568, -0.0850372, 2.337353, 1], [22, -0.4290802, 0.008163298, 2.340191, 1], [23, 0.1764096, -0.08952375, 2.3301, 1], [24, 0.1304339, -0.01696546, 2.338909, 1]]
[[0, -0.1067847, 0.07046871, 2.463901, 1], [1, -0.1067353, 0.3847991, 2.438713, 1], [2, -0.1064774, 0.6888025, 2.402027, 1], [3, -0.125593, 0.8368012, 2.375278, 1], [4, -0.2894579, 0.5524281, 2.386029, 1], [5, -0.3426108, 0.2783522, 2.419831, 1], [6, -0.3774501, 0.05315327, 2.374506, 1], [7, -0.390469, -0.009071174, 2.366865, 1], [8, 0.06849748, 0.5552775, 2.401211, 1], [9, 0.1077769, 0.283153, 2.42868, 1], [10, 0.161782, 0.05965735, 2.35901, 1], [11, 0.1734818, 0.001226397, 2.333009, 1], [12, -0.1858925, 0.06856496, 2.422484, 1], [13, -0.213996, -0.3060839, 2.474549, 1], [14, -0.2238393, -0.6352004, 2.534927, 1], [15, -0.2353702, -0.701637, 2.44693, 1], [16, -0.02462555, 0.07033712, 2.433403, 1], [17, -0.01979692, -0.2973955, 2.485105, 1], [18, -0.03904499, -0.627405, 2.54623, 1], [19, -0.01214298, -0.6989188, 2.469909, 1], [20, -0.1066141, 0.6142809, 2.413283, 1], [21, -0.398821, -0.08542857, 2.349057, 1], [22, -0.4304928, 0.02478924, 2.339684, 1], [23, 0.1805627, -0.078053, 2.308048, 1], [24, 0.1314932, 0.0001251176, 2.321962, 1]]
[[0, -0.1077712, 0.07079968, 2.464116, 1], [1, -0.1079646, 0.3851244, 2.439142, 1], [2, -0.1078559, 0.6890761, 2.402643, 1], [3, -0.1262866, 0.8370505, 2.375705, 1], [4, -0.2900897, 0.5524135, 2.386116, 1], [5, -0.3435303, 0.2781404, 2.420312, 1], [6, -0.3780859, 0.05291354, 2.375011, 1], [7, -0.3909198, -0.007947101, 2.368794, 1], [8, 0.0673046, 0.5554348, 2.401455, 1], [9, 0.1065017, 0.2885447, 2.426188, 1], [10, 0.1616151, 0.07254283, 2.344495, 1], [11, 0.1765496, 0.01372993, 2.312204, 1], [12, -0.1869318, 0.06894992, 2.422914, 1], [13, -0.2143965, -0.3061258, 2.474883, 1], [14, -0.2238064, -0.6352778, 2.535107, 1], [15, -0.2355604, -0.7015429, 2.446952, 1], [16, -0.02554615, 0.07061367, 2.433437, 1], [17, -0.01996405, -0.2972362, 2.485155, 1], [18, -0.04028131, -0.628869, 2.548483, 1], [19, -0.01219063, -0.6988542, 2.470358, 1], [20, -0.1079651, 0.6145708, 2.413858, 1], [21, -0.3922517, -0.08516242, 2.340226, 1], [22, -0.429767, 0.02424043, 2.344213, 1], [23, 0.1916085, -0.05855633, 2.280383, 1], [24, 0.1468344, -0.02111465, 2.287929, 1]]
[[0, -0.1087793, 0.07106017, 2.463891, 1], [1, -0.1090846, 0.385407, 2.438967, 1], [2, -0.1090151, 0.6893559, 2.402493, 1], [3, -0.1269865, 0.8367912, 2.375331, 1], [4, -0.2910156, 0.552193, 2.386211, 1], [5, -0.3437434, 0.2781068, 2.420372, 1], [6, -0.37846, 0.05282132, 2.374965, 1], [7, -0.3910579, -0.00777205, 2.366677, 1], [8, 0.06516463, 0.5561412, 2.401733, 1], [9, 0.1047121, 0.2925134, 2.422671, 1], [10, 0.1667478, 0.08290789, 2.316247, 1], [11, 0.1800438, 0.03278831, 2.282999, 1], [12, -0.187934, 0.06912229, 2.422713, 1], [13, -0.2147749, -0.3064317, 2.475198, 1], [14, -0.2243468, -0.6362941, 2.536304, 1], [15, -0.235363, -0.7016718, 2.446298, 1], [16, -0.02651564, 0.07095014, 2.43319, 1], [17, -0.02023926, -0.297316, 2.485206, 1], [18, -0.04068811, -0.6290721, 2.548596, 1], [19, -0.01211858, -0.6987703, 2.470273, 1], [20, -0.1091202, 0.6148528, 2.413706, 1], [21, -0.3994138, -0.08392896, 2.330084, 1], [22, -0.4293305, 0.04411147, 2.334143, 1], [23, 0.1917059, -0.04033307, 2.242154, 1], [24, 0.1357204, 0.03024687, 2.279963, 1]]
[[0, -0.1094116, 0.07111555, 2.463872, 1], [1, -0.1102832, 0.38557, 2.439056, 1], [2, -0.1108721, 0.6896508, 2.402708, 1], [3, -0.127957, 0.8367926, 2.374808, 1], [4, -0.2917936, 0.5519529, 2.386038, 1], [5, -0.3446456, 0.2780439, 2.42022, 1], [6, -0.3790964, 0.05269432, 2.375391, 1], [7, -0.3918405, -0.009440876, 2.368074, 1], [8, 0.06395624, 0.5561646, 2.401896, 1], [9, 0.1014499, 0.2978495, 2.420841, 1], [10, 0.1674374, 0.1065277, 2.29212, 1], [11, 0.1838665, 0.06075912, 2.256068, 1], [12, -0.1886596, 0.06911623, 2.422707, 1], [13, -0.215141, -0.3062344, 2.47526, 1], [14, -0.2244008, -0.6363582, 2.536166, 1], [15, -0.23542, -0.7015721, 2.446496, 1], [16, -0.02703775, 0.07105352, 2.433163, 1], [17, -0.020575, -0.2972735, 2.485258, 1], [18, -0.0406802, -0.6290973, 2.548432, 1], [19, -0.01205667, -0.6987419, 2.470402, 1], [20, -0.1108067, 0.6151128, 2.41389, 1], [21, -0.3999909, -0.08370951, 2.337201, 1], [22, -0.4291631, 0.03681162, 2.335758, 1], [23, 0.1949664, -0.01339552, 2.210369, 1], [24, 0.1373054, 0.05542066, 2.255263, 1]]
[[0, -0.111522, 0.07192408, 2.463423, 1], [1, -0.1119347, 0.3858763, 2.439016, 1], [2, -0.1121243, 0.6895401, 2.402902, 1], [3, -0.1286528, 0.8361022, 2.374392, 1], [4, -0.2940027, 0.5521842, 2.386567, 1], [5, -0.3453894, 0.2780351, 2.419826, 1], [6, -0.3796711, 0.05306518, 2.375778, 1], [7, -0.3912109, -0.006043895, 2.366201, 1], [8, 0.06214961, 0.557218, 2.402454, 1], [9, 0.09729207, 0.3076833, 2.415639, 1], [10, 0.1625056, 0.1468369, 2.25634, 1], [11, 0.1879253, 0.1213216, 2.209393, 1], [12, -0.190767, 0.0698337, 2.42228, 1], [13, -0.21565, -0.3065438, 2.475518, 1], [14, -0.2242343, -0.6359961, 2.535963, 1], [15, -0.2358007, -0.7016555, 2.446322, 1], [16, -0.02906586, 0.07192624, 2.432698, 1], [17, -0.02196927, -0.2978194, 2.485672, 1], [18, -0.04035692, -0.6275072, 2.547524, 1], [19, -0.01167599, -0.6988817, 2.471148, 1], [20, -0.1121483, 0.6150991, 2.41404, 1], [21, -0.3991662, -0.0806953, 2.331268, 1], [22, -0.4294097, 0.03421057, 2.337162, 1], [23, 0.2062459, 0.05745887, 2.142749, 1], [24, 0.2476674, 0.1254248, 2.192625, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
