[[0, -0.135878, -0.397112, 2.69064, 1.0], [1, -0.089585, -0.129224, 2.55857, 1.0], [2, -0.0437161, 0.133867, 2.41385, 1.0], [3, 0.0456976, 0.247299, 2.37816, 1.0], [4, -0.191138, 0.121254, 2.42383, 1.0], [5, -0.418007, 0.0374325, 2.47884, 1.0], [6, -0.347354, -0.168257, 2.48124, 1.0], [7, -0.304182, -0.225658, 2.49639, 1.0], [8, 0.0844669, 0.0365338, 2.52753, 1.0], [9, 0.0808267, -0.214731, 2.56726, 1.0], [10, -0.168764, -0.178227, 2.50752, 1.0], [11, -0.243795, -0.16471, 2.47863, 1.0], [12, -0.196867, -0.372845, 2.63858, 1.0], [13, -0.237503, -0.592101, 2.38418, 1.0], [14, -0.228029, -0.9132, 2.45427, 1.0], [15, -0.198754, -0.963886, 2.52999, 1.0], [16, -0.0714351, -0.411202, 2.67379, 1.0], [17, 0.135591, -0.642681, 2.60261, 1.0], [18, 0.0345456, -0.865436, 2.60513, 1.0], [19, 0.0553047, -0.932589, 2.49738, 1.0], [20, -0.0551275, 0.0688327, 2.45233, 1.0], [21, -0.280599, -0.301927, 2.50258, 1.0], [22, -0.260684, -0.177705, 2.46629, 1.0], [23, -0.32096, -0.172165, 2.47761, 1.0], [24, -0.255044, -0.225238, 2.46976, 1.0]]
[[0, -0.132037, -0.38989, 2.69375, 1.0], [1, -0.0876076, -0.12649, 2.56014, 1.0], [2, -0.0429101, 0.134251, 2.41452, 1.0], [3, 0.0468161, 0.247061, 2.37827, 1.0], [4, -0.190724, 0.119279, 2.42359, 1.0], [5, -0.417833, 0.0374117, 2.47797, 1.0], [6, -0.348539, -0.165765, 2.47843, 1.0], [7, -0.304391, -0.218855, 2.49174, 1.0], [8, 0.0855272, 0.0368423, 2.52879, 1.0], [9, 0.155643, -0.071455, 2.68611, 1.0], [10, -0.0859072, -0.110772, 2.57726, 1.0], [11, -0.192872, -0.146991, 2.47225, 1.0], [12, -0.193612, -0.367641, 2.64102, 1.0], [13, -0.209159, -0.658708, 2.48913, 1.0], [14, -0.213826, -0.791033, 2.61041, 1.0], [15, -0.19386, -0.923486, 2.58406, 1.0], [16, -0.0670943, -0.401885, 2.67798, 1.0], [17, 0.127131, -0.645443, 2.59964, 1.0], [18, 0.0162907, -0.890408, 2.60438, 1.0], [19, 0.0241512, -0.736515, 2.5806, 1.0], [20, -0.0540991, 0.0696197, 2.45316, 1.0], [21, -0.280227, -0.295795, 2.50121, 1.0], [22, -0.258513, -0.173364, 2.46314, 1.0], [23, -0.233571, -0.136265, 2.46961, 1.0], [24, -0.133467, -0.161099, 2.4396, 1.0]]
[[0, -0.128484, -0.378245, 2.68799, 1.0], [1, -0.0855141, -0.121221, 2.55867, 1.0], [2, -0.0420041, 0.135459, 2.41497, 1.0], [3, 0.0497699, 0.246493, 2.37991, 1.0], [4, -0.190198, 0.11824, 2.42254, 1.0], [5, -0.415598, 0.0361182, 2.47154, 1.0], [6, -0.346861, -0.16703, 2.47444, 1.0], [7, -0.299355, -0.227004, 2.48877, 1.0], [8, 0.0853759, 0.0365418, 2.52848, 1.0], [9, 0.155329, -0.0713359, 2.68622, 1.0], [10, 0.0741817, -0.24847, 2.6562, 1.0], [11, 0.0407006, -0.29254, 2.6076, 1.0], [12, -0.189535, -0.355375, 2.63581, 1.0], [13, -0.208927, -0.662142, 2.5676, 1.0], [14, -0.197674, -0.922023, 2.63692, 1.0], [15, -0.183715, -1.00675, 2.58544, 1.0], [16, -0.0641809, -0.391405, 2.6722, 1.0], [17, 0.115749, -0.642349, 2.60577, 1.0], [18, 0.00538073, -0.891818, 2.61124, 1.0], [19, 0.0195873, -0.748509, 2.58242, 1.0], [20, -0.0529702, 0.0715383, 2.45327, 1.0], [21, -0.279424, -0.306763, 2.49689, 1.0], [22, -0.256401, -0.172845, 2.4849, 1.0], [23, 0.0548848, -0.363346, 2.60124, 1.0], [24, 0.0662799, -0.33184, 2.64611, 1.0]]
[[0, -0.1106, -0.367563, 2.65183, 1.0], [1, -0.0785519, -0.116487, 2.54894, 1.0], [2, -0.0403929, 0.13607, 2.41534, 1.0], [3, 0.0543501, 0.24539, 2.38007, 1.0], [4, -0.188095, 0.115814, 2.41985, 1.0], [5, -0.414813, 0.0351081, 2.46541, 1.0], [6, -0.346732, -0.165323, 2.46935, 1.0], [7, -0.30286, -0.217584, 2.4826, 1.0], [8, 0.0853177, 0.0363285, 2.52812, 1.0], [9, 0.155049, -0.0705551, 2.68701, 1.0], [10, 0.0733784, -0.248148, 2.65745, 1.0], [11, 0.040723, -0.295092, 2.61016, 1.0], [12, -0.170209, -0.345124, 2.59618, 1.0], [13, -0.208074, -0.651969, 2.56783, 1.0], [14, -0.232718, -0.911841, 2.65166, 1.0], [15, -0.186005, -0.995311, 2.58589, 1.0], [16, -0.0481082, -0.380727, 2.64011, 1.0], [17, 0.102699, -0.649107, 2.631, 1.0], [18, -0.00898493, -0.904046, 2.63716, 1.0], [19, 0.012261, -0.766317, 2.59301, 1.0], [20, -0.0508994, 0.072643, 2.45226, 1.0], [21, -0.279574, -0.29473, 2.49603, 1.0], [22, -0.260514, -0.168596, 2.46112, 1.0], [23, 0.0526217, -0.36535, 2.60214, 1.0], [24, 0.0653553, -0.327108, 2.65099, 1.0]]
[[0, -0.104119, -0.367662, 2.62975, 1.0], [1, -0.07313, -0.114754, 2.53475, 1.0], [2, -0.0400558, 0.13607, 2.41476, 1.0], [3, 0.0585355, 0.245362, 2.37996, 1.0], [4, -0.182648, 0.1127, 2.4174, 1.0], [5, -0.411102, 0.0363961, 2.45962, 1.0], [6, -0.343361, -0.168195, 2.46389, 1.0], [7, -0.300855, -0.223952, 2.48068, 1.0], [8, 0.0850331, 0.0341958, 2.52936, 1.0], [9, 0.149214, -0.0727822, 2.69044, 1.0], [10, 0.0645557, -0.249728, 2.66578, 1.0], [11, 0.0381997, -0.291019, 2.60743, 1.0], [12, -0.163443, -0.344639, 2.57395, 1.0], [13, -0.193324, -0.630409, 2.56356, 1.0], [14, -0.208892, -0.899019, 2.6321, 1.0], [15, -0.167934, -1.00919, 2.59713, 1.0], [16, -0.0422046, -0.381395, 2.61931, 1.0], [17, 0.0340434, -0.654385, 2.63567, 1.0], [18, 0.0535459, -0.934465, 2.6354, 1.0], [19, 0.0573693, -0.797624, 2.59084, 1.0], [20, -0.0496296, 0.0730273, 2.45018, 1.0], [21, -0.279068, -0.301048, 2.49473, 1.0], [22, -0.260267, -0.17654, 2.46892, 1.0], [23, 0.0619093, -0.359637, 2.6318, 1.0], [24, 0.06308, -0.294065, 2.6295, 1.0]]
[[0, -0.102445, -0.366364, 2.62595, 1.0], [1, -0.0715685, -0.113902, 2.53074, 1.0], [2, -0.0398857, 0.135984, 2.41427, 1.0], [3, 0.0594798, 0.24262, 2.38185, 1.0], [4, -0.180671, 0.110247, 2.41613, 1.0], [5, -0.405424, 0.037755, 2.45054, 1.0], [6, -0.341483, -0.169589, 2.45986, 1.0], [7, -0.296011, -0.226705, 2.47659, 1.0], [8, 0.0848852, 0.0338245, 2.52903, 1.0], [9, 0.146818, -0.0732888, 2.69698, 1.0], [10, 0.0666854, -0.250916, 2.65927, 1.0], [11, 0.0393521, -0.29632, 2.60919, 1.0], [12, -0.162121, -0.343813, 2.57105, 1.0], [13, -0.191613, -0.616322, 2.55953, 1.0], [14, -0.208179, -0.885951, 2.62996, 1.0], [15, -0.170564, -0.99886, 2.59506, 1.0], [16, -0.0401866, -0.379643, 2.61508, 1.0], [17, 0.0295534, -0.63991, 2.63377, 1.0], [18, 0.0470817, -0.921713, 2.63295, 1.0], [19, 0.0363109, -0.78363, 2.5921, 1.0], [20, -0.0488424, 0.0731743, 2.44859, 1.0], [21, -0.275446, -0.306917, 2.49118, 1.0], [22, -0.251711, -0.177084, 2.44406, 1.0], [23, 0.0565334, -0.372594, 2.60518, 1.0], [24, 0.010591, -0.277506, 2.54858, 1.0]]
[[0, -0.101822, -0.366115, 2.62318, 1.0], [1, -0.0706448, -0.113566, 2.52827, 1.0], [2, -0.0394165, 0.13598, 2.414, 1.0], [3, 0.0589798, 0.239882, 2.38456, 1.0], [4, -0.177522, 0.109395, 2.41409, 1.0], [5, -0.402918, 0.0375321, 2.4457, 1.0], [6, -0.340572, -0.169487, 2.45719, 1.0], [7, -0.296067, -0.226572, 2.47386, 1.0], [8, 0.0849029, 0.0326906, 2.53022, 1.0], [9, 0.145414, -0.0740293, 2.69959, 1.0], [10, 0.0681864, -0.25262, 2.6594, 1.0], [11, 0.0390278, -0.301703, 2.60885, 1.0], [12, -0.161049, -0.343459, 2.56779, 1.0], [13, -0.191217, -0.61437, 2.5581, 1.0], [14, -0.209231, -0.885093, 2.62816, 1.0], [15, -0.170622, -1.00007, 2.59269, 1.0], [16, -0.0399461, -0.379538, 2.61312, 1.0], [17, 0.0271041, -0.630486, 2.63183, 1.0], [18, 0.0307251, -0.913916, 2.6295, 1.0], [19, 0.0282125, -0.773264, 2.59, 1.0], [20, -0.0479605, 0.0733928, 2.44746, 1.0], [21, -0.278451, -0.307283, 2.49259, 1.0], [22, -0.252091, -0.175594, 2.45121, 1.0], [23, 0.0517002, -0.368152, 2.59958, 1.0], [24, 0.00933378, -0.278317, 2.54879, 1.0]]
[[0, -0.101211, -0.366374, 2.62152, 1.0], [1, -0.0689175, -0.113688, 2.52688, 1.0], [2, -0.0357015, 0.135675, 2.41502, 1.0], [3, 0.0600603, 0.237995, 2.38609, 1.0], [4, -0.175773, 0.10884, 2.41291, 1.0], [5, -0.401626, 0.0373855, 2.44338, 1.0], [6, -0.340302, -0.16957, 2.45493, 1.0], [7, -0.296487, -0.225285, 2.47309, 1.0], [8, 0.0849744, 0.0319841, 2.53074, 1.0], [9, 0.145383, -0.0737046, 2.70084, 1.0], [10, 0.0686174, -0.252155, 2.65826, 1.0], [11, 0.0379775, -0.298134, 2.60551, 1.0], [12, -0.160251, -0.343711, 2.56631, 1.0], [13, -0.190698, -0.613777, 2.55679, 1.0], [14, -0.209495, -0.88481, 2.62821, 1.0], [15, -0.169919, -1.00162, 2.59262, 1.0], [16, -0.0395618, -0.379852, 2.61164, 1.0], [17, 0.0253747, -0.62374, 2.63049, 1.0], [18, 0.0313534, -0.907886, 2.62828, 1.0], [19, 0.0295116, -0.765324, 2.58909, 1.0], [20, -0.0446608, 0.0733654, 2.44702, 1.0], [21, -0.276552, -0.306749, 2.48788, 1.0], [22, -0.251711, -0.177175, 2.45077, 1.0], [23, 0.050858, -0.371531, 2.59777, 1.0], [24, 0.00820699, -0.276386, 2.54633, 1.0]]
[[0, -0.100303, -0.366049, 2.61993, 1.0], [1, -0.0682699, -0.113293, 2.52553, 1.0], [2, -0.0356102, 0.135763, 2.41478, 1.0], [3, 0.0599514, 0.236158, 2.38767, 1.0], [4, -0.175286, 0.108481, 2.41252, 1.0], [5, -0.401471, 0.0373123, 2.44262, 1.0], [6, -0.339561, -0.169694, 2.45387, 1.0], [7, -0.295475, -0.231182, 2.47361, 1.0], [8, 0.0851041, 0.0315178, 2.53127, 1.0], [9, 0.144374, -0.0736674, 2.70322, 1.0], [10, 0.0699123, -0.252349, 2.65622, 1.0], [11, 0.0372464, -0.30402, 2.60521, 1.0], [12, -0.159305, -0.34348, 2.56512, 1.0], [13, -0.189659, -0.612086, 2.55543, 1.0], [14, -0.20942, -0.883257, 2.62802, 1.0], [15, -0.170796, -1.00209, 2.59194, 1.0], [16, -0.0387618, -0.37948, 2.60989, 1.0], [17, 0.0231711, -0.617927, 2.63002, 1.0], [18, 0.032881, -0.9026, 2.62559, 1.0], [19, 0.0308092, -0.758384, 2.58779, 1.0], [20, -0.0443254, 0.0736585, 2.44633, 1.0], [21, -0.275638, -0.312101, 2.48723, 1.0], [22, -0.253585, -0.184591, 2.45764, 1.0], [23, 0.0430736, -0.368697, 2.58529, 1.0], [24, 0.00666848, -0.278084, 2.54774, 1.0]]
[[0, -0.100596, -0.366044, 2.61912, 1.0], [1, -0.0683191, -0.113139, 2.52468, 1.0], [2, -0.0355575, 0.135867, 2.41453, 1.0], [3, 0.059428, 0.234915, 2.38863, 1.0], [4, -0.175663, 0.109107, 2.41266, 1.0], [5, -0.400262, 0.0369273, 2.43994, 1.0], [6, -0.339111, -0.170125, 2.45263, 1.0], [7, -0.295826, -0.231576, 2.47394, 1.0], [8, 0.0851234, 0.031232, 2.53127, 1.0], [9, 0.144256, -0.0737077, 2.70327, 1.0], [10, 0.0699932, -0.252786, 2.65782, 1.0], [11, 0.0368545, -0.296944, 2.60577, 1.0], [12, -0.160329, -0.345772, 2.56438, 1.0], [13, -0.18874, -0.612375, 2.55549, 1.0], [14, -0.209688, -0.883877, 2.62819, 1.0], [15, -0.170919, -1.00416, 2.59299, 1.0], [16, -0.0390437, -0.377309, 2.60818, 1.0], [17, 0.0214288, -0.611362, 2.62866, 1.0], [18, 0.0355672, -0.896312, 2.62399, 1.0], [19, 0.0326793, -0.750782, 2.58695, 1.0], [20, -0.0442078, 0.0738909, 2.44572, 1.0], [21, -0.277846, -0.313437, 2.48744, 1.0], [22, -0.253462, -0.184842, 2.45266, 1.0], [23, 0.0451745, -0.369937, 2.58454, 1.0], [24, 0.00707324, -0.276874, 2.55024, 1.0]]
[[0, -0.101049, -0.366384, 2.61777, 1.0], [1, -0.0682682, -0.113057, 2.52357, 1.0], [2, -0.0353017, 0.136105, 2.41417, 1.0], [3, 0.0589267, 0.234049, 2.38889, 1.0], [4, -0.173429, 0.107099, 2.41105, 1.0], [5, -0.400322, 0.0368044, 2.43971, 1.0], [6, -0.339099, -0.170405, 2.45217, 1.0], [7, -0.295597, -0.231667, 2.47479, 1.0], [8, 0.0851483, 0.030829, 2.53168, 1.0], [9, 0.144162, -0.073835, 2.70309, 1.0], [10, 0.069934, -0.253136, 2.65845, 1.0], [11, 0.0384442, -0.301168, 2.60683, 1.0], [12, -0.161, -0.347771, 2.56326, 1.0], [13, -0.188646, -0.612685, 2.55549, 1.0], [14, -0.209809, -0.884549, 2.62825, 1.0], [15, -0.172766, -1.00664, 2.59355, 1.0], [16, -0.0394369, -0.376361, 2.60638, 1.0], [17, 0.0201319, -0.606511, 2.62798, 1.0], [18, 0.034651, -0.891857, 2.62271, 1.0], [19, 0.0323426, -0.745085, 2.58653, 1.0], [20, -0.0438723, 0.0742061, 2.44494, 1.0], [21, -0.274933, -0.313136, 2.48655, 1.0], [22, -0.253856, -0.17977, 2.45552, 1.0], [23, 0.0475961, -0.371434, 2.59154, 1.0], [24, 0.0101415, -0.275137, 2.54866, 1.0]]
