[[0, -0.380255, -0.301178, 2.35574, 1.0], [1, -0.368151, 0.014135, 2.29639, 1.0], [2, -0.353913, 0.320804, 2.2233, 1.0], [3, -0.330485, 0.471093, 2.17562, 1.0], [4, -0.493203, 0.288369, 2.22092, 1.0], [5, -0.570417, 0.520772, 2.07713, 1.0], [6, -0.60024, 0.717002, 1.9501, 1.0], [7, -0.570218, 0.799137, 1.93099, 1.0], [8, -0.206325, 0.235478, 2.22015, 1.0], [9, -0.045885, 0.428426, 2.10016, 1.0], [10, 0.054927, 0.640722, 1.98293, 1.0], [11, 0.0629401, 0.705117, 1.96954, 1.0], [12, -0.439811, -0.284349, 2.31879, 1.0], [13, -0.638093, -0.557905, 2.26241, 1.0], [14, -0.501493, -0.713234, 2.41905, 1.0], [15, -0.51235, -0.839219, 2.40725, 1.0], [16, -0.308858, -0.308646, 2.31945, 1.0], [17, -0.214164, -0.622455, 2.377, 1.0], [18, -0.203785, -1.00618, 2.51421, 1.0], [19, -0.171265, -1.11426, 2.45508, 1.0], [20, -0.357846, 0.2454, 2.24397, 1.0], [21, -0.565845, 0.842086, 1.92065, 1.0], [22, -0.61851, 0.777207, 1.9307, 1.0], [23, 0.0650593, 0.769651, 1.96864, 1.0], [24, 0.10365, 0.695264, 1.97263, 1.0]]
[[0, -0.378565, -0.282892, 2.30543, 1.0], [1, -0.366561, 0.0192206, 2.28171, 1.0], [2, -0.353489, 0.320741, 2.22221, 1.0], [3, -0.329669, 0.470436, 2.17371, 1.0], [4, -0.492936, 0.288401, 2.22013, 1.0], [5, -0.563127, 0.502336, 2.09718, 1.0], [6, -0.58135, 0.715931, 1.96306, 1.0], [7, -0.557674, 0.796054, 1.93558, 1.0], [8, -0.206213, 0.235263, 2.21927, 1.0], [9, -0.0440747, 0.423813, 2.10288, 1.0], [10, 0.0584806, 0.639906, 1.98389, 1.0], [11, 0.0766506, 0.696667, 1.97432, 1.0], [12, -0.437918, -0.26527, 2.27007, 1.0], [13, -0.597034, -0.555678, 2.34965, 1.0], [14, -0.501509, -0.716888, 2.42078, 1.0], [15, -0.512808, -0.843982, 2.4094, 1.0], [16, -0.307368, -0.291684, 2.26878, 1.0], [17, -0.221034, -0.602583, 2.37962, 1.0], [18, -0.203737, -1.0061, 2.51375, 1.0], [19, -0.171356, -1.11418, 2.4554, 1.0], [20, -0.357112, 0.2458, 2.24161, 1.0], [21, -0.546001, 0.846682, 1.9225, 1.0], [22, -0.602116, 0.805822, 1.93408, 1.0], [23, 0.084558, 0.75746, 1.97333, 1.0], [24, 0.119358, 0.696325, 1.97063, 1.0]]
[[0, -0.378931, -0.27019, 2.3, 1.0], [1, -0.364942, 0.0258016, 2.27347, 1.0], [2, -0.351863, 0.320175, 2.22113, 1.0], [3, -0.325781, 0.46979, 2.17259, 1.0], [4, -0.490832, 0.290684, 2.21894, 1.0], [5, -0.569002, 0.507136, 2.09797, 1.0], [6, -0.541277, 0.726347, 1.96697, 1.0], [7, -0.534142, 0.801254, 1.93664, 1.0], [8, -0.201349, 0.237164, 2.21983, 1.0], [9, -0.0384414, 0.415034, 2.10844, 1.0], [10, 0.0704444, 0.609499, 1.99102, 1.0], [11, 0.0917485, 0.690796, 1.97792, 1.0], [12, -0.438403, -0.252583, 2.26288, 1.0], [13, -0.508155, -0.551116, 2.33021, 1.0], [14, -0.518113, -0.861536, 2.48311, 1.0], [15, -0.532558, -0.984598, 2.45715, 1.0], [16, -0.307744, -0.27917, 2.26579, 1.0], [17, -0.246188, -0.613851, 2.35982, 1.0], [18, -0.190524, -1.05189, 2.52715, 1.0], [19, -0.168761, -1.12628, 2.44943, 1.0], [20, -0.355435, 0.246253, 2.23909, 1.0], [21, -0.520669, 0.849766, 1.91994, 1.0], [22, -0.581188, 0.811062, 1.93593, 1.0], [23, 0.109292, 0.74575, 1.9805, 1.0], [24, 0.131252, 0.653705, 1.972, 1.0]]
[[0, -0.379338, -0.268204, 2.29854, 1.0], [1, -0.363847, 0.0277153, 2.27071, 1.0], [2, -0.348215, 0.320019, 2.22032, 1.0], [3, -0.318946, 0.469287, 2.17211, 1.0], [4, -0.489901, 0.290748, 2.21837, 1.0], [5, -0.553194, 0.513082, 2.09534, 1.0], [6, -0.532594, 0.729377, 1.96728, 1.0], [7, -0.514959, 0.805503, 1.93796, 1.0], [8, -0.200994, 0.237074, 2.21968, 1.0], [9, -0.0337056, 0.395496, 2.11904, 1.0], [10, 0.0824762, 0.602399, 1.99601, 1.0], [11, 0.108444, 0.681155, 1.98299, 1.0], [12, -0.438881, -0.25081, 2.26134, 1.0], [13, -0.50423, -0.536537, 2.32477, 1.0], [14, -0.512464, -0.839851, 2.47326, 1.0], [15, -0.52505, -0.961656, 2.44111, 1.0], [16, -0.308147, -0.27713, 2.26497, 1.0], [17, -0.246278, -0.613995, 2.35964, 1.0], [18, -0.191848, -1.04145, 2.5226, 1.0], [19, -0.17072, -1.11846, 2.45372, 1.0], [20, -0.352529, 0.247017, 2.23711, 1.0], [21, -0.497611, 0.857023, 1.92731, 1.0], [22, -0.565718, 0.789973, 1.9422, 1.0], [23, 0.129386, 0.732308, 1.98166, 1.0], [24, 0.0250988, 0.713742, 1.95148, 1.0]]
[[0, -0.380023, -0.264784, 2.29619, 1.0], [1, -0.363915, 0.0295065, 2.26842, 1.0], [2, -0.347965, 0.319924, 2.21999, 1.0], [3, -0.313513, 0.468012, 2.17203, 1.0], [4, -0.486187, 0.288735, 2.21624, 1.0], [5, -0.547362, 0.508707, 2.11813, 1.0], [6, -0.515152, 0.73265, 1.96612, 1.0], [7, -0.492777, 0.809366, 1.93866, 1.0], [8, -0.200116, 0.236562, 2.21974, 1.0], [9, -0.0296002, 0.382675, 2.1249, 1.0], [10, 0.112287, 0.58901, 2.00222, 1.0], [11, 0.127704, 0.670906, 1.98923, 1.0], [12, -0.439658, -0.247945, 2.25887, 1.0], [13, -0.501422, -0.526605, 2.32098, 1.0], [14, -0.507942, -0.825898, 2.46653, 1.0], [15, -0.49954, -0.88485, 2.34194, 1.0], [16, -0.30876, -0.273337, 2.2632, 1.0], [17, -0.246648, -0.614559, 2.35989, 1.0], [18, -0.192394, -1.03574, 2.52007, 1.0], [19, -0.171882, -1.11364, 2.45588, 1.0], [20, -0.352232, 0.247238, 2.23632, 1.0], [21, -0.472348, 0.861118, 1.92515, 1.0], [22, -0.536706, 0.800458, 1.935, 1.0], [23, 0.151852, 0.718699, 1.98836, 1.0], [24, 0.0472988, 0.703027, 1.95829, 1.0]]
[[0, -0.381801, -0.262227, 2.29527, 1.0], [1, -0.364077, 0.0305319, 2.26735, 1.0], [2, -0.347089, 0.319729, 2.21986, 1.0], [3, -0.304181, 0.464505, 2.17337, 1.0], [4, -0.460942, 0.280654, 2.20313, 1.0], [5, -0.508383, 0.549908, 2.07695, 1.0], [6, -0.495812, 0.740767, 1.96494, 1.0], [7, -0.47064, 0.811075, 1.94034, 1.0], [8, -0.198415, 0.234936, 2.21995, 1.0], [9, -0.0271898, 0.369213, 2.13194, 1.0], [10, 0.120193, 0.574716, 2.01202, 1.0], [11, 0.14344, 0.664705, 1.99582, 1.0], [12, -0.441378, -0.245591, 2.25785, 1.0], [13, -0.499643, -0.520379, 2.31849, 1.0], [14, -0.504803, -0.817302, 2.46199, 1.0], [15, -0.490756, -0.875775, 2.33833, 1.0], [16, -0.310578, -0.270743, 2.26271, 1.0], [17, -0.246888, -0.614395, 2.35947, 1.0], [18, -0.19293, -1.03158, 2.51821, 1.0], [19, -0.172098, -1.11308, 2.4558, 1.0], [20, -0.351712, 0.247415, 2.23577, 1.0], [21, -0.448358, 0.862996, 1.92518, 1.0], [22, -0.518269, 0.797245, 1.94348, 1.0], [23, 0.169647, 0.712697, 1.99936, 1.0], [24, 0.0572538, 0.697312, 1.96105, 1.0]]
[[0, -0.38285, -0.261819, 2.29453, 1.0], [1, -0.364174, 0.0307743, 2.26647, 1.0], [2, -0.346026, 0.319324, 2.21949, 1.0], [3, -0.293117, 0.460852, 2.17462, 1.0], [4, -0.462157, 0.280971, 2.20378, 1.0], [5, -0.500316, 0.543386, 2.08305, 1.0], [6, -0.472425, 0.751756, 1.96234, 1.0], [7, -0.445345, 0.818118, 1.94222, 1.0], [8, -0.196931, 0.233056, 2.22058, 1.0], [9, -0.0186375, 0.345742, 2.14667, 1.0], [10, 0.126131, 0.518347, 2.03587, 1.0], [11, 0.161082, 0.65475, 2.00396, 1.0], [12, -0.442342, -0.245099, 2.25675, 1.0], [13, -0.49859, -0.516806, 2.31703, 1.0], [14, -0.503087, -0.811657, 2.45975, 1.0], [15, -0.489208, -0.869884, 2.33662, 1.0], [16, -0.311874, -0.270425, 2.26253, 1.0], [17, -0.246886, -0.614564, 2.35929, 1.0], [18, -0.193262, -1.02891, 2.51703, 1.0], [19, -0.172682, -1.11322, 2.45549, 1.0], [20, -0.35105, 0.247365, 2.23505, 1.0], [21, -0.423196, 0.871208, 1.93485, 1.0], [22, -0.489948, 0.808125, 1.94277, 1.0], [23, 0.173849, 0.701346, 2.00102, 1.0], [24, 0.073305, 0.689928, 1.97625, 1.0]]
[[0, -0.387462, -0.250355, 2.29112, 1.0], [1, -0.364471, 0.0336455, 2.26465, 1.0], [2, -0.344388, 0.318553, 2.21939, 1.0], [3, -0.282239, 0.457473, 2.17361, 1.0], [4, -0.45873, 0.280811, 2.2021, 1.0], [5, -0.489754, 0.542093, 2.08584, 1.0], [6, -0.446713, 0.772624, 1.9558, 1.0], [7, -0.414664, 0.819952, 1.94243, 1.0], [8, -0.194834, 0.230302, 2.2208, 1.0], [9, -0.0162249, 0.34171, 2.14978, 1.0], [10, 0.135463, 0.513592, 2.03666, 1.0], [11, 0.177508, 0.63713, 2.01058, 1.0], [12, -0.446195, -0.232396, 2.25163, 1.0], [13, -0.495366, -0.504409, 2.31228, 1.0], [14, -0.499188, -0.797733, 2.45433, 1.0], [15, -0.484514, -0.855825, 2.3317, 1.0], [16, -0.317037, -0.260412, 2.261, 1.0], [17, -0.246945, -0.615008, 2.35903, 1.0], [18, -0.193437, -1.02712, 2.51592, 1.0], [19, -0.172707, -1.11311, 2.45534, 1.0], [20, -0.350173, 0.247442, 2.23442, 1.0], [21, -0.384804, 0.869254, 1.93448, 1.0], [22, -0.461057, 0.807622, 1.93713, 1.0], [23, 0.204544, 0.680476, 2.01006, 1.0], [24, 0.0857469, 0.676497, 1.97862, 1.0]]
[[0, -0.389384, -0.246467, 2.28912, 1.0], [1, -0.364593, 0.0355409, 2.26317, 1.0], [2, -0.342573, 0.3179, 2.21928, 1.0], [3, -0.272618, 0.454276, 2.17507, 1.0], [4, -0.456609, 0.281462, 2.20146, 1.0], [5, -0.461354, 0.552942, 2.07705, 1.0], [6, -0.420098, 0.777461, 1.95683, 1.0], [7, -0.39092, 0.820372, 1.94552, 1.0], [8, -0.192555, 0.227699, 2.22117, 1.0], [9, -0.00620895, 0.329897, 2.15626, 1.0], [10, 0.1755, 0.518219, 2.03571, 1.0], [11, 0.206824, 0.603572, 2.02161, 1.0], [12, -0.447488, -0.228389, 2.25057, 1.0], [13, -0.495308, -0.500553, 2.31113, 1.0], [14, -0.497725, -0.79282, 2.45182, 1.0], [15, -0.482686, -0.850712, 2.3297, 1.0], [16, -0.319647, -0.256837, 2.25839, 1.0], [17, -0.246564, -0.617254, 2.35959, 1.0], [18, -0.193368, -1.02729, 2.51575, 1.0], [19, -0.17232, -1.11339, 2.45609, 1.0], [20, -0.349061, 0.247541, 2.23379, 1.0], [21, -0.361558, 0.871893, 1.93663, 1.0], [22, -0.415633, 0.849949, 1.9362, 1.0], [23, 0.233426, 0.653935, 2.01842, 1.0], [24, 0.13528, 0.654056, 1.98865, 1.0]]
[[0, -0.391347, -0.245085, 2.28874, 1.0], [1, -0.364875, 0.0361496, 2.26266, 1.0], [2, -0.341175, 0.317189, 2.2195, 1.0], [3, -0.263637, 0.451424, 2.17656, 1.0], [4, -0.455292, 0.282032, 2.20149, 1.0], [5, -0.454404, 0.554648, 2.07867, 1.0], [6, -0.418044, 0.776073, 1.9556, 1.0], [7, -0.36463, 0.82198, 1.94716, 1.0], [8, -0.19136, 0.225306, 2.22136, 1.0], [9, 0.0031733, 0.315867, 2.16414, 1.0], [10, 0.175889, 0.485386, 2.0542, 1.0], [11, 0.227687, 0.574538, 2.03297, 1.0], [12, -0.449777, -0.226918, 2.25183, 1.0], [13, -0.495612, -0.502124, 2.31134, 1.0], [14, -0.497466, -0.792682, 2.45168, 1.0], [15, -0.482444, -0.850322, 2.33008, 1.0], [16, -0.321757, -0.255352, 2.25682, 1.0], [17, -0.245351, -0.621986, 2.36127, 1.0], [18, -0.192993, -1.02997, 2.51657, 1.0], [19, -0.172612, -1.11311, 2.456, 1.0], [20, -0.348361, 0.247431, 2.23356, 1.0], [21, -0.325505, 0.867673, 1.93678, 1.0], [22, -0.395365, 0.841947, 1.94232, 1.0], [23, 0.252997, 0.635223, 2.02851, 1.0], [24, 0.139975, 0.636315, 2.00513, 1.0]]
[[0, -0.396856, -0.239596, 2.28693, 1.0], [1, -0.365695, 0.0378867, 2.2615, 1.0], [2, -0.33917, 0.316303, 2.21931, 1.0], [3, -0.255228, 0.447521, 2.17789, 1.0], [4, -0.455357, 0.297107, 2.20927, 1.0], [5, -0.436146, 0.564812, 2.07562, 1.0], [6, -0.342972, 0.804874, 1.95025, 1.0], [7, -0.328931, 0.822502, 1.94825, 1.0], [8, -0.184052, 0.218053, 2.22401, 1.0], [9, 0.0123298, 0.306183, 2.16971, 1.0], [10, 0.185607, 0.47749, 2.05757, 1.0], [11, 0.244635, 0.558499, 2.04086, 1.0], [12, -0.454754, -0.221183, 2.25121, 1.0], [13, -0.496295, -0.503178, 2.31177, 1.0], [14, -0.497048, -0.792369, 2.45058, 1.0], [15, -0.48441, -0.849745, 2.32944, 1.0], [16, -0.32735, -0.250604, 2.25418, 1.0], [17, -0.245073, -0.617269, 2.36004, 1.0], [18, -0.194959, -1.02331, 2.51384, 1.0], [19, -0.172759, -1.11307, 2.45606, 1.0], [20, -0.347291, 0.247347, 2.23301, 1.0], [21, -0.29628, 0.864958, 1.93892, 1.0], [22, -0.375054, 0.814345, 1.93622, 1.0], [23, 0.275223, 0.616891, 2.04049, 1.0], [24, 0.16409, 0.624172, 2.00918, 1.0]]
[[0, -0.398802, -0.240501, 2.28673, 1.0], [1, -0.365802, 0.0379732, 2.26116, 1.0], [2, -0.337024, 0.316057, 2.21956, 1.0], [3, -0.246214, 0.441147, 2.18234, 1.0], [4, -0.452046, 0.307393, 2.21667, 1.0], [5, -0.416044, 0.569738, 2.07548, 1.0], [6, -0.349791, 0.771799, 1.95746, 1.0], [7, -0.310115, 0.820413, 1.95235, 1.0], [8, -0.181705, 0.215652, 2.22586, 1.0], [9, 0.0258678, 0.278838, 2.18254, 1.0], [10, 0.200558, 0.454818, 2.06907, 1.0], [11, 0.263354, 0.533373, 2.05302, 1.0], [12, -0.457235, -0.223432, 2.25234, 1.0], [13, -0.496346, -0.503429, 2.31171, 1.0], [14, -0.497215, -0.79096, 2.44973, 1.0], [15, -0.486812, -0.848125, 2.329, 1.0], [16, -0.329158, -0.250728, 2.25326, 1.0], [17, -0.244282, -0.617766, 2.36061, 1.0], [18, -0.195657, -1.02181, 2.51307, 1.0], [19, -0.172547, -1.11315, 2.45599, 1.0], [20, -0.345913, 0.247329, 2.23288, 1.0], [21, -0.272706, 0.866177, 1.94675, 1.0], [22, -0.339123, 0.83864, 1.94271, 1.0], [23, 0.2942, 0.593955, 2.05076, 1.0], [24, 0.192756, 0.603135, 2.023, 1.0]]
[[0, -0.398845, -0.237514, 2.2866, 1.0], [1, -0.362462, 0.0390091, 2.2605, 1.0], [2, -0.316951, 0.308708, 2.21923, 1.0], [3, -0.235662, 0.438954, 2.18301, 1.0], [4, -0.449434, 0.310266, 2.218, 1.0], [5, -0.404703, 0.570464, 2.07515, 1.0], [6, -0.33517, 0.763363, 1.95754, 1.0], [7, -0.283869, 0.817845, 1.95463, 1.0], [8, -0.178895, 0.213857, 2.22798, 1.0], [9, 0.0289668, 0.275766, 2.1844, 1.0], [10, 0.209305, 0.434475, 2.08122, 1.0], [11, 0.281186, 0.514232, 2.06494, 1.0], [12, -0.455772, -0.21945, 2.25648, 1.0], [13, -0.498524, -0.517288, 2.31985, 1.0], [14, -0.499012, -0.803641, 2.45503, 1.0], [15, -0.488462, -0.860484, 2.33481, 1.0], [16, -0.330599, -0.246141, 2.24938, 1.0], [17, -0.245947, -0.614916, 2.35977, 1.0], [18, -0.197387, -1.01615, 2.5109, 1.0], [19, -0.172687, -1.11283, 2.45608, 1.0], [20, -0.330157, 0.243238, 2.232, 1.0], [21, -0.241746, 0.862069, 1.94866, 1.0], [22, -0.307637, 0.842408, 1.94404, 1.0], [23, 0.313865, 0.573958, 2.06286, 1.0], [24, 0.260943, 0.575315, 2.03725, 1.0]]
