[[0, 404.321, 206.098, 0.0889082, 1.0], [1, 405.853, 239.88, 0.913643, 1.0], [2, 369.078, 239.847, 0.859048, 1.0], [3, 348.547, 297.102, 0.86475, 1.0], [4, 344.169, 350.041, 0.840298, 1.0], [5, 444.018, 239.917, 0.830087, 1.0], [6, 464.604, 298.58, 0.903291, 1.0], [7, 476.343, 351.497, 0.855414, 1.0], [8, 405.865, 345.657, 0.735534, 1.0], [9, 380.806, 345.656, 0.711114, 1.0], [10, 380.78, 416.103, 0.781221, 1.0], [11, 373.513, 480.75, 0.789005, 1.0], [12, 436.682, 347.081, 0.662417, 1.0], [13, 445.469, 424.921, 0.7021, 1.0], [14, 455.798, 485.11, 0.775459, 1.0], [15, 0, 0, 0, 1.0], [16, 410.247, 200.211, 0.087497, 1.0], [17, 388.215, 201.698, 0.183174, 1.0], [18, 423.448, 201.668, 0.244785, 1.0], [19, 463.029, 511.63, 0.826794, 1.0], [20, 471.899, 510.056, 0.782357, 1.0], [21, 454.334, 486.662, 0.635789, 1.0], [22, 358.806, 510.045, 0.862608, 1.0], [23, 354.397, 501.312, 0.771245, 1.0], [24, 380.897, 486.596, 0.748524, 1.0]]
[[0, 399.975, 206.067, 0.0588653, 1.0], [1, 405.866, 239.872, 0.912709, 1.0], [2, 369.096, 239.831, 0.861838, 1.0], [3, 348.572, 295.71, 0.857667, 1.0], [4, 345.538, 350.033, 0.847249, 1.0], [5, 444.032, 239.917, 0.82886, 1.0], [6, 464.606, 298.625, 0.915886, 1.0], [7, 476.365, 351.525, 0.853532, 1.0], [8, 405.866, 347.085, 0.73317, 1.0], [9, 380.805, 347.077, 0.708765, 1.0], [10, 379.407, 416.14, 0.781624, 1.0], [11, 373.511, 480.739, 0.789764, 1.0], [12, 436.691, 347.138, 0.660093, 1.0], [13, 445.5, 426.386, 0.71549, 1.0], [14, 457.217, 485.124, 0.776955, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 388.231, 203.153, 0.13014, 1.0], [18, 423.458, 203.13, 0.202321, 1.0], [19, 461.669, 511.618, 0.827813, 1.0], [20, 471.897, 510.05, 0.78214, 1.0], [21, 455.749, 486.664, 0.635359, 1.0], [22, 358.807, 510.046, 0.85957, 1.0], [23, 354.396, 501.314, 0.770352, 1.0], [24, 380.901, 486.588, 0.739438, 1.0]]
[[0, 402.887, 206.115, 0.0572041, 1.0], [1, 405.888, 239.881, 0.908739, 1.0], [2, 369.118, 239.821, 0.864224, 1.0], [3, 348.579, 295.656, 0.848153, 1.0], [4, 345.536, 350.016, 0.851784, 1.0], [5, 445.476, 239.94, 0.823814, 1.0], [6, 464.617, 298.671, 0.913875, 1.0], [7, 476.367, 352.955, 0.858421, 1.0], [8, 405.866, 347.11, 0.72951, 1.0], [9, 380.8, 347.09, 0.704531, 1.0], [10, 379.371, 416.148, 0.765786, 1.0], [11, 372.102, 480.731, 0.795796, 1.0], [12, 436.693, 348.57, 0.656455, 1.0], [13, 446.946, 427.804, 0.722469, 1.0], [14, 457.223, 485.131, 0.777605, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.649, 201.719, 0.132106, 1.0], [18, 423.465, 201.688, 0.204111, 1.0], [19, 461.667, 511.615, 0.829952, 1.0], [20, 471.897, 510.05, 0.783674, 1.0], [21, 455.746, 488.023, 0.636297, 1.0], [22, 358.81, 510.043, 0.8609, 1.0], [23, 354.39, 501.315, 0.772248, 1.0], [24, 380.886, 486.575, 0.726837, 1.0]]
[[0, 399.981, 206.099, 0.0577346, 1.0], [1, 405.898, 239.899, 0.910212, 1.0], [2, 369.128, 239.815, 0.866615, 1.0], [3, 348.597, 294.238, 0.843268, 1.0], [4, 345.545, 350.027, 0.851541, 1.0], [5, 445.502, 241.308, 0.820662, 1.0], [6, 464.623, 300.051, 0.915841, 1.0], [7, 476.377, 352.974, 0.859836, 1.0], [8, 405.872, 347.107, 0.733705, 1.0], [9, 380.805, 347.086, 0.712328, 1.0], [10, 379.376, 416.156, 0.770569, 1.0], [11, 372.09, 480.713, 0.797458, 1.0], [12, 438.095, 348.572, 0.660643, 1.0], [13, 446.965, 427.807, 0.728661, 1.0], [14, 457.228, 485.133, 0.780051, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.686, 203.154, 0.136473, 1.0], [18, 424.889, 203.154, 0.209369, 1.0], [19, 461.661, 511.611, 0.826851, 1.0], [20, 471.894, 510.047, 0.779753, 1.0], [21, 455.749, 488.026, 0.637417, 1.0], [22, 358.818, 510.031, 0.857023, 1.0], [23, 354.396, 501.307, 0.779135, 1.0], [24, 380.882, 486.563, 0.724568, 1.0]]
[[0, 401.427, 206.111, 0.0707302, 1.0], [1, 405.908, 239.907, 0.906594, 1.0], [2, 369.139, 239.815, 0.869614, 1.0], [3, 348.614, 295.651, 0.834987, 1.0], [4, 345.559, 348.617, 0.859163, 1.0], [5, 445.516, 241.316, 0.82098, 1.0], [6, 464.617, 300.058, 0.920756, 1.0], [7, 476.387, 352.987, 0.862896, 1.0], [8, 405.876, 347.095, 0.733034, 1.0], [9, 380.812, 347.076, 0.712724, 1.0], [10, 379.392, 417.536, 0.778033, 1.0], [11, 372.071, 480.711, 0.804312, 1.0], [12, 438.098, 348.554, 0.660748, 1.0], [13, 446.978, 427.851, 0.749229, 1.0], [14, 457.239, 485.157, 0.785905, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.659, 203.133, 0.135891, 1.0], [18, 423.473, 201.7, 0.23126, 1.0], [19, 461.662, 511.612, 0.830527, 1.0], [20, 471.896, 510.05, 0.784757, 1.0], [21, 455.761, 488.045, 0.642989, 1.0], [22, 358.826, 510.031, 0.861401, 1.0], [23, 354.403, 501.312, 0.785478, 1.0], [24, 380.865, 486.559, 0.718248, 1.0]]
[[0, 402.863, 206.132, 0.087673, 1.0], [1, 405.906, 239.902, 0.906902, 1.0], [2, 369.149, 239.812, 0.870273, 1.0], [3, 350.039, 294.235, 0.827343, 1.0], [4, 345.573, 348.581, 0.873377, 1.0], [5, 445.506, 241.314, 0.820891, 1.0], [6, 464.602, 300.062, 0.92548, 1.0], [7, 476.372, 352.95, 0.861839, 1.0], [8, 405.883, 347.08, 0.731959, 1.0], [9, 380.823, 347.055, 0.714629, 1.0], [10, 380.8, 416.143, 0.799215, 1.0], [11, 372.082, 479.298, 0.798455, 1.0], [12, 438.105, 348.549, 0.65978, 1.0], [13, 446.965, 427.838, 0.75013, 1.0], [14, 457.263, 486.538, 0.786669, 1.0], [15, 0, 0, 0, 1.0], [16, 410.218, 201.685, 0.0801165, 1.0], [17, 388.222, 203.131, 0.166378, 1.0], [18, 424.914, 203.12, 0.261287, 1.0], [19, 461.655, 511.62, 0.827155, 1.0], [20, 471.887, 510.059, 0.783491, 1.0], [21, 455.79, 488.055, 0.641845, 1.0], [22, 358.837, 510.03, 0.859696, 1.0], [23, 354.416, 501.31, 0.785651, 1.0], [24, 380.87, 486.56, 0.713511, 1.0]]
[[0, 399.982, 206.088, 0.0713635, 1.0], [1, 405.902, 239.901, 0.908802, 1.0], [2, 369.148, 239.808, 0.869389, 1.0], [3, 350.039, 294.229, 0.826664, 1.0], [4, 345.594, 348.572, 0.8861, 1.0], [5, 445.499, 241.309, 0.822204, 1.0], [6, 464.6, 300.093, 0.924295, 1.0], [7, 476.362, 352.976, 0.866816, 1.0], [8, 405.866, 345.661, 0.743246, 1.0], [9, 380.807, 345.632, 0.71263, 1.0], [10, 380.811, 416.099, 0.797509, 1.0], [11, 372.092, 479.285, 0.796834, 1.0], [12, 436.682, 347.115, 0.667035, 1.0], [13, 446.926, 426.386, 0.731573, 1.0], [14, 458.688, 486.538, 0.790682, 1.0], [15, 394.139, 203.13, 0.0610926, 1.0], [16, 0, 0, 0, 1.0], [17, 389.664, 203.147, 0.143502, 1.0], [18, 423.462, 201.713, 0.22145, 1.0], [19, 461.653, 511.623, 0.823978, 1.0], [20, 470.478, 510.059, 0.782636, 1.0], [21, 457.227, 488.05, 0.643601, 1.0], [22, 358.835, 510.035, 0.858751, 1.0], [23, 354.416, 501.316, 0.779412, 1.0], [24, 380.876, 486.554, 0.713067, 1.0]]
[[0, 402.901, 206.156, 0.0641467, 1.0], [1, 405.901, 239.897, 0.908501, 1.0], [2, 369.149, 239.806, 0.86896, 1.0], [3, 351.481, 294.216, 0.824721, 1.0], [4, 345.618, 348.546, 0.902056, 1.0], [5, 445.49, 241.305, 0.822581, 1.0], [6, 464.597, 300.072, 0.925487, 1.0], [7, 476.358, 352.96, 0.862757, 1.0], [8, 405.873, 347.054, 0.738536, 1.0], [9, 380.817, 345.653, 0.712955, 1.0], [10, 380.816, 416.092, 0.79804, 1.0], [11, 372.101, 479.278, 0.794233, 1.0], [12, 436.695, 347.116, 0.668104, 1.0], [13, 446.931, 426.359, 0.728385, 1.0], [14, 458.683, 485.156, 0.787964, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.699, 203.154, 0.141107, 1.0], [18, 424.893, 203.143, 0.207979, 1.0], [19, 461.639, 511.603, 0.825577, 1.0], [20, 470.469, 510.041, 0.779706, 1.0], [21, 457.22, 488.043, 0.640351, 1.0], [22, 358.829, 510.045, 0.859484, 1.0], [23, 354.409, 501.323, 0.77097, 1.0], [24, 380.884, 486.546, 0.714937, 1.0]]
[[0, 402.923, 206.163, 0.0569815, 1.0], [1, 405.901, 239.897, 0.910465, 1.0], [2, 369.155, 239.807, 0.869859, 1.0], [3, 351.517, 294.239, 0.827016, 1.0], [4, 345.623, 347.167, 0.909993, 1.0], [5, 445.478, 241.304, 0.825347, 1.0], [6, 464.602, 300.047, 0.923805, 1.0], [7, 476.343, 351.513, 0.86281, 1.0], [8, 405.886, 347.123, 0.727073, 1.0], [9, 380.826, 347.101, 0.713118, 1.0], [10, 380.791, 416.115, 0.795039, 1.0], [11, 372.099, 479.286, 0.795503, 1.0], [12, 436.7, 348.573, 0.656615, 1.0], [13, 446.958, 427.817, 0.755464, 1.0], [14, 458.681, 485.162, 0.791571, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.701, 203.18, 0.135475, 1.0], [18, 424.9, 203.174, 0.192241, 1.0], [19, 461.616, 511.599, 0.821449, 1.0], [20, 470.447, 510.042, 0.777114, 1.0], [21, 457.23, 488.043, 0.648009, 1.0], [22, 358.826, 510.038, 0.857003, 1.0], [23, 354.405, 501.316, 0.771159, 1.0], [24, 380.885, 486.554, 0.718374, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 405.895, 239.882, 0.907803, 1.0], [2, 369.16, 239.803, 0.870257, 1.0], [3, 352.945, 294.199, 0.825713, 1.0], [4, 345.643, 347.127, 0.92599, 1.0], [5, 445.464, 239.946, 0.824901, 1.0], [6, 464.599, 298.659, 0.92219, 1.0], [7, 476.334, 351.495, 0.86176, 1.0], [8, 405.89, 348.558, 0.720822, 1.0], [9, 380.835, 348.541, 0.702626, 1.0], [10, 379.428, 416.148, 0.792738, 1.0], [11, 372.111, 479.275, 0.791986, 1.0], [12, 438.091, 350.01, 0.651753, 1.0], [13, 446.973, 427.823, 0.755976, 1.0], [14, 458.681, 485.153, 0.787742, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 391.101, 204.612, 0.108654, 1.0], [18, 424.895, 203.121, 0.150297, 1.0], [19, 461.635, 511.574, 0.822562, 1.0], [20, 470.459, 508.647, 0.771051, 1.0], [21, 457.214, 488.043, 0.645441, 1.0], [22, 358.828, 510.064, 0.864288, 1.0], [23, 354.402, 501.338, 0.760855, 1.0], [24, 380.91, 485.168, 0.713948, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 405.898, 239.875, 0.906272, 1.0], [2, 369.18, 238.439, 0.869372, 1.0], [3, 352.966, 292.778, 0.828988, 1.0], [4, 345.658, 347.092, 0.934252, 1.0], [5, 444.055, 239.946, 0.824703, 1.0], [6, 464.591, 298.619, 0.918078, 1.0], [7, 476.323, 350.064, 0.866231, 1.0], [8, 405.91, 348.569, 0.704649, 1.0], [9, 380.854, 348.555, 0.695706, 1.0], [10, 380.79, 417.54, 0.797549, 1.0], [11, 372.096, 480.715, 0.794227, 1.0], [12, 438.105, 350.02, 0.648596, 1.0], [13, 446.973, 427.848, 0.764416, 1.0], [14, 458.676, 486.544, 0.78981, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 389.673, 204.581, 0.102095, 1.0], [18, 424.889, 203.129, 0.172818, 1.0], [19, 461.641, 511.589, 0.818942, 1.0], [20, 470.474, 508.659, 0.77245, 1.0], [21, 455.798, 488.071, 0.648428, 1.0], [22, 358.829, 510.072, 0.87013, 1.0], [23, 354.407, 501.342, 0.76734, 1.0], [24, 380.884, 486.567, 0.721943, 1.0]]
