[[0, -0.1792755, -0.1740592, 2.743077, 1], [1, -0.157992, 0.05285709, 2.714277, 1], [2, -0.136354, 0.2755187, 2.675589, 1], [3, -0.1323512, 0.3919778, 2.649995, 1], [4, -0.2730273, 0.1951786, 2.592859, 1], [5, -0.1871425, 0.04858261, 2.409618, 1], [6, -0.0809165, -0.08275427, 2.232001, 1], [7, -0.04247102, -0.119164, 2.18018, 1], [8, -0.001777644, 0.1877759, 2.650585, 1], [9, -0.007048012, 0.06312313, 2.51029, 1], [10, -0.01273465, -0.04345867, 2.288507, 1], [11, -0.03926239, -0.1239528, 2.174619, 1], [12, -0.2424938, -0.1659234, 2.707937, 1], [13, -0.1782271, -0.2996505, 2.392511, 1], [14, -0.2143985, -0.6619554, 2.498711, 1], [15, -0.189219, -0.7348441, 2.433193, 1], [16, -0.1118371, -0.1779666, 2.71262, 1], [17, 0.001264923, -0.3104228, 2.418057, 1], [18, -0.005136605, -0.6554878, 2.503435, 1], [19, 0.01534344, -0.7029625, 2.383284, 1], [20, -0.1417315, 0.2204796, 2.687372, 1], [21, -0.02305319, -0.1750398, 2.139781, 1], [22, -0.02216934, -0.08681616, 2.14733, 1], [23, -0.02776567, -0.1791432, 2.135456, 1], [24, -0.02421234, -0.08768647, 2.138857, 1]]
[[0, -0.1793298, -0.1743125, 2.743134, 1], [1, -0.1579949, 0.0527684, 2.714289, 1], [2, -0.1363315, 0.2754477, 2.675513, 1], [3, -0.1327237, 0.3909361, 2.650078, 1], [4, -0.2730326, 0.1948077, 2.592649, 1], [5, -0.1874323, 0.04847098, 2.409051, 1], [6, -0.08317395, -0.0851086, 2.234513, 1], [7, -0.0397893, -0.1230401, 2.175314, 1], [8, -0.001546349, 0.18728, 2.650568, 1], [9, 1.235132e-05, 0.06060807, 2.512162, 1], [10, -0.01173585, -0.04402198, 2.289672, 1], [11, -0.04213431, -0.1163123, 2.178452, 1], [12, -0.2425708, -0.1662477, 2.708133, 1], [13, -0.1781793, -0.2999256, 2.392795, 1], [14, -0.2139303, -0.6617022, 2.498801, 1], [15, -0.189796, -0.7346108, 2.432667, 1], [16, -0.1118746, -0.1781908, 2.712592, 1], [17, 0.001194553, -0.310314, 2.418284, 1], [18, -0.004396301, -0.6551595, 2.502921, 1], [19, 0.01611873, -0.7026462, 2.382785, 1], [20, -0.1417215, 0.2204164, 2.687326, 1], [21, -0.02388104, -0.1837971, 2.135177, 1], [22, -0.02359434, -0.09840685, 2.144067, 1], [23, -0.02698593, -0.171956, 2.136225, 1], [24, -0.02238922, -0.0963511, 2.144427, 1]]
[[0, -0.1793885, -0.1738158, 2.743101, 1], [1, -0.1580762, 0.05284404, 2.714321, 1], [2, -0.1365487, 0.2752616, 2.675542, 1], [3, -0.1325677, 0.3909777, 2.650239, 1], [4, -0.2732438, 0.1943177, 2.592535, 1], [5, -0.1866218, 0.04826542, 2.409201, 1], [6, -0.08628269, -0.08286151, 2.23548, 1], [7, -0.0394559, -0.1240726, 2.176733, 1], [8, -0.001035679, 0.1854918, 2.64976, 1], [9, 0.0004360625, 0.05915292, 2.511027, 1], [10, -0.01034169, -0.04490885, 2.288214, 1], [11, -0.04110837, -0.1213133, 2.178766, 1], [12, -0.2424772, -0.1655649, 2.708133, 1], [13, -0.1782873, -0.2999147, 2.392989, 1], [14, -0.2137777, -0.661801, 2.498558, 1], [15, -0.1968679, -0.7408007, 2.445825, 1], [16, -0.1120446, -0.1778319, 2.712546, 1], [17, 0.001204293, -0.3102894, 2.418257, 1], [18, -0.004476632, -0.6551539, 2.503078, 1], [19, 0.01573759, -0.702634, 2.382868, 1], [20, -0.1418825, 0.2203332, 2.687352, 1], [21, -0.02354388, -0.1794413, 2.136743, 1], [22, -0.02365247, -0.09261935, 2.155022, 1], [23, -0.02872841, -0.1747072, 2.134458, 1], [24, -0.02325901, -0.09789086, 2.145535, 1]]
[[0, -0.1795358, -0.1734264, 2.743165, 1], [1, -0.1580735, 0.05284416, 2.714323, 1], [2, -0.1362882, 0.2746931, 2.675363, 1], [3, -0.1326732, 0.391023, 2.650151, 1], [4, -0.2734555, 0.1939434, 2.592236, 1], [5, -0.1872854, 0.04786874, 2.408698, 1], [6, -0.08783078, -0.08212967, 2.237357, 1], [7, -0.04079662, -0.1244362, 2.17764, 1], [8, -0.0005816269, 0.1840097, 2.64877, 1], [9, -0.01873055, 0.0504671, 2.519041, 1], [10, -0.01998089, -0.04643996, 2.292684, 1], [11, -0.04250931, -0.1219419, 2.180022, 1], [12, -0.2424389, -0.165159, 2.708044, 1], [13, -0.1780086, -0.3003606, 2.392866, 1], [14, -0.2135223, -0.6623488, 2.497916, 1], [15, -0.1970344, -0.7407001, 2.442538, 1], [16, -0.112468, -0.1773716, 2.712843, 1], [17, 0.001098604, -0.3102977, 2.418063, 1], [18, -0.005267023, -0.6552057, 2.503145, 1], [19, 0.01465619, -0.7027067, 2.382881, 1], [20, -0.1417397, 0.2200203, 2.687256, 1], [21, -0.02503878, -0.1790048, 2.13489, 1], [22, -0.02876999, -0.09443201, 2.149169, 1], [23, -0.02789179, -0.1784012, 2.133957, 1], [24, -0.02852598, -0.09375711, 2.151514, 1]]
[[0, -0.1795948, -0.1724386, 2.743256, 1], [1, -0.1580818, 0.05338729, 2.714242, 1], [2, -0.1362732, 0.2749325, 2.675071, 1], [3, -0.1326833, 0.3910171, 2.650141, 1], [4, -0.2735763, 0.1937353, 2.592188, 1], [5, -0.1881856, 0.04631977, 2.409404, 1], [6, -0.08877702, -0.0824166, 2.240537, 1], [7, -0.04216613, -0.1252389, 2.177704, 1], [8, -0.0005825221, 0.1839994, 2.648782, 1], [9, -0.03096913, 0.04873299, 2.523657, 1], [10, -0.03787628, -0.04904282, 2.297794, 1], [11, -0.04727393, -0.1169775, 2.184808, 1], [12, -0.2423215, -0.1641824, 2.707784, 1], [13, -0.1782424, -0.2999535, 2.393451, 1], [14, -0.213402, -0.6622329, 2.49802, 1], [15, -0.1964111, -0.7404145, 2.44233, 1], [16, -0.1127083, -0.1762956, 2.713338, 1], [17, 0.0009366517, -0.3096271, 2.418457, 1], [18, -0.005190481, -0.6546559, 2.502417, 1], [19, 0.01473825, -0.7021891, 2.382171, 1], [20, -0.1417353, 0.2203029, 2.687018, 1], [21, -0.02533792, -0.1830259, 2.135538, 1], [22, -0.02410494, -0.09059027, 2.149379, 1], [23, -0.03020868, -0.1729044, 2.136126, 1], [24, -0.02475784, -0.09031732, 2.149464, 1]]
[[0, -0.179621, -0.1721692, 2.743258, 1], [1, -0.1581513, 0.05345877, 2.714242, 1], [2, -0.1364554, 0.2748545, 2.674999, 1], [3, -0.1325106, 0.3907472, 2.650453, 1], [4, -0.2735954, 0.193606, 2.592205, 1], [5, -0.1883075, 0.04647605, 2.409127, 1], [6, -0.08912706, -0.08313835, 2.241769, 1], [7, -0.04168857, -0.1246576, 2.174472, 1], [8, -0.000559742, 0.1839809, 2.648842, 1], [9, -0.01087395, 0.04936988, 2.484168, 1], [10, -0.02706417, -0.06225621, 2.265509, 1], [11, -0.0451932, -0.1138765, 2.18073, 1], [12, -0.2422343, -0.1639258, 2.707718, 1], [13, -0.1783691, -0.2999876, 2.39359, 1], [14, -0.2135592, -0.6613019, 2.497372, 1], [15, -0.1960491, -0.7390209, 2.440386, 1], [16, -0.112852, -0.1760044, 2.713416, 1], [17, 0.0005261112, -0.3093626, 2.41812, 1], [18, -0.005048831, -0.6545283, 2.50237, 1], [19, 0.01489014, -0.7020666, 2.382129, 1], [20, -0.1418755, 0.2202729, 2.686969, 1], [21, -0.02618767, -0.1806365, 2.135831, 1], [22, -0.02324757, -0.09229189, 2.147286, 1], [23, -0.03080552, -0.1684706, 2.134318, 1], [24, -0.02286046, -0.09358566, 2.143996, 1]]
[[0, -0.1796972, -0.1732604, 2.743489, 1], [1, -0.1585074, 0.05282014, 2.714219, 1], [2, -0.1372418, 0.2742534, 2.67456, 1], [3, -0.1330705, 0.3896966, 2.650932, 1], [4, -0.2736991, 0.1930755, 2.592033, 1], [5, -0.1901775, 0.04657466, 2.407575, 1], [6, -0.08992629, -0.08209445, 2.239592, 1], [7, -0.04325715, -0.1197371, 2.175649, 1], [8, -0.0003536256, 0.1836405, 2.648622, 1], [9, -0.01090157, 0.04937804, 2.484167, 1], [10, -0.02616732, -0.06073161, 2.264649, 1], [11, -0.04585749, -0.1089325, 2.181941, 1], [12, -0.242334, -0.1653295, 2.70823, 1], [13, -0.1783665, -0.3000222, 2.393686, 1], [14, -0.2131154, -0.6623817, 2.498051, 1], [15, -0.1953118, -0.7388092, 2.437331, 1], [16, -0.1128939, -0.176903, 2.713439, 1], [17, 0.0003484483, -0.3088534, 2.418035, 1], [18, -0.005811518, -0.6546789, 2.503126, 1], [19, 0.01409248, -0.7022513, 2.382896, 1], [20, -0.1425452, 0.219656, 2.686645, 1], [21, -0.02395172, -0.174051, 2.130771, 1], [22, -0.02332017, -0.08378462, 2.154448, 1], [23, -0.02866512, -0.1663092, 2.129212, 1], [24, -0.02380725, -0.08495919, 2.15101, 1]]
[[0, -0.1797093, -0.1728309, 2.743442, 1], [1, -0.158671, 0.05299093, 2.71421, 1], [2, -0.1376382, 0.2742503, 2.674505, 1], [3, -0.1331447, 0.3894791, 2.651128, 1], [4, -0.2737502, 0.1929796, 2.591958, 1], [5, -0.19064, 0.04770047, 2.406289, 1], [6, -0.09253789, -0.07363524, 2.244072, 1], [7, -0.04264251, -0.1169536, 2.171913, 1], [8, -0.000255216, 0.1833093, 2.64833, 1], [9, -0.008830336, 0.05902464, 2.507875, 1], [10, -0.02388637, -0.0431967, 2.284443, 1], [11, -0.04595944, -0.1068058, 2.17818, 1], [12, -0.242198, -0.1647316, 2.707688, 1], [13, -0.1783628, -0.2998373, 2.393822, 1], [14, -0.2132686, -0.6622848, 2.497884, 1], [15, -0.1950859, -0.7384487, 2.436615, 1], [16, -0.1130278, -0.1764156, 2.713785, 1], [17, 0.0001451743, -0.3088381, 2.41829, 1], [18, -0.005797565, -0.6544728, 2.503028, 1], [19, 0.01402081, -0.7020431, 2.382775, 1], [20, -0.1428711, 0.2197005, 2.686599, 1], [21, -0.0252646, -0.172834, 2.129293, 1], [22, -0.02773748, -0.08292288, 2.143462, 1], [23, -0.03082941, -0.1670078, 2.128962, 1], [24, -0.02005726, -0.08015191, 2.1401, 1]]
[[0, -0.179662, -0.1730186, 2.743406, 1], [1, -0.1587311, 0.05300466, 2.714166, 1], [2, -0.1380207, 0.274593, 2.674236, 1], [3, -0.1332287, 0.3896173, 2.651149, 1], [4, -0.2737607, 0.1929565, 2.591914, 1], [5, -0.1901039, 0.04892272, 2.405479, 1], [6, -0.09236863, -0.0720919, 2.243303, 1], [7, -0.04088928, -0.1161432, 2.163877, 1], [8, -0.0002852094, 0.1834171, 2.648337, 1], [9, -0.006869656, 0.04980162, 2.468515, 1], [10, -0.02713988, -0.04716078, 2.243107, 1], [11, -0.04468758, -0.09483336, 2.172502, 1], [12, -0.2422199, -0.1649768, 2.707798, 1], [13, -0.1783601, -0.2997432, 2.39392, 1], [14, -0.2132447, -0.6625679, 2.497089, 1], [15, -0.1942483, -0.739204, 2.43763, 1], [16, -0.1128597, -0.1766828, 2.713553, 1], [17, -4.003204e-05, -0.3088828, 2.418064, 1], [18, -0.005717417, -0.6549214, 2.504504, 1], [19, 0.01411765, -0.702499, 2.384261, 1], [20, -0.1431576, 0.2199219, 2.686396, 1], [21, -0.02232512, -0.1578166, 2.125133, 1], [22, -0.02210147, -0.08803145, 2.145229, 1], [23, -0.0268059, -0.1464009, 2.12007, 1], [24, -0.0180968, -0.06955486, 2.138556, 1]]
[[0, -0.1796586, -0.1732603, 2.743438, 1], [1, -0.1587674, 0.05299807, 2.714176, 1], [2, -0.1381608, 0.2747434, 2.674217, 1], [3, -0.1332441, 0.3896149, 2.651097, 1], [4, -0.2738196, 0.1930169, 2.591899, 1], [5, -0.1897935, 0.05453823, 2.401247, 1], [6, -0.09332897, -0.0593298, 2.242585, 1], [7, -0.03852491, -0.101876, 2.157278, 1], [8, -0.0003762318, 0.1835297, 2.648228, 1], [9, -0.007222889, 0.05016036, 2.467709, 1], [10, -0.007994505, -0.03468906, 2.253618, 1], [11, -0.04929097, -0.06989519, 2.180319, 1], [12, -0.2423542, -0.1652919, 2.707965, 1], [13, -0.1781802, -0.2996676, 2.39391, 1], [14, -0.2129571, -0.6623799, 2.496446, 1], [15, -0.1943145, -0.7392366, 2.437447, 1], [16, -0.1127263, -0.1769654, 2.713484, 1], [17, -0.0004226669, -0.3080457, 2.418226, 1], [18, -0.005742913, -0.6549255, 2.504534, 1], [19, 0.01406373, -0.7025034, 2.384285, 1], [20, -0.1432685, 0.2200125, 2.686385, 1], [21, -0.01944521, -0.1478535, 2.115903, 1], [22, -0.0210604, -0.07379544, 2.135, 1], [23, -0.0363326, -0.105048, 2.136283, 1], [24, -0.02034159, -0.08024108, 2.142112, 1]]
[[0, -0.1797501, -0.1738528, 2.743234, 1], [1, -0.1582858, 0.05252686, 2.714373, 1], [2, -0.1360984, 0.2740324, 2.675222, 1], [3, -0.1332735, 0.3907775, 2.651619, 1], [4, -0.2738848, 0.1931707, 2.591935, 1], [5, -0.1888324, 0.05857854, 2.398844, 1], [6, -0.09300756, -0.05197807, 2.242316, 1], [7, -0.03574431, -0.09441912, 2.15143, 1], [8, -0.000515865, 0.1835171, 2.647932, 1], [9, -0.003628195, 0.05741448, 2.465241, 1], [10, -0.03155455, -0.03390272, 2.238248, 1], [11, -0.04373731, -0.06088302, 2.171227, 1], [12, -0.2426086, -0.1658371, 2.708057, 1], [13, -0.1781205, -0.2994678, 2.394035, 1], [14, -0.2129143, -0.6618237, 2.496807, 1], [15, -0.1944165, -0.7386323, 2.437557, 1], [16, -0.1126184, -0.1777869, 2.712842, 1], [17, -0.000458542, -0.3077167, 2.417963, 1], [18, -0.005394213, -0.6544032, 2.502901, 1], [19, 0.01431337, -0.7019308, 2.382599, 1], [20, -0.1417595, 0.2193657, 2.687099, 1], [21, -0.01808988, -0.1311944, 2.110682, 1], [22, -0.02220726, -0.06504526, 2.1365, 1], [23, -0.02631433, -0.1054544, 2.115234, 1], [24, -0.01622916, -0.03855761, 2.146777, 1]]
