[[0, -0.1792226, -0.1661348, 3.161424, 1], [1, -0.178655, 0.09623196, 3.130931, 1], [2, -0.1807517, 0.3538994, 3.090361, 1], [3, -0.1883309, 0.480892, 3.074946, 1], [4, -0.3259517, 0.2472019, 3.049048, 1], [5, -0.3646104, 0.04389562, 3.029052, 1], [6, -0.2934423, -0.13354, 2.960387, 1], [7, -0.2961051, -0.1444768, 2.923949, 1], [8, -0.02624983, 0.2538792, 3.1063, 1], [9, 0.02682495, 0.0001454997, 3.108462, 1], [10, 0.07829928, -0.1701073, 2.989839, 1], [11, 0.09230382, -0.1877293, 2.961198, 1], [12, -0.2510413, -0.1660322, 3.116504, 1], [13, -0.2657775, -0.2546879, 2.810721, 1], [14, -0.2615584, -0.6003812, 2.834712, 1], [15, -0.2479646, -0.6636457, 2.739432, 1], [16, -0.1034871, -0.1625946, 3.137146, 1], [17, 0.01935086, -0.2619859, 2.856583, 1], [18, 0.0111093, -0.6049281, 2.85313, 1], [19, 0.02485488, -0.6631964, 2.7735, 1], [20, -0.1805856, 0.2901529, 3.102918, 1], [21, -0.2840632, -0.1629395, 2.889282, 1], [22, -0.2617992, -0.1245742, 2.89625, 1], [23, 0.1305806, -0.2211317, 2.894647, 1], [24, 0.06181426, -0.21388, 2.9251, 1]]
[[0, -0.1795097, -0.1663583, 3.162943, 1], [1, -0.178907, 0.09611405, 3.131325, 1], [2, -0.1807596, 0.3537818, 3.090222, 1], [3, -0.1882755, 0.480762, 3.074839, 1], [4, -0.3259827, 0.246384, 3.049488, 1], [5, -0.3643376, 0.04345514, 3.029119, 1], [6, -0.2940014, -0.1339297, 2.95939, 1], [7, -0.2957232, -0.1432964, 2.928852, 1], [8, -0.02650568, 0.2537922, 3.107264, 1], [9, 0.02633232, 0.0004408394, 3.10888, 1], [10, 0.07947312, -0.1527741, 2.982831, 1], [11, 0.08829042, -0.164703, 2.960631, 1], [12, -0.2512975, -0.1662783, 3.117937, 1], [13, -0.2657433, -0.254802, 2.810581, 1], [14, -0.2612929, -0.5998198, 2.833645, 1], [15, -0.248157, -0.6629977, 2.73829, 1], [16, -0.1038003, -0.1627904, 3.138736, 1], [17, 0.02050263, -0.2583932, 2.858528, 1], [18, 0.01116821, -0.6046177, 2.852782, 1], [19, 0.02462803, -0.662616, 2.774338, 1], [20, -0.1806057, 0.2900888, 3.102882, 1], [21, -0.2752213, -0.1539508, 2.892622, 1], [22, -0.2646445, -0.1298162, 2.896335, 1], [23, 0.1169507, -0.2056432, 2.898405, 1], [24, 0.05642474, -0.1850032, 2.947526, 1]]
[[0, -0.1794173, -0.1664911, 3.163036, 1], [1, -0.1790518, 0.09589647, 3.131616, 1], [2, -0.1809086, 0.3534612, 3.090474, 1], [3, -0.188207, 0.4807654, 3.074761, 1], [4, -0.325976, 0.2455481, 3.049865, 1], [5, -0.3642943, 0.04337721, 3.029055, 1], [6, -0.2950327, -0.134765, 2.960493, 1], [7, -0.3025638, -0.1468147, 2.927203, 1], [8, -0.02678003, 0.253113, 3.108149, 1], [9, 0.02359132, 0.00471392, 3.111212, 1], [10, 0.07808444, -0.1436839, 2.979718, 1], [11, 0.09816901, -0.1454355, 2.948601, 1], [12, -0.2511638, -0.1664611, 3.118052, 1], [13, -0.265733, -0.2548169, 2.810577, 1], [14, -0.2616311, -0.5997608, 2.834064, 1], [15, -0.2483325, -0.6630117, 2.737054, 1], [16, -0.1037434, -0.1628791, 3.138808, 1], [17, 0.02051529, -0.2579098, 2.8579, 1], [18, 0.01170888, -0.6038995, 2.852871, 1], [19, 0.02503727, -0.6626717, 2.773767, 1], [20, -0.1807313, 0.2898152, 3.103116, 1], [21, -0.2898364, -0.16061, 2.894614, 1], [22, -0.2737392, -0.1343428, 2.894572, 1], [23, 0.1355758, -0.1708689, 2.888661, 1], [24, 0.05219414, -0.1827849, 2.9239, 1]]
[[0, -0.1739251, -0.1658718, 3.156846, 1], [1, -0.178339, 0.09587011, 3.131024, 1], [2, -0.1809052, 0.3531897, 3.090927, 1], [3, -0.1876835, 0.4804573, 3.075147, 1], [4, -0.3259279, 0.2455769, 3.050253, 1], [5, -0.364249, 0.04347038, 3.028823, 1], [6, -0.2965383, -0.1354145, 2.960747, 1], [7, -0.3012057, -0.147002, 2.926003, 1], [8, -0.02707022, 0.2530037, 3.10871, 1], [9, 0.02295686, 0.01002543, 3.11346, 1], [10, 0.07903616, -0.1237423, 2.966701, 1], [11, 0.09804836, -0.1260475, 2.936531, 1], [12, -0.2452279, -0.1666161, 3.112339, 1], [13, -0.2656744, -0.2554041, 2.810333, 1], [14, -0.2613841, -0.6001479, 2.834226, 1], [15, -0.2481333, -0.6632041, 2.737148, 1], [16, -0.09873094, -0.1614642, 3.132007, 1], [17, 0.02043576, -0.2579417, 2.857508, 1], [18, 0.01135016, -0.6059902, 2.85258, 1], [19, 0.02446445, -0.6649091, 2.770284, 1], [20, -0.1806366, 0.2896876, 3.103248, 1], [21, -0.2867475, -0.1629755, 2.889948, 1], [22, -0.2735739, -0.1353835, 2.898111, 1], [23, 0.1352735, -0.146929, 2.881999, 1], [24, 0.04025923, -0.1925675, 2.919834, 1]]
[[0, -0.1730772, -0.1657754, 3.155645, 1], [1, -0.1780676, 0.09592061, 3.130673, 1], [2, -0.1809145, 0.3531629, 3.091012, 1], [3, -0.1875822, 0.480556, 3.075143, 1], [4, -0.3259818, 0.2450351, 3.050473, 1], [5, -0.3641299, 0.04334538, 3.028595, 1], [6, -0.2575739, -0.1085525, 2.936392, 1], [7, -0.2440497, -0.1387208, 2.915666, 1], [8, -0.02734304, 0.2530049, 3.108911, 1], [9, 0.01960109, 0.01866063, 3.119119, 1], [10, 0.07535017, -0.10515, 2.963179, 1], [11, 0.1017567, -0.09157753, 2.929678, 1], [12, -0.244305, -0.1668733, 3.111045, 1], [13, -0.2656754, -0.2553912, 2.810412, 1], [14, -0.2615715, -0.6001628, 2.833408, 1], [15, -0.2482513, -0.6640568, 2.734766, 1], [16, -0.09795509, -0.1610346, 3.130868, 1], [17, 0.019629, -0.2591379, 2.856376, 1], [18, 0.0115995, -0.6061794, 2.852009, 1], [19, 0.02482756, -0.6652156, 2.769311, 1], [20, -0.1806212, 0.28968, 3.103258, 1], [21, -0.217121, -0.1694688, 2.887973, 1], [22, -0.2054396, -0.1656039, 2.889, 1], [23, 0.1368139, -0.1133098, 2.859172, 1], [24, 0.07736208, -0.1216496, 2.895375, 1]]
[[0, -0.172783, -0.1655957, 3.155392, 1], [1, -0.1779387, 0.09612059, 3.130445, 1], [2, -0.1809749, 0.3532481, 3.091011, 1], [3, -0.1872471, 0.4809491, 3.075135, 1], [4, -0.3260517, 0.244917, 3.05058, 1], [5, -0.3641408, 0.04333645, 3.028577, 1], [6, -0.2570706, -0.109653, 2.936085, 1], [7, -0.2440061, -0.1387164, 2.915924, 1], [8, -0.02752882, 0.2530582, 3.10907, 1], [9, 0.01965699, 0.02776797, 3.121958, 1], [10, 0.07872716, -0.08591992, 2.959269, 1], [11, 0.1008808, -0.05958255, 2.931111, 1], [12, -0.244045, -0.166764, 3.110762, 1], [13, -0.2656999, -0.2553302, 2.810501, 1], [14, -0.2619133, -0.6019897, 2.835278, 1], [15, -0.2471991, -0.6655816, 2.73642, 1], [16, -0.09764039, -0.1607841, 3.130656, 1], [17, 0.0196728, -0.2591549, 2.855461, 1], [18, 0.01180369, -0.6056082, 2.851723, 1], [19, 0.02422437, -0.663844, 2.7705, 1], [20, -0.1806352, 0.2897656, 3.103221, 1], [21, -0.2152106, -0.1713032, 2.892545, 1], [22, -0.2054597, -0.1656198, 2.889279, 1], [23, 0.1133451, -0.08696292, 2.889348, 1], [24, 0.07151827, -0.08066932, 2.915333, 1]]
[[0, -0.1729483, -0.1655232, 3.154637, 1], [1, -0.1779676, 0.09621625, 3.130052, 1], [2, -0.1809858, 0.3532575, 3.091011, 1], [3, -0.1868912, 0.4809181, 3.075048, 1], [4, -0.3259007, 0.2444937, 3.050558, 1], [5, -0.3640231, 0.04353856, 3.028354, 1], [6, -0.2667426, -0.1088902, 2.932705, 1], [7, -0.2503961, -0.1327424, 2.915325, 1], [8, -0.0276095, 0.2530443, 3.108981, 1], [9, 0.01901507, 0.03262246, 3.122501, 1], [10, 0.09902968, -0.03351693, 2.94248, 1], [11, 0.1042199, -0.02639432, 2.927171, 1], [12, -0.2442303, -0.166711, 3.109858, 1], [13, -0.2656625, -0.2553934, 2.810395, 1], [14, -0.2620127, -0.6018307, 2.835448, 1], [15, -0.2475042, -0.6648077, 2.737324, 1], [16, -0.09779132, -0.1606993, 3.130058, 1], [17, 0.01955636, -0.2591016, 2.855136, 1], [18, 0.01149584, -0.6056146, 2.852907, 1], [19, 0.02598837, -0.6643228, 2.766891, 1], [20, -0.1806436, 0.289785, 3.103185, 1], [21, -0.2328861, -0.1601876, 2.880386, 1], [22, -0.2292716, -0.1271625, 2.911693, 1], [23, 0.1382991, -0.02396555, 2.889682, 1], [24, 0.100496, -0.04446177, 2.89, 1]]
[[0, -0.1727823, -0.1654736, 3.154612, 1], [1, -0.1776582, 0.09626165, 3.129781, 1], [2, -0.1807593, 0.3532011, 3.09077, 1], [3, -0.1867308, 0.4808035, 3.075051, 1], [4, -0.3257543, 0.244806, 3.050927, 1], [5, -0.3641689, 0.04348337, 3.02832, 1], [6, -0.2683128, -0.1089198, 2.931056, 1], [7, -0.2545641, -0.1314231, 2.920295, 1], [8, -0.02762852, 0.2530571, 3.108985, 1], [9, 0.01890015, 0.03514486, 3.123219, 1], [10, 0.06603223, 0.03469171, 2.998185, 1], [11, 0.08570837, 0.03370607, 2.933379, 1], [12, -0.2440507, -0.1666701, 3.109787, 1], [13, -0.2657064, -0.2554339, 2.810393, 1], [14, -0.2622809, -0.6016096, 2.835891, 1], [15, -0.247324, -0.664336, 2.737421, 1], [16, -0.09764084, -0.1606416, 3.130079, 1], [17, 0.01929314, -0.2603644, 2.854875, 1], [18, 0.01191817, -0.6049371, 2.852974, 1], [19, 0.0259979, -0.6625634, 2.772471, 1], [20, -0.1803554, 0.2897494, 3.102901, 1], [21, -0.2306728, -0.1594236, 2.888415, 1], [22, -0.2133785, -0.1551671, 2.89, 1], [23, 0.1174621, 0.05620175, 2.861683, 1], [24, 0.07350977, 0.04209853, 2.904437, 1]]
[[0, -0.1725689, -0.1653286, 3.154185, 1], [1, -0.1774552, 0.09642565, 3.129369, 1], [2, -0.180714, 0.3532511, 3.090691, 1], [3, -0.1864441, 0.4815441, 3.075299, 1], [4, -0.3255189, 0.2447053, 3.050886, 1], [5, -0.3641827, 0.04344655, 3.028304, 1], [6, -0.2695017, -0.1089828, 2.929828, 1], [7, -0.2550263, -0.1307927, 2.92053, 1], [8, -0.0280888, 0.2530262, 3.108579, 1], [9, 0.01807869, 0.04054815, 3.122079, 1], [10, 0.06466822, 0.05144208, 2.994216, 1], [11, 0.08401259, 0.07018925, 2.925174, 1], [12, -0.2437609, -0.1665064, 3.108894, 1], [13, -0.2657062, -0.2554598, 2.810471, 1], [14, -0.2618785, -0.6025174, 2.836451, 1], [15, -0.2473601, -0.6646095, 2.737486, 1], [16, -0.09750563, -0.16053, 3.129947, 1], [17, 0.01910974, -0.2605149, 2.854778, 1], [18, 0.01209096, -0.6034243, 2.852716, 1], [19, 0.02564898, -0.6596957, 2.777325, 1], [20, -0.1802611, 0.2898282, 3.102741, 1], [21, -0.2364524, -0.1574283, 2.883802, 1], [22, -0.2247743, -0.1526077, 2.8816, 1], [23, 0.1156163, 0.09527642, 2.864429, 1], [24, 0.07206751, 0.07732851, 2.892, 1]]
[[0, -0.1725795, -0.1651855, 3.153857, 1], [1, -0.1772507, 0.09655311, 3.128777, 1], [2, -0.1804041, 0.3532446, 3.090197, 1], [3, -0.1859553, 0.4813277, 3.075177, 1], [4, -0.3247171, 0.2464201, 3.048273, 1], [5, -0.3640841, 0.0432328, 3.028109, 1], [6, -0.2698573, -0.1093889, 2.929487, 1], [7, -0.2576082, -0.1278355, 2.919784, 1], [8, -0.02828512, 0.2531375, 3.107994, 1], [9, 0.017808, 0.04339718, 3.120502, 1], [10, 0.0586382, 0.07267635, 2.996627, 1], [11, 0.07931539, 0.1081826, 2.919798, 1], [12, -0.2437072, -0.1662495, 3.108182, 1], [13, -0.2656955, -0.2554867, 2.810381, 1], [14, -0.2613053, -0.6023422, 2.837144, 1], [15, -0.247573, -0.6644665, 2.738405, 1], [16, -0.09754039, -0.1604725, 3.12987, 1], [17, 0.01922904, -0.2603211, 2.854206, 1], [18, 0.01156397, -0.6048454, 2.852499, 1], [19, 0.02520753, -0.6614584, 2.774971, 1], [20, -0.1799402, 0.2898553, 3.102184, 1], [21, -0.2386994, -0.1532793, 2.879761, 1], [22, -0.2384832, -0.1165116, 2.917875, 1], [23, 0.09354024, 0.1373107, 2.845925, 1], [24, 0.05702064, 0.1135775, 2.8865, 1]]
[[0, -0.1723893, -0.1650551, 3.153689, 1], [1, -0.1769998, 0.09666567, 3.128388, 1], [2, -0.180235, 0.353251, 3.089829, 1], [3, -0.1857233, 0.4813995, 3.075101, 1], [4, -0.324501, 0.2464169, 3.048422, 1], [5, -0.3637602, 0.04219325, 3.027762, 1], [6, -0.2808236, -0.122021, 2.93825, 1], [7, -0.2542272, -0.143015, 2.911705, 1], [8, -0.02751962, 0.2544766, 3.105789, 1], [9, 0.01528534, 0.03060371, 3.13257, 1], [10, 0.06977697, 0.1151459, 2.944967, 1], [11, 0.07836994, 0.1538782, 2.91128, 1], [12, -0.2435468, -0.1661508, 3.107995, 1], [13, -0.2656999, -0.2555012, 2.81038, 1], [14, -0.2612656, -0.6022795, 2.837284, 1], [15, -0.2473221, -0.6644744, 2.738757, 1], [16, -0.09734403, -0.1603216, 3.129761, 1], [17, 0.01946985, -0.2606283, 2.853278, 1], [18, 0.01145947, -0.6048609, 2.852543, 1], [19, 0.02468168, -0.6616815, 2.773141, 1], [20, -0.179727, 0.2898881, 3.101784, 1], [21, -0.219633, -0.18231, 2.873634, 1], [22, -0.2313121, -0.1254914, 2.917051, 1], [23, 0.07568824, 0.1812009, 2.8555, 1], [24, 0.05733681, 0.1695128, 2.8604, 1]]
