[['2, k, 0', [-0.1792226, -0.1661348, 1.0]], ['2, k, 1', [-0.178655, 0.09623196, 1.0]], ['2, k, 2', [-0.1807517, 0.3538994, 1.0]], ['2, k, 3', [-0.1883309, 0.480892, 1.0]], ['2, k, 4', [-0.3259517, 0.2472019, 1.0]], ['2, k, 5', [-0.3646104, 0.04389562, 1.0]], ['2, k, 6', [-0.2934423, -0.13354, 1.0]], ['2, k, 7', [-0.2961051, -0.1444768, 1.0]], ['2, k, 8', [-0.02624983, 0.2538792, 1.0]], ['2, k, 9', [0.02682495, 0.0001454997, 1.0]], ['2, k, 10', [0.07829928, -0.1701073, 1.0]], ['2, k, 11', [0.09230382, -0.1877293, 1.0]], ['2, k, 12', [-0.2510413, -0.1660322, 1.0]], ['2, k, 13', [-0.2657775, -0.2546879, 1.0]], ['2, k, 14', [-0.2615584, -0.6003812, 1.0]], ['2, k, 15', [-0.2479646, -0.6636457, 1.0]], ['2, k, 16', [-0.1034871, -0.1625946, 1.0]], ['2, k, 17', [0.01935086, -0.2619859, 1.0]], ['2, k, 18', [0.0111093, -0.6049281, 1.0]], ['2, k, 19', [0.02485488, -0.6631964, 1.0]], ['2, k, 20', [-0.1805856, 0.2901529, 1.0]], ['2, k, 21', [-0.2840632, -0.1629395, 1.0]], ['2, k, 22', [-0.2617992, -0.1245742, 1.0]], ['2, k, 23', [0.1305806, -0.2211317, 1.0]], ['2, k, 24', [0.06181426, -0.21388, 1.0]]]
[['2, k, 0', [-0.1795097, -0.1663583, 1.0]], ['2, k, 1', [-0.178907, 0.09611405, 1.0]], ['2, k, 2', [-0.1807596, 0.3537818, 1.0]], ['2, k, 3', [-0.1882755, 0.480762, 1.0]], ['2, k, 4', [-0.3259827, 0.246384, 1.0]], ['2, k, 5', [-0.3643376, 0.04345514, 1.0]], ['2, k, 6', [-0.2940014, -0.1339297, 1.0]], ['2, k, 7', [-0.2957232, -0.1432964, 1.0]], ['2, k, 8', [-0.02650568, 0.2537922, 1.0]], ['2, k, 9', [0.02633232, 0.0004408394, 1.0]], ['2, k, 10', [0.07947312, -0.1527741, 1.0]], ['2, k, 11', [0.08829042, -0.164703, 1.0]], ['2, k, 12', [-0.2512975, -0.1662783, 1.0]], ['2, k, 13', [-0.2657433, -0.254802, 1.0]], ['2, k, 14', [-0.2612929, -0.5998198, 1.0]], ['2, k, 15', [-0.248157, -0.6629977, 1.0]], ['2, k, 16', [-0.1038003, -0.1627904, 1.0]], ['2, k, 17', [0.02050263, -0.2583932, 1.0]], ['2, k, 18', [0.01116821, -0.6046177, 1.0]], ['2, k, 19', [0.02462803, -0.662616, 1.0]], ['2, k, 20', [-0.1806057, 0.2900888, 1.0]], ['2, k, 21', [-0.2752213, -0.1539508, 1.0]], ['2, k, 22', [-0.2646445, -0.1298162, 1.0]], ['2, k, 23', [0.1169507, -0.2056432, 1.0]], ['2, k, 24', [0.05642474, -0.1850032, 1.0]]]
[['2, k, 0', [-0.1794173, -0.1664911, 1.0]], ['2, k, 1', [-0.1790518, 0.09589647, 1.0]], ['2, k, 2', [-0.1809086, 0.3534612, 1.0]], ['2, k, 3', [-0.188207, 0.4807654, 1.0]], ['2, k, 4', [-0.325976, 0.2455481, 1.0]], ['2, k, 5', [-0.3642943, 0.04337721, 1.0]], ['2, k, 6', [-0.2950327, -0.134765, 1.0]], ['2, k, 7', [-0.3025638, -0.1468147, 1.0]], ['2, k, 8', [-0.02678003, 0.253113, 1.0]], ['2, k, 9', [0.02359132, 0.00471392, 1.0]], ['2, k, 10', [0.07808444, -0.1436839, 1.0]], ['2, k, 11', [0.09816901, -0.1454355, 1.0]], ['2, k, 12', [-0.2511638, -0.1664611, 1.0]], ['2, k, 13', [-0.265733, -0.2548169, 1.0]], ['2, k, 14', [-0.2616311, -0.5997608, 1.0]], ['2, k, 15', [-0.2483325, -0.6630117, 1.0]], ['2, k, 16', [-0.1037434, -0.1628791, 1.0]], ['2, k, 17', [0.02051529, -0.2579098, 1.0]], ['2, k, 18', [0.01170888, -0.6038995, 1.0]], ['2, k, 19', [0.02503727, -0.6626717, 1.0]], ['2, k, 20', [-0.1807313, 0.2898152, 1.0]], ['2, k, 21', [-0.2898364, -0.16061, 1.0]], ['2, k, 22', [-0.2737392, -0.1343428, 1.0]], ['2, k, 23', [0.1355758, -0.1708689, 1.0]], ['2, k, 24', [0.05219414, -0.1827849, 1.0]]]
[['2, k, 0', [-0.1739251, -0.1658718, 1.0]], ['2, k, 1', [-0.178339, 0.09587011, 1.0]], ['2, k, 2', [-0.1809052, 0.3531897, 1.0]], ['2, k, 3', [-0.1876835, 0.4804573, 1.0]], ['2, k, 4', [-0.3259279, 0.2455769, 1.0]], ['2, k, 5', [-0.364249, 0.04347038, 1.0]], ['2, k, 6', [-0.2965383, -0.1354145, 1.0]], ['2, k, 7', [-0.3012057, -0.147002, 1.0]], ['2, k, 8', [-0.02707022, 0.2530037, 1.0]], ['2, k, 9', [0.02295686, 0.01002543, 1.0]], ['2, k, 10', [0.07903616, -0.1237423, 1.0]], ['2, k, 11', [0.09804836, -0.1260475, 1.0]], ['2, k, 12', [-0.2452279, -0.1666161, 1.0]], ['2, k, 13', [-0.2656744, -0.2554041, 1.0]], ['2, k, 14', [-0.2613841, -0.6001479, 1.0]], ['2, k, 15', [-0.2481333, -0.6632041, 1.0]], ['2, k, 16', [-0.09873094, -0.1614642, 1.0]], ['2, k, 17', [0.02043576, -0.2579417, 1.0]], ['2, k, 18', [0.01135016, -0.6059902, 1.0]], ['2, k, 19', [0.02446445, -0.6649091, 1.0]], ['2, k, 20', [-0.1806366, 0.2896876, 1.0]], ['2, k, 21', [-0.2867475, -0.1629755, 1.0]], ['2, k, 22', [-0.2735739, -0.1353835, 1.0]], ['2, k, 23', [0.1352735, -0.146929, 1.0]], ['2, k, 24', [0.04025923, -0.1925675, 1.0]]]
[['2, k, 0', [-0.1730772, -0.1657754, 1.0]], ['2, k, 1', [-0.1780676, 0.09592061, 1.0]], ['2, k, 2', [-0.1809145, 0.3531629, 1.0]], ['2, k, 3', [-0.1875822, 0.480556, 1.0]], ['2, k, 4', [-0.3259818, 0.2450351, 1.0]], ['2, k, 5', [-0.3641299, 0.04334538, 1.0]], ['2, k, 6', [-0.2575739, -0.1085525, 1.0]], ['2, k, 7', [-0.2440497, -0.1387208, 1.0]], ['2, k, 8', [-0.02734304, 0.2530049, 1.0]], ['2, k, 9', [0.01960109, 0.01866063, 1.0]], ['2, k, 10', [0.07535017, -0.10515, 1.0]], ['2, k, 11', [0.1017567, -0.09157753, 1.0]], ['2, k, 12', [-0.244305, -0.1668733, 1.0]], ['2, k, 13', [-0.2656754, -0.2553912, 1.0]], ['2, k, 14', [-0.2615715, -0.6001628, 1.0]], ['2, k, 15', [-0.2482513, -0.6640568, 1.0]], ['2, k, 16', [-0.09795509, -0.1610346, 1.0]], ['2, k, 17', [0.019629, -0.2591379, 1.0]], ['2, k, 18', [0.0115995, -0.6061794, 1.0]], ['2, k, 19', [0.02482756, -0.6652156, 1.0]], ['2, k, 20', [-0.1806212, 0.28968, 1.0]], ['2, k, 21', [-0.217121, -0.1694688, 1.0]], ['2, k, 22', [-0.2054396, -0.1656039, 1.0]], ['2, k, 23', [0.1368139, -0.1133098, 1.0]], ['2, k, 24', [0.07736208, -0.1216496, 1.0]]]
[['2, k, 0', [-0.172783, -0.1655957, 1.0]], ['2, k, 1', [-0.1779387, 0.09612059, 1.0]], ['2, k, 2', [-0.1809749, 0.3532481, 1.0]], ['2, k, 3', [-0.1872471, 0.4809491, 1.0]], ['2, k, 4', [-0.3260517, 0.244917, 1.0]], ['2, k, 5', [-0.3641408, 0.04333645, 1.0]], ['2, k, 6', [-0.2570706, -0.109653, 1.0]], ['2, k, 7', [-0.2440061, -0.1387164, 1.0]], ['2, k, 8', [-0.02752882, 0.2530582, 1.0]], ['2, k, 9', [0.01965699, 0.02776797, 1.0]], ['2, k, 10', [0.07872716, -0.08591992, 1.0]], ['2, k, 11', [0.1008808, -0.05958255, 1.0]], ['2, k, 12', [-0.244045, -0.166764, 1.0]], ['2, k, 13', [-0.2656999, -0.2553302, 1.0]], ['2, k, 14', [-0.2619133, -0.6019897, 1.0]], ['2, k, 15', [-0.2471991, -0.6655816, 1.0]], ['2, k, 16', [-0.09764039, -0.1607841, 1.0]], ['2, k, 17', [0.0196728, -0.2591549, 1.0]], ['2, k, 18', [0.01180369, -0.6056082, 1.0]], ['2, k, 19', [0.02422437, -0.663844, 1.0]], ['2, k, 20', [-0.1806352, 0.2897656, 1.0]], ['2, k, 21', [-0.2152106, -0.1713032, 1.0]], ['2, k, 22', [-0.2054597, -0.1656198, 1.0]], ['2, k, 23', [0.1133451, -0.08696292, 1.0]], ['2, k, 24', [0.07151827, -0.08066932, 1.0]]]
[['2, k, 0', [-0.1729483, -0.1655232, 1.0]], ['2, k, 1', [-0.1779676, 0.09621625, 1.0]], ['2, k, 2', [-0.1809858, 0.3532575, 1.0]], ['2, k, 3', [-0.1868912, 0.4809181, 1.0]], ['2, k, 4', [-0.3259007, 0.2444937, 1.0]], ['2, k, 5', [-0.3640231, 0.04353856, 1.0]], ['2, k, 6', [-0.2667426, -0.1088902, 1.0]], ['2, k, 7', [-0.2503961, -0.1327424, 1.0]], ['2, k, 8', [-0.0276095, 0.2530443, 1.0]], ['2, k, 9', [0.01901507, 0.03262246, 1.0]], ['2, k, 10', [0.09902968, -0.03351693, 1.0]], ['2, k, 11', [0.1042199, -0.02639432, 1.0]], ['2, k, 12', [-0.2442303, -0.166711, 1.0]], ['2, k, 13', [-0.2656625, -0.2553934, 1.0]], ['2, k, 14', [-0.2620127, -0.6018307, 1.0]], ['2, k, 15', [-0.2475042, -0.6648077, 1.0]], ['2, k, 16', [-0.09779132, -0.1606993, 1.0]], ['2, k, 17', [0.01955636, -0.2591016, 1.0]], ['2, k, 18', [0.01149584, -0.6056146, 1.0]], ['2, k, 19', [0.02598837, -0.6643228, 1.0]], ['2, k, 20', [-0.1806436, 0.289785, 1.0]], ['2, k, 21', [-0.2328861, -0.1601876, 1.0]], ['2, k, 22', [-0.2292716, -0.1271625, 1.0]], ['2, k, 23', [0.1382991, -0.02396555, 1.0]], ['2, k, 24', [0.100496, -0.04446177, 1.0]]]
[['2, k, 0', [-0.1727823, -0.1654736, 1.0]], ['2, k, 1', [-0.1776582, 0.09626165, 1.0]], ['2, k, 2', [-0.1807593, 0.3532011, 1.0]], ['2, k, 3', [-0.1867308, 0.4808035, 1.0]], ['2, k, 4', [-0.3257543, 0.244806, 1.0]], ['2, k, 5', [-0.3641689, 0.04348337, 1.0]], ['2, k, 6', [-0.2683128, -0.1089198, 1.0]], ['2, k, 7', [-0.2545641, -0.1314231, 1.0]], ['2, k, 8', [-0.02762852, 0.2530571, 1.0]], ['2, k, 9', [0.01890015, 0.03514486, 1.0]], ['2, k, 10', [0.06603223, 0.03469171, 1.0]], ['2, k, 11', [0.08570837, 0.03370607, 1.0]], ['2, k, 12', [-0.2440507, -0.1666701, 1.0]], ['2, k, 13', [-0.2657064, -0.2554339, 1.0]], ['2, k, 14', [-0.2622809, -0.6016096, 1.0]], ['2, k, 15', [-0.247324, -0.664336, 1.0]], ['2, k, 16', [-0.09764084, -0.1606416, 1.0]], ['2, k, 17', [0.01929314, -0.2603644, 1.0]], ['2, k, 18', [0.01191817, -0.6049371, 1.0]], ['2, k, 19', [0.0259979, -0.6625634, 1.0]], ['2, k, 20', [-0.1803554, 0.2897494, 1.0]], ['2, k, 21', [-0.2306728, -0.1594236, 1.0]], ['2, k, 22', [-0.2133785, -0.1551671, 1.0]], ['2, k, 23', [0.1174621, 0.05620175, 1.0]], ['2, k, 24', [0.07350977, 0.04209853, 1.0]]]
[['2, k, 0', [-0.1725689, -0.1653286, 1.0]], ['2, k, 1', [-0.1774552, 0.09642565, 1.0]], ['2, k, 2', [-0.180714, 0.3532511, 1.0]], ['2, k, 3', [-0.1864441, 0.4815441, 1.0]], ['2, k, 4', [-0.3255189, 0.2447053, 1.0]], ['2, k, 5', [-0.3641827, 0.04344655, 1.0]], ['2, k, 6', [-0.2695017, -0.1089828, 1.0]], ['2, k, 7', [-0.2550263, -0.1307927, 1.0]], ['2, k, 8', [-0.0280888, 0.2530262, 1.0]], ['2, k, 9', [0.01807869, 0.04054815, 1.0]], ['2, k, 10', [0.06466822, 0.05144208, 1.0]], ['2, k, 11', [0.08401259, 0.07018925, 1.0]], ['2, k, 12', [-0.2437609, -0.1665064, 1.0]], ['2, k, 13', [-0.2657062, -0.2554598, 1.0]], ['2, k, 14', [-0.2618785, -0.6025174, 1.0]], ['2, k, 15', [-0.2473601, -0.6646095, 1.0]], ['2, k, 16', [-0.09750563, -0.16053, 1.0]], ['2, k, 17', [0.01910974, -0.2605149, 1.0]], ['2, k, 18', [0.01209096, -0.6034243, 1.0]], ['2, k, 19', [0.02564898, -0.6596957, 1.0]], ['2, k, 20', [-0.1802611, 0.2898282, 1.0]], ['2, k, 21', [-0.2364524, -0.1574283, 1.0]], ['2, k, 22', [-0.2247743, -0.1526077, 1.0]], ['2, k, 23', [0.1156163, 0.09527642, 1.0]], ['2, k, 24', [0.07206751, 0.07732851, 1.0]]]
[['2, k, 0', [-0.1725795, -0.1651855, 1.0]], ['2, k, 1', [-0.1772507, 0.09655311, 1.0]], ['2, k, 2', [-0.1804041, 0.3532446, 1.0]], ['2, k, 3', [-0.1859553, 0.4813277, 1.0]], ['2, k, 4', [-0.3247171, 0.2464201, 1.0]], ['2, k, 5', [-0.3640841, 0.0432328, 1.0]], ['2, k, 6', [-0.2698573, -0.1093889, 1.0]], ['2, k, 7', [-0.2576082, -0.1278355, 1.0]], ['2, k, 8', [-0.02828512, 0.2531375, 1.0]], ['2, k, 9', [0.017808, 0.04339718, 1.0]], ['2, k, 10', [0.0586382, 0.07267635, 1.0]], ['2, k, 11', [0.07931539, 0.1081826, 1.0]], ['2, k, 12', [-0.2437072, -0.1662495, 1.0]], ['2, k, 13', [-0.2656955, -0.2554867, 1.0]], ['2, k, 14', [-0.2613053, -0.6023422, 1.0]], ['2, k, 15', [-0.247573, -0.6644665, 1.0]], ['2, k, 16', [-0.09754039, -0.1604725, 1.0]], ['2, k, 17', [0.01922904, -0.2603211, 1.0]], ['2, k, 18', [0.01156397, -0.6048454, 1.0]], ['2, k, 19', [0.02520753, -0.6614584, 1.0]], ['2, k, 20', [-0.1799402, 0.2898553, 1.0]], ['2, k, 21', [-0.2386994, -0.1532793, 1.0]], ['2, k, 22', [-0.2384832, -0.1165116, 1.0]], ['2, k, 23', [0.09354024, 0.1373107, 1.0]], ['2, k, 24', [0.05702064, 0.1135775, 1.0]]]
[['2, k, 0', [-0.1723893, -0.1650551, 1.0]], ['2, k, 1', [-0.1769998, 0.09666567, 1.0]], ['2, k, 2', [-0.180235, 0.353251, 1.0]], ['2, k, 3', [-0.1857233, 0.4813995, 1.0]], ['2, k, 4', [-0.324501, 0.2464169, 1.0]], ['2, k, 5', [-0.3637602, 0.04219325, 1.0]], ['2, k, 6', [-0.2808236, -0.122021, 1.0]], ['2, k, 7', [-0.2542272, -0.143015, 1.0]], ['2, k, 8', [-0.02751962, 0.2544766, 1.0]], ['2, k, 9', [0.01528534, 0.03060371, 1.0]], ['2, k, 10', [0.06977697, 0.1151459, 1.0]], ['2, k, 11', [0.07836994, 0.1538782, 1.0]], ['2, k, 12', [-0.2435468, -0.1661508, 1.0]], ['2, k, 13', [-0.2656999, -0.2555012, 1.0]], ['2, k, 14', [-0.2612656, -0.6022795, 1.0]], ['2, k, 15', [-0.2473221, -0.6644744, 1.0]], ['2, k, 16', [-0.09734403, -0.1603216, 1.0]], ['2, k, 17', [0.01946985, -0.2606283, 1.0]], ['2, k, 18', [0.01145947, -0.6048609, 1.0]], ['2, k, 19', [0.02468168, -0.6616815, 1.0]], ['2, k, 20', [-0.179727, 0.2898881, 1.0]], ['2, k, 21', [-0.219633, -0.18231, 1.0]], ['2, k, 22', [-0.2313121, -0.1254914, 1.0]], ['2, k, 23', [0.07568824, 0.1812009, 1.0]], ['2, k, 24', [0.05733681, 0.1695128, 1.0]]]
