[[0, -0.1987612, 0.1221996, 2.349917, 1], [1, -0.2034202, 0.4525362, 2.319718, 1], [2, -0.2093791, 0.7689987, 2.273619, 1], [3, -0.1823557, 0.8987974, 2.256515, 1], [4, -0.3564302, 0.6292615, 2.195795, 1], [5, -0.4102886, 0.3349777, 2.211073, 1], [6, -0.4306825, 0.1072489, 2.206429, 1], [7, -0.4181667, 0.06362697, 2.227244, 1], [8, -0.02429058, 0.6576659, 2.302677, 1], [9, 0.02569571, 0.3915764, 2.366429, 1], [10, 0.03993905, 0.138705, 2.330974, 1], [11, 0.02428955, 0.08460353, 2.329791, 1], [12, -0.2723662, 0.1189429, 2.292183, 1], [13, -0.3082156, -0.3325899, 2.374338, 1], [14, -0.3104117, -0.6824411, 2.417083, 1], [15, -0.2854584, -0.7445353, 2.305651, 1], [16, -0.1184607, 0.1209583, 2.331825, 1], [17, -0.1278749, -0.3341089, 2.408033, 1], [18, -0.13524, -0.6688139, 2.453546, 1], [19, -0.08880416, -0.7316227, 2.35344, 1], [20, -0.2079873, 0.6914504, 2.287478, 1], [21, -0.4169114, -0.02884421, 2.251631, 1], [22, -0.370616, 0.02201035, 2.217847, 1], [23, 0.01997013, -0.01096154, 2.35081, 1], [24, 0.06458993, 0.1008227, 2.329237, 1]]
[[0, -0.1987362, 0.1221578, 2.34991, 1], [1, -0.2035324, 0.4524774, 2.319514, 1], [2, -0.2094506, 0.7690448, 2.273515, 1], [3, -0.182811, 0.8989137, 2.256119, 1], [4, -0.3570671, 0.6288638, 2.195565, 1], [5, -0.4100986, 0.3350337, 2.211144, 1], [6, -0.4324587, 0.1074683, 2.205108, 1], [7, -0.4249077, 0.05932468, 2.22524, 1], [8, -0.02454593, 0.6577168, 2.301791, 1], [9, 0.02581176, 0.3906425, 2.365594, 1], [10, 0.03980771, 0.1582608, 2.331217, 1], [11, 0.02741586, 0.09752334, 2.328721, 1], [12, -0.2723496, 0.1188126, 2.292177, 1], [13, -0.3082767, -0.332512, 2.374794, 1], [14, -0.3090905, -0.6813515, 2.418166, 1], [15, -0.2861122, -0.7440287, 2.306767, 1], [16, -0.1184317, 0.1209703, 2.331798, 1], [17, -0.1278819, -0.3341211, 2.408046, 1], [18, -0.1351054, -0.6687382, 2.453956, 1], [19, -0.08889836, -0.7313491, 2.353468, 1], [20, -0.20808, 0.6914901, 2.287337, 1], [21, -0.4276327, -0.04068351, 2.252485, 1], [22, -0.3693275, 0.05943511, 2.218364, 1], [23, 0.01638369, 0.007803594, 2.342899, 1], [24, 0.05372222, 0.05828565, 2.334111, 1]]
[[0, -0.1988798, 0.1220454, 2.34991, 1], [1, -0.2037723, 0.4523039, 2.319173, 1], [2, -0.209466, 0.7689949, 2.273211, 1], [3, -0.1830691, 0.8989588, 2.255707, 1], [4, -0.3576348, 0.6285114, 2.195113, 1], [5, -0.4099297, 0.3329848, 2.20962, 1], [6, -0.4392401, 0.1062157, 2.19892, 1], [7, -0.4395511, 0.03513164, 2.216533, 1], [8, -0.02464443, 0.6578447, 2.300627, 1], [9, 0.02583525, 0.3890639, 2.363762, 1], [10, 0.03868337, 0.1381614, 2.328854, 1], [11, 0.02536382, 0.08359778, 2.327736, 1], [12, -0.2725079, 0.1186326, 2.292423, 1], [13, -0.3082921, -0.3325014, 2.374902, 1], [14, -0.3081325, -0.6801693, 2.418241, 1], [15, -0.2863062, -0.7436633, 2.307343, 1], [16, -0.1187321, 0.120873, 2.331455, 1], [17, -0.1278833, -0.3341226, 2.408055, 1], [18, -0.1332603, -0.6723205, 2.454517, 1], [19, -0.08814526, -0.7323809, 2.350643, 1], [20, -0.2081539, 0.6914295, 2.287011, 1], [21, -0.4347041, -0.06609862, 2.23877, 1], [22, -0.3971373, 0.002099045, 2.209667, 1], [23, 0.01536089, -0.012071, 2.341648, 1], [24, 0.06565478, 0.09844973, 2.330889, 1]]
[[0, -0.199661, 0.1215125, 2.350085, 1], [1, -0.2041353, 0.4519487, 2.319006, 1], [2, -0.2094281, 0.7688813, 2.273124, 1], [3, -0.1832735, 0.898982, 2.255653, 1], [4, -0.357791, 0.6285428, 2.195044, 1], [5, -0.4132126, 0.3269556, 2.204176, 1], [6, -0.4528292, 0.09500505, 2.186608, 1], [7, -0.4620363, 0.02456979, 2.190011, 1], [8, -0.02456954, 0.657811, 2.300604, 1], [9, 0.02628211, 0.3871043, 2.362807, 1], [10, 0.03907885, 0.1341185, 2.328185, 1], [11, 0.02521391, 0.07809614, 2.326971, 1], [12, -0.2732198, 0.1182772, 2.292962, 1], [13, -0.3084979, -0.332577, 2.375063, 1], [14, -0.3069091, -0.679668, 2.4194, 1], [15, -0.287, -0.7429281, 2.307849, 1], [16, -0.1196928, 0.1201753, 2.331175, 1], [17, -0.127993, -0.334512, 2.408111, 1], [18, -0.1313572, -0.6727672, 2.45565, 1], [19, -0.08884582, -0.7324778, 2.349855, 1], [20, -0.2081812, 0.6912993, 2.286912, 1], [21, -0.464156, -0.06987203, 2.227607, 1], [22, -0.4197614, -0.006815887, 2.168666, 1], [23, 0.01634535, -0.01207782, 2.342494, 1], [24, 0.06224648, 0.08544191, 2.322818, 1]]
[[0, -0.2002767, 0.1211804, 2.350151, 1], [1, -0.2044307, 0.451658, 2.318844, 1], [2, -0.2093647, 0.7687295, 2.273032, 1], [3, -0.1832873, 0.8989952, 2.255588, 1], [4, -0.3578475, 0.628477, 2.194995, 1], [5, -0.4185386, 0.3281582, 2.193917, 1], [6, -0.4642395, 0.08750148, 2.173181, 1], [7, -0.4801359, 0.02820318, 2.165112, 1], [8, -0.02462903, 0.6577384, 2.300581, 1], [9, 0.02638827, 0.386876, 2.362145, 1], [10, 0.03900753, 0.1325023, 2.327509, 1], [11, 0.02561467, 0.07977624, 2.3259, 1], [12, -0.2738228, 0.1181445, 2.293262, 1], [13, -0.3085947, -0.3324412, 2.375415, 1], [14, -0.3051017, -0.6772102, 2.420701, 1], [15, -0.2879457, -0.7421014, 2.310197, 1], [16, -0.1203767, 0.1196658, 2.330931, 1], [17, -0.1280584, -0.3347926, 2.408155, 1], [18, -0.1313046, -0.6726345, 2.455554, 1], [19, -0.08925145, -0.7323621, 2.349511, 1], [20, -0.2081908, 0.691148, 2.286809, 1], [21, -0.4910122, -0.06335858, 2.195189, 1], [22, -0.4329623, -0.001300692, 2.157353, 1], [23, 0.01159486, -0.01707356, 2.346658, 1], [24, 0.05936762, 0.06550246, 2.322529, 1]]
[[0, -0.2006019, 0.1211597, 2.350124, 1], [1, -0.2044981, 0.4515386, 2.31879, 1], [2, -0.2090161, 0.7684062, 2.273086, 1], [3, -0.1833608, 0.8990865, 2.255717, 1], [4, -0.3578316, 0.6285084, 2.195021, 1], [5, -0.4274206, 0.3357799, 2.170297, 1], [6, -0.4911864, 0.09661975, 2.119831, 1], [7, -0.506156, 0.03095139, 2.130749, 1], [8, -0.02431453, 0.65663, 2.29944, 1], [9, 0.02655879, 0.3870122, 2.361624, 1], [10, 0.03906836, 0.1312632, 2.326212, 1], [11, 0.02593955, 0.07703725, 2.322621, 1], [12, -0.2743566, 0.1182205, 2.293336, 1], [13, -0.3085622, -0.3322482, 2.375528, 1], [14, -0.3042448, -0.6765596, 2.421288, 1], [15, -0.2883488, -0.7415709, 2.310688, 1], [16, -0.1205585, 0.1196235, 2.330818, 1], [17, -0.1280093, -0.3349449, 2.407891, 1], [18, -0.1317333, -0.6721177, 2.454776, 1], [19, -0.08950928, -0.7324377, 2.349416, 1], [20, -0.2080285, 0.6909323, 2.286811, 1], [21, -0.5231261, -0.05913261, 2.150631, 1], [22, -0.4562299, 0.001302547, 2.109364, 1], [23, 0.01528609, -0.01837005, 2.341282, 1], [24, 0.06492271, 0.09438274, 2.316945, 1]]
[[0, -0.2005977, 0.1211786, 2.350148, 1], [1, -0.2044225, 0.4515152, 2.318776, 1], [2, -0.2084107, 0.7682938, 2.27314, 1], [3, -0.1833455, 0.8990816, 2.25572, 1], [4, -0.3574445, 0.6288705, 2.19511, 1], [5, -0.4316002, 0.3508211, 2.155439, 1], [6, -0.5034692, 0.1201142, 2.092635, 1], [7, -0.5324525, 0.04581384, 2.083548, 1], [8, -0.02427334, 0.6564513, 2.299626, 1], [9, 0.02664793, 0.3885224, 2.361192, 1], [10, 0.04353384, 0.1615782, 2.323809, 1], [11, 0.03053805, 0.09818982, 2.318917, 1], [12, -0.2743949, 0.1182862, 2.293531, 1], [13, -0.3086219, -0.3321559, 2.375797, 1], [14, -0.3042679, -0.6765577, 2.421323, 1], [15, -0.2885546, -0.742022, 2.311153, 1], [16, -0.1205113, 0.1196666, 2.330759, 1], [17, -0.1278372, -0.3350269, 2.407648, 1], [18, -0.131609, -0.6719465, 2.454726, 1], [19, -0.08947152, -0.7323418, 2.349391, 1], [20, -0.2076196, 0.6908531, 2.286826, 1], [21, -0.5507821, -0.0381881, 2.092358, 1], [22, -0.478758, 0.0248438, 2.070067, 1], [23, 0.02587596, 0.01301871, 2.334077, 1], [24, 0.06764252, 0.1000508, 2.312647, 1]]
[[0, -0.2006157, 0.1211858, 2.350148, 1], [1, -0.2042726, 0.451514, 2.318911, 1], [2, -0.2070959, 0.7683951, 2.274316, 1], [3, -0.1830636, 0.8990695, 2.256281, 1], [4, -0.3566819, 0.6300649, 2.196401, 1], [5, -0.4380071, 0.3787453, 2.131866, 1], [6, -0.5277075, 0.1450207, 2.029796, 1], [7, -0.5522695, 0.07921612, 2.027953, 1], [8, -0.02417637, 0.6563494, 2.299707, 1], [9, 0.02718917, 0.3886889, 2.360711, 1], [10, 0.04254973, 0.1394378, 2.320998, 1], [11, 0.02763721, 0.08011737, 2.319802, 1], [12, -0.274565, 0.1184568, 2.293746, 1], [13, -0.3086205, -0.3321641, 2.37601, 1], [14, -0.3044581, -0.6782987, 2.421171, 1], [15, -0.2886043, -0.7426426, 2.309933, 1], [16, -0.1204796, 0.1196054, 2.330561, 1], [17, -0.1279056, -0.3354944, 2.407346, 1], [18, -0.131565, -0.6719767, 2.454576, 1], [19, -0.08918067, -0.7327651, 2.349788, 1], [20, -0.2067129, 0.690919, 2.287621, 1], [21, -0.5786964, -0.008060645, 2.02242, 1], [22, -0.4991193, 0.06277508, 2.014043, 1], [23, 0.01823336, -0.01105472, 2.332956, 1], [24, 0.06501058, 0.09059932, 2.317583, 1]]
[[0, -0.2009388, 0.121355, 2.350019, 1], [1, -0.2041492, 0.4514448, 2.31898, 1], [2, -0.2053448, 0.7676621, 2.275381, 1], [3, -0.1825356, 0.8990548, 2.257006, 1], [4, -0.3517286, 0.6367187, 2.20339, 1], [5, -0.444361, 0.3946764, 2.115777, 1], [6, -0.5476152, 0.1660638, 1.975962, 1], [7, -0.5713313, 0.1154772, 1.966222, 1], [8, -0.02294491, 0.6553836, 2.299066, 1], [9, 0.02761166, 0.3884961, 2.360332, 1], [10, 0.04300155, 0.1370349, 2.32026, 1], [11, 0.02852423, 0.08063834, 2.318433, 1], [12, -0.2753115, 0.1188841, 2.294073, 1], [13, -0.3085454, -0.3320256, 2.376235, 1], [14, -0.3043415, -0.6783078, 2.42114, 1], [15, -0.2888631, -0.7428714, 2.310064, 1], [16, -0.1206661, 0.1197354, 2.329829, 1], [17, -0.1278788, -0.3353781, 2.406924, 1], [18, -0.1315186, -0.6712193, 2.454257, 1], [19, -0.08925926, -0.7325733, 2.34997, 1], [20, -0.205513, 0.6904166, 2.288338, 1], [21, -0.6042621, 0.04138003, 1.952533, 1], [22, -0.5566114, 0.05897525, 1.89775, 1], [23, 0.01536095, -0.01155232, 2.337187, 1], [24, 0.06317582, 0.0718785, 2.31685, 1]]
[[0, -0.2011612, 0.1215307, 2.349571, 1], [1, -0.203788, 0.4513818, 2.319123, 1], [2, -0.2030005, 0.7672056, 2.277359, 1], [3, -0.1814512, 0.8993033, 2.25946, 1], [4, -0.3511758, 0.6405584, 2.206545, 1], [5, -0.4506572, 0.4732646, 2.064974, 1], [6, -0.5681134, 0.2835622, 1.8858, 1], [7, -0.6014862, 0.2274115, 1.847079, 1], [8, -0.02155069, 0.6535125, 2.297983, 1], [9, 0.02871653, 0.3870904, 2.358826, 1], [10, 0.04382623, 0.1335062, 2.317779, 1], [11, 0.02942931, 0.07673544, 2.314284, 1], [12, -0.2757893, 0.1191968, 2.294452, 1], [13, -0.3085629, -0.3319972, 2.376398, 1], [14, -0.3043394, -0.6783736, 2.420996, 1], [15, -0.2886185, -0.743046, 2.310067, 1], [16, -0.1205497, 0.1199409, 2.326771, 1], [17, -0.1276404, -0.3352993, 2.406157, 1], [18, -0.1307534, -0.6715283, 2.454764, 1], [19, -0.08951114, -0.7326252, 2.349631, 1], [20, -0.203729, 0.6900766, 2.289721, 1], [21, -0.6556022, 0.159599, 1.812568, 1], [22, -0.5665085, 0.1974481, 1.782923, 1], [23, 0.02031295, -0.01143051, 2.33622, 1], [24, 0.06628599, 0.07777017, 2.30445, 1]]
[[0, -0.2012415, 0.1216691, 2.349352, 1], [1, -0.2034431, 0.4513116, 2.319397, 1], [2, -0.2017529, 0.7668188, 2.278978, 1], [3, -0.1808293, 0.8993124, 2.261225, 1], [4, -0.3487074, 0.6436581, 2.210903, 1], [5, -0.455098, 0.5031717, 2.047671, 1], [6, -0.5726777, 0.3476619, 1.840679, 1], [7, -0.6130768, 0.2946004, 1.783571, 1], [8, -0.02021803, 0.6526269, 2.297665, 1], [9, 0.02967402, 0.3869554, 2.356861, 1], [10, 0.04461516, 0.1320235, 2.31633, 1], [11, 0.02912428, 0.07663422, 2.310767, 1], [12, -0.2761297, 0.1195719, 2.294873, 1], [13, -0.3085301, -0.3320415, 2.376423, 1], [14, -0.3051941, -0.6798316, 2.420146, 1], [15, -0.2879208, -0.7439405, 2.308935, 1], [16, -0.1203177, 0.1200084, 2.325391, 1], [17, -0.1273383, -0.3346945, 2.405412, 1], [18, -0.1309845, -0.6712795, 2.454703, 1], [19, -0.08908476, -0.7326247, 2.3502, 1], [20, -0.2026531, 0.6897691, 2.290999, 1], [21, -0.6622573, 0.2297599, 1.713088, 1], [22, -0.5609539, 0.2639826, 1.741889, 1], [23, 0.01726875, -0.01739793, 2.331878, 1], [24, 0.06623561, 0.07299089, 2.30285, 1]]
