[[0, -0.28295, -0.46555, 2.33007, 1.0], [1, -0.277821, -0.15228, 2.29727, 1.0], [2, -0.271019, 0.153561, 2.25039, 1.0], [3, -0.288193, 0.309641, 2.24287, 1.0], [4, -0.459619, 0.0363334, 2.27335, 1.0], [5, -0.516027, -0.235583, 2.32386, 1.0], [6, -0.500175, -0.466999, 2.28685, 1.0], [7, -0.493111, -0.469259, 2.29053, 1.0], [8, -0.0891852, 0.0285036, 2.2275, 1.0], [9, -0.0285092, -0.226214, 2.2661, 1.0], [10, -0.0163173, -0.458076, 2.23154, 1.0], [11, -0.0272179, -0.471953, 2.23818, 1.0], [12, -0.363142, -0.456504, 2.29783, 1.0], [13, -0.416486, -0.77774, 2.39243, 1.0], [14, -0.487696, -1.0852, 2.5285, 1.0], [15, -0.53082, -1.14209, 2.46069, 1.0], [16, -0.194027, -0.460292, 2.29071, 1.0], [17, -0.110075, -0.780045, 2.3695, 1.0], [18, -0.0301984, -1.10242, 2.48391, 1.0], [19, 0.00381435, -1.13491, 2.41356, 1.0], [20, -0.273011, 0.0781517, 2.26455, 1.0], [21, -0.491622, -0.538, 2.29552, 1.0], [22, -0.445582, -0.45421, 2.26335, 1.0], [23, -0.0337306, -0.540199, 2.24743, 1.0], [24, -0.0558803, -0.473589, 2.21957, 1.0]]
[[0, -0.282914, -0.465531, 2.33004, 1.0], [1, -0.27782, -0.152248, 2.29723, 1.0], [2, -0.27107, 0.153624, 2.25029, 1.0], [3, -0.288482, 0.309606, 2.24313, 1.0], [4, -0.459634, 0.036469, 2.27347, 1.0], [5, -0.515755, -0.235856, 2.32368, 1.0], [6, -0.500151, -0.467343, 2.28673, 1.0], [7, -0.49386, -0.470445, 2.28963, 1.0], [8, -0.0892007, 0.0285003, 2.22753, 1.0], [9, -0.0285, -0.226224, 2.26603, 1.0], [10, -0.0162682, -0.458135, 2.23145, 1.0], [11, -0.0278015, -0.472108, 2.23805, 1.0], [12, -0.363097, -0.45646, 2.29787, 1.0], [13, -0.416566, -0.774393, 2.39025, 1.0], [14, -0.483315, -1.07477, 2.52573, 1.0], [15, -0.524993, -1.13269, 2.46176, 1.0], [16, -0.193959, -0.460289, 2.29053, 1.0], [17, -0.110099, -0.779616, 2.36932, 1.0], [18, -0.0308417, -1.1004, 2.48392, 1.0], [19, 0.0025331, -1.13204, 2.41389, 1.0], [20, -0.273045, 0.0782056, 2.26447, 1.0], [21, -0.494489, -0.537335, 2.29171, 1.0], [22, -0.445552, -0.453735, 2.26311, 1.0], [23, -0.0315623, -0.538569, 2.24636, 1.0], [24, -0.0549868, -0.474999, 2.21684, 1.0]]
[[0, -0.282804, -0.465539, 2.32993, 1.0], [1, -0.27771, -0.152284, 2.29703, 1.0], [2, -0.270963, 0.153547, 2.24998, 1.0], [3, -0.288479, 0.309605, 2.24313, 1.0], [4, -0.459703, 0.0364787, 2.27356, 1.0], [5, -0.515701, -0.235797, 2.32339, 1.0], [6, -0.500216, -0.467304, 2.2868, 1.0], [7, -0.493511, -0.470191, 2.28949, 1.0], [8, -0.0892082, 0.028479, 2.22753, 1.0], [9, -0.0284916, -0.226125, 2.26593, 1.0], [10, -0.0162702, -0.458014, 2.23137, 1.0], [11, -0.0277673, -0.471707, 2.23828, 1.0], [12, -0.363007, -0.456453, 2.29791, 1.0], [13, -0.416447, -0.773413, 2.3897, 1.0], [14, -0.483075, -1.07304, 2.5259, 1.0], [15, -0.524523, -1.13071, 2.46256, 1.0], [16, -0.193768, -0.460336, 2.29005, 1.0], [17, -0.110093, -0.779404, 2.3692, 1.0], [18, -0.0310619, -1.09988, 2.48392, 1.0], [19, 0.00221271, -1.13129, 2.41423, 1.0], [20, -0.272938, 0.0781401, 2.26419, 1.0], [21, -0.492176, -0.53745, 2.29402, 1.0], [22, -0.445581, -0.454205, 2.26334, 1.0], [23, -0.0315404, -0.538279, 2.24516, 1.0], [24, -0.0623817, -0.461628, 2.24019, 1.0]]
[[0, -0.282759, -0.465513, 2.3299, 1.0], [1, -0.277699, -0.152284, 2.29703, 1.0], [2, -0.27096, 0.153534, 2.24998, 1.0], [3, -0.288786, 0.309419, 2.24364, 1.0], [4, -0.459758, 0.0364189, 2.27364, 1.0], [5, -0.515759, -0.236047, 2.32342, 1.0], [6, -0.500186, -0.467546, 2.28676, 1.0], [7, -0.493577, -0.470358, 2.28869, 1.0], [8, -0.0892847, 0.0285081, 2.22752, 1.0], [9, -0.0284686, -0.226088, 2.26585, 1.0], [10, -0.0162794, -0.457994, 2.23139, 1.0], [11, -0.0278812, -0.473072, 2.23875, 1.0], [12, -0.362962, -0.456443, 2.29794, 1.0], [13, -0.416513, -0.772811, 2.38933, 1.0], [14, -0.481807, -1.06951, 2.52446, 1.0], [15, -0.52337, -1.12758, 2.46224, 1.0], [16, -0.193705, -0.460269, 2.28992, 1.0], [17, -0.110398, -0.773678, 2.36657, 1.0], [18, -0.0314174, -1.09799, 2.48313, 1.0], [19, 0.00215817, -1.13025, 2.41483, 1.0], [20, -0.272933, 0.0781326, 2.26419, 1.0], [21, -0.496078, -0.537826, 2.29625, 1.0], [22, -0.447347, -0.45562, 2.26424, 1.0], [23, -0.0340109, -0.540886, 2.24586, 1.0], [24, -0.0567788, -0.47731, 2.2191, 1.0]]
[[0, -0.282746, -0.465529, 2.3299, 1.0], [1, -0.277706, -0.152296, 2.29703, 1.0], [2, -0.271012, 0.153514, 2.24999, 1.0], [3, -0.288876, 0.30938, 2.24376, 1.0], [4, -0.45978, 0.0364136, 2.2737, 1.0], [5, -0.515727, -0.235956, 2.32344, 1.0], [6, -0.500188, -0.467292, 2.28669, 1.0], [7, -0.493308, -0.47045, 2.28916, 1.0], [8, -0.0893866, 0.028502, 2.22763, 1.0], [9, -0.028266, -0.224188, 2.2659, 1.0], [10, -0.0164566, -0.455985, 2.23162, 1.0], [11, -0.0276635, -0.473878, 2.23946, 1.0], [12, -0.362923, -0.456489, 2.29811, 1.0], [13, -0.416556, -0.772776, 2.38931, 1.0], [14, -0.482092, -1.06893, 2.52426, 1.0], [15, -0.522225, -1.1272, 2.4604, 1.0], [16, -0.193681, -0.460307, 2.28982, 1.0], [17, -0.11055, -0.773637, 2.36636, 1.0], [18, -0.0324643, -1.09683, 2.48363, 1.0], [19, 0.00153686, -1.12902, 2.41564, 1.0], [20, -0.27297, 0.0781144, 2.2642, 1.0], [21, -0.493332, -0.538583, 2.2965, 1.0], [22, -0.446135, -0.473248, 2.26487, 1.0], [23, -0.0374342, -0.540501, 2.24496, 1.0], [24, -0.0559314, -0.476268, 2.21675, 1.0]]
[[0, -0.282717, -0.465562, 2.32983, 1.0], [1, -0.277633, -0.152356, 2.29694, 1.0], [2, -0.270873, 0.153416, 2.2499, 1.0], [3, -0.288963, 0.309325, 2.2438, 1.0], [4, -0.459774, 0.0363633, 2.27368, 1.0], [5, -0.51571, -0.236307, 2.32347, 1.0], [6, -0.500168, -0.467543, 2.28651, 1.0], [7, -0.493344, -0.470696, 2.28906, 1.0], [8, -0.0894104, 0.0284778, 2.22762, 1.0], [9, -0.0282972, -0.224331, 2.2658, 1.0], [10, -0.0164424, -0.45606, 2.23163, 1.0], [11, -0.0284344, -0.474273, 2.23894, 1.0], [12, -0.362901, -0.456519, 2.29806, 1.0], [13, -0.416708, -0.771758, 2.38857, 1.0], [14, -0.481344, -1.06763, 2.52468, 1.0], [15, -0.522877, -1.12602, 2.46263, 1.0], [16, -0.193657, -0.460335, 2.28973, 1.0], [17, -0.110691, -0.773798, 2.36631, 1.0], [18, -0.0335486, -1.09596, 2.48369, 1.0], [19, 0.00123358, -1.1282, 2.41622, 1.0], [20, -0.27285, 0.078027, 2.26411, 1.0], [21, -0.492824, -0.538018, 2.2941, 1.0], [22, -0.446007, -0.461051, 2.26383, 1.0], [23, -0.036739, -0.540931, 2.24522, 1.0], [24, -0.0621815, -0.458765, 2.24093, 1.0]]
[[0, -0.282452, -0.465552, 2.3296, 1.0], [1, -0.277282, -0.152428, 2.29664, 1.0], [2, -0.270422, 0.15324, 2.24952, 1.0], [3, -0.28899, 0.309298, 2.24363, 1.0], [4, -0.459854, 0.0363633, 2.27395, 1.0], [5, -0.51569, -0.236344, 2.32348, 1.0], [6, -0.500154, -0.467483, 2.28616, 1.0], [7, -0.492501, -0.47102, 2.28768, 1.0], [8, -0.0894706, 0.0284583, 2.22761, 1.0], [9, -0.0283705, -0.224387, 2.26572, 1.0], [10, -0.0164521, -0.456066, 2.23166, 1.0], [11, -0.028634, -0.472637, 2.23743, 1.0], [12, -0.362675, -0.456499, 2.29798, 1.0], [13, -0.416904, -0.770793, 2.38798, 1.0], [14, -0.481368, -1.06689, 2.52468, 1.0], [15, -0.522876, -1.12555, 2.46276, 1.0], [16, -0.193376, -0.460335, 2.28935, 1.0], [17, -0.110756, -0.779707, 2.36739, 1.0], [18, -0.0335693, -1.09591, 2.48369, 1.0], [19, 0.00131755, -1.12811, 2.41606, 1.0], [20, -0.272426, 0.0778785, 2.26375, 1.0], [21, -0.490371, -0.54499, 2.29719, 1.0], [22, -0.445803, -0.48362, 2.26275, 1.0], [23, -0.0329974, -0.539128, 2.24615, 1.0], [24, -0.0616133, -0.451227, 2.24085, 1.0]]
[[0, -0.282484, -0.465682, 2.32962, 1.0], [1, -0.277271, -0.152494, 2.29663, 1.0], [2, -0.270378, 0.1532, 2.24948, 1.0], [3, -0.288956, 0.309285, 2.2436, 1.0], [4, -0.459862, 0.0363309, 2.27399, 1.0], [5, -0.515675, -0.236701, 2.32369, 1.0], [6, -0.500078, -0.467777, 2.28599, 1.0], [7, -0.492702, -0.470412, 2.28909, 1.0], [8, -0.0895635, 0.0284373, 2.22761, 1.0], [9, -0.0283528, -0.22452, 2.26573, 1.0], [10, -0.0165245, -0.456183, 2.23165, 1.0], [11, -0.0287759, -0.473858, 2.23879, 1.0], [12, -0.362703, -0.45664, 2.29802, 1.0], [13, -0.41708, -0.770501, 2.38786, 1.0], [14, -0.481286, -1.06683, 2.52468, 1.0], [15, -0.522561, -1.12505, 2.46101, 1.0], [16, -0.193417, -0.460454, 2.28936, 1.0], [17, -0.110856, -0.781273, 2.36775, 1.0], [18, -0.0337095, -1.09574, 2.48357, 1.0], [19, 0.00136648, -1.12802, 2.41606, 1.0], [20, -0.272392, 0.0778341, 2.26372, 1.0], [21, -0.491666, -0.537994, 2.2887, 1.0], [22, -0.44481, -0.455459, 2.26144, 1.0], [23, -0.0374367, -0.539944, 2.24496, 1.0], [24, -0.0641753, -0.470408, 2.23592, 1.0]]
[[0, -0.282521, -0.465775, 2.32969, 1.0], [1, -0.277282, -0.152546, 2.29663, 1.0], [2, -0.270375, 0.153159, 2.24944, 1.0], [3, -0.288973, 0.309277, 2.24363, 1.0], [4, -0.459862, 0.036249, 2.27405, 1.0], [5, -0.515486, -0.237301, 2.32393, 1.0], [6, -0.500036, -0.468338, 2.28576, 1.0], [7, -0.492569, -0.471082, 2.28947, 1.0], [8, -0.0896502, 0.0283755, 2.22771, 1.0], [9, -0.0283814, -0.224592, 2.26566, 1.0], [10, -0.0165566, -0.456284, 2.23179, 1.0], [11, -0.0288581, -0.473376, 2.23875, 1.0], [12, -0.362753, -0.456777, 2.2982, 1.0], [13, -0.417162, -0.770536, 2.38789, 1.0], [14, -0.481062, -1.06652, 2.52486, 1.0], [15, -0.522659, -1.12472, 2.46148, 1.0], [16, -0.193453, -0.460521, 2.28937, 1.0], [17, -0.110654, -0.782489, 2.36802, 1.0], [18, -0.0338823, -1.09559, 2.4836, 1.0], [19, 0.00142364, -1.12791, 2.41631, 1.0], [20, -0.272392, 0.0777924, 2.26369, 1.0], [21, -0.491563, -0.536633, 2.2882, 1.0], [22, -0.445849, -0.456121, 2.26346, 1.0], [23, -0.0346887, -0.539349, 2.24497, 1.0], [24, -0.0603983, -0.443878, 2.2427, 1.0]]
[[0, -0.282577, -0.46588, 2.32975, 1.0], [1, -0.277289, -0.152602, 2.29664, 1.0], [2, -0.270355, 0.153118, 2.24941, 1.0], [3, -0.289144, 0.309137, 2.24371, 1.0], [4, -0.459894, 0.0362092, 2.27426, 1.0], [5, -0.515365, -0.237202, 2.32405, 1.0], [6, -0.500042, -0.468228, 2.28576, 1.0], [7, -0.491625, -0.470394, 2.28929, 1.0], [8, -0.0897943, 0.0282636, 2.22769, 1.0], [9, -0.0284148, -0.224546, 2.26568, 1.0], [10, -0.0167057, -0.456283, 2.23229, 1.0], [11, -0.0293219, -0.47333, 2.23972, 1.0], [12, -0.362811, -0.457013, 2.29833, 1.0], [13, -0.417153, -0.770387, 2.38793, 1.0], [14, -0.480767, -1.06613, 2.52484, 1.0], [15, -0.522636, -1.12469, 2.46246, 1.0], [16, -0.193508, -0.46055, 2.28941, 1.0], [17, -0.11049, -0.78243, 2.36811, 1.0], [18, -0.0338822, -1.09559, 2.4836, 1.0], [19, 0.00155888, -1.12781, 2.41617, 1.0], [20, -0.27238, 0.0777504, 2.26367, 1.0], [21, -0.492574, -0.538983, 2.2929, 1.0], [22, -0.446751, -0.465109, 2.26491, 1.0], [23, -0.0344942, -0.5409, 2.24718, 1.0], [24, -0.0569378, -0.478284, 2.2171, 1.0]]
[[0, -0.282591, -0.465937, 2.32977, 1.0], [1, -0.277291, -0.152707, 2.29662, 1.0], [2, -0.270335, 0.152953, 2.24935, 1.0], [3, -0.289151, 0.309119, 2.24371, 1.0], [4, -0.459876, 0.0362016, 2.27444, 1.0], [5, -0.515348, -0.237106, 2.32414, 1.0], [6, -0.500032, -0.468131, 2.28592, 1.0], [7, -0.491695, -0.470679, 2.29117, 1.0], [8, -0.0899093, 0.0281715, 2.22768, 1.0], [9, -0.0284325, -0.224545, 2.26568, 1.0], [10, -0.0169071, -0.456294, 2.23246, 1.0], [11, -0.029991, -0.473481, 2.23949, 1.0], [12, -0.362829, -0.457162, 2.29852, 1.0], [13, -0.417161, -0.770408, 2.38794, 1.0], [14, -0.480339, -1.06539, 2.52388, 1.0], [15, -0.522403, -1.12443, 2.46239, 1.0], [16, -0.193533, -0.460588, 2.28936, 1.0], [17, -0.109966, -0.78239, 2.36805, 1.0], [18, -0.0350172, -1.09291, 2.48273, 1.0], [19, 0.000969718, -1.12632, 2.41703, 1.0], [20, -0.272367, 0.077601, 2.26363, 1.0], [21, -0.492026, -0.538925, 2.2933, 1.0], [22, -0.445998, -0.477081, 2.2667, 1.0], [23, -0.037252, -0.540894, 2.24505, 1.0], [24, -0.0588018, -0.470174, 2.22324, 1.0]]
