[[0, -0.1136591, 0.06689323, 2.446447, 1], [1, -0.1157456, 0.3792099, 2.412896, 1], [2, -0.1176332, 0.6811188, 2.36775, 1], [3, -0.1287453, 0.8288503, 2.330963, 1], [4, -0.3002784, 0.546719, 2.350864, 1], [5, -0.3488477, 0.2776398, 2.38914, 1], [6, -0.3629778, 0.05030876, 2.352259, 1], [7, -0.3666977, -0.006410361, 2.338183, 1], [8, 0.05915431, 0.5481447, 2.378035, 1], [9, 0.1036334, 0.2746156, 2.415018, 1], [10, 0.1398562, 0.04812065, 2.381922, 1], [11, 0.1503796, -0.021505, 2.370492, 1], [12, -0.1924552, 0.06561584, 2.403669, 1], [13, -0.2178489, -0.3076144, 2.464055, 1], [14, -0.2234916, -0.6383691, 2.532325, 1], [15, -0.2342613, -0.7031687, 2.449162, 1], [16, -0.0316158, 0.06614283, 2.417636, 1], [17, -0.02384747, -0.3007391, 2.476346, 1], [18, -0.04102378, -0.6281146, 2.543297, 1], [19, -0.0129629, -0.7024851, 2.47402, 1], [20, -0.1172401, 0.6071416, 2.381142, 1], [21, -0.3743374, -0.08018919, 2.301734, 1], [22, -0.4038405, 0.03523631, 2.2922, 1], [23, 0.1533889, -0.08817337, 2.343463, 1], [24, 0.1809104, 0.01150557, 2.312162, 1]]
[[0, -0.1136304, 0.0669002, 2.446458, 1], [1, -0.115788, 0.3791996, 2.412917, 1], [2, -0.1178717, 0.6810493, 2.3678, 1], [3, -0.1289559, 0.8287212, 2.330942, 1], [4, -0.3004499, 0.5467049, 2.350908, 1], [5, -0.3486795, 0.2777738, 2.389193, 1], [6, -0.3625947, 0.05066645, 2.350303, 1], [7, -0.3690952, -0.005829827, 2.330241, 1], [8, 0.05897886, 0.5482249, 2.377995, 1], [9, 0.103693, 0.2751257, 2.415083, 1], [10, 0.1398673, 0.04805798, 2.381945, 1], [11, 0.1492356, -0.02131261, 2.369374, 1], [12, -0.1924231, 0.06560776, 2.403704, 1], [13, -0.217987, -0.3076703, 2.464182, 1], [14, -0.2232104, -0.6382585, 2.532295, 1], [15, -0.2345936, -0.7032402, 2.447915, 1], [16, -0.03157261, 0.06617142, 2.417621, 1], [17, -0.02386694, -0.3007068, 2.47624, 1], [18, -0.04081965, -0.6279628, 2.54319, 1], [19, -0.01341092, -0.7019385, 2.472811, 1], [20, -0.1174191, 0.6070908, 2.381186, 1], [21, -0.3714065, -0.0793995, 2.293789, 1], [22, -0.4146219, 0.007094148, 2.304636, 1], [23, 0.1537125, -0.09013543, 2.345999, 1], [24, 0.1810746, 0.005630197, 2.311993, 1]]
[[0, -0.1136751, 0.06697553, 2.446476, 1], [1, -0.1158956, 0.3792424, 2.413082, 1], [2, -0.1180384, 0.6810061, 2.368245, 1], [3, -0.1292429, 0.8285524, 2.331083, 1], [4, -0.3004948, 0.5466353, 2.351341, 1], [5, -0.3490275, 0.279501, 2.389702, 1], [6, -0.3621518, 0.05304921, 2.345547, 1], [7, -0.3667483, -0.002068976, 2.322455, 1], [8, 0.0589883, 0.5482986, 2.378054, 1], [9, 0.103713, 0.2750437, 2.41523, 1], [10, 0.1402973, 0.04834447, 2.382007, 1], [11, 0.1517246, -0.02203736, 2.371005, 1], [12, -0.1924676, 0.06566284, 2.403708, 1], [13, -0.2181223, -0.3076157, 2.464061, 1], [14, -0.223232, -0.6381517, 2.532157, 1], [15, -0.2354111, -0.70329, 2.447568, 1], [16, -0.03161259, 0.06627095, 2.417644, 1], [17, -0.023802, -0.3006489, 2.476233, 1], [18, -0.04055493, -0.6277681, 2.543241, 1], [19, -0.01383834, -0.7019019, 2.473561, 1], [20, -0.117575, 0.607075, 2.381548, 1], [21, -0.3759785, -0.07519233, 2.285282, 1], [22, -0.4115766, 0.02456502, 2.288071, 1], [23, 0.155853, -0.08981037, 2.346874, 1], [24, 0.1811872, 0.005543401, 2.312374, 1]]
[[0, -0.1136247, 0.06711036, 2.446728, 1], [1, -0.1159255, 0.3793146, 2.413394, 1], [2, -0.1181048, 0.6810143, 2.36859, 1], [3, -0.1294961, 0.8286712, 2.331542, 1], [4, -0.3006484, 0.5467106, 2.351723, 1], [5, -0.3491533, 0.2809243, 2.390073, 1], [6, -0.3612868, 0.05571461, 2.338037, 1], [7, -0.3672408, 0.001523165, 2.307343, 1], [8, 0.05910455, 0.5482033, 2.378616, 1], [9, 0.1037813, 0.2746215, 2.415465, 1], [10, 0.1402961, 0.04849602, 2.382175, 1], [11, 0.1518059, -0.02136809, 2.371423, 1], [12, -0.1923987, 0.06581345, 2.40406, 1], [13, -0.2180674, -0.3076227, 2.464156, 1], [14, -0.2232191, -0.6381878, 2.532055, 1], [15, -0.2352738, -0.7033984, 2.447868, 1], [16, -0.031577, 0.06638296, 2.417788, 1], [17, -0.02423533, -0.3022995, 2.47789, 1], [18, -0.04028375, -0.629508, 2.543713, 1], [19, -0.01199939, -0.7028728, 2.470734, 1], [20, -0.1176362, 0.6070982, 2.381889, 1], [21, -0.3712258, -0.07001536, 2.265242, 1], [22, -0.4065104, 0.03430588, 2.276636, 1], [23, 0.1551851, -0.090565, 2.354221, 1], [24, 0.1823092, 0.006263399, 2.314372, 1]]
[[0, -0.1136283, 0.06716774, 2.446764, 1], [1, -0.1159658, 0.3794094, 2.413548, 1], [2, -0.1181597, 0.6811458, 2.368902, 1], [3, -0.1296829, 0.8286911, 2.331679, 1], [4, -0.3007992, 0.5467741, 2.352046, 1], [5, -0.3491769, 0.2810996, 2.39019, 1], [6, -0.3590442, 0.06000987, 2.319605, 1], [7, -0.3665385, 0.01501652, 2.288321, 1], [8, 0.05889133, 0.5481858, 2.378535, 1], [9, 0.1039345, 0.2747714, 2.415621, 1], [10, 0.1403373, 0.04852622, 2.382546, 1], [11, 0.1527147, -0.02173825, 2.370843, 1], [12, -0.1923991, 0.06583855, 2.404076, 1], [13, -0.2180413, -0.3075971, 2.464239, 1], [14, -0.2239465, -0.6370929, 2.531715, 1], [15, -0.2352251, -0.7035158, 2.447941, 1], [16, -0.03158276, 0.06648231, 2.417837, 1], [17, -0.02424875, -0.3022376, 2.477895, 1], [18, -0.04102805, -0.6296913, 2.543722, 1], [19, -0.011953, -0.7028296, 2.470733, 1], [20, -0.1176909, 0.6072197, 2.382159, 1], [21, -0.3644822, -0.05840013, 2.232972, 1], [22, -0.4015508, 0.05272138, 2.256727, 1], [23, 0.1570901, -0.08998436, 2.34205, 1], [24, 0.1828763, 0.009768061, 2.315542, 1]]
[[0, -0.1135269, 0.06744541, 2.446922, 1], [1, -0.1159669, 0.3795193, 2.413739, 1], [2, -0.1182115, 0.6811429, 2.369147, 1], [3, -0.1299485, 0.8288668, 2.33206, 1], [4, -0.3009865, 0.5469097, 2.352673, 1], [5, -0.3486336, 0.282264, 2.390461, 1], [6, -0.3578012, 0.06639242, 2.303265, 1], [7, -0.3659143, 0.02805024, 2.264326, 1], [8, 0.05864277, 0.5483848, 2.378782, 1], [9, 0.103991, 0.2750765, 2.415624, 1], [10, 0.1405941, 0.04817884, 2.382359, 1], [11, 0.1513247, -0.02136822, 2.369968, 1], [12, -0.1923026, 0.06604774, 2.404188, 1], [13, -0.2181562, -0.3075501, 2.464345, 1], [14, -0.2243794, -0.6360492, 2.53113, 1], [15, -0.2352854, -0.7033417, 2.4479, 1], [16, -0.03147864, 0.06682848, 2.418023, 1], [17, -0.02426241, -0.3020952, 2.477901, 1], [18, -0.04118742, -0.6296135, 2.543857, 1], [19, -0.01211835, -0.7020456, 2.470982, 1], [20, -0.1177316, 0.6072445, 2.382387, 1], [21, -0.3724407, -0.03900778, 2.213224, 1], [22, -0.4037632, 0.05374247, 2.243143, 1], [23, 0.1534627, -0.09086625, 2.346776, 1], [24, 0.1824986, 0.007953284, 2.312937, 1]]
[[0, -0.1129874, 0.06765261, 2.447119, 1], [1, -0.1158745, 0.3795538, 2.413827, 1], [2, -0.118237, 0.6811265, 2.369186, 1], [3, -0.1301351, 0.8288724, 2.33249, 1], [4, -0.3011034, 0.5469137, 2.353147, 1], [5, -0.3481361, 0.2891807, 2.390254, 1], [6, -0.3575129, 0.0839021, 2.278336, 1], [7, -0.3685894, 0.05226637, 2.242212, 1], [8, 0.05861619, 0.5483987, 2.378797, 1], [9, 0.1040467, 0.2752779, 2.415764, 1], [10, 0.1407861, 0.04827424, 2.382515, 1], [11, 0.1524638, -0.02225632, 2.370632, 1], [12, -0.1917633, 0.06613111, 2.404356, 1], [13, -0.2182424, -0.3078579, 2.46449, 1], [14, -0.2240779, -0.6362522, 2.531198, 1], [15, -0.2354214, -0.7034712, 2.446461, 1], [16, -0.03093231, 0.06717531, 2.418233, 1], [17, -0.02429821, -0.3020392, 2.477906, 1], [18, -0.04108882, -0.6287664, 2.543852, 1], [19, -0.01019582, -0.7019563, 2.469106, 1], [20, -0.1177373, 0.6072375, 2.382428, 1], [21, -0.3748238, -0.01698359, 2.185521, 1], [22, -0.406613, 0.07833292, 2.224048, 1], [23, 0.1573651, -0.09140088, 2.346671, 1], [24, 0.1814349, 0.008302444, 2.314079, 1]]
[[0, -0.1129163, 0.0678917, 2.447258, 1], [1, -0.1158971, 0.3796583, 2.414002, 1], [2, -0.1183393, 0.681125, 2.369408, 1], [3, -0.1303028, 0.8290728, 2.333041, 1], [4, -0.3013196, 0.547263, 2.354017, 1], [5, -0.3467449, 0.2979428, 2.390101, 1], [6, -0.3593985, 0.1025302, 2.260846, 1], [7, -0.3681099, 0.06154827, 2.216735, 1], [8, 0.05851527, 0.5483699, 2.37895, 1], [9, 0.1041664, 0.2758597, 2.415752, 1], [10, 0.1410998, 0.04801039, 2.382704, 1], [11, 0.1532178, -0.02232183, 2.370708, 1], [12, -0.1917353, 0.06630459, 2.404391, 1], [13, -0.2183305, -0.3074579, 2.464641, 1], [14, -0.2240703, -0.6362073, 2.531348, 1], [15, -0.235409, -0.703061, 2.447998, 1], [16, -0.03079897, 0.06749199, 2.418504, 1], [17, -0.02434792, -0.3021283, 2.47791, 1], [18, -0.04099946, -0.6288524, 2.543849, 1], [19, -0.01096027, -0.7019119, 2.469933, 1], [20, -0.1178191, 0.6072627, 2.382636, 1], [21, -0.3586006, 0.005624477, 2.163471, 1], [22, -0.4019189, 0.08126262, 2.192294, 1], [23, 0.1545405, -0.09043029, 2.343639, 1], [24, 0.1826821, 0.004414346, 2.313376, 1]]
[[0, -0.1124416, 0.06827673, 2.447439, 1], [1, -0.1157817, 0.379759, 2.414279, 1], [2, -0.1184602, 0.6810191, 2.369913, 1], [3, -0.1305899, 0.8288365, 2.333929, 1], [4, -0.301269, 0.5476596, 2.354693, 1], [5, -0.345459, 0.3040355, 2.390024, 1], [6, -0.3569272, 0.1130089, 2.253805, 1], [7, -0.3682456, 0.08797565, 2.195639, 1], [8, 0.05828536, 0.5486438, 2.379415, 1], [9, 0.1041928, 0.2758208, 2.415833, 1], [10, 0.1412774, 0.04803763, 2.382562, 1], [11, 0.1505248, -0.0211461, 2.370977, 1], [12, -0.1913155, 0.06662859, 2.404537, 1], [13, -0.2185099, -0.3068561, 2.464587, 1], [14, -0.2241608, -0.6360907, 2.531517, 1], [15, -0.2343853, -0.7031916, 2.450596, 1], [16, -0.0302859, 0.06792543, 2.418693, 1], [17, -0.0243047, -0.3019074, 2.477917, 1], [18, -0.0410116, -0.6287572, 2.543949, 1], [19, -0.01074505, -0.7019529, 2.471422, 1], [20, -0.1178708, 0.6072183, 2.383064, 1], [21, -0.3684414, 0.03679948, 2.128953, 1], [22, -0.4041084, 0.1232115, 2.186445, 1], [23, 0.1566485, -0.08921892, 2.341521, 1], [24, 0.1810519, 0.00861749, 2.314948, 1]]
[[0, -0.1119304, 0.06857558, 2.447695, 1], [1, -0.115534, 0.3800693, 2.414656, 1], [2, -0.1184327, 0.6813475, 2.370383, 1], [3, -0.1308359, 0.8288233, 2.334134, 1], [4, -0.3011819, 0.5478412, 2.355177, 1], [5, -0.3436086, 0.3129227, 2.389129, 1], [6, -0.3544235, 0.1354567, 2.234649, 1], [7, -0.3789953, 0.1180272, 2.175938, 1], [8, 0.05830617, 0.5487089, 2.379413, 1], [9, 0.1042603, 0.2759767, 2.415692, 1], [10, 0.1412665, 0.04800398, 2.382644, 1], [11, 0.1502842, -0.02125369, 2.369469, 1], [12, -0.1907405, 0.0668807, 2.404918, 1], [13, -0.2185079, -0.3068691, 2.464635, 1], [14, -0.2243374, -0.6360393, 2.531228, 1], [15, -0.2353932, -0.7038471, 2.446981, 1], [16, -0.02983642, 0.06826126, 2.418819, 1], [17, -0.02436705, -0.3018645, 2.477921, 1], [18, -0.04181271, -0.6297936, 2.544987, 1], [19, -0.01187092, -0.7015093, 2.471939, 1], [20, -0.1177924, 0.6075366, 2.383512, 1], [21, -0.3705345, 0.07128073, 2.097031, 1], [22, -0.4378906, 0.1363684, 2.155619, 1], [23, 0.1520474, -0.09350086, 2.347682, 1], [24, 0.1816969, 0.005958366, 2.312963, 1]]
[[0, -0.1115724, 0.06878603, 2.447808, 1], [1, -0.1153631, 0.380192, 2.414998, 1], [2, -0.1184422, 0.6813748, 2.371077, 1], [3, -0.1311524, 0.8288903, 2.334765, 1], [4, -0.3010131, 0.5481182, 2.356002, 1], [5, -0.3441592, 0.318119, 2.388097, 1], [6, -0.3568084, 0.1510593, 2.222037, 1], [7, -0.3814003, 0.1436273, 2.160742, 1], [8, 0.05819254, 0.548904, 2.379549, 1], [9, 0.1043169, 0.276053, 2.415792, 1], [10, 0.1412628, 0.04804811, 2.382642, 1], [11, 0.1498404, -0.02304308, 2.369551, 1], [12, -0.1904543, 0.06700148, 2.404998, 1], [13, -0.2184695, -0.3074931, 2.465051, 1], [14, -0.2242735, -0.6361268, 2.531395, 1], [15, -0.2356603, -0.7032392, 2.447531, 1], [16, -0.02941211, 0.06857241, 2.418947, 1], [17, -0.02439305, -0.3017497, 2.477818, 1], [18, -0.04179508, -0.6297437, 2.544783, 1], [19, -0.01003564, -0.7016763, 2.469064, 1], [20, -0.1177512, 0.6075908, 2.384107, 1], [21, -0.3742162, 0.1005226, 2.08038, 1], [22, -0.4393222, 0.1579085, 2.139111, 1], [23, 0.1550803, -0.0906733, 2.343267, 1], [24, 0.1831416, -0.008554297, 2.309636, 1]]
