[['2, k, 0', [-11.58547, 84.50768, 1.0]], ['2, k, 1', [-11.396708477496814, 114.93815255986195, 1.0]], ['2, k, 2', [-11.191881173731765, 137.74884317409226, 1.0]], ['2, k, 3', [-11.120296190001712, 144.18303590930446, 1.0]], ['2, k, 4', [4.948401994268464, 135.28136672594505, 1.0]], ['2, k, 5', [21.29479158523405, 151.5943946212975, 1.0]], ['2, k, 6', [32.24911921921838, 175.58630300871152, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.443052760783704, 137.64458990099712, 1.0]], ['2, k, 9', [-44.386871600060985, 153.48778601882864, 1.0]], ['2, k, 10', [-50.00214489168861, 176.05050722898847, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.6714886779609435, 84.23099697698724, 1.0]], ['2, k, 13', [-0.09218958294289425, 44.92763005893516, 1.0]], ['2, k, 14', [3.2975042089055098, 10.129783908179427, 1.0]], ['2, k, 15', [3.2152207963697386, 7.622262311293975, 1.0]], ['2, k, 16', [-18.11739260491215, 84.50376206193992, 1.0]], ['2, k, 17', [-22.44506554053667, 46.64628673778139, 1.0]], ['2, k, 18', [-24.89192303431072, 11.18267616012799, 1.0]], ['2, k, 19', [-24.375787607783735, 8.656440307734007, 1.0]], ['2, k, 20', [-11.191881173731765, 137.74884317409226, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.567436666666666, 84.49935666666667, 1.0]], ['2, k, 1', [-11.383878470734984, 114.92990305351279, 1.0]], ['2, k, 2', [-11.184921256301402, 137.74074628782995, 1.0]], ['2, k, 3', [-11.115538609020494, 144.17489725344018, 1.0]], ['2, k, 4', [4.918158135903788, 135.23929322867926, 1.0]], ['2, k, 5', [21.35134494895745, 151.71356715386045, 1.0]], ['2, k, 6', [32.21631461580072, 175.5769693738489, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.445758225969996, 137.63523780661706, 1.0]], ['2, k, 9', [-44.389112205652374, 153.49463859609622, 1.0]], ['2, k, 10', [-49.980977841239856, 176.21728843317976, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.644842079023981, 84.22426300314699, 1.0]], ['2, k, 13', [-0.1058194133608854, 44.95031996395127, 1.0]], ['2, k, 14', [3.2946116628083835, 10.093201457560674, 1.0]], ['2, k, 15', [3.2019168326889407, 7.586234014901438, 1.0]], ['2, k, 16', [-18.10559446561326, 84.49372321193393, 1.0]], ['2, k, 17', [-22.45612150624535, 46.79564121192701, 1.0]], ['2, k, 18', [-24.940824117683412, 11.238253972722802, 1.0]], ['2, k, 19', [-24.436354101129467, 8.709369413541484, 1.0]], ['2, k, 20', [-11.184921256301402, 137.74074628782995, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.556224, 84.49555600000001, 1.0]], ['2, k, 1', [-11.376065126592199, 114.92609709169278, 1.0]], ['2, k, 2', [-11.18082988989013, 137.73706521696343, 1.0]], ['2, k, 3', [-11.113025577433, 144.1711907895931, 1.0]], ['2, k, 4', [4.900665323914762, 135.21854801160038, 1.0]], ['2, k, 5', [21.358792943302554, 151.7250122066343, 1.0]], ['2, k, 6', [32.18884353874139, 175.60321289423712, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.451659190730744, 137.64289873281635, 1.0]], ['2, k, 9', [-44.384158276859075, 153.5051999863406, 1.0]], ['2, k, 10', [-49.947841063502636, 176.14012370307438, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.629412759488572, 84.22142523379047, 1.0]], ['2, k, 13', [-0.09976198661991909, 44.92885738871798, 1.0]], ['2, k, 14', [3.2905613853263382, 10.061017506819326, 1.0]], ['2, k, 15', [3.1937814150002612, 7.554463418544305, 1.0]], ['2, k, 16', [-18.09596688833266, 84.48913101934212, 1.0]], ['2, k, 17', [-22.431049349438265, 46.719555014963184, 1.0]], ['2, k, 18', [-24.917159318560802, 11.297335410796478, 1.0]], ['2, k, 19', [-24.415592274487572, 8.76847750531804, 1.0]], ['2, k, 20', [-11.18082988989013, 137.73706521696343, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.545328000000001, 84.491062, 1.0]], ['2, k, 1', [-11.369992298006007, 114.92226816497387, 1.0]], ['2, k, 2', [-11.182258126171522, 137.73334424712934, 1.0]], ['2, k, 3', [-11.117772700896415, 144.16748246809237, 1.0]], ['2, k, 4', [4.889529107705734, 135.19428297004254, 1.0]], ['2, k, 5', [21.392696753082806, 151.73957816333873, 1.0]], ['2, k, 6', [32.18261845049566, 175.6012194481612, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.453365578603727, 137.63715508723956, 1.0]], ['2, k, 9', [-44.38247901630088, 153.50777881853588, 1.0]], ['2, k, 10', [-49.945360164318906, 176.122149157655, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.612743551579666, 84.21821969584887, 1.0]], ['2, k, 13', [-0.08751980931095638, 44.90860308097051, 1.0]], ['2, k, 14', [3.2999961346035804, 10.038422743005512, 1.0]], ['2, k, 15', [3.1944564896053382, 7.532476493093056, 1.0]], ['2, k, 16', [-18.085012436784908, 84.48392430625188, 1.0]], ['2, k, 17', [-22.42625882433111, 46.7789046628771, 1.0]], ['2, k, 18', [-24.93828285864396, 11.376625884860438, 1.0]], ['2, k, 19', [-24.44556523672482, 8.845838882524347, 1.0]], ['2, k, 20', [-11.182258126171522, 137.73334424712934, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.536894, 84.487106, 1.0]], ['2, k, 1', [-11.364609470031201, 114.91917172541591, 1.0]], ['2, k, 2', [-11.18111223839723, 137.73027433484634, 1.0]], ['2, k, 3', [-11.118319937122408, 144.16450639526303, 1.0]], ['2, k, 4', [4.876369624486257, 135.16131600847646, 1.0]], ['2, k, 5', [21.378248793858738, 151.71711054917287, 1.0]], ['2, k, 6', [32.158578748076735, 175.60331289282527, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.451686295833923, 137.6262873801248, 1.0]], ['2, k, 9', [-44.37158049364694, 153.4996208764076, 1.0]], ['2, k, 10', [-49.93268517446772, 176.03900672890794, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.601459286682184, 84.21519738657152, 1.0]], ['2, k, 13', [-0.07711338716554206, 44.901943602082554, 1.0]], ['2, k, 14', [3.3137318880420024, 10.031370243684897, 1.0]], ['2, k, 15', [3.199975034004197, 7.525178505077047, 1.0]], ['2, k, 16', [-18.07646679275191, 84.47980579145266, 1.0]], ['2, k, 17', [-22.41657235929034, 46.83170440673984, 1.0]], ['2, k, 18', [-24.929849199771382, 11.428745652145132, 1.0]], ['2, k, 19', [-24.445463479362147, 8.89751471514417, 1.0]], ['2, k, 20', [-11.18111223839723, 137.73027433484634, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.532425999999997, 84.481932, 1.0]], ['2, k, 1', [-11.362834466548538, 114.91512966643828, 1.0]], ['2, k, 2', [-11.182608080623483, 137.72653427913775, 1.0]], ['2, k, 3', [-11.120867968412572, 144.16093220639615, 1.0]], ['2, k, 4', [4.862189166450234, 135.1361639448429, 1.0]], ['2, k, 5', [21.365507673381686, 151.70541562617743, 1.0]], ['2, k, 6', [32.13996287020381, 175.61650965771224, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.44638507977661, 137.62791027879638, 1.0]], ['2, k, 9', [-44.36542483727145, 153.51176034498462, 1.0]], ['2, k, 10', [-49.91461436157815, 175.93958405288194, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.596925834992251, 84.21082396146475, 1.0]], ['2, k, 13', [-0.07178942174439928, 44.88691671833605, 1.0]], ['2, k, 14', [3.3130885337824334, 10.037935725253568, 1.0]], ['2, k, 15', [3.1998843612250547, 7.531349877890408, 1.0]], ['2, k, 16', [-18.072662619516063, 84.47444663279343, 1.0]], ['2, k, 17', [-22.410688681099863, 46.860642600997146, 1.0]], ['2, k, 18', [-24.921901431701258, 11.470503224801512, 1.0]], ['2, k, 19', [-24.43713647918469, 8.939454417161064, 1.0]], ['2, k, 20', [-11.182608080623483, 137.72653427913775, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.528108, 84.475874, 1.0]], ['2, k, 1', [-11.362225851737815, 114.91039546724666, 1.0]], ['2, k, 2', [-11.184413312761073, 137.72239687809127, 1.0]], ['2, k, 3', [-11.123365505007778, 144.1570401030536, 1.0]], ['2, k, 4', [4.863149463887423, 135.1176693676052, 1.0]], ['2, k, 5', [21.374467460476275, 151.699982412634, 1.0]], ['2, k, 6', [32.13749869174327, 175.6294994730197, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.435156899319786, 137.63156076288908, 1.0]], ['2, k, 9', [-44.36380535702202, 153.52957128636902, 1.0]], ['2, k, 10', [-49.916397474394174, 175.92206390190591, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.593358389626739, 84.20593518803526, 1.0]], ['2, k, 13', [-0.07577746632292204, 44.87884565662102, 1.0]], ['2, k, 14', [3.3053421445532214, 10.062386871132944, 1.0]], ['2, k, 15', [3.195621088161678, 7.555735653934831, 1.0]], ['2, k, 16', [-18.069195882715118, 84.4681143146016, 1.0]], ['2, k, 17', [-22.405575630498078, 46.894991778115084, 1.0]], ['2, k, 18', [-24.91353975909377, 11.494506642526026, 1.0]], ['2, k, 19', [-24.4252863591341, 8.963728275876566, 1.0]], ['2, k, 20', [-11.184413312761073, 137.72239687809127, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.526604, 84.46989599999999, 1.0]], ['2, k, 1', [-11.362653341382648, 114.90602752787014, 1.0]], ['2, k, 2', [-11.18523833974757, 137.71891661807516, 1.0]], ['2, k, 3', [-11.124222786615759, 144.15388560936492, 1.0]], ['2, k, 4', [4.859915305313093, 135.1054473189572, 1.0]], ['2, k, 5', [21.366796003390384, 151.68825427053184, 1.0]], ['2, k, 6', [32.12309320935625, 175.6452974307221, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.431720860237014, 137.63820903652396, 1.0]], ['2, k, 9', [-44.36267852384123, 153.53047933182538, 1.0]], ['2, k, 10', [-49.90800193918739, 175.87471933347297, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.592964697825225, 84.20060733094417, 1.0]], ['2, k, 13', [-0.08623780353591037, 44.91018236223006, 1.0]], ['2, k, 14', [3.2938479220368113, 10.095472338778919, 1.0]], ['2, k, 15', [3.18865370206727, 7.588845169395687, 1.0]], ['2, k, 16', [-18.069285922277253, 84.46203480943755, 1.0]], ['2, k, 17', [-22.400951143308145, 46.96727688849651, 1.0]], ['2, k, 18', [-24.91590819614204, 11.45072330560447, 1.0]], ['2, k, 19', [-24.42305431190993, 8.92004605225149, 1.0]], ['2, k, 20', [-11.18523833974757, 137.71891661807516, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.523143999999998, 84.464394, 1.0]], ['2, k, 1', [-11.359329595485866, 114.90172381275418, 1.0]], ['2, k, 2', [-11.18165289778653, 137.71579601431822, 1.0]], ['2, k, 3', [-11.120457285044727, 144.15116999197963, 1.0]], ['2, k, 4', [4.858344430893144, 135.09647068292014, 1.0]], ['2, k, 5', [21.359602543639763, 151.67491668961526, 1.0]], ['2, k, 6', [32.11802802045153, 175.660208838257, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.428720896495037, 137.643998922858, 1.0]], ['2, k, 9', [-44.3570240003403, 153.52249892596248, 1.0]], ['2, k, 10', [-49.87793119603183, 175.80190264330707, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.5918552960319925, 84.19518133746473, 1.0]], ['2, k, 13', [-0.09100425605778018, 44.93804228522785, 1.0]], ['2, k, 14', [3.2949908384771316, 10.136197083837416, 1.0]], ['2, k, 15', [3.1907858336743455, 7.629173260131534, 1.0]], ['2, k, 16', [-18.068397413242792, 84.45640111627391, 1.0]], ['2, k, 17', [-22.40975460645664, 46.949571312187594, 1.0]], ['2, k, 18', [-24.92671515551496, 11.401564118346606, 1.0]], ['2, k, 19', [-24.43332573023412, 8.870614560287184, 1.0]], ['2, k, 20', [-11.18165289778653, 137.71579601431822, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.518551999999998, 84.460354, 1.0]], ['2, k, 1', [-11.354220158620643, 114.89897413937581, 1.0]], ['2, k, 2', [-11.176602210589854, 137.71451041125917, 1.0]], ['2, k, 3', [-11.115218054013436, 144.15028364308205, 1.0]], ['2, k, 4', [4.868822881118467, 135.08891744454294, 1.0]], ['2, k, 5', [21.366394675531673, 151.66392471545336, 1.0]], ['2, k, 6', [32.12838157473861, 175.68479408304168, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.42319783704469, 137.64868368562944, 1.0]], ['2, k, 9', [-44.34321406678092, 153.51628296317142, 1.0]], ['2, k, 10', [-49.841604301889745, 175.77279452457586, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.589395213460976, 84.19072679981296, 1.0]], ['2, k, 13', [-0.08286122188419487, 44.919776138963364, 1.0]], ['2, k, 14', [3.3174658624244944, 10.165451529420352, 1.0]], ['2, k, 15', [3.2148915779613136, 7.657543864425749, 1.0]], ['2, k, 16', [-18.065489799844215, 84.45207210398532, 1.0]], ['2, k, 17', [-22.41877045141717, 46.89048751678298, 1.0]], ['2, k, 18', [-24.9352365867254, 11.352665517026601, 1.0]], ['2, k, 19', [-24.441418684903617, 8.821608062099239, 1.0]], ['2, k, 20', [-11.176602210589854, 137.71451041125917, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-11.514562, 84.458152, 1.0]], ['2, k, 1', [-11.351330887588063, 114.89878753546003, 1.0]], ['2, k, 2', [-11.174914935338538, 137.71581606328573, 1.0]], ['2, k, 3', [-11.113612943397051, 144.15195594078492, 1.0]], ['2, k, 4', [4.872635190095005, 135.0857485165112, 1.0]], ['2, k, 5', [21.363068365929728, 151.65518294780892, 1.0]], ['2, k, 6', [32.12100124792724, 175.69835535335685, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-28.42452103531999, 137.6560497671438, 1.0]], ['2, k, 9', [-44.324339099780545, 153.49235926694166, 1.0]], ['2, k, 10', [-49.81120922608074, 175.73317168413948, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-4.585806938812273, 84.18633806527146, 1.0]], ['2, k, 13', [-0.043894920815668925, 44.893795015058004, 1.0]], ['2, k, 14', [3.419596525276799, 10.165402363906033, 1.0]], ['2, k, 15', [3.31877527960125, 7.653721130075912, 1.0]], ['2, k, 16', [-18.060979017123852, 84.44746660965026, 1.0]], ['2, k, 17', [-22.428967711300224, 46.87401302584865, 1.0]], ['2, k, 18', [-24.98338415241361, 11.328660592648887, 1.0]], ['2, k, 19', [-24.493367064705954, 8.795433298981138, 1.0]], ['2, k, 20', [-11.174914935338538, 137.71581606328573, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
