[['2, k, 0', [-0.09724141, 0.03337006, 1.0]], ['2, k, 1', [-0.1089162, 0.3232752, 1.0]], ['2, k, 2', [-0.1184974, 0.6056786, 1.0]], ['2, k, 3', [-0.1006551, 0.7323953, 1.0]], ['2, k, 4', [-0.2720039, 0.4804672, 1.0]], ['2, k, 5', [-0.3057404, 0.2448979, 1.0]], ['2, k, 6', [-0.3014315, 0.008679063, 1.0]], ['2, k, 7', [-0.2887408, -0.05664315, 1.0]], ['2, k, 8', [0.05084349, 0.4823546, 1.0]], ['2, k, 9', [0.08765829, 0.2501426, 1.0]], ['2, k, 10', [0.1112224, 0.01460344, 1.0]], ['2, k, 11', [0.1084173, -0.05725492, 1.0]], ['2, k, 12', [-0.1609707, 0.03011145, 1.0]], ['2, k, 13', [-0.1579003, -0.2978369, 1.0]], ['2, k, 14', [-0.1420122, -0.6407685, 1.0]], ['2, k, 15', [-0.1235738, -0.7147895, 1.0]], ['2, k, 16', [-0.03086227, 0.03523672, 1.0]], ['2, k, 17', [-0.05759469, -0.2957931, 1.0]], ['2, k, 18', [-0.05517994, -0.6175101, 1.0]], ['2, k, 19', [-0.0563501, -0.6962726, 1.0]], ['2, k, 20', [-0.1162759, 0.5362612, 1.0]], ['2, k, 21', [-0.2720722, -0.1262369, 1.0]], ['2, k, 22', [-0.2524835, -0.05537557, 1.0]], ['2, k, 23', [0.1062447, -0.1246635, 1.0]], ['2, k, 24', [0.1409289, -0.06189115, 1.0]]]
[['2, k, 0', [-0.09412916, 0.03323782, 1.0]], ['2, k, 1', [-0.1056058, 0.3234451, 1.0]], ['2, k, 2', [-0.1156154, 0.6058425, 1.0]], ['2, k, 3', [-0.09841061, 0.7326497, 1.0]], ['2, k, 4', [-0.268934, 0.4811091, 1.0]], ['2, k, 5', [-0.3041015, 0.2455465, 1.0]], ['2, k, 6', [-0.2975232, 0.009619673, 1.0]], ['2, k, 7', [-0.2858755, -0.05701479, 1.0]], ['2, k, 8', [0.05335175, 0.4821196, 1.0]], ['2, k, 9', [0.08964256, 0.2499058, 1.0]], ['2, k, 10', [0.1118256, 0.01425979, 1.0]], ['2, k, 11', [0.1117194, -0.05895494, 1.0]], ['2, k, 12', [-0.1578438, 0.03026071, 1.0]], ['2, k, 13', [-0.1567875, -0.297651, 1.0]], ['2, k, 14', [-0.1420422, -0.6410937, 1.0]], ['2, k, 15', [-0.1162036, -0.7130184, 1.0]], ['2, k, 16', [-0.02778189, 0.03494799, 1.0]], ['2, k, 17', [-0.05825599, -0.2943226, 1.0]], ['2, k, 18', [-0.05857464, -0.6225955, 1.0]], ['2, k, 19', [-0.05556557, -0.700152, 1.0]], ['2, k, 20', [-0.1132649, 0.5364426, 1.0]], ['2, k, 21', [-0.2724402, -0.1266179, 1.0]], ['2, k, 22', [-0.248656, -0.05557264, 1.0]], ['2, k, 23', [0.1096233, -0.1309792, 1.0]], ['2, k, 24', [0.1501294, -0.06516223, 1.0]]]
[['2, k, 0', [-0.08926108, 0.03257227, 1.0]], ['2, k, 1', [-0.1018915, 0.3231433, 1.0]], ['2, k, 2', [-0.1131848, 0.6056308, 1.0]], ['2, k, 3', [-0.09510494, 0.7321827, 1.0]], ['2, k, 4', [-0.2669411, 0.48074, 1.0]], ['2, k, 5', [-0.3016584, 0.2449084, 1.0]], ['2, k, 6', [-0.2940501, 0.009295148, 1.0]], ['2, k, 7', [-0.2824813, -0.05544742, 1.0]], ['2, k, 8', [0.05573557, 0.4821129, 1.0]], ['2, k, 9', [0.09298832, 0.2499444, 1.0]], ['2, k, 10', [0.1147992, 0.01422105, 1.0]], ['2, k, 11', [0.1161446, -0.05897581, 1.0]], ['2, k, 12', [-0.1528817, 0.02963339, 1.0]], ['2, k, 13', [-0.1489533, -0.2978174, 1.0]], ['2, k, 14', [-0.1412956, -0.6416529, 1.0]], ['2, k, 15', [-0.1103384, -0.7122052, 1.0]], ['2, k, 16', [-0.02317985, 0.0343774, 1.0]], ['2, k, 17', [-0.05736051, -0.2940831, 1.0]], ['2, k, 18', [-0.05914751, -0.6240264, 1.0]], ['2, k, 19', [-0.05528731, -0.7014796, 1.0]], ['2, k, 20', [-0.110527, 0.5362202, 1.0]], ['2, k, 21', [-0.2729054, -0.1256418, 1.0]], ['2, k, 22', [-0.2438378, -0.03501085, 1.0]], ['2, k, 23', [0.1161238, -0.1307235, 1.0]], ['2, k, 24', [0.1518658, -0.05711354, 1.0]]]
[['2, k, 0', [-0.08709693, 0.03240858, 1.0]], ['2, k, 1', [-0.09950101, 0.3229293, 1.0]], ['2, k, 2', [-0.1107941, 0.6052431, 1.0]], ['2, k, 3', [-0.09239914, 0.7318727, 1.0]], ['2, k, 4', [-0.2634081, 0.4811508, 1.0]], ['2, k, 5', [-0.29865, 0.245228, 1.0]], ['2, k, 6', [-0.2911969, 0.009874991, 1.0]], ['2, k, 7', [-0.2790119, -0.05575087, 1.0]], ['2, k, 8', [0.05887039, 0.4812088, 1.0]], ['2, k, 9', [0.09607624, 0.2489742, 1.0]], ['2, k, 10', [0.1184528, 0.01331001, 1.0]], ['2, k, 11', [0.1197039, -0.05869721, 1.0]], ['2, k, 12', [-0.1507905, 0.02992339, 1.0]], ['2, k, 13', [-0.1489357, -0.2976678, 1.0]], ['2, k, 14', [-0.1405172, -0.642044, 1.0]], ['2, k, 15', [-0.1185447, -0.7157604, 1.0]], ['2, k, 16', [-0.02094313, 0.03379694, 1.0]], ['2, k, 17', [-0.06042171, -0.2933865, 1.0]], ['2, k, 18', [-0.05858935, -0.6262356, 1.0]], ['2, k, 19', [-0.0562424, -0.7032923, 1.0]], ['2, k, 20', [-0.1081193, 0.5358823, 1.0]], ['2, k, 21', [-0.2657565, -0.1264376, 1.0]], ['2, k, 22', [-0.2382346, -0.07391697, 1.0]], ['2, k, 23', [0.1181039, -0.1301117, 1.0]], ['2, k, 24', [0.1574537, -0.05397962, 1.0]]]
[['2, k, 0', [-0.07914596, 0.03154616, 1.0]], ['2, k, 1', [-0.09298451, 0.3222875, 1.0]], ['2, k, 2', [-0.1057791, 0.6046527, 1.0]], ['2, k, 3', [-0.08975146, 0.7315176, 1.0]], ['2, k, 4', [-0.259645, 0.4809728, 1.0]], ['2, k, 5', [-0.2952452, 0.2450552, 1.0]], ['2, k, 6', [-0.2881686, 0.01017313, 1.0]], ['2, k, 7', [-0.2747154, -0.05523176, 1.0]], ['2, k, 8', [0.06142241, 0.4818585, 1.0]], ['2, k, 9', [0.09983107, 0.2495279, 1.0]], ['2, k, 10', [0.1235417, 0.01405495, 1.0]], ['2, k, 11', [0.1224227, -0.05968554, 1.0]], ['2, k, 12', [-0.1425199, 0.02916409, 1.0]], ['2, k, 13', [-0.1445171, -0.2993537, 1.0]], ['2, k, 14', [-0.1403632, -0.6423844, 1.0]], ['2, k, 15', [-0.1152911, -0.7150875, 1.0]], ['2, k, 16', [-0.0135786, 0.03294965, 1.0]], ['2, k, 17', [-0.057144, -0.293851, 1.0]], ['2, k, 18', [-0.05888526, -0.6267329, 1.0]], ['2, k, 19', [-0.05557258, -0.7035656, 1.0]], ['2, k, 20', [-0.1027303, 0.5352862, 1.0]], ['2, k, 21', [-0.2638081, -0.1237792, 1.0]], ['2, k, 22', [-0.2376347, -0.06013158, 1.0]], ['2, k, 23', [0.1224953, -0.1305537, 1.0]], ['2, k, 24', [0.160149, -0.04891664, 1.0]]]
[['2, k, 0', [-0.07654195, 0.03151528, 1.0]], ['2, k, 1', [-0.09021767, 0.3223337, 1.0]], ['2, k, 2', [-0.1029758, 0.6047051, 1.0]], ['2, k, 3', [-0.08666569, 0.7312306, 1.0]], ['2, k, 4', [-0.256115, 0.4805833, 1.0]], ['2, k, 5', [-0.2924311, 0.2447333, 1.0]], ['2, k, 6', [-0.2848389, 0.01020675, 1.0]], ['2, k, 7', [-0.2721975, -0.05538251, 1.0]], ['2, k, 8', [0.06506193, 0.4827956, 1.0]], ['2, k, 9', [0.1027772, 0.2500628, 1.0]], ['2, k, 10', [0.1272018, 0.01462455, 1.0]], ['2, k, 11', [0.127294, -0.05965517, 1.0]], ['2, k, 12', [-0.1401577, 0.02914251, 1.0]], ['2, k, 13', [-0.1412023, -0.2998854, 1.0]], ['2, k, 14', [-0.1403988, -0.6423913, 1.0]], ['2, k, 15', [-0.1187005, -0.714775, 1.0]], ['2, k, 16', [-0.01082224, 0.03294076, 1.0]], ['2, k, 17', [-0.05617944, -0.2938055, 1.0]], ['2, k, 18', [-0.05857916, -0.6236871, 1.0]], ['2, k, 19', [-0.05663535, -0.7006839, 1.0]], ['2, k, 20', [-0.09992274, 0.535342, 1.0]], ['2, k, 21', [-0.2578012, -0.1254431, 1.0]], ['2, k, 22', [-0.2337061, -0.030902, 1.0]], ['2, k, 23', [0.1256452, -0.1243355, 1.0]], ['2, k, 24', [0.1665885, -0.05361915, 1.0]]]
[['2, k, 0', [-0.07165388, 0.03093492, 1.0]], ['2, k, 1', [-0.08524023, 0.321535, 1.0]], ['2, k, 2', [-0.0980041, 0.6036194, 1.0]], ['2, k, 3', [-0.08398817, 0.7313646, 1.0]], ['2, k, 4', [-0.2527815, 0.481271, 1.0]], ['2, k, 5', [-0.288285, 0.2452795, 1.0]], ['2, k, 6', [-0.2829609, 0.01111076, 1.0]], ['2, k, 7', [-0.2697529, -0.05584338, 1.0]], ['2, k, 8', [0.06965306, 0.4819754, 1.0]], ['2, k, 9', [0.1047541, 0.2488397, 1.0]], ['2, k, 10', [0.128481, 0.01332988, 1.0]], ['2, k, 11', [0.1283068, -0.05977463, 1.0]], ['2, k, 12', [-0.1352278, 0.0286557, 1.0]], ['2, k, 13', [-0.1379221, -0.302064, 1.0]], ['2, k, 14', [-0.1390965, -0.6420888, 1.0]], ['2, k, 15', [-0.1197714, -0.7143059, 1.0]], ['2, k, 16', [-0.006116639, 0.03231699, 1.0]], ['2, k, 17', [-0.04966597, -0.2956608, 1.0]], ['2, k, 18', [-0.0542842, -0.6140523, 1.0]], ['2, k, 19', [-0.05684216, -0.6921047, 1.0]], ['2, k, 20', [-0.09493838, 0.5343313, 1.0]], ['2, k, 21', [-0.2576828, -0.1253878, 1.0]], ['2, k, 22', [-0.233516, -0.05479025, 1.0]], ['2, k, 23', [0.1248159, -0.1312298, 1.0]], ['2, k, 24', [0.1625321, -0.05614965, 1.0]]]
[['2, k, 0', [-0.06856857, 0.03097163, 1.0]], ['2, k, 1', [-0.08240638, 0.3211791, 1.0]], ['2, k, 2', [-0.09536943, 0.6028464, 1.0]], ['2, k, 3', [-0.081236, 0.7305678, 1.0]], ['2, k, 4', [-0.249875, 0.4811882, 1.0]], ['2, k, 5', [-0.2842795, 0.2449932, 1.0]], ['2, k, 6', [-0.280186, 0.01140488, 1.0]], ['2, k, 7', [-0.2677211, -0.05635344, 1.0]], ['2, k, 8', [0.07280708, 0.4816276, 1.0]], ['2, k, 9', [0.1089751, 0.2485817, 1.0]], ['2, k, 10', [0.1309363, 0.01292035, 1.0]], ['2, k, 11', [0.1283009, -0.05798209, 1.0]], ['2, k, 12', [-0.1326703, 0.0286754, 1.0]], ['2, k, 13', [-0.1331968, -0.3041428, 1.0]], ['2, k, 14', [-0.1368108, -0.6418676, 1.0]], ['2, k, 15', [-0.1152167, -0.7129434, 1.0]], ['2, k, 16', [-0.002560433, 0.03239034, 1.0]], ['2, k, 17', [-0.04603784, -0.2960672, 1.0]], ['2, k, 18', [-0.05485361, -0.6134795, 1.0]], ['2, k, 19', [-0.05682821, -0.6919035, 1.0]], ['2, k, 20', [-0.09225767, 0.5336648, 1.0]], ['2, k, 21', [-0.2570535, -0.1245681, 1.0]], ['2, k, 22', [-0.229804, -0.05306229, 1.0]], ['2, k, 23', [0.1261689, -0.1301029, 1.0]], ['2, k, 24', [0.1641047, -0.05884344, 1.0]]]
[['2, k, 0', [-0.06461409, 0.03130019, 1.0]], ['2, k, 1', [-0.07746078, 0.3212156, 1.0]], ['2, k, 2', [-0.08939823, 0.6024752, 1.0]], ['2, k, 3', [-0.07780999, 0.7289176, 1.0]], ['2, k, 4', [-0.2469222, 0.4809751, 1.0]], ['2, k, 5', [-0.2803818, 0.2445496, 1.0]], ['2, k, 6', [-0.2756844, 0.01145383, 1.0]], ['2, k, 7', [-0.2665372, -0.05544069, 1.0]], ['2, k, 8', [0.0774861, 0.480464, 1.0]], ['2, k, 9', [0.1121687, 0.247112, 1.0]], ['2, k, 10', [0.1332542, 0.01129388, 1.0]], ['2, k, 11', [0.1305396, -0.0593734, 1.0]], ['2, k, 12', [-0.1290053, 0.02916745, 1.0]], ['2, k, 13', [-0.1295592, -0.306766, 1.0]], ['2, k, 14', [-0.1352276, -0.6420371, 1.0]], ['2, k, 15', [-0.1159985, -0.7143223, 1.0]], ['2, k, 16', [0.001557951, 0.03255459, 1.0]], ['2, k, 17', [-0.03418351, -0.2968831, 1.0]], ['2, k, 18', [-0.05341487, -0.6133986, 1.0]], ['2, k, 19', [-0.0563399, -0.6921911, 1.0]], ['2, k, 20', [-0.08654094, 0.5334038, 1.0]], ['2, k, 21', [-0.2554128, -0.1249085, 1.0]], ['2, k, 22', [-0.2316627, -0.04870202, 1.0]], ['2, k, 23', [0.1297545, -0.1287011, 1.0]], ['2, k, 24', [0.1686498, -0.06894505, 1.0]]]
[['2, k, 0', [-0.06073365, 0.03062481, 1.0]], ['2, k, 1', [-0.07424883, 0.3202346, 1.0]], ['2, k, 2', [-0.08682529, 0.6012638, 1.0]], ['2, k, 3', [-0.07451051, 0.7279962, 1.0]], ['2, k, 4', [-0.2432736, 0.4803604, 1.0]], ['2, k, 5', [-0.2779338, 0.2439194, 1.0]], ['2, k, 6', [-0.2708691, 0.01132528, 1.0]], ['2, k, 7', [-0.2613295, -0.05286452, 1.0]], ['2, k, 8', [0.08202717, 0.4783056, 1.0]], ['2, k, 9', [0.1149673, 0.2448806, 1.0]], ['2, k, 10', [0.1352562, 0.008998951, 1.0]], ['2, k, 11', [0.1326471, -0.06206818, 1.0]], ['2, k, 12', [-0.1256048, 0.02889281, 1.0]], ['2, k, 13', [-0.1359607, -0.3101788, 1.0]], ['2, k, 14', [-0.1344473, -0.643808, 1.0]], ['2, k, 15', [-0.1176786, -0.7169731, 1.0]], ['2, k, 16', [0.00603415, 0.0314475, 1.0]], ['2, k, 17', [-0.0259736, -0.2986595, 1.0]], ['2, k, 18', [-0.05300422, -0.6124002, 1.0]], ['2, k, 19', [-0.05559511, -0.6927722, 1.0]], ['2, k, 20', [-0.08381356, 0.5322433, 1.0]], ['2, k, 21', [-0.2573604, -0.1247972, 1.0]], ['2, k, 22', [-0.221673, -0.03473017, 1.0]], ['2, k, 23', [0.1294508, -0.1309718, 1.0]], ['2, k, 24', [0.1700828, -0.0672033, 1.0]]]
[['2, k, 0', [-0.05984924, 0.03095258, 1.0]], ['2, k, 1', [-0.07170928, 0.3200354, 1.0]], ['2, k, 2', [-0.08179452, 0.5999478, 1.0]], ['2, k, 3', [-0.07059001, 0.7265465, 1.0]], ['2, k, 4', [-0.238837, 0.4805722, 1.0]], ['2, k, 5', [-0.2712802, 0.2438598, 1.0]], ['2, k, 6', [-0.2688219, 0.01179273, 1.0]], ['2, k, 7', [-0.2627797, -0.05417261, 1.0]], ['2, k, 8', [0.08609768, 0.477535, 1.0]], ['2, k, 9', [0.1179609, 0.244133, 1.0]], ['2, k, 10', [0.138662, 0.008324363, 1.0]], ['2, k, 11', [0.1367308, -0.06234443, 1.0]], ['2, k, 12', [-0.124951, 0.02936711, 1.0]], ['2, k, 13', [-0.1413534, -0.3049366, 1.0]], ['2, k, 14', [-0.1360273, -0.6437749, 1.0]], ['2, k, 15', [-0.1276764, -0.7166762, 1.0]], ['2, k, 16', [0.007143186, 0.03164735, 1.0]], ['2, k, 17', [-0.02068619, -0.2981015, 1.0]], ['2, k, 18', [-0.05263614, -0.6114041, 1.0]], ['2, k, 19', [-0.04680385, -0.6964795, 1.0]], ['2, k, 20', [-0.07946946, 0.5312595, 1.0]], ['2, k, 21', [-0.2599257, -0.1240049, 1.0]], ['2, k, 22', [-0.2241165, -0.03998847, 1.0]], ['2, k, 23', [0.1361655, -0.1332785, 1.0]], ['2, k, 24', [0.1696132, -0.06140672, 1.0]]]
