[['2, k, 0', [0.02744468, -0.2834101, 1.0]], ['2, k, 1', [0.01709558, 0.01414566, 1.0]], ['2, k, 2', [0.00811569, 0.3037613, 1.0]], ['2, k, 3', [0.007351846, 0.4366655, 1.0]], ['2, k, 4', [-0.1622992, 0.1925348, 1.0]], ['2, k, 5', [-0.2112185, -0.01295457, 1.0]], ['2, k, 6', [-0.1032874, -0.1184516, 1.0]], ['2, k, 7', [-0.05145325, -0.1451088, 1.0]], ['2, k, 8', [0.181652, 0.1954065, 1.0]], ['2, k, 9', [0.2395451, -0.01484165, 1.0]], ['2, k, 10', [0.1650535, -0.135704, 1.0]], ['2, k, 11', [0.1059919, -0.1558758, 1.0]], ['2, k, 12', [-0.06064429, -0.281862, 1.0]], ['2, k, 13', [-0.1212009, -0.2757632, 1.0]], ['2, k, 14', [-0.1401169, -0.6183296, 1.0]], ['2, k, 15', [-0.1357356, -0.6536248, 1.0]], ['2, k, 16', [0.1144577, -0.2769312, 1.0]], ['2, k, 17', [0.1761558, -0.264436, 1.0]], ['2, k, 18', [0.08741447, -0.6083667, 1.0]], ['2, k, 19', [0.09355634, -0.6988578, 1.0]], ['2, k, 20', [0.01027184, 0.2324523, 1.0]], ['2, k, 21', [-0.03430332, -0.2049855, 1.0]], ['2, k, 22', [-0.1227265, -0.1697314, 1.0]], ['2, k, 23', [0.08571329, -0.216998, 1.0]], ['2, k, 24', [0.1558851, -0.1543916, 1.0]]]
[['2, k, 0', [0.02738716, -0.283378, 1.0]], ['2, k, 1', [0.01712513, 0.01420096, 1.0]], ['2, k, 2', [0.008247217, 0.3039165, 1.0]], ['2, k, 3', [0.0075415, 0.436573, 1.0]], ['2, k, 4', [-0.1622637, 0.192558, 1.0]], ['2, k, 5', [-0.2114666, -0.01374703, 1.0]], ['2, k, 6', [-0.1004041, -0.1188054, 1.0]], ['2, k, 7', [-0.06266479, -0.1421651, 1.0]], ['2, k, 8', [0.1818231, 0.1953621, 1.0]], ['2, k, 9', [0.2395394, -0.01483136, 1.0]], ['2, k, 10', [0.1658439, -0.136321, 1.0]], ['2, k, 11', [0.1073916, -0.1554582, 1.0]], ['2, k, 12', [-0.06072582, -0.2817646, 1.0]], ['2, k, 13', [-0.1186375, -0.2770819, 1.0]], ['2, k, 14', [-0.1392483, -0.6195996, 1.0]], ['2, k, 15', [-0.1348811, -0.6548741, 1.0]], ['2, k, 16', [0.1144134, -0.2769409, 1.0]], ['2, k, 17', [0.1756649, -0.2644517, 1.0]], ['2, k, 18', [0.08692158, -0.6083645, 1.0]], ['2, k, 19', [0.09439284, -0.6991248, 1.0]], ['2, k, 20', [0.01037498, 0.2325745, 1.0]], ['2, k, 21', [-0.03922796, -0.1965275, 1.0]], ['2, k, 22', [-0.1066741, -0.1578423, 1.0]], ['2, k, 23', [0.08653834, -0.2159391, 1.0]], ['2, k, 24', [0.1537244, -0.1559194, 1.0]]]
[['2, k, 0', [0.02737628, -0.2833808, 1.0]], ['2, k, 1', [0.01712851, 0.01419683, 1.0]], ['2, k, 2', [0.008244615, 0.3039039, 1.0]], ['2, k, 3', [0.007664993, 0.4365958, 1.0]], ['2, k, 4', [-0.1622257, 0.192474, 1.0]], ['2, k, 5', [-0.2114926, -0.01387531, 1.0]], ['2, k, 6', [-0.1087611, -0.1194043, 1.0]], ['2, k, 7', [-0.05230512, -0.1457947, 1.0]], ['2, k, 8', [0.1819728, 0.1953169, 1.0]], ['2, k, 9', [0.2396042, -0.01492595, 1.0]], ['2, k, 10', [0.1661793, -0.1358367, 1.0]], ['2, k, 11', [0.1074039, -0.1546433, 1.0]], ['2, k, 12', [-0.06073489, -0.2817546, 1.0]], ['2, k, 13', [-0.117465, -0.2779925, 1.0]], ['2, k, 14', [-0.1331256, -0.6211511, 1.0]], ['2, k, 15', [-0.1288572, -0.6564012, 1.0]], ['2, k, 16', [0.1144054, -0.2769529, 1.0]], ['2, k, 17', [0.1754435, -0.2648789, 1.0]], ['2, k, 18', [0.08644157, -0.6087844, 1.0]], ['2, k, 19', [0.09666091, -0.6996389, 1.0]], ['2, k, 20', [0.0103766, 0.2325634, 1.0]], ['2, k, 21', [-0.04121109, -0.204486, 1.0]], ['2, k, 22', [-0.1223013, -0.1712405, 1.0]], ['2, k, 23', [0.08669268, -0.2124516, 1.0]], ['2, k, 24', [0.1596595, -0.1527127, 1.0]]]
[['2, k, 0', [0.02735113, -0.2833899, 1.0]], ['2, k, 1', [0.017136, 0.01418422, 1.0]], ['2, k, 2', [0.008264612, 0.3038723, 1.0]], ['2, k, 3', [0.007845626, 0.436653, 1.0]], ['2, k, 4', [-0.1622189, 0.192458, 1.0]], ['2, k, 5', [-0.2108952, -0.01409971, 1.0]], ['2, k, 6', [-0.09685092, -0.1181531, 1.0]], ['2, k, 7', [-0.06070296, -0.1424855, 1.0]], ['2, k, 8', [0.182142, 0.1952651, 1.0]], ['2, k, 9', [0.2398022, -0.01483146, 1.0]], ['2, k, 10', [0.1694592, -0.1359923, 1.0]], ['2, k, 11', [0.109664, -0.1556455, 1.0]], ['2, k, 12', [-0.06076068, -0.2817392, 1.0]], ['2, k, 13', [-0.1170267, -0.278044, 1.0]], ['2, k, 14', [-0.1349082, -0.6211511, 1.0]], ['2, k, 15', [-0.1305837, -0.6564013, 1.0]], ['2, k, 16', [0.1143752, -0.2769898, 1.0]], ['2, k, 17', [0.1753105, -0.2657358, 1.0]], ['2, k, 18', [0.08480547, -0.609242, 1.0]], ['2, k, 19', [0.096202, -0.6998137, 1.0]], ['2, k, 20', [0.01039569, 0.2325351, 1.0]], ['2, k, 21', [-0.03779165, -0.19653, 1.0]], ['2, k, 22', [-0.1141467, -0.1515314, 1.0]], ['2, k, 23', [0.08839476, -0.2193267, 1.0]], ['2, k, 24', [0.1629238, -0.1532421, 1.0]]]
[['2, k, 0', [0.02717969, -0.2833447, 1.0]], ['2, k, 1', [0.01721308, 0.01422231, 1.0]], ['2, k, 2', [0.00885943, 0.3039969, 1.0]], ['2, k, 3', [0.007861146, 0.436636, 1.0]], ['2, k, 4', [-0.1622146, 0.1924308, 1.0]], ['2, k, 5', [-0.2103961, -0.01430878, 1.0]], ['2, k, 6', [-0.1026188, -0.1161979, 1.0]], ['2, k, 7', [-0.05179914, -0.1452605, 1.0]], ['2, k, 8', [0.1826883, 0.1948155, 1.0]], ['2, k, 9', [0.2397269, -0.01479801, 1.0]], ['2, k, 10', [0.1704802, -0.1367999, 1.0]], ['2, k, 11', [0.1195635, -0.1500968, 1.0]], ['2, k, 12', [-0.06097417, -0.2815742, 1.0]], ['2, k, 13', [-0.1165582, -0.2777601, 1.0]], ['2, k, 14', [-0.1347492, -0.6208451, 1.0]], ['2, k, 15', [-0.1303878, -0.6561037, 1.0]], ['2, k, 16', [0.1142367, -0.2770258, 1.0]], ['2, k, 17', [0.1752484, -0.2664916, 1.0]], ['2, k, 18', [0.08396965, -0.6098028, 1.0]], ['2, k, 19', [0.09687071, -0.700276, 1.0]], ['2, k, 20', [0.01082747, 0.2326322, 1.0]], ['2, k, 21', [-0.03754542, -0.204665, 1.0]], ['2, k, 22', [-0.1228811, -0.1678338, 1.0]], ['2, k, 23', [0.08644708, -0.208721, 1.0]], ['2, k, 24', [0.1583747, -0.1568152, 1.0]]]
[['2, k, 0', [0.02717152, -0.2833833, 1.0]], ['2, k, 1', [0.01720573, 0.01416725, 1.0]], ['2, k, 2', [0.00870415, 0.3038625, 1.0]], ['2, k, 3', [0.007957059, 0.436338, 1.0]], ['2, k, 4', [-0.1622027, 0.1923284, 1.0]], ['2, k, 5', [-0.2105768, -0.0145706, 1.0]], ['2, k, 6', [-0.1038382, -0.1157843, 1.0]], ['2, k, 7', [-0.06482213, -0.1405266, 1.0]], ['2, k, 8', [0.1828339, 0.1947362, 1.0]], ['2, k, 9', [0.2399269, -0.01526779, 1.0]], ['2, k, 10', [0.1701275, -0.1366618, 1.0]], ['2, k, 11', [0.1177651, -0.1363553, 1.0]], ['2, k, 12', [-0.06097979, -0.2815963, 1.0]], ['2, k, 13', [-0.1163681, -0.2778529, 1.0]], ['2, k, 14', [-0.1358628, -0.6203598, 1.0]], ['2, k, 15', [-0.1314968, -0.6556382, 1.0]], ['2, k, 16', [0.1142385, -0.277091, 1.0]], ['2, k, 17', [0.1751982, -0.266974, 1.0]], ['2, k, 18', [0.08312824, -0.6101024, 1.0]], ['2, k, 19', [0.09700981, -0.700882, 1.0]], ['2, k, 20', [0.01073276, 0.232516, 1.0]], ['2, k, 21', [-0.04326752, -0.1918354, 1.0]], ['2, k, 22', [-0.1011379, -0.1562151, 1.0]], ['2, k, 23', [0.07603943, -0.1870818, 1.0]], ['2, k, 24', [0.1874093, -0.1671782, 1.0]]]
[['2, k, 0', [0.02715941, -0.2833928, 1.0]], ['2, k, 1', [0.01722186, 0.01414408, 1.0]], ['2, k, 2', [0.008724021, 0.303818, 1.0]], ['2, k, 3', [0.008116159, 0.4362908, 1.0]], ['2, k, 4', [-0.1617554, 0.1923808, 1.0]], ['2, k, 5', [-0.2107484, -0.01443151, 1.0]], ['2, k, 6', [-0.1000504, -0.1177244, 1.0]], ['2, k, 7', [-0.06238973, -0.1394393, 1.0]], ['2, k, 8', [0.1828085, 0.1948294, 1.0]], ['2, k, 9', [0.2401415, -0.01507755, 1.0]], ['2, k, 10', [0.1703884, -0.1365176, 1.0]], ['2, k, 11', [0.1181745, -0.1363366, 1.0]], ['2, k, 12', [-0.06098819, -0.2815973, 1.0]], ['2, k, 13', [-0.1159211, -0.2768376, 1.0]], ['2, k, 14', [-0.1361717, -0.6193742, 1.0]], ['2, k, 15', [-0.1318998, -0.6546665, 1.0]], ['2, k, 16', [0.1142264, -0.2771134, 1.0]], ['2, k, 17', [0.1750442, -0.2671816, 1.0]], ['2, k, 18', [0.08284169, -0.6103165, 1.0]], ['2, k, 19', [0.0974972, -0.7008381, 1.0]], ['2, k, 20', [0.01075524, 0.2324745, 1.0]], ['2, k, 21', [-0.04318868, -0.1928184, 1.0]], ['2, k, 22', [-0.09954494, -0.1568702, 1.0]], ['2, k, 23', [0.07670472, -0.1867741, 1.0]], ['2, k, 24', [0.1849336, -0.1661352, 1.0]]]
[['2, k, 0', [0.02706722, -0.2833409, 1.0]], ['2, k, 1', [0.01725002, 0.01412718, 1.0]], ['2, k, 2', [0.008922439, 0.3036499, 1.0]], ['2, k, 3', [0.008239579, 0.4362136, 1.0]], ['2, k, 4', [-0.1617771, 0.1925774, 1.0]], ['2, k, 5', [-0.2110977, -0.01379231, 1.0]], ['2, k, 6', [-0.09887788, -0.1175989, 1.0]], ['2, k, 7', [-0.0483616, -0.1444532, 1.0]], ['2, k, 8', [0.1830343, 0.1948084, 1.0]], ['2, k, 9', [0.2401172, -0.01508548, 1.0]], ['2, k, 10', [0.1705266, -0.1364754, 1.0]], ['2, k, 11', [0.1185286, -0.1374044, 1.0]], ['2, k, 12', [-0.06104363, -0.2814999, 1.0]], ['2, k, 13', [-0.1156877, -0.2762802, 1.0]], ['2, k, 14', [-0.13562, -0.6190311, 1.0]], ['2, k, 15', [-0.1312759, -0.6543273, 1.0]], ['2, k, 16', [0.1141105, -0.2771095, 1.0]], ['2, k, 17', [0.1749963, -0.2672423, 1.0]], ['2, k, 18', [0.08217163, -0.6101575, 1.0]], ['2, k, 19', [0.09755997, -0.7004069, 1.0]], ['2, k, 20', [0.01090643, 0.2323528, 1.0]], ['2, k, 21', [-0.03971298, -0.2032316, 1.0]], ['2, k, 22', [-0.1164972, -0.1672186, 1.0]], ['2, k, 23', [0.07573052, -0.1902204, 1.0]], ['2, k, 24', [0.1834375, -0.16593, 1.0]]]
[['2, k, 0', [0.02705784, -0.2833374, 1.0]], ['2, k, 1', [0.0172559, 0.01412632, 1.0]], ['2, k, 2', [0.008924561, 0.3036483, 1.0]], ['2, k, 3', [0.008686182, 0.4363199, 1.0]], ['2, k, 4', [-0.1617765, 0.1925415, 1.0]], ['2, k, 5', [-0.2113119, -0.01338874, 1.0]], ['2, k, 6', [-0.09704609, -0.1171592, 1.0]], ['2, k, 7', [-0.04979578, -0.1447415, 1.0]], ['2, k, 8', [0.1830005, 0.1948134, 1.0]], ['2, k, 9', [0.2397474, -0.01522155, 1.0]], ['2, k, 10', [0.1699595, -0.1366933, 1.0]], ['2, k, 11', [0.1143984, -0.1378793, 1.0]], ['2, k, 12', [-0.06104854, -0.2814935, 1.0]], ['2, k, 13', [-0.1156783, -0.2761571, 1.0]], ['2, k, 14', [-0.1360048, -0.6188629, 1.0]], ['2, k, 15', [-0.1316301, -0.6541616, 1.0]], ['2, k, 16', [0.1141019, -0.27711, 1.0]], ['2, k, 17', [0.1750011, -0.2672917, 1.0]], ['2, k, 18', [0.08199542, -0.6102656, 1.0]], ['2, k, 19', [0.09827941, -0.7007583, 1.0]], ['2, k, 20', [0.01091083, 0.2323505, 1.0]], ['2, k, 21', [-0.04074756, -0.2044142, 1.0]], ['2, k, 22', [-0.1166405, -0.1678986, 1.0]], ['2, k, 23', [0.07120612, -0.1839379, 1.0]], ['2, k, 24', [0.1814379, -0.1640388, 1.0]]]
[['2, k, 0', [0.02705276, -0.2833088, 1.0]], ['2, k, 1', [0.01726424, 0.01413697, 1.0]], ['2, k, 2', [0.008867435, 0.30363, 1.0]], ['2, k, 3', [0.008983024, 0.4361156, 1.0]], ['2, k, 4', [-0.1617586, 0.1925247, 1.0]], ['2, k, 5', [-0.2113226, -0.01380747, 1.0]], ['2, k, 6', [-0.09494468, -0.1174529, 1.0]], ['2, k, 7', [-0.0487411, -0.1450797, 1.0]], ['2, k, 8', [0.1830241, 0.195024, 1.0]], ['2, k, 9', [0.2398328, -0.01527097, 1.0]], ['2, k, 10', [0.1696436, -0.136538, 1.0]], ['2, k, 11', [0.1094953, -0.1555032, 1.0]], ['2, k, 12', [-0.06104555, -0.2814525, 1.0]], ['2, k, 13', [-0.1155126, -0.2759142, 1.0]], ['2, k, 14', [-0.1338371, -0.6185823, 1.0]], ['2, k, 15', [-0.1293421, -0.653888, 1.0]], ['2, k, 16', [0.1140996, -0.2770973, 1.0]], ['2, k, 17', [0.1746483, -0.2677319, 1.0]], ['2, k, 18', [0.08181024, -0.6107674, 1.0]], ['2, k, 19', [0.09148761, -0.7017528, 1.0]], ['2, k, 20', [0.01088301, 0.2323405, 1.0]], ['2, k, 21', [-0.04081958, -0.2047937, 1.0]], ['2, k, 22', [-0.1142382, -0.1647401, 1.0]], ['2, k, 23', [0.08456584, -0.2175283, 1.0]], ['2, k, 24', [0.1639031, -0.1570333, 1.0]]]
[['2, k, 0', [0.02694963, -0.2832803, 1.0]], ['2, k, 1', [0.01727543, 0.01414823, 1.0]], ['2, k, 2', [0.008964695, 0.3036584, 1.0]], ['2, k, 3', [0.009099917, 0.4363353, 1.0]], ['2, k, 4', [-0.1617675, 0.192762, 1.0]], ['2, k, 5', [-0.2111524, -0.01457342, 1.0]], ['2, k, 6', [-0.09284904, -0.118442, 1.0]], ['2, k, 7', [-0.06504205, -0.1361082, 1.0]], ['2, k, 8', [0.1831638, 0.1945418, 1.0]], ['2, k, 9', [0.2398132, -0.01593728, 1.0]], ['2, k, 10', [0.1668912, -0.1361566, 1.0]], ['2, k, 11', [0.1072583, -0.1561064, 1.0]], ['2, k, 12', [-0.06117725, -0.2813178, 1.0]], ['2, k, 13', [-0.1154745, -0.2759351, 1.0]], ['2, k, 14', [-0.1339613, -0.618612, 1.0]], ['2, k, 15', [-0.129459, -0.6539192, 1.0]], ['2, k, 16', [0.1140051, -0.2771377, 1.0]], ['2, k, 17', [0.1746115, -0.2677344, 1.0]], ['2, k, 18', [0.08130187, -0.6105155, 1.0]], ['2, k, 19', [0.0925706, -0.7013212, 1.0]], ['2, k, 20', [0.01095676, 0.2323632, 1.0]], ['2, k, 21', [-0.02596444, -0.1565654, 1.0]], ['2, k, 22', [-0.092513, -0.1614168, 1.0]], ['2, k, 23', [0.084668, -0.2160908, 1.0]], ['2, k, 24', [0.1579053, -0.1551052, 1.0]]]
