[[0, -0.185008, -0.405838, 2.43204, 1.0], [1, -0.152867, -0.118766, 2.34736, 1.0], [2, -0.120508, 0.162264, 2.24966, 1.0], [3, -0.150644, 0.292767, 2.24578, 1.0], [4, -0.290469, 0.174956, 2.24183, 1.0], [5, -0.357813, 0.355085, 2.14638, 1.0], [6, -0.37058, 0.525522, 2.05275, 1.0], [7, -0.353973, 0.605528, 2.03221, 1.0], [8, 0.0230538, 0.107137, 2.2736, 1.0], [9, 0.178242, 0.268974, 2.21724, 1.0], [10, 0.26517, 0.443019, 2.13518, 1.0], [11, 0.268718, 0.524814, 2.11213, 1.0], [12, -0.253823, -0.384671, 2.39372, 1.0], [13, -0.260338, -0.613969, 2.40694, 1.0], [14, -0.277859, -1.05112, 2.51754, 1.0], [15, -0.271484, -1.13184, 2.45117, 1.0], [16, -0.110975, -0.415552, 2.40174, 1.0], [17, -0.0573349, -0.684961, 2.4264, 1.0], [18, -0.0473118, -1.06206, 2.51374, 1.0], [19, -0.0389709, -1.12988, 2.44141, 1.0], [20, -0.128653, 0.0929081, 2.2764, 1.0], [21, -0.342644, 0.655073, 2.02323, 1.0], [22, -0.394196, 0.602477, 2.0186, 1.0], [23, 0.278661, 0.57449, 2.10335, 1.0], [24, 0.29894, 0.492476, 2.10986, 1.0]]
[[0, -0.185543, -0.376983, 2.37803, 1.0], [1, -0.155187, -0.111669, 2.32874, 1.0], [2, -0.121833, 0.161304, 2.24729, 1.0], [3, -0.150135, 0.292166, 2.24242, 1.0], [4, -0.28885, 0.165357, 2.24106, 1.0], [5, -0.355812, 0.355648, 2.14492, 1.0], [6, -0.366003, 0.526384, 2.05205, 1.0], [7, -0.342214, 0.608255, 2.03213, 1.0], [8, 0.0231262, 0.106915, 2.27194, 1.0], [9, 0.179854, 0.264379, 2.21871, 1.0], [10, 0.270702, 0.441223, 2.13652, 1.0], [11, 0.285779, 0.510536, 2.12001, 1.0], [12, -0.255168, -0.360498, 2.33977, 1.0], [13, -0.260197, -0.613535, 2.40543, 1.0], [14, -0.277119, -1.05153, 2.51752, 1.0], [15, -0.271659, -1.13128, 2.45201, 1.0], [16, -0.110734, -0.382927, 2.3498, 1.0], [17, -0.0576321, -0.680398, 2.42317, 1.0], [18, -0.0472602, -1.06171, 2.5124, 1.0], [19, -0.0389709, -1.12988, 2.44141, 1.0], [20, -0.130056, 0.0927215, 2.27223, 1.0], [21, -0.322656, 0.661008, 2.02302, 1.0], [22, -0.269145, 0.616664, 2.01356, 1.0], [23, 0.293308, 0.562843, 2.10649, 1.0], [24, 0.310214, 0.46796, 2.11757, 1.0]]
[[0, -0.170668, -0.357641, 2.36102, 1.0], [1, -0.147575, -0.100617, 2.3145, 1.0], [2, -0.121579, 0.161053, 2.24584, 1.0], [3, -0.132225, 0.292984, 2.23275, 1.0], [4, -0.283449, 0.177315, 2.23533, 1.0], [5, -0.346394, 0.359034, 2.14345, 1.0], [6, -0.33355, 0.555264, 2.04648, 1.0], [7, -0.326395, 0.610948, 2.03131, 1.0], [8, 0.03264, 0.106973, 2.2733, 1.0], [9, 0.183815, 0.261288, 2.21895, 1.0], [10, 0.280117, 0.428682, 2.14402, 1.0], [11, 0.298392, 0.510074, 2.12636, 1.0], [12, -0.23629, -0.332828, 2.31946, 1.0], [13, -0.263754, -0.671619, 2.40612, 1.0], [14, -0.27507, -1.05468, 2.51817, 1.0], [15, -0.272491, -1.12845, 2.45449, 1.0], [16, -0.0997851, -0.370932, 2.33709, 1.0], [17, -0.058969, -0.71087, 2.4166, 1.0], [18, -0.0463591, -1.06472, 2.51172, 1.0], [19, -0.03974, -1.13001, 2.44116, 1.0], [20, -0.128937, 0.0935293, 2.26882, 1.0], [21, -0.308693, 0.66574, 2.02333, 1.0], [22, -0.258101, 0.620797, 2.0186, 1.0], [23, 0.309995, 0.55561, 2.11768, 1.0], [24, 0.215801, 0.5421, 2.09092, 1.0]]
[[0, -0.169128, -0.355306, 2.35806, 1.0], [1, -0.145857, -0.0978428, 2.31085, 1.0], [2, -0.121336, 0.16102, 2.24503, 1.0], [3, -0.124607, 0.292794, 2.22999, 1.0], [4, -0.282878, 0.178074, 2.23451, 1.0], [5, -0.336709, 0.362629, 2.14352, 1.0], [6, -0.322911, 0.563415, 2.04374, 1.0], [7, -0.309437, 0.614552, 2.03134, 1.0], [8, 0.0331714, 0.106932, 2.27278, 1.0], [9, 0.191551, 0.256192, 2.22212, 1.0], [10, 0.292839, 0.433716, 2.14718, 1.0], [11, 0.316755, 0.497718, 2.13473, 1.0], [12, -0.235728, -0.3318, 2.3178, 1.0], [13, -0.265388, -0.689515, 2.41173, 1.0], [14, -0.274234, -1.06001, 2.51891, 1.0], [15, -0.271651, -1.12695, 2.46, 1.0], [16, -0.0973094, -0.367837, 2.33375, 1.0], [17, -0.0581184, -0.717082, 2.41773, 1.0], [18, -0.0461543, -1.06713, 2.51136, 1.0], [19, -0.0409707, -1.12998, 2.43906, 1.0], [20, -0.127994, 0.0945802, 2.26661, 1.0], [21, -0.289809, 0.669943, 2.02375, 1.0], [22, -0.260182, 0.631472, 2.00347, 1.0], [23, 0.32642, 0.544915, 2.12362, 1.0], [24, 0.232889, 0.530326, 2.11, 1.0]]
[[0, -0.168742, -0.350394, 2.35413, 1.0], [1, -0.144296, -0.0959183, 2.30819, 1.0], [2, -0.1189, 0.159654, 2.24465, 1.0], [3, -0.118145, 0.292295, 2.22783, 1.0], [4, -0.282426, 0.17769, 2.23391, 1.0], [5, -0.323444, 0.365399, 2.14252, 1.0], [6, -0.309301, 0.571175, 2.04226, 1.0], [7, -0.285515, 0.627632, 2.02862, 1.0], [8, 0.0337121, 0.106605, 2.27242, 1.0], [9, 0.199263, 0.250795, 2.22464, 1.0], [10, 0.301367, 0.434234, 2.15082, 1.0], [11, 0.327794, 0.490941, 2.14241, 1.0], [12, -0.236089, -0.328358, 2.31433, 1.0], [13, -0.26637, -0.698015, 2.4144, 1.0], [14, -0.273317, -1.06242, 2.51913, 1.0], [15, -0.271683, -1.12705, 2.4595, 1.0], [16, -0.096326, -0.362227, 2.33039, 1.0], [17, -0.0581414, -0.716957, 2.41694, 1.0], [18, -0.0462683, -1.0693, 2.51108, 1.0], [19, -0.0412921, -1.13021, 2.43837, 1.0], [20, -0.1259, 0.0945858, 2.26506, 1.0], [21, -0.258168, 0.674741, 2.02577, 1.0], [22, -0.22407, 0.625747, 2.019, 1.0], [23, 0.338154, 0.536045, 2.13226, 1.0], [24, 0.246059, 0.522236, 2.1144, 1.0]]
[[0, -0.169471, -0.344577, 2.35194, 1.0], [1, -0.143877, -0.092776, 2.30602, 1.0], [2, -0.118468, 0.159683, 2.24407, 1.0], [3, -0.114994, 0.292648, 2.22647, 1.0], [4, -0.281569, 0.177359, 2.23364, 1.0], [5, -0.313198, 0.368157, 2.14107, 1.0], [6, -0.297459, 0.575715, 2.04159, 1.0], [7, -0.269282, 0.629869, 2.03146, 1.0], [8, 0.0351291, 0.105933, 2.27219, 1.0], [9, 0.207717, 0.243412, 2.23008, 1.0], [10, 0.319726, 0.38023, 2.17632, 1.0], [11, 0.343523, 0.465834, 2.15284, 1.0], [12, -0.237356, -0.323234, 2.31252, 1.0], [13, -0.266799, -0.702541, 2.41552, 1.0], [14, -0.272425, -1.06211, 2.51859, 1.0], [15, -0.27219, -1.12504, 2.4594, 1.0], [16, -0.0966569, -0.356356, 2.32844, 1.0], [17, -0.0582098, -0.717017, 2.41646, 1.0], [18, -0.046327, -1.06912, 2.51095, 1.0], [19, -0.0412247, -1.12878, 2.43975, 1.0], [20, -0.125156, 0.0954686, 2.26372, 1.0], [21, -0.24021, 0.676718, 2.02613, 1.0], [22, -0.201251, 0.6279, 2.02425, 1.0], [23, 0.357219, 0.520058, 2.14016, 1.0], [24, 0.30165, 0.510664, 2.11633, 1.0]]
[[0, -0.170291, -0.34329, 2.35063, 1.0], [1, -0.143674, -0.0916439, 2.30462, 1.0], [2, -0.117371, 0.15975, 2.24341, 1.0], [3, -0.109509, 0.294451, 2.22397, 1.0], [4, -0.281397, 0.177895, 2.23344, 1.0], [5, -0.304965, 0.371148, 2.14029, 1.0], [6, -0.277332, 0.580174, 2.04115, 1.0], [7, -0.250829, 0.632814, 2.03026, 1.0], [8, 0.0360167, 0.1056, 2.27188, 1.0], [9, 0.211144, 0.229893, 2.23748, 1.0], [10, 0.320754, 0.373768, 2.17881, 1.0], [11, 0.351815, 0.45906, 2.15806, 1.0], [12, -0.238462, -0.321747, 2.31156, 1.0], [13, -0.266649, -0.703298, 2.41539, 1.0], [14, -0.272451, -1.06243, 2.51884, 1.0], [15, -0.271847, -1.12344, 2.45812, 1.0], [16, -0.0973133, -0.35537, 2.32721, 1.0], [17, -0.0583577, -0.720126, 2.41622, 1.0], [18, -0.0464638, -1.06897, 2.51076, 1.0], [19, -0.0412097, -1.1283, 2.43992, 1.0], [20, -0.124102, 0.0961405, 2.26245, 1.0], [21, -0.224984, 0.678295, 2.02536, 1.0], [22, -0.186899, 0.630476, 2.021, 1.0], [23, 0.358397, 0.512917, 2.14264, 1.0], [24, 0.292921, 0.507888, 2.12127, 1.0]]
[[0, -0.170997, -0.341611, 2.34914, 1.0], [1, -0.141381, -0.0901938, 2.30308, 1.0], [2, -0.107001, 0.159233, 2.24274, 1.0], [3, -0.101734, 0.295208, 2.22208, 1.0], [4, -0.281268, 0.177936, 2.2335, 1.0], [5, -0.277251, 0.410818, 2.11923, 1.0], [6, -0.254775, 0.58949, 2.0382, 1.0], [7, -0.22698, 0.639915, 2.02961, 1.0], [8, 0.0375827, 0.104689, 2.27199, 1.0], [9, 0.222906, 0.227699, 2.24025, 1.0], [10, 0.331678, 0.370428, 2.1812, 1.0], [11, 0.372338, 0.449002, 2.16698, 1.0], [12, -0.239382, -0.320064, 2.31039, 1.0], [13, -0.26497, -0.706906, 2.41596, 1.0], [14, -0.272635, -1.06382, 2.51933, 1.0], [15, -0.272034, -1.12335, 2.45575, 1.0], [16, -0.0978684, -0.353843, 2.32571, 1.0], [17, -0.0579408, -0.713333, 2.41226, 1.0], [18, -0.0471603, -1.06377, 2.51065, 1.0], [19, -0.0425338, -1.11714, 2.44912, 1.0], [20, -0.116289, 0.0969922, 2.26075, 1.0], [21, -0.202075, 0.685596, 2.03504, 1.0], [22, -0.15768, 0.632535, 2.0204, 1.0], [23, 0.394594, 0.499313, 2.16058, 1.0], [24, 0.310835, 0.494223, 2.128, 1.0]]
[[0, -0.171805, -0.340364, 2.34781, 1.0], [1, -0.13938, -0.089415, 2.30139, 1.0], [2, -0.100727, 0.158198, 2.24095, 1.0], [3, -0.0974186, 0.295792, 2.22074, 1.0], [4, -0.278333, 0.178102, 2.2332, 1.0], [5, -0.273872, 0.4145, 2.11734, 1.0], [6, -0.242927, 0.587348, 2.03888, 1.0], [7, -0.211688, 0.6398, 2.03003, 1.0], [8, 0.0391919, 0.103717, 2.2719, 1.0], [9, 0.223813, 0.218126, 2.24322, 1.0], [10, 0.341725, 0.360248, 2.18578, 1.0], [11, 0.383417, 0.440036, 2.17021, 1.0], [12, -0.240366, -0.318618, 2.30928, 1.0], [13, -0.263626, -0.712306, 2.4171, 1.0], [14, -0.272891, -1.06443, 2.51989, 1.0], [15, -0.271897, -1.12313, 2.45429, 1.0], [16, -0.098558, -0.352881, 2.32444, 1.0], [17, -0.05775, -0.711859, 2.41098, 1.0], [18, -0.0472118, -1.06137, 2.51054, 1.0], [19, -0.0419176, -1.11527, 2.45096, 1.0], [20, -0.11092, 0.0967675, 2.2586, 1.0], [21, -0.183631, 0.684078, 2.0323, 1.0], [22, -0.147219, 0.633592, 2.02022, 1.0], [23, 0.400495, 0.48925, 2.1634, 1.0], [24, 0.339186, 0.482141, 2.13888, 1.0]]
[[0, -0.175859, -0.334043, 2.34292, 1.0], [1, -0.13755, -0.0879197, 2.2993, 1.0], [2, -0.0937816, 0.156469, 2.24038, 1.0], [3, -0.0835257, 0.294422, 2.21812, 1.0], [4, -0.247608, 0.174653, 2.22972, 1.0], [5, -0.26401, 0.414158, 2.11737, 1.0], [6, -0.218057, 0.593314, 2.03823, 1.0], [7, -0.191349, 0.641381, 2.0302, 1.0], [8, 0.0637123, 0.0951363, 2.27478, 1.0], [9, 0.228486, 0.208584, 2.24772, 1.0], [10, 0.350722, 0.347432, 2.19336, 1.0], [11, 0.39561, 0.422416, 2.18051, 1.0], [12, -0.245279, -0.315978, 2.30485, 1.0], [13, -0.263586, -0.713498, 2.41732, 1.0], [14, -0.273287, -1.06491, 2.52031, 1.0], [15, -0.271905, -1.12302, 2.45376, 1.0], [16, -0.101767, -0.341292, 2.31887, 1.0], [17, -0.0574516, -0.710443, 2.40994, 1.0], [18, -0.0472586, -1.06076, 2.51088, 1.0], [19, -0.0419585, -1.11474, 2.4512, 1.0], [20, -0.105569, 0.0962272, 2.25736, 1.0], [21, -0.166124, 0.684603, 2.03249, 1.0], [22, -0.124024, 0.631994, 2.02078, 1.0], [23, 0.421338, 0.473319, 2.17454, 1.0], [24, 0.329052, 0.475506, 2.14367, 1.0]]
[[0, -0.177897, -0.331515, 2.34079, 1.0], [1, -0.137671, -0.0875127, 2.29863, 1.0], [2, -0.0938724, 0.155834, 2.24071, 1.0], [3, -0.0793469, 0.293837, 2.21797, 1.0], [4, -0.245138, 0.174905, 2.22931, 1.0], [5, -0.252785, 0.416261, 2.11623, 1.0], [6, -0.212219, 0.590591, 2.03903, 1.0], [7, -0.178141, 0.639823, 2.03198, 1.0], [8, 0.0665339, 0.0932612, 2.27541, 1.0], [9, 0.23176, 0.201774, 2.25124, 1.0], [10, 0.360238, 0.336795, 2.19778, 1.0], [11, 0.406681, 0.414276, 2.18582, 1.0], [12, -0.247125, -0.314802, 2.30299, 1.0], [13, -0.2637, -0.713661, 2.41716, 1.0], [14, -0.273354, -1.06498, 2.52048, 1.0], [15, -0.272, -1.12245, 2.45415, 1.0], [16, -0.103819, -0.338006, 2.31701, 1.0], [17, -0.0575154, -0.708691, 2.40941, 1.0], [18, -0.0474632, -1.0596, 2.5113, 1.0], [19, -0.042674, -1.11515, 2.45258, 1.0], [20, -0.105562, 0.0960201, 2.25726, 1.0], [21, -0.143113, 0.683578, 2.03327, 1.0], [22, -0.113537, 0.63056, 2.0278, 1.0], [23, 0.431367, 0.463254, 2.18079, 1.0], [24, 0.335834, 0.466781, 2.14488, 1.0]]
