[[0, 0.3185224, -0.2004818, 3.029779, 1], [1, 0.3406456, 0.08478022, 3.058503, 1], [2, 0.3611438, 0.3639891, 3.07293, 1], [3, 0.3664036, 0.5005622, 3.081522, 1], [4, 0.191823, 0.2519986, 3.095648, 1], [5, 0.1242982, -0.01443852, 3.065586, 1], [6, 0.03865284, -0.2474279, 3.02548, 1], [7, 0.019246, -0.2996046, 3.038882, 1], [8, 0.5194537, 0.2462184, 3.009867, 1], [9, 0.5940015, 0.05230895, 2.962819, 1], [10, 0.4768797, -0.07849142, 2.836402, 1], [11, 0.4196595, -0.1169865, 2.788458, 1], [12, 0.2271657, -0.1941839, 3.015602, 1], [13, 0.1226103, -0.2602189, 2.699116, 1], [14, 0.1902265, -0.5973969, 2.83761, 1], [15, 0.1672723, -0.6352863, 2.72704, 1], [16, 0.4020189, -0.2018865, 2.970361, 1], [17, 0.4126436, -0.262469, 2.635537, 1], [18, 0.3831411, -0.5988879, 2.787992, 1], [19, 0.3577334, -0.6366839, 2.677693, 1], [20, 0.3563665, 0.295068, 3.071774, 1], [21, 0.0253223, -0.3809335, 3.038983, 1], [22, 0.05353617, -0.3390191, 2.997, 1], [23, 0.3744372, -0.1690595, 2.735689, 1], [24, 0.4560978, -0.13316, 2.740168, 1]]
[[0, 0.3185367, -0.2004202, 3.029804, 1], [1, 0.3406693, 0.08480671, 3.05852, 1], [2, 0.3611962, 0.3639638, 3.073033, 1], [3, 0.3662023, 0.5005828, 3.081605, 1], [4, 0.1913166, 0.2518782, 3.096346, 1], [5, 0.124154, -0.01497682, 3.065365, 1], [6, 0.04482719, -0.204499, 3.015712, 1], [7, 0.01525223, -0.281089, 3.020309, 1], [8, 0.5182511, 0.2478767, 3.006608, 1], [9, 0.5945621, 0.05408862, 2.96363, 1], [10, 0.4775715, -0.07747588, 2.837943, 1], [11, 0.4198537, -0.1179704, 2.789605, 1], [12, 0.227294, -0.1941817, 3.015691, 1], [13, 0.1229789, -0.2605698, 2.699203, 1], [14, 0.2003863, -0.595309, 2.838369, 1], [15, 0.1762264, -0.6332148, 2.728098, 1], [16, 0.4019194, -0.2016523, 2.970329, 1], [17, 0.412615, -0.2624696, 2.635556, 1], [18, 0.3996414, -0.6049025, 2.777386, 1], [19, 0.372934, -0.6425926, 2.667434, 1], [20, 0.3564047, 0.2950636, 3.071837, 1], [21, 0.007873745, -0.3627559, 3.011492, 1], [22, 0.0489028, -0.3165426, 2.999, 1], [23, 0.3753455, -0.1696906, 2.735688, 1], [24, 0.4558654, -0.1331591, 2.739318, 1]]
[[0, 0.3185519, -0.2004423, 3.02979, 1], [1, 0.3404592, 0.08473507, 3.05852, 1], [2, 0.3601069, 0.3636628, 3.073342, 1], [3, 0.365625, 0.5001369, 3.082009, 1], [4, 0.190838, 0.2510357, 3.096727, 1], [5, 0.121948, -0.01590296, 3.061163, 1], [6, 0.03926113, -0.2008007, 2.998212, 1], [7, 0.008039293, -0.2779028, 2.98834, 1], [8, 0.5182913, 0.2475435, 3.008509, 1], [9, 0.5958075, 0.05452703, 2.963628, 1], [10, 0.4779264, -0.07683076, 2.838596, 1], [11, 0.407875, -0.1195004, 2.79578, 1], [12, 0.2273403, -0.1942723, 3.015627, 1], [13, 0.1231823, -0.260861, 2.699131, 1], [14, 0.1948268, -0.5973791, 2.837227, 1], [15, 0.1711034, -0.635264, 2.726857, 1], [16, 0.4019229, -0.2016528, 2.970329, 1], [17, 0.4126044, -0.2626128, 2.635585, 1], [18, 0.3888487, -0.6007028, 2.78549, 1], [19, 0.3626551, -0.638468, 2.675402, 1], [20, 0.3555992, 0.2948391, 3.072024, 1], [21, -0.002536347, -0.3591739, 2.969991, 1], [22, 0.04257976, -0.2903086, 2.957, 1], [23, 0.3699778, -0.1778509, 2.728046, 1], [24, 0.4538393, -0.1349942, 2.73818, 1]]
[[0, 0.318574, -0.2003893, 3.02983, 1], [1, 0.3404404, 0.08480413, 3.058551, 1], [2, 0.3600501, 0.3637415, 3.073429, 1], [3, 0.3651123, 0.4999527, 3.082093, 1], [4, 0.1907703, 0.2510999, 3.096646, 1], [5, 0.1196923, -0.01252201, 3.056529, 1], [6, 0.02109063, -0.1953075, 2.957549, 1], [7, -0.001832272, -0.2511945, 2.952068, 1], [8, 0.5173022, 0.2484722, 3.006043, 1], [9, 0.5955158, 0.05538505, 2.963784, 1], [10, 0.4780563, -0.07640878, 2.838829, 1], [11, 0.4087021, -0.1191138, 2.792868, 1], [12, 0.2274228, -0.1942213, 3.015672, 1], [13, 0.1233397, -0.2610011, 2.699195, 1], [14, 0.1949144, -0.5975377, 2.837281, 1], [15, 0.1705188, -0.6354111, 2.7271, 1], [16, 0.4019032, -0.2015891, 2.970366, 1], [17, 0.4125451, -0.2627129, 2.635654, 1], [18, 0.3883343, -0.6008829, 2.785337, 1], [19, 0.3614757, -0.6386356, 2.675436, 1], [20, 0.3555493, 0.2949158, 3.072093, 1], [21, -0.02264553, -0.330509, 2.928704, 1], [22, 0.03943801, -0.2623781, 2.928308, 1], [23, 0.3734134, -0.1790181, 2.721997, 1], [24, 0.4664273, -0.1291607, 2.756, 1]]
[[0, 0.3186192, -0.2002521, 3.029999, 1], [1, 0.3404053, 0.08483411, 3.05861, 1], [2, 0.3599361, 0.3636851, 3.073519, 1], [3, 0.3650429, 0.5000037, 3.081973, 1], [4, 0.1906476, 0.2512264, 3.09705, 1], [5, 0.1164304, -0.004586072, 3.048629, 1], [6, 0.01005228, -0.1768605, 2.932083, 1], [7, -0.02255616, -0.2208754, 2.911218, 1], [8, 0.5167658, 0.2491091, 3.004592, 1], [9, 0.5958552, 0.05625548, 2.963385, 1], [10, 0.4779686, -0.07617275, 2.839588, 1], [11, 0.4076847, -0.1195277, 2.796816, 1], [12, 0.2277172, -0.1940705, 3.016061, 1], [13, 0.1235894, -0.2607473, 2.699575, 1], [14, 0.1931211, -0.5972247, 2.838727, 1], [15, 0.1682558, -0.6350948, 2.728682, 1], [16, 0.4018136, -0.2014375, 2.970431, 1], [17, 0.4124216, -0.2624453, 2.635693, 1], [18, 0.3872503, -0.6003709, 2.785749, 1], [19, 0.3599125, -0.6381202, 2.675985, 1], [20, 0.3554579, 0.2948881, 3.07217, 1], [21, -0.05909067, -0.2953252, 2.86914, 1], [22, 0.0206128, -0.2320455, 2.895476, 1], [23, 0.3684257, -0.1802891, 2.730272, 1], [24, 0.4551485, -0.1401962, 2.7363, 1]]
[[0, 0.3186305, -0.2002516, 3.03002, 1], [1, 0.3401841, 0.08484635, 3.058661, 1], [2, 0.3590392, 0.3636563, 3.073728, 1], [3, 0.3647173, 0.5003065, 3.082146, 1], [4, 0.1905282, 0.2511951, 3.09705, 1], [5, 0.1212929, 0.02290777, 3.05396, 1], [6, -0.001889622, -0.1405686, 2.895074, 1], [7, -0.04433965, -0.1787399, 2.86164, 1], [8, 0.5172903, 0.248081, 3.006108, 1], [9, 0.5962366, 0.0553854, 2.963261, 1], [10, 0.4770864, -0.07569084, 2.839198, 1], [11, 0.4153151, -0.1171965, 2.788873, 1], [12, 0.2277295, -0.1940604, 3.01606, 1], [13, 0.1240238, -0.2612341, 2.699543, 1], [14, 0.1933556, -0.5975726, 2.839077, 1], [15, 0.1473389, -0.6572266, 2.835938, 1], [16, 0.4018247, -0.2014612, 2.970493, 1], [17, 0.412223, -0.2623687, 2.635724, 1], [18, 0.3863741, -0.5999799, 2.786326, 1], [19, 0.3595005, -0.6377411, 2.676429, 1], [20, 0.3547518, 0.2948748, 3.072328, 1], [21, -0.07762046, -0.2443657, 2.812918, 1], [22, -0.0940726, -0.1446812, 2.840143, 1], [23, 0.3734622, -0.171651, 2.740549, 1], [24, 0.4526008, -0.1309971, 2.73, 1]]
[[0, 0.3186315, -0.2002486, 3.030041, 1], [1, 0.3401699, 0.08485107, 3.058676, 1], [2, 0.3590234, 0.363651, 3.073766, 1], [3, 0.3644939, 0.500544, 3.082492, 1], [4, 0.1902839, 0.2512822, 3.0972, 1], [5, 0.1191356, 0.02324747, 3.048582, 1], [6, -0.01579513, -0.09106244, 2.871652, 1], [7, -0.05617128, -0.1175585, 2.830252, 1], [8, 0.5178705, 0.2474214, 3.008331, 1], [9, 0.5995547, 0.0560041, 2.964933, 1], [10, 0.4782259, -0.07430905, 2.840154, 1], [11, 0.4152511, -0.118136, 2.788399, 1], [12, 0.2277275, -0.1940345, 3.016192, 1], [13, 0.1239253, -0.2610103, 2.699662, 1], [14, 0.1925128, -0.5974254, 2.839365, 1], [15, 0.1477654, -0.6567248, 2.837945, 1], [16, 0.4018266, -0.201467, 2.970478, 1], [17, 0.4121869, -0.2623478, 2.635702, 1], [18, 0.3983267, -0.6047926, 2.777446, 1], [19, 0.3718762, -0.642487, 2.667425, 1], [20, 0.3547329, 0.2948726, 3.072359, 1], [21, -0.1001273, -0.1686178, 2.760305, 1], [22, -0.1063791, -0.09690001, 2.834, 1], [23, 0.3749992, -0.1696429, 2.737105, 1], [24, 0.4531235, -0.1304224, 2.740421, 1]]
[[0, 0.3186256, -0.2001555, 3.030092, 1], [1, 0.3401634, 0.08496071, 3.058714, 1], [2, 0.3590589, 0.3637539, 3.07383, 1], [3, 0.3641011, 0.5005853, 3.082435, 1], [4, 0.1899216, 0.2516183, 3.097185, 1], [5, 0.1104781, 0.02889021, 3.034311, 1], [6, -0.02272488, -0.04125641, 2.8492, 1], [7, -0.072986, -0.05485244, 2.796008, 1], [8, 0.51815, 0.2471215, 3.009137, 1], [9, 0.5933036, 0.05338687, 2.96255, 1], [10, 0.4876773, -0.08432744, 2.833344, 1], [11, 0.4304937, -0.1057044, 2.805, 1], [12, 0.2277084, -0.1939011, 3.016227, 1], [13, 0.1238257, -0.2610153, 2.699758, 1], [14, 0.1922376, -0.5977335, 2.838885, 1], [15, 0.1498847, -0.6567289, 2.833728, 1], [16, 0.4018297, -0.201418, 2.97052, 1], [17, 0.4121566, -0.2624637, 2.635777, 1], [18, 0.3994496, -0.6054673, 2.77638, 1], [19, 0.3732524, -0.6431558, 2.666289, 1], [20, 0.3547518, 0.2949743, 3.072414, 1], [21, -0.1160171, -0.09379855, 2.722169, 1], [22, -0.1110983, -0.02615637, 2.784267, 1], [23, 0.3872173, -0.159317, 2.726789, 1], [24, 0.4684565, -0.1224042, 2.75885, 1]]
[[0, 0.3186255, -0.2001549, 3.030093, 1], [1, 0.3398908, 0.08498088, 3.05874, 1], [2, 0.3582047, 0.3637496, 3.073993, 1], [3, 0.3636684, 0.5006014, 3.08238, 1], [4, 0.189955, 0.2520818, 3.096724, 1], [5, 0.1149665, 0.03087776, 3.034853, 1], [6, -0.01225796, 0.01291429, 2.859067, 1], [7, -0.07383443, 0.01645575, 2.779491, 1], [8, 0.5181849, 0.2468918, 3.009718, 1], [9, 0.5934699, 0.05329259, 2.96261, 1], [10, 0.4731677, -0.07735991, 2.839265, 1], [11, 0.4148245, -0.1173095, 2.792109, 1], [12, 0.2277011, -0.1939009, 3.016221, 1], [13, 0.1233457, -0.2602655, 2.69974, 1], [14, 0.1923812, -0.596576, 2.839481, 1], [15, 0.1458585, -0.65187, 2.841802, 1], [16, 0.4018362, -0.2014166, 2.970529, 1], [17, 0.412071, -0.2624777, 2.635784, 1], [18, 0.3889543, -0.6017528, 2.783337, 1], [19, 0.3631812, -0.6395027, 2.673136, 1], [20, 0.3540492, 0.2949795, 3.072533, 1], [21, -0.1153993, 0.01964589, 2.742244, 1], [22, -0.1102291, 0.0428098, 2.7535, 1], [23, 0.3663507, -0.1735583, 2.741443, 1], [24, 0.4487721, -0.1269868, 2.739666, 1]]
[[0, 0.3186535, -0.2001882, 3.030102, 1], [1, 0.3396188, 0.08486382, 3.058844, 1], [2, 0.3571951, 0.3634064, 3.074451, 1], [3, 0.3631771, 0.5008355, 3.082638, 1], [4, 0.1895747, 0.2521494, 3.096577, 1], [5, 0.1172029, 0.03205878, 3.041861, 1], [6, -0.03015744, 0.04284481, 2.840119, 1], [7, -0.07577243, 0.0859805, 2.777583, 1], [8, 0.5169771, 0.248069, 3.00705, 1], [9, 0.5936633, 0.05453832, 2.963331, 1], [10, 0.4740872, -0.07683973, 2.840064, 1], [11, 0.4154986, -0.1177113, 2.796073, 1], [12, 0.2278375, -0.1940957, 3.016329, 1], [13, 0.1227039, -0.2602905, 2.700087, 1], [14, 0.1930137, -0.5963791, 2.839735, 1], [15, 0.1462468, -0.6522843, 2.841326, 1], [16, 0.4018353, -0.2014073, 2.970496, 1], [17, 0.4120417, -0.2626821, 2.635794, 1], [18, 0.3859742, -0.6002117, 2.786526, 1], [19, 0.3595335, -0.6379826, 2.676511, 1], [20, 0.3532406, 0.2946988, 3.072885, 1], [21, -0.1192174, 0.1068773, 2.744566, 1], [22, -0.1072291, 0.1132669, 2.753, 1], [23, 0.3705986, -0.1735171, 2.739979, 1], [24, 0.4476382, -0.1258032, 2.737143, 1]]
[[0, 0.3186643, -0.2002236, 3.030112, 1], [1, 0.3393579, 0.08479309, 3.058865, 1], [2, 0.3564952, 0.3632965, 3.074525, 1], [3, 0.3622377, 0.5011526, 3.08309, 1], [4, 0.1892124, 0.2523642, 3.096217, 1], [5, 0.1092971, 0.03930257, 3.036947, 1], [6, -0.02809378, 0.08787914, 2.84777, 1], [7, -0.07436301, 0.1518736, 2.764642, 1], [8, 0.5161256, 0.2487737, 3.005193, 1], [9, 0.5934106, 0.05522336, 2.963454, 1], [10, 0.4745412, -0.07675871, 2.840155, 1], [11, 0.4148129, -0.118388, 2.792068, 1], [12, 0.2278936, -0.1942421, 3.016404, 1], [13, 0.1226519, -0.2603151, 2.700172, 1], [14, 0.1929117, -0.5966309, 2.839352, 1], [15, 0.162816, -0.6517087, 2.838615, 1], [16, 0.4018294, -0.2014087, 2.970474, 1], [17, 0.412022, -0.2627137, 2.635778, 1], [18, 0.3843985, -0.59939, 2.788001, 1], [19, 0.3575668, -0.6371642, 2.678095, 1], [20, 0.352642, 0.2945948, 3.072945, 1], [21, -0.1236157, 0.1718887, 2.718549, 1], [22, -0.09450886, 0.1387818, 2.746, 1], [23, 0.3712584, -0.1733864, 2.742182, 1], [24, 0.4537644, -0.131879, 2.74062, 1]]
