[[0, -0.02130434, -0.3423649, 2.560008, 1], [1, -0.002570636, -0.05350658, 2.61778, 1], [2, 0.01403147, 0.227253, 2.663451, 1], [3, 0.01941871, 0.3629993, 2.677525, 1], [4, -0.1470332, 0.156138, 2.61626, 1], [5, -0.111275, -0.04965224, 2.445152, 1], [6, 0.02887604, -0.1601067, 2.310855, 1], [7, 0.03092204, -0.1723924, 2.321581, 1], [8, 0.1966321, 0.1153478, 2.647085, 1], [9, 0.2690924, -0.1232211, 2.559343, 1], [10, 0.0921202, -0.1466453, 2.398121, 1], [11, 0.02407945, -0.1517029, 2.328642, 1], [12, -0.1089575, -0.3236901, 2.513984, 1], [13, -0.2516635, -0.3335194, 2.150212, 1], [14, -0.2308016, -0.7343184, 2.171364, 1], [15, -0.2474267, -0.795387, 2.107553, 1], [16, 0.06684364, -0.3509043, 2.530076, 1], [17, 0.1773154, -0.3740526, 2.154966, 1], [18, 0.2526473, -0.738001, 2.292155, 1], [19, 0.3240069, -0.7864929, 2.209888, 1], [20, 0.009936513, 0.1581942, 2.654362, 1], [21, 0.03076889, -0.2003316, 2.307109, 1], [22, 0.05990945, -0.148261, 2.313588, 1], [23, -0.01211097, -0.159853, 2.307618, 1], [24, 0.004917264, -0.1054176, 2.312734, 1]]
[[0, -0.02110703, -0.3422675, 2.55991, 1], [1, -0.002551553, -0.05349667, 2.617811, 1], [2, 0.0140383, 0.2272362, 2.663525, 1], [3, 0.01966592, 0.3629344, 2.677433, 1], [4, -0.1459065, 0.1567158, 2.615798, 1], [5, -0.1112223, -0.04960245, 2.445164, 1], [6, 0.02751927, -0.1632713, 2.312201, 1], [7, 0.03050981, -0.1733761, 2.324771, 1], [8, 0.1966246, 0.1153186, 2.647098, 1], [9, 0.2688669, -0.1248381, 2.558989, 1], [10, 0.09457958, -0.1461546, 2.399961, 1], [11, 0.02501657, -0.1511912, 2.331064, 1], [12, -0.1087681, -0.3235677, 2.51388, 1], [13, -0.2516524, -0.3335938, 2.15019, 1], [14, -0.2299176, -0.734178, 2.173137, 1], [15, -0.247309, -0.7953889, 2.107859, 1], [16, 0.0670585, -0.3508287, 2.52998, 1], [17, 0.1774163, -0.3741606, 2.154849, 1], [18, 0.2527809, -0.7381217, 2.291989, 1], [19, 0.3241791, -0.7866101, 2.209787, 1], [20, 0.009948409, 0.1581803, 2.654433, 1], [21, 0.02493217, -0.2053399, 2.30934, 1], [22, 0.05784012, -0.1463357, 2.316389, 1], [23, -0.01021617, -0.1551798, 2.30751, 1], [24, 0.01201403, -0.1018691, 2.329901, 1]]
[[0, -0.02005476, -0.3428723, 2.561222, 1], [1, -0.002335454, -0.05405371, 2.618913, 1], [2, 0.01381978, 0.2267433, 2.664139, 1], [3, 0.0199517, 0.3626457, 2.677327, 1], [4, -0.1438966, 0.157947, 2.615125, 1], [5, -0.1178403, -0.04056112, 2.454831, 1], [6, 0.01421673, -0.1619334, 2.321855, 1], [7, 0.02005722, -0.1734754, 2.328284, 1], [8, 0.1966332, 0.1152503, 2.647129, 1], [9, 0.262614, -0.1259461, 2.549102, 1], [10, 0.07486359, -0.1469279, 2.38887, 1], [11, 0.01765182, -0.1533634, 2.332533, 1], [12, -0.1078724, -0.3238478, 2.514465, 1], [13, -0.2513161, -0.333657, 2.151004, 1], [14, -0.2300186, -0.7343335, 2.173202, 1], [15, -0.2474207, -0.7954471, 2.107597, 1], [16, 0.06834237, -0.3516032, 2.531989, 1], [17, 0.1760943, -0.3733321, 2.155925, 1], [18, 0.2520463, -0.7372528, 2.29289, 1], [19, 0.3233107, -0.7856652, 2.210332, 1], [20, 0.009832707, 0.1576571, 2.655164, 1], [21, 0.02912557, -0.2027429, 2.324195, 1], [22, 0.0507062, -0.1383689, 2.312682, 1], [23, -0.01700138, -0.1588793, 2.308223, 1], [24, -0.001144501, -0.1043491, 2.321657, 1]]
[[0, -0.0193375, -0.3431039, 2.562221, 1], [1, -0.002164462, -0.05409276, 2.619768, 1], [2, 0.01373371, 0.226856, 2.664677, 1], [3, 0.02013861, 0.3626845, 2.67745, 1], [4, -0.1435529, 0.1581784, 2.615059, 1], [5, -0.1146819, -0.04416452, 2.451681, 1], [6, 0.01791838, -0.1661295, 2.319905, 1], [7, 0.0238378, -0.1745343, 2.328908, 1], [8, 0.1966229, 0.115212, 2.647141, 1], [9, 0.2611732, -0.1260743, 2.548701, 1], [10, 0.07465979, -0.147432, 2.389185, 1], [11, 0.01628715, -0.1517587, 2.333923, 1], [12, -0.1072666, -0.3242118, 2.515464, 1], [13, -0.2508647, -0.3335521, 2.152048, 1], [14, -0.2293277, -0.7340817, 2.175617, 1], [15, -0.2473984, -0.7954457, 2.107663, 1], [16, 0.06916706, -0.3517191, 2.533017, 1], [17, 0.1758182, -0.373521, 2.156623, 1], [18, 0.2518598, -0.7373942, 2.293652, 1], [19, 0.3231942, -0.7855065, 2.210819, 1], [20, 0.009800153, 0.1577272, 2.655798, 1], [21, 0.02499103, -0.2034559, 2.316242, 1], [22, 0.05309837, -0.1436187, 2.315723, 1], [23, -0.01180259, -0.1516492, 2.318341, 1], [24, 0.003621184, -0.1038192, 2.326071, 1]]
[[0, -0.01928438, -0.3437491, 2.562788, 1], [1, -0.002182218, -0.0543572, 2.620043, 1], [2, 0.01373382, 0.2268357, 2.664692, 1], [3, 0.02042262, 0.3626303, 2.677359, 1], [4, -0.14322, 0.1582165, 2.614921, 1], [5, -0.1140422, -0.04496473, 2.45062, 1], [6, 0.01918168, -0.1667999, 2.319398, 1], [7, 0.02387501, -0.174716, 2.328331, 1], [8, 0.1966378, 0.11519, 2.647187, 1], [9, 0.254025, -0.108132, 2.562116, 1], [10, 0.05777295, -0.1371747, 2.352404, 1], [11, 0.01373297, -0.15607, 2.330558, 1], [12, -0.1069955, -0.3249533, 2.516204, 1], [13, -0.2504437, -0.3333193, 2.152689, 1], [14, -0.2280616, -0.7330765, 2.182993, 1], [15, -0.2470475, -0.7955649, 2.108375, 1], [16, 0.06903609, -0.3523076, 2.533467, 1], [17, 0.1756783, -0.3734784, 2.157026, 1], [18, 0.2516053, -0.737224, 2.294412, 1], [19, 0.322763, -0.7853246, 2.211268, 1], [20, 0.009798895, 0.1576629, 2.655858, 1], [21, 0.02248081, -0.2107081, 2.317605, 1], [22, 0.05434373, -0.1428071, 2.316154, 1], [23, -0.01881555, -0.1673619, 2.317106, 1], [24, 0.007550509, -0.1069602, 2.309091, 1]]
[[0, -0.01980498, -0.343711, 2.562356, 1], [1, -0.002297141, -0.05437686, 2.620096, 1], [2, 0.01378874, 0.2267637, 2.665116, 1], [3, 0.02063384, 0.3626043, 2.677351, 1], [4, -0.1444632, 0.1572125, 2.616442, 1], [5, -0.1137436, -0.04522296, 2.4503, 1], [6, 0.01975365, -0.1670622, 2.319385, 1], [7, 0.0235916, -0.1749508, 2.329072, 1], [8, 0.1970719, 0.1146937, 2.648132, 1], [9, 0.2537016, -0.1037837, 2.562809, 1], [10, 0.0978413, -0.1473462, 2.407113, 1], [11, 0.01230657, -0.157864, 2.331135, 1], [12, -0.1072301, -0.3248741, 2.515949, 1], [13, -0.2505036, -0.3332093, 2.152359, 1], [14, -0.2295552, -0.7336111, 2.177479, 1], [15, -0.2472101, -0.7955536, 2.108162, 1], [16, 0.06810642, -0.3523564, 2.532791, 1], [17, 0.1758655, -0.3736567, 2.1567, 1], [18, 0.2512696, -0.7373418, 2.29448, 1], [19, 0.3225463, -0.7852152, 2.211235, 1], [20, 0.00979011, 0.1576, 2.65616, 1], [21, 0.02460325, -0.2045722, 2.319441, 1], [22, 0.05362045, -0.143181, 2.314432, 1], [23, -0.02148743, -0.1649813, 2.318761, 1], [24, 0.006004273, -0.1105558, 2.313373, 1]]
[[0, -0.01972071, -0.3434678, 2.562272, 1], [1, -0.002336541, -0.05434497, 2.620288, 1], [2, 0.01360278, 0.2265085, 2.665911, 1], [3, 0.02065516, 0.3625535, 2.677312, 1], [4, -0.1449105, 0.1570707, 2.617215, 1], [5, -0.1132165, -0.04609185, 2.449104, 1], [6, 0.02092358, -0.1677631, 2.318734, 1], [7, 0.02606025, -0.173191, 2.329329, 1], [8, 0.1970201, 0.1147134, 2.648146, 1], [9, 0.2537962, -0.1037019, 2.563091, 1], [10, 0.05440104, -0.1799799, 2.360586, 1], [11, 0.01267163, -0.1623779, 2.332777, 1], [12, -0.1072118, -0.32475, 2.515942, 1], [13, -0.2505018, -0.3331594, 2.15236, 1], [14, -0.2302051, -0.7338341, 2.175076, 1], [15, -0.2472811, -0.7955451, 2.108003, 1], [16, 0.06830537, -0.3519472, 2.532575, 1], [17, 0.1758998, -0.3738581, 2.156477, 1], [18, 0.2512212, -0.7374244, 2.294571, 1], [19, 0.3225464, -0.785115, 2.211175, 1], [20, 0.009651299, 0.1574294, 2.656802, 1], [21, 0.01617926, -0.2182933, 2.319934, 1], [22, 0.05362497, -0.1437339, 2.316044, 1], [23, -0.02587038, -0.1589066, 2.320719, 1], [24, 0.0213534, -0.1166566, 2.308928, 1]]
[[0, -0.02212469, -0.3431027, 2.563524, 1], [1, -0.002913667, -0.05448208, 2.621184, 1], [2, 0.01406634, 0.2261035, 2.666638, 1], [3, 0.02090633, 0.3624547, 2.677235, 1], [4, -0.1453372, 0.1576085, 2.618338, 1], [5, -0.1126123, -0.04648308, 2.448631, 1], [6, 0.02188081, -0.1675045, 2.318002, 1], [7, 0.0263055, -0.1720379, 2.327976, 1], [8, 0.1970192, 0.1144403, 2.648757, 1], [9, 0.2530461, -0.1131421, 2.552191, 1], [10, 0.07446834, -0.1389693, 2.419978, 1], [11, 0.006524926, -0.1542864, 2.331768, 1], [12, -0.1099575, -0.3240911, 2.51776, 1], [13, -0.2498251, -0.3332185, 2.152769, 1], [14, -0.2295253, -0.7338825, 2.175581, 1], [15, -0.2472932, -0.7955517, 2.107992, 1], [16, 0.06625841, -0.3518465, 2.533381, 1], [17, 0.1756189, -0.3738601, 2.157835, 1], [18, 0.2508695, -0.7373859, 2.296058, 1], [19, 0.3218862, -0.7845948, 2.21158, 1], [20, 0.00985535, 0.1570972, 2.657534, 1], [21, 0.02669127, -0.2003423, 2.318944, 1], [22, 0.04758723, -0.13831, 2.307579, 1], [23, -0.02896385, -0.1623967, 2.322979, 1], [24, 0.001316745, -0.1040395, 2.312607, 1]]
[[0, -0.02193226, -0.3430943, 2.563839, 1], [1, -0.002545524, -0.05488014, 2.622185, 1], [2, 0.01515986, 0.2250874, 2.668162, 1], [3, 0.02243121, 0.3618456, 2.676177, 1], [4, -0.1457784, 0.157254, 2.619031, 1], [5, -0.1113146, -0.04772396, 2.447434, 1], [6, 0.01141846, -0.1856284, 2.322621, 1], [7, -0.001810255, -0.1505234, 2.33104, 1], [8, 0.1972052, 0.1143694, 2.650249, 1], [9, 0.2525171, -0.1070111, 2.556768, 1], [10, 0.09327746, -0.1591696, 2.407681, 1], [11, 0.008723063, -0.1571064, 2.328208, 1], [12, -0.1097921, -0.3241763, 2.51807, 1], [13, -0.2495939, -0.333221, 2.153048, 1], [14, -0.2289635, -0.7337014, 2.177538, 1], [15, -0.2472066, -0.7954611, 2.108056, 1], [16, 0.066503, -0.351751, 2.533749, 1], [17, 0.175451, -0.3740408, 2.158094, 1], [18, 0.2506875, -0.7374807, 2.296521, 1], [19, 0.3217021, -0.7844003, 2.21169, 1], [20, 0.0107658, 0.1561991, 2.659009, 1], [21, 0.03667055, -0.1437146, 2.314619, 1], [22, 0.009023871, -0.09309152, 2.309, 1], [23, -0.02574801, -0.1550121, 2.318227, 1], [24, 0.0205115, -0.1127469, 2.29324, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
[[0, -0.02225788, -0.343376, 2.564097, 1], [1, -0.002789042, -0.05520492, 2.622562, 1], [2, 0.01514034, 0.2248458, 2.668416, 1], [3, 0.02375655, 0.3614862, 2.675702, 1], [4, -0.1457952, 0.1575573, 2.61962, 1], [5, -0.1410433, -0.01721174, 2.472343, 1], [6, -0.01017998, -0.1361865, 2.335647, 1], [7, -0.008717526, -0.1206455, 2.331465, 1], [8, 0.1972036, 0.1143979, 2.65023, 1], [9, 0.2528373, -0.114477, 2.549567, 1], [10, 0.05582243, -0.1289159, 2.352808, 1], [11, 0.009556962, -0.1469041, 2.325485, 1], [12, -0.1099768, -0.3245254, 2.518581, 1], [13, -0.2493613, -0.3331398, 2.153372, 1], [14, -0.2286886, -0.7336034, 2.178007, 1], [15, -0.2472065, -0.7954605, 2.108048, 1], [16, 0.06598739, -0.3520347, 2.533818, 1], [17, 0.1753681, -0.3740323, 2.158277, 1], [18, 0.2506307, -0.7374362, 2.296775, 1], [19, 0.3215715, -0.7842525, 2.211707, 1], [20, 0.01070039, 0.1559217, 2.659311, 1], [21, 0.03354897, -0.1447318, 2.304708, 1], [22, 0.0113993, -0.08561423, 2.32316, 1], [23, -0.02222642, -0.1600426, 2.316809, 1], [24, 0.003535243, -0.09870505, 2.304032, 1]]
