[[0, -0.1046569, -0.2427325, 2.147068, 1], [1, -0.1049668, -0.04273013, 2.117932, 1], [2, -0.1054023, 0.1530177, 2.079336, 1], [3, -0.1422399, 0.2504511, 2.020827, 1], [4, -0.2565125, 0.05944875, 2.098705, 1], [5, -0.2611808, -0.1402979, 2.088814, 1], [6, -0.2091953, -0.2764133, 1.90955, 1], [7, -0.1871297, -0.2861899, 1.86763, 1], [8, 0.04977076, 0.10733, 2.085598, 1], [9, 0.1518403, -0.07406667, 2.107368, 1], [10, 0.1271513, -0.2183567, 1.986953, 1], [11, 0.1185847, -0.2543676, 1.935196, 1], [12, -0.1733884, -0.2435403, 2.125382, 1], [13, -0.1364801, -0.3145072, 1.828975, 1], [14, -0.1220542, -0.6763597, 1.77805, 1], [15, -0.1234834, -0.7191376, 1.673394, 1], [16, -0.03349157, -0.2361982, 2.118231, 1], [17, 0.09138901, -0.2916284, 1.871234, 1], [18, 0.05316206, -0.6521828, 1.823394, 1], [19, 0.04946465, -0.695411, 1.718528, 1], [20, -0.1052988, 0.1047166, 2.090775, 1], [21, -0.1648585, -0.3211462, 1.793424, 1], [22, -0.1548359, -0.2626046, 1.841996, 1], [23, 0.1138299, -0.280504, 1.854733, 1], [24, 0.07096606, -0.2546426, 1.915857, 1]]
[[0, -0.1038718, -0.2423739, 2.147035, 1], [1, -0.1049637, -0.04272534, 2.117913, 1], [2, -0.1059527, 0.1528042, 2.079209, 1], [3, -0.1426598, 0.2499545, 2.020395, 1], [4, -0.2568301, 0.05922673, 2.098384, 1], [5, -0.2615588, -0.1411968, 2.089117, 1], [6, -0.2087763, -0.2358581, 1.940044, 1], [7, -0.1786857, -0.2607925, 1.889892, 1], [8, 0.04937609, 0.1070635, 2.085441, 1], [9, 0.1512955, -0.07439072, 2.107299, 1], [10, 0.1207062, -0.2422536, 1.950135, 1], [11, 0.1114203, -0.2683418, 1.911103, 1], [12, -0.1729264, -0.2434496, 2.125218, 1], [13, -0.1367392, -0.3142574, 1.828477, 1], [14, -0.1235636, -0.6761261, 1.77728, 1], [15, -0.1249209, -0.7189156, 1.672632, 1], [16, -0.0322286, -0.2354187, 2.118426, 1], [17, 0.0916549, -0.2925444, 1.870994, 1], [18, 0.05491269, -0.6532948, 1.823623, 1], [19, 0.05124478, -0.6965232, 1.718767, 1], [20, -0.1056244, 0.1045898, 2.090669, 1], [21, -0.1490406, -0.2828985, 1.823775, 1], [22, -0.1391684, -0.2544919, 1.904167, 1], [23, 0.09606977, -0.2818605, 1.858682, 1], [24, 0.06846931, -0.2614523, 1.90478, 1]]
[[0, -0.1046135, -0.2423733, 2.146971, 1], [1, -0.1054684, -0.04286217, 2.117802, 1], [2, -0.1062321, 0.1525944, 2.079122, 1], [3, -0.1429027, 0.2498651, 2.020407, 1], [4, -0.2570884, 0.05904343, 2.098124, 1], [5, -0.2616921, -0.1413174, 2.089238, 1], [6, -0.2086943, -0.2355611, 1.940207, 1], [7, -0.1926189, -0.280411, 1.874821, 1], [8, 0.04916877, 0.1071148, 2.085344, 1], [9, 0.1106207, -0.06840066, 2.039881, 1], [10, 0.1050212, -0.230241, 1.909888, 1], [11, 0.09872673, -0.2946068, 1.845001, 1], [12, -0.1736021, -0.24338, 2.124965, 1], [13, -0.1381022, -0.3153004, 1.828453, 1], [14, -0.1240306, -0.6772382, 1.778207, 1], [15, -0.1253307, -0.7200207, 1.673562, 1], [16, -0.03311764, -0.2355183, 2.118554, 1], [17, 0.09246051, -0.293137, 1.870783, 1], [18, 0.05783364, -0.6541374, 1.823871, 1], [19, 0.05418085, -0.6973592, 1.719019, 1], [20, -0.1059828, 0.1043761, 2.09056, 1], [21, -0.1733039, -0.3228951, 1.804513, 1], [22, -0.1581149, -0.2585933, 1.852445, 1], [23, 0.09465465, -0.3334922, 1.785219, 1], [24, 0.06094299, -0.290719, 1.857571, 1]]
[[0, -0.1055394, -0.2426734, 2.147622, 1], [1, -0.1060669, -0.04316884, 2.117967, 1], [2, -0.1066058, 0.1522831, 2.079028, 1], [3, -0.1430417, 0.2497025, 2.020378, 1], [4, -0.25745, 0.05861746, 2.097546, 1], [5, -0.2618891, -0.1411906, 2.089221, 1], [6, -0.2564904, -0.2808595, 1.974139, 1], [7, -0.2466542, -0.3196855, 1.934557, 1], [8, 0.04899267, 0.1070511, 2.085382, 1], [9, 0.1107246, -0.06859048, 2.040004, 1], [10, 0.1112198, -0.2177814, 1.932268, 1], [11, 0.1059325, -0.2707035, 1.891593, 1], [12, -0.1742005, -0.2435472, 2.125227, 1], [13, -0.1378427, -0.3147261, 1.826424, 1], [14, -0.1236573, -0.6768089, 1.777623, 1], [15, -0.1247479, -0.7196447, 1.673001, 1], [16, -0.03444323, -0.2360199, 2.119748, 1], [17, 0.09341258, -0.2937905, 1.870884, 1], [18, 0.06143773, -0.655066, 1.824493, 1], [19, 0.05795296, -0.6983312, 1.71967, 1], [20, -0.1064282, 0.1040508, 2.09051, 1], [21, -0.2195324, -0.3426698, 1.900554, 1], [22, -0.224657, -0.2980656, 1.882769, 1], [23, 0.1009156, -0.2959211, 1.812164, 1], [24, 0.06416859, -0.2836013, 1.865667, 1]]
[[0, -0.106096, -0.2430744, 2.148159, 1], [1, -0.1066005, -0.04352694, 2.118134, 1], [2, -0.107112, 0.1519425, 2.078934, 1], [3, -0.1431759, 0.2495448, 2.020328, 1], [4, -0.2575469, 0.05837968, 2.097162, 1], [5, -0.2602503, -0.1476278, 2.087704, 1], [6, -0.2073011, -0.2346294, 1.938093, 1], [7, -0.1930481, -0.2804758, 1.87518, 1], [8, 0.04893426, 0.1070966, 2.085452, 1], [9, 0.1105557, -0.06869721, 2.040369, 1], [10, 0.1116891, -0.2161311, 1.934072, 1], [11, 0.1073528, -0.2693556, 1.893015, 1], [12, -0.1745603, -0.2438407, 2.125518, 1], [13, -0.1388615, -0.3151336, 1.826713, 1], [14, -0.1237949, -0.6771917, 1.778021, 1], [15, -0.124724, -0.7200689, 1.673423, 1], [16, -0.03520412, -0.2365358, 2.120552, 1], [17, 0.09600846, -0.2916321, 1.872362, 1], [18, 0.06546402, -0.6532788, 1.828434, 1], [19, 0.06208935, -0.696625, 1.723623, 1], [20, -0.1069624, 0.1036927, 2.090469, 1], [21, -0.1740229, -0.3202168, 1.806782, 1], [22, -0.1609333, -0.2621869, 1.843133, 1], [23, 0.09145751, -0.2998064, 1.812496, 1], [24, 0.0656551, -0.2808229, 1.871556, 1]]
[[0, -0.1062769, -0.2430723, 2.148169, 1], [1, -0.1067684, -0.04359778, 2.118049, 1], [2, -0.10725, 0.1517786, 2.078725, 1], [3, -0.1432464, 0.2495062, 2.020208, 1], [4, -0.2577401, 0.05838243, 2.096515, 1], [5, -0.2605979, -0.1506199, 2.086548, 1], [6, -0.2542939, -0.3165751, 1.950654, 1], [7, -0.2108374, -0.3090555, 1.879252, 1], [8, 0.04861135, 0.1073317, 2.085497, 1], [9, 0.11047, -0.06863013, 2.040579, 1], [10, 0.1116945, -0.2156854, 1.935007, 1], [11, 0.1054464, -0.2674273, 1.897609, 1], [12, -0.1747117, -0.2438366, 2.125535, 1], [13, -0.1397781, -0.3157737, 1.826811, 1], [14, -0.1249823, -0.678191, 1.781592, 1], [15, -0.1256873, -0.7210888, 1.676997, 1], [16, -0.03540383, -0.2365396, 2.120537, 1], [17, 0.09754764, -0.2920709, 1.87165, 1], [18, 0.0673669, -0.6538368, 1.828699, 1], [19, 0.06418, -0.697194, 1.723894, 1], [20, -0.1071216, 0.1035468, 2.090284, 1], [21, -0.1734034, -0.3280414, 1.800679, 1], [22, -0.2025536, -0.2638625, 1.870048, 1], [23, 0.09047708, -0.2972143, 1.815396, 1], [24, 0.06484935, -0.2808228, 1.870009, 1]]
[[0, -0.1064175, -0.2431889, 2.148158, 1], [1, -0.107037, -0.04378065, 2.117726, 1], [2, -0.1076483, 0.1515334, 2.077806, 1], [3, -0.1431338, 0.2487903, 2.018687, 1], [4, -0.2575762, 0.05857357, 2.095981, 1], [5, -0.2594275, -0.1590154, 2.078247, 1], [6, -0.2752625, -0.2717839, 1.947993, 1], [7, -0.2244907, -0.2631766, 1.915254, 1], [8, 0.04852416, 0.1073536, 2.085246, 1], [9, 0.1109885, -0.06981403, 2.041741, 1], [10, 0.1135076, -0.2168792, 1.937111, 1], [11, 0.1101568, -0.2629955, 1.909938, 1], [12, -0.1747748, -0.2438976, 2.125484, 1], [13, -0.1395086, -0.3147864, 1.825739, 1], [14, -0.1245532, -0.6772228, 1.780706, 1], [15, -0.1251507, -0.720193, 1.676146, 1], [16, -0.0356612, -0.2367462, 2.120581, 1], [17, 0.1031174, -0.288193, 1.874169, 1], [18, 0.07227784, -0.6501404, 1.833692, 1], [19, 0.06914202, -0.6936258, 1.728906, 1], [20, -0.1075058, 0.1033042, 2.089522, 1], [21, -0.2119284, -0.2759116, 1.877858, 1], [22, -0.2041157, -0.2390758, 1.891667, 1], [23, 0.0989127, -0.279522, 1.859833, 1], [24, 0.06769715, -0.2742253, 1.877231, 1]]
[[0, -0.1065192, -0.2433339, 2.148288, 1], [1, -0.1072394, -0.0440934, 2.117637, 1], [2, -0.1079874, 0.1509102, 2.077349, 1], [3, -0.1427501, 0.2478709, 2.017738, 1], [4, -0.2571314, 0.05777693, 2.094399, 1], [5, -0.2585365, -0.1516081, 2.080964, 1], [6, -0.2722835, -0.2636228, 1.949739, 1], [7, -0.2225538, -0.2571307, 1.918968, 1], [8, 0.04901277, 0.1065608, 2.085078, 1], [9, 0.1108852, -0.07045062, 2.041804, 1], [10, 0.11273, -0.2166624, 1.936848, 1], [11, 0.1099147, -0.2628033, 1.910523, 1], [12, -0.1748597, -0.243958, 2.125474, 1], [13, -0.1403183, -0.3148102, 1.826084, 1], [14, -0.1239516, -0.6771277, 1.780426, 1], [15, -0.1241237, -0.7201418, 1.675883, 1], [16, -0.03576944, -0.2370548, 2.120979, 1], [17, 0.1037546, -0.287049, 1.87421, 1], [18, 0.07788073, -0.64956, 1.835929, 1], [19, 0.07510751, -0.693106, 1.731157, 1], [20, -0.1078216, 0.1027562, 2.089164, 1], [21, -0.2061125, -0.263522, 1.880218, 1], [22, -0.1955178, -0.2378114, 1.885834, 1], [23, 0.1036734, -0.2793172, 1.860724, 1], [24, 0.06869977, -0.2810649, 1.862863, 1]]
[[0, -0.1065874, -0.2433711, 2.148301, 1], [1, -0.1073426, -0.04428008, 2.117432, 1], [2, -0.1080395, 0.1504692, 2.076729, 1], [3, -0.1423539, 0.2466592, 2.016286, 1], [4, -0.2567262, 0.05783922, 2.092108, 1], [5, -0.259844, -0.1508981, 2.083316, 1], [6, -0.2712896, -0.2652065, 1.953947, 1], [7, -0.226441, -0.2590768, 1.91756, 1], [8, 0.0490171, 0.1065944, 2.085046, 1], [9, 0.1106391, -0.07004511, 2.041325, 1], [10, 0.1122185, -0.216322, 1.937122, 1], [11, 0.1084811, -0.26206, 1.909997, 1], [12, -0.1749053, -0.243982, 2.125357, 1], [13, -0.1408041, -0.3150179, 1.825801, 1], [14, -0.1240973, -0.6773396, 1.780344, 1], [15, -0.1235922, -0.7203972, 1.67582, 1], [16, -0.0359539, -0.237156, 2.121171, 1], [17, 0.1057246, -0.2880887, 1.870994, 1], [18, 0.07931515, -0.6508114, 1.836146, 1], [19, 0.07719941, -0.6943905, 1.731396, 1], [20, -0.1079035, 0.1023778, 2.088652, 1], [21, -0.2034754, -0.2878578, 1.850968, 1], [22, -0.2021428, -0.2322796, 1.896, 1], [23, 0.1029085, -0.277095, 1.858463, 1], [24, 0.07213651, -0.2779455, 1.858357, 1]]
[[0, -0.106698, -0.2434547, 2.148267, 1], [1, -0.1074861, -0.04459765, 2.11703, 1], [2, -0.1080771, 0.1498443, 2.075767, 1], [3, -0.1417661, 0.2456162, 2.014766, 1], [4, -0.256518, 0.05846032, 2.089906, 1], [5, -0.2599364, -0.1502751, 2.08307, 1], [6, -0.2760113, -0.2675863, 1.957139, 1], [7, -0.2307958, -0.2613206, 1.922466, 1], [8, 0.04898498, 0.1065581, 2.084095, 1], [9, 0.110553, -0.07014693, 2.041061, 1], [10, 0.1121853, -0.2168855, 1.93659, 1], [11, 0.108757, -0.2622008, 1.908163, 1], [12, -0.1749826, -0.2440134, 2.12533, 1], [13, -0.141712, -0.3152137, 1.82575, 1], [14, -0.1239437, -0.6774385, 1.779804, 1], [15, -0.1230565, -0.7205617, 1.675321, 1], [16, -0.0360877, -0.2373009, 2.121104, 1], [17, 0.1069803, -0.2897685, 1.870052, 1], [18, 0.0794649, -0.6524401, 1.835752, 1], [19, 0.07773101, -0.6960684, 1.731049, 1], [20, -0.1079862, 0.1018258, 2.087829, 1], [21, -0.2046036, -0.2848677, 1.856537, 1], [22, -0.2142453, -0.2218639, 1.916, 1], [23, 0.1055628, -0.2779739, 1.857724, 1], [24, 0.06709451, -0.2804396, 1.865767, 1]]
[[0, -0.1058581, -0.2438597, 2.148298, 1], [1, -0.1068743, -0.04487358, 2.116779, 1], [2, -0.1075808, 0.1497151, 2.075377, 1], [3, -0.1413637, 0.2448635, 2.013856, 1], [4, -0.2562272, 0.05852371, 2.088569, 1], [5, -0.2597473, -0.1503385, 2.082941, 1], [6, -0.2732133, -0.2652694, 1.954373, 1], [7, -0.2283166, -0.260749, 1.917718, 1], [8, 0.04899002, 0.1065598, 2.084072, 1], [9, 0.1105132, -0.07019507, 2.041034, 1], [10, 0.1122041, -0.2168501, 1.93668, 1], [11, 0.1078178, -0.2630186, 1.908179, 1], [12, -0.1737294, -0.2446793, 2.125165, 1], [13, -0.1422652, -0.3155169, 1.825355, 1], [14, -0.1243382, -0.6777321, 1.7794, 1], [15, -0.1230523, -0.7208787, 1.674935, 1], [16, -0.03554418, -0.2374997, 2.121217, 1], [17, 0.1079722, -0.2896901, 1.87072, 1], [18, 0.0819776, -0.6523336, 1.834437, 1], [19, 0.08060452, -0.6959865, 1.729752, 1], [20, -0.1074673, 0.1016567, 2.087464, 1], [21, -0.2033358, -0.2836876, 1.854694, 1], [22, -0.2102648, -0.2256298, 1.913697, 1], [23, 0.1041109, -0.278464, 1.858095, 1], [24, 0.0670751, -0.2809533, 1.864434, 1]]
