[[0, 0.06206524, 0.03022728, 2.01, 1], [1, 0.07091903, 0.3407283, 1.939287, 1], [2, 0.07856665, 0.6372487, 1.857778, 1], [3, 0.05103654, 0.7569162, 1.812334, 1], [4, -0.08605926, 0.5184118, 1.861346, 1], [5, -0.1423215, 0.2652418, 1.902208, 1], [6, -0.1910459, 0.007573538, 1.758274, 1], [7, -0.1887259, -0.02859488, 1.679472, 1], [8, 0.2403412, 0.5465519, 1.870331, 1], [9, 0.2630962, 0.2835986, 1.899862, 1], [10, 0.2844244, 0.06686298, 1.757164, 1], [11, 0.2868438, 0.02210033, 1.695375, 1], [12, -0.01000167, 0.03135562, 1.970565, 1], [13, -0.03627081, -0.397249, 2.0552, 1], [14, -0.04707418, -0.6961278, 2.086303, 1], [15, -0.08971589, -0.7432914, 1.994817, 1], [16, 0.1317132, 0.02800977, 1.974629, 1], [17, 0.172822, -0.4434837, 2.053546, 1], [18, 0.2591217, -0.7340462, 2.028653, 1], [19, 0.2114092, -0.7414272, 1.928369, 1], [20, 0.07647977, 0.5652209, 1.880595, 1], [21, -0.2084172, -0.1028221, 1.599983, 1], [22, -0.1121877, -0.02505048, 1.618273, 1], [23, 0.2773489, -0.04069529, 1.596157, 1], [24, 0.283366, -0.06890947, 1.742, 1]]
[[0, 0.06117254, 0.0301006, 2.00979, 1], [1, 0.07073879, 0.3406333, 1.939136, 1], [2, 0.07874997, 0.6371657, 1.857336, 1], [3, 0.05091423, 0.7570908, 1.812103, 1], [4, -0.08607487, 0.5184198, 1.861346, 1], [5, -0.1429441, 0.2668062, 1.902577, 1], [6, -0.1903475, 0.01227328, 1.752416, 1], [7, -0.1887524, -0.06716978, 1.631609, 1], [8, 0.2401881, 0.54605, 1.869752, 1], [9, 0.262758, 0.2837335, 1.899482, 1], [10, 0.2840301, 0.06607911, 1.756622, 1], [11, 0.2884236, 0.02228445, 1.694227, 1], [12, -0.01075802, 0.03123677, 1.970456, 1], [13, -0.03772326, -0.3966165, 2.054924, 1], [14, -0.04638255, -0.6963143, 2.086685, 1], [15, -0.08932912, -0.7432791, 1.994564, 1], [16, 0.1307184, 0.02787478, 1.974282, 1], [17, 0.172768, -0.4435593, 2.053185, 1], [18, 0.257376, -0.7313256, 2.029836, 1], [19, 0.2139614, -0.7434317, 1.928442, 1], [20, 0.07657672, 0.5651159, 1.880218, 1], [21, -0.1948284, -0.1340889, 1.572344, 1], [22, -0.1113647, -0.02535156, 1.619481, 1], [23, 0.2761595, -0.0469663, 1.59269, 1], [24, 0.2830747, -0.06737906, 1.736073, 1]]
[[0, 0.05960111, 0.0300433, 2.009001, 1], [1, 0.07029612, 0.3405853, 1.93889, 1], [2, 0.07875973, 0.6371751, 1.857247, 1], [3, 0.05074572, 0.7571345, 1.812059, 1], [4, -0.08645732, 0.5186213, 1.861432, 1], [5, -0.1438279, 0.2667013, 1.90227, 1], [6, -0.1907267, 0.009844595, 1.756164, 1], [7, -0.1906569, -0.07039565, 1.627992, 1], [8, 0.2397769, 0.5456127, 1.868877, 1], [9, 0.2624679, 0.284043, 1.899251, 1], [10, 0.2839091, 0.06603829, 1.756655, 1], [11, 0.2885919, 0.01994827, 1.694173, 1], [12, -0.01228837, 0.03124899, 1.969785, 1], [13, -0.03783388, -0.3967034, 2.054852, 1], [14, -0.04694083, -0.6965845, 2.08769, 1], [15, -0.08965313, -0.7429507, 1.995738, 1], [16, 0.1291761, 0.02774028, 1.973346, 1], [17, 0.1727763, -0.4434906, 2.053097, 1], [18, 0.2637791, -0.7324635, 2.031014, 1], [19, 0.2118005, -0.739839, 1.933657, 1], [20, 0.07654475, 0.5651091, 1.880091, 1], [21, -0.1962832, -0.1366613, 1.583353, 1], [22, -0.201676, -0.03177692, 1.57425, 1], [23, 0.2904832, -0.05759471, 1.593216, 1], [24, 0.2857231, -0.06252228, 1.7491, 1]]
[[0, 0.05863208, 0.02990729, 2.008509, 1], [1, 0.06968026, 0.3405268, 1.938643, 1], [2, 0.07855957, 0.6372253, 1.857106, 1], [3, 0.050438, 0.7573985, 1.812123, 1], [4, -0.08654153, 0.5186633, 1.861448, 1], [5, -0.1441609, 0.2663887, 1.902465, 1], [6, -0.1915504, 0.01462149, 1.747483, 1], [7, -0.1842938, -0.02070386, 1.684065, 1], [8, 0.2393109, 0.5453808, 1.868522, 1], [9, 0.262123, 0.2840121, 1.899237, 1], [10, 0.2832387, 0.06874455, 1.757756, 1], [11, 0.286894, 0.02259305, 1.695756, 1], [12, -0.01324269, 0.03126287, 1.9694, 1], [13, -0.03944571, -0.3957925, 2.054623, 1], [14, -0.0470527, -0.6966644, 2.087976, 1], [15, -0.09877469, -0.7422798, 1.974945, 1], [16, 0.128219, 0.02744108, 1.972714, 1], [17, 0.1653465, -0.3929323, 2.047647, 1], [18, 0.2705183, -0.7358729, 2.02791, 1], [19, 0.2083177, -0.7362717, 1.937612, 1], [20, 0.07628724, 0.5651276, 1.879906, 1], [21, -0.1895335, -0.08051845, 1.629435, 1], [22, -0.1125508, -0.02609756, 1.629083, 1], [23, 0.2812148, -0.05647378, 1.59208, 1], [24, 0.284775, -0.06303913, 1.743095, 1]]
[[0, 0.05794469, 0.02948401, 2.007975, 1], [1, 0.06899635, 0.3402678, 1.938345, 1], [2, 0.07808769, 0.6371918, 1.856921, 1], [3, 0.05014929, 0.7573507, 1.812216, 1], [4, -0.08747504, 0.5189322, 1.8617, 1], [5, -0.1451926, 0.2670283, 1.902281, 1], [6, -0.1886297, 0.02311837, 1.761432, 1], [7, -0.1985365, -0.008719108, 1.694886, 1], [8, 0.2383047, 0.5447335, 1.867718, 1], [9, 0.2615894, 0.283237, 1.898945, 1], [10, 0.2832201, 0.0666104, 1.757036, 1], [11, 0.2889871, 0.0235026, 1.693516, 1], [12, -0.01393954, 0.03105108, 1.968969, 1], [13, -0.04089722, -0.3954673, 2.054108, 1], [14, -0.0446781, -0.6968698, 2.088709, 1], [15, -0.09790839, -0.7415053, 1.975966, 1], [16, 0.1275634, 0.02677349, 1.972034, 1], [17, 0.1730705, -0.4446099, 2.049354, 1], [18, 0.2728444, -0.7369518, 2.029131, 1], [19, 0.2095867, -0.7350221, 1.939422, 1], [20, 0.0757912, 0.5650291, 1.879669, 1], [21, -0.209164, -0.08789694, 1.603162, 1], [22, -0.1968101, -0.0472317, 1.601, 1], [23, 0.2961316, -0.06181653, 1.600459, 1], [24, 0.2866652, -0.07233834, 1.744552, 1]]
[[0, 0.05709806, 0.02936293, 2.007323, 1], [1, 0.06826367, 0.3401824, 1.937938, 1], [2, 0.07762372, 0.6372133, 1.856648, 1], [3, 0.0495443, 0.757513, 1.812336, 1], [4, -0.08867705, 0.5195248, 1.86179, 1], [5, -0.1457213, 0.2675396, 1.902161, 1], [6, -0.1870215, 0.02965673, 1.755669, 1], [7, -0.1978756, -0.009419689, 1.68551, 1], [8, 0.2372565, 0.5441968, 1.866885, 1], [9, 0.2605521, 0.2837202, 1.899265, 1], [10, 0.2826001, 0.07084875, 1.75857, 1], [11, 0.2865285, 0.02354464, 1.694257, 1], [12, -0.01472307, 0.03112943, 1.968498, 1], [13, -0.04175001, -0.3954301, 2.053784, 1], [14, -0.04424207, -0.696649, 2.088771, 1], [15, -0.09644894, -0.7451726, 1.980289, 1], [16, 0.1266726, 0.02642219, 1.97115, 1], [17, 0.1729942, -0.4446486, 2.049254, 1], [18, 0.2724587, -0.7366628, 2.029042, 1], [19, 0.2088256, -0.7344944, 1.93969, 1], [20, 0.0752832, 0.5650105, 1.879339, 1], [21, -0.2065911, -0.08141788, 1.606472, 1], [22, -0.2017344, -0.03538918, 1.603333, 1], [23, 0.2894946, -0.06543799, 1.5998, 1], [24, 0.2837156, -0.06739934, 1.742817, 1]]
[[0, 0.05612132, 0.02897554, 2.006433, 1], [1, 0.06735835, 0.3400178, 1.937347, 1], [2, 0.07692543, 0.6373022, 1.85622, 1], [3, 0.04894671, 0.7580674, 1.812203, 1], [4, -0.08999432, 0.5202229, 1.862036, 1], [5, -0.1466445, 0.2668817, 1.901374, 1], [6, -0.1873149, 0.03102413, 1.754284, 1], [7, -0.195752, -0.01223794, 1.690118, 1], [8, 0.2364782, 0.5437116, 1.8661, 1], [9, 0.2601522, 0.2839257, 1.899248, 1], [10, 0.2824205, 0.07103639, 1.758474, 1], [11, 0.2852858, 0.02426788, 1.696817, 1], [12, -0.01562027, 0.0308493, 1.967748, 1], [13, -0.04233987, -0.3949972, 2.053242, 1], [14, -0.04426494, -0.6965961, 2.08879, 1], [15, -0.09578421, -0.7453189, 1.985962, 1], [16, 0.1256798, 0.02594955, 1.970124, 1], [17, 0.1730013, -0.4449547, 2.049003, 1], [18, 0.2633519, -0.7328785, 2.028708, 1], [19, 0.2085809, -0.7389783, 1.933168, 1], [20, 0.07455637, 0.5650239, 1.878845, 1], [21, -0.2112353, -0.09158017, 1.605058, 1], [22, -0.1152027, -0.0222599, 1.619667, 1], [23, 0.2899236, -0.04498929, 1.594137, 1], [24, 0.2829031, -0.0649908, 1.747366, 1]]
[[0, 0.05473656, 0.02883204, 2.005306, 1], [1, 0.06647996, 0.3400366, 1.936973, 1], [2, 0.07646465, 0.6374562, 1.856218, 1], [3, 0.04823063, 0.7584508, 1.812212, 1], [4, -0.0910733, 0.5210252, 1.862392, 1], [5, -0.1469047, 0.2672352, 1.901175, 1], [6, -0.1884138, 0.03832411, 1.758834, 1], [7, -0.1978449, 0.002309057, 1.695878, 1], [8, 0.2349869, 0.5432044, 1.865089, 1], [9, 0.2598456, 0.284024, 1.899235, 1], [10, 0.2819889, 0.07113621, 1.75784, 1], [11, 0.2865201, 0.02589873, 1.693344, 1], [12, -0.01702473, 0.03096819, 1.966876, 1], [13, -0.04302931, -0.3946586, 2.052777, 1], [14, -0.04484502, -0.6963685, 2.089761, 1], [15, -0.09449458, -0.7453852, 1.988306, 1], [16, 0.1243531, 0.02553158, 1.968695, 1], [17, 0.1730917, -0.4449865, 2.048735, 1], [18, 0.2641941, -0.7324462, 2.029378, 1], [19, 0.2089015, -0.7388341, 1.93434, 1], [20, 0.07404154, 0.5651351, 1.878754, 1], [21, -0.2136333, -0.08637843, 1.606415, 1], [22, -0.1578042, -0.02477887, 1.624778, 1], [23, 0.2960441, -0.05058351, 1.597661, 1], [24, 0.3215715, 0.0247774, 1.67075, 1]]
[[0, 0.05387387, 0.028726, 2.00454, 1], [1, 0.06555733, 0.3400844, 1.936559, 1], [2, 0.07558695, 0.6377168, 1.856085, 1], [3, 0.04778885, 0.7585593, 1.81222, 1], [4, -0.09110292, 0.5208781, 1.86236, 1], [5, -0.1479816, 0.2677864, 1.900886, 1], [6, -0.1888537, 0.04374646, 1.760669, 1], [7, -0.1968285, 0.005705899, 1.700809, 1], [8, 0.2339424, 0.5430268, 1.864421, 1], [9, 0.2594913, 0.2839924, 1.899393, 1], [10, 0.2810172, 0.06840728, 1.756191, 1], [11, 0.2836927, 0.02409145, 1.697438, 1], [12, -0.01786624, 0.0308852, 1.966274, 1], [13, -0.04328677, -0.394819, 2.052503, 1], [14, -0.04493686, -0.6961833, 2.089865, 1], [15, -0.09354158, -0.7453316, 1.990056, 1], [16, 0.1235235, 0.02541852, 1.967769, 1], [17, 0.1723755, -0.4437782, 2.047554, 1], [18, 0.2561723, -0.7304835, 2.028548, 1], [19, 0.2102249, -0.7422268, 1.928562, 1], [20, 0.07317646, 0.5653245, 1.878529, 1], [21, -0.218921, -0.08134026, 1.617699, 1], [22, -0.1944373, -0.039853, 1.59825, 1], [23, 0.2435519, -0.03081446, 1.608165, 1], [24, 0.2812437, -0.06348966, 1.73975, 1]]
[[0, 0.05271166, 0.02861629, 2.00364, 1], [1, 0.06439628, 0.3400888, 1.935915, 1], [2, 0.07459854, 0.6378914, 1.855676, 1], [3, 0.04724032, 0.7587876, 1.812068, 1], [4, -0.09233203, 0.5215803, 1.862501, 1], [5, -0.1488557, 0.2691386, 1.900424, 1], [6, -0.1852872, 0.05908828, 1.766404, 1], [7, -0.1939163, 0.009323782, 1.703277, 1], [8, 0.2324232, 0.54197, 1.863033, 1], [9, 0.2593483, 0.28393, 1.899318, 1], [10, 0.281007, 0.06893528, 1.75588, 1], [11, 0.2854303, 0.02540922, 1.695621, 1], [12, -0.01887783, 0.03061777, 1.96577, 1], [13, -0.0440463, -0.3943108, 2.05179, 1], [14, -0.04541811, -0.6962364, 2.089334, 1], [15, -0.09298377, -0.7449476, 1.991472, 1], [16, 0.1222205, 0.02553144, 1.96636, 1], [17, 0.1725383, -0.4440725, 2.047134, 1], [18, 0.2698679, -0.7365221, 2.025107, 1], [19, 0.2049571, -0.7357076, 1.937473, 1], [20, 0.0721503, 0.5654449, 1.878038, 1], [21, -0.2121948, -0.06811853, 1.621569, 1], [22, -0.1446013, -0.02526394, 1.624083, 1], [23, 0.287298, -0.05704915, 1.606675, 1], [24, 0.3221186, 0.01954622, 1.674733, 1]]
[[0, 0.05221365, 0.02858738, 2.002916, 1], [1, 0.06368033, 0.3401428, 1.935549, 1], [2, 0.07362017, 0.6381022, 1.855614, 1], [3, 0.04668198, 0.7589337, 1.811936, 1], [4, -0.09364551, 0.5220903, 1.862955, 1], [5, -0.1497073, 0.2701166, 1.900246, 1], [6, -0.183688, 0.0364804, 1.747627, 1], [7, -0.1862283, -0.007123687, 1.69002, 1], [8, 0.2318341, 0.5415334, 1.862628, 1], [9, 0.2589979, 0.2839053, 1.899567, 1], [10, 0.2811041, 0.051467, 1.754985, 1], [11, 0.2844768, 0.01746551, 1.689855, 1], [12, -0.01922721, 0.03056097, 1.96533, 1], [13, -0.04515399, -0.3939074, 2.051473, 1], [14, -0.04563694, -0.6960694, 2.089489, 1], [15, -0.09237438, -0.7444222, 1.993095, 1], [16, 0.1216011, 0.0255495, 1.965335, 1], [17, 0.1722785, -0.4438298, 2.04662, 1], [18, 0.2607572, -0.7324533, 2.028331, 1], [19, 0.210103, -0.7413741, 1.930531, 1], [20, 0.07126223, 0.5655981, 1.877874, 1], [21, -0.1957413, -0.08103868, 1.627332, 1], [22, -0.1502397, -0.02161228, 1.613375, 1], [23, 0.2852761, -0.0592091, 1.595474, 1], [24, 0.2805348, -0.07028334, 1.717334, 1]]
