[[0, -0.2104626, -0.232313, 2.749838, 1], [1, -0.1844924, 0.02367518, 2.721258, 1], [2, -0.1584538, 0.2741192, 2.680685, 1], [3, -0.1481176, 0.3868877, 2.645587, 1], [4, -0.3058402, 0.1734836, 2.639876, 1], [5, -0.3425403, -0.0271527, 2.630117, 1], [6, -0.2781775, -0.1835714, 2.514804, 1], [7, -0.2584991, -0.2076382, 2.484713, 1], [8, -0.01043992, 0.1873979, 2.70181, 1], [9, 0.04359642, -0.0275927, 2.710285, 1], [10, 0.08499093, -0.1284241, 2.544323, 1], [11, 0.1282048, -0.1426344, 2.480648, 1], [12, -0.2824986, -0.2242282, 2.703871, 1], [13, -0.2026731, -0.2854724, 2.391671, 1], [14, -0.2078068, -0.6621801, 2.495474, 1], [15, -0.1954268, -0.7432045, 2.450005, 1], [16, -0.1333634, -0.2349379, 2.730343, 1], [17, 0.01176764, -0.2842761, 2.423073, 1], [18, 0.003522974, -0.6594562, 2.50173, 1], [19, 0.02384102, -0.7069266, 2.381711, 1], [20, -0.1650209, 0.2122811, 2.692996, 1], [21, -0.2533348, -0.2296676, 2.441796, 1], [22, -0.2889128, -0.238039, 2.4445, 1], [23, 0.1625985, -0.14124, 2.449016, 1], [24, 0.1017055, -0.1625602, 2.47135, 1]]
[[0, -0.2099178, -0.2322703, 2.750197, 1], [1, -0.1843266, 0.02361448, 2.721122, 1], [2, -0.1583936, 0.273815, 2.679726, 1], [3, -0.1481208, 0.3869033, 2.645513, 1], [4, -0.3061883, 0.17298, 2.639309, 1], [5, -0.3425362, -0.02629427, 2.630277, 1], [6, -0.2833194, -0.1813824, 2.517688, 1], [7, -0.2704201, -0.2066853, 2.493824, 1], [8, -0.01153863, 0.1886018, 2.702419, 1], [9, 0.04351613, -0.03192801, 2.708947, 1], [10, 0.09724814, -0.129779, 2.548427, 1], [11, 0.1448411, -0.1505647, 2.487688, 1], [12, -0.2817196, -0.2244245, 2.7043, 1], [13, -0.2027696, -0.2850417, 2.392123, 1], [14, -0.2077747, -0.6621037, 2.494828, 1], [15, -0.1965155, -0.7427917, 2.446831, 1], [16, -0.132975, -0.2346956, 2.730704, 1], [17, 0.01168263, -0.2854618, 2.422066, 1], [18, 0.003519218, -0.6594568, 2.50173, 1], [19, 0.02427522, -0.7070045, 2.38186, 1], [20, -0.1649101, 0.2120609, 2.69232, 1], [21, -0.2521738, -0.2243877, 2.443485, 1], [22, -0.3024852, -0.250733, 2.488, 1], [23, 0.187001, -0.1564238, 2.449674, 1], [24, 0.1214799, -0.1721675, 2.465706, 1]]
[[0, -0.2081221, -0.2324366, 2.751422, 1], [1, -0.1842916, 0.02353216, 2.721149, 1], [2, -0.1595563, 0.2733419, 2.679084, 1], [3, -0.1484968, 0.3855732, 2.646036, 1], [4, -0.3063992, 0.1728741, 2.639313, 1], [5, -0.3424113, -0.02636586, 2.630337, 1], [6, -0.2765247, -0.1821903, 2.517118, 1], [7, -0.2598208, -0.2065561, 2.489147, 1], [8, -0.01216551, 0.1893186, 2.70313, 1], [9, 0.04398934, -0.03325562, 2.709793, 1], [10, 0.1402921, -0.1470035, 2.516485, 1], [11, 0.1660897, -0.1615962, 2.493802, 1], [12, -0.2796698, -0.2250262, 2.705899, 1], [13, -0.2027883, -0.2850617, 2.392182, 1], [14, -0.2080692, -0.6623141, 2.495369, 1], [15, -0.1965078, -0.7425295, 2.445224, 1], [16, -0.1314498, -0.2344862, 2.731655, 1], [17, 0.01172776, -0.2873073, 2.423093, 1], [18, 0.003335066, -0.6593741, 2.502069, 1], [19, 0.02435229, -0.7070006, 2.382308, 1], [20, -0.1655509, 0.2117289, 2.691959, 1], [21, -0.2602457, -0.232603, 2.442938, 1], [22, -0.2920766, -0.2470012, 2.4378, 1], [23, 0.2151521, -0.1839633, 2.459064, 1], [24, 0.1302605, -0.1753055, 2.467304, 1]]
[[0, -0.2077957, -0.2320258, 2.751646, 1], [1, -0.1840641, 0.02376568, 2.721009, 1], [2, -0.1593461, 0.2736222, 2.678473, 1], [3, -0.1480726, 0.388633, 2.642698, 1], [4, -0.3064503, 0.1735026, 2.638831, 1], [5, -0.3427327, -0.02624983, 2.629783, 1], [6, -0.2780143, -0.1854674, 2.514498, 1], [7, -0.2635928, -0.2109061, 2.488084, 1], [8, -0.01298387, 0.1904534, 2.703635, 1], [9, 0.04393236, -0.03515748, 2.709397, 1], [10, 0.1409097, -0.1476679, 2.515682, 1], [11, 0.1698905, -0.1600128, 2.495363, 1], [12, -0.2793879, -0.2247372, 2.706, 1], [13, -0.2027126, -0.2852179, 2.392022, 1], [14, -0.2081886, -0.6621922, 2.495756, 1], [15, -0.197323, -0.742458, 2.445518, 1], [16, -0.1311028, -0.2339088, 2.732047, 1], [17, 0.01174778, -0.2878741, 2.422891, 1], [18, 0.003410755, -0.6592484, 2.502046, 1], [19, 0.02479393, -0.7069284, 2.382405, 1], [20, -0.1653623, 0.2119894, 2.691469, 1], [21, -0.2422494, -0.2269931, 2.43689, 1], [22, -0.2936077, -0.2516907, 2.475, 1], [23, 0.2194481, -0.1854038, 2.445318, 1], [24, 0.1356746, -0.1776676, 2.468333, 1]]
[[0, -0.2076037, -0.2318538, 2.751517, 1], [1, -0.1824571, 0.02364793, 2.720937, 1], [2, -0.1549552, 0.2726856, 2.678869, 1], [3, -0.1478986, 0.38908, 2.642095, 1], [4, -0.3064258, 0.173547, 2.638777, 1], [5, -0.3420574, -0.02695737, 2.629126, 1], [6, -0.2779583, -0.1855489, 2.514269, 1], [7, -0.2627541, -0.211364, 2.486874, 1], [8, -0.01350348, 0.1910068, 2.704086, 1], [9, 0.04377309, -0.03715236, 2.709856, 1], [10, 0.1422944, -0.1473206, 2.515555, 1], [11, 0.1746489, -0.1561753, 2.497745, 1], [12, -0.2791657, -0.2245961, 2.706014, 1], [13, -0.2026658, -0.2852221, 2.392015, 1], [14, -0.2080412, -0.6624752, 2.496483, 1], [15, -0.1959159, -0.7413316, 2.441132, 1], [16, -0.1309309, -0.2336519, 2.731697, 1], [17, 0.01190952, -0.2881899, 2.42253, 1], [18, 0.003131183, -0.6597623, 2.504672, 1], [19, 0.02472095, -0.7074752, 2.385098, 1], [20, -0.1619234, 0.2113105, 2.691639, 1], [21, -0.269161, -0.273195, 2.446521, 1], [22, -0.3125184, -0.2106539, 2.514, 1], [23, 0.2224207, -0.1825297, 2.458473, 1], [24, 0.1366687, -0.1688625, 2.4704, 1]]
[[0, -0.2074103, -0.2317605, 2.75149, 1], [1, -0.1815815, 0.02363084, 2.72097, 1], [2, -0.1536028, 0.2725676, 2.679022, 1], [3, -0.1479968, 0.3892492, 2.641689, 1], [4, -0.3063558, 0.1735737, 2.638718, 1], [5, -0.3420372, -0.02720743, 2.629144, 1], [6, -0.2782804, -0.184109, 2.516177, 1], [7, -0.2619636, -0.2058063, 2.490769, 1], [8, -0.01408491, 0.1917595, 2.704511, 1], [9, 0.04421951, -0.03890054, 2.709449, 1], [10, 0.1458526, -0.1444704, 2.514164, 1], [11, 0.1770635, -0.1512585, 2.493044, 1], [12, -0.278917, -0.2245328, 2.705843, 1], [13, -0.2024545, -0.2853064, 2.391624, 1], [14, -0.208367, -0.6621733, 2.496201, 1], [15, -0.1961094, -0.7411453, 2.441303, 1], [16, -0.1307538, -0.2335061, 2.731799, 1], [17, 0.01206433, -0.2884813, 2.422224, 1], [18, 0.002478457, -0.6595624, 2.505746, 1], [19, 0.02428458, -0.7072893, 2.386227, 1], [20, -0.1606919, 0.2112037, 2.691735, 1], [21, -0.2563279, -0.2668903, 2.419362, 1], [22, -0.3030718, -0.2212645, 2.5064, 1], [23, 0.2204624, -0.1730167, 2.449022, 1], [24, 0.141812, -0.1660776, 2.47036, 1]]
[[0, -0.2069803, -0.2317752, 2.751925, 1], [1, -0.1806943, 0.0233984, 2.72103, 1], [2, -0.1523828, 0.2721824, 2.678507, 1], [3, -0.1478287, 0.3890762, 2.641837, 1], [4, -0.305809, 0.1736415, 2.638346, 1], [5, -0.3417672, -0.02668835, 2.628702, 1], [6, -0.2762117, -0.1893831, 2.510755, 1], [7, -0.260737, -0.2132942, 2.479734, 1], [8, -0.01424637, 0.191983, 2.704722, 1], [9, 0.04373085, -0.03878548, 2.709395, 1], [10, 0.1473294, -0.1404874, 2.513567, 1], [11, 0.1717288, -0.1354338, 2.498841, 1], [12, -0.2784847, -0.2245794, 2.70614, 1], [13, -0.2023325, -0.2858648, 2.391641, 1], [14, -0.2085467, -0.6623783, 2.496505, 1], [15, -0.1961414, -0.741146, 2.44094, 1], [16, -0.1303622, -0.2334822, 2.732414, 1], [17, 0.01212006, -0.2888048, 2.422492, 1], [18, 0.002247004, -0.6603088, 2.505177, 1], [19, 0.02429061, -0.708099, 2.385764, 1], [20, -0.1595608, 0.2108465, 2.691369, 1], [21, -0.2612177, -0.2653632, 2.434135, 1], [22, -0.297052, -0.2266709, 2.4622, 1], [23, 0.2162347, -0.1586161, 2.461852, 1], [24, 0.1419044, -0.1525636, 2.4683, 1]]
[[0, -0.2065688, -0.231523, 2.752184, 1], [1, -0.1798283, 0.02348316, 2.721141, 1], [2, -0.1512947, 0.2721512, 2.678411, 1], [3, -0.1476515, 0.389426, 2.641537, 1], [4, -0.3055453, 0.1742022, 2.638006, 1], [5, -0.3413891, -0.02623442, 2.628322, 1], [6, -0.2784652, -0.1872714, 2.513053, 1], [7, -0.264419, -0.2100284, 2.485042, 1], [8, -0.01442582, 0.1922219, 2.705026, 1], [9, 0.03332561, -0.04069477, 2.711708, 1], [10, 0.1448437, -0.1208066, 2.525304, 1], [11, 0.1723608, -0.1288843, 2.497949, 1], [12, -0.2780691, -0.2243633, 2.706271, 1], [13, -0.202208, -0.2861265, 2.391653, 1], [14, -0.2085133, -0.6623974, 2.496542, 1], [15, -0.1965995, -0.7388742, 2.433862, 1], [16, -0.1299812, -0.2331883, 2.732832, 1], [17, 0.01220396, -0.2893089, 2.422364, 1], [18, 0.002372822, -0.6600514, 2.504848, 1], [19, 0.02464187, -0.7078792, 2.385513, 1], [20, -0.1585239, 0.210834, 2.691312, 1], [21, -0.2565049, -0.229624, 2.430659, 1], [22, -0.2919328, -0.2422411, 2.47, 1], [23, 0.227698, -0.1518333, 2.449925, 1], [24, 0.1442791, -0.1472896, 2.46696, 1]]
[[0, -0.2065076, -0.2315352, 2.752328, 1], [1, -0.1795327, 0.02344208, 2.721293, 1], [2, -0.1508602, 0.2721571, 2.678542, 1], [3, -0.1474152, 0.3890052, 2.641756, 1], [4, -0.3050615, 0.1737405, 2.63794, 1], [5, -0.3412427, -0.02640628, 2.628096, 1], [6, -0.2774095, -0.1850519, 2.515054, 1], [7, -0.2582618, -0.2085679, 2.486671, 1], [8, -0.01448867, 0.1922374, 2.705217, 1], [9, 0.02739959, -0.04149127, 2.714886, 1], [10, 0.1363244, -0.09451963, 2.552561, 1], [11, 0.1774081, -0.1213332, 2.495339, 1], [12, -0.2780243, -0.2243861, 2.706372, 1], [13, -0.2014676, -0.2856559, 2.392239, 1], [14, -0.2080804, -0.6618114, 2.496439, 1], [15, -0.1963986, -0.7381631, 2.433343, 1], [16, -0.1299164, -0.2331859, 2.733027, 1], [17, 0.01225976, -0.2893601, 2.422317, 1], [18, 0.002265877, -0.6598908, 2.504592, 1], [19, 0.02298378, -0.7393448, 2.460872, 1], [20, -0.1581249, 0.2108197, 2.691439, 1], [21, -0.2566102, -0.2345431, 2.446728, 1], [22, -0.2906613, -0.2351722, 2.4595, 1], [23, 0.23264, -0.1458517, 2.448425, 1], [24, 0.1507386, -0.1391909, 2.462584, 1]]
[[0, -0.2064795, -0.2315194, 2.752274, 1], [1, -0.1794396, 0.0234179, 2.721235, 1], [2, -0.1507962, 0.2721309, 2.678515, 1], [3, -0.1468482, 0.3890129, 2.641753, 1], [4, -0.3048015, 0.1737647, 2.637741, 1], [5, -0.3412486, -0.02568477, 2.627465, 1], [6, -0.2763674, -0.1875206, 2.513641, 1], [7, -0.2602497, -0.2094107, 2.485404, 1], [8, -0.01454377, 0.1922698, 2.705386, 1], [9, 0.02784667, -0.04142286, 2.714564, 1], [10, 0.1373152, -0.09375637, 2.550312, 1], [11, 0.181065, -0.1094306, 2.492655, 1], [12, -0.2779914, -0.2243706, 2.706354, 1], [13, -0.2011277, -0.2859501, 2.391999, 1], [14, -0.2081572, -0.6617974, 2.49649, 1], [15, -0.19647, -0.7380959, 2.433254, 1], [16, -0.129906, -0.2331699, 2.732908, 1], [17, 0.01238287, -0.2897928, 2.422, 1], [18, 0.002169178, -0.6604152, 2.504487, 1], [19, 0.02472271, -0.7379526, 2.453177, 1], [20, -0.1580497, 0.2107897, 2.6914, 1], [21, -0.2401014, -0.2264566, 2.432057, 1], [22, -0.2919016, -0.2229727, 2.4612, 1], [23, 0.2364536, -0.1332804, 2.441926, 1], [24, 0.1596035, -0.1301381, 2.45155, 1]]
[[0, -0.2064941, -0.2315423, 2.752325, 1], [1, -0.1792164, 0.02328029, 2.721258, 1], [2, -0.1502032, 0.271858, 2.67844, 1], [3, -0.1462178, 0.3885223, 2.641504, 1], [4, -0.3048166, 0.1736674, 2.637612, 1], [5, -0.3405241, -0.02663909, 2.62682, 1], [6, -0.2763448, -0.1886554, 2.512517, 1], [7, -0.2611999, -0.2136487, 2.484289, 1], [8, -0.01459427, 0.1922626, 2.705455, 1], [9, 0.02798286, -0.04155881, 2.713114, 1], [10, 0.1390564, -0.08754779, 2.549663, 1], [11, 0.1862599, -0.09367903, 2.492508, 1], [12, -0.2780065, -0.2244167, 2.70658, 1], [13, -0.2010418, -0.2860009, 2.39199, 1], [14, -0.2081934, -0.6616832, 2.49645, 1], [15, -0.1967268, -0.7383257, 2.434057, 1], [16, -0.1299231, -0.2331841, 2.732903, 1], [17, 0.01245375, -0.2903498, 2.421695, 1], [18, 0.002402055, -0.6605296, 2.504422, 1], [19, 0.02505174, -0.7375168, 2.451026, 1], [20, -0.1575574, 0.2105453, 2.691347, 1], [21, -0.2490561, -0.235401, 2.433132, 1], [22, -0.2961275, -0.2431498, 2.480111, 1], [23, 0.2360882, -0.1117154, 2.447789, 1], [24, 0.1525234, -0.1057884, 2.456588, 1]]
