[[0, -0.3862378, 0.0132187, 2.151676, 1], [1, -0.4083534, 0.3190156, 2.095662, 1], [2, -0.4267578, 0.613198, 2.027823, 1], [3, -0.4340899, 0.7451192, 2.000462, 1], [4, -0.5916142, 0.5008054, 1.99977, 1], [5, -0.6807894, 0.2816125, 2.042672, 1], [6, -0.712876, 0.08253676, 1.970324, 1], [7, -0.7046758, 0.005836233, 1.934901, 1], [8, -0.2381437, 0.5398116, 2.078553, 1], [9, -0.07664528, 0.3450318, 2.169501, 1], [10, 0.08363557, 0.2106993, 2.126536, 1], [11, 0.1505894, 0.150733, 2.085593, 1], [12, -0.4595175, 0.01180558, 2.098043, 1], [13, -0.4593029, -0.3557069, 2.205939, 1], [14, -0.473561, -0.6591592, 2.251296, 1], [15, -0.492016, -0.7275943, 2.183323, 1], [16, -0.300689, 0.01362923, 2.137331, 1], [17, -0.2653981, -0.3803467, 2.242668, 1], [18, -0.1972235, -0.6399236, 2.278316, 1], [19, -0.1662023, -0.7027251, 2.22144, 1], [20, -0.422751, 0.5412056, 2.046857, 1], [21, -0.6967811, -0.07626096, 1.908297, 1], [22, -0.6441124, -0.01029154, 1.859, 1], [23, 0.2045108, 0.09991357, 2.075516, 1], [24, 0.1347357, 0.1579733, 2.0238, 1]]
[[0, -0.385532, 0.01289886, 2.151232, 1], [1, -0.4067047, 0.3185688, 2.095347, 1], [2, -0.4239538, 0.612819, 2.027925, 1], [3, -0.4281807, 0.7442875, 1.999881, 1], [4, -0.5891769, 0.5022013, 2.000853, 1], [5, -0.693966, 0.2931719, 2.03327, 1], [6, -0.7381216, 0.104214, 1.940952, 1], [7, -0.7423631, 0.04854496, 1.896421, 1], [8, -0.2358395, 0.5375579, 2.079417, 1], [9, -0.08134209, 0.3449103, 2.170249, 1], [10, 0.07453906, 0.2063994, 2.123422, 1], [11, 0.1348612, 0.144296, 2.071831, 1], [12, -0.4592365, 0.01174851, 2.097528, 1], [13, -0.4598802, -0.3557274, 2.205676, 1], [14, -0.4735854, -0.6592206, 2.25113, 1], [15, -0.4921949, -0.7278363, 2.18351, 1], [16, -0.2993019, 0.01298696, 2.136945, 1], [17, -0.2651852, -0.379897, 2.242298, 1], [18, -0.1966918, -0.6407828, 2.278614, 1], [19, -0.1661793, -0.70259, 2.221401, 1], [20, -0.4202385, 0.540801, 2.046813, 1], [21, -0.7452666, -0.04405867, 1.851852, 1], [22, -0.7105725, 0.01271883, 1.832583, 1], [23, 0.1896781, 0.09165466, 2.049894, 1], [24, 0.1037292, 0.1511493, 2.005429, 1]]
[[0, -0.3853471, 0.0129243, 2.15098, 1], [1, -0.405459, 0.3184849, 2.095184, 1], [2, -0.4208181, 0.6126363, 2.028253, 1], [3, -0.4228624, 0.743935, 1.999689, 1], [4, -0.5868534, 0.5054457, 2.002091, 1], [5, -0.701288, 0.300992, 2.02709, 1], [6, -0.7758098, 0.131052, 1.918429, 1], [7, -0.7781947, 0.07477927, 1.848695, 1], [8, -0.2337922, 0.5370058, 2.080368, 1], [9, -0.08700673, 0.3466105, 2.171504, 1], [10, 0.06567335, 0.2059902, 2.119435, 1], [11, 0.1221424, 0.1435045, 2.056027, 1], [12, -0.4592163, 0.01198398, 2.097105, 1], [13, -0.4617878, -0.3541143, 2.204751, 1], [14, -0.4738125, -0.6591402, 2.250921, 1], [15, -0.4921544, -0.7274739, 2.182265, 1], [16, -0.2989163, 0.01288202, 2.136732, 1], [17, -0.2667166, -0.377271, 2.241045, 1], [18, -0.1954175, -0.6414621, 2.279689, 1], [19, -0.1660494, -0.7032811, 2.22181, 1], [20, -0.4176217, 0.5406474, 2.046968, 1], [21, -0.7861555, 0.01972917, 1.799186, 1], [22, -0.734289, 0.05890854, 1.78275, 1], [23, 0.1759385, 0.08804633, 2.028291, 1], [24, 0.08985919, 0.1505644, 2.003091, 1]]
[[0, -0.3849334, 0.01298075, 2.15091, 1], [1, -0.4035292, 0.3182807, 2.095227, 1], [2, -0.4172098, 0.6120892, 2.028527, 1], [3, -0.4177578, 0.743705, 1.999573, 1], [4, -0.5845864, 0.507923, 2.002637, 1], [5, -0.7117304, 0.3103925, 2.015659, 1], [6, -0.8020009, 0.1607291, 1.889767, 1], [7, -0.8253031, 0.1070639, 1.824896, 1], [8, -0.2301284, 0.536002, 2.081922, 1], [9, -0.08701701, 0.3466067, 2.171511, 1], [10, 0.06261295, 0.2044428, 2.113992, 1], [11, 0.1122499, 0.1429268, 2.042173, 1], [12, -0.4588743, 0.01223081, 2.09688, 1], [13, -0.4620475, -0.3536149, 2.204629, 1], [14, -0.4732586, -0.6587005, 2.251369, 1], [15, -0.4918661, -0.7274851, 2.180814, 1], [16, -0.2983931, 0.01280653, 2.136804, 1], [17, -0.2664746, -0.3771231, 2.241063, 1], [18, -0.1972224, -0.6375495, 2.279336, 1], [19, -0.1654198, -0.703918, 2.221661, 1], [20, -0.4144062, 0.5401943, 2.047177, 1], [21, -0.8405609, 0.02875854, 1.760717, 1], [22, -0.8150954, 0.1163924, 1.765208, 1], [23, 0.1641406, 0.08425476, 2.007591, 1], [24, 0.08087161, 0.1546985, 1.980714, 1]]
[[0, -0.3845147, 0.01315906, 2.150967, 1], [1, -0.4018036, 0.3184795, 2.095747, 1], [2, -0.4142236, 0.6123333, 2.029694, 1], [3, -0.4119144, 0.7442131, 2.00032, 1], [4, -0.582179, 0.5095156, 2.003256, 1], [5, -0.7253261, 0.3228213, 2.001026, 1], [6, -0.8351678, 0.1938731, 1.868207, 1], [7, -0.8733255, 0.1447285, 1.799172, 1], [8, -0.2265103, 0.5362825, 2.084895, 1], [9, -0.08693548, 0.3470549, 2.171551, 1], [10, 0.05908001, 0.2035926, 2.107186, 1], [11, 0.1006209, 0.142673, 2.034901, 1], [12, -0.4585295, 0.01261922, 2.096773, 1], [13, -0.4623723, -0.3533969, 2.20471, 1], [14, -0.4734322, -0.6588173, 2.251608, 1], [15, -0.4911067, -0.7271261, 2.180057, 1], [16, -0.2978599, 0.01285355, 2.137041, 1], [17, -0.2670676, -0.3764506, 2.241091, 1], [18, -0.1972932, -0.6375661, 2.279301, 1], [19, -0.1652633, -0.7038052, 2.221724, 1], [20, -0.4117077, 0.5404282, 2.048172, 1], [21, -0.8938307, 0.08742525, 1.739435, 1], [22, -0.8564665, 0.1617201, 1.731583, 1], [23, 0.1483137, 0.08067124, 1.990266, 1], [24, 0.07020114, 0.155653, 1.973167, 1]]
[[0, -0.3843901, 0.01317757, 2.150974, 1], [1, -0.4007636, 0.3184356, 2.095973, 1], [2, -0.4122387, 0.6122811, 2.030198, 1], [3, -0.4083182, 0.7442741, 2.000977, 1], [4, -0.580184, 0.5109506, 2.003256, 1], [5, -0.732629, 0.3426228, 1.991741, 1], [6, -0.8541042, 0.2346123, 1.850573, 1], [7, -0.904857, 0.1975888, 1.784671, 1], [8, -0.2240624, 0.5360769, 2.08654, 1], [9, -0.08762529, 0.3483352, 2.170032, 1], [10, 0.05415263, 0.2023597, 2.101269, 1], [11, 0.0863369, 0.1433912, 2.026193, 1], [12, -0.4583763, 0.01281943, 2.096636, 1], [13, -0.4623755, -0.3534339, 2.204735, 1], [14, -0.47304, -0.6585083, 2.251692, 1], [15, -0.4907919, -0.7269844, 2.179218, 1], [16, -0.2976879, 0.0127499, 2.137181, 1], [17, -0.2677548, -0.3758951, 2.240853, 1], [18, -0.1974975, -0.6398833, 2.27953, 1], [19, -0.1650752, -0.7039995, 2.221467, 1], [20, -0.409945, 0.5403752, 2.048606, 1], [21, -0.9357016, 0.1560287, 1.704611, 1], [22, -0.8727791, 0.2169617, 1.734833, 1], [23, 0.1348305, 0.08017381, 1.968604, 1], [24, 0.05712476, 0.1572764, 1.969, 1]]
[[0, -0.3839325, 0.01330861, 2.151048, 1], [1, -0.3991623, 0.318477, 2.096451, 1], [2, -0.4097444, 0.6122313, 2.031106, 1], [3, -0.4053305, 0.7441226, 2.001913, 1], [4, -0.579128, 0.5119147, 2.00376, 1], [5, -0.7447249, 0.3601395, 1.982687, 1], [6, -0.8767385, 0.2716024, 1.837728, 1], [7, -0.9378582, 0.248318, 1.768451, 1], [8, -0.2224954, 0.5361438, 2.087527, 1], [9, -0.08833955, 0.3494426, 2.169352, 1], [10, 0.04666259, 0.2002825, 2.093101, 1], [11, 0.07138912, 0.142472, 2.017937, 1], [12, -0.4580189, 0.01314402, 2.09652, 1], [13, -0.4626628, -0.3534729, 2.204973, 1], [14, -0.4723981, -0.6593209, 2.252429, 1], [15, -0.4911735, -0.7273501, 2.180141, 1], [16, -0.2970942, 0.01272241, 2.137486, 1], [17, -0.2678025, -0.375333, 2.240899, 1], [18, -0.1976006, -0.640207, 2.279789, 1], [19, -0.1652456, -0.7040358, 2.22154, 1], [20, -0.4076482, 0.54035, 2.049408, 1], [21, -0.9702842, 0.2226951, 1.68108, 1], [22, -0.9093624, 0.2700589, 1.708187, 1], [23, 0.1162499, 0.07676201, 1.948945, 1], [24, 0.04277484, 0.1510029, 1.94775, 1]]
[[0, -0.3833373, 0.01342407, 2.15124, 1], [1, -0.3983432, 0.3184893, 2.096736, 1], [2, -0.4091217, 0.6122123, 2.031345, 1], [3, -0.4024501, 0.7441327, 2.002726, 1], [4, -0.5776209, 0.5128773, 2.00385, 1], [5, -0.7533571, 0.377064, 1.972808, 1], [6, -0.8974866, 0.3119975, 1.813733, 1], [7, -0.9636057, 0.298142, 1.753186, 1], [8, -0.2205361, 0.5357698, 2.088865, 1], [9, -0.08893813, 0.3498515, 2.169191, 1], [10, 0.03392341, 0.1924131, 2.088525, 1], [11, 0.05817725, 0.1295975, 1.999865, 1], [12, -0.457433, 0.01345992, 2.096497, 1], [13, -0.4627762, -0.353232, 2.205015, 1], [14, -0.4721535, -0.6594269, 2.252276, 1], [15, -0.491641, -0.7276399, 2.180872, 1], [16, -0.2965182, 0.01267656, 2.137909, 1], [17, -0.2680395, -0.3751263, 2.24077, 1], [18, -0.1976638, -0.6402926, 2.279721, 1], [19, -0.1645677, -0.7042881, 2.22269, 1], [20, -0.4069608, 0.5403366, 2.049664, 1], [21, -0.9979725, 0.2834317, 1.659579, 1], [22, -0.9193142, 0.3202626, 1.711652, 1], [23, 0.09094041, 0.06496507, 1.948195, 1], [24, 0.02041428, 0.1453849, 1.948571, 1]]
[[0, -0.3823175, 0.01369887, 2.15167, 1], [1, -0.3967721, 0.3185402, 2.097201, 1], [2, -0.4073825, 0.612093, 2.031695, 1], [3, -0.3998104, 0.7439748, 2.002984, 1], [4, -0.5764624, 0.5143483, 2.003733, 1], [5, -0.7631658, 0.4004163, 1.959955, 1], [6, -0.9174539, 0.3508177, 1.803443, 1], [7, -0.985465, 0.3487941, 1.742422, 1], [8, -0.219392, 0.5354596, 2.089675, 1], [9, -0.09022726, 0.3498107, 2.169316, 1], [10, 0.01958663, 0.1851699, 2.083716, 1], [11, 0.03314657, 0.1270622, 1.989333, 1], [12, -0.4562578, 0.01406511, 2.096718, 1], [13, -0.4628934, -0.3526183, 2.204607, 1], [14, -0.472104, -0.6591517, 2.252289, 1], [15, -0.4912888, -0.7272422, 2.180518, 1], [16, -0.2957223, 0.01270363, 2.138511, 1], [17, -0.2680346, -0.3749501, 2.240679, 1], [18, -0.1975823, -0.6413842, 2.279219, 1], [19, -0.1645022, -0.704318, 2.222689, 1], [20, -0.4052428, 0.540259, 2.050049, 1], [21, -1.023409, 0.3279748, 1.654604, 1], [22, -0.9499328, 0.3758879, 1.69375, 1], [23, 0.0579484, 0.06702795, 1.952536, 1], [24, -0.004096813, 0.1372965, 1.941444, 1]]
[[0, -0.3812637, 0.01408762, 2.152017, 1], [1, -0.3952741, 0.318712, 2.097646, 1], [2, -0.405704, 0.612088, 2.032157, 1], [3, -0.3977025, 0.7439638, 2.003464, 1], [4, -0.5751175, 0.5157562, 2.003639, 1], [5, -0.7730619, 0.4232711, 1.951091, 1], [6, -0.9368092, 0.3911735, 1.796207, 1], [7, -1.003134, 0.3994299, 1.739839, 1], [8, -0.2186983, 0.5352182, 2.089688, 1], [9, -0.09579658, 0.3501505, 2.170185, 1], [10, 0.004082893, 0.1799292, 2.083109, 1], [11, 0.007385672, 0.119041, 1.994652, 1], [12, -0.4553776, 0.01454668, 2.096947, 1], [13, -0.4626214, -0.3525837, 2.204678, 1], [14, -0.4722651, -0.6594988, 2.252299, 1], [15, -0.4914706, -0.7274386, 2.181078, 1], [16, -0.2946478, 0.01299218, 2.138954, 1], [17, -0.2680171, -0.374915, 2.240814, 1], [18, -0.1985589, -0.6407074, 2.2791, 1], [19, -0.1642817, -0.7042531, 2.223046, 1], [20, -0.403595, 0.5402984, 2.050512, 1], [21, -1.057773, 0.3981837, 1.678822, 1], [22, -0.9742395, 0.4298289, 1.689732, 1], [23, 0.02896351, 0.0503577, 1.954264, 1], [24, -0.03247264, 0.1303662, 1.9406, 1]]
[[0, -0.3803273, 0.01442108, 2.152222, 1], [1, -0.3938802, 0.3190774, 2.097713, 1], [2, -0.4039939, 0.6125544, 2.031989, 1], [3, -0.3962452, 0.7437865, 2.003702, 1], [4, -0.5735278, 0.5182631, 2.003063, 1], [5, -0.7779127, 0.4478158, 1.944385, 1], [6, -0.9479663, 0.4305554, 1.793082, 1], [7, -1.018081, 0.448622, 1.739843, 1], [8, -0.2184043, 0.5352378, 2.090081, 1], [9, -0.09946745, 0.3490206, 2.171221, 1], [10, -0.02342712, 0.1703085, 2.076583, 1], [11, -0.01847565, 0.1075225, 1.995827, 1], [12, -0.4543823, 0.01505769, 2.097092, 1], [13, -0.4620114, -0.3524445, 2.204318, 1], [14, -0.4724307, -0.6595153, 2.251977, 1], [15, -0.491094, -0.7273791, 2.179967, 1], [16, -0.2938799, 0.0131757, 2.139192, 1], [17, -0.2744621, -0.3752226, 2.240962, 1], [18, -0.1980193, -0.6414901, 2.279277, 1], [19, -0.1642399, -0.7043717, 2.222658, 1], [20, -0.4019578, 0.5407382, 2.050409, 1], [21, -1.077156, 0.4478668, 1.681526, 1], [22, -0.9861494, 0.4793597, 1.686441, 1], [23, 0.00357801, 0.05369039, 1.932139, 1], [24, -0.06176544, 0.1210277, 1.950455, 1]]
