[[0, -0.00841044, -0.03175943, 2.051879, 1], [1, -0.007956938, 0.2203651, 2.107247, 1], [2, -0.004902352, 0.4671378, 2.143867, 1], [3, -0.005375897, 0.6135683, 2.121272, 1], [4, -0.1839722, 0.4004665, 2.171925, 1], [5, -0.2585058, 0.1868893, 2.212008, 1], [6, -0.2376783, 0.03202787, 2.005512, 1], [7, -0.192172, -0.04979019, 1.888635, 1], [8, 0.18854, 0.3867997, 2.145731, 1], [9, 0.3182508, 0.1420455, 2.147103, 1], [10, 0.3875015, -0.09777203, 2.102761, 1], [11, 0.3941766, -0.1437473, 2.114983, 1], [12, -0.09216788, -0.03138545, 2.025962, 1], [13, -0.1047098, -0.1944688, 1.699547, 1], [14, -0.08280918, -0.5937654, 1.568807, 1], [15, -0.07647544, -0.6538291, 1.4357, 1], [16, 0.07566036, -0.03105547, 2.011538, 1], [17, 0.1687686, -0.2030781, 1.700353, 1], [18, 0.1174049, -0.5817159, 1.581294, 1], [19, 0.1023694, -0.6481246, 1.444036, 1], [20, -0.00552047, 0.4065085, 2.137292, 1], [21, -0.1882716, -0.1054791, 1.792289, 1], [22, -0.1504455, -0.02543174, 1.8627, 1], [23, 0.4106925, -0.2071629, 2.132087, 1], [24, 0.4471292, -0.1450022, 2.126684, 1]]
[[0, -0.006719996, -0.03153527, 2.050377, 1], [1, -0.007609237, 0.2207216, 2.10636, 1], [2, -0.005556714, 0.4671758, 2.144132, 1], [3, -0.005880102, 0.613582, 2.121357, 1], [4, -0.1838581, 0.4006815, 2.171732, 1], [5, -0.2586158, 0.1868782, 2.211989, 1], [6, -0.2370329, 0.03147639, 2.005124, 1], [7, -0.1921294, -0.05075742, 1.888981, 1], [8, 0.1880936, 0.3867675, 2.145468, 1], [9, 0.3183949, 0.1419553, 2.147437, 1], [10, 0.3890856, -0.09533156, 2.105613, 1], [11, 0.3973286, -0.1421818, 2.118945, 1], [12, -0.08939159, -0.03129413, 2.023538, 1], [13, -0.1046832, -0.1944053, 1.699557, 1], [14, -0.08264457, -0.5951325, 1.568366, 1], [15, -0.0776041, -0.6568308, 1.431533, 1], [16, 0.07649598, -0.03079497, 2.01074, 1], [17, 0.1687883, -0.2029416, 1.700318, 1], [18, 0.1173406, -0.5821569, 1.580947, 1], [19, 0.1025398, -0.6480792, 1.444191, 1], [20, -0.005801384, 0.4065833, 2.137259, 1], [21, -0.1866213, -0.1065, 1.794879, 1], [22, -0.1481052, -0.008885196, 1.8785, 1], [23, 0.4122414, -0.2072509, 2.135562, 1], [24, 0.4502794, -0.1442324, 2.1277, 1]]
[[0, -0.002712978, -0.03693222, 2.059923, 1], [1, -0.0071762, 0.2201513, 2.10762, 1], [2, -0.006303303, 0.4673371, 2.144381, 1], [3, -0.00642657, 0.6135959, 2.121335, 1], [4, -0.1837122, 0.400766, 2.171344, 1], [5, -0.2585271, 0.1869742, 2.211969, 1], [6, -0.236285, 0.03076857, 2.004761, 1], [7, -0.190859, -0.05008323, 1.888618, 1], [8, 0.1878887, 0.3867806, 2.145443, 1], [9, 0.3192606, 0.1414858, 2.148795, 1], [10, 0.3924278, -0.09493588, 2.109907, 1], [11, 0.4022461, -0.1406717, 2.123171, 1], [12, -0.08606398, -0.03651207, 2.032196, 1], [13, -0.1047677, -0.1943215, 1.699689, 1], [14, -0.08272491, -0.5947884, 1.568624, 1], [15, -0.07748809, -0.6564192, 1.431846, 1], [16, 0.08096321, -0.03620199, 2.021411, 1], [17, 0.168819, -0.2028169, 1.700285, 1], [18, 0.1173498, -0.5822146, 1.580858, 1], [19, 0.1017365, -0.6480626, 1.444334, 1], [20, -0.006205294, 0.4066131, 2.137533, 1], [21, -0.1882115, -0.1066554, 1.790669, 1], [22, -0.1543485, -0.04872631, 1.846111, 1], [23, 0.4178599, -0.2055123, 2.139468, 1], [24, 0.4605348, -0.1493219, 2.136437, 1]]
[[0, -0.009370154, -0.03777889, 2.061031, 1], [1, -0.008817096, 0.2198434, 2.108083, 1], [2, -0.006793547, 0.4673244, 2.144557, 1], [3, -0.006886374, 0.6135834, 2.121317, 1], [4, -0.18353, 0.4008662, 2.170844, 1], [5, -0.2584478, 0.1869348, 2.212045, 1], [6, -0.2360591, 0.03066807, 2.004751, 1], [7, -0.1926365, -0.05074998, 1.887882, 1], [8, 0.1872335, 0.3871163, 2.145153, 1], [9, 0.3196676, 0.1408547, 2.149734, 1], [10, 0.3942671, -0.0944394, 2.111969, 1], [11, 0.4073659, -0.140756, 2.127899, 1], [12, -0.09242472, -0.03644475, 2.033714, 1], [13, -0.1047837, -0.1943254, 1.699671, 1], [14, -0.082753, -0.5939296, 1.56993, 1], [15, -0.07756635, -0.6556513, 1.432705, 1], [16, 0.07391866, -0.03799965, 2.022133, 1], [17, 0.1688251, -0.2027719, 1.700267, 1], [18, 0.1173271, -0.58219, 1.580891, 1], [19, 0.1019986, -0.6480898, 1.444334, 1], [20, -0.006979305, 0.4065641, 2.137735, 1], [21, -0.1856941, -0.1051002, 1.79188, 1], [22, -0.1473417, -0.03413734, 1.855143, 1], [23, 0.4261325, -0.2054933, 2.143556, 1], [24, 0.4600634, -0.1388619, 2.137591, 1]]
[[0, -0.01117548, -0.03941808, 2.062785, 1], [1, -0.009431087, 0.2192731, 2.108603, 1], [2, -0.006961724, 0.4673041, 2.144534, 1], [3, -0.00729929, 0.6135488, 2.12139, 1], [4, -0.1835887, 0.4008649, 2.170908, 1], [5, -0.2585693, 0.1868695, 2.21213, 1], [6, -0.2361598, 0.0313423, 2.005093, 1], [7, -0.1918959, -0.04970702, 1.889286, 1], [8, 0.1868876, 0.3872385, 2.14497, 1], [9, 0.321584, 0.1389713, 2.150974, 1], [10, 0.3965369, -0.09348542, 2.113578, 1], [11, 0.4121416, -0.1396811, 2.129482, 1], [12, -0.09345932, -0.03780668, 2.035456, 1], [13, -0.1048152, -0.1942748, 1.699714, 1], [14, -0.08236931, -0.5926148, 1.571083, 1], [15, -0.077673, -0.6522114, 1.437312, 1], [16, 0.07124144, -0.03990711, 2.023918, 1], [17, 0.1688538, -0.2025581, 1.700292, 1], [18, 0.1173126, -0.5821937, 1.580892, 1], [19, 0.1011926, -0.6480093, 1.444209, 1], [20, -0.00724753, 0.4064748, 2.137763, 1], [21, -0.190164, -0.106754, 1.79043, 1], [22, -0.1622186, -0.07139491, 1.827133, 1], [23, 0.4311006, -0.2052054, 2.147159, 1], [24, 0.4673122, -0.1380551, 2.145294, 1]]
[[0, -0.01322515, -0.04087142, 2.067106, 1], [1, -0.01036861, 0.2187461, 2.110241, 1], [2, -0.007273104, 0.4673788, 2.144664, 1], [3, -0.007574414, 0.6136402, 2.121524, 1], [4, -0.1843776, 0.4004711, 2.171744, 1], [5, -0.2586684, 0.1868709, 2.2122, 1], [6, -0.2363462, 0.03231192, 2.005771, 1], [7, -0.1906274, -0.05306147, 1.88582, 1], [8, 0.1868076, 0.3872477, 2.144974, 1], [9, 0.3219455, 0.1385631, 2.151438, 1], [10, 0.3998667, -0.09104507, 2.116398, 1], [11, 0.4166015, -0.1368303, 2.131266, 1], [12, -0.09590217, -0.03910744, 2.040051, 1], [13, -0.1048372, -0.194097, 1.699781, 1], [14, -0.08246259, -0.5923922, 1.57102, 1], [15, -0.07713683, -0.6527097, 1.436653, 1], [16, 0.06970513, -0.04140686, 2.027956, 1], [17, 0.1688866, -0.2023701, 1.700315, 1], [18, 0.1176331, -0.5821116, 1.581298, 1], [19, 0.1016098, -0.6480035, 1.444409, 1], [20, -0.007703907, 0.4064786, 2.138085, 1], [21, -0.1864034, -0.1104473, 1.786224, 1], [22, -0.151659, -0.04329841, 1.853429, 1], [23, 0.4394584, -0.2011906, 2.14842, 1], [24, 0.4722503, -0.1371721, 2.147867, 1]]
[[0, -0.0133789, -0.04090779, 2.067142, 1], [1, -0.01046295, 0.2187024, 2.110373, 1], [2, -0.007305481, 0.4674215, 2.144721, 1], [3, -0.007839597, 0.613664, 2.121496, 1], [4, -0.1841695, 0.4006197, 2.171325, 1], [5, -0.2586994, 0.1867938, 2.212261, 1], [6, -0.2356196, 0.0313706, 2.005438, 1], [7, -0.1994873, -0.05231477, 1.888945, 1], [8, 0.1865841, 0.3871734, 2.144839, 1], [9, 0.3221666, 0.1382322, 2.151572, 1], [10, 0.404065, -0.08803748, 2.117752, 1], [11, 0.4219973, -0.1346152, 2.129424, 1], [12, -0.09609333, -0.03912164, 2.040122, 1], [13, -0.1048349, -0.1939413, 1.69984, 1], [14, -0.08245205, -0.5925013, 1.57092, 1], [15, -0.07703828, -0.6527735, 1.436532, 1], [16, 0.06960069, -0.04145309, 2.027963, 1], [17, 0.1688961, -0.2023607, 1.700303, 1], [18, 0.1175781, -0.58214, 1.581321, 1], [19, 0.1018538, -0.648069, 1.444404, 1], [20, -0.007763768, 0.4065034, 2.138158, 1], [21, -0.1901685, -0.1069648, 1.803502, 1], [22, -0.1911129, -0.05712875, 1.89975, 1], [23, 0.4465226, -0.1979026, 2.147367, 1], [24, 0.4712346, -0.1258474, 2.132334, 1]]
[[0, -0.008271503, -0.04075124, 2.069978, 1], [1, -0.009470755, 0.218711, 2.111388, 1], [2, -0.007568887, 0.4675413, 2.14483, 1], [3, -0.007993893, 0.6136391, 2.121477, 1], [4, -0.1839881, 0.4008323, 2.17096, 1], [5, -0.2588128, 0.1868715, 2.212225, 1], [6, -0.2355579, 0.03073182, 2.004803, 1], [7, -0.1993729, -0.05627834, 1.883621, 1], [8, 0.1865803, 0.3871091, 2.144763, 1], [9, 0.3222895, 0.1382343, 2.151541, 1], [10, 0.4074476, -0.08609705, 2.117988, 1], [11, 0.4279815, -0.1300482, 2.12544, 1], [12, -0.09260218, -0.03955891, 2.042024, 1], [13, -0.1048114, -0.1937082, 1.69984, 1], [14, -0.08188348, -0.5948362, 1.568401, 1], [15, -0.07765773, -0.6544069, 1.433791, 1], [16, 0.07664055, -0.04043457, 2.031986, 1], [17, 0.1689555, -0.2022658, 1.700274, 1], [18, 0.1174877, -0.5822349, 1.581076, 1], [19, 0.1002045, -0.6480472, 1.444392, 1], [20, -0.007851446, 0.4065721, 2.138317, 1], [21, -0.1917853, -0.1099931, 1.79611, 1], [22, -0.2305613, -0.1000137, 1.864167, 1], [23, 0.4503288, -0.193955, 2.139851, 1], [24, 0.4818498, -0.1323395, 2.135055, 1]]
[[0, -0.009659701, -0.04082946, 2.069719, 1], [1, -0.009692331, 0.2186248, 2.111492, 1], [2, -0.007599853, 0.4675307, 2.144871, 1], [3, -0.008106737, 0.6136065, 2.121462, 1], [4, -0.1840925, 0.4007328, 2.171042, 1], [5, -0.2588498, 0.186824, 2.212203, 1], [6, -0.2352882, 0.03588723, 2.007755, 1], [7, -0.1989848, -0.05323583, 1.889911, 1], [8, 0.1863292, 0.3868317, 2.144618, 1], [9, 0.3228031, 0.1380136, 2.151687, 1], [10, 0.4123799, -0.08326861, 2.11819, 1], [11, 0.4364628, -0.1278889, 2.12294, 1], [12, -0.09360448, -0.03943258, 2.041925, 1], [13, -0.1047867, -0.1935662, 1.699893, 1], [14, -0.08176219, -0.5933208, 1.570293, 1], [15, -0.07742546, -0.6528053, 1.436406, 1], [16, 0.07467655, -0.04084503, 2.031441, 1], [17, 0.1689795, -0.2023022, 1.700285, 1], [18, 0.1176765, -0.5822492, 1.581564, 1], [19, 0.1008092, -0.6478359, 1.445045, 1], [20, -0.007928902, 0.4065449, 2.138387, 1], [21, -0.1903353, -0.1072955, 1.799737, 1], [22, -0.2295033, -0.1010559, 1.866622, 1], [23, 0.4627178, -0.19021, 2.141706, 1], [24, 0.4876814, -0.120737, 2.135616, 1]]
[[0, -0.01173767, -0.04133567, 2.069964, 1], [1, -0.01001335, 0.2184045, 2.111467, 1], [2, -0.0075419, 0.4674317, 2.144432, 1], [3, -0.008196721, 0.6136122, 2.121403, 1], [4, -0.1837594, 0.4009444, 2.170532, 1], [5, -0.2588988, 0.1869306, 2.212173, 1], [6, -0.2357374, 0.0359922, 2.007926, 1], [7, -0.1981487, -0.05252935, 1.88764, 1], [8, 0.1863789, 0.3867185, 2.144537, 1], [9, 0.3231275, 0.1393343, 2.150863, 1], [10, 0.4177997, -0.07516968, 2.114839, 1], [11, 0.4436787, -0.1207972, 2.116011, 1], [12, -0.09516724, -0.03954279, 2.042199, 1], [13, -0.1047036, -0.1935501, 1.699789, 1], [14, -0.08166356, -0.5930505, 1.57044, 1], [15, -0.07735109, -0.6528265, 1.436371, 1], [16, 0.07200014, -0.04187468, 2.031613, 1], [17, 0.1689902, -0.2022678, 1.700226, 1], [18, 0.1177785, -0.5821268, 1.581719, 1], [19, 0.1023252, -0.6475102, 1.445265, 1], [20, -0.007977397, 0.4064368, 2.138136, 1], [21, -0.1912223, -0.1074608, 1.801804, 1], [22, -0.1947421, -0.06979541, 1.880067, 1], [23, 0.4699427, -0.1856841, 2.130764, 1], [24, 0.494365, -0.1161668, 2.126357, 1]]
[[0, -0.01131239, -0.04160057, 2.069916, 1], [1, -0.009969674, 0.2182984, 2.111514, 1], [2, -0.007744815, 0.4674342, 2.144415, 1], [3, -0.008196414, 0.6136128, 2.121401, 1], [4, -0.1845098, 0.4004206, 2.171086, 1], [5, -0.2588974, 0.1869574, 2.212217, 1], [6, -0.2352249, 0.03488862, 2.007867, 1], [7, -0.1989446, -0.05383623, 1.891156, 1], [8, 0.1864009, 0.3866122, 2.144689, 1], [9, 0.32375, 0.1393409, 2.15065, 1], [10, 0.4243871, -0.07211028, 2.113272, 1], [11, 0.4526587, -0.1164494, 2.11243, 1], [12, -0.09430085, -0.03996808, 2.041909, 1], [13, -0.1047156, -0.1935575, 1.69979, 1], [14, -0.08193447, -0.5942939, 1.569722, 1], [15, -0.0774089, -0.6529577, 1.436379, 1], [16, 0.07216312, -0.04202297, 2.03168, 1], [17, 0.1690143, -0.2022613, 1.700213, 1], [18, 0.1183654, -0.5815594, 1.582146, 1], [19, 0.1030948, -0.6475647, 1.445271, 1], [20, -0.008091281, 0.4064095, 2.138142, 1], [21, -0.1924328, -0.1086498, 1.798571, 1], [22, -0.1811692, -0.06728227, 1.862334, 1], [23, 0.4798422, -0.1786697, 2.12781, 1], [24, 0.5084408, -0.1168477, 2.132143, 1]]
