[[0, 0.07524143, -0.3568166, 1.669229, 1], [1, 0.0638667, -0.1115858, 1.728231, 1], [2, 0.05289306, 0.1285809, 1.773689, 1], [3, 0.04082249, 0.2614909, 1.761605, 1], [4, -0.0925017, 0.04524726, 1.766325, 1], [5, -0.1059603, -0.1288864, 1.706189, 1], [6, -0.1248835, -0.1616565, 1.523126, 1], [7, -0.118465, -0.1041855, 1.3903, 1], [8, 0.2099783, 0.0685965, 1.734818, 1], [9, 0.2489127, -0.1605368, 1.64586, 1], [10, 0.1859111, -0.01296089, 1.455179, 1], [11, 0.1665088, 0.03608371, 1.423167, 1], [12, -0.001006623, -0.3566053, 1.645355, 1], [13, -0.1070571, -0.2972499, 1.33605, 1], [14, -0.1153414, -0.6216234, 1.232752, 1], [15, -0.1696412, -0.6688889, 1.254677, 1], [16, 0.149235, -0.3439462, 1.634098, 1], [17, 0.1758345, -0.3238586, 1.299873, 1], [18, 0.1575543, -0.6309925, 1.236671, 1], [19, 0.1413133, -0.6758721, 1.123344, 1], [20, 0.05592863, 0.06937585, 1.764076, 1], [21, -0.1193165, -0.1275794, 1.310855, 1], [22, -0.1245181, -0.05986318, 1.399286, 1], [23, 0.145489, 0.07605064, 1.40764, 1], [24, 0.2216351, 0.06323282, 1.40096, 1]]
[[0, 0.07755432, -0.3505025, 1.669985, 1], [1, 0.06474318, -0.1087472, 1.729143, 1], [2, 0.05295608, 0.1290751, 1.774799, 1], [3, 0.04018723, 0.2618519, 1.764859, 1], [4, -0.08705286, 0.05235925, 1.768851, 1], [5, -0.1337122, -0.1774656, 1.686664, 1], [6, -0.122031, -0.1134025, 1.511352, 1], [7, -0.1098449, -0.04747933, 1.413935, 1], [8, 0.2100174, 0.08473752, 1.744998, 1], [9, 0.2467121, -0.1499353, 1.673434, 1], [10, 0.2038842, -0.05692656, 1.445781, 1], [11, 0.1678055, -0.004150533, 1.418559, 1], [12, 0.0008047578, -0.3508076, 1.645037, 1], [13, -0.1113905, -0.2963722, 1.336523, 1], [14, -0.1203594, -0.6293592, 1.237219, 1], [15, -0.1709285, -0.674798, 1.254073, 1], [16, 0.1518567, -0.3375219, 1.636116, 1], [17, 0.1755809, -0.3237691, 1.301371, 1], [18, 0.1571776, -0.6314651, 1.23668, 1], [19, 0.1422617, -0.6766381, 1.123372, 1], [20, 0.05608269, 0.07028187, 1.765173, 1], [21, -0.09294763, -0.03242492, 1.375256, 1], [22, -0.1298751, 0.006894214, 1.422182, 1], [23, 0.1435424, 0.03398399, 1.40014, 1], [24, 0.2241614, 0.02644391, 1.391625, 1]]
[[0, 0.07936464, -0.3496487, 1.669073, 1], [1, 0.06547232, -0.1080283, 1.729205, 1], [2, 0.05306257, 0.1294353, 1.775837, 1], [3, 0.04015346, 0.2625446, 1.767287, 1], [4, -0.08826704, 0.05308554, 1.76582, 1], [5, -0.1334336, -0.1770775, 1.683713, 1], [6, -0.1130787, -0.04526975, 1.508541, 1], [7, -0.09628428, 0.04078819, 1.440936, 1], [8, 0.2090504, 0.08443637, 1.746968, 1], [9, 0.2485535, -0.1476553, 1.667593, 1], [10, 0.1629422, -0.05508034, 1.452252, 1], [11, 0.1623806, -0.04905163, 1.407624, 1], [12, 0.003922638, -0.3490851, 1.640951, 1], [13, -0.1152921, -0.2948934, 1.337417, 1], [14, -0.120322, -0.6263312, 1.235899, 1], [15, -0.1276621, -0.6718794, 1.122488, 1], [16, 0.1531347, -0.3370813, 1.636751, 1], [17, 0.1754423, -0.3238097, 1.301884, 1], [18, 0.1572217, -0.6313645, 1.236639, 1], [19, 0.1440697, -0.6768696, 1.123335, 1], [20, 0.05630411, 0.07073404, 1.765916, 1], [21, -0.07007103, 0.07679988, 1.408921, 1], [22, -0.1277767, 0.0895638, 1.469072, 1], [23, 0.1476059, -0.02131749, 1.383498, 1], [24, 0.2151458, -0.03257738, 1.38936, 1]]
[[0, 0.07944665, -0.349769, 1.669103, 1], [1, 0.06528127, -0.1074407, 1.729617, 1], [2, 0.05151977, 0.1316073, 1.777866, 1], [3, 0.04177778, 0.2639269, 1.768987, 1], [4, -0.08394428, 0.04100709, 1.748228, 1], [5, -0.136674, -0.1909674, 1.678923, 1], [6, -0.09955233, 0.009759782, 1.537701, 1], [7, -0.0894832, 0.1197376, 1.486055, 1], [8, 0.2077603, 0.07831284, 1.744589, 1], [9, 0.2757854, -0.1008728, 1.655706, 1], [10, 0.2039058, -0.1199555, 1.423381, 1], [11, 0.1694067, -0.09977882, 1.388964, 1], [12, 0.003929764, -0.3492613, 1.640657, 1], [13, -0.11851, -0.2940181, 1.339367, 1], [14, -0.1225968, -0.6289961, 1.237808, 1], [15, -0.125558, -0.6748923, 1.124285, 1], [16, 0.1534025, -0.3375474, 1.637705, 1], [17, 0.1753019, -0.3238466, 1.302823, 1], [18, 0.1575254, -0.6313163, 1.236918, 1], [19, 0.1487045, -0.6771995, 1.123484, 1], [20, 0.05514303, 0.07254405, 1.767537, 1], [21, -0.08281049, 0.1729803, 1.466012, 1], [22, -0.1355278, 0.1350966, 1.52875, 1], [23, 0.149134, -0.08598751, 1.362041, 1], [24, 0.2245163, -0.07195518, 1.368524, 1]]
[[0, 0.07901102, -0.3503815, 1.669689, 1], [1, 0.06505326, -0.1074594, 1.729604, 1], [2, 0.05105433, 0.1315639, 1.777355, 1], [3, 0.04542563, 0.2643242, 1.771181, 1], [4, -0.08038618, 0.0391005, 1.746548, 1], [5, -0.1384363, -0.1832605, 1.691023, 1], [6, -0.09602042, 0.03171998, 1.575857, 1], [7, -0.08762253, 0.1835039, 1.549874, 1], [8, 0.207506, 0.0685288, 1.745902, 1], [9, 0.2663935, -0.1148466, 1.661708, 1], [10, 0.2401933, -0.155568, 1.416776, 1], [11, 0.1789411, -0.1528735, 1.367719, 1], [12, 0.00312953, -0.3496001, 1.640863, 1], [13, -0.1214221, -0.2934016, 1.339901, 1], [14, -0.123261, -0.629523, 1.238741, 1], [15, -0.1242705, -0.6753582, 1.125078, 1], [16, 0.1530999, -0.3389765, 1.639454, 1], [17, 0.1750542, -0.3233936, 1.304647, 1], [18, 0.1568525, -0.6314377, 1.237135, 1], [19, 0.1499859, -0.6772593, 1.123557, 1], [20, 0.05474395, 0.07253505, 1.767234, 1], [21, -0.08709721, 0.2420248, 1.556738, 1], [22, -0.1390045, 0.1692937, 1.5842, 1], [23, 0.1678216, -0.1387558, 1.339003, 1], [24, 0.2320504, -0.1247121, 1.349625, 1]]
[[0, 0.07820158, -0.3507175, 1.670454, 1], [1, 0.06388032, -0.1065725, 1.731762, 1], [2, 0.04950881, 0.1335606, 1.781935, 1], [3, 0.04768403, 0.2641478, 1.773386, 1], [4, -0.07382356, 0.04097417, 1.747751, 1], [5, -0.1445564, -0.1830467, 1.722152, 1], [6, -0.1068853, 0.03353124, 1.608564, 1], [7, -0.1075603, 0.1170943, 1.595472, 1], [8, 0.2081668, 0.06481803, 1.746357, 1], [9, 0.256941, -0.1415499, 1.642339, 1], [10, 0.235119, -0.2049266, 1.401934, 1], [11, 0.2027748, -0.2372795, 1.379539, 1], [12, 0.00177709, -0.3493581, 1.641619, 1], [13, -0.122404, -0.2936877, 1.340621, 1], [14, -0.1241595, -0.6301997, 1.240583, 1], [15, -0.1248695, -0.6764035, 1.127153, 1], [16, 0.1524048, -0.3400139, 1.640588, 1], [17, 0.1755273, -0.3180059, 1.306188, 1], [18, 0.1563734, -0.6310264, 1.236871, 1], [19, 0.1498, -0.6772159, 1.123524, 1], [20, 0.05319997, 0.07431836, 1.771253, 1], [21, -0.09135482, 0.176614, 1.58956, 1], [22, -0.08943076, 0.06421003, 1.688333, 1], [23, 0.1710517, -0.2681673, 1.293534, 1], [24, 0.236977, -0.1805421, 1.34825, 1]]
[[0, 0.07759559, -0.3505594, 1.670887, 1], [1, 0.06345431, -0.1053721, 1.732844, 1], [2, 0.04959617, 0.1353828, 1.783633, 1], [3, 0.05089648, 0.2642618, 1.774329, 1], [4, -0.07281993, 0.05517282, 1.734501, 1], [5, -0.1346144, -0.05211239, 1.590665, 1], [6, -0.1000274, 0.1832537, 1.630758, 1], [7, -0.09140503, 0.2272248, 1.672176, 1], [8, 0.2095988, 0.0616026, 1.745641, 1], [9, 0.2534976, -0.1536624, 1.636973, 1], [10, 0.2269044, -0.2421134, 1.40528, 1], [11, 0.1758786, -0.2737394, 1.3162, 1], [12, 0.0005335773, -0.3483035, 1.642032, 1], [13, -0.1227495, -0.2937127, 1.340699, 1], [14, -0.12396, -0.6283906, 1.239418, 1], [15, -0.1180075, -0.6748946, 1.126171, 1], [16, 0.1519435, -0.340419, 1.641233, 1], [17, 0.1753242, -0.3159098, 1.307011, 1], [18, 0.1559109, -0.6305611, 1.237362, 1], [19, 0.1560108, -0.6770419, 1.124201, 1], [20, 0.05311771, 0.07603646, 1.772837, 1], [21, -0.07988237, 0.2608256, 1.691025, 1], [22, -0.1428815, 0.1984474, 1.67, 1], [23, 0.1559927, -0.31453, 1.253583, 1], [24, 0.2057189, -0.2804969, 1.273333, 1]]
[[0, 0.07675161, -0.3498529, 1.671377, 1], [1, 0.06333588, -0.1038029, 1.733775, 1], [2, 0.05048103, 0.1372922, 1.784947, 1], [3, 0.05700548, 0.2658798, 1.775284, 1], [4, -0.07265817, 0.06215553, 1.733283, 1], [5, -0.1336268, -0.05043089, 1.593429, 1], [6, -0.0928747, 0.1778452, 1.654948, 1], [7, -0.08529295, 0.2194418, 1.693539, 1], [8, 0.2121267, 0.05792633, 1.744755, 1], [9, 0.2509027, -0.1394071, 1.669017, 1], [10, 0.2402086, -0.2275307, 1.435937, 1], [11, 0.192692, -0.2556782, 1.348914, 1], [12, -0.0009635283, -0.3460666, 1.642524, 1], [13, -0.1230586, -0.2938089, 1.340419, 1], [14, -0.1243243, -0.6286346, 1.240083, 1], [15, -0.1169487, -0.6751982, 1.126941, 1], [16, 0.1514088, -0.3404991, 1.641726, 1], [17, 0.1751793, -0.3142719, 1.307656, 1], [18, 0.1556481, -0.6301524, 1.23731, 1], [19, 0.1571697, -0.6766971, 1.124251, 1], [20, 0.05371421, 0.07788304, 1.774066, 1], [21, -0.06441085, 0.2499955, 1.714996, 1], [22, -0.1361922, 0.1964909, 1.683571, 1], [23, 0.157717, -0.2834466, 1.272683, 1], [24, 0.2176535, -0.2545856, 1.306852, 1]]
[[0, 0.07641112, -0.3496108, 1.671541, 1], [1, 0.06387316, -0.1026409, 1.734447, 1], [2, 0.05302677, 0.1395516, 1.78646, 1], [3, 0.06385791, 0.2664611, 1.776107, 1], [4, -0.07191204, 0.0635735, 1.732331, 1], [5, -0.1400943, -0.1009822, 1.687924, 1], [6, -0.1066829, 0.1399441, 1.669752, 1], [7, -0.08886406, 0.1961873, 1.674999, 1], [8, 0.2152855, 0.05423005, 1.744106, 1], [9, 0.2515146, -0.137731, 1.669866, 1], [10, 0.2170621, -0.2231247, 1.507903, 1], [11, 0.2012553, -0.2484704, 1.371581, 1], [12, -0.001591675, -0.3450441, 1.642661, 1], [13, -0.1232404, -0.2937078, 1.340367, 1], [14, -0.1243523, -0.6283453, 1.239988, 1], [15, -0.1162707, -0.6749775, 1.126929, 1], [16, 0.1511678, -0.3407079, 1.641939, 1], [17, 0.1752275, -0.3124516, 1.308046, 1], [18, 0.1547943, -0.6308864, 1.238434, 1], [19, 0.1570416, -0.677492, 1.12546, 1], [20, 0.0556391, 0.07986695, 1.775358, 1], [21, -0.07188608, 0.2486337, 1.693659, 1], [22, -0.09961065, 0.2338944, 1.661, 1], [23, 0.1832539, -0.2708112, 1.284923, 1], [24, 0.2428829, -0.3024139, 1.39, 1]]
[[0, 0.08097366, -0.3492165, 1.673426, 1], [1, 0.06791905, -0.1012586, 1.736117, 1], [2, 0.05564083, 0.1407668, 1.787458, 1], [3, 0.0696692, 0.2659634, 1.776755, 1], [4, -0.06986613, 0.06453683, 1.728535, 1], [5, -0.125855, -0.03784606, 1.57841, 1], [6, -0.08448126, 0.1852449, 1.654771, 1], [7, -0.06702537, 0.2218351, 1.680964, 1], [8, 0.2165434, 0.05356919, 1.744027, 1], [9, 0.2505181, -0.1635224, 1.624328, 1], [10, 0.223353, -0.2083803, 1.399761, 1], [11, 0.1960501, -0.2452262, 1.371067, 1], [12, 0.002079754, -0.344613, 1.644038, 1], [13, -0.1234288, -0.2936637, 1.340381, 1], [14, -0.1245427, -0.6281678, 1.240047, 1], [15, -0.1149309, -0.6746713, 1.127006, 1], [16, 0.156867, -0.3408053, 1.644396, 1], [17, 0.174921, -0.3100809, 1.310299, 1], [18, 0.1535582, -0.6306002, 1.236959, 1], [19, 0.1573539, -0.6770644, 1.124005, 1], [20, 0.05864877, 0.0811729, 1.776549, 1], [21, -0.01767565, 0.2446148, 1.724842, 1], [22, -0.1003311, 0.2305327, 1.664186, 1], [23, 0.172073, -0.2692168, 1.285731, 1], [24, 0.1473763, -0.2702562, 1.386714, 1]]
[[0, 0.08120377, -0.3493598, 1.673517, 1], [1, 0.06864396, -0.1010755, 1.736491, 1], [2, 0.05695402, 0.1412738, 1.788174, 1], [3, 0.0748546, 0.2657282, 1.777468, 1], [4, -0.06892348, 0.06125722, 1.730208, 1], [5, -0.1241761, -0.04046825, 1.579329, 1], [6, -0.07569411, 0.1829716, 1.651202, 1], [7, -0.05966367, 0.2192405, 1.682727, 1], [8, 0.2185839, 0.05194731, 1.744156, 1], [9, 0.2515922, -0.1644281, 1.624693, 1], [10, 0.2213192, -0.2054113, 1.39898, 1], [11, 0.1884616, -0.2464835, 1.370223, 1], [12, 0.002183749, -0.3446407, 1.644049, 1], [13, -0.123686, -0.2936139, 1.340468, 1], [14, -0.1245467, -0.6281457, 1.240013, 1], [15, -0.1157042, -0.6746905, 1.126941, 1], [16, 0.1573279, -0.3412662, 1.644624, 1], [17, 0.1745719, -0.3080338, 1.310708, 1], [18, 0.1530738, -0.6306752, 1.236943, 1], [19, 0.1561101, -0.677179, 1.123959, 1], [20, 0.05982889, 0.08160305, 1.77719, 1], [21, -0.02422491, 0.2454866, 1.713339, 1], [22, -0.1046751, 0.215184, 1.668933, 1], [23, 0.1674667, -0.2693493, 1.285168, 1], [24, 0.1308126, -0.2260773, 1.369857, 1]]
[[0, 0.08470704, -0.3505006, 1.674074, 1], [1, 0.07092984, -0.1009923, 1.736826, 1], [2, 0.05820828, 0.1417828, 1.788243, 1], [3, 0.07861629, 0.2648456, 1.77736, 1], [4, -0.06864273, 0.05998694, 1.729821, 1], [5, -0.1198272, -0.03818942, 1.574964, 1], [6, -0.07444489, 0.1804333, 1.650111, 1], [7, -0.05548809, 0.2134379, 1.688251, 1], [8, 0.2209595, 0.05043719, 1.744029, 1], [9, 0.2566602, -0.1641601, 1.620088, 1], [10, 0.2119937, -0.2024159, 1.394886, 1], [11, 0.1825361, -0.2471873, 1.36908, 1], [12, 0.00572152, -0.3457476, 1.6443, 1], [13, -0.123932, -0.2936057, 1.340407, 1], [14, -0.1245703, -0.6284232, 1.240069, 1], [15, -0.1156535, -0.6748507, 1.126927, 1], [16, 0.160746, -0.34258, 1.645426, 1], [17, 0.174243, -0.3072871, 1.311523, 1], [18, 0.151781, -0.6304364, 1.235592, 1], [19, 0.1549152, -0.6768183, 1.122537, 1], [20, 0.06131749, 0.08204102, 1.777326, 1], [21, -0.0213316, 0.2417149, 1.712304, 1], [22, -0.108396, 0.2094112, 1.699, 1], [23, 0.1646293, -0.2698746, 1.285986, 1], [24, 0.12904, -0.2248056, 1.369259, 1]]
[[0, 0.09032214, -0.3517774, 1.676193, 1], [1, 0.07540462, -0.100991, 1.73804, 1], [2, 0.06135875, 0.1424409, 1.788575, 1], [3, 0.08098964, 0.2646101, 1.777609, 1], [4, -0.05506122, 0.06249899, 1.73159, 1], [5, -0.1156771, -0.03262984, 1.57833, 1], [6, -0.07370388, 0.1779984, 1.650105, 1], [7, -0.05683629, 0.2108117, 1.689671, 1], [8, 0.2226568, 0.04994506, 1.744132, 1], [9, 0.256996, -0.1648731, 1.620183, 1], [10, 0.2098954, -0.2006316, 1.411186, 1], [11, 0.1792232, -0.2485491, 1.372772, 1], [12, 0.01161745, -0.346801, 1.646219, 1], [13, -0.1225482, -0.294196, 1.343812, 1], [14, -0.1245506, -0.6285667, 1.240168, 1], [15, -0.1156043, -0.6747185, 1.126843, 1], [16, 0.1658987, -0.344182, 1.647676, 1], [17, 0.1738608, -0.3069106, 1.313779, 1], [18, 0.1516312, -0.6303741, 1.235664, 1], [19, 0.1547988, -0.6764833, 1.122423, 1], [20, 0.06480213, 0.08256763, 1.777872, 1], [21, -0.02532643, 0.2417708, 1.714217, 1], [22, -0.1123896, 0.1914768, 1.680136, 1], [23, 0.1628567, -0.2699756, 1.289009, 1], [24, 0.1174731, -0.2347248, 1.374647, 1]]
[[0, 0.09359287, -0.3524624, 1.677747, 1], [1, 0.07821435, -0.1009912, 1.739054, 1], [2, 0.06349623, 0.142875, 1.788984, 1], [3, 0.08269167, 0.2644203, 1.777598, 1], [4, -0.05294783, 0.06384068, 1.729206, 1], [5, -0.1141676, -0.03034932, 1.575577, 1], [6, -0.07347009, 0.1776803, 1.650391, 1], [7, -0.06167288, 0.2128404, 1.689727, 1], [8, 0.2245656, 0.04940785, 1.744611, 1], [9, 0.2573917, -0.1651562, 1.619728, 1], [10, 0.2096283, -0.2005453, 1.411374, 1], [11, 0.1792349, -0.2482598, 1.372882, 1], [12, 0.01503253, -0.3473642, 1.64749, 1], [13, -0.1231882, -0.2940708, 1.347122, 1], [14, -0.1245587, -0.628584, 1.240182, 1], [15, -0.1143365, -0.6745678, 1.126844, 1], [16, 0.1689181, -0.3450517, 1.649488, 1], [17, 0.173771, -0.3070709, 1.315597, 1], [18, 0.1514962, -0.6301996, 1.235328, 1], [19, 0.1559415, -0.6761411, 1.122075, 1], [20, 0.06712285, 0.08290678, 1.778436, 1], [21, -0.04250241, 0.2534083, 1.715497, 1], [22, -0.1150722, 0.1941958, 1.691389, 1], [23, 0.1636285, -0.2699531, 1.28897, 1], [24, 0.1199652, -0.232594, 1.374038, 1]]
