[[0, -0.1615518, 0.2218874, 2.919859, 1], [1, -0.1560981, 0.4966216, 2.882668, 1], [2, -0.1487672, 0.7627979, 2.833424, 1], [3, -0.134401, 0.9127822, 2.821342, 1], [4, -0.3066715, 0.6550989, 2.82132, 1], [5, -0.3705616, 0.3923401, 2.8897, 1], [6, -0.3789075, 0.16263, 2.875554, 1], [7, -0.3780403, 0.07882228, 2.861152, 1], [8, 0.02078123, 0.6353712, 2.853645, 1], [9, 0.05141564, 0.3871457, 2.903854, 1], [10, 0.0439418, 0.1538264, 2.87937, 1], [11, 0.02357565, 0.08965983, 2.871629, 1], [12, -0.2248629, 0.2191608, 2.875181, 1], [13, -0.2626922, -0.2121619, 2.97332, 1], [14, -0.2486654, -0.559412, 3.047421, 1], [15, -0.2370139, -0.6344047, 2.967361, 1], [16, -0.09407269, 0.2186717, 2.892083, 1], [17, -0.06752262, -0.2184069, 2.975663, 1], [18, -0.08468575, -0.5509432, 3.057158, 1], [19, -0.08323514, -0.6236576, 2.98623, 1], [20, -0.1507677, 0.6974549, 2.847913, 1], [21, -0.3662361, 0.005121776, 2.872423, 1], [22, -0.3425207, 0.07704204, 2.827438, 1], [23, 0.01613516, 0.01267645, 2.867396, 1], [24, -0.01078882, 0.08281796, 2.834913, 1]]
[[0, -0.161229, 0.2217188, 2.919748, 1], [1, -0.1552873, 0.496381, 2.88245, 1], [2, -0.1476879, 0.7625757, 2.833207, 1], [3, -0.131771, 0.9132112, 2.82118, 1], [4, -0.3040532, 0.6561341, 2.82073, 1], [5, -0.3725747, 0.382636, 2.88991, 1], [6, -0.3900597, 0.1536193, 2.871709, 1], [7, -0.3972937, 0.07763323, 2.862404, 1], [8, 0.02378962, 0.6340174, 2.85334, 1], [9, 0.05169335, 0.3839141, 2.903923, 1], [10, 0.04493093, 0.1520454, 2.879256, 1], [11, 0.02546349, 0.08308323, 2.869755, 1], [12, -0.224652, 0.2190934, 2.875212, 1], [13, -0.2629618, -0.2122717, 2.973081, 1], [14, -0.2484364, -0.5595098, 3.047162, 1], [15, -0.2370334, -0.6346252, 2.967323, 1], [16, -0.09364296, 0.2184177, 2.891802, 1], [17, -0.06728084, -0.2184652, 2.976067, 1], [18, -0.08463684, -0.5508967, 3.056976, 1], [19, -0.08355517, -0.62348, 2.986238, 1], [20, -0.1497407, 0.6972294, 2.84769, 1], [21, -0.383502, -0.001235586, 2.863223, 1], [22, -0.3482159, 0.1037028, 2.8514, 1], [23, 0.02215469, 0.00391806, 2.868774, 1], [24, -0.01383972, 0.08770745, 2.840103, 1]]
[[0, -0.1595965, 0.2212093, 2.920084, 1], [1, -0.1538536, 0.4960697, 2.882459, 1], [2, -0.1467226, 0.7624677, 2.833034, 1], [3, -0.1297036, 0.9130948, 2.821467, 1], [4, -0.3023635, 0.6559209, 2.820383, 1], [5, -0.3763435, 0.3728498, 2.888243, 1], [6, -0.4096389, 0.1457973, 2.868503, 1], [7, -0.4176385, 0.06589716, 2.868575, 1], [8, 0.02550248, 0.6335569, 2.853172, 1], [9, 0.05254345, 0.3829288, 2.903637, 1], [10, 0.04627866, 0.1502423, 2.878296, 1], [11, 0.02597531, 0.08611477, 2.869401, 1], [12, -0.223088, 0.2185964, 2.875673, 1], [13, -0.2624282, -0.2129269, 2.972739, 1], [14, -0.2484551, -0.5595697, 3.047204, 1], [15, -0.2373586, -0.6343709, 2.967275, 1], [16, -0.0920481, 0.2180002, 2.892081, 1], [17, -0.06647877, -0.219083, 2.975792, 1], [18, -0.08464047, -0.5508854, 3.056825, 1], [19, -0.08346274, -0.6233612, 2.985917, 1], [20, -0.1486567, 0.6970806, 2.847552, 1], [21, -0.4070632, -0.007014242, 2.852811, 1], [22, -0.3930669, 0.0545377, 2.879571, 1], [23, 0.02523084, 0.006598631, 2.869118, 1], [24, -0.00991575, 0.08527563, 2.836336, 1]]
[[0, -0.1578247, 0.2208117, 2.919968, 1], [1, -0.1514198, 0.4960817, 2.882237, 1], [2, -0.1438594, 0.7630233, 2.832775, 1], [3, -0.1281638, 0.9128853, 2.821497, 1], [4, -0.3010562, 0.6560906, 2.820774, 1], [5, -0.3845143, 0.3846981, 2.880409, 1], [6, -0.4495802, 0.1432827, 2.854301, 1], [7, -0.46097, 0.07056812, 2.854478, 1], [8, 0.02713956, 0.6326849, 2.852651, 1], [9, 0.05384193, 0.3818214, 2.902985, 1], [10, 0.04653195, 0.1501673, 2.877991, 1], [11, 0.0242901, 0.08590846, 2.867295, 1], [12, -0.2216114, 0.2182112, 2.875838, 1], [13, -0.2603135, -0.2124773, 2.97557, 1], [14, -0.244959, -0.5267934, 3.036306, 1], [15, -0.238103, -0.6162923, 2.972938, 1], [16, -0.09002525, 0.2176762, 2.891711, 1], [17, -0.06504297, -0.2195073, 2.975173, 1], [18, -0.08473847, -0.5509244, 3.05689, 1], [19, -0.08351637, -0.6233964, 2.986042, 1], [20, -0.1458858, 0.6974975, 2.8473, 1], [21, -0.4582247, 0.005042124, 2.83426, 1], [22, -0.4345985, 0.05782501, 2.859941, 1], [23, 0.02156721, 0.005114178, 2.864829, 1], [24, -0.009846239, 0.08539696, 2.839453, 1]]
[[0, -0.1564016, 0.2204732, 2.919911, 1], [1, -0.1496059, 0.495872, 2.882288, 1], [2, -0.1418523, 0.7629761, 2.833002, 1], [3, -0.1259388, 0.9123386, 2.822163, 1], [4, -0.2989505, 0.6565801, 2.821187, 1], [5, -0.3958976, 0.404919, 2.87215, 1], [6, -0.4946772, 0.1568203, 2.85122, 1], [7, -0.5146798, 0.08567429, 2.833855, 1], [8, 0.02864501, 0.631824, 2.852249, 1], [9, 0.05513178, 0.3813312, 2.902137, 1], [10, 0.04726238, 0.1487294, 2.876536, 1], [11, 0.02319396, 0.08348184, 2.867529, 1], [12, -0.2203701, 0.2179702, 2.876113, 1], [13, -0.2632855, -0.2126966, 2.974607, 1], [14, -0.2483042, -0.5598019, 3.04716, 1], [15, -0.2379766, -0.6344402, 2.966924, 1], [16, -0.08842305, 0.2172796, 2.891329, 1], [17, -0.06463316, -0.2198681, 2.975106, 1], [18, -0.08487865, -0.5511727, 3.056987, 1], [19, -0.08341031, -0.6232767, 2.98619, 1], [20, -0.1439141, 0.6974125, 2.84748, 1], [21, -0.5195197, 0.02186622, 2.8111, 1], [22, -0.4856081, 0.05376448, 2.840833, 1], [23, 0.01998727, 0.003557497, 2.863829, 1], [24, -0.009374393, 0.09214897, 2.836387, 1]]
[[0, -0.1554326, 0.2204614, 2.920136, 1], [1, -0.147439, 0.4959009, 2.882328, 1], [2, -0.1382375, 0.7630612, 2.832726, 1], [3, -0.1233701, 0.9122357, 2.822267, 1], [4, -0.2947532, 0.6585135, 2.822262, 1], [5, -0.4178107, 0.4340295, 2.860477, 1], [6, -0.5459155, 0.1940732, 2.833445, 1], [7, -0.5798556, 0.1253725, 2.802564, 1], [8, 0.02989661, 0.6316016, 2.851232, 1], [9, 0.05780533, 0.3840073, 2.899112, 1], [10, 0.04720938, 0.1455015, 2.874141, 1], [11, 0.02092673, 0.08580388, 2.867145, 1], [12, -0.2192713, 0.2181255, 2.876773, 1], [13, -0.263594, -0.2126283, 2.97455, 1], [14, -0.2483333, -0.559847, 3.046995, 1], [15, -0.2384283, -0.634366, 2.966464, 1], [16, -0.08751966, 0.2171611, 2.89125, 1], [17, -0.06475513, -0.2199852, 2.975199, 1], [18, -0.084852, -0.5512317, 3.057033, 1], [19, -0.08330107, -0.6231865, 2.986198, 1], [20, -0.1406796, 0.697487, 2.847296, 1], [21, -0.5862899, 0.05236914, 2.772641, 1], [22, -0.5607023, 0.09530656, 2.814375, 1], [23, 0.01125765, 0.001603427, 2.871479, 1], [24, -0.01008306, 0.08644938, 2.835426, 1]]
[[0, -0.1543264, 0.2204306, 2.919762, 1], [1, -0.1453827, 0.4959594, 2.88236, 1], [2, -0.1351328, 0.7632399, 2.833516, 1], [3, -0.1193017, 0.911633, 2.822654, 1], [4, -0.2904656, 0.6596686, 2.82241, 1], [5, -0.4381878, 0.4419402, 2.851203, 1], [6, -0.606, 0.2202965, 2.802073, 1], [7, -0.6428366, 0.1703856, 2.775317, 1], [8, 0.03158195, 0.6298028, 2.849647, 1], [9, 0.05916127, 0.3864819, 2.896767, 1], [10, 0.05029076, 0.1570641, 2.872537, 1], [11, 0.02020952, 0.08023574, 2.862307, 1], [12, -0.2183886, 0.2182279, 2.876637, 1], [13, -0.2638839, -0.2129606, 2.972714, 1], [14, -0.2481351, -0.5597895, 3.046795, 1], [15, -0.2386554, -0.6345413, 2.966128, 1], [16, -0.08623815, 0.2169952, 2.890617, 1], [17, -0.06475894, -0.2200449, 2.975127, 1], [18, -0.08475101, -0.5513723, 3.056828, 1], [19, -0.08337172, -0.6232429, 2.986203, 1], [20, -0.137843, 0.6976357, 2.847864, 1], [21, -0.662769, 0.1036881, 2.739696, 1], [22, -0.6128539, 0.1488251, 2.79675, 1], [23, 0.009296069, -0.003275713, 2.867979, 1], [24, -0.005149323, 0.08157299, 2.824227, 1]]
[[0, -0.1536268, 0.2203491, 2.919514, 1], [1, -0.1430803, 0.4959032, 2.882394, 1], [2, -0.1307041, 0.763251, 2.834218, 1], [3, -0.116744, 0.9119098, 2.823087, 1], [4, -0.2858546, 0.6620084, 2.823789, 1], [5, -0.4538804, 0.4743644, 2.845861, 1], [6, -0.6522847, 0.2825746, 2.780456, 1], [7, -0.7010127, 0.2318333, 2.749233, 1], [8, 0.03300081, 0.6293959, 2.848717, 1], [9, 0.05970656, 0.3870373, 2.895756, 1], [10, 0.04823263, 0.1578054, 2.867928, 1], [11, 0.02046559, 0.0873551, 2.862414, 1], [12, -0.2178006, 0.2182876, 2.876732, 1], [13, -0.2628551, -0.2128132, 2.973232, 1], [14, -0.248198, -0.5586369, 3.046723, 1], [15, -0.2390884, -0.6321411, 2.96981, 1], [16, -0.08534612, 0.2167357, 2.889882, 1], [17, -0.06727671, -0.2197721, 2.97664, 1], [18, -0.08470659, -0.5514027, 3.056878, 1], [19, -0.08391403, -0.6226434, 2.986475, 1], [20, -0.1339757, 0.6976298, 2.84837, 1], [21, -0.731042, 0.1638608, 2.704288, 1], [22, -0.669302, 0.2142203, 2.770809, 1], [23, 0.006332038, 0.001592306, 2.858979, 1], [24, -0.008712562, 0.08551247, 2.822462, 1]]
[[0, -0.1532877, 0.220384, 2.919471, 1], [1, -0.1412942, 0.496347, 2.882918, 1], [2, -0.1270739, 0.7643858, 2.8358, 1], [3, -0.1140204, 0.9121296, 2.8239, 1], [4, -0.2843168, 0.6632307, 2.824795, 1], [5, -0.4557533, 0.5079292, 2.848215, 1], [6, -0.6695117, 0.3635547, 2.768628, 1], [7, -0.7499104, 0.3164005, 2.72754, 1], [8, 0.03474867, 0.6289209, 2.847457, 1], [9, 0.06115378, 0.3888092, 2.892655, 1], [10, 0.04677469, 0.1546911, 2.865051, 1], [11, 0.01878574, 0.08551884, 2.858075, 1], [12, -0.2172401, 0.2186257, 2.877048, 1], [13, -0.2628809, -0.212415, 2.973543, 1], [14, -0.2482793, -0.5586344, 3.046592, 1], [15, -0.23904, -0.6326139, 2.968759, 1], [16, -0.08502949, 0.2165633, 2.889553, 1], [17, -0.06751429, -0.2197748, 2.976932, 1], [18, -0.0848147, -0.55212, 3.056545, 1], [19, -0.08249815, -0.6238741, 2.985195, 1], [20, -0.1308125, 0.6985753, 2.849659, 1], [21, -0.7987295, 0.2587604, 2.680958, 1], [22, -0.7607481, 0.2698881, 2.7451, 1], [23, 0.008727679, 0.001378156, 2.86034, 1], [24, -0.01216573, 0.08867213, 2.820905, 1]]
[[0, -0.1523384, 0.2208655, 2.919463, 1], [1, -0.1383686, 0.4969107, 2.883505, 1], [2, -0.1222522, 0.7646559, 2.837049, 1], [3, -0.1109784, 0.9127617, 2.825337, 1], [4, -0.2806353, 0.6653208, 2.825915, 1], [5, -0.4705228, 0.5484641, 2.864246, 1], [6, -0.7266255, 0.4252713, 2.733688, 1], [7, -0.7930002, 0.4024103, 2.704454, 1], [8, 0.03433926, 0.6328478, 2.851382, 1], [9, 0.06178226, 0.3876207, 2.890984, 1], [10, 0.04643787, 0.1532928, 2.863955, 1], [11, 0.01792167, 0.08400026, 2.856535, 1], [12, -0.2159851, 0.219482, 2.877664, 1], [13, -0.2632158, -0.2118116, 2.972869, 1], [14, -0.2480673, -0.558864, 3.046569, 1], [15, -0.2384124, -0.6337177, 2.96769, 1], [16, -0.08428944, 0.2168294, 2.889119, 1], [17, -0.06791672, -0.2193905, 2.977037, 1], [18, -0.08470955, -0.5522071, 3.056636, 1], [19, -0.08336876, -0.6233901, 2.985651, 1], [20, -0.126438, 0.69895, 2.850751, 1], [21, -0.8465927, 0.3578028, 2.644996, 1], [22, -0.8032644, 0.3645786, 2.709923, 1], [23, 0.006999745, -0.002953652, 2.861563, 1], [24, -0.01377649, 0.0869219, 2.819353, 1]]
[[0, -0.1519724, 0.2210846, 2.919254, 1], [1, -0.1373461, 0.4971564, 2.883474, 1], [2, -0.1208065, 0.7648423, 2.837182, 1], [3, -0.1081507, 0.912958, 2.826595, 1], [4, -0.2797386, 0.66716, 2.826461, 1], [5, -0.4923697, 0.5825515, 2.821568, 1], [6, -0.7330365, 0.5090395, 2.719472, 1], [7, -0.8251736, 0.4942252, 2.682159, 1], [8, 0.03913432, 0.6288645, 2.84815, 1], [9, 0.06316844, 0.3882505, 2.888493, 1], [10, 0.04662232, 0.1518554, 2.861404, 1], [11, 0.01801212, 0.08275004, 2.853644, 1], [12, -0.2156153, 0.219941, 2.877697, 1], [13, -0.2635359, -0.2115074, 2.972199, 1], [14, -0.2481662, -0.5589052, 3.046441, 1], [15, -0.2387236, -0.6336584, 2.966729, 1], [16, -0.08389749, 0.2168511, 2.888599, 1], [17, -0.06865712, -0.2195168, 2.976163, 1], [18, -0.08524272, -0.5529249, 3.056574, 1], [19, -0.08348814, -0.6236795, 2.985548, 1], [20, -0.1250743, 0.6991568, 2.85085, 1], [21, -0.8761361, 0.4694265, 2.634778, 1], [22, -0.8316641, 0.4582624, 2.6879, 1], [23, 0.006990036, -0.001002774, 2.854396, 1], [24, -0.01195053, 0.08732655, 2.8188, 1]]
