[[0, -0.161348, -0.1907884, 2.746044, 1], [1, -0.1450658, 0.04480595, 2.714947, 1], [2, -0.1277816, 0.2756064, 2.671374, 1], [3, -0.117286, 0.3919868, 2.648215, 1], [4, -0.2834985, 0.1815127, 2.625519, 1], [5, -0.3305466, -0.05134731, 2.579765, 1], [6, -0.358737, -0.2709981, 2.483811, 1], [7, -0.3800532, -0.3693788, 2.441242, 1], [8, 0.01521464, 0.1636292, 2.683691, 1], [9, 0.06216377, -0.07082341, 2.683369, 1], [10, 0.1143117, -0.2829517, 2.626243, 1], [11, 0.1060172, -0.3724847, 2.604351, 1], [12, -0.2266088, -0.1851599, 2.702508, 1], [13, -0.1710261, -0.2994164, 2.398092, 1], [14, -0.2148485, -0.6635186, 2.496554, 1], [15, -0.1938883, -0.7349584, 2.425685, 1], [16, -0.09173767, -0.1919681, 2.723889, 1], [17, -0.006660141, -0.3026121, 2.418156, 1], [18, -0.002377986, -0.6629408, 2.503512, 1], [19, 0.01617578, -0.7106225, 2.383161, 1], [20, -0.1321668, 0.2185907, 2.684437, 1], [21, -0.3926634, -0.4277747, 2.425852, 1], [22, -0.4161162, -0.3538365, 2.404955, 1], [23, 0.1074823, -0.4197306, 2.59814, 1], [24, 0.1220549, -0.4000747, 2.588, 1]]
[[0, -0.1613338, -0.1907951, 2.74603, 1], [1, -0.1444034, 0.04474529, 2.715103, 1], [2, -0.1256208, 0.2753593, 2.672358, 1], [3, -0.1165336, 0.3923202, 2.649003, 1], [4, -0.2818851, 0.1827686, 2.62517, 1], [5, -0.338742, -0.01749343, 2.516087, 1], [6, -0.3716901, -0.212162, 2.374053, 1], [7, -0.3934492, -0.2833352, 2.330419, 1], [8, 0.01612076, 0.1634084, 2.684435, 1], [9, 0.06155501, -0.06962201, 2.692704, 1], [10, 0.1144931, -0.2828423, 2.626641, 1], [11, 0.1081815, -0.3728777, 2.60814, 1], [12, -0.2265587, -0.1850695, 2.702479, 1], [13, -0.170967, -0.2993297, 2.398073, 1], [14, -0.2148463, -0.66342, 2.496371, 1], [15, -0.1935147, -0.7355558, 2.427093, 1], [16, -0.09174938, -0.1920945, 2.723867, 1], [17, -0.006990205, -0.302503, 2.418445, 1], [18, -0.00234288, -0.6629123, 2.503514, 1], [19, 0.01242863, -0.7413409, 2.448917, 1], [20, -0.1304682, 0.2184125, 2.685136, 1], [21, -0.4100797, -0.3408751, 2.299767, 1], [22, -0.4317684, -0.2784795, 2.296777, 1], [23, 0.1074174, -0.4221204, 2.601733, 1], [24, 0.1266956, -0.4015847, 2.603, 1]]
[[0, -0.1612806, -0.1903836, 2.746009, 1], [1, -0.1432017, 0.04566285, 2.716105, 1], [2, -0.1222804, 0.2769012, 2.675995, 1], [3, -0.1158798, 0.3924771, 2.650532, 1], [4, -0.2809298, 0.1849083, 2.625939, 1], [5, -0.3449865, 0.02828518, 2.478957, 1], [6, -0.3739807, -0.1206568, 2.315822, 1], [7, -0.3994643, -0.1816989, 2.244221, 1], [8, 0.01657811, 0.1630946, 2.684933, 1], [9, 0.06239982, -0.07091479, 2.692316, 1], [10, 0.1153783, -0.2828306, 2.62804, 1], [11, 0.1067381, -0.3757876, 2.609015, 1], [12, -0.2264535, -0.1840608, 2.702675, 1], [13, -0.1712192, -0.2979398, 2.398337, 1], [14, -0.2149708, -0.6636196, 2.496159, 1], [15, -0.1949306, -0.7361661, 2.427143, 1], [16, -0.09175399, -0.1919874, 2.72379, 1], [17, -0.007191475, -0.3023594, 2.418503, 1], [18, -0.002065407, -0.6626055, 2.503522, 1], [19, 0.01367525, -0.7413702, 2.450847, 1], [20, -0.1277293, 0.2198101, 2.68797, 1], [21, -0.4196346, -0.2309635, 2.185055, 1], [22, -0.4342562, -0.1829953, 2.181667, 1], [23, 0.1048053, -0.4202615, 2.596927, 1], [24, 0.1240898, -0.3951135, 2.596466, 1]]
[[0, -0.1600887, -0.189799, 2.747007, 1], [1, -0.1412776, 0.04605999, 2.717447, 1], [2, -0.1205487, 0.2769099, 2.677169, 1], [3, -0.1155206, 0.3925984, 2.651534, 1], [4, -0.2798245, 0.1870186, 2.626999, 1], [5, -0.342339, 0.06251905, 2.478954, 1], [6, -0.3710289, -0.04034262, 2.315851, 1], [7, -0.4064532, -0.1257058, 2.190189, 1], [8, 0.01675648, 0.163004, 2.685578, 1], [9, 0.06346673, -0.07093283, 2.69195, 1], [10, 0.1159563, -0.2829808, 2.628593, 1], [11, 0.1074707, -0.3744397, 2.607738, 1], [12, -0.224952, -0.1830939, 2.704199, 1], [13, -0.170647, -0.2976564, 2.397735, 1], [14, -0.2150781, -0.662991, 2.496105, 1], [15, -0.1950581, -0.7357082, 2.427424, 1], [16, -0.09096766, -0.1917437, 2.724376, 1], [17, -0.007345461, -0.3021767, 2.418556, 1], [18, -0.001852343, -0.6625651, 2.503526, 1], [19, 0.01551296, -0.7395043, 2.445515, 1], [20, -0.1258809, 0.2199167, 2.68924, 1], [21, -0.4320785, -0.1600206, 2.131979, 1], [22, -0.4312053, -0.1046643, 2.173296, 1], [23, 0.1071145, -0.421279, 2.602849, 1], [24, 0.1257051, -0.3903895, 2.602308, 1]]
[[0, -0.1598361, -0.1897564, 2.747045, 1], [1, -0.1410681, 0.0462579, 2.717973, 1], [2, -0.1208055, 0.2774099, 2.678706, 1], [3, -0.1152402, 0.3925188, 2.654297, 1], [4, -0.2786154, 0.1895525, 2.628955, 1], [5, -0.3447351, 0.09849665, 2.478739, 1], [6, -0.3691066, 0.002140597, 2.282646, 1], [7, -0.4030322, -0.05257459, 2.150183, 1], [8, 0.01677868, 0.1630627, 2.686522, 1], [9, 0.06305688, -0.06770305, 2.697491, 1], [10, 0.1165432, -0.2838629, 2.629565, 1], [11, 0.1053276, -0.3751752, 2.610757, 1], [12, -0.2247711, -0.1829534, 2.704275, 1], [13, -0.1711212, -0.2961873, 2.398072, 1], [14, -0.2148677, -0.6627812, 2.495904, 1], [15, -0.195044, -0.7359361, 2.428077, 1], [16, -0.09064805, -0.1918318, 2.724377, 1], [17, -0.007404629, -0.3021683, 2.418507, 1], [18, -0.001938253, -0.6623129, 2.50281, 1], [19, 0.01536053, -0.7404053, 2.448682, 1], [20, -0.1259612, 0.2203294, 2.690484, 1], [21, -0.4316993, -0.07898372, 2.069739, 1], [22, -0.4299359, -0.04315685, 2.110188, 1], [23, 0.1077245, -0.4214784, 2.605587, 1], [24, 0.1235954, -0.4007048, 2.608572, 1]]
[[0, -0.1597045, -0.1892334, 2.746902, 1], [1, -0.1405167, 0.04694704, 2.719, 1], [2, -0.1196667, 0.2782362, 2.68224, 1], [3, -0.1172521, 0.3931032, 2.658054, 1], [4, -0.274352, 0.1931148, 2.631957, 1], [5, -0.339356, 0.1585084, 2.457913, 1], [6, -0.3654381, 0.07982941, 2.293365, 1], [7, -0.3945484, 0.1040141, 2.078508, 1], [8, 0.01738233, 0.1634827, 2.689383, 1], [9, 0.06333514, -0.07052729, 2.696476, 1], [10, 0.1165985, -0.2839016, 2.629736, 1], [11, 0.1052944, -0.3750097, 2.607818, 1], [12, -0.2245715, -0.1818565, 2.704237, 1], [13, -0.1711515, -0.2963184, 2.397924, 1], [14, -0.2146661, -0.6618221, 2.495594, 1], [15, -0.1949459, -0.7357781, 2.429506, 1], [16, -0.09060083, -0.1916754, 2.724211, 1], [17, -0.007498791, -0.3021479, 2.418541, 1], [18, -0.002045409, -0.6622555, 2.502588, 1], [19, 0.01374859, -0.7420933, 2.454818, 1], [20, -0.124971, 0.2211574, 2.693299, 1], [21, -0.4044842, 0.09164106, 2.008752, 1], [22, -0.4272957, 0.1125075, 2.02475, 1], [23, 0.107223, -0.4186457, 2.596683, 1], [24, 0.1236916, -0.3833228, 2.588875, 1]]
[[0, -0.1596889, -0.1881535, 2.746484, 1], [1, -0.1401345, 0.04785117, 2.719877, 1], [2, -0.1189048, 0.2791301, 2.684984, 1], [3, -0.1174114, 0.3939946, 2.660636, 1], [4, -0.2686553, 0.200726, 2.635276, 1], [5, -0.3469451, 0.1967657, 2.463734, 1], [6, -0.3695892, 0.2234783, 2.278641, 1], [7, -0.3910121, 0.2626485, 2.117992, 1], [8, 0.0173187, 0.164002, 2.690026, 1], [9, 0.06373641, -0.06999282, 2.696345, 1], [10, 0.1170129, -0.2839427, 2.630271, 1], [11, 0.1060507, -0.3711467, 2.606547, 1], [12, -0.2245614, -0.1802313, 2.704146, 1], [13, -0.1717604, -0.2951974, 2.3982, 1], [14, -0.2140863, -0.6618396, 2.495602, 1], [15, -0.1940256, -0.7353175, 2.428586, 1], [16, -0.09064037, -0.1910299, 2.723509, 1], [17, -0.007696978, -0.3018636, 2.417936, 1], [18, -0.003657399, -0.6639301, 2.505529, 1], [19, 0.0133094, -0.7432169, 2.456141, 1], [20, -0.1243027, 0.2220869, 2.695546, 1], [21, -0.41292, 0.2841011, 2.038052, 1], [22, -0.4168039, 0.2566409, 2.119445, 1], [23, 0.1063173, -0.4202714, 2.59496, 1], [24, 0.1230185, -0.3919683, 2.59786, 1]]
[[0, -0.1595097, -0.1880075, 2.74647, 1], [1, -0.1394493, 0.04835618, 2.721526, 1], [2, -0.1180358, 0.2798753, 2.68925, 1], [3, -0.1198317, 0.395503, 2.664419, 1], [4, -0.2652467, 0.1970786, 2.638749, 1], [5, -0.342343, 0.2451314, 2.424105, 1], [6, -0.3837207, 0.308408, 2.190101, 1], [7, -0.3951842, 0.3424795, 2.118576, 1], [8, 0.01583215, 0.1654165, 2.691425, 1], [9, 0.0636957, -0.06578191, 2.699912, 1], [10, 0.118457, -0.2875027, 2.631415, 1], [11, 0.1050296, -0.3765741, 2.608819, 1], [12, -0.2244647, -0.1801475, 2.704248, 1], [13, -0.1721011, -0.2951164, 2.398846, 1], [14, -0.2143743, -0.6634788, 2.495609, 1], [15, -0.1934627, -0.7364249, 2.42787, 1], [16, -0.09035121, -0.1908252, 2.723301, 1], [17, -0.007697996, -0.3018812, 2.417923, 1], [18, -0.007322145, -0.6702618, 2.516574, 1], [19, 0.01091274, -0.7451153, 2.453292, 1], [20, -0.123442, 0.2227751, 2.699172, 1], [21, -0.4117861, 0.3725018, 2.035702, 1], [22, -0.432426, 0.3607532, 2.0975, 1], [23, 0.1062834, -0.4226101, 2.60426, 1], [24, 0.1216119, -0.4081077, 2.6015, 1]]
[[0, -0.1577887, -0.1875997, 2.749147, 1], [1, -0.1394588, 0.0484054, 2.723305, 1], [2, -0.1194719, 0.2796119, 2.690013, 1], [3, -0.120964, 0.3971957, 2.665626, 1], [4, -0.265414, 0.1972172, 2.638661, 1], [5, -0.3457198, 0.2699659, 2.417061, 1], [6, -0.3726248, 0.3662173, 2.206176, 1], [7, -0.3926422, 0.4177601, 2.127052, 1], [8, 0.01545143, 0.1658062, 2.69153, 1], [9, 0.06246802, -0.06126218, 2.701134, 1], [10, 0.1180326, -0.2846024, 2.632195, 1], [11, 0.1056947, -0.3727828, 2.612824, 1], [12, -0.2227275, -0.1800485, 2.707711, 1], [13, -0.1720478, -0.2946359, 2.399136, 1], [14, -0.2138408, -0.663477, 2.495823, 1], [15, -0.1929334, -0.7358483, 2.426846, 1], [16, -0.08881669, -0.1903167, 2.725277, 1], [17, -0.007818827, -0.3017532, 2.417886, 1], [18, -0.005900053, -0.6682229, 2.514199, 1], [19, 0.009805383, -0.7451537, 2.45525, 1], [20, -0.1244411, 0.2225959, 2.700132, 1], [21, -0.3973883, 0.4498222, 2.032842, 1], [22, -0.4272223, 0.4339465, 2.108, 1], [23, 0.1055968, -0.4187005, 2.604224, 1], [24, 0.1227294, -0.3971036, 2.599342, 1]]
[[0, -0.1576067, -0.1875813, 2.749267, 1], [1, -0.139474, 0.04800718, 2.72401, 1], [2, -0.1203298, 0.2782664, 2.691069, 1], [3, -0.1225511, 0.3974767, 2.667166, 1], [4, -0.2657763, 0.1974791, 2.638446, 1], [5, -0.3444886, 0.3040431, 2.42708, 1], [6, -0.3722796, 0.424655, 2.215575, 1], [7, -0.3903454, 0.4819498, 2.151553, 1], [8, 0.01034726, 0.1692982, 2.687817, 1], [9, 0.06209558, -0.05347813, 2.700671, 1], [10, 0.1164828, -0.277849, 2.634508, 1], [11, 0.1064785, -0.3656671, 2.614039, 1], [12, -0.2225921, -0.1801023, 2.707741, 1], [13, -0.1718947, -0.2946877, 2.398866, 1], [14, -0.2135707, -0.6637435, 2.495985, 1], [15, -0.1930925, -0.7360578, 2.426693, 1], [16, -0.08859034, -0.1902176, 2.72553, 1], [17, -0.007783134, -0.3018791, 2.417723, 1], [18, -0.006669435, -0.6667678, 2.508545, 1], [19, 0.01497333, -0.7434503, 2.452982, 1], [20, -0.1250529, 0.2215198, 2.70116, 1], [21, -0.4028463, 0.5235638, 2.077248, 1], [22, -0.4273925, 0.4966884, 2.133167, 1], [23, 0.1095801, -0.4131114, 2.601591, 1], [24, 0.1242571, -0.4033728, 2.60339, 1]]
[[0, -0.1572417, -0.187271, 2.749477, 1], [1, -0.1392641, 0.04870379, 2.724925, 1], [2, -0.1206186, 0.2793512, 2.692189, 1], [3, -0.1236524, 0.3986505, 2.668549, 1], [4, -0.2646783, 0.1967488, 2.639761, 1], [5, -0.3439181, 0.3187938, 2.453559, 1], [6, -0.3614344, 0.4651973, 2.258575, 1], [7, -0.3907306, 0.5528669, 2.168615, 1], [8, 0.008999689, 0.1705928, 2.686977, 1], [9, 0.06215048, -0.0526883, 2.701097, 1], [10, 0.1165083, -0.2769928, 2.634629, 1], [11, 0.1054819, -0.3663895, 2.613087, 1], [12, -0.2225303, -0.1800424, 2.707707, 1], [13, -0.1721423, -0.2941661, 2.39895, 1], [14, -0.2132439, -0.6633483, 2.495745, 1], [15, -0.1934747, -0.7357337, 2.426273, 1], [16, -0.08768922, -0.1895018, 2.726337, 1], [17, -0.007808459, -0.3018693, 2.417713, 1], [18, -0.006110975, -0.665896, 2.506736, 1], [19, 0.01074564, -0.7125222, 2.385414, 1], [20, -0.1252249, 0.2224917, 2.702274, 1], [21, -0.4035123, 0.5993544, 2.110072, 1], [22, -0.4251424, 0.5581069, 2.157227, 1], [23, 0.1031191, -0.4144787, 2.602741, 1], [24, 0.1234262, -0.3682444, 2.60535, 1]]
